API_WELL_NUMBER,WELL_NAME,WATER_DEPTH,SURF_LATITUDE,WELL_NAME_SUFFIX,COMPANY_NAME,BOTM_FLD_NAME_CD,WELL_SPUD_DATE,TOTAL_DEPTH_DATE,BH_TOTAL_MD,WELL_BORE_TVD,WELL_BP_ST_KICKOFF_MD,BOREHOLE_STAT_DT,BOREHOLE_STAT_CD,CASING_CUT_CODE,UNDWTR_COMP_STUB,SURF_LONGITUDE,BOTM_LATITUDE,BOTM_LONGITUDE
,,,,,,,,,,14694,,3/14/1996,PA,Y,N,-91.61323494,28.67889875,-91.61323494
,,,,,,,,,,3310,,3/2/1968,PA,Y,N,-91.72991931,29.05215583,-91.72991931
,,,,,,,,,,15418,,8/19/2011,PA,M,N,-91.85208053,28.75263908,-91.85927293
,,,,,,,,,,6379,4850,9/26/2008,PA,Y,N,-91.62751027,28.97138329,-91.63044897
,,,,,,,,,,6226,,7/24/1968,ST,N,N,-91.62751027,28.97126929,-91.62982367
,,,,,,,,,,11992,,11/10/1989,PA,Y,N,-91.71896089,28.80275083,-91.71963668
,,,,,,,,,,10820,10195,11/15/2016,PA,M,N,-91.75948569,29.08519493,-91.75970194
,,,,,,,,,,12104,,,ST,,N,-91.75948569,29.08519505,-91.75970191
,,,,,,,,,,13393,,10/13/2000,PA,N,N,-91.75323137,28.69888453,-91.76404307
,,,,,,,,,,8518,,8/22/2011,PA,E,N,-91.39577232,28.7496003,-91.39015432
,,,,,,,,,,11851,,6/22/1968,PA,N,N,-91.39577232,28.7526342,-91.38697622
,,,,,,,,,,9991,,10/17/2023,PA,M,N,-91.72664643,28.81424077,-91.72595353
,,,,,,,,,,9117,6807,8/22/2011,PA,E,N,-91.39578168,28.75001928,-91.38331988
,,,,,,,,,,7899,,5/19/1968,ST,N,N,-91.39578168,28.74985128,-91.38399338
,,,,,,,,,,10656,,9/16/1993,ST,N,N,-91.60996502,28.9421223,-91.61041532
,,,,,,,,,,10154,0,7/16/2002,PA,Y,N,-91.60996502,28.9445372,-91.60989892
,,,,,,,,,,11336,,9/3/1976,PA,Y,N,-91.72548816,28.79268214,-91.72567554
,,,,,,,,,,10993,,5/19/2010,PA,M,N,-91.60648361,28.94562851,-91.60833151
,,,,,,,,,,11357,,11/28/1974,ST,N,N,-91.36491653,28.46597982,-91.37372653
,,,,,,,,,,10068,,10/23/1987,PA,Y,N,-91.48880778,28.64565276,-91.49064338
,,,,,,,,,,10001,,,ST,,N,-91.48880776,28.64519074,-91.49127656
,,,,,,,,,,10774,,6/5/2012,PA,M,N,-91.62250124,28.68902357,-91.62498844
,,,,,,,,,,13011,,7/18/2003,PA,Y,N,-91.50233954,28.63701005,-91.50434444
,,,,,,,,,,13199,,8/11/2011,PA,E,N,-91.39391369,29.23972277,-91.39391369
,,,,,,,,,,13697,,6/5/2012,PA,M,N,-91.62244829,28.69025525,-91.61726009
,,,,,,,,,,11340,,10/1/2016,PA,O,N,-91.55753665,28.48095061,-91.55738225
,,,,,,,,,,10485,,2/13/1975,PA,Y,N,-91.76054564,28.54637399,-91.76064054
,,,,,,,,,,11617,,6/2/1975,PA,Y,N,-91.53709345,28.4813012,-91.53713115
,,,,,,,,,,12577,,4/25/2008,PA,E,N,-91.46574007,28.61543574,-91.46541337
,,,,,,,,,,8030,,7/26/1995,ST,N,N,-91.36489787,28.47882267,-91.37019487
,,,,,,,,,,8106,4671,7/19/2018,TA,N,N,-91.36489787,28.48096867,-91.36778247
,,,,,,,,,,12936,,8/15/1975,PA,Y,N,-91.41288415,29.1148893,-91.41288415
,,,,,,,,,,11763,,10/29/2009,PA,M,N,-91.62243902,28.68659811,-91.62105602
,,,,,,,,,,10628,,6/12/1975,ST,Y,N,-91.7877401,29.32645547,-91.7842241
,,,,,,,,,,10691,2580,10/28/1988,PA,Y,N,-91.7877401,29.31289017,-91.7896083
,,,,,,,,,,13043,12965,3/25/1996,PA,Y,N,-91.62250126,28.70126937,-91.62684996
,,,,,,,,,,12964,,6/8/1975,ST,N,N,-91.62250126,28.70127797,-91.62683766
,,,,,,,,,,10200,,6/5/2012,PA,M,N,-91.6224546,28.69373828,-91.6313327
,,,,,,,,,,13999,,8/2/2011,PA,E,N,-91.40342298,29.23981489,-91.40314718
,,,,,,,,,,,,,CNL,,N,-91.8408314,,
,,,,,,,,,,10352,,7/21/1986,PA,Y,N,-91.84092863,29.28012095,-91.83534903
,,,,,,,,,,10352,,,ST,,N,-91.84092863,29.27930015,-91.83517763
,,,,,,,,,,11872,,8/8/1998,ST,N,N,-91.73246493,28.78076988,-91.73621273
,,,,,,,,,,11663,0,4/17/2009,PA,M,P,-91.73246493,28.78240148,-91.73447073
,,,,,,,,,,12525,,7/3/2011,PA,E,N,-91.39047077,29.24456155,-91.39047077
,,,,,,,,,,13084,12000,12/2/1975,ST,Y,N,-91.38257147,29.25501866,-91.38237857
,,,,,,,,,,12831,6580,12/28/1975,ST,Y,N,-91.38257147,29.25627686,-91.38292767
,,,,,,,,,,12651,6350,8/2/2003,PA,Y,N,-91.38257147,29.25270656,-91.38716637
,,,,,,,,,,12898,,11/14/1975,ST,,N,-91.38257147,29.25504676,-91.38237817
,,,,,,,,,,17105,,7/9/1976,PA,Y,N,-91.38077235,29.11070032,-91.38089452
,,,,,,,,,,13867,,8/4/2011,PA,E,N,-91.39384992,29.23331121,-91.39374152
,,,,,,,,,,13427,,6/29/2011,PA,E,N,-91.37719634,29.23973808,-91.37725104
,,,,,,,,,,14209,,3/19/1976,PA,Y,N,-91.61410477,29.14882488,-91.61518967
,,,,,,,,,,12396,,7/18/2003,PA,Y,N,-91.50232082,28.63223562,-91.49874272
,,,,,,,,,,13144,,8/2/2003,PA,Y,N,-91.42476787,29.26164954,-91.41751157
,,,,,,,,,,12231,,,ST,,N,-91.42476786,29.26247647,-91.41875806
,,,,,,,,,,13034,,,ST,,N,-91.42476786,29.26185697,-91.41749226
,,,,,,,,,,10192,10631,10/3/2004,PA,M,N,-91.90266588,27.91328877,-91.89500768
,,,,,,,,,,1539,,1/25/1997,PA,Y,N,-91.92835163,27.9484618,-91.92834528
,,,,,,,,,,14678,7548,3/17/1997,PA,Y,N,-91.92803093,27.94837671,-91.92782293
,,,,,,,,,,9843,,2/23/1997,ST,N,N,-91.92803093,27.94807691,-91.92816683
,,,,,,,,,,8400,,5/10/2000,CNL,N,N,-92.04544142,28.37149461,-92.05308572
,,,,,,,,,,6690,,4/22/1997,ST,N,N,-92.10375925,28.28417884,-92.10996265
,,,,,,,,,,7521,5888,5/6/1997,ST,N,N,-92.10375925,28.28434584,-92.10832095
,,,,,,,,,,7809,5295,5/21/1997,PA,Y,N,-92.10375925,28.28072624,-92.11050445
,,,,,,,,,,7249,,6/18/1997,ST,N,N,-92.10387693,28.29201623,-92.10574183
,,,,,,,,,,7224,9480,6/23/1997,PA,Y,N,-92.10387693,28.29136233,-92.10592023
,,,,,,,,,,8645,,5/10/2000,CNL,N,N,-92.11494174,28.26220839,-92.10817523
,,,,,,,,,,15912,,9/4/1997,PA,Y,N,-91.99532406,28.3408369,-91.99499136
,,,,,,,,,,13100,,7/13/1997,PA,Y,N,-92.06151384,28.59867304,-92.06180674
,,,,,,,,,,11306,9050,9/15/1997,ST,N,N,-91.90270778,27.93321853,-91.90999438
,,,,,,,,,,10947,10804,9/30/1997,ST,N,N,-91.90270778,27.93559563,-91.90870158
,,,,,,,,,,10915,10517,10/10/2004,PA,Y,S,-91.90270778,27.93627393,-91.91126148
,,,,,,,,,,10947,,8/30/1997,ST,,N,-91.90270778,27.93333483,-91.90798428
,,,,,,,,,,5346,,11/2/1997,ST,N,N,-92.1044953,28.20331085,-92.1160459
,,,,,,,,,,5427,6597,1/24/2013,PA,M,N,-92.1044953,28.20326395,-92.1179795
,,,,,,,,,,*****,*****,5/10/2000,CNL,N,N,-92.0658274,*****,*****
,,,,,,,,,,6295,,6/13/1998,ST,N,N,-91.86594437,28.26040276,-91.85437257
,,,,,,,,,,6124,3822,9/23/2024,PA,M,N,-91.86594437,28.26112336,-91.85504387
,,,,,,,,,,8989,,3/27/1998,COM,N,N,-92.0734498,28.60322089,-92.073923
,,,,,,,,,,11458,,5/4/1998,COM,N,N,-92.07347473,28.61144484,-92.06114653
,,,,,,,,,,12985,,7/9/1998,ST,N,N,-92.03581666,28.50945275,-92.02913636
,,,,,,,,,,13596,10576,4/14/1999,ST,N,N,-92.03581666,28.50914135,-92.02814376
,,,,,,,,,,11796,6754,5/24/1999,COM,N,N,-92.03581666,28.51969525,-92.02752576
,,,,,,,,,,9071,,10/2/2009,ST,M,N,-92.07349642,28.60074534,-92.07421502
,,,,,,,,,,6245,512,10/30/2009,COM,N,N,-92.07349642,28.60247784,-92.07990942
,,,,,,,,,,9145,,4/9/2009,ST,N,N,-92.07347147,28.60279181,-92.07217297
,,,,,,,,,,6660,3044,4/27/2009,COM,N,N,-92.07347147,28.60931291,-92.07470747
,,,,,,,,,,10559,,3/8/1998,PA,Y,N,-92.15361663,28.36036866,-92.15523333
,,,,,,,,,,6101,,1/7/2000,COM,N,N,-92.07347147,28.61361101,-92.07343217
,,,,,,,,,,7338,,9/23/2024,PA,M,N,-91.86596294,28.25559488,-91.85319544
,,,,,,,,,,11052,,4/20/1998,PA,Y,N,-91.8672516,28.02652926,-91.8778819
,,,,,,,,,,5248,,3/24/1998,ST,N,N,-92.04999329,28.33027366,-92.04654279
,,,,,,,,,,4977,3800,3/28/1998,ST,N,N,-92.04999329,28.33236536,-92.04784789
,,,,,,,,,,5304,3820,8/17/2000,COM,N,N,-92.04999329,28.32989106,-92.04631289
,,,,,,,,,,11400,,6/15/1962,PA,Y,N,-91.48350011,29.32228014,-91.48350011
,,,,,,,,,,11499,,11/30/1955,PA,Y,N,-91.47269645,29.33810477,-91.47269645
,,,,,,,,,,11000,,8/21/1957,PA,Y,N,-91.46859287,29.36709027,-91.46859287
,,,,,,,,,,11202,,1/1/1983,PA,Y,N,-91.489175,29.370697,-91.489175
,,,,,,,,,,11292,,12/25/1955,PA,Y,N,-91.485036,29.374332,-91.485036
,,,,,,,,,,10851,,1/1/1983,PA,Y,N,-91.49502047,29.35980025,-91.49502047
,,,,,,,,,,10522,,1/1/1983,PA,Y,N,-91.49087696,29.3598053,-91.49087696
,,,,,,,,,,10500,,9/20/1962,PA,Y,N,-91.48673344,29.35981023,-91.48673344
,,,,,,,,,,10475,,1/1/1983,PA,Y,N,-91.49497965,29.33444912,-91.49497965
,,,,,,,,,,10500,,1/1/1983,PA,Y,N,-91.48674404,29.36680002,-91.48735892
,,,,,,,,,,11280,,1/1/1983,PA,Y,N,-91.48260022,29.36707504,-91.48260022
,,,,,,,,,,11073,,6/5/1957,PA,Y,N,-91.47845116,29.36344969,-91.47845116
,,,,,,,,,,10147,,1/1/1983,PA,Y,N,-91.49088785,29.36706532,-91.49088785
,,,,,,,,,,9500,,1/1/1983,PA,Y,N,-91.49501462,29.35617024,-91.49501462
,,,,,,,,,,7000,,1/1/1983,PA,Y,N,-91.49087691,29.3597778,-91.49087691
,,,,,,,,,,10500,,1/1/1983,PA,Y,N,-91.4970715,29.34709265,-91.4970715
,,,,,,,,,,2104,,6/12/1960,PA,Y,N,-91.49085417,29.34528528,-91.49085417
,,,,,,,,,,10700,,4/7/1960,PA,Y,N,-91.49085413,29.34525778,-91.49085413
,,,,,,,,,,7006,,1/1/1983,PA,Y,N,-91.49087126,29.35617529,-91.49087126
,,,,,,,,,,7020,,1/1/1983,PA,Y,N,-91.49501458,29.35614274,-91.49501458
,,,,,,,,,,7010,,1/1/1983,PA,Y,N,-91.49502043,29.35977274,-91.49502043
,,,,,,,,,,9260,,1/1/1983,PA,Y,N,-91.49585189,29.36147672,-91.49585189
,,,,,,,,,,7000,,1/1/1983,PA,Y,N,-91.49940896,29.35797974,-91.49940896
,,,,,,,,,,14977,,6/15/1961,PA,Y,N,-91.6132758,29.02570554,-91.6132758
,,,,,,,,,,15867,,10/19/1959,PA,Y,N,-91.65345025,29.00282431,-91.65345025
,,,,,,,,,,12067,9640,10/7/1957,PA,Y,N,-91.70139259,29.04797655,-91.70156994
,,,,,,,,,,10748,,3/17/1949,ST,N,N,-91.70139259,29.04826315,-91.70139259
,,,,,,,,,,10050,1432,10/3/1957,PA,N,N,-91.70141145,29.04097645,-91.70322275
,,,,,,,,,,6478,,6/25/1967,ST,N,N,-91.70141145,29.04845755,-91.70172275
,,,,,,,,,,7204,1242,7/13/1957,ST,Y,N,-91.70141145,29.04362025,-91.70337955
,,,,,,,,,,12096,,5/17/1950,PA,Y,N,-91.70044819,29.05272886,-91.70044819
,,,,,,,,,,13553,,8/20/1980,PA,Y,N,-91.70069112,29.05242229,-91.69777772
,,,,,,,,,,10804,,7/10/1950,PA,Y,N,-91.72081645,29.01763646,-91.72093946
,,,,,,,,,,10512,5987,11/17/1960,PA,Y,N,-91.75083192,29.04172913,-91.74708602
,,,,,,,,,,9128,,11/3/1960,ST,N,N,-91.75083192,29.04127293,-91.74846612
,,,,,,,,,,10479,4053,6/27/1961,PA,Y,N,-91.74036547,29.02332738,-91.74254457
,,,,,,,,,,6725,,6/2/1961,ST,N,N,-91.74036547,29.02549418,-91.74068407
,,,,,,,,,,12542,,1/12/1962,PA,Y,N,-91.74633915,29.03285523,-91.74633915
,,,,,,,,,,10343,9500,10/22/1974,PA,Y,N,-91.7543477,29.04778554,-91.7490901
,,,,,,,,,,13705,,8/31/1968,PA,Y,N,-91.48308661,28.60311974,-91.48308661
,,,,,,,,,,11392,8415,8/22/2011,PA,E,N,-91.39590648,28.74688328,-91.40675068
,,,,,,,,,,8506,,7/4/1968,ST,N,N,-91.39590648,28.74555238,-91.40573398
,,,,,,,,,,11871,,5/2/1994,TA,N,N,-91.44098656,28.47436559,-91.44437476
,,,,,,,,,,11333,,9/23/1995,ST,N,N,-91.72672474,28.81131127,-91.72147124
,,,,,,,,,,14435,4134,10/14/2023,PA,M,N,-91.72672474,28.81354047,-91.71382354
,,,,,,,,,,10972,3528,10/10/1995,ST,N,N,-91.72672474,28.81142577,-91.71763764
,,,,,,,,,,10846,,7/18/2002,PA,Y,N,-91.60727198,28.94748846,-91.60810048
,,,,,,,,,,11730,10300,9/5/2006,PA,M,N,-91.76043814,28.80661022,-91.76047304
,,,,,,,,,,11579,,10/9/1968,ST,N,N,-91.76043814,28.80652702,-91.75987014
,,,,,,,,,,7061,,11/20/1968,PA,Y,N,-91.80242008,28.4965097,-91.80229028
,,,,,,,,,,11327,,10/30/1968,ST,Y,N,-91.44098296,28.48672605,-91.42879686
,,,,,,,,,,11310,4126,12/24/1969,COM,N,N,-91.44098296,28.48886385,-91.43043816
,,,,,,,,,,9813,,7/24/2001,PA,E,N,-91.75231772,28.81534291,-91.75231772
,,,,,,,,,,12210,,2/8/1969,PA,Y,N,-91.45500591,28.60508615,-91.45293521
,,,,,,,,,,10503,,8/21/1969,ST,N,N,-91.44098605,28.47031405,-91.42850035
,,,,,,,,,,10858,725,9/3/1969,ST,N,N,-91.44098605,28.47776005,-91.42901535
,,,,,,,,,,11292,750,7/1/2013,TA,N,N,-91.44098605,28.49495955,-91.42327215
,,,,,,,,,,11587,,4/22/2013,TA,N,N,-91.44098917,28.47407538,-91.45001877
,,,,,,,,,,15056,,1/16/1969,PA,Y,N,-91.42581904,28.74476752,-91.42549564
,,,,,,,,,,10894,,2/4/1969,PA,Y,N,-91.4282945,28.72111184,-91.42827604
,,,,,,,,,,14523,,12/18/1968,PA,Y,N,-91.42581593,28.74180117,-91.42499883
,,,,,,,,,,11089,,2/27/1969,PA,Y,N,-91.4282945,28.72135555,-91.4301725
,,,,,,,,,,6049,,5/6/1969,PA,Y,N,-91.78767236,28.46414622,-91.78773386
,,,,,,,,,,12484,11765,8/5/1994,PA,Y,N,-91.4409954,28.47937014,-91.4511165
,,,,,,,,,,11622,,2/6/1969,ST,N,N,-91.4409954,28.47864574,-91.4501716
,,,,,,,,,,13862,12765,3/15/1977,TA,N,N,-91.73019566,28.82858854,-91.73638326
,,,,,,,,,,13886,,2/3/1969,ST,N,N,-91.73019566,28.82852604,-91.73662506
,,,,,,,,,,11300,,7/1/2013,TA,N,N,-91.4409705,28.47757269,-91.4409705
,,,,,,,,,,6168,,7/20/1992,PA,M,N,-91.78769717,28.45915447,-91.79404817
,,,,,,,,,,6343,,3/26/1969,PA,Y,N,-91.77901519,28.49800465,-91.77913149
,,,,,,,,,,5910,,7/4/1969,PA,Y,N,-91.78770044,28.47339182,-91.78246294
,,,,,,,,,,11206,,6/26/2013,TA,N,N,-91.44094559,28.47563047,-91.43809489
,,,,,,,,,,7127,,3/7/1969,ST,Y,N,-91.72674345,28.81698032,-91.73197715
,,,,,,,,,,10203,7800,10/28/1995,ST,N,N,-91.72674345,28.81972122,-91.73201435
,,,,,,,,,,10867,3010,10/17/2023,PA,M,N,-91.72674345,28.81516292,-91.72347415
,,,,,,,,,,10064,3180,3/20/1969,ST,N,N,-91.72674345,28.81951652,-91.73232215
,,,,,,,,,,7784,,7/29/2024,PA,M,N,-91.7355898,28.81848721,-91.735034
,,,,,,,,,,5187,,8/11/1980,PA,M,N,-91.78767246,28.46567905,-91.77794336
,,,,,,,,,,7028,,11/7/1986,PA,Y,N,-91.92528616,28.4019382,-91.92234536
,,,,,,,,,,8211,,1/29/2012,TA,N,N,-92.03558135,28.44643586,-92.04711905
,,,,,,,,,,8556,,4/26/2004,TA,N,N,-91.97305095,28.42150167,-91.97401955
,,,,,,,,,,9299,,12/19/2012,PA,Y,N,-91.96931093,28.41199464,-91.96812853
,,,,,,,,,,8901,8670,5/9/2012,PA,M,N,-92.11489835,28.25751924,-92.12003825
,,,,,,,,,,8921,,10/17/1979,ST,,N,-92.11489835,28.25728434,-92.12041775
,,,,,,,,,,4255,2550,8/3/1979,PA,Y,N,-91.8759969,28.08903505,-91.8763183
,,,,,,,,,,2593,,7/17/1979,ST,N,N,-91.8759969,28.08329255,-91.8770433
,,,,,,,,,,8496,,9/18/1979,PA,Y,N,-91.99906415,28.27977952,-91.99929255
,,,,,,,,,,8786,,11/8/2012,TA,N,P,-91.97307571,28.4152286,-91.97925191
,,,,,,,,,,7380,,5/22/1983,PA,Y,N,-92.13633584,28.60030502,-92.13682097
,,,,,,,,,,4892,,8/28/1979,ST,Y,N,-91.87896904,28.09148123,-91.87877254
,,,,,,,,,,5040,2306,9/4/1979,ST,Y,N,-91.87896904,28.09392413,-91.87571594
,,,,,,,,,,5049,2330,9/17/1979,PA,Y,N,-91.87896904,28.09347913,-91.88357254
,,,,,,,,,,7728,,10/30/1979,PA,Y,N,-92.00044343,28.28501768,-92.00063566
,,,,,,,,,,7049,,1/16/2019,PA,M,P,-91.89929878,28.24822013,-91.89899498
,,,,,,,,,,8807,,6/14/1980,COM,N,N,-91.97309763,28.41014404,-91.97604253
,,,,,,,,,,,,,CNL,,N,-91.89924897,,
,,,,,,,,,,8951,,6/30/2001,PA,Y,N,-91.97105118,28.18123473,-91.97109658
,,,,,,,,,,9419,5616,5/9/2012,PA,M,N,-92.11486135,28.27221276,-92.12034985
,,,,,,,,,,7844,,12/11/1979,ST,N,N,-92.11486135,28.27051176,-92.11962695
,,,,,,,,,,6441,,1/18/2019,PA,M,N,-91.89927388,28.24542184,-91.89041798
,,,,,,,,,,11411,,12/19/2012,PA,Y,N,-91.96930167,28.42364809,-91.96140977
,,,,,,,,,,5814,,11/17/1979,PA,Y,N,-91.86636069,28.09932235,-91.86640509
,,,,,,,,,,14099,14234,4/12/2008,PA,M,N,-91.96141157,28.58325763,-91.95545407
,,,,,,,,,,13899,,6/4/1980,ST,N,N,-91.96141157,28.58343663,-91.95495277
,,,,,,,,,,6743,,1/16/2019,PA,M,N,-91.8993237,28.25140357,-91.9093795
,,,,,,,,,,4100,,12/11/1979,PA,Y,N,-91.86862514,28.08268751,-91.86864604
,,,,,,,,,,6100,,12/2/1979,PA,Y,N,-91.86665532,28.09929968,-91.86665032
,,,,,,,,,,8708,,9/9/2023,PA,M,N,-92.10412849,28.27643848,-92.10167139
,,,,,,,,,,8241,,3/15/2002,TA,N,N,-91.97302621,28.42521929,-91.97628241
,,,,,,,,,,6092,,3/9/1981,COM,N,N,-92.01102939,28.30773806,-92.01655539
,,,,,,,,,,5911,,12/17/1979,ST,Y,N,-91.88372496,28.10061629,-91.88362296
,,,,,,,,,,5281,2717,12/22/1979,ST,Y,N,-91.88372496,28.09700189,-91.88176516
,,,,,,,,,,5270,2718,1/2/1980,PA,Y,N,-91.88372496,28.09654839,-91.88555576
,,,,,,,,,,4769,,5/27/1998,PA,Y,N,-91.8707075,28.23267112,-91.8767276
,,,,,,,,,,5309,,1/14/1980,PA,Y,N,-91.90059026,28.11547944,-91.90062026
,,,,,,,,,,9567,,1/4/1980,ST,Y,N,-92.00988679,28.44558521,-92.00992269
,,,,,,,,,,10004,6340,4/6/2004,PA,N,N,-92.00988679,28.44305151,-92.01454959
,,,,,,,,,,6790,6627,1/21/1981,ST,N,N,-92.00988679,28.44554031,-92.00989419
,,,,,,,,,,5372,,9/23/2024,PA,M,N,-91.86598462,28.26508059,-91.87495242
,,,,,,,,,,4000,,10/15/2014,PA,E,N,-91.90563993,28.24305596,-91.90705503
,,,,,,,,,,3659,,5/5/1998,ST,N,N,-91.89033163,28.26563114,-91.88788693
,,,,,,,,,,5815,3959,8/23/2015,PA,M,N,-91.89033163,28.27066814,-91.88331813
,,,,,,,,,,12591,,5/3/1998,PA,Y,N,-92.08024537,28.11029867,-92.08097207
,,,,,,,,,,5535,,8/27/2019,TA,M,N,-92.04996845,28.34361664,-92.04203975
,,,,,,,,,,5464,,10/24/1998,ST,N,N,-91.89030989,28.26073163,-91.87896699
,,,,,,,,,,5871,2158,8/16/2015,PA,M,N,-91.89030989,28.26184073,-91.87927309
,,,,,,,,,,6172,,8/16/2015,PA,M,N,-91.89033163,28.26795814,-91.88018843
,,,,,,,,,,7830,,4/29/2005,TA,N,N,-92.11083125,28.57707708,-92.09970125
,,,,,,,,,,8360,,7/30/1999,ST,N,N,-92.11082215,28.57137395,-92.10452135
,,,,,,,,,,8033,3223,5/7/2009,ST,S,N,-92.11082215,28.57339545,-92.11492685
,,,,,,,,,,5774,0,6/2/2009,COM,N,N,-92.11082215,28.58824685,-92.09739965
,,,,,,,,,,6560,,6/21/2004,ST,M,N,-91.8903536,28.27128331,-91.9107542
,,,,,,,,,,4312,655,8/15/2015,PA,M,N,-91.8903536,28.26121151,-91.8811193
,,,,,,,,,,3249,,1/21/1999,PA,Y,N,-91.90392583,28.23353357,-91.90393973
,,,,,,,,,,6203,,2/16/1999,COM,N,N,-92.11080966,28.58539501,-92.11312336
,,,,,,,,,,6439,,4/17/1999,COM,N,N,-92.11080945,28.58510111,-92.11080315
,,,,,,,,,,*****,*****,5/10/2000,CNL,N,N,-92.11083125,*****,*****
,,,,,,,,,,*****,*****,6/22/2000,CNL,,N,-92.11085326,*****,*****
,,,,,,,,,,8123,,7/8/1999,ST,,N,-92.08678298,27.97961896,-92.08690878
,,,,,,,,,,19705,6630,9/15/1999,PA,Y,N,-92.08678298,27.97966916,-92.08691338
,,,,,,,,,,8071,,10/15/2014,PA,E,N,-91.90561831,28.2488219,-91.93247761
,,,,,,,,,,11395,,7/8/2011,PA,E,N,-91.9525461,28.55848345,-91.9525432
,,,,,,,,,,8175,,8/11/2013,TA,,N,-92.07344966,28.61175144,-92.07001726
,,,,,,,,,,8316,,11/12/1999,ST,,N,-92.07349637,28.60224522,-92.07615627
,,,,,,,,,,7882,3191,1/10/2000,COM,,N,-92.07349637,28.60315322,-92.07520907
,,,,,,,,,,14319,,7/21/2000,PA,Y,N,-91.87569137,28.40848232,-91.87572707
,,,,,,,,,,7736,,12/18/1999,COM,,N,-92.07344638,28.61348106,-92.07051988
,,,,,,,,,,10616,,8/24/2000,COM,,N,-91.88592564,28.57206166,-91.87351974
,,,,,,,,,,10538,,5/15/2000,ST,,N,-91.91503449,28.57041563,-91.89610339
,,,,,,,,,,10693,10785,4/6/2003,PA,Y,N,-91.91503449,28.57120783,-91.89725009
,,,,,,,,,,*****,*****,8/2/2001,CNL,,N,-92.06303529,*****,*****
,,,,,,,,,,10000,,7/12/2000,ST,,N,-91.88594128,28.57161009,-91.89844688
,,,,,,,,,,10636,10920,8/13/2007,TA,,N,-91.88594128,28.57159919,-91.89858938
,,,,,,,,,,7124,,9/25/2000,COM,,N,-91.90106043,28.30014391,-91.89454343
,,,,,,,,,,8050,,10/29/2000,COM,,N,-91.90105721,28.30369767,-91.90310591
,,,,,,,,,,9000,,8/3/2000,ST,,N,-91.90103871,28.3172458,-91.90067401
,,,,,,,,,,9000,7958,6/9/2017,TA,,N,-91.90103871,28.3176486,-91.90052131
,,,,,,,,,,11447,,1/22/1955,ST,N,N,-91.7543477,29.04799104,-91.7474744
,,,,,,,,,,10087,,10/22/1974,PA,Y,N,-91.75434773,29.05120293,-91.74946883
,,,,,,,,,,11583,5687,9/15/1957,PA,Y,N,-91.74709248,29.05054877,-91.74681298
,,,,,,,,,,15718,,6/16/1957,ST,N,N,-91.74709248,29.05020237,-91.74709248
,,,,,,,,,,2613,,3/1/1955,PA,Y,N,-91.73326913,29.07690777,-91.73326913
,,,,,,,,,,9202,,12/7/1949,PA,Y,N,-91.71237419,29.088366,-91.71237419
,,,,,,,,,,11494,5705,9/24/1994,PA,Y,N,-91.69859726,29.08740753,-91.69913076
,,,,,,,,,,9606,,3/17/1954,ST,N,N,-91.69859726,29.08820643,-91.69926186
,,,,,,,,,,6280,6270,3/17/1954,ST,N,N,-91.69859726,29.08784823,-91.69877266
,,,,,,,,,,6821,5319,4/16/1954,ST,N,N,-91.69859726,29.08790643,-91.69885226
,,,,,,,,,,6303,5452,4/17/1954,ST,N,N,-91.69859726,29.08785063,-91.69877606
,,,,,,,,,,9853,5510,7/23/2017,PA,M,N,-91.69891587,29.09464884,-91.70189127
,,,,,,,,,,3025,,7/24/1954,ST,N,N,-91.69891587,29.08752454,-91.69891587
,,,,,,,,,,5543,818,9/23/1954,ST,N,N,-91.69891587,29.09114834,-91.70045337
,,,,,,,,,,11441,,9/23/1994,PA,Y,N,-91.69859726,29.07969563,-91.69917676
,,,,,,,,,,7670,6940,8/21/2017,PA,M,N,-91.69886866,29.08977887,-91.70455926
,,,,,,,,,,7443,,1/14/1957,ST,N,N,-91.69886866,29.08958687,-91.70420656
,,,,,,,,,,7828,6250,3/10/1957,ST,N,N,-91.69886866,29.08988037,-91.70469876
,,,,,,,,,,14525,,10/27/1950,PA,Y,N,-91.6970673,29.09748445,-91.6970673
,,,,,,,,,,10800,,4/20/1955,ST,Y,N,-91.71157579,29.10164138,-91.71196391
,,,,,,,,,,10279,6445,6/1/1955,ST,Y,N,-91.71157579,29.1048783,-91.71230309
,,,,,,,,,,8417,1104,8/22/1955,PA,Y,N,-91.71157579,29.10949,-91.71097749
,,,,,,,,,,9224,,6/1/1957,ST,Y,N,-91.71204896,29.10920079,-91.7120049
,,,,,,,,,,11947,5004,9/10/1974,PA,Y,N,-91.71204896,29.10999862,-91.71091976
,,,,,,,,,,12006,,11/20/1955,ST,Y,N,-91.74713143,29.10133842,-91.74661783
,,,,,,,,,,15391,5350,3/11/1956,PA,Y,N,-91.74713143,29.10405452,-91.75019213
,,,,,,,,,,6989,,3/14/1961,PA,Y,N,-91.74258735,29.11054944,-91.74258735
,,,,,,,,,,12228,7046,4/30/1961,PA,Y,N,-91.74258732,29.11851406,-91.74351912
,,,,,,,,,,7008,,4/3/1961,ST,N,N,-91.74258732,29.11182956,-91.74322402
,,,,,,,,,,9900,3020,4/4/1961,ST,N,N,-91.74258732,29.11508306,-91.74336912
,,,,,,,,,,10491,,7/20/1972,PA,Y,N,-91.72734547,29.11256712,-91.72725717
