API Well Number,Permit Type,APD Received Date,APD Approved Date,Company Number,Company Name,Bottom Area Code,Bottom Block Number,Bottom Lease Number,Surface Area Code,Surface Block Number,Surface Lease Number,Surface NS Dist,Surface NS Code,Surface EW Dist,Surface EW Code,Well Type,Well Name,Well Name Suffix,Water Depth (feet),Rig ID Number,Rig Name,Surf X Coord Loc,Surf Y Coord Loc,Surface Latitude,Surface Longitude
177104126601,,3/26/2001,3/26/2001,02421,"Devon Energy Production Co., L.P.",EI,333,G02317,EI,333,G02317,1971,N,2708,E,, A020,ST01BP00,240,91314,ROWAN PARIS,1847070.40,-148751.70,28.25679347,-91.8081674
177104153100,,3/26/2001,3/30/2001,01704,Remington Oil and Gas Corporation,EI,302,G21642,EI,302,G21642,5404,N,3419,E,,  001,ST00BP00,223,90913,SEAHAWK 2500,1981558.84,-126973.08,28.31753018,-91.39062578
177104153200,,3/26/2001,3/30/2001,00560,Seneca Resources Corporation,EI,271,G15257,EI,271,G15257,1200,N,250,W,,  001,ST00BP00,180,91911,R&B FALCON C.E. THORNTON,1880072.72,-79273.34,28.44815634,-91.70640101
177194070300,,3/26/2001,4/5/2001,00730,Walter Oil & Gas Corporation,WD,106,G08735,WD,106,G08735,8099,S,1199,W,,  004,ST00BP00,234,91229,VALARIS JU-87 (ENSCO 87),2564876.93,69406.90,28.8455633,-89.56913589
427114055704,,3/26/2001,3/26/2001,02421,"Devon Energy Production Co., L.P.",HI,A 351,G02429,HI,A 368,G02433,511,N,5495,W,, A007,ST01BP03,314,90820,GSF BALTIC I,3766410.81,102449,28.00135148,-93.52505912
427114083500,,3/26/2001,4/27/2001,02416,Denbury Resources Inc.,HI,A 281,G03377,HI,A 287,G18963,151,N,209,W,, A011,ST00BP00,186,45298,GSF ADRIATIC IX,3681924.81,229529,28.36112277,-93.76895846
427114083600,,3/26/2001,5/30/2001,01284,"W & T Offshore, Inc.",HI,A 389,G02759,HI,A 389,G02759,6213,N,6220,W,, A009,ST00BP00,410,16020,NABORS 802,3751295.81,65067,27.90059352,-93.57720872
608174092000,,3/26/2001,3/26/2001,00148,Anadarko E&P Company LP,MC,667,G14013,MC,667,G14013,4100,S,5500,E,,  002,ST00BP00,2950,28543,DIAMOND OCEAN AMERICA,802340,10268420,28.2711789,-89.60404587
608174092400,,3/26/2001,4/11/2001,00730,Walter Oil & Gas Corporation,MC,837,G16650,MC,837,G16650,7220,S,2290,W,,  001,ST00BP00,1520,51504,DIAMOND OCEAN CONCORD,699250,10208180,28.09916308,-89.91953797
177044102500,,3/27/2001,5/30/2001,00003,Union Oil Company of California,EC,257,G21580,EC,257,G21580,4680,S,6480,E,,  001,ST00BP00,169,12023,HERCULES 204,1547310.24,-63303.3920,28.4849523,-92.74209749
177074081500,,3/27/2001,4/4/2001,01513,Callon Petroleum Operating Company,SM,261,G16337,SM,261,G16337,6016,N,8228,E,,  005,ST00BP00,35,4808,PRIDE WYOMING,1742460.5120,181101.7870,29.16217883,-92.14017544
177074081600,,3/27/2001,4/9/2001,00078,Chevron U.S.A. Inc.,SM,288,G02316,SM,288,G02316,9053,S,1853,W,,CD002,ST00BP00,60,30407,THE 75,1826331.7620,122380.5370,29.00206013,-91.87654908
177074081700,,3/27/2001,4/10/2001,00078,Chevron U.S.A. Inc.,SM,288,G02316,SM,288,G02316,4361,S,5969,W,,CB006,ST00BP00,60,44836,NOBLE CARL NORBERG,1830447.7620,117688.5370,28.98921071,-91.86360695
177114080201,,3/27/2001,3/27/2001,00078,Chevron U.S.A. Inc.,SS,169, 00820,SS,169, 00820,4237,S,4987,W,, C006,ST01BP00,60,82313,ENTERPRISE 205,2098587,-7786.3880,28.64489281,-91.02605394
427114054601,,3/27/2001,4/23/2001,02421,"Devon Energy Production Co., L.P.",HI,A 351,G02429,HI,A 368,G02433,517,N,10343,E,, A005,ST01BP00,314,90820,GSF BALTIC I,3766412.81,102443,28.00133474,-93.5250538
608174014801,,3/27/2001,3/27/2001,00276,Exxon Mobil Corporation,WD,138,G21691,MC,268,G02970,1401,S,2330,W,, A008,ST01BP00,343,94112,H&P 107,746810,10408281,28.65214721,-89.78649553
177064089200,,3/28/2001,3/29/2001,00846,Hall-Houston Oil Company,VR,348,G02271,VR,348,G02271,3310,S,1920,W,,  011,ST00BP00,247,45743,NOBLE LEWIS DUGGER,1619786.0760,-180880.8150,28.16395137,-92.51280511
177154104801,,3/28/2001,3/28/2001,00048,Sabine Oil & Gas Corporation,ST,72,G01244,ST,72,G01244,8104,N,7465,E,,  020,ST00BP01,63,30405,NOBLE LESTER PETTUS,2225781.02,49680.3020,28.80136678,-90.62851667
427034019701,,3/28/2001,4/2/2001,02451,GOM Shelf LLC,MI,654,G04546,MI,654,G04546,4122,N,4754,E,, H001,ST01BP00,85,99909,NOBLE GENE ROSSER,2821601.81,82998,28.03698592,-96.45332284
427084052600,,3/28/2001,4/9/2001,01046,The Houston Exploration Company,HI,138,G09079,HI,138,G09079,2026,N,3752,E,,  002,,49,91224,ENSCO 83,3519563.81,560294,29.28912606,-94.23141912
427114030702,,3/28/2001,3/28/2001,02421,"Devon Energy Production Co., L.P.",HI,A 339,G02739,HI,A 340,G02426,860,N,4519,W,, A024,ST01BP01,232,91314,ROWAN PARIS,3638714.81,133780,28.1032786,-93.91611322
608174091502,,3/28/2001,3/28/2001,00730,Walter Oil & Gas Corporation,MC,278,G21751,MC,278,G21751,6017,S,6185,E,,  001,ST02BP00,560,51508,DIAMOND OCEAN SARATOGA,912535.39,10412897.20,28.67448415,-89.27036643
608174092100,,3/28/2001,4/2/2001,00282,"Dominion Exploration & Production, Inc.",MC,773,G19996,MC,773,G19996,7843,N,3870,W,,  004,ST00BP00,5610,92125,NOBLE MAX SMITH,1080990,10240637,28.20853066,-88.73740189
177094132100,,3/29/2001,4/24/2001,01207,Petrobras America Inc.,EI,123,G16350,EI,123,G16350,5480,N,1790,E,,  001,ST00BP00,30,90915,SEAHAWK 2003,1998210,104928.20,28.95519976,-91.33892964
177194043601,,3/29/2001,3/29/2001,00105,Apache Corporation,WD,105, 00842,WD,105, 00842,10807,N,1390,W,, E019,ST01BP00,222,4823,NOBLE LEONARD JONES,2554617.93,71343,28.85131703,-89.60108
177244053202,,3/29/2001,4/25/2001,00078,Chevron U.S.A. Inc.,MP,142,G01313,MP,299,G01316,331,N,2424,W,,BA008,ST02BP00,205,45743,NOBLE LEWIS DUGGER,2816879,233499,29.28364518,-88.77085714
177254051501,,3/29/2001,3/30/2001,00078,Chevron U.S.A. Inc.,MP,30,G04903,MP,30,G04903,6668,S,4980,W,, A002,ST01BP00,42,90918,SEAHAWK 2005,2758330,299498,29.46857511,-88.95016003
608044021900,,3/29/2001,4/6/2001,02219,Anadarko US Offshore LLC,EB,688,G09191,EB,688,G09191,1548,S,2320,E,,  005,ST00BP00,3594,90628,DIAMOND OCEAN QUEST,1138160,9901548,27.27793058,-94.54667324
177084089500,,3/30/2001,6/19/2001,00048,Sabine Oil & Gas Corporation,SM,76,G01208,SM,76,G01208,5492,N,3424,W,, B014,ST00BP00,140,90811,GSF HIGH ISLAND III,1798386.6620,-24986.9130,28.59644074,-91.96143016
177094131900,,3/30/2001,4/10/2001,00105,Apache Corporation,EI,187,G10736,EI,187,G10736,3764,S,2987,W,,JD002,ST00BP00,77,90924,ENTERPRISE 209,1957920.52,27180.72,28.74134063,-91.46461324
177134023300,,3/30/2001,4/3/2001,02268,Bois d'Arc Offshore Ltd.,PL,5,G12027,PL,5,G12027,408,N,4135,E,,  018,ST00BP00,30,91228,ENSCO 90,2260311.02,127183.9920,29.01385767,-90.51900902
177154105500,,3/30/2001,5/14/2001,01138,El Paso Production GOM Inc.,ST,204,G16432,ST,204,G16432,1961,N,4195,E,, B003,ST00BP00,153,90824,GSF MAIN PASS I,2300901.10,-74243.56,28.45914322,-90.39718517
177174022701,,3/30/2001,4/4/2001,00276,Exxon Mobil Corporation,GI,23, 00034,GI,23, 00034,4341,S,516,E,, J030,ST01BP00,53,9001,ENSCO 94,2427627.81,160360.31,29.10076366,-89.99442186
177240011801,,3/30/2001,3/30/2001,00078,Chevron U.S.A. Inc.,MP,299,G01316,MP,300,G01317,7676,N,891,E,, B004,ST01BP00,212,45722,CHILES TONALA,2824099,226154,29.26300568,-88.7487359
177242002601,,3/30/2001,4/9/2001,00185,Samedan Oil Corporation,MP,305,G01676,MP,305,G01676,4382,N,4246,E,, B002,ST01BP00,241,93107,NABORS POOL 6,2877326,210590,29.21680941,-88.58303517
608044021101,,3/30/2001,4/2/2001,00818,"Mariner Energy, Inc.",EB,579,G19025,EB,579,G19025,1450,S,2988,E,,  001,ST00BP01,3412,45621,NOBLE HOMER FERRINGTON,804852,9933130,27.34964946,-95.57441126
608114026201,,3/30/2001,4/3/2001,02139,Shell Deepwater Development Inc.,GC,158,G07995,GC,158,G07995,3605,S,8975,E,, A001,ST01BP00,2975,51520,DIAMOND OCEAN WORKER,2398705,10093685,27.79528119,-90.65413692
608114029700,,3/30/2001,4/10/2001,00981,Anadarko Petroleum Corporation,GC,134,G16693,GC,134,G16693,6200,S,5160,W,,  001,ST00BP00,765,51504,DIAMOND OCEAN CONCORD,2016840,10096280,27.81743389,-91.83510986
177034090800,,4/2/2001,4/9/2001,02108,"Transworld Exploration and Production, Inc.",EC,160, 00541,EC,160, 00541,3018,N,3357,E,, C003,ST00BP00,85,90915,SEAHAWK 2003,1550433.24,106095.1840,28.95082705,-92.73884548
177054113700,,4/2/2001,4/6/2001,02148,"Westport Oil and Gas Company, L.P.",VR,236,G17911,VR,236,G17911,4930,N,5670,W,,  001,ST00BP00,128,99902,ENTERPRISE 251,1667810.22,-12024.2390,28.6294773,-92.36856899
177154068201,,4/2/2001,4/3/2001,02266,"EPL Oil & Gas, LLC",ST,23, 00386,ST,23, 00386,1988,N,4159,E,,SJ022,ST01BP00,48,91323,HERCULES 78,2374727.30,132342,29.02531374,-90.16093958
427084031901,,4/2/2001,4/18/2001,00689,Shell Offshore Inc.,HI,194,G06166,HI,194,G06166,372,S,2706,W,,JA001,ST01BP00,55,45363,VALARIS JU-75 (ENSCO 75),3446821.81,499332,29.1295425,-94.4668694
427094111500,,4/2/2001,4/16/2001,00730,Walter Oil & Gas Corporation,HI,A 539,G22262,HI,A 539,G22262,3890,N,6950,E,,  001,ST00BP00,200,28527,DIAMOND OCEAN CHAMPION,3516365.81,114910,28.06550146,-94.29761105
608174090801,,4/2/2001,4/3/2001,00114,BP America Production Company,MC,85,G08797,MC,129,G10977,758,N,7555,E,,SS003,ST01BP00,5317,45381,T.O. DISCOVERER ENTERPRISE,1338845,10485322,28.88949469,-87.94268767
608174092900,,4/2/2001,4/3/2001,00282,"Dominion Exploration & Production, Inc.",MC,773,G19996,MC,773,G19996,7813,N,3818,W,,  005,ST00BP00,5610,92125,NOBLE MAX SMITH,1080938,10240667,28.20861111,-88.73756466
177114134800,,4/3/2001,4/30/2001,00078,Chevron U.S.A. Inc.,SS,181,G04231,SS,181,G04231,1758,N,7303,E,, D006,ST00BP00,65,82313,ENTERPRISE 205,2086297,-13781.3880,28.62849333,-91.06440353
177154105800,,4/3/2001,4/13/2001,01138,El Paso Production GOM Inc.,ST,204,G16432,ST,204,G16432,246,N,5697,W,, C002,ST00BP00,145,45200,ROWAN CECIL PROVINE,2296035.06,-72528.56,28.463967,-90.41228058
177054113800,,4/4/2001,4/10/2001,00064,Hunt Oil Company,VR,49,G16283,VR,49,G16283,6400,S,775,W,,  001,ST00BP00,22,91234,ENSCO 84,1707189.3640,264950.6250,29.39202546,-92.25277925
427044022901,,4/4/2001,4/10/2001,00003,Union Oil Company of California,BA,376,G07215,BA,376,G07215,844,S,3830,E,,  004,ST01BP00,66,45985,HERCULES 207,3155165.81,309724,28.63623911,-95.39831138
608174045401,,4/4/2001,4/6/2001,01680,BP Exploration & Oil Inc.,MC,109,G05825,MC,109,G05825,5939,N,7067,E,, A025,ST01BP00,1030,45338,H&P 91,1022533,10480141,28.86470701,-88.9308442
608174092200,,4/4/2001,4/10/2001,00774,Taylor Energy Company,SP,73,G15371,MC,20,G04935,5119,S,3624,E,, A028,ST00BP00,480,94115,H&P 203,1010136,10507039,28.9381063,-88.97096258
608174092300,,4/4/2001,4/10/2001,00774,Taylor Energy Company,MC,21,G15459,MC,20,G04935,5111,S,3624,E,, A027,ST00BP00,480,94115,H&P 203,1010136,10507031,28.9380843,-88.97096217
608174092800,,4/4/2001,4/24/2001,01904,Burlington Resources Offshore Inc.,MC,561,G19965,MC,561,G19965,5710,N,1880,W,,  001,ST00BP00,6308,99908,ENSCO 7500,1205720,10321970,28.43662681,-88.35296083
608184001902,,4/4/2001,4/6/2001,00282,"Dominion Exploration & Production, Inc.",AT,92,G21829,AT,92,G21829,7431,S,641,W,,  001,ST01BP00,3413,90616,ATWOOD HUNTER,745121,10113351,27.84148877,-89.77071301
608184001903,,4/4/2001,,00282,"Dominion Exploration & Production, Inc.",AT,92,G21829,AT,92,G21829,6956,S,2460,W,,  001,ST03BP00,3445,90616,ATWOOD HUNTER,,,,
177000013501,,4/5/2001,5/1/2001,02316,"Vastar Offshore, Inc.",WC,110, 00081,WC,110, 00081,7400,N,5550,W,, D001,ST01BP00,40,28536,DIAMOND OCEAN SPUR,1382243.6640,312600,29.51189514,-93.27552343
177004110000,,4/5/2001,4/12/2001,01855,"Vastar Resources, Inc.",WC,101,G16115,WC,101,G16115,6187,N,2201,E,,  002,ST00BP00,37,90823,GSF ADRIATIC IV,1418766.8080,328571.0480,29.55746215,-93.1615179
177014033200,,4/5/2001,4/9/2001,00846,Hall-Houston Oil Company,WC,431,G10584,WC,431,G10584,710,N,6241,E,,  003,ST00BP00,80,90914,SEAHAWK 2502,1429484.8560,24129.04,28.72083332,-93.11294099
177084014502,,4/5/2001,4/6/2001,02421,"Devon Energy Production Co., L.P.",SM,128,G02587,SM,128,G02587,425,S,1223,E,, B007,ST01BP01,221,90823,GSF ADRIATIC IV,1823255.7620,-137134.3130,28.28844138,-91.88228167
177114129502,,4/5/2001,4/9/2001,00105,Apache Corporation,SS,189,G04232,SS,189,G04232,3148,S,1327,E,, A007,ST02BP00,78,84014,ENSCO 60,2170273,-36798.4640,28.56439892,-90.8030415
177164028100,,4/5/2001,4/6/2001,02169,Mariner Gulf of Mexico LLC,ST,274,G21680,ST,274,G21680,1540,S,1175,E,,  001,ST00BP00,265,46448,VALARIS JU-144 (ROWAN EXL II),2232071.02,-164060.32,28.21357061,-90.61307569
177314007301,,4/5/2001,4/5/2001,01385,Chieftain International (U.S.) Inc.,SA,6,G18121,SA,6,G18121,2900,N,4300,E,,  002,ST00BP01,39,27402,HERCULES 153,1224813.18,346616.10,29.59714651,-93.77261775
177314007302,,4/5/2001,4/26/2001,01385,Chieftain International (U.S.) Inc.,SA,6,G18121,SA,6,G18121,2900,N,4300,E,,  002,ST00BP02,39,27402,HERCULES 153,1224813.18,346616.10,29.59714651,-93.77261775
608164038800,,4/5/2001,4/13/2001,00078,Chevron U.S.A. Inc.,VK,340,G10933,VK,340,G10933,1900,S,5350,E,,  001,ST00BP00,128,90115,ENTERPRISE 264,1293530,10757260,29.63642661,-88.09223962
177024128600,,4/6/2001,4/9/2001,02169,Mariner Gulf of Mexico LLC,WC,459,G21056,WC,459,G21056,4949,S,4256,E,,  001,ST00BP00,135,99901,HERCULES 250,1446227.9040,-29244.1520,28.57479348,-93.05821651
177054113900,,4/6/2001,4/26/2001,00003,Union Oil Company of California,VR,26, 00297,VR,26, 00297,2980,N,2193,E,,  056,ST00BP00,17,91219,ENSCO 98,1674705.2680,299844.7690,29.48722449,-92.35575406
177054114000,,4/6/2001,4/26/2001,00003,Union Oil Company of California,VR,27,G01329,VR,26, 00297,2960,N,2193,E,,  003,ST00BP00,14,91219,ENSCO 98,1674705.2680,299864.7690,29.48727949,-92.35575463
177154105700,,4/6/2001,4/12/2001,00078,Chevron U.S.A. Inc.,ST,38,G09637,ST,38,G09637,5132,N,6264,W,, A004,ST00BP00,56,14307,HERCULES 120,2326118.14,99681.92,28.93678414,-90.31392142
427094111401,,4/6/2001,4/6/2001,00771,"Texaco Exploration and Production, Inc.",HI,A 582,G02719,HI,A 582,G02719,1793,S,4893,E,,  006,ST00BP01,440,91308,ROWAN MIDLAND,3486742.81,57233,27.91024636,-94.39641568
608044021102,,4/6/2001,4/6/2001,00818,"Mariner Energy, Inc.",EB,579,G19025,EB,579,G19025,1451,S,2988,E,,  001,ST00BP02,3412,45621,NOBLE HOMER FERRINGTON,804852,9933131,27.34965221,-95.57441133
608115013404,,4/6/2001,4/6/2001,01689,Murphy Exploration & Production Company,GC,338,G21790,GC,338,G21790,6309,S,2091,E,,  001,ST01BP01,3330,92118,NOBLE AMOS RUNNER,2468949,10033029,27.62467858,-90.44089378
608174092500,,4/7/2001,4/7/2001,00148,Anadarko E&P Company LP,MC,667,G14013,MC,667,G14013,4025,S,5584,E,,  003,ST00BP00,2934,28543,DIAMOND OCEAN AMERICA,802256,10268345,28.27096777,-89.60430164
427084051501,,4/8/2001,5/23/2001,02169,Mariner Gulf of Mexico LLC,HI,202,G14870,HI,202,G14870,3988,N,6582,W,, A003,ST01BP00,42,45985,HERCULES 207,3529897.81,494972,29.10845243,-94.20742156
427094050402,,4/8/2001,4/26/2001,00185,Samedan Oil Corporation,HI,A 448,G02361,HI,A 447,G02360,4947,N,2918,W,, A008,ST02BP00,163,91317,ROWAN MIDDLETOWN,3557913.81,224733,28.36263285,-94.15481035
177004109900,,4/9/2001,4/12/2001,01624,TDC Energy Corporation,WC,152,G16122,WC,153,G10549,2441,S,2094,E,,  001,ST00BP00,50,90904,SEAHAWK 2504,1286051.3760,278166.8560,29.41238932,-93.57575611
177044102101,,4/9/2001,4/16/2001,02148,"Westport Oil and Gas Company, L.P.",EC,369,G21585,EC,369,G21585,3318,N,5883,W,,  001,ST00BP01,349,91250,ENSCO 67,1485883,-233639.92,28.01446454,-92.92586839
177064089300,,4/9/2001,4/18/2001,01834,Talos Petroleum LLC,VR,267,G03135,VR,267,G03135,6026,S,231,E,, J005,ST00BP00,170,4810,ENTERPRISE 214,1676667.2680,-60100.4310,28.49750676,-92.33965261
177084076701,,4/9/2001,4/9/2001,01364,Newfield Exploration Company,SM,146,G09546,SM,147,G06693,6659,N,316,E,, A007,ST01BP00,240,91309,ROWAN ODESSA,1779888.6120,-158976.3630,28.22774921,-92.01656795
177114034401,,4/9/2001,4/9/2001,02222,"PetroQuest Energy, L.L.C.",SS,72, 00060,SS,72, 00060,2406,N,6612,E,,  006,ST00BP00,28,90920,PRIDE NORTH DAKOTA,2118188,111224.4540,28.97198983,-90.96376492
177154105600,,4/9/2001,4/9/2001,02268,Bois d'Arc Offshore Ltd.,ST,34,G04842,ST,34,G04842,7704,S,530,W,,  014,ST00BP00,32,14305,HERCULES 101,2264976.02,97759.88,28.93285442,-90.50508143
177154105900,,4/9/2001,4/24/2001,02266,"EPL Oil & Gas, LLC",ST,26,G01870,ST,26,G01870,2925,N,6207,W,, F029,ST00BP00,59,4803,PARKER 25-J,2370335.26,116646.96,28.98227879,-90.17517612
177214036501,,4/9/2001,4/9/2001,01855,"Vastar Resources, Inc.",SP,60,G01608,SP,60,G01608,6290,N,6614,E,, G022,ST01BP00,185,94111,H&P 108,2756894,149650,29.05666557,-88.96440571
427104014100,,4/9/2001,5/11/2001,02397,"Samson Offshore, LLC",HI,A 175,G17168,HI,A 175,G17168,8937,S,7052,W,,  001,ST00BP00,65,90904,SEAHAWK 2504,3688867.81,507903,29.12514031,-93.70824567
608174092600,,4/9/2001,4/9/2001,00148,Anadarko E&P Company LP,MC,667,G14013,MC,667,G14013,4101,S,5661,E,,  004,ST00BP00,2934,28543,DIAMOND OCEAN AMERICA,802179,10268421,28.27117211,-89.60454577
177024128301,,4/10/2001,4/10/2001,00491,"EP Energy Management, L.L.C.",WC,504,G02006,WC,504,G02006,5461,S,4520,E,, A015,ST00BP01,147,91312,ROWAN FORT WORTH,1401689.76,-73006.2960,28.45256306,-93.19470589
177150049701,,4/10/2001,4/24/2001,00078,Chevron U.S.A. Inc.,ST,23, 00386,ST,23, 00386,1619,N,6934,E,,  008,ST01BP00,50,14307,HERCULES 120,2371952.30,132711,29.02640619,-90.16960928
177240010301,,4/10/2001,4/10/2001,00078,Chevron U.S.A. Inc.,MP,300,G01317,MP,300,G01317,7669,N,896,E,, B006,ST01BP00,212,45722,CHILES TONALA,2813559,226161,29.26367446,-88.78178071
,,4/10/2001,,00003,Union Oil Company of California,VR,26, 00297,VR,26, 00297,2980,N,2193,E,,  056,ST00BP00,17,91219,ENSCO 98,,,,
177074081800,,4/11/2001,4/13/2001,00148,Anadarko E&P Company LP,SM,280,G14456,SM,280,G14456,5619,N,2800,E,,  006,ST00BP00,42,91318,ROWAN ALASKA,1821678.7620,151982.6870,29.0834015,-91.89155401
177134023400,,4/11/2001,4/12/2001,00730,Walter Oil & Gas Corporation,PL,6,G09651,PL,6,G09651,5290,S,6590,E,,  003,ST00BP00,43,28541,DIAMOND OCEAN CRUSADER,2257856.02,104958.9160,28.95279008,-90.52717781
177144000801,,4/11/2001,4/12/2001,00078,Chevron U.S.A. Inc.,BM,2, 00369,BM,2, 00369,172,S,5182,W,,  072,ST01BP00,46,46226,DOLPHIN 110,2379959.73,134502,29.03110503,-90.14450014
177214024101,,4/11/2001,4/11/2001,00078,Chevron U.S.A. Inc.,SP,77,G02940,SP,58,G02940,481,S,852,E,, D006,ST01BP00,190,44916,ISS #17,2615076,67873,28.83912636,-89.41246496
608174016501,,4/11/2001,4/11/2001,00689,Shell Offshore Inc.,MC,194,G02638,MC,194,G02638,436,N,208,E,, A060,ST01BP00,1024,93039,BLAKE 1501,981872,10453964,28.79085359,-89.0564261
177034090900,,4/12/2001,4/12/2001,02058,"LLOG Exploration Offshore, L.L.C.",EC,81,G01477,EC,81,G01477,3168,N,1840,W,,  013,ST00BP00,55,92128,SEAHAWK 2503,1481840,238767.6160,29.31314364,-92.95915124
177034090901,,4/12/2001,6/14/2001,02058,"LLOG Exploration Offshore, L.L.C.",EC,81,G01477,EC,81,G01477,3168,N,1840,W,,  013,ST00BP01,55,92128,SEAHAWK 2503,1481840,238767.6160,29.31314364,-92.95915124
177194042101,,4/12/2001,4/12/2001,00276,Exxon Mobil Corporation,WD,92,G01091,WD,73,G01083,2816,S,1514,E,, D040,ST01BP00,168,93127,MODS 141,2520363.93,105808.10,28.94746181,-89.70652348
427094032801,,4/12/2001,4/27/2001,01364,Newfield Exploration Company,HI,A 489,G02372,HI,A 489,G02372,6851,N,4973,E,, B018,ST01BP00,182,16008,NABORS S.D. XI,3550022.81,175309,28.22771197,-94.18564796
608174048701,,4/12/2001,4/12/2001,02140,Shell Deepwater Production Inc.,MC,763,G07958,MC,807,G07963,3641,N,10226,E,, A019,ST00BP01,2945,94113,H&P 201,924334,10228999,28.16949147,-89.22299649
177134005102,,4/13/2001,4/13/2001,02316,"Vastar Offshore, Inc.",PL,10,G02925,PL,10,G02925,7906,N,2624,E,,  011,ST01BP01,36,28535,DIAMOND OCEAN SPARTAN,2199422.02,106569.96,28.95822258,-90.70983308
608044021103,,4/13/2001,4/13/2001,00818,"Mariner Energy, Inc.",EB,623,G19030,EB,579,G19025,1451,S,2988,E,,  001,ST01BP00,3412,45621,NOBLE HOMER FERRINGTON,804852,9933131,27.34965221,-95.57441133
177024128700,,4/16/2001,4/23/2001,00491,"EP Energy Management, L.L.C.",WC,504,G02006,WC,504,G02006,5458,S,4528,E,, A016,ST00BP00,147,91312,ROWAN FORT WORTH,1401681.76,-73009.2960,28.45255446,-93.19473063
177044102400,,4/16/2001,4/25/2001,01284,"W & T Offshore, Inc.",EC,368,G16273,EC,368,G16273,9390,S,3923,E,,  001,ST00BP00,353,91250,ENSCO 67,1505593.0960,-235689.9680,28.00956786,-92.86473671
177154095103,,4/16/2001,4/16/2001,00078,Chevron U.S.A. Inc.,ST,148,G01960,ST,148,G01960,1576,S,3932,E,, A009,ST03BP00,100,9002,ENSCO 95,2301164.10,-26432.44,28.59059533,-90.39514914
177254071500,,4/16/2001,4/19/2001,01364,Newfield Exploration Company,MP,138,G16500,MP,138,G16500,4850,S,6069,E,, A006,ST00BP00,158,91315,ROWAN NEW ORLEANS,2806281,253430,29.33908956,-88.80271071
427084052601,,4/16/2001,4/16/2001,01046,The Houston Exploration Company,HI,138,G09079,HI,138,G09079,2023,N,3749,E,,  002,ST00BP01,49,91224,ENSCO 83,3519566.81,560297,29.28913396,-94.23140933
177244088000,,4/17/2001,4/26/2001,00078,Chevron U.S.A. Inc.,MP,299,G01316,MP,299,G01316,330,N,2417,W,,BA011,ST00BP00,205,45743,NOBLE LEWIS DUGGER,2816872,233500,29.28364836,-88.77087903
177004110100,,4/18/2001,4/24/2001,02466,Gryphon Exploration Company,WC,43,G16107,WC,43,G16107,5958,S,5040,E,,  002,ST00BP00,30,45923,SEAHAWK 2008,1312621.4720,370232.1440,29.66692818,-93.49778432
177094132000,,4/18/2001,4/18/2001,02401,Westport Resources Corporation,EI,45,G19785,EI,45,G19785,1810,S,6610,E,,  003,ST00BP00,23,91512,NOBLE FRI RODLI,1873212.72,213708.26,29.25373454,-91.73090295
177254071700,,4/18/2001,5/1/2001,01364,Newfield Exploration Company,MP,138,G16500,MP,138,G16500,4850,S,6069,E,, A007,ST00BP00,158,91315,ROWAN NEW ORLEANS,2806281,253430,29.33908956,-88.80271071
177024066501,,4/19/2001,4/23/2001,02416,Denbury Resources Inc.,WC,648,G04268,WC,648,G04268,1465,N,4981,W,, A005,ST01BP00,395,93026,BLAKE 210,1396432.7120,-257028.8720,27.94646091,-93.20172398
177034046701,,4/19/2001,4/25/2001,01687,"Matrix Oil & Gas, Inc.",EC,33,G02127,EC,33,G02127,2802,N,2199,W,, D001,ST01BP00,42,92117,HERCULES 213,1526473.1440,312923.8560,29.51872342,-92.82214633
177034091000,,4/19/2001,5/8/2001,00282,"Dominion Exploration & Production, Inc.",EC,40,G21570,EC,40,G21570,2580,S,2240,E,,  001,ST00BP00,40,28540,DIAMOND OCEAN TITAN,1566308.2880,288789.76,29.45372239,-92.69601094
177034091001,,4/19/2001,,00282,"Dominion Exploration & Production, Inc.",EC,40,G21570,EC,40,G21570,2580,S,2240,E,,  001,ST00BP01,40,28540,DIAMOND OCEAN TITAN,1566308.2880,288789.76,29.45372239,-92.69601094
177054053901,,4/19/2001,4/25/2001,01624,TDC Energy Corporation,VR,221,G04424,VR,221,G04424,6338,N,9398,E,, A002,ST01BP00,111,16022,NABORS S.D. XVII,1593710.0280,16083.8570,28.70471612,-92.60044619
177074058501,,4/19/2001,4/19/2001,01834,Talos Petroleum LLC,VR,131, 00775,SM,275,G05477,6598,N,1805,W,,  022,ST01BP00,54,4809,ENTERPRISE 263,1737530.450177,151003.6870,29.07931613,-92.15494415
177104013001,,4/19/2001,4/20/2001,02421,"Devon Energy Production Co., L.P.",EI,330,G02115,EI,330,G02115,3918,S,3966,W,, B008,ST01BP00,248,16006,NABORS S.D. IV,1883788.72,-161146.82,28.22308315,-91.6940397
177154106100,,4/19/2001,5/1/2001,01138,El Paso Production GOM Inc.,ST,189,G01572,ST,204,G16432,236,N,5708,W,, C003,ST00BP00,148,45200,ROWAN CECIL PROVINE,2296046.06,-72518.56,28.46399426,-90.41224612
177164003902,,4/19/2001,4/19/2001,00689,Shell Offshore Inc.,ST,300,G04240,ST,300,G04240,3683,N,3121,E,, A014,ST01BP01,338,93038,BLAKE 1003,2198925.02,-183244.86,28.16135922,-90.71626636
177242007201,,4/19/2001,4/25/2001,00185,Samedan Oil Corporation,MP,305,G01676,MP,305,G01676,4367,N,4260,E,, B007,ST01BP00,251,93107,NABORS POOL 6,2877312,210605,29.21685157,-88.58307792
