SN_APD_CSG_INTV,SN_APD_FK,CSNG_INTV_NUM,CSNG_INTV_TYPE_CD,CSNG_INTV_NAME,CSNG_HOLESIZE,CSNG_MUD_WGT_PPG,CSNG_MUD_TYPE_CD,CSNG_FRAC_GRAD_PPG,CSNG_TOP_MD,CSNG_CEMENT_VOL,CSNG_PREVENTER_CD,CSNG_BOP_STACK_SIZE,CSNG_WELLHEAD_RATING,CSNG_ANNULAR_RATING,CSNG_BOP_RATING,CSNG_ANNULAR_TEST_PRSS,CSNG_BOP_DIV_TEST_PRSS,CSNG_MUD_TEST_PRSS,CSNG_LINER_TEST,CSNG_FORMATION_TEST_PRSS
-117464,-6323,4,C,P,12.25,10.4,SBM,12.4,0.0,0.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-117531,-6323,5,L,P,8.5,10.3,SBM,12.1,6720.0,417.0,BOP,11.0,5000.0,5000.0,5000.0,3500,3500,10.3,3500.0,11.6
-117967,-6338,5,L,P,8.5,17.3,OBM,18.7,11000.0,368.0,BOP,13.625,10000.0,5000.0,10000.0,3500,10000,17.3,1150.0,0.0
-117948,-6338,2,C,S,20.0,10.0,WBM,14.0,,4630.0,BOP,16.75,5000.0,3000.0,10000.0,2500,5000,10.0,2450.0,13.5
-117987,-6340,1,C,C,26.0,9.0,WBM,12.0,0.0,1957.0,DIV,30.0,3000.0,0.0,500.0,0,250,0.0,250.0,0.0
-117634,-6331,1,C,C,26.0,9.0,WBM,12.5,0.0,3600.0,DIV,30.0,3000.0,0.0,2000.0,0,250,9.0,250.0,12.5
-117999,-6339,4,L,I,12.25,16.8,SBM,18.3,9500.0,1921.0,BOP,13.625,10000.0,5000.0,10000.0,3500,10000,16.8,1092.0,18.3
-118000,-6339,5,O,O,8.5,17.5,SBM,18.7,,,BOP,13.625,10000.0,5000.0,10000.0,3500,10000,0.0,,
-118197,-6351,2,L,I,8.5,15.9,WBM,18.1,8950.0,145.0,BOP,13.625,10000.0,5000.0,10000.0,3500,8000,15.9,1400.0,17.4
-118198,-6351,3,L,P,6.5,16.7,WBM,18.6,10350.0,146.0,BOP,13.625,10000.0,5000.0,10000.0,3500,8000,16.7,1500.0,
-118248,-6358,1,C,C,26.0,12.0,GSW,11.1,0.0,6502.0,BOP,20.75,15000.0,10000.0,15000.0,3500,5000,9.2,1550.0,11.1
-118249,-6358,2,L,S,20.0,10.5,SBM,14.1,3435.0,1764.0,BOP,18.75,15000.0,10000.0,15000.0,3500,5000,10.5,1825.0,13.6
-118251,-6358,4,C,P,12.25,13.1,SBM,15.7,0.0,775.0,BOP,18.75,15000.0,10000.0,15000.0,3500,5500,13.8,2500.0,15.7
-118287,-6359,1,C,C,32.0,0.0,GSW,0.0,0.0,1031.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-118288,-6359,2,C,C,26.0,11.6,WBM,11.9,0.0,2867.0,BOP,18.75,15000.0,10000.0,15000.0,7500,11000,8.6,2500.0,11.9
-118289,-6359,3,L,S,21.0,11.6,SBM,14.5,5800.0,1126.0,BOP,18.75,15000.0,10000.0,15000.0,7000,5100,11.6,2600.0,14.5
-118290,-6359,4,L,I,19.0,14.2,SBM,16.4,3602.0,286.0,BOP,18.75,15000.0,10000.0,15000.0,7000,11000,14.2,6000.0,16.3
-118291,-6359,5,L,I,16.5,15.5,SBM,16.7,15200.0,236.0,BOP,18.75,15000.0,10000.0,15000.0,7000,11000,15.5,2300.0,16.7
-118292,-6359,6,L,I,13.5,15.6,SBM,17.2,21700.0,112.0,BOP,18.75,15000.0,10000.0,15000.0,7000,11000,15.6,2100.0,17.0
-118293,-6359,7,O,O,10.625,16.2,SBM,0.0,0.0,0.0,BOP,18.75,15000.0,10000.0,15000.0,7000,11000,0.0,0.0,0.0
-118311,-6360,1,C,C,24.0,9.0,WBM,12.5,,1676.0,DIV,30.0,3000.0,0.0,500.0,0,200,9.0,200.0,0.0
-118340,-6361,1,C,C,26.0,9.0,GSW,11.0,,4275.0,DIV,21.25,2000.0,0.0,2000.0,0,250,9.0,250.0,0.0
-118341,-6361,2,C,S,17.5,9.1,GSW,13.0,0.0,5169.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.1,3700.0,13.0
-127876,-6757,1,C,I,17.0,14.1,SBM,14.9,,3811.0,BOP,18.75,15000.0,10000.0,15000.0,3500,7500,14.5,2275.0,15.8
-127877,-6757,2,L,I,14.5,14.1,SBM,16.2,12954.0,842.0,BOP,18.75,15000.0,10000.0,15000.0,3500,7500,14.5,2275.0,15.6
-127878,-6757,3,O,O,12.25,15.0,SBM,17.2,,,BOP,18.75,15000.0,10000.0,15000.0,3500,7500,15.0,,
-127894,-6756,4,L,P,8.5,16.5,WBM,18.6,13853.0,525.0,BOP,13.625,15000.0,5000.0,10000.0,3500,8500,16.5,1800.0,
-127975,-6764,3,L,P,6.75,11.5,WBM,16.9,9403.0,118.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,11.5,2900.0,
-127896,-6759,1,C,C,26.0,10.0,WBM,11.7,,5572.0,BOP,18.75,15000.0,10000.0,15000.0,5600,9500,9.9,3500.0,11.7
-127897,-6759,2,L,S,21.0,11.2,SBM,13.5,9700.0,796.0,BOP,18.75,15000.0,10000.0,15000.0,5600,6000,11.2,1700.0,13.5
-127898,-6759,3,L,I,19.5,13.0,SBM,16.2,9500.0,798.0,BOP,18.75,15000.0,10000.0,15000.0,5600,6000,13.0,2400.0,15.4
-127899,-6759,4,C,I,16.5,14.0,SBM,14.9,,539.0,BOP,18.75,15000.0,10000.0,15000.0,5200,8500,14.0,5100.0,14.9
-127900,-6759,5,L,I,14.5,14.2,SBM,15.5,21500.0,428.0,BOP,18.75,15000.0,10000.0,15000.0,4900,9500,14.2,1900.0,15.5
-127985,-6765,1,C,C,26.0,9.0,WBM,12.0,0.0,1957.0,DIV,30.0,3000.0,0.0,500.0,0,250,0.0,250.0,0.0
-127902,-6759,6,O,O,10.625,15.0,SBM,0.0,0.0,0.0,BOP,18.75,15000.0,10000.0,15000.0,4900,9500,0.0,0.0,0.0
-127986,-6765,2,C,S,22.0,9.5,WBM,14.8,0.0,7131.0,BOP,16.75,5000.0,3000.0,5000.0,2100,5000,9.5,3100.0,15.0
-127987,-6765,3,C,I,14.75,13.0,WBM,17.3,0.0,1573.0,BOP,13.625,10000.0,5000.0,10000.0,3500,6500,13.0,5800.0,17.3
-127988,-6765,4,L,I,12.25,16.7,WBM,18.5,8279.0,1086.0,BOP,13.625,10000.0,5000.0,10000.0,3500,7000,16.7,1400.0,18.5
-127989,-6765,5,L,P,8.5,17.4,WBM,18.9,11013.0,726.0,BOP,13.625,10000.0,5000.0,10000.0,3500,10000,17.4,1200.0,0.0
-132417,-6954,3,L,P,12.5,14.7,SBM,17.2,12800.0,982.0,BOP,18.75,15000.0,10000.0,15000.0,3500,7500,14.7,1950.0,0.0
-133366,-6993,2,L,S,18.125,12.4,SBM,15.0,7700.0,400.0,BOP,18.75,15000.0,10000.0,15000.0,3500,5000,12.4,2000.0,14.7
-132513,-6958,1,C,S,14.75,10.0,WBM,14.0,0.0,2062.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,10.0,2600.0,13.5
-132514,-6958,2,C,P,9.875,11.5,WBM,16.0,0.0,594.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,11.5,3800.0,0.0
-132679,-6969,1,C,C,22.0,9.2,WBM,12.0,0.0,1170.0,DIV,21.25,3000.0,0.0,250.0,0,250,9.2,250.0,12.0
-132759,-6970,1,C,S,17.5,9.2,WBM,13.6,0.0,3983.0,BOP,13.625,10000.0,5000.0,10000.0,3500,5000,9.3,3300.0,13.4
-132760,-6970,2,C,I,12.25,10.6,OBM,15.5,0.0,1580.0,BOP,13.625,10000.0,5000.0,10000.0,3500,5000,12.4,5600.0,13.5
-132761,-6970,3,L,P,9.875,12.0,WBM,16.6,6725.0,657.0,BOP,13.625,10000.0,5000.0,10000.0,3500,5000,12.0,4100.0,15.0
-132762,-6970,4,L,P,7.5,14.0,WBM,17.3,8850.0,275.0,BOP,13.625,10000.0,5000.0,10000.0,3500,6500,8.7,5600.0,
-132779,-6971,1,C,S,17.5,9.3,WBM,14.1,0.0,5788.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.3,3300.0,13.2
-132780,-6971,2,C,I,12.25,12.3,WBM,16.5,0.0,1876.0,BOP,13.625,10000.0,5000.0,10000.0,3500,5000,11.3,4600.0,13.1
-132781,-6971,3,L,P,9.875,12.6,WBM,16.9,8890.0,308.0,BOP,13.625,10000.0,5000.0,10000.0,3500,5000,12.6,4000.0,16.3
-132782,-6971,4,L,P,7.5,15.4,WBM,17.7,9710.0,338.0,BOP,13.625,10000.0,5000.0,10000.0,3500,7000,10.1,5100.0,0.0
-132783,-6973,1,C,C,20.0,9.3,WBM,12.0,0.0,1467.0,DIV,21.25,3000.0,0.0,2000.0,0,250,9.3,250.0,0.0
-132784,-6973,2,C,S,14.75,10.0,WBM,14.0,0.0,2734.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,10.0,2600.0,13.5
-132785,-6973,3,C,P,9.875,12.0,WBM,16.0,0.0,2020.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,12.0,5600.0,0.0
-132807,-6974,1,C,S,17.5,9.8,WBM,13.5,0.0,5286.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.8,2300.0,13.5
-132808,-6974,2,C,P,10.625,12.3,SBM,17.0,0.0,2404.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,12.3,5000.0,0.0
-132861,-6972,3,C,I,14.75,13.0,WBM,17.3,0.0,1049.0,BOP,13.625,10000.0,5000.0,10000.0,3500,6500,13.0,5800.0,17.3
-132862,-6979,1,L,C,34.0,9.0,WBM,11.4,150.0,2566.0,DIV,30.0,0.0,1000.0,1000.0,200,200,9.0,200.0,0.0
-132863,-6979,2,C,S,26.0,9.2,WBM,13.5,0.0,7568.0,BOP,21.25,5000.0,5000.0,5000.0,3500,5000,9.2,2050.0,13.3
-132864,-6979,3,C,I,17.5,11.0,OBM,17.5,0.0,4298.0,BOP,13.625,10000.0,5000.0,10000.0,3500,8000,11.0,4500.0,16.1
-132865,-6979,4,L,I,14.75,14.5,OBM,18.3,8000.0,648.0,BOP,13.625,10000.0,5000.0,10000.0,3500,8000,14.5,2600.0,18.3
-132866,-6979,5,L,I,12.25,17.9,OBM,18.6,12830.0,162.0,BOP,13.625,10000.0,5000.0,10000.0,3500,8000,17.9,1200.0,18.5
-128091,-6774,1,C,C,22.0,9.0,GSW,12.1,0.0,1984.0,BOP,13.625,3000.0,5000.0,10000.0,250,250,9.5,250.0,0.0
-128094,-6774,4,O,O,6.75,9.1,WBM,12.0,0.0,0.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,0.0,0.0,0.0
-128255,-6778,1,C,S,17.5,9.5,WBM,13.4,,,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.5,2415.0,13.4
-128141,-6775,2,C,S,26.0,10.3,WBM,13.1,0.0,6349.0,BOP,18.75,15000.0,10000.0,15000.0,5000,10000,10.3,4300.0,13.1
-128256,-6778,2,C,P,12.25,12.5,WBM,17.1,,1409.0,BOP,13.625,10000.0,5000.0,10000.0,3500,7000,12.5,6200.0,17.1
-128302,-6787,2,C,S,17.0,9.6,SBM,13.2,0.0,869.0,BOP,18.75,15000.0,10000.0,15000.0,3500,5000,9.6,3000.0,13.2
-128303,-6787,3,C,I,12.25,12.0,SBM,14.3,0.0,700.0,BOP,18.75,15000.0,10000.0,15000.0,3500,5000,12.0,4000.0,14.3
-128304,-6787,4,L,P,9.875,12.6,SBM,14.9,11570.0,330.0,BOP,18.75,15000.0,10000.0,15000.0,3500,5000,12.6,2000.0,0.0
-128343,-6789,1,L,C,24.0,9.2,WBM,12.2,310.0,1715.0,DIV,21.25,3000.0,2000.0,2000.0,250,250,9.2,250.0,12.2
-128344,-6789,2,C,S,17.5,9.3,WBM,14.0,,3101.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.3,2500.0,14.0
-128345,-6789,3,C,I,12.25,12.5,WBM,17.4,,933.0,BOP,13.625,10000.0,5000.0,10000.0,3500,5500,12.5,4600.0,17.4
-128301,-6787,1,C,C,26.0,8.6,GSW,10.4,0.0,5080.0,BOP,18.75,15000.0,10000.0,15000.0,3500,5000,8.6,1200.0,10.4
-128346,-6789,4,L,P,8.5,14.5,WBM,18.0,12605.0,631.0,BOP,13.625,10000.0,5000.0,10000.0,3500,9500,14.5,2500.0,18.0
-128348,-6791,2,C,S,17.5,9.5,WBM,14.5,0.0,3583.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.5,3500.0,14.5
-128349,-6791,3,C,P,12.25,11.8,OBM,17.2,0.0,1305.0,BOP,13.625,10000.0,5000.0,10000.0,3500,5500,11.8,5500.0,0.0
-128365,-6792,1,L,C,20.0,9.2,WBM,11.8,275.0,1600.0,DIV,21.25,2000.0,2000.0,2000.0,250,250,9.2,250.0,0.0
-128366,-6792,2,C,S,14.75,9.3,WBM,14.3,,4625.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.3,2450.0,13.5
-128592,-6795,1,C,S,17.5,9.0,WBM,14.0,0.0,5416.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.0,3000.0,13.5
-128593,-6795,2,C,P,12.25,12.5,OBM,16.9,0.0,1496.0,BOP,13.625,10000.0,5000.0,10000.0,3500,5000,12.5,5000.0,16.0
-128594,-6795,3,L,P,8.5,14.0,OBM,17.8,11850.0,444.0,BOP,13.625,10000.0,5000.0,10000.0,3500,7500,14.0,2300.0,0.0
-128734,-6804,1,C,C,24.0,10.5,WBM,11.5,0.0,2800.0,BOP,18.75,10000.0,5000.0,10000.0,3500,5000,10.5,1500.0,11.5
-128712,-6802,1,C,C,26.0,8.8,WBM,11.5,0.0,3429.0,DIV,30.0,3000.0,0.0,2000.0,0,250,8.8,250.0,11.5
-128713,-6802,2,C,S,17.5,10.5,WBM,14.0,0.0,3898.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,10.5,2500.0,14.0
-128714,-6802,3,C,P,12.25,12.0,WBM,16.8,0.0,1800.0,BOP,13.625,10000.0,5000.0,10000.0,3500,6000,12.0,3000.0,16.8
-128735,-6804,2,C,S,20.0,11.0,WBM,13.0,0.0,3923.0,BOP,18.75,10000.0,5000.0,10000.0,3500,5000,11.0,2500.0,13.0
-128736,-6804,3,C,I,17.0,12.5,SBM,15.3,0.0,2880.0,BOP,18.75,10000.0,5000.0,10000.0,3500,5000,12.5,3200.0,15.2
-128737,-6804,5,C,I,12.25,14.8,SBM,17.2,0.0,2291.0,BOP,18.75,10000.0,5000.0,10000.0,3500,7500,14.8,6500.0,17.2
-128738,-6804,6,O,O,9.875,15.5,SBM,18.0,,,BOP,18.75,10000.0,5000.0,10000.0,3500,7500,0.0,0.0,0.0
-128777,-6808,1,C,C,32.0,8.6,WBM,8.7,5830.0,1395.0,,,,,,0,0,0.0,0.0,0.0
-128778,-6808,2,C,S,26.0,8.6,WBM,13.2,0.0,5593.0,BOP,18.75,15000.0,10000.0,15000.0,3500,5000,8.6,3230.0,13.2
-128779,-6808,3,L,I,18.125,12.4,SBM,14.0,8200.0,1700.0,BOP,18.75,15000.0,10000.0,15000.0,3500,5000,12.4,2500.0,14.0
-128780,-6808,4,C,I,17.5,12.5,SBM,14.0,0.0,1350.0,BOP,18.75,15000.0,10000.0,15000.0,3500,7500,12.5,3836.0,14.0
-128781,-6808,5,L,I,12.25,13.1,SBM,15.1,16000.0,1654.0,BOP,18.75,15000.0,10000.0,15000.0,3500,7500,13.1,2191.0,15.1
-128782,-6808,6,L,P,9.875,14.0,SBM,15.3,21900.0,151.0,BOP,18.75,15000.0,10000.0,15000.0,3500,7500,14.0,2000.0,0.0
-128783,-6755,1,C,I,12.25,13.6,OBM,16.5,0.0,1090.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,13.6,5000.0,16.5
-128800,-6803,2,C,S,19.0,11.0,SBM,15.7,,400.0,BOP,18.75,15000.0,10000.0,15000.0,3500,5100,11.0,3600.0,15.4
-128811,-6809,3,C,I,12.25,12.5,WBM,17.8,,2262.0,BOP,36.5,10000.0,10000.0,5000.0,7000,3500,12.5,6400.0,17.8
-128807,-6803,4,L,I,13.75,13.2,SBM,16.0,20951.0,350.0,BOP,18.75,15000.0,10000.0,15000.0,3500,6600,13.2,2700.0,14.5
-128809,-6809,1,C,C,22.0,9.2,WBM,11.0,,3455.0,DIV,21.25,3000.0,,2000.0,250,250,9.2,250.0,0.0
-128810,-6809,2,C,S,17.5,9.5,WBM,14.5,,4429.0,BOP,13.625,5000.0,10000.0,5000.0,3500,5000,9.5,2500.0,14.5
-128829,-6803,5,L,P,12.25,13.6,SBM,16.2,20831.0,390.0,BOP,18.75,15000.0,10000.0,15000.0,3500,6500,13.6,2300.0,0.0
-128852,-6803,6,C,P,12.25,11.5,SBM,16.2,,3070.0,BOP,18.75,15000.0,10000.0,15000.0,0,0,11.5,1500.0,0.0
-128860,-6811,1,C,C,31.5,9.2,WBM,9.6,,1444.0,,,,,,0,0,0.0,,0.0
-128861,-6811,2,C,S,26.0,9.5,WBM,10.6,,2707.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7500,9.5,2737.0,10.6
-128862,-6811,3,L,S,22.0,10.4,SBM,11.8,8600.0,897.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7500,10.4,1434.0,11.8
-128863,-6811,4,L,S,20.0,11.3,SBM,12.6,8800.0,786.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7500,11.3,2003.0,12.6
-128864,-6811,5,C,I,16.0,12.0,SBM,13.4,,384.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7500,12.0,3627.0,13.4
-128865,-6811,6,L,I,15.5,12.7,SBM,13.6,14500.0,812.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7500,12.7,1039.0,13.6
-128866,-6811,7,C,P,12.25,13.1,SBM,14.6,,573.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7500,13.1,6238.0,
-128870,-6806,1,C,C,22.0,9.2,WBM,11.5,0.0,1374.0,DIV,21.25,3000.0,0.0,2000.0,0,250,9.2,250.0,0.0
-128871,-6806,2,C,S,17.5,9.5,WBM,14.5,0.0,4429.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.5,2500.0,14.5
-128872,-6806,3,C,I,12.25,10.5,OBM,17.8,0.0,3765.0,BOP,13.625,10000.0,5000.0,10000.0,3500,8500,10.5,7600.0,17.8
-128873,-6806,4,L,I,9.875,12.0,OBM,18.2,14500.0,550.0,BOP,13.625,10000.0,5000.0,10000.0,3500,8500,12.0,6100.0,18.2
-128874,-6806,5,L,P,7.5,17.5,OBM,19.0,14400.0,543.0,BOP,13.625,10000.0,5000.0,10000.0,3500,8500,17.1,1400.0,0.0
-128888,-6790,1,C,I,12.25,11.1,WBM,15.5,0.0,0.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,8.6,1000.0,14.0
-128897,-6790,2,C,P,8.5,12.8,WBM,17.3,0.0,419.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,12.8,4900.0,0.0
-128940,-6813,1,C,C,20.0,9.0,WBM,11.7,0.0,1428.0,DIV,21.25,3000.0,0.0,2000.0,0,250,9.0,250.0,0.0
-128941,-6813,2,C,S,14.75,11.0,WBM,13.8,0.0,2045.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,11.0,2600.0,13.8
-128942,-6813,3,C,P,9.875,13.3,WBM,16.0,0.0,350.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,13.3,3600.0,0.0
-128952,-6809,4,L,P,8.5,15.5,WBM,18.0,12800.0,623.0,BOP,13.625,10000.0,10000.0,5000.0,7000,3500,15.5,2100.0,18.0
-129001,-6810,1,C,I,14.0,12.1,SBM,13.2,4831.0,,BOP,11.0,10000.0,10000.0,10000.0,5000,5000,12.1,4000.0,13.3
-129018,-6755,2,L,I,8.5,15.1,OBM,16.9,6870.0,499.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,15.1,3500.0,16.3
-115529,-6240,1,C,C,26.0,9.5,GSW,11.0,0.0,5921.0,BOP,18.75,15000.0,10000.0,15000.0,5000,5000,9.5,2241.0,11.0
-115535,-6240,3,C,I,17.5,12.0,SBM,14.4,,1703.0,BOP,18.75,15000.0,10000.0,15000.0,5000,7500,12.0,4600.0,14.4
-112001,-6100,1,C,C,32.5,8.6,GSW,9.9,4702.0,2600.0,,,0.0,0.0,0.0,0,0,0.0,0.0,0.0
-112002,-6100,2,C,S,26.0,9.6,WBM,11.2,0.0,3500.0,BOP,18.75,15000.0,10000.0,15000.0,3500,6000,8.6,3100.0,11.1
-112003,-6100,3,L,I,21.0,10.8,SBM,14.3,7462.0,1300.0,BOP,18.75,15000.0,10000.0,15000.0,3500,6000,10.8,2500.0,14.3
-112004,-6100,4,C,I,16.5,13.7,SBM,15.5,0.0,2600.0,BOP,18.75,15000.0,10000.0,15000.0,3500,7200,13.7,3500.0,15.5
-112005,-6100,5,L,I,15.0,14.9,SBM,15.5,17493.0,900.0,BOP,18.75,15000.0,10000.0,15000.0,3500,7700,14.9,2400.0,15.5
-112006,-6100,6,L,I,12.25,14.4,SBM,15.7,19678.0,416.0,BOP,18.75,15000.0,10000.0,15000.0,3500,7700,14.4,2100.0,15.7
-112007,-6100,8,O,O,8.5,15.5,SBM,16.5,0.0,0.0,BOP,18.75,15000.0,10000.0,15000.0,3500,9700,0.0,0.0,0.0
-112008,-6102,1,C,C,20.0,9.2,WBM,10.4,0.0,931.0,DIV,21.25,3000.0,0.0,2000.0,0,250,9.0,250.0,0.0
-112057,-6106,6,O,O,4.5,16.7,OBM,19.0,0.0,0.0,BOP,13.625,10000.0,5000.0,10000.0,3500,7500,0.0,0.0,0.0
-115664,-6245,2,C,S,17.5,9.7,SBM,12.5,0.0,900.0,BOP,18.75,15000.0,10000.0,15000.0,3500,5000,9.8,2500.0,12.0
-115668,-6248,2,L,I,18.25,10.2,SBM,11.7,7135.0,515.0,BOP,18.75,15000.0,10000.0,15000.0,3500,6400,10.2,1300.0,11.7
-115670,-6248,4,O,O,12.25,12.3,SBM,0.0,0.0,0.0,BOP,18.75,15000.0,10000.0,15000.0,3500,6400,0.0,0.0,0.0
-115698,-6252,3,L,I,18.125,12.4,SBM,14.0,8200.0,2122.0,BOP,18.75,15000.0,10000.0,15000.0,3500,5000,12.4,2500.0,14.0
-95383,-5341,1,C,C,22.0,9.0,GSW,12.0,0.0,2085.0,DIV,21.25,3000.0,0.0,2000.0,0,250,9.0,250.0,0.0
-95384,-5341,2,C,S,17.5,9.5,WBM,14.6,0.0,4378.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.5,2500.0,14.6
-46409,-3131,3,C,I,16.5,15.0,SBM,16.8,,1626.0,BOP,18.75,15000.0,10000.0,15000.0,5000,9700,15.0,4000.0,16.8
-46410,-3131,4,L,I,14.5,15.8,SBM,16.8,16700.0,956.0,BOP,18.75,15000.0,10000.0,15000.0,5000,9700,15.8,3000.0,16.8
-46411,-3131,5,L,I,12.25,15.8,SBM,17.2,25400.0,720.0,BOP,18.75,15000.0,10000.0,15000.0,5000,9700,15.8,3000.0,17.2
-46412,-3131,6,O,O,8.5,15.8,SBM,17.4,0.0,0.0,BOP,18.75,15000.0,10000.0,15000.0,5000,9700,0.0,0.0,0.0
-46460,-3136,2,C,S,13.5,9.5,WBM,14.3,0.0,2259.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.5,2600.0,14.3
-46485,-3133,1,C,I,14.75,13.1,OBM,17.7,,1683.0,BOP,16.75,10000.0,5000.0,10000.0,3500,5600,13.1,5600.0,17.5
-46486,-3120,2,L,P,6.5,14.5,SBM,16.8,17300.0,300.0,BOP,11.0,15000.0,10000.0,10000.0,7000,7000,14.5,2500.0,0.0
-46494,-3139,2,C,P,9.875,10.8,SBM,16.2,0.0,1036.0,BOP,13.625,5000.0,5000.0,10000.0,2500,5000,9.0,3800.0,0.0
-46445,-3133,2,L,I,12.25,16.7,OBM,18.3,11730.0,660.0,BOP,16.75,10000.0,5000.0,10000.0,3500,5800,16.7,1700.0,18.3
-46446,-3133,3,L,P,9.5,17.2,OBM,18.3,13838.0,248.0,BOP,16.75,10000.0,5000.0,10000.0,3500,5800,17.2,1400.0,0.0
-46562,-3100,2,C,S,20.0,10.0,WBM,14.0,0.0,3501.0,BOP,18.75,5000.0,5000.0,10000.0,3500,5000,10.0,2800.0,14.0
-46563,-3100,3,C,I,14.75,13.5,OBM,17.5,0.0,1132.0,BOP,18.75,10000.0,5000.0,10000.0,3500,10000,13.5,3700.0,17.5
-46566,-3143,3,C,P,9.875,12.5,OBM,17.8,0.0,1975.0,BOP,13.625,15000.0,5000.0,10000.0,3500,8000,12.5,5000.0,17.5
-46567,-3143,4,L,P,6.5,15.5,OBM,18.6,15900.0,183.0,BOP,13.625,15000.0,5000.0,10000.0,3500,10000,15.5,3500.0,0.0
-46568,-3100,5,L,P,9.5,17.6,OBM,19.0,14700.0,497.0,BOP,18.75,10000.0,5000.0,10000.0,3500,10000,17.5,1500.0,0.0
-46713,-3147,1,C,I,9.875,9.5,WBM,12.0,0.0,0.0,BOP,11.0,5000.0,5000.0,5000.0,3500,5000,9.5,3000.0,12.0
-46714,-3147,2,L,P,7.5,10.0,WBM,15.0,1700.0,1167.0,BOP,11.0,5000.0,5000.0,5000.0,3500,5000,10.0,3000.0,0.0
-46716,-3148,1,C,C,26.0,9.2,GSW,10.3,,3970.0,BOP,18.75,15000.0,5000.0,15000.0,2300,5000,8.6,1600.0,10.3
-46717,-3148,2,L,S,22.0,10.0,SBM,11.7,10000.0,960.0,BOP,18.75,15000.0,5000.0,15000.0,2300,5000,10.0,1600.0,11.7
-46718,-3148,3,L,I,20.0,11.1,SBM,13.5,9700.0,2100.0,BOP,18.75,15000.0,5000.0,15000.0,2300,5000,11.1,1600.0,13.5
-46719,-3148,4,C,I,14.75,13.0,SBM,14.3,,900.0,BOP,18.75,15000.0,5000.0,15000.0,2300,7500,13.0,2800.0,14.3
-46720,-3148,5,L,I,14.0,13.5,SBM,12.7,19100.0,650.0,BOP,18.75,15000.0,5000.0,15000.0,2300,7500,13.5,1500.0,15.3
-46721,-3148,6,L,I,12.25,14.5,SBM,15.8,22600.0,635.0,BOP,18.75,15000.0,5000.0,15000.0,2300,7500,14.5,1500.0,15.8
-46722,-3148,7,O,O,8.5,13.5,SBM,16.0,,0.0,BOP,18.75,15000.0,5000.0,15000.0,2300,7500,0.0,0.0,0.0
-46747,-3149,2,C,S,17.5,9.4,WBM,14.5,,3518.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,9.4,3420.0,14.0
-46748,-3149,3,C,I,12.25,12.0,WBM,18.2,,1602.0,BOP,13.625,10000.0,5000.0,10000.0,3500,8100,12.0,5290.0,17.2
-46749,-3149,4,L,P,8.5,16.7,WBM,0.0,14700.0,476.0,BOP,13.625,10000.0,5000.0,10000.0,3500,8100,16.7,1920.0,0.0
-46760,-3150,1,C,S,14.75,9.5,WBM,13.5,,,BOP,13.625,3000.0,5000.0,10000.0,3000,3000,9.5,2000.0,13.5
-46761,-3150,2,C,P,9.875,10.8,WBM,12.0,,687.0,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,10.8,4000.0,0.0
-46762,-3150,3,O,O,6.75,10.8,WBM,12.0,,,BOP,13.625,5000.0,5000.0,10000.0,3500,5000,0.0,,
