SN_EOR,EOR_OPERATION_CD,API_WELL_NUMBER,WELL_NAME,WELL_NM_ST_SFIX,WELL_NM_BP_SFIX,MMS_COMPANY_NUM,BUS_ASC_NAME,BOTM_LEASE_NUMBER,BOTM_AREA_CODE,BOTM_BLOCK_NUMBER,SURF_LEASE_NUMBER,SURF_AREA_CODE,SURF_BLOCK_NUMBER,BOREHOLE_STAT_CD,BOREHOLE_STAT_DT,OPERATIONAL_NARRATIVE,SUBSEA_COMPLETION_FLAG,SUBSEA_PROTECTION_FLAG,SUBSEA_COMPLETION_BUOY_FLAG,SUBSEA_TREE_HEIGHT_AML,OBSTRUCTION_PROTECTION_FLAG,OBSTRUCTION_TYPE_CD,OBSTRUCTION_BUOY_FLAG,OBSTRUCTION_HEIGHT_AML
-22131,W,427094064304,D007,2,2,105,Apache Corporation,G02722,HI,A596,G02721,HI,A595,COM,4/23/2004,Installed Gas Lift Valves.,,,YES,,,,,
-22212,W,427084011502,A009,2,0,276,Exxon Mobil Corporation,G03237,HI,193,G03237,HI,193,COM,10/18/1999,Zone Change,NO,NO,NO,,NO,,NO,
-22432,A,177110050900,I007,0,0,2066,"Ridgelake Energy, Inc.", 00420,SS,154, 00420,SS,154,TA,6/30/2006,"Temporarily Abandoned.
Note:  30"" DP x 10-3/4"" casing will be removed when platform is removed.  A new APM will be submitted.  ",NO,NO,NO,,NO,,NO,
-22490,C,177074025901,F002,1,0,2312,McMoRan Oil & Gas LLC, 00787,SM,49, 00787,SM,49,COM,7/11/2006,,NO,NO,NO,,NO,,NO,
-22492,A,177024119400,A001,0,0,2237,"Noble Energy, Inc.",G12807,WC,600,G12807,WC,600,TA,7/4/2006,,NO,NO,NO,,NO,,NO,
-22754,A,177070043900,B002,0,0,2312,McMoRan Oil & Gas LLC, 00787,SM,49, 00787,SM,49,TA,9/11/2006,,NO,NO,NO,,NO,,NO,
-22512,W,608174046500,A002,0,0,689,Shell Offshore Inc.,G07963,MC,807,G07963,MC,807,COM,7/7/1996,Well was worked over to prepare well for sour service production during waterflood operations. ,NO,NO,NO,,NO,CS,NO,10.0
-22533,O,177242006401,C004,1,1,2237,"Noble Energy, Inc.",G01676,MP,305,G01676,MP,305,COM,12/31/2005,"Change tubing packoff, retension tubing, install anode on tubing, M&P 4bbls Class H neat cmt @ 16.4ppg and displace with 20bbls SW.",NO,NO,NO,,NO,,NO,
-22733,A,427034007700,A001,0,0,2628,"Arena Offshore, LP",G04065,MI,669,G04065,MI,669,TA,7/10/2006,,NO,NO,NO,,NO,,NO,
-22736,A,177024022300,A016,0,0,2312,McMoRan Oil & Gas LLC,G02027,WC,639,G02027,WC,639,TA,11/24/2006,,NO,NO,NO,,NO,,NO,
-22751,C,177004107100,016,0,0,2312,McMoRan Oil & Gas LLC, 00757,WC,118, 00757,WC,118,COM,10/27/2000,,NO,NO,NO,,NO,,NO,
-22756,A,177074053703,B005,1,2,2312,McMoRan Oil & Gas LLC, 00787,SM,49, 00787,SM,49,TA,9/11/2006,,,,YES,,NO,,NO,
-22757,C,177190077900,JA001,0,0,2312,McMoRan Oil & Gas LLC,G01331,WD,23,G01331,WD,23,COM,11/17/1964,,NO,NO,NO,,NO,,NO,
-22854,W,427084056500,B001,0,0,105,Apache Corporation,G20660,HI,206,G20660,HI,206,TA,7/11/2006,,,,YES,,NO,,NO,
-18140,C,177254082600,001,0,0,2841,Beryl Resources LP,G22790,MP,89,G22790,MP,89,COM,6/13/2006,"Coldren has successfully performed inital completion operations of the Main Pass Block 89, OCS G-22790 Well #1 as a dual selective with the long string in the ""GF"" Sand;long string selective in the ""GD"" Sand; short string  in the ""GB"" Sand.  See Attachment ""Current Wellbore"" for details",NO,NO,NO,,,,,
-20220,A,177190110900,A008,0,0,105,Apache Corporation,G01072,WD,40,G01072,WD,40,TA,8/28/2006,,NO,NO,NO,,NO,,NO,
-20221,C,177104108001,A015,1,0,105,Apache Corporation,G02912,EI,329,G02112,EI,315,COM,11/18/2006,,NO,,YES,,,,,
-20223,O,608114046600,PS004,0,0,78,Chevron U.S.A. Inc.,G20082,GC,640,G20082,GC,640,DSI,5/22/2006,Well has been suspended pending our return to drill to TD.,,,YES,,,,,
-20231,A,177004027500,017,0,0,105,Apache Corporation, 00244,WC,71, 00244,WC,71,PA,5/5/2006,,NO,NO,NO,,NO,,NO,
-20239,A,177032001700,A001,0,0,2409,"Maritech Resources, Inc.",G00958,EC,195,G00958,EC,195,TA,4/14/1989,,NO,NO,NO,,NO,,NO,
-20240,A,608074010302,A018,2,0,689,Shell Offshore Inc.,G08241,GB,426,G08241,GB,426,ST,10/2/2006,PB to ST,NO,NO,NO,,NO,,NO,0.0
-20241,A,608074007201,A002,1,0,689,Shell Offshore Inc.,G08241,GB,426,G08241,GB,426,TA,9/19/2006,,,,YES,,NO,,NO,0.0
-20283,C,177212021800,142,0,0,3368,"Whitney Oil & Gas, LLC", 00694,SP,28, 00694,SP,28,COM,3/16/1985,,NO,NO,NO,,NO,,NO,
-13143,C,427084061300,B001,0,0,2312,McMoRan Oil & Gas LLC,G24393,HI,131,G24393,HI,131,COM,6/14/2006,,NO,NO,NO,,,,,
-20322,A,427104015900,001,0,0,1978,"Helis Oil & Gas Company, L.L.C.",G25582,HI,A192,G25582,HI,A192,PA,6/21/2006,,,,YES,,NO,,NO,
-20463,W,427044033301,A001,1,0,1978,"Helis Oil & Gas Company, L.L.C.",G22190,BA,417,G22190,BA,417,COM,9/11/2001,DX plug in X nipple @ 7685',,,YES,,,,,
-22031,C,177074032206,CB001,3,1,3247,Talos Energy Offshore LLC,G02316,SM,288,G02316,SM,288,COM,7/17/2006,,NO,NO,NO,,,,,
-20465,A,177114149500,004,0,0,1834,Talos Petroleum LLC,G05549,SS,166,G05549,SS,166,BP,7/6/2006,,NO,NO,NO,,NO,,NO,
-20404,O,427054009100,B003,0,0,2237,"Noble Energy, Inc.",G06086,BA,A53,G06085,BA,A52,COM,3/21/1994,"Temporarily Abandon procedure unsuccessful.  DX plug @ 3394', G stop @ 4016', D plug @ 4017', AD stop @ 4020'.  Submitted 2nd TA procedure 07-06-2006.",NO,NO,NO,,NO,,NO,
-20484,A,427114081701,B005,1,0,3670,"White Fleet Operating, LLC",G25606,HI,A373,G02433,HI,A368,ST,6/17/2006,Abandoned to Sidetrack,NO,NO,NO,,NO,,NO,
-20503,A,177244026200,D005,0,0,2451,GOM Shelf LLC,G01673,MP,296,G01673,MP,296,PA,7/28/2006,,NO,NO,NO,,NO,,NO,
-20504,A,177172011100,I006,0,0,114,BP America Production Company, 00133,GI,47, 00128,GI,40,PA,3/30/2007,,NO,NO,NO,,NO,,NO,
-20523,A,177244026000,D002,0,0,2451,GOM Shelf LLC,G01673,MP,296,G01673,MP,296,PA,8/19/2006,,NO,NO,NO,,YES,,NO,
-20542,A,177014038601,001,0,1,818,"Mariner Energy, Inc.",G27027,WC,386,G27027,WC,386,PA,6/9/2006,,,,YES,,NO,,NO,
-2503,C,177150021801,S004,1,0,3481,"Cantium, LLC", 00386,ST,23, 00386,ST,23,COM,3/14/2001,,NO,NO,NO,,NO,,NO,
-1471,C,177054119901,A004,0,1,2851,"Apache Shelf, Inc.",G03393,VR,102,G03393,VR,102,COM,4/9/2004,,,,YES,,,,,
-1490,C,177004121400,001,0,0,3520,"Sanare Energy Partners, LLC",G23730,WC,21,G23730,WC,21,COM,2/9/2005,,NO,,YES,,,,,
-1533,C,177054119300,A012,0,0,2899,Talos ERT LLC,G01130,VR,171,G01130,VR,171,COM,3/4/2004,,,,YES,,,,,
-1536,O,177224009801,A021,1,1,276,Exxon Mobil Corporation,G01619,SP,93,G01619,SP,93,COM,2/20/2005,Convert from a gas injector to a flowing gas well.,NO,NO,NO,,NO,,NO,
-1559,A,608044024500,A013,0,0,3718,"Guardian Decommissioning, Inc.",G02648,EB,161,G02647,EB,160,BP,12/25/2004,"Hole started taking weight at 5,625¡¯ MD. Washed down from that point, cement and EZ Squeeze seen in returns. Pumped a 20-bbl hi-vis pill at 5,773¡¯ MD, fine silt seen in returns on bottoms up. Trouble shot MWD survey problems, and obtained 46.18¢ª angle at 5,787¡¯ MD. MWD survey problems continued while washed down to 5,883¡¯ MD where the survey was 49.39¢ª. Continued to bypass the original hole to 6,162¡¯ MD/5,151¡¯ TVD, where we were 11¡¯ higher on vertical depth than the original hole at 6,162¡¯ MD/5,162¡¯ TVD.",,,YES,,,,,
-1588,C,177004105100,001,0,0,105,Apache Corporation,G15050,WC,33,G15050,WC,33,COM,1/18/2005,,NO,NO,NO,,NO,,NO,
-1590,A,177224004800,A007,0,0,276,Exxon Mobil Corporation,G01620,SP,94,G01619,SP,93,TA,2/3/2005,,NO,NO,NO,,NO,,NO,
-1619,C,427094114501,E011,0,1,105,Apache Corporation,G02721,HI,A595,G02722,HI,A596,COM,2/6/2005,,NO,,YES,,,,,
-1640,O,177194061700,A041,0,0,78,Chevron U.S.A. Inc.,G02937,WD,109,G02937,WD,109,COM,7/15/1996,Sand Wash,NO,NO,NO,,NO,,NO,
-1644,C,427114082501,SS001,1,0,2477,"Tarpon Operating & Development, L.L.C.",G21359,HI,A343,G21359,HI,A343,COM,2/26/2005,,YES,YES,YES,24.0,,,,
-1747,W,177154073700,G025,0,0,3151,"Cox Operating, L.L.C.", 00020,ST,67, 00019,ST,54,COM,2/20/1990,,NO,NO,NO,,NO,,NO,
-1728,A,177254040200,A003,0,0,48,Sabine Oil & Gas Corporation,G05694,MP,98,G05694,MP,98,PA,7/1/2006,,NO,NO,NO,,NO,,NO,
-1879,C,177024125702,A008,2,0,1482,JX Nippon Oil Exploration (U.S.A.) Limited,G02224,WC,532,G02226,WC,534,COM,4/29/2002,,,,YES,,,,,
-1888,C,177194067400,T031,0,0,3407,"Array Petroleum, LLC", 00026,WD,30, 00026,WD,30,COM,4/8/2005,,NO,NO,NO,,NO,,NO,
-1951,A,177004121700,004,0,0,818,"Mariner Energy, Inc.",G21535,WC,111,G21535,WC,111,PA,4/6/2005,,NO,NO,NO,,NO,,NO,
-2036,O,177154096800,B031,0,0,276,Exxon Mobil Corporation, 00020,ST,67, 00020,ST,67,COM,1/30/2005,Convert this temporary gas injector to a producer.,NO,NO,NO,,NO,,NO,
-2064,C,608044017902,DB003,2,0,276,Exxon Mobil Corporation,G08211,EB,945,G08211,EB,945,COM,3/21/2005,,NO,,YES,,,,,
-2075,C,177094121001,002,1,0,105,Apache Corporation,G17966,EI,106,G17966,EI,106,COM,7/20/1998,,YES,NO,NO,,NO,,NO,
-2090,A,177154068700,E015,0,4,2628,"Arena Offshore, LP",G01260,ST,177,G01260,ST,177,PA,3/5/2005,,NO,NO,NO,,NO,,NO,
-2099,W,177104118300,A010,0,0,2628,"Arena Offshore, LP",G05040,EI,316,G05040,EI,316,COM,5/19/1986,,NO,NO,NO,,NO,,NO,
-2113,C,177004122200,002,0,0,3520,"Sanare Energy Partners, LLC",G21534,WC,57,G21534,WC,57,COM,5/12/2005,,NO,,YES,,,,,
-2115,O,177024119500,B003,0,0,3026,"Talos Energy Ventures, LLC",G02006,WC,504,G02006,WC,504,ST,2/12/2005,The well was plugged back and is now sidetracked.,NO,NO,NO,,NO,,NO,
-2139,C,177114144800,C010,0,0,3295,Fieldwood Energy LLC, 00820,SS,169, 00820,SS,169,COM,3/18/2005,,NO,NO,NO,,,,,
-2209,A,608114043502,004,2,0,2481,BP Exploration & Production Inc.,G09982,GC,826,G09982,GC,826,ST,3/1/2005,,,,YES,,,,,
-2464,O,608174100700,B003,0,0,3695,KNOC Eagle Ford Corporation,G28351,MC,21,G28351,MC,21,TA,1/6/2003,Tied-back only one string of casing back to the surface.  Will return to complete well after drilling two wells.,,,YES,,,,,
-3425,W,177194056700,DD002,0,0,2451,GOM Shelf LLC, 00182,WD,70, 00182,WD,70,COM,12/27/1993,,NO,NO,NO,,NO,,NO,
-2248,C,177314007401,A003,1,0,730,Walter Oil & Gas Corporation,G18121,SA,6,G18121,SA,6,COM,2/6/2005,,NO,,YES,,,,,
-2337,A,608044009503,A012,3,0,2865,Fieldwood SD Offshore LLC,G02648,EB,161,G02647,EB,160,TA,3/12/2005,,,,YES,,NO,,NO,
-2255,A,177194080800,BB002,0,0,3407,"Array Petroleum, LLC",G01447,WD,21,G01447,WD,21,TA,4/23/2005,,,,YES,,,,,
-2256,A,177224011901,B007,1,0,276,Exxon Mobil Corporation,G01619,SP,93,G01619,SP,93,TA,8/24/2003,,NO,NO,NO,,NO,,NO,
-2259,A,608184005200,SS001,0,0,981,Anadarko Petroleum Corporation,G23473,LL,309,G18577,AT,349,TA,7/5/2005,,,,YES,,NO,CS,NO,18.0
-2265,A,177140031701,FF004,1,0,3481,"Cantium, LLC", 00370,BM,3, 00370,BM,3,TA,3/4/2005,,NO,NO,NO,,NO,,NO,
-2298,C,177164028000,A001,0,0,3672,Talos QN Exploration LLC,G21685,ST,308,G21685,ST,308,COM,5/6/2005,,NO,NO,NO,,NO,,NO,
-2299,C,177074071600,D011,0,0,105,Apache Corporation, 00780,SM,33, 00780,SM,33,COM,6/15/1996,,NO,NO,NO,,NO,,NO,
-2300,C,177124061200,A001,0,0,105,Apache Corporation,G15303,SS,296,G15303,SS,296,COM,6/20/2001,,NO,NO,NO,,NO,,NO,
-2302,C,177134001900,A003,0,0,3059,ANKOR Energy LLC,G03171,PL,13,G03171,PL,13,COM,11/17/1978,Please see attached report,NO,NO,NO,,NO,,NO,
-2605,C,608074024600,A005,0,0,1284,"W & T Offshore, Inc.",G11573,GB,783,G11573,GB,783,COM,5/7/2005,,NO,NO,NO,,,,,
-2608,C,177064093400,E010,0,0,1834,Talos Petroleum LLC,G01153,VR,256,G01153,VR,256,COM,5/6/2005,Stone Energy has performed initial completion of the VR Block 256 #E-10 wellbore. Well completed as a single completion in the EH-6 Sd w/an alternate in the EH-1 Sd.,NO,NO,NO,,,,,
-2625,C,177254075701,AA009,1,0,3481,"Cantium, LLC", 00378,MP,58, 00378,MP,58,COM,3/18/2005,,,,YES,,,,,
-2679,A,177054011300,D007,0,0,3151,"Cox Operating, L.L.C.",G01146,VR,245,G01147,VR,246,TA,4/10/2005,,NO,NO,NO,,NO,,NO,
-2723,W,177204008900,G012,0,0,2628,"Arena Offshore, LP",G35951,WD,117,G35951,WD,117,COM,7/10/1981,,NO,NO,NO,,NO,,NO,
-2805,W,177064090000,D001,0,0,3035,Fieldwood Energy Offshore LLC,G01172,VR,313,G01172,VR,313,COM,12/1/2004,,NO,NO,NO,,NO,,NO,
-2783,A,608114044201,SS001,0,1,2782,Eni US Operating Co. Inc.,G25142,GC,385,G25142,GC,385,TA,5/6/2005,,,,YES,,NO,CS,NO,13.0
-2745,C,177004020400,B008,0,0,105,Apache Corporation,G02826,WC,66,G02826,WC,66,COM,11/17/1976,,NO,NO,NO,,NO,,NO,
-1117,A,427094024201,C016,1,2,105,Apache Corporation,G02392,HI,A572,G02392,HI,A572,TA,12/25/2004,,NO,NO,NO,,NO,,NO,
-1163,C,177044101600,001,0,0,48,Sabine Oil & Gas Corporation,G17874,EC,294,G17874,EC,294,COM,12/16/2004,"Modified perfs: plugged 3985'-4000', perforated 3952'-3958'",NO,NO,NO,,NO,,NO,
-1327,A,177134009200,A002,0,0,3295,Fieldwood Energy LLC,G04234,PL,1,G04234,PL,1,ST,12/26/2004,,NO,NO,NO,,NO,,NO,
-1389,C,177034085900,006,0,0,1764,"Energy Resource Technology, Inc.",G02562,EC,38,G02562,EC,38,COM,7/12/1999,,NO,NO,NO,,NO,,NO,
-1441,A,427034003900,A004,0,0,2451,GOM Shelf LLC,G03465,MI,686,G03465,MI,686,TA,11/20/2004,,NO,NO,NO,,NO,,NO,
-6538,A,427114057801,B002,1,0,491,"EP Energy Management, L.L.C.",G03378,HI,A310,G03378,HI,A310,PA,6/25/2005,"Pulled 13 3/8"" and 26"" 25' BML.

Platform has been reefed.",NO,NO,NO,,NO,,NO,
-5301,A,177044107200,001,0,0,2899,Talos ERT LLC,G21583,EC,298,G21583,EC,298,PA,6/24/2005,"Remington drilled a 17.5"" hole to 5355'MD/4540'TVD. While running 13-3/8"" csg stuck pipe & cmt'd in place @ 4375'MD/3852'TVD. Set open-hole plug f/4834'-4248'. Rec'd MMS approval to PB 17.5"" open-hole & drill 12.5"" by-pass hole to original BHL. PB-BP verbal approval granted by Dave Moore, MMS Lake Charles District @1451 hrs on 06-20-05.",,,YES,,NO,,NO,
-5342,A,608174106700,SS001,0,0,730,Walter Oil & Gas Corporation,G21163,MC,161,G21163,MC,161,ST,7/4/2005,,,,YES,,,,,
-5346,C,177104061300,A003,0,0,3670,"White Fleet Operating, LLC",G02910,EI,327,G02910,EI,327,COM,4/4/1979,,NO,NO,NO,,NO,,NO,
-6204,O,177044103300,A007,0,0,2409,"Maritech Resources, Inc.",G10638,EC,328,G10638,EC,328,COM,11/4/2001,Modified existing HB-4 perforations.,,,YES,,,,,
-5382,C,427024027701,A001,1,0,3026,"Talos Energy Ventures, LLC",G20605,MU,726,G20605,MU,726,COM,7/8/2005,,NO,YES,NO,,NO,,NO,
-5384,A,177244073400,BA010,0,0,3481,"Cantium, LLC",G01313,MP,142,G01316,MP,299,TA,6/26/2005,,NO,NO,NO,,NO,,NO,
-5405,A,177192002300,S012,0,0,2451,GOM Shelf LLC,G01497,WD,95,G01497,WD,95,ST,3/30/2005,,NO,NO,NO,,NO,,NO,
-5441,C,177104022100,B014,0,0,3209,"Renaissance Offshore, LLC",G02116,EI,331,G02116,EI,331,COM,1/23/1976,,NO,NO,NO,,NO,,NO,
-5470,A,177054079500,AJ006,0,0,2237,"Noble Energy, Inc.",G04794,VR,167,G04794,VR,167,TA,6/23/2005,,NO,NO,NO,,NO,,NO,
-5762,A,427124012000,001,0,0,2421,"Devon Energy Production Co., L.P.",G21304,MU,A110,G21304,MU,A110,BP,5/30/2005,Bypassed unstable hole.,,,YES,,,,,
-5475,C,177054047700,003,0,0,78,Chevron U.S.A. Inc.,G02868,VR,31,G02868,VR,31,COM,2/6/1982,Completed in the T-1A Sand effective 07/26/2005.,NO,NO,NO,,NO,,NO,
-5561,C,177114147200,N003,0,0,3407,"Array Petroleum, LLC", 00827,SS,209, 00827,SS,209,COM,8/22/2005,,NO,NO,NO,,,,,
-5480,W,177054119300,A012,0,0,2899,Talos ERT LLC,G01130,VR,171,G01130,VR,171,COM,3/4/2004,,,,YES,,,,,
-5482,C,177124056300,H002,0,0,3035,Fieldwood Energy Offshore LLC,G01030,SS,249,G01027,SS,246,COM,8/11/1996,,NO,NO,NO,,NO,,NO,
-2164,A,608184005100,001,0,0,981,Anadarko Petroleum Corporation,G18556,AT,305,G18556,AT,305,PA,6/15/2005,The correct WD for AT 305 001 is 8621' as shown on the attached final schematic.  ,,,YES,,NO,CS,NO,15.0
-5563,C,177224018901,A004,1,0,2628,"Arena Offshore, LP",G05052,SP,83,G05052,SP,83,COM,5/25/1998,Zone change operations to the PL-9-1 Sand.,NO,NO,NO,,NO,,NO,
-5768,W,177104014601,A008,2,0,2628,"Arena Offshore, LP",G02118,EI,338,G02118,EI,338,COM,5/16/2005,,NO,NO,NO,,NO,,NO,
-5570,C,177244085100,DA009,0,0,3481,"Cantium, LLC",G01316,MP,299,G01316,MP,299,COM,2/11/2000,,NO,NO,NO,,NO,,NO,
-5601,C,177024106500,B001,0,0,3151,"Cox Operating, L.L.C.",G03520,WC,498,G03520,WC,498,COM,10/27/1997,Changed zones in LS from BN-2 Sand to BN-1 Sand (8250'-8300'),,,YES,,,,,
-6205,C,177054119502,A003,2,0,2851,"Apache Shelf, Inc.",G03393,VR,102,G03393,VR,102,COM,8/18/2005,,NO,YES,NO,,,,,
-5770,A,177064045000,B008,0,0,2589,"Merit Energy Company, LLC",G02278,VR,386,G02278,VR,386,TA,9/16/2005,,NO,NO,NO,,NO,,NO,
-5771,A,177064059400,B012,0,0,2589,"Merit Energy Company, LLC",G02278,VR,386,G02278,VR,386,TA,5/2/1987,,NO,NO,NO,,NO,,NO,
-5772,A,177194036301,D034,1,0,1284,"W & T Offshore, Inc.",G01083,WD,73,G01083,WD,73,TA,7/13/2005,,NO,NO,NO,,YES,,NO,
-5773,A,427084007901,A003,1,0,276,Exxon Mobil Corporation,G03237,HI,193,G03237,HI,193,TA,6/27/2005,Intent was to recomplete; unsuccessful.  ,NO,NO,NO,,NO,,NO,
-5774,A,427084056901,B001,1,0,2871,"Rooster Petroleum, LLC",G18936,HI,115,G18936,HI,115,BP,7/29/2005,Set plug to control lost circulation of well and inadvertenly bypassed and abandoned.,,,YES,,,,,
-5883,A,427034037100,C004,0,0,2451,GOM Shelf LLC,G03087,MI,620,G03087,MI,620,PA,6/23/2005,,NO,NO,NO,,NO,,NO,
-6495,C,177074074603,CD001,2,0,3247,Talos Energy Offshore LLC,G02316,SM,288,G02316,SM,288,COM,3/19/2004,Changed zones to the 17500 Sand effective 07/31/2005.,,,YES,,,,,
-6073,C,608074027002,002,2,0,59,Hess Corporation,G17307,GB,201,G15852,GB,200,COM,9/5/2005,,YES,YES,NO,24.0,,,,
-5988,C,608074005501,A002,1,0,78,Chevron U.S.A. Inc.,G06358,GB,189,G06358,GB,189,COM,11/29/1998,Modified perforations.,NO,NO,NO,,NO,,NO,
-6208,A,177004046700,B002,0,0,48,Sabine Oil & Gas Corporation,G02832,WC,205,G02832,WC,205,TA,7/30/2005,,NO,NO,NO,,NO,,NO,
-6209,A,177004048000,B003,0,1,48,Sabine Oil & Gas Corporation,G02832,WC,205,G02832,WC,205,TA,10/20/1982,,NO,NO,NO,,NO,,NO,
-6210,A,177004050100,B004,0,0,48,Sabine Oil & Gas Corporation,G02832,WC,205,G02832,WC,205,TA,7/30/2005,,NO,NO,NO,,NO,,NO,
-6211,A,177004052800,B006,0,0,48,Sabine Oil & Gas Corporation,G02832,WC,205,G02832,WC,205,TA,4/10/1991,,NO,NO,NO,,YES,,NO,
-6212,A,177004104200,B007,0,0,48,Sabine Oil & Gas Corporation,G02832,WC,205,G02832,WC,205,TA,7/30/2005,,NO,NO,NO,,YES,,NO,
-6539,A,427114058000,B003,0,0,491,"EP Energy Management, L.L.C.",G03378,HI,A310,G03378,HI,A310,PA,6/25/2005,"Confirmed that casings had been pulled.

Platform has been reefed.",NO,NO,NO,,NO,,NO,
-6558,A,427114058301,B005,1,0,3035,Fieldwood Energy Offshore LLC,G02735,HI,A309,G03378,HI,A310,PA,6/25/2005,"Pulled 10 3/4"", 16"" and 26"" casings from 35' BML.

Platform reefed.  Final report 07-01-05.",NO,NO,NO,,NO,,NO,
-6562,A,427114071000,B009,0,0,491,"EP Energy Management, L.L.C.",G03378,HI,A310,G03378,HI,A310,PA,6/25/2005,"Pulled the 10 3/4"", 16"" abd 26"" casings which were cut at 35' BML previously.

Platform has been reefed.  Final report 07-01-05.",NO,NO,NO,,NO,,NO,
-5347,A,608184005700,001,0,0,2481,BP Exploration & Production Inc.,G16910,AT,398,G16910,AT,398,ST,8/23/2005,,,,YES,,,,,
-5321,C,177204010500,G024,0,0,2738,"Anglo-Suisse Offshore Partners, LLC",G01101,WD,117,G01101,WD,117,COM,11/22/1985,,NO,NO,NO,,NO,,NO,
-5421,C,177184002003,B005,3,0,3295,Fieldwood Energy LLC,G02163,GI,94,G02163,GI,94,COM,7/23/2005,,NO,NO,NO,,,,,
-5465,A,177154118200,W007,0,0,2628,"Arena Offshore, LP", 00461,ST,134, 00461,ST,134,TA,6/26/2005,,,,YES,,NO,,NO,
-5483,C,177114067700,E001,0,0,3407,"Array Petroleum, LLC",G01019,SS,182,G01019,SS,182,COM,9/29/1983,Change zones to the D-1 Sand.,NO,NO,NO,,NO,,NO,
-5484,C,177094075301,H017,1,0,2628,"Arena Offshore, LP",G00983,EI,252,G00982,EI,238,COM,6/24/2003,Change zones to the D-1 Sand effective 06/25/2005.,,,YES,,,,,
-5623,A,177104017301,A010,1,0,2628,"Arena Offshore, LP",G02118,EI,338,G02118,EI,338,ST,7/16/2005,,NO,NO,NO,,NO,,NO,
-5624,C,177154067503,X002,2,1,2628,"Arena Offshore, LP", 00498,ST,128, 00498,ST,128,COM,7/7/2003,,,,YES,,,,,
-5741,A,177054052200,048,0,1,2851,"Apache Shelf, Inc.", 00297,VR,26, 00297,VR,26,TA,6/24/2005,,NO,NO,NO,,NO,,NO,
-8375,A,177124001200,D005,0,0,3035,Fieldwood Energy Offshore LLC,G01031,SS,253,G01031,SS,253,TA,11/27/2005,"10/24/05 - Approval given to reperforate tubing higher @ 5175'for a plug from 4875'- 5175' in the SS and annulus.  SS was perforated 2x @ 6000' for a balanced plug from 5700' - 6000'.  Could barely circulate 1/2 bbl per minute @ 3000 psi.  

10/28/05 - Both tubing strings have leak near safety valve.  Approval to perforate both strings above obstruction in LS & circulate 300' balanced plug in both tubings & annulus, cut tubings @ 1000' and set casing x casing plug.

11/23/05 - Approval to set CIBP in 7-5/8"" casing @ 590' for a 290' cement plug on top & not remove any of the production casing at this time. ",NO,NO,NO,,NO,,NO,
-9862,O,177254081600,B022,0,0,3650,Greyhound Energy LLC,G04909,MP,64,G04909,MP,64,ST,12/2/2005,"Main Pass Block 64, OCS-G 04909, Well #022 drilled to total depth of 7281-ft MD/4923-ft TVD. TD on 11-26-05. Received, on 11-28-05, MMS approval to plug-back wellbore for sidetrack operations.",,,YES,,NO,,NO,
-11583,A,177110064200,A001,0,0,3295,Fieldwood Energy LLC,G01523,SS,207,G01523,SS,207,PA,12/30/2005,,NO,NO,NO,,NO,,NO,
-11801,C,177104011100,C001,0,0,2628,"Arena Offshore, LP",G02115,EI,330,G02115,EI,330,COM,1/16/2006,,NO,NO,NO,,NO,,NO,
-8155,C,177094058001,I006,1,0,2628,"Arena Offshore, LP",G00983,EI,252,G00983,EI,252,COM,3/29/1997,Changed zones to the C-15 Sand effective 12/06/2005.,NO,NO,NO,,NO,,NO,
-7686,A,608154013400,002,0,0,2392,"Triangle Oil & Gas, Inc.",G10920,MO,819,G10920,MO,819,TA,9/5/2005,"NOTE: MMS has granted Triangle a time extension through May 31, 2006 to complete the balance of the P&A and site clearance operations.

Additionally, there is approximately 36? of 20? drive pipe laying flat on the seafloor. The drive pipe was bent over at the mudline as a result of Hurricane Katrina storm damage.  This will be removed at a later date.",,,YES,,NO,CS,YES,2.0
-11845,W,608174097300,A004,0,0,2782,Eni US Operating Co. Inc.,G19996,MC,773,G19996,MC,773,COM,10/29/2004,,NO,NO,NO,,,,,
-11901,A,177034008000,A002,0,0,1764,"Energy Resource Technology, Inc.",G02562,EC,38,G02562,EC,38,PA,12/31/2005,,NO,NO,NO,,NO,,NO,
-12122,A,177104006100,F002,0,0,3165,Apache Deepwater LLC,G01981,EI,314,G01981,EI,314,TA,4/10/2006,,NO,NO,NO,,YES,CS,NO,12.0
-12123,A,177104007600,F004,0,0,3165,Apache Deepwater LLC,G01981,EI,314,G01981,EI,314,TA,4/8/2006,,NO,NO,NO,,YES,CS,NO,11.0
-12146,O,177034054400,F002,0,0,1764,"Energy Resource Technology, Inc.",G02038,EC,231,G02038,EC,231,PA,4/17/2003,"Cut and pulled 7"" casing from previously abandoned well.",NO,NO,NO,,NO,,NO,
-12505,A,177004046700,B002,0,0,48,Sabine Oil & Gas Corporation,G02832,WC,205,G02832,WC,205,PA,1/18/2006,,NO,NO,NO,,NO,,NO,
-12507,A,177004050100,B004,0,0,48,Sabine Oil & Gas Corporation,G02832,WC,205,G02832,WC,205,PA,1/18/2006,,NO,NO,NO,,NO,,NO,
-12247,A,177074087100,004,0,0,1978,"Helis Oil & Gas Company, L.L.C.",G02598,SM,252,G02598,SM,252,PA,2/7/2006,,,,YES,,NO,,NO,
