SN_EOR,BOTM_LONGITUDE,BOTM_LATITUDE,BH_TOTAL_MD,WELL_BORE_TVD,WELL_BP_ST_KICKOFF_MD
-117977,-91.58227072,28.48842149,14713,13376,
-145972,-91.58227072,28.48842149,14713,13376,
-173087,-91.58227072,28.48842149,14713,13376,
-172189,-91.58227072,28.48842149,14713,13376,
-199759,-91.58227072,28.48842149,14713,13376,
-134969,-91.38200334,28.48211594,11041,7782,
-33729,-91.36891773,28.46090466,11943,9420,
-137118,-91.36891773,28.46090466,11943,9420,
-131687,-91.36090093,28.48976363,9144,7767,
-128023,-91.36090093,28.48976363,9144,7767,
-174287,-91.36090093,28.48976363,9144,7767,
-13265,-91.34097023,28.47538745,11902,10615,
-116885,-91.79404817,28.45915447,6952,6168,
-30009,-91.56927938,28.35026881,8500,7854,
-136841,-91.56927938,28.35026881,8500,7854,
-145969,-91.56927938,28.35026881,8500,7854,
-110300,-91.55169678,28.34286784,13277,12019,
-113937,-91.53904185,28.33614896,10120,9593,
-30653,-91.53703265,28.29942411,12000,11692,
-105012,-91.53703265,28.29942411,12000,11692,
-121347,-91.46150491,28.23695805,4933,3505,
-111908,-91.46150491,28.23695805,4933,3505,
-47489,-91.53675119,28.21596873,11814,11008,
-79204,-91.53675119,28.21596873,11814,11008,
-73849,-91.53597562,28.21481174,7590,6498,
-107442,-91.7406997,28.25753329,8482,8482,
-147073,-91.75095762,28.25822339,9584,8667,
-180128,-91.74680645,28.25254975,7850,7642,
-199866,-91.74680645,28.25254975,7850,7642,
-202237,-91.74680645,28.25254975,7850,7642,
-132685,-91.7383585,28.25385324,10636,8094,9736.0
-43001,-91.69403368,28.24486023,7932,7240,
-42999,-91.69918204,28.2345443,8744,8501,
-110755,-91.69519697,28.24275844,7600,7280,
-97734,-91.69403346,28.22306662,11334,11334,
-4645,-91.6831793,28.22009429,8042,7596,
-5128,-91.6831793,28.22009429,8042,7596,
-106883,-91.6831793,28.22009429,8042,7596,
-106885,-91.68296183,28.22167629,7585,7253,
-130367,-91.66125562,28.24940938,8826,7200,
-158675,-91.75136324,28.25003977,8946,7958,
-55199,-91.65739548,28.10071567,8960,4452,
-33607,-91.65466719,28.11351487,5485,5297,
-114870,-91.65334288,28.10899121,5950,5014,
-171228,-91.65514505,28.11029233,7925,5118,1770.0
-118044,-91.6661744,28.13599819,7136,7121,
-110868,-91.76415344,28.03286176,7283,7281,
-116362,-91.76415344,28.03286176,7283,7281,
-110883,-91.76515071,28.02744434,5685,5099,
-116370,-91.76515071,28.02744434,5685,5099,
-102199,-91.53644098,28.09130332,11983,6302,
-116969,-91.53644098,28.09130332,11983,6302,
-108263,-91.47558639,28.0813333,11512,8128,8768.0
-109931,-91.47558639,28.0813333,11512,8128,8768.0
-107935,-91.49407246,28.05734247,5950,4400,
-109693,-91.49407246,28.05734247,5950,4400,
-107605,-91.47350161,28.0750233,10288,8001,
-109698,-91.47350161,28.0750233,10288,8001,
-89558,-89.96749555,28.66205329,14775,14603,
-20423,-89.96024627,28.68769321,10200,9981,
-56057,-89.96024627,28.68769321,10200,9981,
-43459,-89.96024627,28.68769321,10200,9981,
-111506,-94.91653646,28.97595978,9900,8897,
-134795,-94.91653646,28.97595978,9900,8897,
-196855,-94.7549733,29.00975691,13200,11928,
-26575,-94.95992105,28.94116185,11000,11000,
-32973,-94.95992105,28.94116185,11000,11000,
-116183,-93.30903387,27.77843001,9195,9189,
-160693,-93.30903387,27.77843001,9195,9189,
-173720,-93.30903387,27.77843001,9195,9189,
-130707,-93.31688027,27.77077544,8328,6866,
-157613,-93.31688027,27.77077544,8328,6866,
-173751,-93.31688027,27.77077544,8328,6866,
-45705,-93.13833398,27.74276393,8900,4638,
-106801,-93.13833398,27.74276393,8900,4662,4929.0
-105393,-93.13833398,27.74276393,8900,4662,4929.0
-45707,-93.12674009,27.76450301,7282,5106,
-106797,-93.12674009,27.76450301,7282,5106,
-105394,-93.12674009,27.76450301,7282,5106,
-34587,-92.43120129,27.55459354,17282,15588,
-47406,-92.43120129,27.55459354,17282,15588,
-37999,-91.64417128,27.93411075,9198,7518,
-110103,-91.64417128,27.93411075,9198,7518,
-114890,-91.64417128,27.93411075,9198,7518,
-115026,-91.64417128,27.93411075,9198,7518,
-111549,-90.98980267,27.92794936,15121,15022,
-107433,-90.98980267,27.92794936,15121,15022,
-179633,-91.02072155,27.9528028,13865,12998,
-185573,-91.02072155,27.9528028,13865,12998,
-93091,-91.0179355,27.93717537,14787,12805,
-119053,-91.0179355,27.93717537,14787,12805,
-140678,-91.0179355,27.93717537,14787,12805,
-202608,-91.0179355,27.93717537,14787,12786,8943.0
-119872,-90.02699833,29.11868852,8713,8046,4234.0
-125169,-89.84852623,29.01434178,14308,13689,
-91985,-89.83158665,28.97913636,9642,8647,
-82192,-89.83158665,28.97913636,9642,8647,
-122130,-89.83158665,28.97913636,9642,8647,
-36914,-89.83557457,28.96432848,7692,7606,
-75143,-89.83557457,28.96432848,7692,7606,
-110999,-89.83557457,28.96432848,7692,7606,
-93230,-89.83557457,28.96432848,7692,7606,
-15591,-89.81553171,28.9428357,14100,13669,
-86110,-89.81553171,28.9428357,14100,13669,
-15216,-89.80637609,28.95000292,8925,8597,
-86147,-89.80637609,28.95000292,8925,8597,
-25887,-89.83028495,28.95914636,10521,9694,
-75144,-89.83028495,28.95914636,10521,9694,
-55757,-89.83028495,28.95914636,10521,9694,
-110998,-89.83028495,28.95914636,10521,9694,
-93229,-89.83028495,28.95914636,10521,9694,
-139036,-89.81685526,28.95156215,10718,10407,
-181130,-89.81685526,28.95156215,10718,10407,
-3425,-89.81242812,28.98548438,9190,7903,
-97803,-89.81242812,28.98548438,9190,7903,
-120717,-89.81242812,28.98548438,9190,7903,
-53830,-89.77384051,28.93585111,9814,9365,
-995,-89.77467724,28.93227392,13741,13186,
-2059,-89.77467724,28.93227392,13741,13186,
-129614,-89.77467724,28.93227392,13741,13189,4670.0
-131458,-89.77467724,28.93227392,13741,13189,4670.0
-94728,-89.77283264,28.92756206,12120,11520,
-88034,-89.75647602,28.9391358,11876,11607,
-115742,-94.44624236,27.40833383,15880,13660,
-78338,-93.9256517,28.26540378,7632,2931,
-120185,-93.9256517,28.26540378,7632,2931,
-147738,-90.45835173,28.47606483,11004,8558,
-160413,-90.45835173,28.47606483,11004,8558,
-162295,-90.45835173,28.47606483,11004,8558,
-138671,-92.19158919,29.4439612,11872,11310,
-88615,-93.69770634,29.66542289,14314,13295,
-116755,-93.69770634,29.66542289,14314,13295,
-114156,-93.69770634,29.66542289,14314,13295,
-2457,-90.41674062,28.92942056,13616,13421,
-112653,-90.41674062,28.92942056,13616,13421,
-155545,-90.41674062,28.92942056,13616,13421,6872.0
-65550,-92.01540941,28.21892992,11487,10660,
-117248,-92.01540941,28.21892992,11487,10633,
-157029,-92.01540941,28.21892992,11487,10633,
-178969,-92.01540941,28.21892992,11487,10633,
-202995,-92.01540941,28.21892992,11487,10659,10377.0
-119596,-94.13624739,28.18271365,9625,8022,
-115819,-94.13624739,28.18271365,9625,8022,
-195858,-89.40134045,28.83784095,8940,7853,7755.0
-45545,-91.72058234,27.83437109,7600,7600,
-118337,-90.02356251,29.11488856,7387,7186,
-145128,-90.02356251,29.11488856,7387,7186,
-113998,-88.77814476,29.25661307,8305,7448,
-197820,-88.77814476,29.25661307,8305,7449,3492.0
-201496,-88.77814476,29.25661307,8305,7449,3492.0
-19479,-93.2217196,28.31800931,11200,10460,
-23375,-93.2217196,28.31800931,11200,10460,
-114490,-93.2217196,28.31800931,11200,10460,
-59753,-94.74294545,27.52661235,7638,7100,
-111650,-94.74294545,27.52661235,7638,7098,
-114021,-94.74294545,27.52661235,7638,7098,
-178486,-89.58070994,28.8573753,13802,11690,
-108375,-92.5535616,29.46962932,7550,7240,
-172196,-92.5535616,29.46962932,7550,7240,4626.0
-72538,-94.46347468,27.35146902,15890,12959,
-120522,-90.95746719,28.94987353,9724,9300,
-110558,-90.21402463,28.7841367,4315,4314,
-130077,-90.21402463,28.7841367,4315,4314,
-158375,-90.21402463,28.7841367,4315,4314,
-173847,-90.21402463,28.7841367,4315,4314,
-182315,-90.21402463,28.7841367,4315,4314,
-4145,-89.48066913,28.8556977,14121,4891,
-11861,-89.48066913,28.8556977,14121,4891,
-61638,-89.48066913,28.8556977,14121,4891,
-3723,-88.96161763,29.45911391,10223,7906,
-130243,-88.96161763,29.45911391,10223,7906,
-173571,-88.77727712,29.26987331,6770,5817,2148.0
-107429,-91.39726925,28.32067954,10694,9961,
-100890,-91.39726925,28.32067954,10694,9961,
-144747,-90.15772171,29.02786329,8025,7656,
-5892,-96.45526814,28.03873262,13168,13001,
-6578,-89.05964793,29.43238825,7286,6646,
-21450,-89.05964793,29.43238825,7286,6646,
-106477,-89.05964793,29.43238825,7286,6646,
-117778,-89.99430166,29.10028116,7462,7434,
-143061,-89.99430166,29.10028116,7462,7434,
-165493,-89.99430166,29.10028116,7462,7434,
-107651,-91.70646603,28.44786211,10300,10298,
-128155,-91.70646603,28.44786211,10300,10298,
-48750,-89.57168311,28.84055273,5720,5155,
-3730,-87.99944303,28.64124391,15050,14656,
-163402,-87.99944303,28.64124391,15050,14656,
-115971,-93.92827702,28.1063024,7640,4267,
-126341,-93.92827702,28.1063024,7640,4267,
-120444,-90.61261287,28.21365138,12614,12613,
-115296,-90.61261287,28.21365138,12614,12613,
-126733,-90.61261287,28.21365138,12614,12613,
-100233,-88.58399017,29.21621381,7719,7680,
-113225,-88.58399017,29.21621381,7719,7680,
-92809,-92.01052185,28.23715801,8056,5639,
-127042,-92.01052185,28.23715801,8056,5639,
-135474,-92.01052185,28.23715801,8056,5639,
-155551,-92.01052185,28.23715801,8056,5639,
-88455,-93.09866318,28.71696561,8849,5949,
-51080,-93.09866318,28.71696561,8849,5949,
-113215,-93.09866318,28.71696561,8849,5949,
-137687,-93.09866318,28.71696561,8849,5949,
-5341,-88.74184949,28.20397898,13836,12986,
-112738,-88.74184949,28.20397898,13836,12986,
-151395,-88.74184949,28.20397898,13836,12987,
-163089,-88.74184949,28.20397898,13836,12987,
-193173,-90.4737184,28.92625345,12016,11168,
-183054,-90.4737184,28.92625345,12016,11168,
-185593,-90.4737184,28.92625345,12016,11168,
-199626,-90.4737184,28.92625345,12016,11168,
-132928,-91.86922348,29.01156333,17650,16512,
-128573,-91.86922348,29.01156333,17650,16512,
-132925,-91.85408875,29.00856201,16600,14533,
-132277,-91.85408875,29.00856201,16600,14533,
-172470,-91.85408875,29.00856201,16600,14533,
-203519,-90.80215639,28.56674661,14414,14208,11700.0
-2670,-89.27048569,28.67366972,15700,15670,
-139951,-93.18857359,28.45598276,10580,9611,
-106954,-93.56410021,29.40950962,7833,6480,
-109687,-89.71660524,28.93790383,9790,8297,
-139219,-89.71660524,28.93790383,9790,8297,7480.0
-145480,-90.14694327,29.03985361,8677,7320,
-30473,-90.71168817,28.95790099,12780,12726,
-198557,-90.71168817,28.95790099,12780,12726,11020.0
-197115,-90.71168817,28.95790099,12780,12726,11020.0
-50173,-88.09144005,29.63691411,15250,15247,
-199361,-88.09144005,29.63691411,15250,15247,
-198801,-88.09144005,29.63691411,15250,15247,
-146314,-90.42916589,28.46462281,10729,8913,
-153484,-90.42916589,28.46462281,10729,8913,
-196395,-94.54108904,29.11864726,10630,7551,
-196923,-94.54108904,29.11864726,10630,7551,
-50295,-88.25103879,29.33345721,13800,12770,
-64367,-88.25103879,29.33345721,13800,12770,
-110901,-88.25103879,29.33345721,13800,12770,
-109688,-88.25103879,29.33345721,13800,12770,
-131942,-88.25103879,29.33345721,13800,12770,
-122264,-88.25103879,29.33345721,13800,12770,
-171109,-88.25103879,29.33345721,13800,12770,
-178951,-88.25103879,29.33345721,13800,12770,8595.0
-200084,-88.25103879,29.33345721,13800,12770,8595.0
-1182,-91.4807687,28.96660934,12205,11975,
-139140,-91.4807687,28.96660934,12205,11975,
-175488,-91.4807687,28.96660934,12205,11975,
-196747,-91.4807687,28.96660934,12205,11975,4698.0
-179649,-91.4807687,28.96660934,12205,11975,
-199881,-91.4807687,28.96660934,12205,11975,4698.0
-598,-92.5359035,29.46635566,8237,7800,
-107421,-92.5359035,29.46635566,8237,7800,
-98214,-92.5359035,29.46635566,8237,7800,
-162598,-90.17332938,29.0229329,8153,7657,6378.0
-178273,-90.17332938,29.0229329,8005,7549,6378.0
-202304,-90.17332938,29.0229329,8005,7549,6378.0
-95429,-94.44966961,27.3975684,13060,12830,
-99538,-89.09613984,28.13887152,20430,18672,
-175708,-89.09613984,28.13887152,20430,18673,15030.0
-110433,-92.80778659,29.51121867,14910,12724,
-120718,-92.80778659,29.51121867,14910,12724,
-157793,-92.80778659,29.51121867,14910,12724,
-164305,-92.80778659,29.51121867,14910,12724,
-118132,-95.57865353,27.34163411,10285,8655,
-58348,-92.87705757,28.01631573,8600,6253,
-112347,-92.87705757,28.01631573,8600,6253,
-113933,-92.87705757,28.01631573,8600,6253,
-89719,-88.58170422,29.22077787,7665,7300,
-100232,-88.58170422,29.22077787,7665,7300,
-113230,-88.58170422,29.22077787,7665,7300,
-57199,-92.60107539,28.70433612,11136,11112,
-115168,-89.57412939,28.8429599,17217,13435,
-118103,-89.57412939,28.8429599,17217,13435,
-181828,-88.77762973,29.27653786,6115,4709,
-202999,-88.77762973,29.27653786,6115,4709,
-106249,-92.34931697,29.47994959,9525,8226,
-137815,-92.34931697,29.47994959,9525,8226,
-145141,-92.34931697,29.47994959,9525,8226,
-4390,-92.34354883,29.48164939,11269,10200,
-18520,-92.34354883,29.48164939,11269,10200,
-138245,-92.34354883,29.48164939,11269,10200,
-145137,-92.34354883,29.48164939,11269,10200,
-77274,-94.17276005,28.35587586,10975,8504,
-116936,-94.17276005,28.35587586,10975,8504,
-135636,-94.17276005,28.35587586,10975,8504,
-118228,-90.6157583,28.8195572,16471,13044,
-124479,-90.6157583,28.8195572,16471,13044,5359.0
-22034,-91.06577912,28.05613442,18813,18380,
-71286,-91.06577912,28.05613442,18813,18380,600.0
-113911,-91.06577912,28.05613442,18813,18380,600.0
-119384,-91.06577912,28.05613442,18813,18380,600.0
-62841,-90.35152832,28.94640115,13380,11582,
-157875,-96.69821988,27.29379229,12502,12297,11744.0
-174227,-96.69821988,27.29379229,12502,12297,11744.0
-173692,-88.05979228,28.85890782,15205,14155,
-174768,-88.05979228,28.85890782,15205,14155,
-180947,-88.05979228,28.85890782,15205,14155,
-176927,-88.05979228,28.85890782,15205,14155,
-179749,-88.05979228,28.85890782,15205,14155,
-155922,-94.18512216,28.24146557,9672,8020,
-173080,-94.18512216,28.24146557,9672,8020,
-182208,-94.18512216,28.24146557,9672,8023,
-197346,-94.18512216,28.24146557,9672,8023,
-191896,-94.18512216,28.24146557,9672,8023,
-175858,-88.77915867,29.27144933,8783,7436,2768.0
-128701,-91.05605081,28.62158862,12248,11017,
-177846,-88.06345985,28.86906991,14825,14248,
-180070,-88.06345985,28.86906991,14825,14248,
-140654,-92.28951725,29.08388434,14240,12728,
-96372,-92.22345385,27.20462286,19368,16718,16260.0
-129554,-92.22345385,27.20462286,19368,16718,16260.0
-53889,-91.50042364,28.53482647,5752,5236,1613.0
-180270,-91.50042364,28.53482647,5752,5236,1613.0
-27964,-95.63630083,28.03056072,12490,8014,
-63143,-95.63630083,28.03056072,12490,8014,
-112264,-95.63630083,28.03056072,12490,8014,
-105777,-91.39428005,28.91335212,17262,17072,14270.0
-112795,-91.39428005,28.91335212,17262,17072,14270.0
-83251,-89.15306155,28.64601761,11768,8815,9581.0
-119104,-89.15306155,28.64601761,11768,8814,9581.0
-131337,-89.15306155,28.64601761,11768,8814,9581.0
-139305,-89.15306155,28.64601761,11768,8814,9581.0
-183007,-89.15306155,28.64601761,11768,8814,9581.0
-176480,-89.15306155,28.64601761,11768,8814,9581.0
-63405,-93.51327214,29.00249961,8225,5675,
-105940,-93.51327214,29.00249961,8225,5675,
-78402,-92.72049685,28.20236009,5878,5458,
-62842,-92.72049685,28.20236009,5878,5458,
-157940,-89.03303297,28.77700881,16103,12290,
-155803,-89.03303297,28.77700881,16103,12290,
-174000,-89.03303297,28.77700881,16103,12290,11072.0
-188613,-89.03303297,28.77700881,16103,12290,11072.0
-301,-92.07513254,28.88637945,9411,8630,2522.0
-31487,-92.07513254,28.88637945,9411,8630,2522.0
-41498,-92.07513254,28.88637945,9411,8630,2522.0
-107263,-92.07513254,28.88637945,9411,8630,2522.0
-124614,-92.07513254,28.88637945,9411,8630,2522.0
-43442,-92.49170577,29.11946171,9634,7520,
-164319,-92.49170577,29.11946171,9634,7520,
-166032,-92.49170577,29.11946171,9634,7520,
-114695,-93.06033107,29.29449271,9220,9025,
-133505,-93.06033107,29.29449271,9220,9025,
-137307,-93.06033107,29.29449271,9220,9025,
-28044,-93.31023881,28.7032444,8455,5845,
-111474,-93.31023881,28.7032444,8455,5845,
-116794,-93.31023881,28.7032444,8455,5845,
-26618,-90.18107613,28.93758867,16163,16097,
-15572,-96.54045014,27.95696322,11822,9504,
-159269,-96.54045014,27.95696322,11822,9504,
-116871,-90.53533502,28.83339145,18496,16821,15820.0
-114205,-90.53533502,28.83339145,18496,16821,15820.0
-139058,-90.53533502,28.83339145,18496,16821,15820.0
-140193,-90.53533502,28.83339145,18496,16821,15820.0
-136248,-90.61988647,28.59180469,17935,17280,
-110684,-90.93715135,28.8380696,13700,11823,
-113580,-90.93715135,28.8380696,13700,11823,
-120293,-90.93715135,28.8380696,13700,11823,
-127720,-90.93715135,28.8380696,13700,11823,
-131765,-90.93715135,28.8380696,13700,11823,
-158835,-90.93715135,28.8380696,13700,11823,
-148384,-90.93715135,28.8380696,13700,11823,
-84123,-92.91899082,29.45030466,7850,7850,
-103384,-92.91899082,29.45030466,7850,7850,
-119538,-94.05299535,28.08198659,4309,2202,
-136724,-94.05299535,28.08198659,4309,2202,
-1533,-92.17717638,28.89747554,12038,9653,
-5480,-92.17717638,28.89747554,12038,9653,
-164839,-92.17717638,28.89747554,12038,9653,
-1810,-92.16568353,28.88589008,11075,7722,
-75969,-92.16568353,28.88589008,11075,7722,
-114712,-92.16568353,28.88589008,11075,7722,
-164837,-92.16568353,28.88589008,11075,7722,
-142381,-88.96268027,29.45730677,10653,6803,
-164457,-94.34521261,29.25578874,10608,9387,
-130182,-90.03042258,28.91402176,19427,17758,
-174587,-90.03042258,28.91402176,19427,17758,
-197652,-90.03042258,28.91402176,19427,17758,17255.0
-203617,-90.03042258,28.91402176,19427,17758,17255.0
-66756,-91.59425754,29.0001371,19638,19578,
-136900,-92.65538697,27.6242524,6593,5278,3414.0
-53347,-93.91581343,28.39118953,10304,8134,
-130527,-93.91581343,28.39118953,10304,8134,
-125332,-93.91581343,28.39118953,10304,8134,
-164058,-93.91581343,28.39118953,10304,8134,
-165414,-93.91581343,28.39118953,10304,8134,
-119204,-88.74330608,29.27078009,8770,7320,4969.0
-196474,-89.84884042,29.01318669,13496,13044,3750.0
-107128,-90.7598938,28.37545909,14484,12851,5475.0
-109333,-90.7598938,28.37545909,14484,12851,5475.0
-113716,-90.7598938,28.37545909,14484,12851,5475.0
-105972,-88.97348989,29.39835464,7541,5903,2998.0
-112798,-88.97348989,29.39835464,7541,5903,2998.0
-156951,-88.97348989,29.39835464,7541,5903,2998.0
-31206,-91.0255351,28.55955914,14775,12524,3450.0
-68743,-89.96709724,28.65624008,11617,10773,
-66797,-90.1374578,28.38455608,8591,8531,5371.0
-46706,-90.1374578,28.38455608,8591,8531,5371.0
-173291,-93.28560128,29.50709675,9305,8311,
-176684,-93.28560128,29.50709675,9305,8311,
-199079,-93.28560128,29.50709675,9305,8311,
-200460,-93.28560128,29.50709675,9305,8311,
-12528,-94.4485625,28.10105103,9230,6147,8769.0
-111722,-94.4485625,28.10105103,9230,6147,8769.0
-97660,-89.6263104,28.99643239,15606,14494,13377.0
-168629,-89.6263104,28.99643239,15606,14494,13377.0
-164988,-89.6263104,28.99643239,15606,14494,13377.0
-106088,-90.52194465,28.5657664,9510,4636,
-53313,-91.23768292,28.7099215,5200,5200,
-119409,-91.23768292,28.7099215,5200,5200,
-175214,-91.23768292,28.7099215,5200,5200,
-172132,-91.23768292,28.7099215,5200,5200,
-60147,-88.70942006,30.00424344,6059,4740,
-51758,-88.70942006,30.00424344,6059,4740,
-157455,-90.13067875,29.02612896,11124,10824,9072.0
-152513,-90.13067875,29.02612896,11124,10824,9072.0
-27765,-91.76086089,28.79239601,12588,11913,8664.0
-67900,-91.39163881,28.91048296,16128,16000,
-112797,-91.39163881,28.91048296,16128,16000,
-126562,-91.39163881,28.91048296,16128,16000,
-21628,-91.88771706,28.54100305,14609,13223,
-113761,-92.57071795,28.32772379,7543,6336,1500.0
-118358,-92.57071795,28.32772379,7543,6336,1500.0
-118157,-92.57071795,28.32772379,7543,6336,1500.0
-19521,-91.54028047,29.09704853,15810,15632,8572.0
-93412,-93.3165849,29.60363507,22824,19362,11922.0
-197253,-93.3165849,29.60363507,22824,19362,11922.0
-559,-93.26718504,29.04049586,4510,4510,
-164359,-93.32084947,29.39971629,17100,14798,13948.0
-511,-91.44022376,29.25942227,18311,16400,
-764,-90.25447771,27.44507398,29874,28754,24720.0
-196287,-90.25447771,27.44507398,29874,28754,24784.0
-533,-89.30658857,28.00792174,29894,29520,
-411,-88.20492814,29.27386985,13804,13804,
-629,-90.43347968,28.93445712,15800,15798,
-110463,-90.43347968,28.93445712,15800,15800,
-149028,-90.43347968,28.93445712,15800,15800,
-175687,-90.43347968,28.93445712,15800,15800,
-171794,-90.43347968,28.93445712,15800,15800,
-173908,-90.43347968,28.93445712,15800,15800,
-167032,-90.43347968,28.93445712,15800,15800,
-179330,-90.43347968,28.93445712,15800,15800,
-183394,-90.43347968,28.93445712,15800,15800,
-10260,-92.38088338,29.29996508,11100,10131,
-23460,-92.38088338,29.29996508,11100,10131,
-150709,-92.38088338,29.29996508,11100,10131,1643.0
-170608,-92.38088338,29.29996508,11100,10131,1643.0
-183234,-92.38088338,29.29996508,11100,10131,1643.0
-180410,-92.38088338,29.29996508,11100,10131,1643.0
-61377,-94.61461426,29.12106789,12270,10500,
-200008,-94.61461426,29.12106789,12270,10500,
-200924,-94.61461426,29.12106789,12270,10500,
-415,-92.48245544,28.56349321,6928,3458,
-427,-92.48245544,28.56349321,7102,3550,
-3345,-92.48245544,28.56349321,6966,3469,
-88354,-92.48245544,28.56349321,6966,3478,3902.0
-110989,-92.48245544,28.56349321,6966,3478,3902.0
-111783,-92.48245544,28.56349321,6966,3478,3902.0
-1559,-94.5424674,27.83285522,6162,5162,
-567,-93.45774018,28.02748585,9537,8800,
-110840,-93.45774018,28.02748585,9528,8800,
-124390,-93.45774018,28.02748585,9528,8800,
-144929,-93.45774018,28.02748585,9528,8800,
-1619,-94.00287009,27.88289907,10571,7900,2040.0
-22112,-94.00287009,27.88289907,10571,7900,2040.0
-148821,-94.00287009,27.88289907,10571,7900,2040.0
-1735,-94.22866441,26.24648052,23847,23552,15620.0
-2064,-94.90916163,27.02462083,11140,10048,6544.0
-161325,-94.90916163,27.02462083,11140,10046,6544.0
-1736,-92.70189528,28.07200525,9900,9674,
-84523,-92.70189528,28.07200525,9900,9674,6358.0
-66395,-92.70189528,28.07200525,9900,9674,6358.0
-1878,-88.89877138,29.61720946,11801,11706,
-107893,-88.89877138,29.61720946,11801,11706,
-134008,-88.89877138,29.61720946,11801,11706,
-42658,-92.41457728,28.69114952,6702,6532,4170.0
-81732,-92.41457728,28.69114952,6702,6532,4170.0
-116313,-92.41457728,28.69114952,6702,6532,4170.0
-56377,-89.27948631,28.26975283,20527,18143,17433.0
-93977,-89.27948631,28.26975283,20527,18143,17433.0
-150689,-89.27948631,28.26975283,20527,18143,17433.0
-2904,-93.77680358,28.15050027,9735,5559,2603.0
-2437,-91.08123154,28.51631611,8180,6709,
-84183,-96.98144426,26.04142073,3167,1472,2197.0
-92427,-96.98144426,26.04142073,3167,1472,2197.0
-123773,-96.98144426,26.04142073,3167,1472,2197.0
-4011,-91.07241556,28.60553704,14483,12335,
-106779,-91.07241556,28.60553704,14483,12335,
-178015,-93.38197517,29.61636184,14730,14323,
-57118,-93.38066441,29.60913073,16900,15709,12450.0
-142500,-93.38066441,29.60913073,16900,15708,12450.0
-176167,-93.38066441,29.60913073,16900,15708,12450.0
-172441,-93.38066441,29.60913073,16900,15708,12450.0
-178013,-93.38066441,29.60913073,16900,15708,12450.0
-113555,-93.64008172,29.49877518,9733,9733,
-113554,-93.65460764,29.49605706,10318,9050,
-113053,-93.63081657,29.50180414,9330,9330,
-113657,-93.63081657,29.50180414,9330,9330,
-113156,-93.62774376,29.49159565,9680,9680,
-41158,-93.62259697,29.49015894,11528,9746,
-113052,-93.62259697,29.49015894,11528,9746,
-113658,-93.62259697,29.49015894,11528,9746,
-136137,-93.33260572,29.40095849,17500,17499,14911.0
-144026,-93.33260572,29.40095849,17500,17499,14911.0
-163904,-93.33260572,29.40095849,17500,17499,14911.0
-163875,-93.33229514,29.39326942,15253,14732,
-163905,-93.33339188,29.40551835,14870,14604,
-178629,-93.43699512,29.45289361,8808,6840,
-7185,-93.42155212,29.45431951,13551,13551,
-4920,-93.42155212,29.45431951,13551,13551,
-4243,-93.42742075,29.45079058,8250,7361,
-177295,-93.42742075,29.45079058,8250,7361,
-133935,-93.42789629,29.44121132,9365,9365,
-138156,-93.42789629,29.44121132,9365,9365,
-140693,-93.42789629,29.44121132,9365,9365,
-139018,-93.42789629,29.44121132,9365,9365,
-144468,-93.42789629,29.44121132,9365,9365,
-162849,-93.42789629,29.44121132,9365,9365,
-169975,-93.42789629,29.44121132,9365,9365,
-177963,-93.42789629,29.44121132,9365,9365,
-177961,-93.41484579,29.44474342,9850,8707,
-137933,-93.42751106,29.42998206,9850,8789,
-178373,-93.42751106,29.42998206,9850,8789,
-178607,-93.41382186,29.43574706,8955,7218,
-178595,-93.42444039,29.44189572,5250,5052,
-112616,-93.42797698,29.44115486,11518,11518,
-133826,-93.42797698,29.44115486,11518,11518,
-138158,-93.42797698,29.44115486,11518,11518,
-140685,-93.42797698,29.44115486,11518,11518,
-138334,-93.42797698,29.44115486,11518,11518,
-162968,-93.42797698,29.44115486,11518,11518,
-170898,-93.42797698,29.44115486,11518,11518,
-167629,-93.42797698,29.44115486,11518,11518,
-178009,-93.42797698,29.44115486,11518,11518,
-4503,-93.42140611,29.43307622,9660,8871,
-7955,-93.42140611,29.43307622,9660,8871,
-24560,-93.42140611,29.43307622,9660,8871,
-71955,-93.42140611,29.43307622,9660,8871,
-76655,-93.42140611,29.43307622,9660,8871,
-138195,-93.42140611,29.43307622,9660,8871,
-178374,-93.42140611,29.43307622,9660,8871,
-36729,-93.39843594,29.39754283,16082,14898,
-35889,-93.54738904,29.37772863,10000,10000,
-177343,-93.54738904,29.37772863,10000,10000,
-174077,-93.52778636,29.36774728,10250,10250,
-175717,-93.52778636,29.36774728,10250,10250,
-177688,-93.52778636,29.36774728,10250,10250,
-171559,-93.55396257,29.37865994,10055,9649,
-177336,-93.55396257,29.37865994,10055,9649,
-171634,-93.53756196,29.38513191,11202,9929,
-177337,-93.53756196,29.38513191,11202,9929,
-171647,-93.54577564,29.37330026,10055,9726,
-177338,-93.54577564,29.37330026,10055,9726,
-158017,-93.17732066,29.39813931,11126,11126,
-164345,-93.17108601,29.37436335,11154,9786,3690.0
-142638,-93.16430091,29.37414114,9943,9874,
-164467,-93.16430091,29.37414114,9943,9874,
-107574,-93.15793913,29.37748193,8420,7703,
-142639,-93.17208796,29.38080705,10085,9376,
-164811,-93.17208796,29.38080705,10085,9376,
-137512,-93.19249621,29.37389728,8871,7749,
-165406,-93.19249621,29.37389728,8871,7749,
-121514,-93.15950761,29.41682144,9242,8601,
-177813,-93.15950761,29.41682144,9242,8601,
