SN_EOR_FK,CASING_SIZE,CASING_CUT_DATE,CASING_CUT_METHOD_CD,CASING_CUT_DEPTH,CASING_CUT_MDL_IND
-109443,16.0,5/26/2010,M,29,BELOW
-109443,26.0,5/26/2010,M,29,BELOW
-109440,26.0,5/24/2010,M,29,BELOW
-109440,20.0,5/23/2010,M,29,BELOW
-109440,13.375,5/23/2010,M,29,BELOW
-113512,26.0,9/28/2010,E,25,BELOW
-113515,26.0,9/28/2010,E,20,BELOW
-113517,26.0,9/28/2010,E,25,BELOW
-113517,16.0,9/28/2010,E,25,BELOW
-113517,10.75,9/28/2010,E,25,BELOW
-113540,7.625,9/28/2010,E,20,BELOW
-113541,26.0,9/28/2010,E,20,BELOW
-113541,13.375,9/28/2010,E,20,BELOW
-113542,26.0,9/28/2010,E,25,BELOW
-113542,13.375,9/28/2010,E,25,BELOW
-110791,13.375,9/2/2010,M,30,BELOW
-110791,9.625,9/2/2010,M,30,BELOW
-113494,30.0,1/3/2010,M,15,BELOW
-113494,16.0,1/3/2010,M,15,BELOW
-113494,10.75,1/3/2010,M,15,BELOW
-112227,9.625,7/30/2010,M,30,BELOW
-111645,9.625,6/2/2010,M,30,BELOW
-113644,10.75,9/25/2010,M,35,BELOW
-113644,16.0,9/26/2010,M,35,BELOW
-113644,30.0,9/27/2010,M,28,BELOW
-110305,26.0,9/16/2010,M,24,BELOW
-110305,13.375,9/16/2010,M,24,BELOW
-110305,9.625,9/16/2010,M,24,BELOW
-113758,24.0,10/5/2010,E,15,BELOW
-113758,16.0,10/5/2010,E,15,BELOW
-113758,10.75,10/5/2010,E,15,BELOW
-113758,7.0,10/5/2010,E,15,BELOW
-113413,20.0,10/9/2010,M,20,BELOW
-113413,16.0,10/9/2010,M,20,BELOW
-113413,10.75,10/9/2010,M,20,BELOW
-112984,24.0,10/6/2010,E,16,BELOW
-112984,16.0,10/6/2010,E,16,BELOW
-112984,10.75,10/6/2010,E,16,BELOW
-113934,48.0,9/25/2010,E,30,BELOW
-112987,24.0,9/8/2010,M,25,BELOW
-113934,20.0,9/25/2010,E,30,BELOW
-112987,10.75,9/8/2010,M,25,BELOW
-113934,13.375,9/25/2010,E,30,BELOW
-113934,9.675,9/28/2010,E,30,ABOVE
-112985,10.75,10/6/2010,E,16,BELOW
-112985,16.0,10/6/2010,E,16,BELOW
-112985,24.0,10/6/2010,E,16,BELOW
-114269,30.0,7/30/2010,M,16,BELOW
-114269,16.0,7/30/2010,M,16,BELOW
-113120,30.0,8/29/2010,M,15,BELOW
-113120,10.75,8/29/2010,M,15,BELOW
-112770,16.0,8/3/2010,E,25,BELOW
-112953,10.75,8/12/2010,E,30,BELOW
-112953,16.0,8/12/2010,E,30,BELOW
-112953,48.0,8/12/2010,E,30,BELOW
-113221,30.0,8/26/2010,E,20,BELOW
-113221,20.0,8/26/2010,E,20,BELOW
-113221,13.375,8/26/2010,E,20,BELOW
-113221,9.625,8/26/2010,E,20,BELOW
-113058,10.75,8/17/2010,E,20,BELOW
-113058,16.0,8/17/2010,E,20,BELOW
-113058,30.0,8/17/2010,E,20,BELOW
-113059,7.0,8/17/2010,E,11,BELOW
-113059,9.625,8/17/2010,E,11,BELOW
-113059,13.375,8/17/2010,E,11,BELOW
-113059,20.0,8/17/2010,E,11,BELOW
-113317,7.625,9/16/2010,M,32,BELOW
-113317,10.75,9/16/2010,M,25,BELOW
-113317,24.0,9/17/2010,M,20,BELOW
-113345,16.0,9/18/2010,M,26,BELOW
-113345,10.75,9/18/2010,M,26,BELOW
-111480,30.0,9/13/2010,M,76,ABOVE
-111480,13.375,9/13/2010,M,76,ABOVE
-111480,9.625,9/13/2010,M,76,ABOVE
-111484,36.0,9/14/2010,M,78,ABOVE
-111484,30.0,9/14/2010,M,78,ABOVE
-111484,20.0,9/14/2010,M,78,ABOVE
-111484,13.375,9/14/2010,M,76,ABOVE
-113156,10.625,9/23/2010,E,30,BELOW
-113156,16.0,9/23/2010,E,30,BELOW
-113156,48.0,9/24/2010,E,16,BELOW
-113553,7.625,9/25/2010,M,15,BELOW
-113553,10.75,9/25/2010,M,15,BELOW
-113553,30.0,9/25/2010,M,15,BELOW
-113658,10.75,9/30/2010,E,16,BELOW
-113658,16.0,9/30/2010,E,16,BELOW
-113658,20.0,9/30/2010,E,16,ABOVE
-113588,18.625,10/1/2010,E,17,BELOW
-113588,30.0,10/1/2010,E,17,BELOW
-113550,9.625,9/29/2010,M,35,BELOW
-113550,26.0,9/29/2010,M,25,BELOW
-113550,7.0,9/27/2010,M,150,BELOW
-113680,7.625,10/9/2010,M,150,BELOW
-113680,10.75,10/10/2010,M,40,BELOW
-113680,24.0,10/10/2010,M,34,BELOW
-113695,13.375,10/11/2010,E,20,BELOW
-113697,24.0,10/11/2010,E,20,BELOW
-113697,10.75,10/11/2010,E,20,BELOW
-113414,16.0,10/18/2010,M,25,BELOW
-114030,24.0,10/17/2010,E,15,BELOW
-114030,20.0,10/17/2010,E,15,BELOW
-114030,7.0,10/17/2010,E,15,BELOW
-114032,24.0,10/17/2010,E,15,BELOW
-114032,16.0,10/17/2010,E,15,BELOW
-114032,10.75,10/17/2010,E,15,BELOW
-114032,7.625,10/17/2010,E,15,BELOW
-114033,30.0,10/17/2010,E,15,BELOW
-114033,20.0,10/17/2010,E,15,BELOW
-114033,16.0,10/27/2010,E,15,BELOW
-114034,24.0,10/17/2010,E,15,BELOW
-114025,24.0,10/17/2010,E,15,BELOW
-114025,20.0,10/17/2010,E,15,BELOW
-114025,13.375,10/17/2010,E,15,BELOW
-114025,7.0,10/13/2010,M,73,BELOW
-110295,10.75,9/17/2010,M,24,BELOW
-110295,26.0,10/8/2010,M,20,BELOW
-110298,26.0,10/12/2010,M,20,BELOW
-110298,10.75,10/11/2010,M,25,BELOW
-110304,7.0,9/16/2010,M,24,BELOW
-110303,26.0,10/10/2010,M,22,BELOW
-110303,10.75,9/17/2010,M,24,BELOW
-114269,10.75,7/30/2010,M,16,BELOW
-114269,7.625,7/30/2010,M,16,ABOVE
-112891,30.0,10/24/2010,M,25,BELOW
-113749,30.0,10/21/2010,M,7,BELOW
-112913,9.625,9/27/2010,M,150,BELOW
-112913,7.0,9/27/2010,M,150,BELOW
-114061,24.0,11/14/2010,S,99,ABOVE
-114061,16.0,11/14/2010,S,99,ABOVE
-114061,10.75,11/14/2010,S,99,ABOVE
-114061,7.625,11/14/2010,S,99,ABOVE
-114057,24.0,11/11/2010,S,99,ABOVE
-114057,13.375,11/11/2010,S,99,ABOVE
-114343,9.625,11/23/2010,M,15,BELOW
-114063,20.0,11/11/2010,S,99,ABOVE
-114063,16.0,11/11/2010,S,99,ABOVE
-114052,24.0,11/17/2010,S,99,ABOVE
-114052,20.0,11/17/2010,S,99,ABOVE
-114052,16.0,11/17/2010,S,99,ABOVE
-114048,16.0,11/19/2010,S,99,ABOVE
-114048,10.75,11/19/2010,S,99,ABOVE
-114058,24.0,11/13/2010,S,99,ABOVE
-114058,16.0,11/13/2010,S,99,ABOVE
-114058,10.75,11/13/2010,S,99,ABOVE
-114058,7.0,11/13/2010,S,99,ABOVE
-114054,7.625,11/16/2010,S,99,ABOVE
-114050,7.0,11/18/2010,S,99,ABOVE
-114060,24.0,11/13/2010,S,99,ABOVE
-114060,16.0,11/13/2010,S,99,ABOVE
-114060,10.75,11/13/2010,S,99,ABOVE
-114060,7.625,11/13/2010,S,99,ABOVE
-114064,24.0,11/17/2010,S,99,ABOVE
-112989,10.75,9/2/2010,M,15,BELOW
-112989,7.625,8/28/2010,M,15,BELOW
-114212,30.0,11/1/2010,M,34,BELOW
-113188,24.0,8/25/2010,E,20,BELOW
-111868,10.75,10/25/2010,M,25,BELOW
-111868,26.0,10/25/2010,M,25,BELOW
-111879,10.75,10/14/2010,M,22,BELOW
-111879,26.0,10/14/2010,M,22,BELOW
-114391,16.0,11/14/2010,E,20,BELOW
-114625,16.0,11/14/2010,E,20,BELOW
-114625,10.75,11/14/2010,E,20,BELOW
-114625,7.0,11/14/2010,E,20,BELOW
-114627,10.75,11/14/2010,E,20,BELOW
-113787,16.0,10/5/2010,E,15,BELOW
-113787,10.75,10/5/2010,E,15,BELOW
-114605,30.0,11/23/2010,M,24,BELOW
-114605,13.375,11/24/2010,M,24,BELOW
-114605,9.625,11/24/2010,M,100,BELOW
-114605,7.0,11/25/2010,M,100,BELOW
-114264,30.0,7/6/2010,M,15,BELOW
-114264,16.0,7/6/2010,M,15,BELOW
-114264,10.75,7/6/2010,M,15,BELOW
-114264,7.625,7/6/2010,M,15,BELOW
-114368,30.0,7/21/2010,M,15,BELOW
-114368,16.0,7/21/2010,M,15,BELOW
-114368,10.75,7/21/2010,M,15,BELOW
-114368,7.625,7/21/2010,M,15,BELOW
-114343,13.375,11/23/2010,M,15,BELOW
-113072,30.0,12/5/2010,M,18,BELOW
-113072,11.75,9/25/2010,M,22,BELOW
-114386,16.0,11/23/2010,M,19,BELOW
-114386,24.0,11/23/2010,M,19,BELOW
-114604,9.625,7/24/2008,M,150,BELOW
-114604,13.375,11/25/2010,M,21,BELOW
-114604,30.0,11/24/2010,M,21,BELOW
-114602,30.0,11/24/2010,M,24,BELOW
-114602,10.75,11/25/2010,M,24,BELOW
-114602,7.625,7/30/2008,M,150,BELOW
-114603,30.0,11/25/2010,M,25,BELOW
-114603,10.75,11/23/2010,M,25,BELOW
-114603,7.0,4/23/1997,M,150,BELOW
-114601,30.0,11/25/2010,M,22,BELOW
-114601,10.75,11/23/2010,M,22,BELOW
-114601,7.0,9/15/2007,M,150,BELOW
-114646,9.625,12/21/2010,M,35,BELOW
-114646,13.375,12/22/2010,M,28,BELOW
-114646,20.0,12/22/2010,M,23,BELOW
-114699,30.0,12/20/2010,O,15,BELOW
-113789,24.0,12/10/2010,M,15,BELOW
-113789,18.625,12/10/2010,M,15,BELOW
-113789,13.375,12/10/2010,M,15,BELOW
-113789,9.625,12/10/2010,M,15,BELOW
-114751,24.0,12/19/2010,M,15,BELOW
-114751,10.75,12/19/2010,M,15,BELOW
-114548,9.625,11/26/2010,M,15,BELOW
-114548,13.375,11/26/2010,M,15,BELOW
-97033,10.75,8/14/2009,M,26,BELOW
-97033,26.0,8/14/2009,M,26,BELOW
-94869,20.0,9/6/2009,M,26,BELOW
-94869,30.0,9/6/2009,M,26,BELOW
-94869,13.375,9/6/2009,M,26,BELOW
-105922,24.0,8/29/2009,M,16,BELOW
-105922,7.625,7/31/2009,M,46,BELOW
-105922,16.0,8/12/2009,M,26,BELOW
-105924,24.0,8/29/2009,M,25,BELOW
-105924,16.0,8/13/2009,M,30,BELOW
-105924,10.75,8/7/2009,M,40,BELOW
-105924,7.625,8/4/2009,M,45,BELOW
-106687,24.0,9/5/2009,E,15,BELOW
-106687,10.75,8/26/2009,E,15,BELOW
-106687,7.625,8/26/2009,E,15,BELOW
-106692,24.0,8/26/2009,E,15,BELOW
-106691,20.0,8/26/2009,E,15,BELOW
-106691,13.375,8/26/2009,E,15,BELOW
-106691,9.625,8/26/2009,E,15,BELOW
-106691,7.0,8/26/2009,E,15,BELOW
-106086,13.375,8/23/2009,S,18,BELOW
-106086,16.0,8/23/2009,S,18,BELOW
-105945,7.0,7/21/2009,M,21,BELOW
-107040,26.0,9/13/2009,M,23,BELOW
-106803,24.0,9/24/2009,M,99,ABOVE
-107040,16.0,9/13/2009,M,22,BELOW
-106803,18.625,9/24/2009,M,99,ABOVE
-107175,10.75,9/4/2009,E,15,BELOW
-66269,13.375,9/4/2009,M,20,BELOW
-107470,10.75,9/25/2009,M,22,BELOW
-107468,36.0,9/28/2009,M,18,BELOW
-107470,16.0,9/25/2009,M,22,BELOW
-107468,10.75,9/25/2009,M,22,BELOW
-107468,16.0,9/25/2009,M,22,BELOW
-106454,30.0,9/10/2009,M,15,BELOW
-106454,10.75,9/10/2009,M,15,BELOW
-107630,10.75,9/30/2009,E,15,BELOW
-107275,10.75,9/11/2009,E,15,BELOW
-107275,16.0,9/11/2009,E,15,BELOW
-107275,30.0,9/11/2009,E,15,BELOW
-107274,7.625,9/11/2009,E,15,BELOW
-107274,10.75,9/11/2009,E,15,BELOW
-107274,16.0,9/11/2009,E,15,BELOW
-107274,36.0,9/11/2009,E,15,BELOW
-107273,10.75,9/11/2009,E,15,BELOW
-107273,16.0,9/11/2009,E,15,BELOW
-107273,30.0,9/11/2009,E,15,BELOW
-107273,48.0,9/11/2009,E,15,BELOW
-105603,30.0,9/25/2009,E,20,BELOW
-105603,16.0,9/25/2009,E,20,BELOW
-105603,10.75,9/25/2009,E,20,BELOW
-103046,20.0,6/15/2009,M,18,BELOW
-103046,16.0,6/15/2006,M,81,BELOW
-103046,11.875,6/15/2009,M,65,BELOW
-98154,13.375,4/25/2009,M,20,BELOW
-98154,20.0,4/25/2009,M,20,BELOW
-97801,13.375,4/17/2009,M,21,BELOW
-97801,20.0,4/26/2009,M,21,BELOW
-107833,26.0,8/7/2008,M,32,BELOW
-107833,13.375,8/7/2008,M,31,BELOW
-107833,7.625,10/29/2009,E,150,BELOW
-107461,30.0,10/11/2009,E,25,BELOW
-107461,16.0,10/11/2009,E,25,BELOW
-107461,10.75,10/11/2009,E,25,BELOW
-106889,10.75,10/20/2009,E,20,BELOW
-106483,10.75,8/18/2009,M,15,BELOW
-103464,9.625,10/2/2009,M,27,BELOW
-108300,18.625,11/17/2009,M,40,BELOW
-108300,13.375,11/17/2009,M,45,BELOW
-107503,24.0,11/2/2009,M,19,BELOW
-107503,10.75,11/2/2009,M,19,BELOW
-107503,7.0,11/2/2009,M,26,BELOW
-108535,40.0,11/25/2009,E,16,BELOW
-108535,20.0,11/25/2009,E,16,BELOW
-108535,13.375,11/25/2009,E,16,BELOW
-108535,9.625,11/25/2009,E,16,BELOW
-108537,40.0,11/26/2009,E,16,BELOW
-108537,10.75,11/26/2009,E,16,BELOW
-108537,7.625,11/26/2009,E,16,BELOW
-108538,48.0,11/27/2009,E,16,BELOW
-108538,16.0,11/27/2009,E,16,BELOW
-108538,10.75,11/27/2009,E,16,BELOW
-108198,20.0,10/14/2008,M,23,BELOW
-108198,26.0,10/14/2008,M,23,BELOW
-106886,10.75,8/29/2009,M,20,BELOW
-107326,30.0,11/20/2009,M,17,BELOW
-107326,20.0,11/20/2009,M,17,BELOW
-108092,7.0,11/2/2009,S,15,BELOW
-108186,7.0,11/4/2009,S,15,BELOW
-108297,30.0,11/16/2009,M,19,BELOW
-108297,16.0,11/15/2009,M,22,BELOW
-108497,9.625,11/19/2009,E,15,BELOW
-108497,13.375,11/19/2009,E,15,BELOW
-108497,20.0,11/19/2009,E,15,BELOW
-108497,30.0,11/19/2009,E,15,BELOW
-109031,10.75,9/22/2009,M,26,BELOW
-109031,30.0,9/22/2009,M,26,BELOW
-109023,7.625,11/22/2009,M,15,BELOW
-109023,16.0,11/25/2009,M,15,BELOW
-109023,30.0,11/25/2009,M,15,BELOW
-108292,30.0,8/28/2009,M,15,BELOW
-108292,16.0,8/28/2009,M,15,BELOW
-108292,10.75,8/28/2009,M,15,BELOW
-109163,7.625,5/17/2009,E,31,BELOW
-109163,10.75,5/17/2009,E,31,BELOW
-109163,26.0,5/17/2009,E,19,BELOW
-107676,7.0,10/10/2009,M,15,BELOW
-107676,13.375,11/2/2009,M,15,BELOW
-107676,20.0,11/28/2009,M,15,BELOW
-107675,7.0,10/15/2009,M,15,BELOW
-107675,13.375,11/1/2009,M,15,BELOW
-107675,24.0,11/24/2010,M,15,BELOW
-107674,7.0,10/7/2009,M,15,BELOW
-107674,10.75,11/14/2009,M,15,BELOW
-107674,20.0,11/25/2009,M,15,BELOW
-107673,7.0,11/5/2009,M,15,BELOW
-107673,13.375,11/5/2009,M,15,BELOW
-107673,20.0,11/22/2009,M,15,BELOW
-108576,20.0,12/27/2009,M,19,BELOW
-108576,30.0,12/27/2009,M,19,BELOW
-106811,10.75,11/20/2009,M,20,BELOW
-106811,30.0,11/20/2009,M,20,BELOW
-106808,10.75,11/24/2009,M,26,BELOW
-106808,30.0,11/24/2009,M,26,BELOW
-106787,30.0,11/16/2009,M,26,BELOW
-106787,10.75,11/16/2009,M,26,BELOW
-108291,18.625,1/6/2010,M,29,BELOW
-106756,10.75,11/18/2009,M,26,BELOW
-106756,30.0,11/18/2009,M,26,BELOW
-97695,30.0,8/3/2009,M,25,BELOW
-97695,20.0,8/4/2009,M,24,BELOW
-97695,13.375,8/4/2009,M,22,BELOW
-97695,9.625,8/5/2009,M,22,BELOW
-97695,7.0,8/6/2009,M,20,BELOW
-107039,30.0,12/8/2009,M,26,BELOW
-97012,7.625,7/6/2009,M,17,BELOW
-93492,16.0,2/17/2009,M,18,BELOW
-93492,48.0,10/18/2009,E,17,BELOW
-93512,13.375,2/3/2009,M,100,BELOW
-93512,18.625,8/17/2009,E,25,BELOW
-93512,30.0,8/17/2009,E,25,BELOW
-106598,13.375,12/3/2009,M,17,BELOW
-106598,20.0,12/3/2009,M,17,BELOW
-106598,26.0,12/3/2009,M,17,BELOW
-106596,10.75,12/21/2009,M,21,BELOW
-106596,16.0,12/21/2009,M,21,BELOW
-106596,26.0,12/21/2009,M,21,BELOW
-106626,9.625,11/30/2009,M,23,BELOW
-106626,10.75,11/30/2009,M,23,BELOW
-106626,16.0,11/30/2009,M,23,BELOW
-106626,26.0,11/30/2009,M,23,BELOW
-106652,16.0,12/9/2009,M,21,BELOW
-106652,26.0,12/9/2009,M,21,BELOW
-106618,10.75,12/8/2009,M,25,BELOW
-106618,16.0,12/8/2009,M,25,BELOW
-106618,26.0,12/8/2009,M,25,BELOW
-106630,13.375,12/16/2009,M,28,BELOW
-106630,20.0,12/16/2009,M,28,BELOW
-106630,26.0,12/16/2009,M,28,BELOW
-106632,26.0,12/9/2009,M,21,BELOW
-106632,20.0,12/9/2009,M,21,BELOW
-106881,13.375,12/9/2009,M,21,BELOW
-106881,20.0,12/9/2009,M,21,BELOW
-106881,26.0,12/9/2009,M,21,BELOW
-106653,13.75,12/19/2009,M,53,BELOW
-106653,20.0,12/20/2009,M,42,BELOW
-96271,26.0,4/4/2009,M,32,BELOW
-96271,20.0,6/10/2009,M,31,BELOW
-96271,13.375,4/7/2009,M,30,BELOW
-96271,9.625,6/11/2009,M,30,BELOW
-96269,26.0,4/10/2009,M,29,BELOW
-96269,13.375,6/13/2009,M,27,BELOW
-96269,9.625,6/13/2009,M,26,BELOW
-96256,7.625,4/21/2009,M,25,BELOW
-106084,10.75,8/22/2009,S,18,BELOW
-106084,16.0,8/22/2009,S,18,BELOW
-106084,20.0,8/22/2009,S,18,BELOW
-107424,48.0,9/21/2009,M,17,BELOW
-106926,7.625,9/4/2009,M,150,BELOW
-107428,30.0,9/22/2009,M,18,BELOW
-107428,16.0,9/22/2009,M,18,BELOW
-107426,16.0,9/23/2009,M,18,BELOW
-107426,10.75,9/23/2009,M,18,BELOW
-107431,30.0,9/21/2009,M,17,BELOW
-107431,18.625,9/21/2009,M,17,BELOW
-107419,48.0,9/23/2009,M,19,BELOW
-107419,20.0,9/23/2009,M,19,BELOW
-107419,13.375,9/23/2009,M,19,BELOW
-107421,48.0,9/24/2009,M,19,BELOW
-107421,16.0,9/24/2009,M,19,BELOW
-107421,10.75,9/24/2009,M,19,BELOW
-103746,7.625,9/9/2009,M,20,BELOW
-103746,13.375,9/9/2009,M,20,BELOW
-103746,20.0,9/9/2009,M,20,BELOW
-103746,26.0,9/9/2009,M,20,BELOW
-103747,7.625,9/10/2009,M,16,BELOW
-103747,10.75,9/10/2009,M,16,BELOW
-103747,16.0,9/10/2009,M,16,BELOW
-107204,10.75,9/13/2009,E,15,BELOW
-107204,16.0,9/13/2009,E,15,BELOW
-107204,26.0,9/13/2009,E,15,BELOW
-103750,22.0,9/15/2009,M,16,BELOW
-100281,20.0,9/19/2009,M,20,BELOW
-100281,26.0,9/19/2009,M,20,BELOW
-107040,10.75,9/13/2009,M,20,BELOW
-106803,13.375,9/24/2009,M,99,ABOVE
-106803,9.625,9/24/2009,M,99,ABOVE
-107040,7.625,9/24/2009,M,17,BELOW
-106874,24.0,9/20/2009,M,99,ABOVE
-106874,16.0,9/20/2009,M,99,ABOVE
-106874,10.75,9/20/2009,M,99,ABOVE
-106874,7.625,9/20/2009,M,99,ABOVE
-107181,7.625,9/4/2009,E,15,BELOW
-107181,16.0,9/4/2009,E,15,BELOW
-107175,30.0,9/4/2009,E,15,BELOW
-107174,10.75,9/4/2009,E,15,BELOW
-107174,30.0,9/4/2009,E,15,BELOW
-107261,10.75,9/28/2009,M,78,BELOW
-107261,20.0,9/28/2009,M,78,BELOW
-107572,20.0,8/9/2009,M,25,BELOW
-106901,9.625,10/6/2009,E,15,BELOW
-106901,13.375,10/6/2009,E,15,BELOW
-106901,24.0,10/6/2009,E,15,BELOW
-106902,24.0,10/6/2009,E,15,BELOW
-106902,20.0,10/6/2009,E,15,BELOW
-107567,13.375,8/10/2009,M,40,BELOW
-107567,16.0,8/11/2009,M,40,BELOW
-107567,20.0,8/11/2009,M,40,BELOW
-107567,26.0,8/15/2009,M,28,BELOW
-107602,9.625,3/18/2004,M,25,BELOW
-107602,13.375,3/18/2004,M,25,BELOW
-107602,20.0,3/18/2004,M,25,BELOW
-107602,30.0,10/1/2009,M,17,BELOW
-97796,26.0,10/1/2009,M,20,BELOW
-97796,16.0,10/1/2009,M,20,BELOW
-97796,10.75,10/1/2009,M,20,BELOW
-97796,8.625,4/13/2009,M,20,BELOW
-107624,7.625,9/30/2009,E,15,BELOW
-107625,24.0,10/2/2009,E,10,BELOW
-107625,16.0,10/2/2009,E,10,BELOW
-107625,10.75,10/2/2009,E,10,BELOW
-107625,7.625,10/2/2009,E,10,BELOW
-100301,9.625,6/20/2009,M,22,BELOW
-100301,13.375,6/20/2009,M,22,BELOW
-100301,20.0,6/20/2009,M,22,BELOW
-100301,26.0,6/21/2009,M,22,BELOW
-107626,24.0,9/30/2009,E,15,BELOW
-107626,16.0,9/30/2009,E,15,BELOW
-107626,10.75,9/30/2009,E,15,BELOW
-107626,7.625,9/30/2009,E,15,BELOW
-107627,24.0,9/30/2009,E,15,BELOW
-107627,13.375,9/30/2009,E,15,BELOW
-107627,9.625,9/30/2009,E,15,BELOW
-107630,30.0,9/30/2009,E,15,BELOW
-107630,16.0,9/30/2009,E,15,BELOW
-107630,7.625,9/30/2009,E,15,BELOW
-107630,5.5,9/30/2009,E,15,BELOW
-107629,24.0,9/30/2009,E,15,BELOW
-107629,18.625,9/30/2009,E,15,BELOW
-107629,13.375,9/30/2009,E,15,BELOW
-107629,7.625,9/30/2009,E,15,BELOW
-107841,13.375,9/23/2009,E,20,BELOW
-107841,30.0,9/23/2009,E,20,BELOW
-107841,48.0,9/23/2009,E,20,BELOW
-107842,26.0,9/23/2009,E,20,BELOW
-107531,30.0,7/28/2008,M,18,BELOW
-107160,26.0,9/16/2009,E,25,BELOW
-107160,16.0,9/16/2009,E,25,BELOW
-107160,10.75,9/16/2009,E,25,BELOW
-107159,30.0,9/16/2009,E,25,BELOW
-107159,16.0,9/16/2009,E,25,BELOW
-107159,10.75,9/16/2009,E,25,BELOW
-107153,26.0,9/16/2009,E,25,BELOW
-107153,16.0,9/16/2009,E,25,BELOW
-107153,10.75,9/16/2009,E,25,BELOW
-107155,16.0,9/16/2009,E,30,BELOW
-107253,10.75,9/15/2009,S,15,BELOW
-107755,10.75,6/28/1997,S,24,BELOW
-107253,30.0,9/15/2009,S,15,BELOW
-107755,30.0,6/28/1997,S,22,BELOW
-107157,26.0,9/16/2009,E,20,BELOW
-107157,16.0,9/16/2009,E,20,BELOW
-107157,11.0,9/16/2009,E,20,BELOW
-98154,26.0,4/26/2009,M,20,BELOW
-107832,30.0,8/5/2008,M,31,BELOW
-107832,7.625,10/26/2009,M,150,BELOW
-107832,13.375,10/26/2009,M,30,BELOW
-107971,10.75,3/18/2005,E,15,BELOW
-107971,7.625,3/18/2005,E,15,BELOW
-107975,26.0,3/18/2005,E,15,BELOW
-107975,10.75,3/18/2005,E,15,BELOW
-107976,26.0,3/18/2005,E,15,BELOW
-107976,10.75,3/18/2005,E,15,BELOW
-107976,7.625,3/18/2005,E,15,BELOW
-107977,26.0,3/18/2005,E,15,BELOW
-107977,10.75,3/18/2005,E,15,BELOW
-107977,7.625,3/18/2005,E,15,BELOW
-107972,26.0,3/21/2005,E,15,BELOW
-107972,10.75,3/21/2005,E,15,BELOW
-107972,7.625,3/21/2005,E,15,BELOW
-106807,16.0,10/10/2009,E,20,BELOW
-106807,30.0,10/10/2009,E,20,BELOW
-105976,26.0,8/8/2009,M,26,BELOW
-107515,30.0,9/30/2009,M,25,BELOW
-107313,9.625,10/21/2009,S,17,BELOW
-107313,13.375,10/22/2009,S,16,BELOW
-107313,20.0,10/23/2009,S,15,BELOW
-107313,30.0,10/23/2009,S,15,BELOW
-106892,16.0,10/7/2009,E,15,BELOW
-106892,10.75,10/7/2009,E,15,BELOW
-106902,13.375,10/6/2009,E,15,BELOW
-107022,7.0,8/31/2009,M,65,BELOW
-107341,13.375,9/29/2009,M,25,BELOW
-107341,16.0,9/30/2009,M,19,BELOW
-107341,30.0,10/7/2009,M,19,BELOW
-106896,16.0,10/6/2009,E,15,BELOW
-106897,16.0,10/6/2009,E,15,BELOW
-106897,10.75,10/6/2009,E,15,BELOW
-106897,7.0,10/6/2009,E,15,BELOW
-106898,16.0,10/6/2009,E,15,BELOW
-106898,10.75,10/6/2009,E,15,BELOW
-106898,7.0,10/6/2009,E,15,BELOW
-106890,16.0,10/7/2009,E,15,BELOW
-106890,10.75,10/7/2009,E,15,BELOW
-106890,7.0,10/7/2009,E,15,BELOW
-106899,7.0,8/26/2009,M,126,BELOW
-106899,16.0,10/6/2009,E,15,BELOW
-106899,10.75,10/6/2009,E,15,BELOW
-106900,18.0,10/6/2009,E,15,BELOW
-106900,13.375,10/6/2009,E,15,BELOW
-106900,9.625,10/6/2009,E,15,BELOW
-106895,16.0,10/6/2009,E,15,BELOW
-106895,10.75,10/6/2009,E,15,BELOW
-106895,7.0,10/6/2009,E,15,BELOW
-107974,26.0,3/18/2005,E,15,BELOW
-107974,10.75,3/18/2005,E,15,BELOW
-107974,7.0,3/18/2005,E,15,BELOW
-99838,10.75,10/5/2009,M,26,BELOW
-106894,16.0,10/6/2009,E,15,BELOW
-106894,10.75,10/6/2009,E,15,BELOW
-106894,7.0,10/6/2009,E,15,BELOW
-108252,10.75,11/2/2009,M,17,BELOW
-108252,16.0,11/2/2009,M,17,BELOW
-108252,30.0,11/2/2009,M,17,BELOW
-105930,36.0,10/21/2009,M,15,BELOW
-105930,26.0,10/23/2009,M,15,BELOW
-106982,26.0,9/7/2009,E,20,BELOW
-106982,10.75,9/7/2009,E,20,BELOW
-104952,11.875,9/13/2009,M,50,BELOW
-104952,20.0,9/13/2009,M,30,BELOW
-106986,26.0,9/7/2009,E,20,BELOW
-106986,13.375,9/7/2009,E,20,BELOW
-106987,26.0,9/7/2009,E,20,BELOW
-106987,18.625,9/7/2009,E,20,BELOW
-106987,13.375,9/7/2009,E,20,BELOW
-106828,26.0,8/8/2009,E,22,BELOW
-106699,36.0,8/28/2009,S,10,BELOW
-106699,9.625,8/25/2009,S,55,BELOW
-106699,13.625,8/28/2009,S,10,BELOW
-106983,16.0,9/4/2009,E,30,BELOW
-106983,10.75,9/4/2009,E,30,BELOW
-106699,20.0,8/28/2009,S,10,BELOW
-106699,26.0,8/28/2009,S,10,BELOW
-105840,7.0,9/14/2009,O,15,BELOW
-105840,10.75,9/14/2009,O,15,BELOW
-105840,16.0,9/14/2009,O,15,BELOW
-105840,26.0,9/14/2009,O,15,BELOW
-105840,96.0,9/14/2009,O,15,BELOW
-106686,30.0,8/26/2009,E,15,BELOW
-106686,20.0,8/26/2009,E,15,BELOW
