SN_EOR_WELL_COMP_FK,PERF_TOP_MD,PERF_BOTM_TVD,PERF_TOP_TVD,PERF_BASE_MD
-3018,26881,26224,26170,26935
-17474,29007,28343,28290,29060
-3484,25092,24611,24475,25264
-26165,14024,11383,11356,14064
-14346,7752,7553,7528,7777
-23624,6530,6425,6381,6575
-22018,6631,6461,6413,6680
-5530,15124,14968,14876,15230
-6106,14942,14774,14717,15008
-10276,14942,14774,14717,15008
-12829,5920,5138,5122,5942
-2566,7440,7485,7440,7485
-3950,5948,4609,4556,6037
-4537,5630,4431,4374,5730
-7789,5536,4325,4319,5546
-5101,12080,11043,11008,12120
-11821,11100,10203,10183,11124
-25581,14700,14711,14699,14712
-5963,14198,14214,14198,14214
-5964,13450,13476,13450,13476
-20781,8714,8155,8133,8740
-5802,9456,8329,8324,9462
-13658,8294,8302,8294,8302
-7971,16740,16408,16388,16760
-14310,17929,16861,16828,17962
-14310,17972,16879,16871,17980
-9160,13352,12605,12597,13360
-9462,12282,11829,11826,12286
-18654,13040,9448,9433,13060
-23962,10374,10281,10272,10384
-1233,19284,16450,16360,19374
-22887,7475,7280,7266,7494
-26409,7068,6964,6959,7074
-27729,5052,4353,4335,5085
-936,11734,11300,11283,11754
-8084,11542,11140,11110,11576
-15249,11786,11543,11539,11790
-15249,11808,11573,11561,11820
-6013,11360,11364,11347,11377
-15464,10855,10857,10851,10861
-15464,10800,10806,10796,10810
-7794,10491,10355,10344,10502
-15018,10074,9942,9938,10078
-16352,9848,9628,9616,9861
-6475,4946,3895,3886,4960
-13589,4441,3564,3561,4446
-29296,6830,5898,5886,6850
-30539,7090,6055,6041,7114
-434,14888,14924,14888,14924
-5438,8244,7860,7833,8279
-3804,9024,7448,7434,9044
-8683,8806,7292,7285,8816
-8683,8845,7325,7311,8865
-15214,8750,7261,7248,8770
-17296,8543,7185,7119,8650
-19124,7987,6810,6796,8012
-1805,11760,10510,10490,11780
-2658,11540,10411,10304,11666
-6435,10986,9862,9854,10996
-12373,10628,9579,9563,10640
-9807,10684,9618,9608,10696
-21702,10300,9330,9294,10344
-22616,8270,8344,8270,8344
-12484,12156,12046,12024,12179
-22469,11490,11410,11401,11500
-9785,8688,7396,7383,8706
-9971,11364,11136,11130,11372
-5974,9660,8378,8318,9720
-418,13658,13534,13500,13696
-418,13734,13585,13568,13752
-8015,13770,13603,13598,13775
-8015,13734,13585,13568,13752
-8015,13658,13534,13500,13696
-52,11499,9475,9465,11516
-2413,9370,8292,8268,9410
-27685,8734,8279,8272,8744
-902,11762,11296,11286,11772
-2703,10927,10735,10687,10976
-592,14066,11757,11729,14113
-276,14066,11757,11729,14113
-11276,8260,5331,5326,8270
-18077,9700,7683,7666,9724
-1341,7610,7157,7109,7670
-1341,8064,7527,7473,8130
-8006,5866,5874,5866,5874
-6520,6726,6732,6726,6732
-9597,5616,5700,5616,5700
-4240,16650,16265,16245,16670
-13706,16438,16117,16113,16443
-13676,5768,5360,5334,5795
-48,8029,7980,7919,8092
-25732,23030,22186,22152,23072
-25732,23608,22636,22624,23623
-26918,23030,22186,22152,23072
-26918,23203,22355,22293,23279
-26918,23295,22419,22368,23357
-26918,23449,22527,22494,23490
-26918,23505,22584,22540,23559
-26918,23565,22619,22589,23602
-26918,23429,22494,22478,23449
-25732,23203,22355,22293,23279
-25732,23295,22419,22368,23357
-25732,23449,22527,22494,23490
-25732,23505,22584,22540,23559
-25732,23565,22619,22589,23602
-24336,22820,21656,21597,22880
-23999,22666,21484,21445,22705
-23999,22820,21656,21597,22880
-7495,14588,14499,14495,14592
-7495,14576,14488,14484,14581
-7495,14599,14515,14505,14609
-9376,8592,8594,8592,8594
-25720,13079,11278,11183,13246
-137,6358,6357,6312,6408
-3197,6358,6357,6312,6408
-8332,9344,9394,9344,9394
-5956,9576,9115,9100,9592
-12431,6950,7026,6950,7026
-14159,5710,5716,5710,5716
-9782,7861,7909,7861,7909
-11978,7466,7479,7466,7479
-14165,11996,11818,11803,12012
-6015,10464,10480,10464,10480
-1786,10202,9734,9728,10210
-6986,9910,9643,9513,10086
-8139,15025,14444,14435,15037
-10985,13618,13224,13208,13636
-23852,13134,13084,13056,13168
-956,7680,7523,7405,7806
-1616,15618,14227,14180,15680
-1825,12144,12010,11918,12237
-4360,12390,12194,12162,12422
-5688,12144,12010,11918,12237
-520,11970,11418,11391,12000
-1189,11864,11418,11295,12000
-14426,11970,11418,11391,12000
-22706,11506,10152,10130,11536
-25628,11222,9932,9920,11238
-1147,9405,6727,6708,9430
-14998,9493,6796,6777,9518
-4470,13980,13939,13895,14030
-5672,12830,12851,12820,12862
-18488,12768,11601,11578,12820
-15611,12210,10617,10524,12350
-7364,11148,10688,10658,11158
-7364,11125,10656,10636,11145
-227,9610,9705,9609,9706
-304,12258,11898,11892,12268
-304,12304,11950,11924,12342
-304,12423,12012,12009,12429
-304,12281,11914,11908,12290
-13820,9200,7034,7020,9220
-9054,15684,12934,12896,15730
-9054,15750,13001,12950,15812
-9054,15828,13055,13014,15877
-7427,8654,8560,8550,8665
-7427,8712,8603,8598,8718
-7427,8754,8645,8632,8770
-7427,8792,8669,8663,8800
-7427,8645,8546,8543,8651
-245,16910,10731,10697,16987
-1428,7308,7322,7308,7322
-1503,8692,8523,8515,8700
-5502,8574,8405,8397,8582
-376,9930,9095,9069,9960
-456,14378,13140,13110,14418
-4887,14378,13140,13110,14418
-4887,13002,12050,11995,13074
-29117,12525,11666,11648,12552
-187,6637,6319,6303,6654
-187,6690,6394,6352,6736
-4867,6637,6319,6303,6654
-2139,4734,4774,4734,4970
-4867,6690,6394,6352,6736
-6991,6266,6012,5962,6320
-10773,5302,5122,5080,5316
-310,17968,15081,15041,18130
-2826,8890,8213,8210,8894
-3467,8785,8131,8123,8794
-7867,8625,7996,7991,8630
-13965,8362,7798,7775,8390
-13965,8429,7841,7830,8442
-18045,8212,7666,7655,8226
-19530,8004,7499,7491,8014
-25002,7902,7427,7413,7920
-25002,7942,7450,7444,7950
-166,9274,6296,6282,9304
-1829,18140,17934,17923,18156
-4371,17956,17790,17782,17966
-4371,17976,17804,17798,17984
-4371,17944,17778,17773,17950
-8056,13208,11149,11144,13218
-318,12856,11348,11298,12912
-14304,12764,11239,11216,12790
-547,10150,10298,9983,10560
-548,9840,9797,9731,9920
-234,12412,12061,12035,12438
-2120,26827,26089,26012,26906
-5067,8882,5914,5895,8906
-6425,9446,6352,6329,9476
-8376,8480,5603,5579,8510
-241,10192,9734,9665,10268
-2437,7028,6551,6490,7096
-5841,6860,6369,6346,6886
-573,9274,7846,7800,9320
-413,15275,15058,15018,15326
-10586,14656,14574,14538,14700
-10586,14707,14592,14580,14722
-417,9770,8725,8712,9785
-4100,17667,16745,16738,17674
-5773,16557,16174,16118,16650
-7122,16510,16096,16057,16550
-11335,16422,16016,15982,16456
-15059,15574,15493,15443,15614
-1993,6872,5642,5632,6884
-7182,3767,3349,3342,3777
-7182,3800,3372,3365,3810
-2892,11718,11811,11715,11814
-646,15054,15105,15051,15108
-4898,8082,7485,7462,8114
-4899,8124,7508,7493,8144
-2243,9034,8185,8169,9054
-10371,6150,6025,5999,6184
-479,3190,2998,2889,3350
-7643,3190,2997,2889,3350
-1144,17946,16998,16914,18030
-2990,17118,16158,16090,17187
-373,12850,9084,9057,12888
-675,12228,9716,9678,12250
-4165,13517,13350,13302,13574
-639,12530,11483,11456,12560
-598,10350,9189,9152,10412
-4182,18936,17982,17956,18970
-4535,4992,2760,2756,5002
-4925,12065,12395,12065,12395
-1016,10834,10173,10161,10850
-1016,10880,10202,10194,10892
-1016,10920,10233,10222,10936
-1016,10945,10245,10240,10952
-577,10920,10233,10222,10936
-577,10945,10245,10240,10952
-3283,11882,11155,11144,11894
-8457,11824,11107,11093,11840
-10948,11824,11155,11093,11894
-11582,11563,10878,10859,11584
-23302,10690,10074,10068,10696
-22109,10960,10333,10313,10982
-2353,8690,7474,7460,8711
-6955,7884,6891,6882,7898
-9335,6686,6227,6214,6708
-9541,6080,5860,5854,6088
-9799,5970,5790,5780,5986
-859,13372,12553,12538,13393
-677,13016,12055,12010,13066
-688,8265,7300,7266,8350
-687,9797,7857,7824,9892
-546,8552,8533,8525,8560
-546,8444,8502,8420,8528
-525,6460,6365,6308,6520
-970,6706,5041,5019,6736
-970,6760,5101,5058,6820
-923,6330,4750,4745,6336
-923,6362,4773,4769,6368
-2646,5456,5476,5456,5476
-25490,4922,4726,4700,4952
-1177,13006,7779,7726,13134
-1177,13176,7889,7813,13320
-4288,13360,8040,7910,13600
-1369,2436,2161,2155,2446
-1370,1233,1234,1225,1243
-15806,2325,2091,2079,2342
-23044,1838,1767,1741,1874
-1048,9705,7753,7748,9712
-1048,9730,7804,7766,9782
-1048,9788,7812,7808,9793
-1048,9802,7825,7819,9810
-1079,7806,7712,7652,7866
-1632,14700,13442,13420,14726
-14296,14654,13387,13380,14662
-25341,14079,12941,12893,14136
-3622,16472,16479,16459,16492
-3622,16836,16911,16801,16955
-4097,13910,13872,13792,14000
-855,4656,4572,4562,4667
-2501,2474,2481,2474,2481
-10595,2260,2264,2260,2264
-1139,11708,6433,6420,11740
-682,11708,6433,6420,11740
-2015,9082,9110,9082,9110
-2016,8218,8324,8218,8324
-1056,7738,7304,7293,7750
-4159,6076,5814,5805,6086
-3037,7903,7451,7441,7914
-915,11928,10793,10721,12016
-2293,16745,16263,16245,16763
-13866,16639,16164,16142,16662
-8396,3645,3152,3133,3688
-10833,2596,2539,2534,2602
-14229,3528,3099,3083,3564
-1206,10996,6906,6877,11030
-1206,11454,7296,7281,11470
-11565,10996,6906,6877,11030
-920,6475,3970,3929,6644
-20706,6580,5787,5770,6600
-26093,5970,5296,5270,6002
-26093,6034,5340,5322,6056
-1466,13970,12351,12329,13992
-1198,13290,12329,12311,13310
-3750,13458,12459,12452,13466
-6528,11456,10836,10830,11462
-928,4536,4404,4366,4576
-1197,4156,4035,4003,4190
-20705,4536,4404,4366,4576
-5590,15920,15389,15345,15970
-2115,11130,11079,10990,11280
-2115,10910,10927,10810,11030
-2115,10660,10691,10659,10810
-1072,13048,11721,11708,13064
-11630,12988,11677,11658,13010
-10023,12988,11677,11658,13010
-11534,12988,11677,11658,13010
-11534,13048,11721,11708,13064
-10981,12352,10991,10965,12393
-14302,9007,8815,8801,9026
-11250,9409,9077,9075,9413
-1050,9730,7785,7777,9740
-918,8228,6710,6702,8238
-919,8428,6872,6852,8454
-25056,8119,6627,6620,8128
-25056,8150,6649,6643,8158
-1130,11086,10996,10985,11097
-1132,9989,9921,9910,10001
-3049,10894,10809,10796,10907
-1488,15402,12870,12831,15452
-1488,15232,12716,12696,15257
-5787,15232,12716,12696,15257
-4163,8538,8444,8418,8566
-10088,8468,8444,8352,8566
-1793,18463,16707,16651,18524
-1793,18566,16764,16746,18586
-1723,14249,12437,12416,14274
-4011,14122,12316,12309,14130
-1246,7262,6801,6694,7420
-1044,5336,3718,3708,5354
-6715,15464,14649,14635,15480
-3352,7644,7652,7644,7652
-3359,10630,10550,10510,10670
-6342,7644,7652,7644,7652
-7086,10646,10652,10646,10652
-7086,10512,10516,10512,10516
-11447,12716,11729,11714,12734
-14064,12342,11459,11441,12366
-15010,9186,8082,8070,9198
-2918,13420,12528,12433,13515
-12834,13063,12109,12078,13094
-1165,15012,13712,13686,15048
-24972,14544,13371,13361,14554
-1892,12550,9486,9459,12600
-1895,11250,8806,8750,11350
-7102,16114,14000,13956,16160
-6876,9730,8334,8251,9836
-1470,14997,15009,14997,15009
-1161,8243,5423,5397,8290
-1160,8362,5472,5463,8378
-1308,9470,8535,8462,9555
-3813,3940,3871,3862,3950
-8100,3940,3871,3862,3950
-1421,12802,11784,11757,12834
-1536,11560,10985,10937,11618
-7527,11358,10793,10771,11386
-2695,13479,13517,13479,13517
-1529,8691,8704,8691,8704
-4983,8690,8706,8690,8706
-3437,17318,17328,17288,17358
-2072,13076,13134,13076,13134
-4626,12660,12820,12660,12820
-2026,5655,2804,2798,5697
-1362,12300,11218,11183,12336
-1671,8320,8301,8211,8414
-1454,16708,15602,15428,16954
-22940,16876,15602,15547,16954
-4295,14795,13498,13376,14929
-7074,11714,11278,11248,11764
-19138,9186,9203,9185,9204
-1875,10970,10675,10602,11045
-3246,8224,7559,7546,8238
-17035,4328,3690,3655,4364
-9082,12944,12488,12373,13076
-1371,9968,9121,9086,10008
-4804,8588,8107,8103,8596
-4804,8562,8099,8089,8580
-18230,11790,9773,9760,11815
-3060,7510,4666,4632,7780
-1555,5838,5192,5185,5846
-1555,5854,5225,5199,5884
-1555,5980,5322,5309,5994
-1689,5364,4792,4771,5388
-2811,7326,5987,5972,7346
-11800,9162,7435,7415,9188
-18904,8322,6757,6754,8326
-2848,9577,7296,7281,9622
-2848,9673,8300,8288,9688
-23493,9150,7897,7878,9175
-23493,9196,7925,7914,9210
-23493,9231,8013,7942,9322
-2163,10723,10023,10012,10736
-1412,11444,6541,6536,11454
-1851,18826,17805,17771,18860
-5596,18740,17072,17060,18754
-6003,18470,17429,17415,18484
-10737,18208,17174,17153,18230
-25019,18053,17019,16998,18104
-16434,17900,16349,16276,17990
-25542,17360,15962,15931,17414
-30269,15127,14378,14310,15218
-25542,17240,15883,15859,17280
-3625,8601,8943,8563,8987
-4154,8597,8563,8553,8601
-1561,3441,3310,3265,3486
-1561,3055,3021,2879,3197
-10069,3057,2964,2957,3064
-10069,3078,2981,2977,3083
-10069,3158,3055,3050,3163
-10069,3193,3086,3082,3197
-1706,3098,2303,2274,3150
-2662,11807,10120,10099,11828
-8946,11386,8778,8773,11393
-8946,11420,8804,8797,11430
-6401,11254,9572,9548,11278
-2014,16065,14879,14830,16145
-26331,15864,14726,14684,15894
-1963,15200,13408,13397,15218
-1640,15200,13408,13397,15218
-1640,15238,13426,13420,15248
-3810,2794,2810,2794,2810
-1682,13447,13283,13267,13463
-1708,10504,10515,10501,10518
-5603,10111,10112,10108,10115
-1402,8146,6345,6343,8700
-1867,11624,11412,11405,11650
-4030,13978,13793,13717,14076
-8189,13434,13280,13250,13466
-6678,13600,13420,13399,13624
-14708,13118,12967,12954,13132
-14708,13090,12940,12927,13104
-14708,13134,12981,12969,13146
-14708,13154,12998,12988,13164
-25587,12232,12116,12088,12260
-1473,4290,4298,4289,4299
-1540,7753,7368,7367,7956
-2194,11340,9127,8089,11384
-9105,7700,5082,5074,7710
-1775,11310,10733,10707,11340
-1514,8720,7752,7680,8798
-1988,13843,11953,11876,13920
-20071,13742,11806,11775,13773
-15327,16448,14002,13978,16474
-1854,8900,8909,8899,8910
-2216,12934,5127,5106,12974
-1469,10260,6358,6348,10760
-3910,13918,13689,13649,13958
-12090,14028,13778,13759,14047
-1983,12057,12099,12056,12100
-15561,11716,11722,11715,11723
-15561,11736,11753,11735,11754
-15561,11817,11831,11816,11832
-15561,11923,11971,11922,11972
-20419,11141,11155,11140,11156
-20419,11202,11215,11201,11216
-1673,13418,11872,11840,13451
-1672,13868,12291,12282,13878
-24015,11718,10253,10227,11748
-24014,12185,10661,10655,12191
-24628,11965,10459,10450,11975
-2110,9142,8966,8930,9182
-2110,8400,8321,8286,8440
-12036,8400,8321,8286,8440
-15192,8400,8321,8288,8440
-15192,9142,8966,8930,9182
-1694,4912,4409,4340,4985
-1698,5105,4557,4524,5139
-2674,21178,21271,21040,21410
-1714,8385,8094,8072,8421
-2273,18889,17415,17393,18932
-3117,18222,16953,16945,18230
-4006,17942,16721,16684,17982
-5497,17061,16517,16471,17100
-1908,8821,7346,7334,9021
-1909,7228,6819,6807,7247
-1909,7266,6840,6830,7282
-3220,12336,11556,11493,12416
-14107,9948,9761,9730,9980
-10127,12280,11464,11453,12294
-10127,12302,11479,11470,12314
-15313,9948,9750,9730,9980
-15313,9996,9769,9762,10006
-1755,4558,3981,3963,4580
-1832,4434,3892,3862,4470
-6444,4000,3527,3508,4024
-1896,12926,13013,12919,13020
-1874,10416,10414,10334,10500
-2855,17865,17043,16967,18036
-11955,17456,16797,16782,17490
-11955,17514,16826,16808,17554
-16846,17252,16662,16582,17292
-16846,17310,16658,16608,17330
-2422,19760,19630,19554,19840
-1799,13651,11958,11931,13684
-8604,13472,11798,11787,13486
-6376,13547,11929,11847,13588
-17874,10978,9856,9847,10990
-17874,11018,9884,9878,11026
-17874,11064,9924,9914,11076
-16931,11738,10463,10431,11780
-17288,11130,9979,9966,11146
-2434,7024,5730,5704,7058
-5991,6553,5943,5339,6558
-8197,6320,5165,5161,6325
-14092,6212,5120,5080,6264
-2272,12225,12054,12039,12240
-4204,10091,10027,10022,10097
-4217,9828,9794,9787,9835
-20591,10030,9974,9968,10036
-1936,8439,8046,8034,8453
-1936,8400,8026,8001,8430
-1894,8050,4430,4410,8070
-3194,7698,4273,4263,7722
-3194,7768,4303,4292,7794
-8248,8105,4435,4433,8110
-1806,11028,9852,9802,11170
-7755,8554,7446,7375,8644
-1982,11484,5334,5301,11600
-1692,3172,3142,3104,3210
-1742,10084,9071,8981,10186
-8557,6850,6376,6332,6920
-7847,7120,6513,6500,7140
-11910,6850,6515,6332,7140
-17637,10550,6878,6864,10580
-2151,13290,13358,13286,13362
-2111,9325,9261,9135,9452
-24693,9154,8997,8963,9188
-27307,8854,8824,8664,9014
-2365,14502,12702,12688,14520
-4269,14325,12576,12561,14346
-8096,14060,9321,9293,14066
-12127,13203,11753,11746,13212
-12127,13217,11758,11757,13219
-2171,11686,10721,10705,11707
-5538,10940,10199,10168,10980
-9722,10730,10057,10012,10790
-2464,6510,6473,6442,6542
-2464,6466,6411,6399,6478
-2463,8430,8325,8232,8528
-21136,5557,5551,5516,5593
-21141,5392,5365,5355,5402
-1826,7051,4899,4899,7156
-1876,15388,14279,14265,15409
-1876,15436,14306,14298,15448
-13722,14950,13985,13970,14970
-13769,14898,13942,13934,14910
-13769,14930,13970,13957,14950
-13769,14950,13985,13970,14970
-2069,13074,6941,6930,13096
-2696,7699,7720,7699,7720
-4590,19838,16702,16685,19870
-3670,10244,9571,9555,10262
-23470,10064,9411,9393,10084
-27418,9960,9360,9300,10030
-2145,5623,5450,5421,5656
-29098,5484,5326,5303,5514
-1979,13478,12048,12039,13490
-1948,12010,11170,11149,12040
-23784,11428,10723,10715,11438
-2126,7196,6555,6505,7256
-8033,19497,16456,16267,19722
-6761,19765,16553,16493,19835
-7144,24416,23909,23850,24485
-7144,24532,23973,23949,24560
-2274,13716,13678,13640,13754
-8367,13604,13576,13528,13652
-2073,3730,2529,2529,3890
-5112,10412,9214,9207,10420
-14103,10216,9061,9041,10242
-7021,21268,21386,21256,21398
-7021,20938,21042,20926,21054
-8108,21754,21054,21010,21808
-8108,22094,21459,21287,22303
-7037,24986,24038,23955,25096
-25104,24270,23446,23423,24300
-25104,24510,23625,23603,24540
-3841,12456,11683,11672,12469
-2027,13744,13111,13091,13768
-2850,13091,12555,12532,13120
-2500,6580,6492,6445,6630
-3224,15730,12886,12859,15780
-23279,15595,12817,12788,15650
-4406,5684,1618,1602,5810
-2326,14756,14789,14755,14790
-5534,25506,24544,24479,25574
-5534,25698,24768,24655,25826
-2373,22614,21828,21761,22702
-2259,9712,9427,9421,9720
-7375,8344,8323,8308,8360
-2598,11228,9186,9181,11235
-2598,11246,9209,9194,11266
-7119,11305,9251,9237,11325
-2965,8570,8244,8227,8588
-2965,8604,8323,8258,8674
-22914,8273,8026,7951,8354
-2954,8698,7030,6951,8844
-2509,12452,12092,12059,12486
-2221,8800,8938,8800,8938
-17206,8890,8938,8890,8938
-2415,7944,7282,7231,8012
-2226,12951,12985,12948,12988
-22159,25360,25098,24954,25505
-22158,25662,25339,25255,25746
-24883,24385,23826,23802,24412
-24883,24502,23938,23909,24534
-4158,26872,25495,25390,26996
-23324,27774,26944,26881,27837
-23324,28043,27258,27150,28151
-4075,10520,9714,9676,10558
-4075,10594,9788,9750,10632
-4101,8760,8064,7989,8850
-18902,10712,10056,9868,10900
-2913,8641,8403,8391,8654
-2712,14964,14377,14365,14976
-2544,10330,9740,9724,10350
-2545,9876,9409,9367,9928
-9109,10446,9872,9813,10479
-3245,11048,10024,10014,11060
-5414,10966,9863,9853,10980
-7672,10643,9725,9697,10678
-21940,10643,9725,9697,10678
-21940,10966,9944,9932,10980
-2601,13402,12726,12660,13482
-12086,12280,11839,11756,12386
-16404,11456,11198,11084,11578
-2448,15182,15019,15005,15198
-10265,15016,14888,14861,15032
-3130,5202,4911,4833,5286
-3129,5583,5220,5190,5615
-2510,20414,11089,11065,20452
-2317,3876,2894,2892,4233
-2569,12400,12081,12030,12470
-3218,9124,8790,8772,9142
-3248,11158,10942,10850,11250
-3250,10394,10142,10087,10450
-4644,19180,19222,19102,19300
-24296,18332,18386,18260,18456
-2579,12710,12706,12687,12730
-2649,15243,15155,15039,15348
-5504,5585,5208,5114,5685
-8539,5485,5041,5021,5506
-13650,5000,4578,4567,5012
-2692,12157,11403,11380,12182
-10137,10503,9883,9876,10511
-2671,11078,10514,10464,11135
-17627,10470,9949,9932,10490
-17627,10506,9979,9963,10524
-15055,10608,10060,10053,10616
-15055,10626,10073,10069,10631
-2587,5043,4935,4881,5108
-5454,19710,19626,19610,19726
-5456,18727,18711,18627,18811
-5455,18874,18774,18706,18906
-3653,17186,13836,13831,17196
-4041,17186,13836,13831,17196
-4041,17156,13824,13814,17174
-5437,8292,7331,7320,8310
-4123,11900,11184,11178,11907
-4897,11608,10944,10933,11620
-4897,11635,10963,10957,11642
-2872,12124,11409,11363,12178
-3552,8834,6576,6499,8963
-7938,8260,8278,8260,8278
-18708,8163,6118,6114,8170
-18708,8149,6110,6106,8156
-8097,1921,1656,1643,1941
-20869,1902,1636,1628,1915
-20869,1921,1656,1643,1941
-22198,1902,1653,1635,1941
-2477,2005,1388,1384,2705
-12551,1072,1045,1027,1096
-2425,4405,4122,4105,4425
-26043,3102,2996,2977,3124
-2689,10636,10588,10578,10648
-12735,10112,10094,10091,10115
-12735,10068,10054,10048,10074
-9761,10314,10285,10281,10318
-3145,11986,11016,10974,12036
-13562,12424,11373,11355,12444
-13562,12524,11454,11445,12534
-13562,12538,11466,11457,12548
-20961,11517,10616,10604,11535
-22726,11249,10442,10421,11279
-2641,7314,6968,6935,7360
-9271,7138,6809,6805,7142
-13659,7000,6721,6704,7024
-12486,7076,6768,6759,7088
-16893,6892,6635,6624,6906
-22178,6707,6507,6482,6738
-2580,3250,3255,3250,3255
-15630,8310,7864,7837,8340
-22333,7820,7435,7390,7870
-2659,12684,11745,11711,12740
-5809,10941,8390,8350,10990
-13047,11060,8455,8447,11070
-13047,10941,8390,8350,10990
-14761,8525,6382,6374,8535
-16235,7952,5940,5933,7962
-19325,7744,5795,5776,7770
-3776,9049,7311,7279,9082
-3460,12778,12632,12592,12820
-23360,8704,8656,8646,8714
-22423,9262,9232,9199,9296
-24761,12778,12632,12592,12820
-9306,24084,23766,23721,24130
-9306,24234,24061,23867,24434
-9306,24526,24327,24150,24708
-9306,24187,23836,23821,24203
-3446,14074,14143,14073,14144
-3355,2830,2107,2066,2875
-2807,7376,4046,4008,7458
-2873,18010,18039,17999,18050
-3183,11978,11493,11406,12066
-3182,12148,11636,11574,12210
-2682,10050,7904,7892,10065
-4798,9185,9143,9085,9250
-3040,12405,11048,11029,12431
-7082,12033,10764,10758,12041
-10183,10675,9794,9784,10690
-15042,10442,9631,9620,10458
-3831,25862,18125,17980,26047
-2798,15276,11313,11227,15409
-3106,6451,6060,6041,6470
-10962,6314,5927,5909,6332
-28275,6314,5927,5909,6332
-27373,5776,5419,5390,5806
-2866,14520,10624,10560,14620
-2714,5625,5406,5352,5680
-3063,8096,7643,7640,8101
-12652,8008,7583,7560,8034
-2942,9280,8656,8648,9290
-2943,8713,8249,8216,8756
-6652,9206,8613,8603,9216
-20727,9206,0,0,9216
-20727,9280,0,0,9290
-2931,16584,16056,15980,16660
-3210,5342,5183,5169,5360
-4846,5075,4975,4960,5093
-3363,7258,7056,7028,7288
-6158,18320,17688,17582,18456
-6158,17700,17369,17039,18050
-3127,11052,10213,10187,11095
-9910,9972,7259,7253,10038
-6050,17060,16444,16376,17140
-6050,17710,17079,16933,17880
-3627,12614,12618,12608,12624
-3362,15990,15520,15497,16020
-4278,7495,6342,6317,7530
-3305,10710,10369,10277,10814
-2937,11378,8922,8892,11434
-10959,11472,8947,8942,11482
-14525,8785,7539,7515,8830
-17218,8060,7923,7919,8066
-17219,7782,7711,7707,7790
-22971,7362,7360,7341,7383
-3364,10694,8794,8763,10736
-3364,10750,8813,8804,10762
-3209,7512,7570,7512,7570
-3284,16154,15141,15100,16200
-3190,5974,5881,5849,6006
-3233,13440,6954,6921,13510
-3233,13533,6971,6964,13547
-3233,13558,6983,6976,13572
-3539,9099,6283,6199,9240
-3152,6095,5699,5679,6115
-3153,5763,5419,5349,5833
-22225,5973,5589,5571,5991
-4015,20480,20136,20040,20690
-4015,21504,20555,20469,21720
-3214,6160,4544,4527,6194
-5110,13213,12941,12809,13357
-4755,13213,12941,12809,13357
-3431,12012,10175,10152,12036
-3778,8052,4871,4844,8100
-4234,7714,4681,4673,7732
-3733,11724,10702,10676,11756
-10181,11448,10495,10442,11509
-9681,10370,9804,9631,10600
-3256,9628,7056,7042,9648
-22575,9628,7050,7037,9648
-25704,9728,7106,7106,9740
-3525,13094,10297,10261,13192
-9242,12606,10123,10082,12718
-26865,12474,10041,10034,12494
-3864,10020,9483,9479,10026
-8052,9254,8898,8893,9260
-12564,8462,8313,8303,8475
-10293,8578,8394,8388,8588
-3308,12813,11720,11718,12826
-3383,11514,11265,11253,11527
-3383,11544,11296,11281,11558
-11133,10910,10757,10688,10985
-9937,11380,11190,11127,11446
-15899,15840,15690,15580,15954
-4612,26864,25833,25805,26892
-4612,26604,26598,26545,26657
-4612,26695,26645,26636,26704
-3802,11981,12055,11890,12146
-23051,7200,7212,7113,7300
-3142,1631,910,898,2575
-3311,1401,907,907,2386
-13915,6915,6670,6644,6945
-3633,14630,11245,11234,14646
-12002,13430,10395,10368,13468
-4286,16900,16212,16207,16906
-3780,16731,16126,16062,16806
-3780,16838,16190,16154,16880
-3780,16900,16212,16207,16906
-3781,11153,11039,11009,11186
-4286,16731,16126,16062,16806
-4286,16838,16190,16154,16880
-7758,11153,11039,11009,11186
-3696,16068,15814,15790,16093
-6508,15640,15395,15374,15662
-6508,15666,15409,15401,15676
-6508,15680,15446,15413,15714
-6508,15725,15480,15456,15750
-4311,10600,10160,10149,10612
-9304,10597,10159,10146,10612
-13933,10441,10020,10006,10456
-4049,14360,14482,14360,14482
-4942,20246,20337,20197,20386
-4171,10650,7806,7792,10680
-4171,10968,7967,7929,11066
-4484,10082,7925,7905,10112
-7091,10175,7983,7966,10200
-11567,10082,7925,7905,10112
-17281,8338,7086,7067,8368
-20228,8163,7000,6990,8183
-20228,8187,7010,7001,8207
-5217,8381,8339,8274,8447
-11602,8049,7977,7952,8075
-11602,8088,8006,7990,8104
-11602,8112,8021,8013,8120
-4556,15287,6101,6083,15355
-3540,6552,6177,6154,6577
-9305,26603,26545,26474,26675
-9305,26380,26270,26255,26395
-9305,26453,26453,26327,26581
-5187,6180,5042,5035,6190
-3516,11054,10120,10094,11082
-13735,6951,6654,6638,6968
-11531,10895,9981,9962,10915
-3822,11910,12102,11910,12102
-3664,14418,13015,12994,14454
-5882,13566,12524,12497,13612
-8582,12959,12138,12130,12971
-8582,12925,12118,12108,12940
-8582,12950,12128,12125,12953
-7641,13030,12225,12174,13110
-6605,13168,12273,12262,13185
-17719,12748,12004,11999,12756
-14789,12812,12052,12039,12834
-20088,11806,11440,11428,11826
-3945,21238,19717,19644,21318
-6290,20870,19615,19311,21205
-4573,21577,20069,19979,21692
-3375,2204,1200,1200,2705
-5535,8889,8901,8889,8901
-5539,8196,8222,8196,8222
-12823,8353,8372,8353,8372
