Occurrence_Id;Local_Date_Main_Event;Date_Main_Event_Unconfirmed;Year_Reported;Occurrence_Severity;Main_Event_L1;Main_Event_L2;Main_Event_L3;Not_Vessel_Operations;Short_Description;Description;State_Reporting;National_Location_L1;National_Location_L2;Latitude;Longitude;Lat_Long_Unknown;Port_Of_Accident_L1;Port_Of_Accident_L2;Vessel_Profile_Id;Vessel_Severity;Flag_State;Vessel_Category_L1;Vessel_Category_L2;Ship_Craft_Type_L1;Ship_Craft_Type_L2;Ship_Craft_Type_L3;Ship_Craft_Type_L4;Ship_Craft_Type_L5;Is_Commercial_Vessel;Ship_Boat;Registered_Length_In_Metres;LOA_Length_Overall_in_Metres;GT_Gross_Tonnage;Hull_Material;Year_Built;Deaths_Crew;Deaths_Passenger;Deaths_Other;Deaths_Total;Injuries_Crew;Injuries_Passenger;Injuries_Other;Injuries_Total;Loss_Of_Vessel_Damage;Did_The_Vessel_Sink;Vessel_Abandoned;Damage_Description;Pollution_Result;Crew_Voyage;Voyage_Segment;Pilot_On_Board;Place_On_Board_L1;Place_On_Board_L2;Place_On_Board_L3;Place_On_Board_L4;Place_On_Board_L5;Port_Of_Departure_L1;Port_Of_Departure_L2;Publication_Date;Publication_No;Publication_Type;Published_Report_Website_Link;Vessel_Record_Modified_On
"74e5ceb3-cc53-ee11-be6f-002248c87217";"2023-08-01";"No";2023;"Marine Incident";"Contact";"Shore Object";;False;"A search and rescue vessel damaged its propeller during recovery from the water.";"A search and rescue vessel was being recovered to the trailer after completing a training exercise which caused the stern of the vessel to contact the recovery carriage. This caused damage to the cavitation plate and propeller. The propeller was replaced and the vessel operations were not affected by the damage. There were no injuries or pollution. The incident reportedly occurred due to the trainee helm who was practicing recovery making an error whilst trying to position the vessel. ";"UK";"United Kingdom";"England";54.490500;-3.607200;;"UNITED KINGDOM";"Whitehaven";"bd5fc6e5-cc53-ee11-be6f-002248c87217";"Marine Incident";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Service ship";"SAR craft";;;;True;;0.00;8.40;1.70;"GRP";"2010";0;0;0;0;0;0;0;0;"Minor damage (less than material damage)";"No";"No";"Damage to cavitation plate and propeller. The propeller was replaced and there was no impact on the operational capabilities of the vessel. ";"No Pollution";"4";"Arrival";"n/a";;;;;;"UNITED KINGDOM";"Whitehaven";;;;;"2023-09-15"
"0377a42b-8167-ee11-9ae7-002248c878ca";"2023-10-01";"No";2023;"Marine Incident";"Fire / Explosion";"Fire";;False;"A pilot vessel had a fire and returned to the berth.";"A pilot vessel with twin engines had a fire on one engine. The fire was successfully extinguished by the 3 crew on board and the vessel was still able to manoeuvre, and went back to port under its own power. Once alongside a precautionary inspection by shore side fire services and surveyors was carried out. ";"UK";"United Kingdom";"Wales";51.519000;-4.034000;;;;"26b006bb-8167-ee11-9ae7-002248c878ca";"Marine Incident";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Service ship";"Other";;;;True;;0.00;18.00;25.00;"GRP";"2001";0;0;0;0;0;0;0;0;"No damage";"No";"No";"None";"No Pollution";"3";"Mid-water";"n/a";"Engine department";"Engine room";;;;"UNITED KINGDOM";"Swansea";;;;;"2024-08-09"
"0f39c9ec-637a-ee11-8179-002248c87217";"2023-10-01";"No";2023;"Marine Incident";"Damage / Loss Of Equipment";;;False;"Cargo ship pilot ladder was not rigged per current SOLAS regulations";"Cargo ship pilot ladder was not rigged per current SOLAS regulations due to the fact that the ladder was secured to the vessel handrails. ";"UK";"United Kingdom";"England";53.560000;0.108000;;;;"e99d0112-647a-ee11-8179-002248c87217";"Marine Incident";"NORWAY";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"General Cargo";;;True;;0.00;89.00;2900.00;"Steel";"2003";0;0;0;0;0;0;0;0;"No damage";"No";"No";;"No Pollution";;"Unknown";"Yes";;;;;;"Unknown";;;;;;"2024-09-09"
"d9a3ac5b-5c88-ee11-be36-002248c878ca";"2023-11-01";"No";2023;"Less Serious";"Accident to person(s)";;;False;"Cruise ship's passenger lost their balance and fell resulting in a fractured wrist.";"Cruise ship's passenger was dancing when another passenger bumped into them resulting in them to fall. The passenger reported a fractured wrist however, no defects were found on the scene. ";"UK";;;-38.595000;144.621667;;;;"29c75d9f-5c88-ee11-be36-002248c878ca";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Only passenger";"International";;;True;;0.00;280.00;100000.00;"Steel";"2001";0;0;0;0;0;1;0;1;"No damage";"No";"No";;"No Pollution";"1097";"Mid-water";"No";"Accommodation";"Restaurant/Bar";;;;"AUSTRALIA";;;;;;"2024-08-09"
"da0f9deb-ae8a-ee11-be36-002248c87217";"2023-11-01";"No";2023;"Marine Incident";"Fire / Explosion";"Fire";;False;"A general cargo vessel experienced a fire in the cargo hold due to smouldering grain.";"A general cargo vessel was alongside loading grain cargo when the crew noticed that the cargo was smouldering in the hold. The local fire service attended and confirmed that the fire was extinguished but there were hazardous gasses present as a result of combustion. The cargo was discharged and the vessel was detained by the port. There were no injuries, damages or pollution. ";"UK";"United Kingdom";"Northern Ireland";54.627800;-5.883600;;"UNITED KINGDOM";"Belfast";"9649bdc6-af8a-ee11-be36-002248c87217";"Marine Incident";"PANAMA";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"General Cargo";;;True;;0.00;110.00;6600.00;"Steel";"2011";0;0;0;0;0;0;0;0;"No damage";"No";"No";"None - but the cargo was discharged.";"No Pollution";;"Anchored or alongside";"n/a";"Cargo and tank areas";"Cargo hold";;;;"UNITED KINGDOM";"Belfast";;;;;"2024-08-09"
"e7f1a108-859e-ee11-be37-002248c878ca";"2023-12-01";"No";2023;"Marine Incident";"Damage / Loss Of Equipment";;;False;"General cargo ship's pilot ladder did not conform to SOLAS regulations.";"Construction did not meet current SOLAS standards. : Starboard side ladder was noted to have major fraying (25-50%) on the upper parts of ladder (unloaded). During the descent it was noted the rope on the left side of the ladder (loaded) was frayed approximately 25%.";"UK";"United Kingdom";"England";51.484300;-0.010700;;"UNITED KINGDOM";"London";"c4226a42-859e-ee11-be37-002248c878ca";"Marine Incident";"ANTIGUA AND BARBUDA";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"General Cargo";;;True;;0.00;89.00;2900.00;"Steel";"2007";0;0;0;0;0;0;0;0;"No damage";"No";"No";;"No Pollution";;"Departure";"Yes";;;;;;"UNITED KINGDOM";"London";;;;;"2024-08-09"
"5eb7cf2e-8e37-ef11-a316-6045bd0b05c8";"2024-06-01";"No";2024;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A cargo ship's pilot ladder did not conform to SOLAS regulations";"A cargo ship's pilot ladder was not rigged to SOLAS regulations. Ladder secured using old ends of webbing strap placed around ladder and fed back through the eye at the end of the webbing. Clearly old webbing straps. Master informed and discussed with crew on deck.";"UK";"United Kingdom";"England";53.506600;-3.292300;"NA";;;"73703407-8f37-ef11-a316-6045bd0b05c8";"Marine Incident";"NETHERLANDS";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"General Cargo";;;True;;0.00;110.00;3900.00;"Steel";"2005";0;0;0;0;0;0;0;0;"No damage";"No";"No";"NA";"NA";;"Arrival";"Yes";"Ship";"Unknown";;;;"Unknown";;;;;;"2024-07-01"
"6c9c7612-f33d-ef11-a316-6045bd0b05c8";"2024-06-01";"No";2024;"Less Serious";"Grounding / Stranding";"Drift";;False;"A passenger sight seeing vessel grounded with passengers on board.";"A passenger vessel for wildlife sight-seeing was operating close to the shore when the skipper noticed buoy, probably marking a fishing pot. They altered course abruptly ('sharper than they normally would') and part of the hull struck a nearby rock ledge. The skipper was able to free the vessel from the grounding whilst the other crew member checked the vessel for damage and water ingress, of which there were none. There were no injuries reported. The vessel continued with the sight seeing trip uninterrupted. ";"UK";"United Kingdom";"England";49.894600;-6.366900;"n/a";;;"0f4ae0a4-f33d-ef11-a316-6045bd0b05c8";"Less Serious";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Passenger ship";"Only passenger";"Port or internal waters";;;True;;0.00;14.00;7.90;"Wood";"1942";0;0;0;0;0;0;0;0;"No damage";"No";"No";"None";"No Pollution";"2";"Mid-water";"n/a";;;;;;"UNITED KINGDOM";"St Mary's";;;;;"2024-10-10"
"b30f115b-f153-ef11-bfe3-6045bd0ac912";"2024-08-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"RoPax crew member caught thumb while carrying out maintenance resulting in minor injury.";"RoPax crew member caught thumb while carrying out maintenance resulting in minor injury. The second engineer turned to retrieve an adjustable spanner to use to try and stop the movement, however, while he was doing this the ETO used his thumb to try and push it down to stop the pulsing. According to the ETO the valve stem rose quickly and trapped the ETO’s right thumb between the top of the valve stem and the base of the actuator. The resulted in the top fleshy pad above the thumbs joint to be detached but left the bone and nail intact.";"UK";"United Kingdom";;51.124083;1.335300;"n/a";"UNITED KINGDOM";"Dover";"973a468b-f253-ef11-bfe3-6045bd0ac912";"Less Serious";"CYPRUS";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Passenger and Ro-Ro cargo";;;;True;;170.00;180.00;34000.00;"Steel";"1997";0;0;0;0;1;0;0;1;"No damage";"No";"No";"None";"No Pollution";"94";"Anchored or alongside";"No";"Engine department";"Engine room";;;;"UNITED KINGDOM";"Dover";;;;;"2024-10-10"
"f296ae0b-d592-ef11-8a69-002248c65071";"2024-10-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"A ro-pax ferry crew member tripped over bitts on deck and fell, sustaining a sprained wrist.";"A ro-pax vessel crew member tripped over a set of bitts on the deck and fell, sustaining a sprained wrist. The crew member was letting the ropes go from a set of bitts that were mounted on the bulwarks Whilst doing this, they tripped over another set of bitts that were attached to the deck. They were signed off work for a week but returned a few days earlier to partake in light duties. The bitts on the deck are painted black and yellow but the lighting was thought to play a part as well as the crew member concentrating on the unmooring operation and not seeing the bitts.";"UK";"United Kingdom";"Scotland";55.992367;-4.934433;;"UNITED KINGDOM";"Dunoon";"6bc5fcf7-d592-ef11-8a69-002248c65071";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"200gt to 499.99gt";"Passenger ship";"Passenger and Ro-Ro cargo";"Port or internal waters";;;True;;0.00;49.00;480.00;"Steel";"2001";0;0;0;0;1;0;0;1;"No damage";"No";"No";"None";"No Pollution";"4";"Departure";"Under PEC direction";"Ship";"Deck";"Open deck";;;"UNITED KINGDOM";"Gourock";;;;;"2024-11-22"
"1a635c5c-2a95-ef11-8a68-000d3a0d1194";"2024-10-01";"No";2024;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A container ship had a miscommunication between crew during departure";"A container ship was getting ready to depart. The crew were instructed to 'single up' this was later to the instruction 'let go all lines aft, let go headlines, keep forward spring.' Reports were received from both fore and aft mooring stations confirming that all aft lines were clear and headlines were on deck. The vessel began its departure manoeuvre, using the forward spring line. Soon after, it was confirmed that one headline was still attached to the shore bollard. To prevent strain on the line, the manoeuvre was paused by reversing both bow and stern thrusters, allowing the headline and forward spring to be fully released.";"UK";"United Kingdom";"Northern Ireland";54.628200;-5.889600;"Victoria Terminal 3";"UNITED KINGDOM";"Belfast";"f3890f95-2b95-ef11-8a68-000d3a0d1194";"Marine Incident";"PORTUGAL";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"Container Ship";;;True;;120.00;130.00;9900.00;"Steel";"2007";0;0;0;0;0;0;0;0;"No damage";"No";"No";"NA";"NA";;"Departure";"Yes";"Ship";"Unknown";;;;"UNITED KINGDOM";"Belfast";;;;;"2024-10-28"
"bf692490-acbb-ef11-b8e8-6045bd0c57c5";"2024-12-01";"No";2024;"Less Serious";"Grounding / Stranding";"Power";;False;"A search and rescue vessel grounded and sustained damage to a propeller";"A search and rescue (SAR) vessel was returning to station on completion of a service call. The vessel took the deepest channel over a known sand bank at a harbour entrance, the engines were raised to avoid coming into contact with the seabed. However between wave troughs the propeller came into contact with the sea bed causing damage to a propeller. No injuries to crew.";"UK";"United Kingdom";"England";50.790667;-0.537333;"NA";;;"b64d673b-adbb-ef11-b8e8-6045bd0c57c5";"Less Serious";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Service ship";"SAR craft";;;;True;;8.40;8.40;1.70;"Composite materials";"2016";0;0;0;0;0;0;0;0;"Minor damage (less than material damage)";"No";"No";"Propeller damage";"NA";"3";"Mid-water";"n/a";"Ship";"Propeller/rudder/thruster";;;;"UNITED KINGDOM";"Littlehampton";;;;;"2024-12-16"
"37d3e39a-ec9b-ed11-aad1-0022481b5fc8";"2023-01-01";"No";2023;"Marine Incident";"Contact";"Shore Object";;False;"A general cargo vessel made contact with a shore side crane during berthing operations.";"A general cargo vessel was going alongside at a berth when the flare of the bow made contact with a shore-side crane. ";"UK";"United Kingdom";"England";53.740000;-0.261000;;"UNITED KINGDOM";"Hull";"486f56b5-ed9b-ed11-aad1-0022481b5fc8";"Marine Incident";"CYPRUS";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"General Cargo";;;True;;0.00;99.00;3900.00;"Steel";"2002";0;0;0;0;0;0;0;0;"No damage";"No";"No";"Unconfirmed. ";"No Pollution";;"Arrival";"Yes";;;;;;"NORWAY";;;;;;"2024-08-09"
"10243325-acb6-ed11-b597-0022481b50d1";"2023-02-01";"No";2023;"Less Serious";"Accident to person(s)";;;False;"Passenger ship's guest stumbled and fell against the bed inside the cabin resulting in a broken hip.";"Passenger ship's guest claimed they lost balance and stumbled against the bed inside the cabin. Vessel was inside sheltered waters, under pilotage - minimal movement. ";"UK";"United Kingdom";"England";50.677000;-0.967000;;;;"2cb02c80-acb6-ed11-b597-0022481b50d1";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Only passenger";"International";;;True;;210.00;230.00;58000.00;"Steel";"2020";0;0;0;0;0;1;0;1;"No damage";"No";"No";;"No Pollution";"496";"Departure";"Yes";"Accommodation";"Cabin space - passengers";;;;"UNITED KINGDOM";"Portsmouth";;;;;"2024-08-29"
"d44824c6-57df-ed11-a7c6-002248c8796d";"2023-04-01";"No";2023;"Marine Incident";"Capsizing / Listing";"Capsizing";;False;"An inflatable RHIB broached whilst approaching harbor and the crew were rescued.";"An inflatable RHIB capsized when approaching a spit due to breaking waves causing the vessel to broach. There were three people on board, two of whom were thrown into the water. The two people in the water were recovered by the local lifeboat service. The crewmember who managed to remain on the upturned hull remained with the vessel and was assisted back to port by the local lifeboat service. There were no injuries, pollution or damages. ";"UK";"United Kingdom";"England";50.722833;-1.736667;;;;"6363993c-58df-ed11-a7c6-002248c8796d";"Marine Incident";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;False;;0.00;3.90;0.00;"Other";"Unknown";0;0;0;0;0;0;0;0;"No damage";"No";"No";"None";"No Pollution";"3";"Mid-water";"n/a";"Ship";"Deck";"Open deck";;;"UNITED KINGDOM";"Christchurch";;;;;"2023-06-09"
"a22cc017-c9f3-ed11-8848-002248c87a59";"2023-05-01";"No";2023;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"Diving vessel suffered machinery failure and resulted in no Injuries";"Diving vessel suffered mechanical failure and required towage back to dock. No injuries and/or further damages were reported. ";"UK";;;53.589900;0.776883;;;;"3517b462-caf3-ed11-8848-002248c87a59";"Marine Incident";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Recreational craft";"Motorboat";;;;True;;0.00;0.00;0.00;"GRP";"2023";0;0;0;0;0;0;0;0;"Minor damage (less than material damage)";"No";"No";;"No Pollution";"2";"Mid-water";"n/a";;;;;;"Unknown";;;;;;"2024-08-14"
"4a8bbb62-c6fb-ed11-8f6d-002248c87a1d";"2023-05-01";"No";2023;"Marine Incident";"Damage / Loss Of Equipment";;;False;"General cargo vessel's crew used a weighted heaving line.";"General cargo vessel's crew used a weighted heaving line.";"UK";"United Kingdom";"England";50.901500;-1.423300;;"UNITED KINGDOM";"Southampton";"29d3dfaa-c6fb-ed11-8f6d-002248c87a1d";"Marine Incident";"NETHERLANDS";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"General Cargo";;;True;;0.00;89.00;3400.00;"Steel";"2018";0;0;0;0;0;0;0;0;"No damage";"No";"No";;"No Pollution";;"Unknown";"n/a";"Ship";"Other";;;;"UNITED KINGDOM";"Southampton";;;;;"2024-08-09"
"3edb39b5-a21c-ee11-8f6d-002248c87217";"2023-07-01";"No";2023;"Marine Incident";"Accident to person(s)";;;False;"Sailing vessel crew member suffered an open wound to their leg";"Sailing vessel crew member injured their leg during a race and suffered an open wound that was dressed on board. The injured party was then taken to hospital to have their injury seen to.";"UK";"United Kingdom";"England";50.565117;-1.212467;"NA";;;"4d2da155-a31c-ee11-8f6d-002248c87217";"Marine Incident";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Sailboat (aux. motor)";;;;False;;0.00;13.00;0.00;"GRP";"Unknown";0;0;0;0;0;0;0;0;"No damage";"No";"No";"NA";"No Pollution";;"Mid-water";"n/a";"Ship";"Deck";;;;"Unknown";;;;;;"2024-09-02"
"15839428-d22a-ee11-9965-002248c87a4c";"2023-07-01";"No";2023;"Less Serious";"Accident to person(s)";;;False;"Fishing vessel crewmember suffered a finger laceration injury whilst pushing wreckage overboard.";"A beam trawler crewmember was pushing wreckage overboard when they sustained severe lacerations to their right index finger after cutting it on a piece of metal. The skipper directed the vessel back to harbour where the casualty was then transported to hospital. ";"UK";;;49.991400;-2.210100;"NA";;;"c9080297-d22a-ee11-9965-002248c87a4c";"Less Serious";"UNITED KINGDOM";"Fishing Vessel";"24m Reg L and over";"Fishing vessel";"Trawler";"Beam";;;True;;29.00;33.00;260.00;"Steel";"1998";0;0;0;0;1;0;0;1;"No damage";"No";"No";;"No Pollution";"5";"Mid-water";"n/a";"Ship";"Deck";"Open deck";;;"UNITED KINGDOM";"Brixham";;;;;"2024-08-09"
"8cd8f26f-0f35-ee11-bdf4-002248c878ca";"2023-08-01";"No";2023;"Marine Incident";"Damage / Loss Of Equipment";;;False;"Container ship's pilot ladder did not conform to SOLAS regulations.";"Container ship's pilot ladder did not conform to SOLAS regulations. Ladder secured with deck tongue and step wedged underneath all weight on step. ";"UK";"United Kingdom";"England";51.503700;-0.030500;"N/A";"UNITED KINGDOM";"London";"97df05e7-0f35-ee11-bdf4-002248c878ca";"Marine Incident";"LIBERIA";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"Container Ship";;;True;;0.00;290.00;93000.00;"Steel";"2014";0;0;0;0;0;0;0;0;"No damage";"No";"No";;"No Pollution";"26";"Arrival";"Yes";;;;;;"UNITED KINGDOM";"London";;;;;"2024-05-14"
"f586506f-e64b-ee11-be6f-002248c8796d";"2023-09-01";"No";2023;"Marine Incident";"Fire / Explosion";"Fire";;False;"Yacht suffered a fire on board resulting in a minor smoke inhalation injury.";"A yacht caught fire in the accommodation area with four people on board and one pet. One of the crew members inhaled some smoke and has been taken for further medical assistance. There was a vessel in the area that evacuated some of the members and assisted with the fire by discharging the extinguisher. Once the fire was believed to be put out, the vessel requested a tow back to port. No further injuries were reported. ";"UK";"United Kingdom";"England";50.766600;0.090300;;;;"6a702ba8-e74b-ee11-be6f-002248c8796d";"Marine Incident";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;False;;0.00;14.00;0.00;"Unknown";"Unknown";0;0;0;0;0;0;0;0;"Minor damage (less than material damage)";"No";"No";;"No Pollution";"4";"Mid-water";"n/a";"Accommodation";"Cabin space - crew";;;;"Unknown";;;;;;"2023-11-17"
"612172e7-e568-ee11-9ae7-002248c87a1d";"2023-10-01";"No";2023;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A general cargo vessel had an inadequate pilot ladder arrangement.";"A general cargo vessel had an inadequate pilot ladder arrangement due to the fact that the ladder was not rigged at the correct hight, it was too long and almost touching the water.";"UK";"United Kingdom";"England";51.927600;1.308000;;;;"eb961f34-e668-ee11-9ae7-002248c87a1d";"Marine Incident";"NETHERLANDS";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"General Cargo";;;True;;0.00;100.00;5500.00;"Steel";"2008";0;0;0;0;0;0;0;0;"No damage";"No";"No";"None";"No Pollution";;"Arrival";"Yes";;;;;;"UNITED KINGDOM";"Birkenhead";;;;;"2024-08-09"
"35fa6d4d-a374-ee11-8179-002248c87217";"2023-10-01";"No";2023;"Less Serious";"Accident to person(s)";;;False;"Cruise ship's passenger tripped and ruptured a ligament.";"Cruise ship's passenger was walking when they tripped and fell forward, resulting in a ligament/tendon rupture right ankle. ";"UK";;;-14.276667;-170.685000;;"AMERICAN SAMOA";;"07708fc4-a374-ee11-8179-002248c87217";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Only passenger";"International";;;True;;0.00;330.00;140000.00;"Steel";"2017";0;0;0;0;0;1;0;1;"No damage";"No";"No";;"No Pollution";"1314";"Anchored or alongside";"No";"Accommodation";"Restaurant/Bar";;;;"AMERICAN SAMOA";;;;;;"2024-08-09"
"ba7402f5-f1ae-ee11-a569-002248c8714f";"2024-01-01";"No";2024;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A general cargo vessel had an inadequate pilot ladder arrangement.";"A general cargo vessel had an inadequate pilot ladder arrangement due to the fact that there were no hand stanchions available and that the distance between the railings was in excess of 0.8m. ";"UK";"United Kingdom";"Scotland";56.058333;-3.091667;"NA";;;"7b35df81-f3ae-ee11-a569-002248c87217";"Marine Incident";"FAROE ISLANDS";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"General Cargo";;;True;;0.00;74.00;2000.00;"Steel";"1990";0;0;0;0;0;0;0;0;"No damage";"No";"No";"None";"No Pollution";;"Arrival";"Yes";;;;;;"NORWAY";;;;;;"2024-06-03"
"e40076c0-4fb1-ee11-a569-002248c878ca";"2024-01-01";"No";2024;"Marine Incident";"Fire / Explosion";"Fire";;False;"A pilot vessel experienced a small fire on the starter motor.";"A pilot vessel alongside experienced a fire caused by the starter motor on the engine whilst coming alongside at  jetty. The crew were able to extinguish the fire and the shore side fire fighting services attended to confirm that the fire was out and there was definitely no risk of re-ignition. There were no injuries, damage or pollution. The cause of the fire was the starter motor overheating. ";"UK";"United Kingdom";"Wales";51.706333;-5.051000;"NA";"UNITED KINGDOM";"Milford Haven";"6a80b5f5-50b1-ee11-a569-002248c878ca";"Marine Incident";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Service ship";"Other";;;;True;;0.00;19.00;48.00;"Composite materials";"2007";0;0;0;0;0;0;0;0;"No damage";"No";"No";"None";"No Pollution";"3";"Arrival";"n/a";"Engine department";"Engine room";;;;"UNITED KINGDOM";"Milford Haven";;;;;"2024-06-04"
"66e7f3d1-b7b3-ee11-a568-002248c8714f";"2024-01-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"Ro-pax crew member slipped and fell whilst walking.";" A crew member slipped and fell whilst proceeding to forecastle in preparation for singling up mooring lines and used their arm to grab onto frame of door to prevent a fall to the deck. PPE correctly worn and in good condition. This resulted in a shoulder dislocation.";"UK";"United Kingdom";"Scotland";57.006800;-5.826700;"NA";"UNITED KINGDOM";"Mallaig";"e6ecb846-bbb3-ee11-a568-002248c878ca";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Passenger and Ro-Ro cargo";;;;True;;49.00;49.00;940.00;"Steel";"2000";0;0;0;0;1;0;0;1;"No damage";"No";"No";"None";"No Pollution";"11";"Anchored or alongside";"No";"Ship";"Forecastle";;;;"UNITED KINGDOM";"Mallaig";;;;;"2024-06-04"
"c5fd35af-44c4-ee11-9079-002248c8714f";"2024-02-01";"No";2024;"Marine Incident";"Collision";"With Other Ship";;False;"Near miss between two fishing vessels with no damage";"A fishing vessel was towing their nets 700m away from them with the fishing sign displayed , when a second fishing vessel passed 200m off of them  who were also towing their nets and also attempted to contact the vessel numerous times without any response.. ";"UK";;;49.656183;-5.355700;"NA";;;"42f5a4a5-47c4-ee11-9079-002248c8714f";"Marine Incident";"FRANCE";"Fishing Vessel";;"Fishing vessel";"Trawler";"Stern";;;True;;19.00;21.00;140.00;"Steel";"2001";0;0;0;0;0;0;0;0;"No damage";"No";"No";"NA";"NA";;"Mid-water";"No";"Ship";"Other";;;;"FRANCE";;;;;;"2024-06-10"
"c5fd35af-44c4-ee11-9079-002248c8714f";"2024-02-01";"No";2024;"Marine Incident";"Collision";"With Other Ship";;False;"Near miss between two fishing vessels with no damage";"A fishing vessel was towing their nets 700m away from them with the fishing sign displayed , when a second fishing vessel passed 200m off of them  who were also towing their nets and also attempted to contact the vessel numerous times without any response.. ";"UK";;;49.656183;-5.355700;"NA";;;"6481d24b-47c4-ee11-9079-002248c8714f";"Marine Incident";"UNITED KINGDOM";"Fishing Vessel";"Under 15m loa";"Fishing vessel";"Trawler";;;;True;;11.00;14.00;100.00;"Steel";"2001";0;0;0;0;0;0;0;0;"No damage";"No";"No";"None";"No Pollution";;"Mid-water";"No";"Ship";"Other";;;;"UNITED KINGDOM";"Brixham";;;;;"2024-06-10"
"2b233bf6-daf0-ee11-904b-0022481b57c2";"2024-03-01";"No";2024;"Marine Incident";"Damage / Loss Of Equipment";;;False;"Container ship's pilot ladder did not conform to SOLAS regulations.";"Container ship's pilot ladder did not conform to SOLAS regulations. Secured with shackles after showing correct rigging beforehand. Chose to ignore our instructions.";"UK";"United Kingdom";"England";55.148700;-1.442900;"NA";;;"29636fd5-dbf0-ee11-904b-0022481b57c2";"Marine Incident";"PANAMA";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"General Cargo";;;True;;100.00;110.00;7000.00;"Steel";"2010";0;0;0;0;0;0;0;0;"No damage";"No";"No";"NA";"NA";;"Departure";"Yes";"Ship";"Unknown";;;;"UNITED KINGDOM";"Blyth";;;;;"2024-07-30"
"0904da2b-790c-ef11-9f89-002248c87005";"2024-04-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"A cruise ship crew member fell down an escalator and was signed off work for more than 4 days.";"A cruise ship crew member was using an escalator onboard when they fell and injured their back. They were carrying a tray of plates and as they neared the top of the escalator they tried to step up onto the next step, however one of their shoelaces was undone which caused them to lose their balance. They fell backwards down the escalator sustaining injuries to their back. The crew member sustained bruising to their back and had 4 days and 22 hours off work to recover but they were not discharged from the vessel. The vessel safety team carried out an onboard investigation and found that the crew member's untied shoe lace coupled with the large tray they were carrying contributed to the fall, due to the fact that they couldn't see where the end of the escalator was. Following the accident the importance of wearing PPE correctly was re-iterated to galley and restaurant teams and a visual indication was to be added to the bulkhead near the top of the escalator so that crew carrying trays could see where the escalator ends. ";"UK";"Norway";;62.448333;5.590000;"na";;;"3472b7cd-790c-ef11-9f89-002248c87005";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Only passenger";"International";;;True;;320.00;340.00;180000.00;"Steel";"2020";0;0;0;0;1;0;0;1;"No damage";"No";"No";"None";"No Pollution";"1668";"Mid-water";"No";"Ship";"Stairs/ladders";;;;"NORWAY";;;;;;"2024-10-10"
