Occurrence_Id;Local_Date_Main_Event;Date_Main_Event_Unconfirmed;Year_Reported;Occurrence_Severity;Main_Event_L1;Main_Event_L2;Main_Event_L3;Not_Vessel_Operations;Short_Description;Description;State_Reporting;National_Location_L1;National_Location_L2;Latitude;Longitude;Lat_Long_Unknown;Port_Of_Accident_L1;Port_Of_Accident_L2;Vessel_Profile_Id;Vessel_Severity;Flag_State;Vessel_Category_L1;Vessel_Category_L2;Ship_Craft_Type_L1;Ship_Craft_Type_L2;Ship_Craft_Type_L3;Ship_Craft_Type_L4;Ship_Craft_Type_L5;Registered_Length_In_Metres;LOA_Length_Overall_in_Metres;GT_Gross_Tonnage;Loss_Of_Vessel_Damage;Did_The_Vessel_Sink;Vessel_Abandoned;Affected_Person_Id;Sequence_No;Age;Gender;Affected_Person_Type;Rank;On_Duty;Physical_Condition_L1;Physical_Condition_L2;Physical_Condition_L3;Injury_Type_L1;Injury_Type_L2;Parts_of_Body_Injured;Affected_Person_Place_On_Board_L1;Affected_Person_Place_On_Board_L2;Affected_Person_Place_On_Board_L3;Affected_Person_Place_On_Board_L4;Affected_Person_Place_On_Board_L5;Affected_Person_Deviation_L1;Affected_Person_Deviation_L2;PPE_Used;PPE_Deficient;Publication_Date;Publication_No;Publication_Type;Published_Report_Website_Link;Affected_Person_Record_Modified_On
"8a62145d-25fb-ee11-9f8a-002248c87a1d";"2024-04-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"Cruise ships passenger lost balance and fell resulting in closed fracture to vertebra.";"Cruise ships passenger lost balance and fell resulting in closed fracture to vertebra.";"UK";;;-40.483333;165.813333;;;;"94bcc71e-26fb-ee11-9f8a-002248c87a1d";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Only passenger";"International";;;0.00;330.00;140000.00;"No damage";"No";"No";"bbd47ac3-26fb-ee11-9f8a-002248c87a1d";1;"71";"Female";"Passenger";;;"Injured";"Serious injury";"More than 72 hours incapacitation";"Bone fractures";"Closed fractures";"Back, including spine and vertebra in the back -> Back, including spine and vertebra in the back";"Accommodation";"Cabin space - passengers";;;;"Slipping - Stumbling and falling - Fall of persons";"Slipping - Stumbling and falling - Fall of person - on the same level";;;;;;;"2024-04-15"
"570fcd03-2ffb-ee11-9f8a-002248c87a1d";"2024-04-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"Cruise ships passenger missed a step resulting in closed fracture to the left ankle.";"Cruise ships passenger missed a step resulting in closed fracture to the left ankle.";"UK";;;36.616000;136.595300;"NA";"JAPAN";;"cc212ec1-2ffb-ee11-9f8a-002248c87a1d";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Only passenger";"International";;;0.00;290.00;110000.00;"No damage";"No";"No";"f076a484-30fb-ee11-9f8a-002248c87a1d";1;"77";"Female";"Passenger";;;"Injured";"Serious injury";"More than 72 hours incapacitation";"Bone fractures";"Closed fractures";"Lower Extremities -> Ankle";"Accommodation";"Theatre";;;;"Slipping - Stumbling and falling - Fall of persons";"Fall of person - to a lower level";;;;;;;"2024-04-15"
"44707778-a2fc-ee11-9f8a-002248c8714f";"2024-04-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"A fishing vessel crewmember sustained a crushed finger.";"A purse sein trawler crew member sustained a crush injury to their finger. The vessel was towing fishing gear, when the crew member caught the little finger of their left hand between a cable and a winch drum, resulting in an open fracture/crush injury. The crew member was evacuated by helicopter due to the severity of the injury that radio medical advice said would require cosmetic surgery in order to save it. The crew member received first aid on board and was evacuated ashore for reconstructive surgery. There were no other injuries, damages or pollution. ";"UK";;;59.745000;1.236667;"NA";;;"0e3b4c47-a3fc-ee11-9f8a-002248c8714f";"Less Serious";"UNITED KINGDOM";"Fishing Vessel";"24m Reg L and over";"Fishing vessel";"Multipurpose";"Trawler-Purse seiner";;;24.00;25.00;190.00;"No damage";"No";"No";"2e4f8dba-a3fc-ee11-9f8a-002248c8714f";1;"45";"Male";"Crew";"Fishing vessel rating";"Yes - On duty prior to casualty";"Injured";"Serious injury";"More than 72 hours incapacitation";"Traumatic amputations (Loss of body parts)";;"Upper Extremities -> Finger(s)";"Ship";"Deck";"Working deck (fishing boat)";;;"Body movement without any physical stress (generally leading to an external injury)";"Uncoordinated movements, spurious or untimely actions";;;;;;;"2024-04-17"
"973fc2d6-a5fc-ee11-9f8a-002248c87076";"2024-03-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"Passenger toppled out of chair after moving themselves in cabin resulting in fractured forearm trying to move";"The vessel was approaching the port, when a passenger was sitting in a chair in their  cabin balcony  and  they moved in the chair and it toppled over resulting in them falling out of the chair onto the cabin floor. There was a ramp present in the cabin that allows accessible access to the cabin balcony. At the time of the accident stated that the chair was partly positioned on the ramp, this allowed the chair to move.  The passenger was diagnosed with a fractured forearm";"UK";"Spain";;38.335200;-0.457700;"NA";"SPAIN";;"414d0c98-a6fc-ee11-9f8a-002248c87076";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Only passenger";"International";;;320.00;340.00;180000.00;"No damage";"No";"No";"86a61210-b1fc-ee11-9f8a-002248c87076";1;"77";"Female";"Passenger";;;"Injured";"Serious injury";"More than 72 hours incapacitation";"Bone fractures";"Closed fractures";"Upper Extremities -> Upper extremities, other parts not mentioned above";"Accommodation";"Cabin space - passengers";;;;"Slipping - Stumbling and falling - Fall of persons";"Slipping - Stumbling and falling - Fall of person - on the same level";;;;;;;"2024-08-05"
"3362bd52-cffc-ee11-9f8a-002248c8714f";"2024-04-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"Work boats crew member was pushed back by equipment to the floor resulting in back injury";"Work boats crew member was pushed back by equipment to the floor resulting in back injury. Crew member went to grab the ROV and in doing so was pushed back in the swing. Then lost there footing and got thrown backwards, landing on the base of there back across the bottom of the Capstan pedestal.";"UK";"United Kingdom";"Scotland";56.101200;-6.150500;"NA";;;"09f7d09f-d2fc-ee11-9f89-0022481b57c2";"Less Serious";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Cargo ship";;;;;18.00;18.00;0.00;"No damage";"No";"No";"6bef0a42-d3fc-ee11-9f89-000d3a0cdd52";1;"43";"Male";"Crew";"Other crew member";"Yes - On duty prior to casualty";"Injured";"Minor injury";;"Unknown or unspecified";;"Back, including spine and vertebra in the back -> Back, including spine and vertebra in the back";"Cargo & tank areas";"Open deck cargo space";;;;"Body movement without any physical stress (generally leading to an external injury)";"Being caught or carried away, by something or by momentum";;;;;;;"2024-04-17"
"0f070f89-7bfd-ee11-9f8a-002248c87076";"2024-04-01";"No";2024;"Marine Incident";"Accident to person(s)";;;False;"Cargo ship's engineer sustained foot injury.";"Cargo ship's engineer sustained foot injury. ";"UK";"United Kingdom";"England";51.286333;-3.391000;"N/A";;;"2e7055ea-7bfd-ee11-9f8a-002248c87076";"Marine Incident";"ITALY";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"Ro-Ro Cargo";;;160.00;170.00;38000.00;"No damage";"No";"No";"4fbfaf7a-7cfd-ee11-9f8a-002248c87076";1;"Unknown";"Male";"Crew";"Chief engineer officer";"Yes - On duty prior to casualty";"Injured";"Minor injury";;"Wounds and superficial injuries";"Open wounds";"Lower Extremities -> Foot";"Ship";"Unknown";;;;"No information";;;;;;;;"2024-04-18"
"2464157d-92fd-ee11-9f8a-002248c87a58";"2023-01-01";"No";2024;"Marine Incident";"Accident to person(s)";;;False;"A cruise ship passenger fell and sustained a minor injury.";"A cruise ship passenger fell in their cabin and contained bruising to their chest. ";"UK";;;13.866667;-59.016667;"NA";;;"6c819a43-93fd-ee11-9f8a-002248c87a58";"Marine Incident";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Only passenger";"International";;;210.00;230.00;58000.00;"No damage";"No";"No";"7e6da075-93fd-ee11-9f8a-002248c87a58";1;"83";"Female";"Passenger";;;"Injured";"Minor injury";;"Concussions and internal injuries (including crush injuries not mentioned above)";"Internal injuries";"Back, including spine and vertebra in the back -> Back, other parts not mentioned above";"Accommodation";"Cabin space - passengers";;;;"Slipping - Stumbling and falling - Fall of persons";"Slipping - Stumbling and falling - Fall of person - on the same level";;;;;;;"2024-04-18"
"0b658d6b-b400-ef11-9f89-000d3a86e758";"2024-04-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"Tug crew member slipped on deck resulting in a fractured head injury";"The vessel was alongside in a  berth,  a crew member slipped whilst walking across deck, banged their head and began fitting. The crew member was taken via ambulance, to hospital where they stayed overnight and  to remained for observations until at least 3 days. They were diagnosed with a fracture to the head    ";"UK";"United Kingdom";"England";53.375200;-2.573800;"NA";;;"d5f6334c-bc00-ef11-9f8a-002248c87a58";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"100gt to 199.99gt";"Inland waterway vessel";"Tug";;;;0.00;28.00;130.00;"No damage";"No";"No";"deb881b2-bd00-ef11-9f8a-002248c87a58";1;"28";"Male";"Crew";"Engineer officer";"Yes - On duty prior to casualty";"Injured";"Serious injury";"More than 72 hours incapacitation";"Bone fractures";"Closed fractures";"Head -> Head (Caput), brain and cranial nerves and vessels";"Ship";"Deck";;;;"Slipping - Stumbling and falling - Fall of persons";"Fall of person - to a lower level";;;;;;;"2024-08-06"
"e0b35556-4502-ef11-9f8a-002248c87ba6";"2024-04-01";"No";2024;"Less Serious";"Loss Of Control";"Loss Of Propulsion Power";;False;"A sailing vessel suffered propulsion failure and the skipper was injured.";"A solo sailor was injured and the vessel's sail was damaged. The sail of the vessel was torn and the propeller was fouled by a rope. At the same time, when trying to address an engine issue, the skipper slipped on some oil and fell, sustaining a back injury which meant that they could not move due to the pain and tingling in their limbs. They transmitted a mayday message by VHF and the local lifeboat service attended. The lifeboat crew gave the skipper some pain medication and towed the vessel back to port, where the skipper went to hospital for further treatment. ";"UK";;;50.596667;0.592000;"NA";;;"de2c2496-0503-ef11-9f8a-002248c8796d";"Less Serious";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Sailboat (aux. motor)";;;;0.00;8.40;0.00;"Minor damage (less than material damage)";"No";"No";"09642709-0603-ef11-9f8a-002248c8796d";1;"38";"Male";"Crew";"Skipper";"Yes - On duty prior to casualty";"Injured";"Serious injury";"More than 72 hours incapacitation";"Concussions and internal injuries (including crush injuries not mentioned above)";"Internal injuries";"Back, including spine and vertebra in the back -> Back, including spine and vertebra in the back";"Accommodation";"Cabin space - crew";;;;"Slipping - Stumbling and falling - Fall of persons";"Slipping - Stumbling and falling - Fall of person - on the same level";;;;;;;"2024-04-25"
"f938c78c-0c03-ef11-9f8a-002248c8714f";"2024-04-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"Cruise ships passenger fractured ankle while playing pickleball.";"Cruise ships passenger fractured ankle while playing pickleball. The guest stated that while they was playing pickleball on the sports court on the open deck, while trying to hit the ball, their right ankle twisted causing them to fall forward onto the deck.";"UK";;;-28.446667;-166.165000;"N/A";;;"fb53d74f-0d03-ef11-9f8a-002248c8714f";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Only passenger";"International";;;320.00;330.00;140000.00;"No damage";"No";"No";"0cadbfe5-0d03-ef11-9f8a-002248c8714f";1;"61";"Female";"Passenger";;;"Injured";"Serious injury";"More than 72 hours incapacitation";"Bone fractures";"Closed fractures";"Lower Extremities -> Ankle";"Ship";"Deck";"Open deck";;;"Body movement without any physical stress (generally leading to an external injury)";"Uncoordinated movements, spurious or untimely actions";;;;;;;"2024-04-25"
"be03e063-b703-ef11-9f89-000d3a0cb4b3";"2024-04-01";"No";2024;"Very Serious";"Collision";"With Other Ship";;False;"An Inland waterways passenger craft collided with a self-hire craft, resulting in the capsize of the self-hire craft and 6 persons in the water";"An inland water way passenger vessel and a self-hire recreational craft collided. The self-hire craft capsized and the 6 occupants entered the water. 3 swam to the river bank and exited the water whilst 3 were recovered by the inland water way passenger vessel.  None of the 6 people that entered the water sustained injuries.";"UK";"United Kingdom";"England";53.960500;-1.089300;"N/A";;;"f60da183-bb03-ef11-9f89-000d3a0cb4b3";"Very Serious";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;0.00;3.90;0.00;"Loss of ship -> Actual loss";"Yes";"Yes";"480ea55c-bc03-ef11-9f89-000d3a0cb4b3";1;"Unknown";"Female";"Crew";"Skipper";"Yes - On duty prior to casualty";"No injury";;;"Effects of temperature extremes, light and radiation";"Effects of reduced temperature";;"Ship";"Deck";"Other";;;"Slipping - Stumbling and falling - Fall of persons";"Fall overboard of person";;;;;;;"2024-04-26"
"be03e063-b703-ef11-9f89-000d3a0cb4b3";"2024-04-01";"No";2024;"Very Serious";"Collision";"With Other Ship";;False;"An Inland waterways passenger craft collided with a self-hire craft, resulting in the capsize of the self-hire craft and 6 persons in the water";"An inland water way passenger vessel and a self-hire recreational craft collided. The self-hire craft capsized and the 6 occupants entered the water. 3 swam to the river bank and exited the water whilst 3 were recovered by the inland water way passenger vessel.  None of the 6 people that entered the water sustained injuries.";"UK";"United Kingdom";"England";53.960500;-1.089300;"N/A";;;"f60da183-bb03-ef11-9f89-000d3a0cb4b3";"Very Serious";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;0.00;3.90;0.00;"Loss of ship -> Actual loss";"Yes";"Yes";"391acf75-bc03-ef11-9f89-000d3a0cb4b3";2;"Unknown";"Female";"Crew";"Rating";"Yes - On duty prior to casualty";"No injury";;;"Effects of temperature extremes, light and radiation";"Effects of reduced temperature";;"Ship";"Deck";"Other";;;"Slipping - Stumbling and falling - Fall of persons";"Fall overboard of person";;;;;;;"2024-04-26"
"be03e063-b703-ef11-9f89-000d3a0cb4b3";"2024-04-01";"No";2024;"Very Serious";"Collision";"With Other Ship";;False;"An Inland waterways passenger craft collided with a self-hire craft, resulting in the capsize of the self-hire craft and 6 persons in the water";"An inland water way passenger vessel and a self-hire recreational craft collided. The self-hire craft capsized and the 6 occupants entered the water. 3 swam to the river bank and exited the water whilst 3 were recovered by the inland water way passenger vessel.  None of the 6 people that entered the water sustained injuries.";"UK";"United Kingdom";"England";53.960500;-1.089300;"N/A";;;"f60da183-bb03-ef11-9f89-000d3a0cb4b3";"Very Serious";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;0.00;3.90;0.00;"Loss of ship -> Actual loss";"Yes";"Yes";"48713482-bc03-ef11-9f89-000d3a0cb4b3";3;"Unknown";"Female";"Crew";"Rating";"Yes - On duty prior to casualty";"No injury";;;"Effects of temperature extremes, light and radiation";"Effects of reduced temperature";;"Ship";"Deck";"Other";;;"Slipping - Stumbling and falling - Fall of persons";"Fall overboard of person";;;;;;;"2024-04-26"
"be03e063-b703-ef11-9f89-000d3a0cb4b3";"2024-04-01";"No";2024;"Very Serious";"Collision";"With Other Ship";;False;"An Inland waterways passenger craft collided with a self-hire craft, resulting in the capsize of the self-hire craft and 6 persons in the water";"An inland water way passenger vessel and a self-hire recreational craft collided. The self-hire craft capsized and the 6 occupants entered the water. 3 swam to the river bank and exited the water whilst 3 were recovered by the inland water way passenger vessel.  None of the 6 people that entered the water sustained injuries.";"UK";"United Kingdom";"England";53.960500;-1.089300;"N/A";;;"f60da183-bb03-ef11-9f89-000d3a0cb4b3";"Very Serious";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;0.00;3.90;0.00;"Loss of ship -> Actual loss";"Yes";"Yes";"cfb9c790-bc03-ef11-9f89-000d3a0cb4b3";4;"Unknown";"Male";"Crew";"Rating";"Yes - On duty prior to casualty";"No injury";;;"Effects of temperature extremes, light and radiation";"Effects of reduced temperature";;"Ship";"Deck";"Other";;;"Slipping - Stumbling and falling - Fall of persons";"Fall overboard of person";;;;;;;"2024-04-26"
"be03e063-b703-ef11-9f89-000d3a0cb4b3";"2024-04-01";"No";2024;"Very Serious";"Collision";"With Other Ship";;False;"An Inland waterways passenger craft collided with a self-hire craft, resulting in the capsize of the self-hire craft and 6 persons in the water";"An inland water way passenger vessel and a self-hire recreational craft collided. The self-hire craft capsized and the 6 occupants entered the water. 3 swam to the river bank and exited the water whilst 3 were recovered by the inland water way passenger vessel.  None of the 6 people that entered the water sustained injuries.";"UK";"United Kingdom";"England";53.960500;-1.089300;"N/A";;;"f60da183-bb03-ef11-9f89-000d3a0cb4b3";"Very Serious";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;0.00;3.90;0.00;"Loss of ship -> Actual loss";"Yes";"Yes";"5b599baf-bc03-ef11-9f89-000d3a0cb4b3";5;"Unknown";"Female";"Crew";"Rating";"Yes - On duty prior to casualty";"No injury";;;"Effects of temperature extremes, light and radiation";"Effects of reduced temperature";;"Ship";"Deck";"Other";;;"Slipping - Stumbling and falling - Fall of persons";"Fall overboard of person";;;;;;;"2024-04-26"
"be03e063-b703-ef11-9f89-000d3a0cb4b3";"2024-04-01";"No";2024;"Very Serious";"Collision";"With Other Ship";;False;"An Inland waterways passenger craft collided with a self-hire craft, resulting in the capsize of the self-hire craft and 6 persons in the water";"An inland water way passenger vessel and a self-hire recreational craft collided. The self-hire craft capsized and the 6 occupants entered the water. 3 swam to the river bank and exited the water whilst 3 were recovered by the inland water way passenger vessel.  None of the 6 people that entered the water sustained injuries.";"UK";"United Kingdom";"England";53.960500;-1.089300;"N/A";;;"f60da183-bb03-ef11-9f89-000d3a0cb4b3";"Very Serious";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;0.00;3.90;0.00;"Loss of ship -> Actual loss";"Yes";"Yes";"e8ee36c2-bc03-ef11-9f89-000d3a0cb4b3";6;"Unknown";"Male";"Crew";"Rating";"Yes - On duty prior to casualty";"No injury";;;"Effects of temperature extremes, light and radiation";"Effects of reduced temperature";;"Ship";"Deck";"Other";;;"Slipping - Stumbling and falling - Fall of persons";"Fall overboard of person";;;;;;;"2024-04-26"
"5e4d4d4c-bd03-ef11-9f89-000d3a86e758";"2024-04-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"A cruise ship passenger fell and fractured their arm.";"A cruise ship passenger tripped whilst exiting a lift and fell, sustaining a fractured arm. The area was inspected and no defects were found. ";"UK";;;-27.283333;113.061667;"NA";;;"846340fc-c003-ef11-9f89-000d3a86e758";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Only passenger";"International";;;220.00;260.00;77000.00;"No damage";"No";"No";"7f08892f-c103-ef11-9f89-000d3a86e758";1;"79";"Female";"Passenger";;;"Injured";"Serious injury";"More than 72 hours incapacitation";"Bone fractures";"Closed fractures";"Upper Extremities -> Arm, including elbow";"Accommodation";"Elevator/Lift";;;;"Slipping - Stumbling and falling - Fall of persons";"Slipping - Stumbling and falling - Fall of person - on the same level";;;;;;;"2024-04-26"
"7929b9d8-1106-ef11-9f8a-002248c87a58";"2024-04-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"Cruise ships passenger slipped resulting in closed fracture to the elbow.";"A cruise ship passenger was walking alone on an open deck, they opened a door to go inside. As they stepped inwards with one foot on the aluminium strip, they slipped, fell forwards and in attempt to reduced the impact from the fall put out both arms, sustaining an elbow fracture.";"UK";;;-38.975000;147.093333;"NA";;;"352c7e77-1206-ef11-9f8a-002248c87a58";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Only passenger";"International";;;280.00;280.00;100000.00;"No damage";"No";"No";"2bdd2a08-1406-ef11-9f8a-002248c87a58";1;"15";"Male";"Passenger";;;"Injured";"Serious injury";"More than 72 hours incapacitation";"Bone fractures";"Closed fractures";"Upper Extremities -> Arm, including elbow";"Ship";"Deck";"Open deck";;;"Slipping - Stumbling and falling - Fall of persons";"Slipping - Stumbling and falling - Fall of person - on the same level";;;;;;;"2024-04-29"
"611a4061-6530-ee11-bdf3-002248c87a1d";"2023-07-01";"No";2023;"Marine Incident";"Accident to person(s)";;;False;"Yacht crew member fell into water whilst trying to collect a tender that had drifted away";"A search and rescue vessel was tasked to a crew member who had fallen into the water and was recovered to a yacht whilst trying to retrieve a drifting tender. The casualty was assisted to their yacht safely and well. The tender was located by a different passing vessel and no injuries were sustained.";"UK";"United Kingdom";"Wales";52.000700;-4.970567;"N/A";"UNITED KINGDOM";"Fishguard";"5bb3edbd-7c30-ee11-bdf3-002248c87a40";"Marine Incident";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Sailboat (aux. motor)";;;;0.00;9.10;0.00;"No damage";"No";"No";"9b9f3e9a-dd06-ef11-9f89-000d3a870879";1;"Unknown";"Female";"Crew";"Skipper";"Yes - On duty prior to casualty";"No injury";;;"Drowning and asphyxiation";"Drowning and non-fatal submersions";"Whole body and multiple sites -> Multiple sites of the body affected";"Ship";"Other";;;;"Slipping - Stumbling and falling - Fall of persons";"Fall overboard of person";;;;;;;"2024-09-02"
"e6507cfa-db35-ee11-bdf4-002248c8714f";"2023-08-01";"No";2023;"Marine Incident";"Accident to person(s)";;;False;"Man overboard from a dinghy required assistance.";"Man overboard from a dinghy clinging onto a buoy required assistance. The casualty is not a good swimmer and was not wearing a lifejacket. A passing yacht assisted the casualty who was taken ashore for further medical assistance. ";"UK";"United Kingdom";"England";50.693833;-3.088833;"N/A";;;"3ab4402d-dc35-ee11-bdf4-002248c8714f";"Marine Incident";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Sailboat (sail only)";;;;0.00;0.00;0.00;"No damage";"No";"No";"faedecc8-f306-ef11-9f89-000d3a870879";1;"Unknown";"Unknown";"Crew";"Skipper";"Yes - On duty prior to casualty";"No injury";;;;;;"Ship";"Over side";;;;"Slipping - Stumbling and falling - Fall of persons";"Fall overboard of person";;;;;;;"2024-04-30"
"8326e4e9-bd07-ef11-9f89-002248c87005";"2024-04-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"Cruise ships passenger missed a step resulting in closed fracture to the right ankle";"A cruise ship passenger was descending a set of stairs when they missed a step and fell down, sustaining a fracture to the right ankle. An inspection of the area was conducted afterwards, no visible defects were found on the stairs and all steps have antislip strips. The passenger disembarked before the end of the cruise.";"UK";;;-16.108333;122.985000;"N/A";;;"b12af88b-be07-ef11-9f89-002248c87005";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Only passenger";"International";;;220.00;260.00;77000.00;"No damage";"No";"No";"86f5c7ec-be07-ef11-9f89-002248c87005";1;"65";"Female";"Passenger";;;"Injured";"Serious injury";"More than 72 hours incapacitation";"Bone fractures";"Closed fractures";"Lower Extremities -> Ankle";"Ship";"Deck";"Accommodation (outside accommodation spaces)";;;"Slipping - Stumbling and falling - Fall of persons";"Fall of person - to a lower level";;;;;;;"2024-05-01"
"31bd8771-8b08-ef11-9f89-000d3a871495";"2024-04-01";"No";2024;"Very Serious";"Flooding / Foundering";"Foundering";;False;"Pleasure craft engine failed to restart and drifted after failed towing attempt, resulting in crew member abandoning ship and loss of vessel.";"Pleasure craft engine failed to restart and drifted after failed towing attempt, resulting in crew member abandoning ship and loss of vessel. ";"UK";"United Kingdom";"England";53.400700;-3.007200;"N/A";"UNITED KINGDOM";"Liverpool";"6b3e815d-8c08-ef11-9f89-000d3a871495";"Very Serious";"UNITED KINGDOM";"Recreational (non Commercial)";;"Recreational craft";"Motorboat";;;;4.90;4.90;0.00;"Loss of ship -> Constructive loss";"Yes";"Yes";"0266c2ff-8c08-ef11-9f89-000d3a871495";1;"44";"Male";"Crew";"Skipper";"Yes - On duty prior to casualty";"Injured";"Minor injury";;"Shock";"Traumatic shocks";"Whole body and multiple sites -> Whole body (Systemic effects)";"Ship";"Deck";"Boat deck";;;"Shock, fright, violence, aggression, threat, presence";"Shock, fright";;;;;;;"2024-05-02"
"52dfe6b2-8d08-ef11-9f89-6045bd0b2bc9";"2024-04-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"Cruise ship passenger sustained injury";"The cruise ship was in open waters, a passenger was going to the toilets. As the passenger stepped into the toilets, they slipped on the wet floor with one leg slipping in front and the other going underneath them. One of the medical team was called for and assisted the passenger. The passenger was medically disembarked and taken to a local hospital and treated for a fractured ankle. The passenger returned to the ship before it departed.";"UK";;;61.448333;4.293333;"NA";;;"9174d7be-8e08-ef11-9f89-6045bd0b2bc9";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Passenger ship";"Only passenger";"International";;;0.00;330.00;140000.00;"No damage";"No";"No";"d9cb2e34-9308-ef11-9f89-6045bd0b2bc9";1;"71";"Male";"Passenger";;;"Injured";"Serious injury";"More than 72 hours incapacitation";"Bone fractures";"Closed fractures";"Lower Extremities -> Ankle";"Accommodation";"Bathroom, shower, toilet";;;;"Slipping - Stumbling and falling - Fall of persons";"Slipping - Stumbling and falling - Fall of person - on the same level";;;;;;;"2024-05-02"
"8504a16d-9708-ef11-9f89-000d3a871495";"2024-04-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"Cargo vessel crew member slipped and fractured arm";"A crew member was washing the hold when they stepped on the hose, stumbled and fell.  The left arm was bruised and later became swollen. The injury was later confirmed to be a fracture.";"UK";;;32.070000;-16.593333;"NA";;;"80add92e-9908-ef11-9f89-000d3a871495";"Less Serious";"UNITED KINGDOM";"Merchant Vessel >= 100gt";"500gt or more";"Cargo ship";"Solid Cargo";"General Cargo";;;0.00;100.00;4100.00;"No damage";"No";"No";"03243542-9b08-ef11-9f89-000d3a871495";1;"38";"Male";"Crew";"Rating as able seafarer deck";"Yes - On duty prior to casualty";"Injured";"Serious injury";;"Bone fractures";"Closed fractures";"Upper Extremities -> Wrist";"Ship";"Deck";"Open deck";;;"Slipping - Stumbling and falling - Fall of persons";"Slipping - Stumbling and falling - Fall of person - on the same level";;;;;;;"2024-05-02"
"7fc1535b-2609-ef11-9f89-000d3a871495";"2024-04-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"Inland waterways vessel crew member tripped, resulting in sprained ankle.";"Inland waterways vessel crew member tripped, resulting in sprained ankle. Crew moored/berthed towed barge to moorings, one crewmember tripped when making way back to the vessel and twisted ankle.";"UK";"United Kingdom";"England";51.497500;-0.123100;"N/A";;;"48825be7-2709-ef11-9f89-000d3a871495";"Less Serious";"UNITED KINGDOM";"Small Commercial (under 100gt, excl. FVs)";;"Inland waterway vessel";"Tug";;;;22.00;22.00;86.00;"No damage";"No";"No";"60aa2bd5-2809-ef11-9f89-000d3a871495";1;"Unknown";"Male";"Crew";"Other crew member";"Yes - On duty prior to casualty";"Injured";"Serious injury";"More than 72 hours incapacitation";"Dislocations, sprains and strains";"Sprains and strains";"Lower Extremities -> Ankle";"Ship";"Deck";"Open deck";;;"Slipping - Stumbling and falling - Fall of persons";"Slipping - Stumbling and falling - Fall of person - on the same level";;;;;;;"2024-05-03"
