Occurrence_Id;Local_Date_Main_Event;Date_Main_Event_Unconfirmed;Year_Reported;Occurrence_Severity;Main_Event_L1;Main_Event_L2;Main_Event_L3;Not_Vessel_Operations;Short_Description;Description;National_Keywords;EMCIP_Keywords;SAR_Intervention;State_Reporting;Occurrence_Location;Coastal_State_Affected;National_Location_L1;National_Location_L2;Latitude;Longitude;Lat_Long_Unknown;Port_Of_Accident_L1;Port_Of_Accident_L2;Natural_Light;Sea_State;Visibility;Weather;Wind_Force;Publication_Date;Publication_No;Publication_Type;Published_Report_Website_Link;Occurrence_Record_Modified_On;Last_Updated_At;Occurrences_Reported_From;Occurrences_Reported_To
"57453206-50ca-ed11-b595-002248c87217";"2023-03-01";"No";2023;"Marine Incident";"Accident to person(s)";;;False;"Fishing vessel's crew member sustained a minor injury while taking out a twist of chain.";"Fishing vessel's crew member was taking out a twist of chain and a hanging flat link hit them above their right eye (near the eyebrow). They were wearing full PPE at the time & hard hat. The crew member was taken for further medical assistance and it was decided that it was a small wound above the eye and that they were fit to work. ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"Northern Ireland";54.782333;-5.632300;;;;"Daylight";"4 - Moderate - (1.25 - 2.5 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"74513424-faf2-ed11-8848-002248c87217";"2023-03-01";"No";2023;"Marine Incident";"Flooding / Foundering";"Flooding";"Progressive";False;"Small commercial craft began taking on water and partially sank";"A small alluminium tender that was being used to conduct surveys in a shallow estuary began taking on water. The vessel was taken to a pontoon and tied up but continued to take on water and eventually became partially submerged. The vessel was towed across to the opposite side of the marina to where it was tied up and was lifted out by a crane and returned to its trailer.   There was no visible damage and the bung was in place. It is unsure what caused the vessel to take on water.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.616400;-3.422700;"n/a";;;"Daylight";"3 - Slight - (0.5 - 1.25 m)";"Very good - Vis >= 25.0 nm";"Clear";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-03-29";"2025-09-05";"2021-01-01";"2024-12-31"
"40228aa2-631a-ee11-8f6d-002248c87a1d";"2023-07-01";"No";2023;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"Passenger tour boat caught a rope in propeller which separated gearbox from engine and was towed by a lifeboat";"The vessel caught a rope in the propeller while underway at 8 knots, which separated the gearbox from the engine, leaving them disabled and drifting. The Skipper intended to make repairs to the gearbox as soon as possible and get the vessel operational again and a lifeboat towed the vessel to a slipway safely, ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"Scotland";57.666500;-6.215667;;;;"Daylight";"2 - Smooth - (0.1 - 0.5 m)";"Unknown";"Unknown";"1 - Light air - knot (1-3) m/s (1-2)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"8926fa02-3756-ee11-be6f-002248c8714f";"2023-09-01";"No";2023;"Serious";"Contact";"Shore Object";;False;"Yacht hit a rock resulting in water ingress and towed by lifeboat";"The vessel was on passage when it hit a rock and was taking on water at the entrance to a cove. The lifeboat assisted with pumping out the water and towed the vessel to a local port, all of the crew onboard were wearing lifejackets and no injuries were sustained to any of them";;;"No";"UK";"Inland waters -> Channel";"UNITED KINGDOM";"United Kingdom";"England";50.617300;-2.246700;;;;"Daylight";"Unknown";"Unknown";"Unknown";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"78c4324a-ad57-ee11-be6f-002248c878ca";"2023-09-01";"No";2023;"Less Serious";"Accident to person(s)";;;False;"Inland passenger vessel's crew member sustained an injury while opening a hatch";"Inland passenger vessel's crew member was preparing the boat when they slipped and fell into a hatch. Sustained an unknown head injury.";;;"No";"UK";"Inland waters -> River";"UNITED KINGDOM";"United Kingdom";"England";53.952500;-1.080000;;;;"Daylight";"1 - Calm rippled - (0 - 0.1 m)";"Very good - Vis >= 25.0 nm";"Clear";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"8d88ca6b-b966-ee11-9ae7-002248c87a1d";"2023-10-01";"No";2023;"Less Serious";"Grounding / Stranding";"Drift";;False;"A general cargo vessel grounded whilst outbound to port with a pilot on board.";"A general cargo vessel was outbound in a canal with a pilot on board when it partially grounded. The vessel was moored at a waiting dolphin, waiting for a bridge to lift in order for it to pass, when the stern began to swing out and touched the canal bottom. A tug was mobilised to assist but was not necessary as the vessel re-floated shortly after and was able to proceed to the berth that it left from in order to carry out checks. There was no damage, pollution or injuries. ";;;"No";"UK";"Internal waters -> Channel, river";"UNITED KINGDOM";"United Kingdom";"England";53.480300;-2.324000;;"UNITED KINGDOM";"Salford";"Daylight";"1 - Calm rippled - (0 - 0.1 m)";"Very good - Vis >= 25.0 nm";"Clear";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-03-29";"2025-09-05";"2021-01-01";"2024-12-31"
"87c93794-ceb9-ee11-9078-002248c878ca";"2024-01-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"Motorcyclist sustained injuries on a ferry while the vehicles were unloading";"A ferry was unloading vehicles when a lorry went on top of a motorcycle. The lorry driver had not seen the motorcycle as they were near one another. Other passengers proceeded to assist the motorcyclist and noticed that they were stuck under the bike. The bike was moved and the casualty was taken for further medical assistance where bruising to the leg was determined. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";50.734500;-1.213200;"NA";"UNITED KINGDOM";"Isle of Wight";"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"9efe6944-1ae5-ee11-904c-6045bd0b9f87";"2024-03-01";"No";2024;"Serious";"Collision";"With Other Ship";;False;"A general cargo vessel and an offshore supply vessel collided.";"A general cargo vessel was outbound from port with a pilot on board when it collided with an inbound offshore support vessel. The offshore support vessel was attempting to pass port to port with the general cargo vessel, when the offshore vessel experienced propulsion failure. The offshore support vessel drifted across the channel, which was the same width across as the length of the vessel, blocking it. The general cargo vessel crew and pilot attempted to avoid collision by altering course to starboard but struck the offshore vessel twice. First with their bulbous bow and secondly on their port side. They then grounded as the alteration of course had caused the vessel to leave the channel. The offshore support vessel regained propulsion and proceeded to berth without further incident. The general cargo vessel didn't receive permission to return to the berth and went to anchor outside of the harbour. Inspections did not reveal any significant damage or water ingress to the general cargo vessel. ";;;"No";"UK";"Coastal waters <= 12 nm";"GUYANA";;;6.866333;-58.136167;"NA";;;"Night";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"5 - Fresh Breeze - knot (17-21) m/s (9-11)";;;;;"2025-06-18";"2025-09-05";"2021-01-01";"2024-12-31"
"570fcd03-2ffb-ee11-9f8a-002248c87a1d";"2024-04-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"Cruise ships passenger missed a step resulting in closed fracture to the left ankle.";"Cruise ships passenger missed a step resulting in closed fracture to the left ankle.";;;"No";"UK";"Internal waters -> Port area";"JAPAN";;;36.616000;136.595300;"NA";"JAPAN";;"Night";"0 - Calm glassy - (0 m)";"Good - 5.0 <= Vis < 25.0 nm";"Overcast";"1 - Light air - knot (1-3) m/s (1-2)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"9ab019d1-6e08-ef11-9f89-000d3a871495";"2024-04-01";"No";2024;"Marine Incident";"Contact";"Floating Object";"Other";False;"A training vessel narrowly missed striking a spear fishing diver.";"A training vessel was entering a cove when they narrowly missed striking a submerged spear fisher. The fisher had a marker buoy but the crew misidentified them as a lobsterpot. Fortunately, the swimmer surfaced and the crew took evasive action in time to prevent hitting them. ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.618200;-2.247000;"n/a";;;"Daylight";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"1 - Light air - knot (1-3) m/s (1-2)";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"e668460b-912c-ef11-840a-6045bd0b033c";"2024-06-01";"No";2024;"Serious";"Collision";"With Other Ship";;False;"Collison between two yachts resulting in one of the vessels sustaining water ingress.";"A yacht collided with another yacht after missing a tack, this resulted in water ingress coming into the cabin, the bilge pump managing to stem off water ingress enough to make it safely to a local port. ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.709550;-1.506667;"n/a";;;"Daylight";"Unknown";"Unknown";"Unknown";"5 - Fresh Breeze - knot (17-21) m/s (9-11)";;;;;"2025-05-01";"2025-09-05";"2021-01-01";"2024-12-31"
"2259ab29-6635-ef11-8e4e-6045bd0b0429";"2024-06-01";"No";2024;"Very Serious";"Accident to person(s)";;;False;"A person fell in the water while trying to get back onboard a vessel";"An inland waterways vessel was alongside a lock landing, one of the passengers had stepped ashore. Another passenger shouted to wait but the passenger tried to step across a 2ft gap but and fell into the water. The vessel moved and trapped/crushed the passenger.";;;"No";"UK";"Inland waters -> River";"UNITED KINGDOM";"United Kingdom";"England";51.352900;-2.018900;"NA";;;"Daylight";"Unknown";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"Beaufort scale: Unknown";;;;;"2025-07-22";"2025-09-05";"2021-01-01";"2024-12-31"
"f171988f-ed65-ef11-bfe2-002248c73738";"2024-08-01";"No";2024;"Serious";"Capsizing / Listing";"Capsizing";;False;"A search and rescue vessel capsized during training.";"A search and rescue vessel capsized during training. The four crew were rescued and taken ashore by nearby other search and rescue vessels also involved in the training. The capsized vessel was later recovered and towed back. There were no injuries reported but the engine was damaged and the vessel was taken out of service.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.779000;0.070200;;;;"Daylight";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-08-20";"2025-09-05";"2021-01-01";"2024-12-31"
"d19f7d29-27a6-ed11-aad1-0022481b5108";"2023-02-01";"No";2023;"Marine Incident";"Damage / Loss Of Equipment";;;False;"Container ship's pilot ladder not rigged per SOLAS regulations.";"Container ship's pilot ladder not rigged per SOLAS regulations. The ladder was damaged and the master instructed the c/o to inspect both ladders and replace the starboard ladder. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";51.451100;0.370200;;"UNITED KINGDOM";"London";"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"84188f79-a8c1-ed11-b597-002248c702a5";"2023-03-01";"No";2023;"Less Serious";"Accident to person(s)";;;False;"Fishing vessel crew member injured their ankle after dropping fishing gear on it.";"Fishing vessel crew member injured their ankle after dropping fishing gear on it. A search and rescue (SAR) vessel and Coastguard team were tasked to assist the ambulance service with the transfer of the casualty to the care of the ambulance service.";;;"Yes";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.404500;-3.508500;;;;"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"a31e8e15-ad32-ee11-bdf3-002248c87a58";"2023-07-01";"No";2023;"Less Serious";"Accident to person(s)";;;False;"Cruise ship crewmember suffered a finger injury whilst using a meat cutting bandsaw.";"A cruise ship crewmember was cutting pork using a bandsaw when the meat started to roll. The crewmember attempted to stop the pork rolling and caught their finger in the blade causing an injury. The ship's doctor assessed the crewmember and signed them off work for more than five days.  ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";51.258333;1.765000;"N/A";;;"Twilight";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"5 - Fresh Breeze - knot (17-21) m/s (9-11)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"0b00b42c-4e5c-ee11-8def-002248c87a40";"2023-09-01";"No";2023;"Marine Incident";"Accident to person(s)";;;False;"Sailing vessel crew member fell off vessel whilst attempting to raise the spinnaker with no injuries sustained";"The vessel's crew member fell off the vessel whilst attempting to raise the spinnaker & was found by another RIB nearby before being successfully recovered wearing a lifejacket by a local lifeboat. The casualty was taken back to the boathouse, handed into the care of an ambulance with no injuries sustained";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.304300;-4.673500;;;;"Daylight";"Unknown";"Good - 5.0 <= Vis < 25.0 nm";"Unknown";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"9e923181-e368-ee11-9ae7-002248c87a1d";"2023-10-01";"No";2023;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A general cargo vessel had an inadequate pilot ladder arrangement.";"A general cargo vessel had an inadequate pilot ladder arrangement due to the fact that the steps were obstructed by the rubbing strake on the hull of the vessel. ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";53.505000;-3.188300;;;;"Night";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-04-03";"2025-09-05";"2021-01-01";"2024-12-31"
"ad9f396a-e695-ee11-be37-002248c87a1d";"2023-12-01";"No";2023;"Marine Incident";"Capsizing / Listing";"Capsizing";;False;"Row boat with 8 people on board capsized and they went overboard.";"An 8 person rowing boat with young persons on board capsized. The occupants were rescued and the local search and rescue service secured the vessel. There were no major injuries and the crew were treated by the local ambulance service at the boat house of the rowing club.";;;"Yes";"UK";"Internal waters -> Channel, river";"UNITED KINGDOM";"United Kingdom";"England";51.478770;-0.304000;"NA";;;"Daylight";"2 - Smooth - (0.1 - 0.5 m)";"Unknown";"Unknown";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"7bb109d2-e1da-ee11-904d-002248c87a58";"2024-03-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"Gen cargo vessel crew member entered accommodation steps fell over fracturing & dislocating elbow";"A crew member entered the accommodation when they miscalculated their steps and fell, injuring their left elbow. They were immediately taken to the nearby hospital where doctors declared that they had a dislocated elbow and also a fracture.";;;"No";"UK";"Internal waters -> Port area";"AUSTRALIA";;;-32.228700;115.754600;"NA";"AUSTRALIA";;"Night";"2 - Smooth - (0.1 - 0.5 m)";"Very good - Vis >= 25.0 nm";"Clear";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"5f408a18-ac3a-ef11-a316-6045bd0b040f";"2024-07-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"A sailing vessel skipper fell and sustained a head wound and was medically evacuated.";"A skipper of a sailing vessel fell and sustained a head injury resulting in swelling and unconsciousness. The casualty was going in and out of consciousness and also vomiting. They were extracted ashore by search and rescue teams and given medical aid in hospital. ";;;"Yes";"UK";"Open sea -> Within EEZ";"None/Register withdrawn";;;50.221167;-0.457833;"n/a";;;"Daylight";"5 - Rough - (2.5 - 4 m)";"Unknown";"Overcast";"6 - Strong Breeze - knot (22-27) m/s (11-14)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"0b6d101f-bc5b-ef11-bfe3-6045bd0ac912";"2024-08-01";"No";2024;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"A charter fishing vessel experienced engine failure resulting in a tow";"A charter fishing vessel with eleven people onboard experienced engine failure. The vessel was towed to harbour.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";55.262333;-1.376300;"NA";;;"Daylight";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-08-20";"2025-09-05";"2021-01-01";"2024-12-31"
"99053b93-517a-ef11-ac20-00224800ae17";"2024-08-01";"No";2024;"Less Serious";"Grounding / Stranding";"Drift";;False;"A sail training vessel went aground during a training operation.";"A sail training vessel trainee was helming the vessel whilst the instructor was below deck with another trainee. The trainee on the helm had been given a course to steer however they reportedly did not calculate the affect of the tide correctly and ended up running aground. The vessel crew were able to free the vessel shortly after and continue on passage. The instructor was distracted by teaching another trainee and was not monitoring what the trainee on the helm was doing. No damage was sustained to the vessel.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";50.790667;-1.289167;;;;"Daylight";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"5 - Fresh Breeze - knot (17-21) m/s (9-11)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"5559173f-448d-ef11-8a6a-002248c6bd4a";"2024-10-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"A cruise ship passenger slipped resulting in a fracture to their foot";"A cruise ship passenger getting off the elevator when their right foot slipped from their sandal, twisting the right ankle resulting in the passenger falling sideways and hitting the right knee on the floor. The medical team were called transported the passenger to the medical centre in a wheelchair. The passenger was treated for a fractured foot and cut to the knee. The passenger remained onboard. The area was inspected for defects.";;;"No";"UK";"Open sea -> Outside EEZ";"None/Register withdrawn";;;19.750000;-66.833333;"NA";;;"Twilight";"4 - Moderate - (1.25 - 2.5 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"d8b84f13-9cb7-ef11-b8e8-6045bd0dbe09";"2024-12-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"A cruise ship passenger slipped on a wet floor and sustained a dislocated shoulder";"A cruise ship passenger was walking across the swimming pool area, when they slipped on the wet floor, lost balance, and fell forward, landing on the left arm. This passenger went to the medical centre where they were treated for a dislocation to the left shoulder. The passenger remained onboard.  The wet floor caused by water from pool users was the primary contributing factor to the incident. While signage indicating a wet floor was present, it appears it was insufficient to prevent the fall.";;;"No";"UK";"Open sea -> Within EEZ";"None/Register withdrawn";;;-30.273333;153.606667;"NA";;;"Daylight";"5 - Rough - (2.5 - 4 m)";"Very good - Vis >= 25.0 nm";"Overcast";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"de652f2b-faa2-ed11-aad1-0022481b50d1";"2023-02-01";"No";2023;"Marine Incident";"Loss Of Control";"Loss Of Propulsion Power";;False;"Small passenger vessel lost engine while approaching berth and was assisted in getting safely alongside.";"A small passenger vessel lost engine while approaching berth and was assisted in getting safely alongside due to the wind conditions. There were no injuries or damage to the vessel. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";50.871800;-1.397000;;"UNITED KINGDOM";"Hythe";"Daylight";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"40539e5b-75df-ed11-a7c6-002248c87a58";"2023-04-01";"No";2023;"Less Serious";"Accident to person(s)";;;False;"A cruise ship passenger slipped whilst walking and sprained their shoulder.";"A cruise ship passenger was walking in a restaurant area during the morning when they lost their footing causing their left leg to slip out from under them. As they fell towards the deck, they attempted to use their left arm to break their fall and sustained a sprained shoulder. The area was made from teak and there were some areas of dampness due to the pool being nearby. There were 'wet floor' warning signs in place and there were no damages or defects. The passenger was wearing flipflops at the time of the incident. They received medical care onboard including x-rays and soft tissue scans. There were no fractures. ";;;"No";"UK";"Internal waters -> Port area";"AUSTRALIA";;;-16.925000;145.781667;;"AUSTRALIA";;"Night";"2 - Smooth - (0.1 - 0.5 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"3fb9b041-b1f0-ed11-8848-002248c87a40";"2023-05-01";"No";2023;"Marine Incident";"Contact";"Shore Object";;False;"A crew transfer vessel made contact with a turbine which resulted in minor damage to vessel.";"A crew transfer vessel manoeuvred away from a turbine against the wind when it started to drift. The vessel was getting closer to the turbine and the stern portside platform made contact with it. No damage to the turbine reported however, slight damage was reported to the fender bar above the water jets.";;;"No";"UK";"Open sea -> Within EEZ";"None/Register withdrawn";;;54.989667;13.154167;;;;"Daylight";"2 - Smooth - (0.1 - 0.5 m)";"Good - 5.0 <= Vis < 25.0 nm";"Overcast";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"eee1c48d-f205-ee11-8f6e-002248c87a57";"2023-06-01";"No";2023;"Less Serious";"Collision";"With Other Ship";;False;"A pilot vessel was servicing a dredger when they made contact";"While the pilot vessel was servicing a motor hopper, the pilot launch fender caught the deck edge in the light swell resulting in metal on metal contact. No damage was reported to the dredger however, the pilot vessel sustained paint damage and indentation of hull place. No injuries. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"Wales";51.709500;-5.021100;"NA";"UNITED KINGDOM";"Milford Haven";"Daylight";"3 - Slight - (0.5 - 1.25 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"80dd8d27-301f-ee11-9966-002248c87a58";"2023-07-01";"No";2023;"Marine Incident";"Damage / Loss Of Equipment";;;False;"Crude oil tanker's pilot ladder did not conform to SOLAS regulations.";"Construction did not meet current SOLAS standards. During a routine inspection supervisor cracks were noted on lower rubber steps. Both of the in service ladders were condemned and the vessel's spare ladder put in service.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"Scotland";56.466200;-2.898000;;"UNITED KINGDOM";"Forth";"Daylight";"3 - Slight - (0.5 - 1.25 m)";"Very good - Vis >= 25.0 nm";"Overcast";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"099b0c38-d595-ee11-be36-002248c878ca";"2023-12-01";"No";2023;"Marine Incident";"Damage / Loss Of Equipment";;;False;"A general cargo vessel had an inadequate pilot ladder arrangement.";"A general cargo vessel had an inadequate pilot ladder arrangement due to the fact that it was secured using shackles. ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";51.915200;1.336000;;;;"Daylight";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-04-04";"2025-09-05";"2021-01-01";"2024-12-31"
"40200ee6-269f-ee11-be37-002248c87a40";"2023-12-01";"No";2023;"Less Serious";"Accident to person(s)";;;False;"Cruise ship crew member coming out carrying one meat bag  of stacked steel pallets and accidently hit their leg against the corner of a pallet sustaining a left leg abrasion.";"Cruise ship's crew member was working inside the deck port side frozen meat room. While coming out carrying one meat bag on their left shoulder they did not notice a group of stacked steel pallets and accidently hit their left leg against the corner of a pallet sustaining a left leg abrasion. They requested medical care and were declared unfit for duty.   ";;;"No";"UK";"Open sea -> Outside EEZ";"None/Register withdrawn";;;7.221667;106.484500;;;;"Daylight";"4 - Moderate - (1.25 - 2.5 m)";"Good - 5.0 <= Vis < 25.0 nm";"Overcast";"5 - Fresh Breeze - knot (17-21) m/s (9-11)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"ced32286-27f7-ee11-a1fe-000d3a0cdd52";"2024-04-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"A fish farm transfer vessel passenger was injured after the vessel went over a rogue wave.";"A fish farm personnel transfer vessel was outbound to a fish farm when they rounded a headland. The sea state was initially calm but as they rounded the headland a rogue wave struck the vessel causing the crew and passengers to be caught off guard. One passenger, a contractor, suffered a head injury causing them to fall unconscious for 90-120 seconds approximately. First aid was administered by the crew of the transfer vessel and the contractor was taken to hospital for further treatment. All occupants of the vessel had been briefed before the voyage and contractors and crew were briefed again following the incident about unexpected sea state changes. ";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"Scotland";57.520400;-6.686800;"NA";;;"Daylight";"4 - Moderate - (1.25 - 2.5 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"4 - Moderate Breeze - knot (11-16) m/s (6-8)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"2e1f7660-4a17-ef11-840a-00224800fdb3";"2024-05-01";"No";2024;"Serious";"Fire / Explosion";"Fire";;False;"Pilot boat suffered a starboard engine fire which resulted in loss of power and towed back to harbour";"The vessel was returning to harbour when the temperature alarm activated. Smoke was coming out of the exhaust and intake vents, the intake and exhaust vents were closed and the fuel supply shut off. The onboard fixed firefighting system was activated. Two police vessels assisted with towing the vessel back with two tugs in assistance if required. Once alongside the fire service took over and boarded the vessel to assess. There were no injuries or pollution reported.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";50.787033;-1.106500;"NA";"UNITED KINGDOM";"Portsmouth";"Daylight";"0 - Calm glassy - (0 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"3 - Gentle Breeze - knot (7-10) m/s (4-5)";;;;;"2025-05-01";"2025-09-05";"2021-01-01";"2024-12-31"
"d3efc05d-6f29-ef11-840a-000d3a874b6c";"2024-06-01";"No";2024;"Marine Incident";"Contact";"Shore Object";;False;"A container vessel made contact with the quay whilst entering a lock.";"A container vessel made contact with the knuckle of a lock entrance whilst departing form port. The quay sustained minor damage in the form of cracks to the concrete. There were no injuries or pollution reported and no damage to the vessel reported. ";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"England";53.628500;-0.190500;"n/a";"UNITED KINGDOM";"Immingham";"Daylight";"1 - Calm rippled - (0 - 0.1 m)";"Good - 5.0 <= Vis < 25.0 nm";"Clear";"2 - Light Breeze - knot (4-6) m/s (2-3)";;;;;"2025-03-28";"2025-09-05";"2021-01-01";"2024-12-31"
"e0b57ec6-b142-ef11-a316-6045bd0b040f";"2024-07-01";"No";2024;"Less Serious";"Accident to person(s)";;;False;"A dive support vessel crew member dislocated their shoulder while they were on deck";"A dive support vessel crew member dislocated their shoulder when they attached a cargo net to a deck crane hook. The crewmember departed the vessel to attend a local hospital and have the shoulder relocated.";;;"No";"UK";"Internal waters -> Port area";"UNITED KINGDOM";"United Kingdom";"Scotland";57.279000;-5.707333;"NA";"UNITED KINGDOM";"Kyle of Lochalsh";"Daylight";"0 - Calm glassy - (0 m)";"Very good - Vis >= 25.0 nm";"Clear";"1 - Light air - knot (1-3) m/s (1-2)";;;;;"2025-05-01";"2025-09-05";"2021-01-01";"2024-12-31"
"d21647e6-e748-ef11-a316-002248c8318d";"2024-07-01";"No";2024;"Marine Incident";"Damage / Loss Of Equipment";;;False;"Bulk carrier's pilot ladder did not conform to SOLAS regulations";"Bulk carrier's pilot ladder did not conform to SOLAS regulations. The ladder did not feel of the usual quality. Steps were very narrow which made holding the rope very difficult. Rope had lots of stretch in it.";;;"No";"UK";"Coastal waters <= 12 nm";"UNITED KINGDOM";"United Kingdom";"England";54.682300;-1.077800;"NA";;;"Unknown";"Unknown";"Unknown";"Unknown";"Beaufort scale: Unknown";;;;;"2025-06-02";"2025-09-05";"2021-01-01";"2024-12-31"
