Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports
"C0012550","1","Eugenia B (IMO 9166883)","Eugenia B (IMO 9166883): ","Malta","Bulk Dry","2017-11-30 15:45","Ship/equipment damage - ship/equipment damage","Very serious marine casualty","36° 35.92' N 36° 11.41' E","Mediterranean Region - Mediterranean Region","Port","2","Malta; Malta"
"C0011008","1","VENEZA","VENEZA: ","Portugal","Fish Catching","2017-11-29 04:00","Flooding/foundering - foundering","Very serious marine casualty","40° 05.05' N 9° 03.00' W","","Coastal waters","1","Portugal"
"C0012625","1","PORZ STREILHEN","PORZ STREILHEN: ","France","Fish Catching","2017-11-28 13:18","Fire/explosion - fire","Very serious marine casualty","47° 54.14' N 4° 26.55' W","","Coastal waters","2","France; France"
"C0012549","1","SANTA MARIA (IMO 7423732)","SANTA MARIA (IMO 7423732): ","Malta","Oil Tanker","2017-11-24 18:50","Occupational accident - body movement without any physical
stress (generally leading to an external
injury)","Marine casualty","35° 53.10' N 14° 46.20' E","Mediterranean Region - Mediterranean Region","Coastal waters","2","Malta; Malta"
"C0010951","1","Botnia Seaways (IMO 9192129)","Botnia Seaways (IMO 9192129): ","Lithuania","Ro-Ro Cargo","2017-11-23 08:03","Occupational accident - shock, fright, violence, aggression,
threat, presence","Very serious marine casualty","36° 46.00' N 10° 16.99' E","","Port","2","Lithuania; Lithuania"
"C0013395","1","SCI RATNA (IMO 9524906)","SCI RATNA (IMO 9524906): ","India","Non-ship structures","2017-11-21 19:30","","Very serious marine casualty","19° 26.00' N 71° 10.00' E","anchored in the Bombay High Offshore Oilfield in the Arabian Sea 102 miles W of Virar","","0",""
"C1000206","1","SCI RATNA (IMO 9524906)","SCI RATNA (IMO 9524906): Y","India","Offshore Supply","2017-11-21 19:30","Capsize/listing - capsize","Very serious marine casualty","19° 26.29' N 71° 10.18' E","Mumbai High Oil Field","Offshore installation","1","India"
"C0012193","2","MSC LUCIANA (IMO 9398383), SULIAN HAIJI 0118","MSC LUCIANA (IMO 9398383): , SULIAN HAIJI 0118: ","Panama, Unknown","Container, ","2017-11-21 18:56","","Very serious marine casualty","38° 51.40' N 118° 21.60' E","Bohai Bay, East China","Coastal waters","1","Panama"
"C0013394","1","ODISSEY-1 (IMO 7807598)","ODISSEY-1 (IMO 7807598): ","Russian Federation","Fish Catching","2017-11-21 09:20","","Marine casualty","68° 58.00' N 33° 03.00' E","Drydock No. 1 at a shipyard at Murmansk","","0",""
"C0013397","1","CHOYO MARU NO. 5 (IMO 8907395)","CHOYO MARU NO. 5 (IMO 8907395): ","Japan","Fish Catching","2017-11-21 08:00","","Marine casualty","36° 27.00' N 141° 36.00' E","North Pacific Ocean 55 miles E of Naka, Ibraki","","0",""
"C0013396","1","DANIELA L (IMO 7329390)","DANIELA L (IMO 7329390): ","Italy","Fish Catching","2017-11-21 00:00","","Very serious marine casualty","32° 06.00' N 20° 01.00' E","Moored at Benghazi","","0",""
"C0011004","1","VARUNA(BRD684)","VARUNA(BRD684): ","United Kingdom","Fish Catching","2017-11-20 14:33","","Very serious marine casualty","57° 24.00' N 5° 49.00' W","Coastal waters <= 12 nm","Coastal waters","1","United Kingdom"
"C0010941","1","SÉRGIO SORAIA","SÉRGIO SORAIA: ","Portugal","Fish Catching","2017-11-20 13:30","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","40° 31.50' N 9° 04.75' W","","Open sea","2","Portugal; Portugal"
"C0013393","1","PIA (IMO 9384318)","PIA (IMO 9384318): ","Antigua and Barbuda","General Cargo","2017-11-20 02:00","","Very serious marine casualty","44° 09.00' N 28° 38.00' E","Constanta Shipyard, Constanta","","0",""
"C0012548","1","ELENI M (IMO 9228033)","ELENI M (IMO 9228033): ","Malta","Bulk Dry","2017-11-18 20:00","Occupational accident - body movement without any physical
stress (generally leading to an external
injury)","Very serious marine casualty","45° 10.50' N 12° 32.70' E","","Coastal waters","2","Malta; Malta"
"C0010868","1","MARITANA","MARITANA: ","Denmark","Fish Catching","2017-11-18 13:00","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","56° 41.08' N 8° 13.06' E","","Port","1","Denmark"
"C0013392","1","SAKAEMARU (IMO 9124756)","SAKAEMARU (IMO 9124756): ","Japan","General Cargo","2017-11-18 05:00","","Marine casualty","42° 37.00' N 141° 35.00' E","Breakwater 100 metres off Motomachi, Tomakomai, Hokkaido","","0",""
"C0012791","1","CV30","CV30: ","United Kingdom","Other Activities","2017-11-18 00:00","","Very serious marine casualty","39° 13.93' S 67° 30.00' E","Open sea","Open sea","1","United Kingdom"
"C0012246","1","YSUND (IMO 9652129)","YSUND (IMO 9652129): ","Norway","Fish Catching","2017-11-16 09:00","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","59° 10.00' N 5° 19.99' E","","Archipelagos","2","Norway; Norway"
"C0010940","1","SENHORA DO DESTERRO","SENHORA DO DESTERRO: ","Portugal","Fish Catching","2017-11-13 17:17","Loss of control - loss of directional control","Very serious marine casualty","41° 07.03' N 8° 42.06' W","","Coastal waters","2","Portugal; Portugal"
"C0013391","2","APOLLO, SILNI (IMO 9424584)","APOLLO: , SILNI (IMO 9424584): ","Unknown, Croatia",", Non-ship structures","2017-11-13 09:15","","Very serious marine casualty","44° 51.00' N 13° 49.00' E","Moored at Pula ","","0",""
"C0012732","1","ILLUSTRIS (B119)","ILLUSTRIS (B119): ","United Kingdom","Fish Catching","2017-11-13 00:00","","Very serious marine casualty","54° 59.77' N 1° 26.98' W","Port","Port","1","United Kingdom"
"C0011024","1","TARIQ IBN ZIYAD (IMO 9109768)","TARIQ IBN ZIYAD (IMO 9109768): ","Algeria","Passenger","2017-11-11 21:35","","Marine casualty","41° 09.00' N 3° 38.00' E","North of balearics ilands","Open sea","0",""
"C0012168","1","Surya Nawa 23","Surya Nawa 23: ","Singapore","Non-ship structures","2017-11-10 07:50","","Very serious marine casualty","2° 59.00' S 104° 45.00' E","Musi River, South Sumatera, Republic of Indonesia","","1","Indonesia"
"C0010954","1","CARNIVAL INSPIRATION (IMO 9087489)","CARNIVAL INSPIRATION (IMO 9087489): ","Bahamas","Passenger","2017-11-09 18:45","","Very serious marine casualty","32° 20.80' N 117° 38.20' W","off the coast of southern California","Open sea","1","Bahamas"
"C0013390","1","KITTY (IMO 8905347)","KITTY (IMO 8905347): ","Philippines","General Cargo","2017-11-09 09:30","","Very serious marine casualty","12° 51.00' N 124° 09.00' E","Philippine Sea off Barcelona, Sorsogon Province ","","0",""
"C0010922","2","An Da Kang 3699, NEARCHOS (IMO 9172571)","An Da Kang 3699: , NEARCHOS (IMO 9172571): ","Unknown, Liberia",", Bulk Dry","2017-11-08 11:40","","Marine casualty","20° 13.40' N 111° 51.40' E","china sea","Open sea","0",""
"C0013389","2","HAI LONG 688 (IMO 8954180), QUEEN 36 (IMO 8664589)","HAI LONG 688 (IMO 8954180): , QUEEN 36 (IMO 8664589): ","Viet Nam, Viet Nam","Towing / Pushing, ","2017-11-07 15:00","","Very serious marine casualty","20° 52.00' N 106° 40.00' E","Cam river at Hai Phong","","0",""
"C0010875","1","ORIENT CENTAUR (IMO 9464572)","ORIENT CENTAUR (IMO 9464572): ","Cyprus","Bulk Dry","2017-11-06 17:23","","Marine incident","12° 43.90' S 141° 44.90' E","Weipa","Port approach","1","Australia"
"C0012580","1","ENTERPRISE (SH323)","ENTERPRISE (SH323): ","United Kingdom","Fish Catching","2017-11-06 00:00","","Very serious marine casualty","54° 23.44' N 0° 27.40' W","Coastal waters (within 12 miles)","Coastal waters","1","United Kingdom"
"C0010833","1","TOUSKA (IMO 9328900)","TOUSKA (IMO 9328900): ","Iran (Islamic Republic of)","Container","2017-11-05 21:14","","Marine incident","22° 14.50' N 114° 08.40' E","East Lamma Channel, Hong Kong","Port approach","1","Hong Kong, China"
"C0011072","1","WAN HAI 212 (IMO 9048586)","WAN HAI 212 (IMO 9048586): ","Singapore","Container","2017-11-05 07:30","","Very serious marine casualty","24° 18.00' N 120° 29.00' E","Port of Taichung, Taiwan","At berth","1","Singapore"
"C0013388","1","JBB YU HANG 258 (IMO 8787094)","JBB YU HANG 258 (IMO 8787094): ","Unknown","Non-ship structures","2017-11-05 00:00","","Marine casualty","1° 53.00' N 102° 32.00' E","Malacca Strait 8 miles SW of Parit Jawa, Johor","","0",""
"C0013386","1","TENOH MARU NO. 7 (IMO 9036727)","TENOH MARU NO. 7 (IMO 9036727): ","Japan","Fish Catching","2017-11-04 14:00","","Marine casualty","2° 36.00' N 162° 28.00' E","North Pacific Ocean 410 miles SE of Pohnpei","","0",""
"C0013381","1","SON LONG 08 (IMO 8748256)","SON LONG 08 (IMO 8748256): ","Viet Nam","General Cargo","2017-11-04 10:15","","Very serious marine casualty","13° 45.00' N 109° 13.00' E","Quy Nhon near Buoy Nos. 4 and 5 off Quy Nhon, Binh Dinh","","0",""
"C0013382","1","HA TRUNG 98 (IMO 9576923)","HA TRUNG 98 (IMO 9576923): ","Viet Nam","Bulk Dry / Oil","2017-11-04 08:40","","Very serious marine casualty","13° 45.00' N 109° 15.00' E","Vinh Quy Nhon near Buoy No. 5 off Quy Nhon, Binh Dinh","","0",""
"C0013384","1","JUPITER (IMO 7360186)","JUPITER (IMO 7360186): ","Unknown","Passenger/Ro-Ro Cargo","2017-11-04 08:25","","Very serious marine casualty","13° 42.00' N 109° 14.00' E","Anchored near Buoy No. 0 in Vinh Quy Nhon off Quy Nhon, Binh Dinh","","0",""
"C0013383","1","NAM KHANH 26 (IMO 9628582)","NAM KHANH 26 (IMO 9628582): ","Viet Nam","General Cargo","2017-11-04 08:20","","Very serious marine casualty","13° 45.00' N 109° 14.00' E","Vinh Quy Nhon off Quy Nhon, Binh Dinh","","0",""
"C0013387","1","HOA MAI 68 (IMO 8668315)","HOA MAI 68 (IMO 8668315): ","Viet Nam","General Cargo","2017-11-04 07:54","","Very serious marine casualty","13° 44.00' N 109° 14.00' E","Vinh Quy Nhon near Buoy Nos. 4 and 5 off Quy Nhon, Binh Dinh","","0",""
"C0013385","1","FEI YUE 9 (IMO 9028639)","FEI YUE 9 (IMO 9028639): ","Mongolia","General Cargo","2017-11-04 00:00","","Very serious marine casualty","13° 42.00' N 109° 13.00' E","On rocks in Vinh Quy Nhon off Quy Nhon ","","0",""
"C0013770","1","HYUNDAI COURAGE (IMO 9347542)","HYUNDAI COURAGE (IMO 9347542): ","Marshall Islands","Container","2017-11-03 01:30","","Very serious marine casualty","","Shekou Terminal No.5, China","","1","China"
"C0012977","1","FJORDVIK (IMO 7423249)","FJORDVIK (IMO 7423249): ","Bahamas","Other Bulk Dry","2017-11-03 00:50","","Very serious marine casualty","64° 01.00' N 22° 33.00' W","Faxafloi Bay - Port of Helguvik Iceland","","2","Iceland; Iceland"
"C0010939","1","ELSA MARIA","ELSA MARIA: ","Portugal","Fish Catching","2017-11-02 04:30","","Very serious marine casualty","39° 21.00' N 9° 22.00' W","Internal waters - Port area","Coastal waters","1","Portugal"
"C0010855","1","BILAL BAL (IMO 7358664)","BILAL BAL (IMO 7358664): ","Türkiye","General Cargo","2017-11-01 03:52","","Very serious marine casualty","41° 18.00' N 29° 38.00' E","7 MILES OFF COAST OF SILE / BLACK SEA","Coastal waters","1","Türkiye"
"C0013380","1","ADAL (IMO 8883654)","ADAL (IMO 8883654): ","Albania","General Cargo","2017-11-01 00:00","","Very serious marine casualty","42° 05.00' N 19° 04.00' E","Moored at Bar","","0",""
"C0012921","1","CV24","CV24: ","United Kingdom","Other Activities","2017-10-31 00:00","","Very serious marine casualty","34° 14.27' S 18° 22.35' E","Coastal waters (within 12 miles)","Coastal waters","1","United Kingdom"
"C0013374","1","BEN & CASEY (IMO 7832189)","BEN & CASEY (IMO 7832189): ","United States","Fish Catching","2017-10-30 22:15","","Very serious marine casualty","26° 06.00' N 97° 03.00' W","Gulf of Mexico 5 miles E of South Padre Island, TX","","0",""
"C0013099","1","EVER SMART (IMO 9300403)","EVER SMART (IMO 9300403): ","United Kingdom","Container","2017-10-30 00:00","","Marine incident","35° 28.00' N 154° 15.00' E","Open sea","Open sea","1","United Kingdom"
"C0012629","1","LE DEFI","LE DEFI: ","France","Fish Catching","2017-10-29 18:49","Capsize/listing - capsize","Very serious marine casualty","49° 23.69' N 0° 41.29' W","","Coastal waters","1","France"
"C0010958","1","GLORY AMSTERDAM (IMO 9287182)","GLORY AMSTERDAM (IMO 9287182): ","Panama","Bulk Dry","2017-10-29 18:00","","Marine casualty","53° 47.23' N 7° 35.90' E","COAST OF OSTRFRIESLAND","Anchorage","2","Germany; Panama"
"C0013379","1","DHARMA KENCANA II (IMO 9040467)","DHARMA KENCANA II (IMO 9040467): ","Indonesia","Passenger/Ro-Ro Cargo","2017-10-29 04:15","","Very serious marine casualty","5° 04.00' S 109° 53.00' E","Java Sea 54 miles NW of Pulau Karimun Jawa","","0",""
"C0012720","1","MALETICO","MALETICO: ","France","Fish Catching","2017-10-29 00:47","Contact - with floating object","Very serious marine casualty","50° 04.00' N 0° 10.00' E","","Open sea","1","France"
"C0013377","1","FIRST LADY (IMO 8748414)","FIRST LADY (IMO 8748414): ","Trinidad and Tobago","Passenger","2017-10-28 19:30","","Very serious marine casualty","10° 29.00' N 61° 31.00' W","Gulf of Paria off Orange Valley","","0",""
"C0013378","1","GF TACUARI (IMO 9327877)","GF TACUARI (IMO 9327877): ","Paraguay","Towing / Pushing","2017-10-28 11:30","","Marine casualty","34° 28.00' S 57° 56.00' W","Estuary of the Rio de la Plata 5 miles w of Colonia del Sacramento","","0",""
"C0013376","2","Gea, GEM OF PARADIP (IMO 8307806)","Gea: , GEM OF PARADIP (IMO 8307806): ","Unknown, India",", Bulk Dry","2017-10-25 00:00","","Marine casualty","22° 15.00' N 91° 43.00' E","Anchorage A off Chittagong","","0",""
"C0013375","1","CABALLO DE TRABAJO (IMO 9269415)","CABALLO DE TRABAJO (IMO 9269415): ","Mexico","Non-ship structures","2017-10-24 00:00","","Marine incident","18° 40.00' N 91° 47.00' W","Gulf of Mexico off Maderas, Ciudad del Carmen","","0",""
"C0010885","1","REAL (IMO 7130153)","REAL (IMO 7130153): ","Togo","General Cargo","2017-10-23 00:50","","Very serious marine casualty","","Toyama district of the port of Fushiki-Toyama, Toyama Prefecture, Japan","Port","1","Japan"
"C0013373","1","TOPS DB-1 (IMO 8758249)","TOPS DB-1 (IMO 8758249): ","Vanuatu","Non-ship structures","2017-10-22 00:00","","Marine casualty","29° 18.00' N 93° 14.00' W","West Cameron Block 198a in the Gulf of Mexico 90 miles E of Galveston, TX","","0",""
"C0013372","2","Newport Cypress 08, QUANG TRUNG 05-BLC (IMO 9377004)","Newport Cypress 08: , QUANG TRUNG 05-BLC (IMO 9377004): ","Unknown, Viet Nam",", General Cargo","2017-10-21 18:12","","Very serious marine casualty","10° 41.00' N 106° 45.00' E","Nha Be river off Nha Be","","0",""
"C0012209","1","HAN ZHI (IMO 9125877)","HAN ZHI (IMO 9125877): ","Singapore","General Cargo","2017-10-21 08:00","","Very serious marine casualty","","PORT OF SOHAR","At berth","1","Singapore"
"C0013371","1","B. NO. 255 (IMO 8640519)","B. NO. 255 (IMO 8640519): ","United States","Non-ship structures","2017-10-20 04:30","","Very serious marine casualty","27° 49.00' N 96° 59.00' W","Anchored in the Gulf of Mexico 4 miles E of Port Aransas, TX","","0",""
"C0012991","1","SERENIN","SERENIN: ","Spain","Fish Catching","2017-10-19 17:40","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","43° 03.04' N 9° 27.05' W","","Coastal waters","1","Spain"
"C0010826","1","GRAND AMANDA (IMO 9566813)","GRAND AMANDA (IMO 9566813): ","Hong Kong, China","Bulk Dry","2017-10-18 14:40","","Very serious marine casualty","33° 55.80' S 27° 51.80' E","AT sea near East London, South Africa","Open sea","1","Hong Kong, China"
"C0013370","1","MING AN (IMO 8787446)","MING AN (IMO 8787446): ","Honduras","General Cargo","2017-10-18 01:38","","Very serious marine casualty","22° 47.00' N 119° 36.00' E","32 miles SW of Qigu, Tainan City ","","0",""
"C0012302","1","SEIKONGEN (IMO 9793985)","SEIKONGEN (IMO 9793985): ","Chile","Other Fishing","2017-10-17 12:00","","Very serious marine casualty","42° 44.00' S 73° 36.00' W","Ensenada Ahoni, Chiloé","Archipelagos","1","Chile"
"C0010789","1","CRES (IMO 9334741)","CRES (IMO 9334741): ","Croatia","Ro-Ro Cargo","2017-10-17 07:35","","Marine casualty","44° 34.00' N 14° 56.00' E","port Žigljen, Island of Pag","","0",""
"C0012623","1","LA BELLE ANGELE","LA BELLE ANGELE: ","France","Other Activities","2017-10-17 03:49","Grounding - while drifting","Very serious marine casualty","48° 36.85' N 4° 36.28' W","","Strait/channel","1","France"
"C0013494","1","REGINA BALTICA (IMO 7827225)","REGINA BALTICA (IMO 7827225): ","Cyprus","Passenger/Ro-Ro Cargo","2017-10-13 16:25","Fire/explosion - fire","Marine casualty","39° 26.38' N 0° 19.09' W","","Port","2","Spain; Spain"
"C0013368","1","SOUTHERN BELL (IMO 7742554)","SOUTHERN BELL (IMO 7742554): ","United States","Fish Catching","2017-10-13 07:05","","Very serious marine casualty","29° 39.00' N 93° 49.00' W","Near the East Jetty at Sabine Pass, LA ","","0",""
"C0010749","1","EMERALD STAR (IMO 9449261)","EMERALD STAR (IMO 9449261): ","Hong Kong, China","Bulk Dry","2017-10-13 01:40","","Very serious marine casualty","19° 03.00' N 124° 52.00' E","in Phillipines Sea at about 150NM northeast of Palaui Island, Phillipines","Open sea","1","Hong Kong, China"
"C0013369","1","LIAN HE 36 (IMO 8786131)","LIAN HE 36 (IMO 8786131): ","Mongolia","General Cargo","2017-10-13 00:00","","Marine casualty","24° 05.00' N 120° 22.00' E","Seawall off Changbin industrial zone, Changhua","","0",""
"C0013367","1","KINEI MARU No. 35 (IMO 9037551)","KINEI MARU No. 35 (IMO 9037551): ","Japan","Fish Catching","2017-10-12 21:50","","Marine casualty","11° 16.00' S 152° 04.00' E","On reef on Bramble Haven near the Jomrad Channel in the Coral Sea 35 miles SW of Motorina Island","","0",""
"C0013366","2","MAERSK ENSHI (IMO 9502946), Zhe Ling Yu 74036","MAERSK ENSHI (IMO 9502946): , Zhe Ling Yu 74036: ","Panama, Unknown","Container, ","2017-10-12 01:00","","Very serious marine casualty","28° 22.00' N 122° 17.00' E","East China Sea 23 miles SE of Dachendao, Taizhou","","0",""
"C0012736","1","RUYTER (IMO 9374674)","RUYTER (IMO 9374674): ","Netherlands (Kingdom of)","General Cargo","2017-10-10 01:00","","Marine casualty","55° 18.66' N 6° 17.98' W","Coastal waters (within 12 miles)","Coastal waters","2","United Kingdom; United Kingdom"
"C0013364","1","PACIFIC PARADISE (IMO 7513032)","PACIFIC PARADISE (IMO 7513032): ","United States","Fish Catching","2017-10-10 00:00","","Very serious marine casualty","21° 15.00' N 157° 49.00' W","Reef at the Kapua Entrance off Kaimana Beach, Honolulu, HI ","","0",""
"C0010947","1","ISLAY TRADER (IMO 9030474)","ISLAY TRADER (IMO 9030474): ","United Kingdom","General Cargo","2017-10-08 02:42","","Marine casualty","51° 39.00' N 1° 39.00' E","Margate","Port approach","1","Barbados"
"C0012624","1","PETITE FANNY","PETITE FANNY: ","France","Fish Catching","2017-10-05 08:27","Flooding/foundering - flooding","Very serious marine casualty","47° 23.32' N 2° 43.22' W","","Coastal waters","1","France"
"C0010828","3","BRIGHTOIL LUCKY (IMO 9402469), Lu Rong Yuan Yu 377, Lu Rong Yuan Yu 378 (China Fishing vessel)","BRIGHTOIL LUCKY (IMO 9402469): , Lu Rong Yuan Yu 377: , Lu Rong Yuan Yu 378 (China Fishing vessel): ","Hong Kong, China, China, China","Oil Tanker, Fish Catching, Fish Catching","2017-10-05 04:57","","Very serious marine casualty","39° 47.40' N 132° 07.90' E","About 120 nautical miles east of North Korea in Japan Sea","Open sea","1","Hong Kong, China"
"C0013363","1","KTC1 (IMO 8844529)","KTC1 (IMO 8844529): ","Indonesia","General Cargo","2017-10-04 11:30","","Marine casualty","6° 53.00' S 112° 44.00' E","Near buoy no. 4 off Pulau Karang Jamuang in the Java Sea 7 miles NW of Madura, East Java","","0",""
"C0010834","1","BBG BRIGHT (IMO 9598177)","BBG BRIGHT (IMO 9598177): ","Hong Kong, China","Bulk Dry","2017-10-01 20:00","","Very serious marine casualty","20° 22.50' S 40° 10.70' W","Praia Mole, Brazil","Open sea","2","Brazil; Hong Kong, China"
"C0013362","1","MARIA-M (IMO 7604843)","MARIA-M (IMO 7604843): ","Zanzibar (United Republic of Tanzania)","General Cargo","2017-10-01 00:00","","Very serious marine casualty","31° 32.00' N 25° 09.00' E","El Salloum","","0",""
"C0011082","1","BSL LIMASSOL (IMO 9246310)","BSL LIMASSOL (IMO 9246310): ","Liberia","Container","2017-09-30 06:30","","Very serious marine casualty","24° 31.60' S 154° 04.00' E","Australia Coast","Open sea","1","Liberia"
"C0012252","1","ROEBUCK BAY (IMO 9193094)","ROEBUCK BAY (IMO 9193094): ","Australia","Other Activities","2017-09-30 00:25","","Marine casualty","37° 13.25' S 143° 49.13' E","Henry Reef, Queensland","","1","Australia"
"C0013297","1","NORTON SOUND (IMO 8882210)","NORTON SOUND (IMO 8882210): ","United States","Other Fishing","2017-09-29 09:30","","Very serious marine casualty","32° 42.00' N 117° 10.00' W","G Street Pier, Seaport Village, San Diego, CA","","0",""
"C0012741","1","SOLSTICE","SOLSTICE: ","United Kingdom","Fish Catching","2017-09-26 19:38","","Very serious marine casualty","50° 15.00' N 4° 08.00' W","Plymouth, United Kingdom","Coastal waters","1","United Kingdom"
"C0013360","1","ELEFANTAS (IMO 6930776)","ELEFANTAS (IMO 6930776): ","Greece","Non-ship structures","2017-09-25 00:00","","Marine casualty","38° 02.00' N 23° 35.00' E","Moored at Aspropyrgos","","0",""
"C0012425","1","BERRIZ PATXIKU","BERRIZ PATXIKU: ","Spain","Fish Catching","2017-09-24 01:35","Grounding - while drifting","Very serious marine casualty","43° 20.18' N 1° 57.82' W","","Coastal waters","1","Spain"
"C0010900","1","CONSTANT FRIEND(N83) (IMO 9085986)","CONSTANT FRIEND(N83) (IMO 9085986): ","United Kingdom","Fish Catching","2017-09-23 23:59","","Very serious marine casualty","54° 03.26' N 6° 00.07' W","Internal waters - Port area","Port","2","United Kingdom; United Kingdom"
"C0013597","1","KOKOPO CHIEF (IMO 8907412)","KOKOPO CHIEF (IMO 8907412): ","Hong Kong, China","Container","2017-09-23 23:55","","Marine incident","37° 39.00' S 176° 11.00' E","Tauranga","","1","New Zealand"
"C0013178","1","ATLANTIC (IMO 8002731)","ATLANTIC (IMO 8002731): ","Faroes, Denmark","General Cargo","2017-09-23 04:00","Grounding - while under power","Marine casualty","57° 13.30' N 16° 30.49' E","","Coastal waters","1","Sweden"
"C0013359","1","LONG STREET (IMO 8842399)","LONG STREET (IMO 8842399): ","United States","Towing / Pushing","2017-09-23 02:30","","Very serious marine casualty","33° 28.00' N 88° 26.00' W","330 mile mark on the Tombigbee river 2 miles SW of Columbus, MS","","0",""
"C0013358","1","BUM KANG (IMO 9781499)","BUM KANG (IMO 9781499): ","Republic of Korea","Non-ship structures","2017-09-22 01:00","","Very serious marine casualty","37° 26.00' N 129° 18.00' E","Sea of Japan 6 miles E of Samcheok","","0",""
"C0013357","1","FERREL (IMO 7629960)","FERREL (IMO 7629960): ","Panama","Non-ship structures","2017-09-20 06:00","","Marine incident","18° 07.00' N 65° 16.00' W","Punta Este, Vieques, Puerto Rico","","0",""
"C0013356","1","ADDIE (IMO 7127376)","ADDIE (IMO 7127376): ","Dominica","General Cargo","2017-09-18 00:00","","Very serious marine casualty","15° 19.00' N 61° 23.00' W","Embankment north of the port at Roseau, Dominica ","","0",""
"C0010786","1","JURAJ DALMATINAC (IMO 9415193)","JURAJ DALMATINAC (IMO 9415193): ","Croatia","Ro-Ro Cargo","2017-09-16 10:35","","Marine incident","44° 04.00' N 15° 11.00' E","luka Preko,otok Ugljan","","0",""
"C0013355","1","OCEAN BROCHU (IMO 7305899)","OCEAN BROCHU (IMO 7305899): ","Canada","Towing / Pushing","2017-09-15 04:35","","Very serious marine casualty","50° 01.00' N 66° 46.00' W","Port Cartier, QC","","0",""
"C0011039","2","JBB DE RONG 19 (IMO 9828649), KARTIKA SEGARA (IMO 9156345)","JBB DE RONG 19 (IMO 9828649): , KARTIKA SEGARA (IMO 9156345): ","Dominica, Indonesia","Dredging, Oil Tanker","2017-09-13 00:38","","Very serious marine casualty","1° 11.11' N 103° 49.87' E","Singapore Strait","","1","Singapore"
"C0010736","1","CABALLO AZTECA (IMO 8624395)","CABALLO AZTECA (IMO 8624395): ","Mexico","Offshore Supply","2017-09-12 12:30","","Marine casualty","18° 57.60' N 91° 21.40' W","Costas de Campeche","","0",""
"C0012747","1","WIGHT SKY (IMO 9446984)","WIGHT SKY (IMO 9446984): ","United Kingdom","Passenger/Ro-Ro Cargo","2017-09-12 01:00","","Marine casualty","50° 42.40' N 1° 30.03' W","Coastal waters (within 12 miles)","Coastal waters","1","United Kingdom"
"C0013354","1","LANGLEY DOUGLAS (IMO 7944413)","LANGLEY DOUGLAS (IMO 7944413): ","United States","Fish Catching","2017-09-11 11:17","","Very serious marine casualty","37° 12.00' N 74° 31.00' W","North Atlantic Ocean 82 miles E of Cape Charles, VA","","0",""
"C0013353","1","SWAMP FOX (IMO 7732858)","SWAMP FOX (IMO 7732858): ","United States","Fish Catching","2017-09-11 00:00","","Marine casualty","30° 23.00' N 81° 38.00' W","Trout River near the Jacksonville Zoo and Gardens, Jacksonville, FL","","0",""
"C0013351","1","AGIA ZONI II (IMO 7126152)","AGIA ZONI II (IMO 7126152): ","Greece","Chemical Tanker","2017-09-10 02:45","","Marine incident","37° 55.00' N 23° 34.00' E","Saronic Gulf off Kinosoura","","0",""
"C0013414","1","APL CORAL (IMO 9139749)","APL CORAL (IMO 9139749): ","Malta","Container","2017-09-09 07:00","Occupational accident - loss of control of machine, means of
transport or handling equipment,
hand-held tool, object, animal","Marine casualty","18° 26.33' N 115° 13.65' E","","Open sea","2","Malta; Malta"
"C0010741","1","KOI (IMO 8663066)","KOI (IMO 8663066): ","Cook Islands","Other Activities","2017-09-09 05:00","","Very serious marine casualty","37° 59.30' N 20° 42.60' E","009º Skinari Cape, Zakynthos, 3,4 miles","Coastal waters","1","Cook Islands"
"C0012249","1","CRIS M (IMO 8916401)","CRIS M (IMO 8916401): ","Italy","Passenger","2017-09-08 20:25","Others - Others","Very serious marine casualty","38° 27.09' N 14° 57.23' E","Mediterranean Region - Mediterranean Region","Canal","1","Italy"
"C0013352","1","GAMKONORA (IMO 9641091)","GAMKONORA (IMO 9641091): ","Indonesia","Non-ship structures","2017-09-08 15:20","","Very serious marine casualty","1° 04.00' N 103° 53.00' E","PT ASL Shipyard at Tanjung Uncang, Batam","","0",""
"C0013350","1","ARCTIC WOLF (IMO 7048350)","ARCTIC WOLF (IMO 7048350): ","Norway","Fish Catching","2017-09-08 11:30","","Marine casualty","70° 59.00' N 24° 39.00' E","Slipway at Havoysund Patent Slipp at Havoysund, Masoy","","0",""
"C0010746","2","BETEIGEUZE (IMO 9313280), MEDITERRANEAN GLORY (IMO 9285823)","BETEIGEUZE (IMO 9313280): , MEDITERRANEAN GLORY (IMO 9285823): ","Liberia, Marshall Islands","Bulk Dry, ","2017-09-07 22:05","","Marine casualty","25° 12.70' N 56° 31.70' E","Fujairah anchorage","","0",""
"C0010870","1","ALEXIA (IMO 9389966)","ALEXIA (IMO 9389966): ","Liberia","Oil Tanker","2017-09-07 20:24","","Very serious marine casualty","36° 22.00' N 22° 43.90' E","Meditereanean Sea","Open sea","1","Liberia"
