Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports
"C0006709","1","BBC ISLANDER (IMO 9183491)","BBC ISLANDER (IMO 9183491): ","Antigua and Barbuda","General Cargo","2007-08-14 13:40","","Marine casualty","","At anchor off Dampier, Western Australia","Anchorage","1","Australia"
"C0009480","1","MORNAR","MORNAR: ","Croatia","Passenger","2007-08-13 15:00","","Very serious marine casualty","","island "Krava"","Inland waters","1","Croatia"
"C0006466","1","ATLANTIC JOY (IMO 7433775)","ATLANTIC JOY (IMO 7433775): ","Panama","General Cargo","2007-08-13 15:00","","Marine casualty","","PORT MARGHERA, CANALE LITORANEO","","0",""
"C0006297","1","QUEEN ELIZABETH 2 (IMO 6725418)","QUEEN ELIZABETH 2 (IMO 6725418): ","United Kingdom","Passenger / General Cargo","2007-08-13 00:05","","Marine incident","49° 30.80' N 4° 18.50' W","Atlantic Ocean","","0",""
"C0006551","2","NEW FLAME (IMO 9077393), TORM GERTRUD (IMO 9240885)","NEW FLAME (IMO 9077393): , TORM GERTRUD (IMO 9240885): ","Panama, DIS (Denmark)","Bulk Dry, ","2007-08-12 05:49","","Marine casualty","36° 05.70' N 5° 21.20' W","9 CABLES SSW OF EUROPA POINT LIGHTHOUSE","","1","Panama"
"C0006405","1","MEXICA (IMO 8410287)","MEXICA (IMO 8410287): ","Panama","General Cargo","2007-08-10 03:30","","Marine casualty","","BIJELA - MONTENEGRO- ADRIATIC SHIPYARD - AT BERTH","At berth","2","Panama; Panama"
"C0006525","2","SENREI MARU, VENUS EIGHT (IMO 9263007)","SENREI MARU: , VENUS EIGHT (IMO 9263007): ","Unknown, Panama",", General Cargo","2007-08-09 21:52","","Marine casualty","34° 24.05' N 134° 14.32' E","INLAND WATERS","Inland waters","0",""
"C0006365","1","OCEANIC ANGEL (IMO 9194397)","OCEANIC ANGEL (IMO 9194397): ","Panama","Bulk Dry","2007-08-08 16:45","","Very serious marine casualty","0° 03.10' S 87° 02.80' E","OPEN SEA","Open sea","2","Australia; Panama"
"C0007130","1","DUBLIN VIKING (IMO 9136022)","DUBLIN VIKING (IMO 9136022): ","United Kingdom","","2007-08-07 22:14","","Very serious marine casualty","","Along side at Berth 52 in the port of Dublin, Ireland","","1","United Kingdom"
"C0007252","1","KLEINER LUMP","KLEINER LUMP: ","Germany","Other Activities","2007-08-07 16:30","","Very serious marine casualty","53° 50.30' N 8° 54.00' E","Ottendorf, Elbe","","2","Germany; Unknown"
"C0006544","1","NYK ANDROMEDA (IMO 9162497)","NYK ANDROMEDA (IMO 9162497): ","Panama","","2007-08-06 17:30","","Very serious marine casualty","39° 05.00' N 165° 25.00' E","Pacific Ocean","Open sea","1","Panama"
"C0006389","1","NISSHIN MARU (IMO 8705292)","NISSHIN MARU (IMO 8705292): ","Japan","Research","2007-08-05 11:30","","Marine casualty","","In north-west Pacific Ocean","","0",""
"C0007185","1","GIRL GERALDINE","GIRL GERALDINE: ","Unknown","Fish Catching","2007-08-04 23:00","","Very serious marine casualty","","South of Dunabrattin Head Co. Waterford","","1","Unknown"
"C0006340","2","COSMOS VENTURE (IMO 8600143), WOODY ACE (IMO 9162320)","COSMOS VENTURE (IMO 8600143): , WOODY ACE (IMO 9162320): ","Liberia, Panama",", General Cargo","2007-08-03 08:50","","Marine casualty","34° 22.70' N 135° 04.90' E","OSAKA BAY","Anchorage","0",""
"C0006388","2","KYOUEI MARU NO.22, SEIYO STAR (IMO 9335214)","KYOUEI MARU NO.22: , SEIYO STAR (IMO 9335214): ","Japan, Cambodia","Fish Catching, General Cargo","2007-08-01 10:36","","Marine casualty","","About 2.1 kilometers south-east of Yuri Shima, Matsuyama City, Ehime Prefecture, Japan","Inland waters","0",""
"C0006387","2","IYO MARU, XIANG TONG (IMO 8626551)","IYO MARU: , XIANG TONG (IMO 8626551): ","Japan, Cambodia","Fish Catching, General Cargo","2007-08-01 08:42","","Very serious marine casualty","","About 2 kilometers south of Yuri Shima, Matsuyama City, Ehime Prefecture, Japan","Inland waters","1","Japan"
"C0006418","1","RELIANCE OCEAN (IMO 9103142)","RELIANCE OCEAN (IMO 9103142): ","Panama","Bulk Dry","2007-07-31 12:50","","Marine incident","6° 19.80' N 3° 23.60' E","LAGOS ROADS","Anchorage","0",""
"C0006831","1","OCEAN HARMONY (IMO 9267106)","OCEAN HARMONY (IMO 9267106): ","Hong Kong, China","Bulk Dry","2007-07-30 09:30","","Marine casualty","31° 46.00' N 120° 01.00' E","Chang Jiang River in China","River","0",""
"C0006465","1","MARITIME TRADER (IMO 8318817)","MARITIME TRADER (IMO 8318817): ","Hong Kong, China","","2007-07-28 23:56","","Marine casualty","30° 19.20' N 123° 14.80' E","East China Sea","","0",""
"C0007080","2","CONDOR EXPRESS (IMO 9135896), HD1 (IMO 9160114)","CONDOR EXPRESS (IMO 9135896): , HD1 (IMO 9160114): ","Bahamas, Bahamas",", High Speed Craft","2007-07-28 22:35","","Marine casualty","","Elizabeth Harbour, St Helier  JERSEY","","1","Bahamas"
"C0007096","1","LADY CANDIDA (IMO 8985751)","LADY CANDIDA (IMO 8985751): ","United Kingdom","","2007-07-28 16:30","","Very serious marine casualty","41° 25.00' N 8° 58.00' E","Off Corsica","","1","United Kingdom"
"C0006479","1","WOO CHANG (IMO 8810970)","WOO CHANG (IMO 8810970): ","Republic of Korea","","2007-07-27 12:45","","Marine casualty","31° 39.00' N 123° 12.00' E","East China Sea","Open sea","0",""
"C0006327","2","ALPHA ACTION (IMO 9074494), WAN HAI 307 (IMO 9237096)","ALPHA ACTION (IMO 9074494): , WAN HAI 307 (IMO 9237096): ","Greece, Singapore","Bulk Dry, Container","2007-07-27 01:50","","Marine casualty","","About 16 kilometers SW from Irosaki lighthouse, Shizuoka Prefecture, Japan","Coastal waters","0",""
"C0007121","1","MULTI TRADER (IMO 7615622)","MULTI TRADER (IMO 7615622): ","Cambodia","","2007-07-26 21:25","","Very serious marine casualty","","From Hereke, Turkey, towards Constanta, Romania","","1","Unknown"
"C0006253","1","OPAL QUEEN (IMO 9229427)","OPAL QUEEN (IMO 9229427): ","Panama","Oil Tanker","2007-07-26 12:10","","Very serious marine casualty","","ANTWERP BELGIUM TERMINAL B-417","At berth","0",""
"C0007711","1","LA FOUINE","LA FOUINE: ","Unknown","Fish Catching","2007-07-25 00:00","","Very serious marine casualty","50° 11.00' N 1° 06.00' E","Of Tréport","","1","France"
"C0006586","2","MILTIADES (IMO 8208323), WHITE MIST (IMO 7821506)","MILTIADES (IMO 8208323): , WHITE MIST (IMO 7821506): ","Jamaica, Panama",", Bulk Dry","2007-07-24 00:27","","Marine casualty","","Gamboa mooring area","Canal","0",""
"C0007239","1","ROSEMARIE (IMO 9152662)","ROSEMARIE (IMO 9152662): ","Netherlands (Kingdom of)","Fish Catching","2007-07-23 22:00","","Very serious marine casualty","","North Sea","Open sea","0",""
"C0006252","1","CRANE ARROW (IMO 8308147)","CRANE ARROW (IMO 8308147): ","Bahamas","General Cargo","2007-07-22 06:30","","Marine casualty","1° 06.80' S 48° 29.30' W","Para State, Brazil","","1","Bahamas"
"C0007609","1","BAGDAD (IMO 8516275)","BAGDAD (IMO 8516275): ","Bahamas","","2007-07-20 06:35","","Marine casualty","","Shatt al Arab Waterway, Khorramshahr","","0",""
"C0007224","1","DE ALBERTHA","DE ALBERTHA: ","Netherlands (Kingdom of)","Other Non-Seagoing","2007-07-17 12:00","","Marine casualty","","Kieler Bight","Open sea","0",""
"C0006425","1","ANNA RICKMERS (IMO 9131204)","ANNA RICKMERS (IMO 9131204): ","Liberia","Bulk Dry","2007-07-17 09:16","","Marine incident","37° 35.00' N 122° 39.00' E","YELLOW CHINA SEA","","0",""
"C0006705","1","AILSA CRAIG (IMO 7349950)","AILSA CRAIG (IMO 7349950): ","Panama","Chemical Tanker","2007-07-16 09:50","","Very serious marine casualty","","PERAMA, PIRAEUS- GREECE","At berth","2","Panama; Panama"
"C0006481","1","MAIN ORE (IMO 8000381)","MAIN ORE (IMO 8000381): ","Panama","","2007-07-16 03:45","","Marine casualty","30° 39.00' N 122° 26.00' E","Zhou shan Anchorage in China","Anchorage","0",""
"C0008011","1","CAVALIER DES VAGUES II","CAVALIER DES VAGUES II: ","Unknown","Fish Catching","2007-07-16 00:00","","Very serious marine casualty","","Boulogne-sur-Mer","","1","France"
"C0006258","1","TRANSMODAL (IMO 8301785)","TRANSMODAL (IMO 8301785): ","Argentina","Ro-Ro Cargo","2007-07-15 15:00","","Marine casualty","6° 45.60' S 47° 47.80' W","Itajaí, Brazil","","0",""
"C0006403","1","M/V MOBY TOMMY (IMO 9221310)","M/V MOBY TOMMY (IMO 9221310): ","Italy","Passenger/Ro-Ro Cargo","2007-07-14 14:35","","Marine incident","40° 55.00' N 9° 31.00' E","Port of Olbia","","0",""
"C0007287","1","FAIR JEANNE","FAIR JEANNE: ","Canada","","2007-07-13 16:00","","Marine casualty","","Off Amherst Island, Lake Ontario, ontario","","1","Unknown"
"C0006270","1","LUMINOUS HALO (IMO 9303039)","LUMINOUS HALO (IMO 9303039): ","Panama","Other Liquids","2007-07-12 23:05","","Very serious marine casualty","20° 11.29' N 86° 47.08' E","PARADIP, INDIA ANCHORAGE AREA","Anchorage","0",""
"C0006498","1","ORCHID SUN (IMO 8507547)","ORCHID SUN (IMO 8507547): ","Republic of Korea","Bulk Dry","2007-07-12 08:22","","Very serious marine casualty","23° 52.06' N 60° 40.54' E","107 miles off the Masqat Lighthouse in Oman","","1","Republic of Korea"
"C0006366","1","HAI TONG 7 (IMO 7627297)","HAI TONG 7 (IMO 7627297): ","Panama","Other Bulk Dry","2007-07-11 04:15","","Very serious marine casualty","16° 52.00' N 139° 25.00' E","OPEN SEA","Open sea","1","Panama"
"C0006415","1","PACIFIC STAR (IMO 7915096)","PACIFIC STAR (IMO 7915096): ","United Kingdom","Passenger","2007-07-10 21:00","","Marine incident","36° 20.00' S 175° 05.00' E","Hauraki Gulf","","1","Unknown"
"C0006337","1","GRUS (IMO 8000458)","GRUS (IMO 8000458): ","Panama","Ro-Ro Cargo","2007-07-10 11:15","","Marine casualty","33° 57.00' N 131° 47.00' E","INSIDE DRY DOCK","Port","0",""
"C0006332","1","GENKI STAR (IMO 9370575)","GENKI STAR (IMO 9370575): ","Panama","Chemical Tanker","2007-07-10 11:01","","Marine casualty","35° 40.32' N 139° 57.05' E","In lat 35 40.318N, long 139 57.046E","","0",""
"C0006547","1","SASANQUA (IMO 9061904)","SASANQUA (IMO 9061904): ","Panama","Refrigerated Cargo","2007-07-07 12:40","","Marine casualty","26° 46.00' N 40° 24.00' W","ATLANTICO OCEAN","Open sea","1","Panama"
"C0006260","1","SOUTHERN SPIRIT (IMO 9171125)","SOUTHERN SPIRIT (IMO 9171125): ","Panama","Bulk Dry","2007-07-06 09:54","","Marine incident","29° 35.00' N 93° 45.00' W","SABINE PASS OUTER BAR CHANNEL BREAKWATER","Port approach","0",""
"C0006384","2","NAVIGATOR, TORNADO (IMO 8404575)","NAVIGATOR: , TORNADO (IMO 8404575): ","Unknown, Panama",", Refrigerated Cargo","2007-07-05 23:06","","Marine incident","20° 41.90' N 17° 00.80' W","NOVADHIBOU","Port approach","1","Panama"
"C0007738","1","JORDAN EXPRESS (IMO 8105258)","JORDAN EXPRESS (IMO 8105258): ","Jordan","General Cargo","2007-07-03 08:35","","Marine casualty","","anchorage area  ","","0",""
"C0006254","1","ECSTASY (IMO 8711344)","ECSTASY (IMO 8711344): ","Panama","Passenger / General Cargo","2007-07-01 07:34","","Very serious marine casualty","26° 27.80' N 91° 10.00' W","OPEN SEA","Open sea","0",""
"C0006823","1","MARIA S. (IMO 7514220)","MARIA S. (IMO 7514220): ","Panama","","2007-06-30 18:20","","Very serious marine casualty","9° 58.31' N 76° 00.82' E","North entrance to channel at Cochin Port, India","Port approach","0",""
"C0006582","2","PRINKIPO (IMO 8030398), WMS HARLINGEN (IMO 9339040)","PRINKIPO (IMO 8030398): , WMS HARLINGEN (IMO 9339040): ","Panama, Cyprus","Chemical Tanker, ","2007-06-30 03:00","","Marine casualty","","kING GEORGE V DOCK (HULL) ","Port approach","2","Panama; Panama"
"C0006546","1","RONGA (IMO 7223144)","RONGA (IMO 7223144): ","Panama","General Cargo","2007-06-29 18:45","","Marine casualty","20° 45.24' N 70° 38.33' E","MULDWARKA PORT","Port approach","1","Panama"
"C0007197","1","JAL PARI-1","JAL PARI-1: ","India","Fish Catching","2007-06-29 05:00","","Very serious marine casualty","","Sandhakud Sea beach off Paradip Port, India","Anchorage","1","India"
"C0006444","2","STAR PROVIDENCE (IMO 8317289), THOR MERCHANT (IMO 7905895)","STAR PROVIDENCE (IMO 8317289): , THOR MERCHANT (IMO 7905895): ","Panama, Thailand","Bulk Dry, ","2007-06-29 04:05","","Marine casualty","1° 44.15' N 104° 39.50' E","SOUTH CHINA SEA","Coastal waters","0",""
"C0006240","1","ATLANTIC TRAVELLER (IMO 9058995)","ATLANTIC TRAVELLER (IMO 9058995): ","DIS (Denmark)","Passenger/Ro-Ro Cargo","2007-06-28 09:47","","Marine incident","57° 07.50' N 8° 35.80' E","Hanstholm Habour","Port","0",""
"C0006750","1","QUEST (IMO 8913904)","QUEST (IMO 8913904): ","Bahamas","Passenger","2007-06-27 06:48","","Marine casualty","69° 14.90' N 53° 29.30' W","Disko Bay, Greenland","Coastal waters","1","Denmark"
"C0006414","1","BARRI (IMO 8928208)","BARRI (IMO 8928208): ","Latvia","Oil Tanker","2007-06-26 16:22","","Very serious marine casualty","","Riga harbour (Latvia)","At berth","1","Latvia"
"C0006712","2","GREEN PIONEER (IMO 9219941), HONG QI 201 (IMO 8033637)","GREEN PIONEER (IMO 9219941): , HONG QI 201 (IMO 8033637): ","Panama, China","Oil Tanker, ","2007-06-26 09:44","","Marine casualty","31° 23.90' N 121° 33.60' E","WUSONG-KOU, CHINA","","0",""
"C0007169","1","ATHENA (IMO 9249166)","ATHENA (IMO 9249166): ","FIS (France)","","2007-06-26 04:00","","Very serious marine casualty","","Off Pointe Noire, Congo","","1","France"
"C0006822","1","SEA GLORY (IMO 7212793)","SEA GLORY (IMO 7212793): ","Mongolia","","2007-06-25 20:57","","Very serious marine casualty","23° 34.70' N 68° 13.86' E","Sanghi/Jakau region, India","","0",""
"C0006373","1","SHUJAA 3 (IMO 7723455)","SHUJAA 3 (IMO 7723455): ","Panama","General Cargo","2007-06-25 08:30","","Very serious marine casualty","21° 44.00' N 69° 27.80' E","WEST OF PORBANDAR PORT, INDIA","Port approach","1","Panama"
"C0007094","1","YOUNG LADY","YOUNG LADY: ","Isle of Man (United Kingdom)","","2007-06-25 00:00","","Marine incident","54° 40.50' N 1° 00.50' W","54° 40.5 N  001° 00.5 W","","1","Unknown"
"C0006890","1","KRISHNA I (IMO 9157155)","KRISHNA I (IMO 9157155): ","India","","2007-06-24 04:40","","Very serious marine casualty","18° 43.30' N 72° 47.07' E","about 2 miles from Khanderi Island, off Mumbai Harbour","Coastal waters","1","India"
"C0007087","1","REEF AZANIA (IMO 8413318)","REEF AZANIA (IMO 8413318): ","Saint Vincent and the Grenadines","","2007-06-24 00:00","","Very serious marine casualty","16° 50.60' N 59° 32.90' E"," Approximately 500NM off Somalia's coasts","Open sea","1","Unknown"
"C0006828","1","DENDEN (IMO 7611690)","DENDEN (IMO 7611690): ","Eritrea","","2007-06-23 05:00","","Very serious marine casualty","12° 55.00' N 74° 47.00' E","Coastal waters off New Mangalore Port, India","Port approach","0",""
"C0006257","1","SUNRISE SUZURAN II (IMO 9269398)","SUNRISE SUZURAN II (IMO 9269398): ","Panama","Chemical Tanker","2007-06-22 18:00","","Marine incident","","K-1 ANCHORAGE IN KAWASAKI PORT, JAPON","Port","0",""
"C0007356","1","TAHAROA EXPRESS (IMO 8903117)","TAHAROA EXPRESS (IMO 8903117): ","Panama","Bulk Dry","2007-06-22 02:00","","Marine incident","","42 nautical miles southwest of cape Egmont","","1","Unknown"
"C0006882","1","WINPO (IMO 8977481)","WINPO (IMO 8977481): ","Honduras","Towing / Pushing","2007-06-21 17:00","","Very serious marine casualty","","10 Nm off Cannanora, west coast of India, Kerala","Coastal waters","0",""
"C0006888","1","JOHN RICHARDSON (IMO 6922858)","JOHN RICHARDSON (IMO 6922858): ","India","","2007-06-21 15:30","","Very serious marine casualty","14° 40.10' N 93° 25.30' E","Off Andaman & Nicobar islands","Archipelagos","1","India"
"C0006538","1","MSC PEGGY (IMO 8208672)","MSC PEGGY (IMO 8208672): ","Panama","Container","2007-06-20 21:22","","Marine casualty","29° 36.30' N 94° 56.80' W","HOUSTON TX USA-SHIP CHANNEL","","1","Panama"
"C0007093","2","Logos II (IMO 6806834), LOGOS II (IMO 6806834)","Logos II (IMO 6806834): , LOGOS II (IMO 6806834): ","Malta, Malta","Passenger, ","2007-06-20 20:47","","Marine casualty","","St Helier, Jersey","","1","Unknown"
"C0006220","1","PRIDE OF DOVER (IMO 8517736)","PRIDE OF DOVER (IMO 8517736): ","United Kingdom","Passenger/Ro-Ro Cargo","2007-06-19 16:07","","Marine casualty","51° 03.00' N 1° 15.00' E","Dover","Port","0",""
"C0006599","1","ALEXENDRA C (IMO 7717767)","ALEXENDRA C (IMO 7717767): ","Panama","Chemical Tanker","2007-06-19 00:00","","Very serious marine casualty","14° 42.00' N 54° 15.00' E","YEMEN","Open sea","2","Panama; Panama"
"C0006522","1","ELSA OLDENDORFF (IMO 9157428)","ELSA OLDENDORFF (IMO 9157428): ","Panama","Bulk Dry / Oil","2007-06-18 11:10","","Marine casualty","","TOWNSVILLE BERTH 3, AUSTRALIA","","0",""
"C0006232","1","HYUNDAI INDEPENDENCE (IMO 9110377)","HYUNDAI INDEPENDENCE (IMO 9110377): ","United Kingdom","Container","2007-06-17 07:30","","Very serious marine casualty","33° 43.00' N 118° 16.00' W","Long Beach, California, Berth 25,26","","1","United Kingdom"
"C0006223","2","HELGA (IMO 8402577), NATHALIE EHLER (IMO 9242560)","HELGA (IMO 8402577): , NATHALIE EHLER (IMO 9242560): ","Antigua and Barbuda, United Kingdom","General Cargo, Container","2007-06-16 10:02","","Marine incident","","BRUNSBUTTEL, KIEL CANAL","Canal","0",""
"C0006518","1","MAIN ORE (IMO 8000381)","MAIN ORE (IMO 8000381): ","Panama","Bulk Dry","2007-06-16 03:20","","Marine incident","","MAJISHAN TERMINAL","At berth","0",""
"C0006278","1","HUTA ZGODA (IMO 7361518)","HUTA ZGODA (IMO 7361518): ","Panama","Bulk Dry","2007-06-15 20:40","","Very serious marine casualty","37° 30.00' N 9° 26.00' E","MEDITERRANEAN SEA","","0",""
"C0006427","1","ROYAL SUCCESS (IMO 8029624)","ROYAL SUCCESS (IMO 8029624): ","Panama","Bulk Dry","2007-06-15 15:53","","Marine casualty","12° 20.00' S 13° 33.00' E","LOBITO PORT","At berth","0",""
"C0006433","1","NMT SILVIA (IMO 8521945)","NMT SILVIA (IMO 8521945): ","Panama","Ro-Ro Cargo","2007-06-15 14:54","","Marine incident","39° 40.05' N 0° 17.00' W","ANCHARAGE VALENCIA SPAIN","Anchorage","0",""
"C0006239","1","MIKHAIL DUDIN (IMO 9057329)","MIKHAIL DUDIN (IMO 9057329): ","Malta","General Cargo","2007-06-12 18:33","","Marine incident","","Humber","","0",""
"C0006251","1","MAIN ORE (IMO 8000381)","MAIN ORE (IMO 8000381): ","Panama","Bulk Dry","2007-06-12 17:15","","Marine casualty","4° 30.00' N 92° 41.00' E","OPEN SEA","Open sea","0",""
"C0006703","2","MSC ALEXA (IMO 9129873), TIKRIT","MSC ALEXA (IMO 9129873): , TIKRIT: ","Panama, Unknown","Container, ","2007-06-12 14:42","","Very serious marine casualty","35° 49.00' N 6° 04.00' W","CABO ESPARTEL","","2","Panama; Panama"
"C0007263","1","GRANDE NIGERIA (IMO 9246580)","GRANDE NIGERIA (IMO 9246580): ","Italy","Ro-Ro Cargo","2007-06-11 12:55","","Marine casualty","53° 33.80' N 9° 45.30' E","Elbe, Nearby Wittenbergen jetty","River","1","Germany"
"C0006237","1","BREANT (IMO 7802756)","BREANT (IMO 7802756): ","United Kingdom","Ro-Ro Cargo","2007-06-10 02:40","","Marine casualty","56° 01.00' N 16° 41.00' E","Olands Sodra Grund (off Sweden)","","0",""
"C0006213","1","TORM SIGNE (IMO 9290957)","TORM SIGNE (IMO 9290957): ","Singapore","","2007-06-09 09:30","","Marine incident","22° 49.02' S 43° 08.10' W","Petrobras´ Terminal PP-1, Rio de Janeiro","","0",""
"C0006247","1","YONG TONG (IMO 8810566)","YONG TONG (IMO 8810566): ","Cambodia","Dredging","2007-06-09 08:35","","Marine casualty","33° 39.60' N 132° 27.40' E","In Iyo Nada, Ehime Prefecture, Japan","","0",""
"C0006475","1","TIAN DU FENG (IMO 9109873)","TIAN DU FENG (IMO 9109873): ","China","","2007-06-09 05:10","","Marine casualty","23° 32.00' N 117° 36.00' E","South China Sea","Coastal waters","0",""
"C0006678","1","PASHA BULKER (IMO 9317729)","PASHA BULKER (IMO 9317729): ","Panama","Bulk Dry","2007-06-08 09:51","","Marine casualty","32° 55.30' S 151° 47.70' E","NEWCASTLE, NEW SOUTH WALES","Coastal waters","3","Australia; Panama; Panama"
"C0006446","1","BAO QING MEN (IMO 8300925)","BAO QING MEN (IMO 8300925): ","Saint Vincent and the Grenadines","","2007-06-06 08:00","","Marine casualty","34° 45.00' N 119° 26.50' E","Lian Yun Gang Port in China","Port","0",""
"C0006210","1","WEELEK NO. 3 (IMO 8211497)","WEELEK NO. 3 (IMO 8211497): ","Panama","Chemical Tanker","2007-06-06 01:30","","Marine casualty","20° 52.50' N 62° 25.00' E","NORTH ARABIAN SEA, INDIAN OCEAN","Open sea","0",""
"C0006206","1","GLORIOUS ACE (IMO 8021270)","GLORIOUS ACE (IMO 8021270): ","Panama","Ro-Ro Cargo","2007-06-04 16:55","","Marine incident","51° 14.59' N 4° 22.11' E","KALLOSLUIS LOCK, ANTWERP","Port approach","0",""
"C0006214","2","MSC GENEVA (IMO 9320427), VARMLAND (IMO 9276341)","MSC GENEVA (IMO 9320427): , VARMLAND (IMO 9276341): ","Germany, United Kingdom",", ","2007-06-03 14:48","","Marine incident","","Hamburg","At berth","0",""
"C0006441","1","DANICA WHITE (IMO 8401157)","DANICA WHITE (IMO 8401157): ","DIS (Denmark)","General Cargo","2007-06-01 10:15","","Very serious marine casualty","1° 50.00' N 50° 06.00' E","Indian Ocean","","1","Denmark"
"C0006246","1","PORT PIRIE (IMO 9155315)","PORT PIRIE (IMO 9155315): ","Hong Kong, China","Bulk Dry","2007-05-31 00:00","","Marine incident","33° 15.63' N 131° 51.64' E","In Beppu Bay, Oita Prefecture, Japan","Coastal waters","0",""
"C0006621","1","CARNIVAL LEGEND (IMO 9224726)","CARNIVAL LEGEND (IMO 9224726): ","Panama","Passenger","2007-05-27 01:07","","Very serious marine casualty","30° 27.70' N 69° 04.70' W","ATLANTIC OCEAN","","0",""
"C0006423","1","A DUCKLING (IMO 8800391)","A DUCKLING (IMO 8800391): ","Panama","Container","2007-05-23 21:05","","Marine incident","36° 56.00' N 122° 07.00' E","YELLOW CHINA SEA","","0",""
"C0006325","1","EURO SQUALL (IMO 9244192)","EURO SQUALL (IMO 9244192): ","United Kingdom","","2007-05-23 20:07","","Marine incident","39° 02.20' N 9° 41.20' W","Atlantic","Open sea","0",""
"C0007218","1","SEAWAY (IMO 8410184)","SEAWAY (IMO 8410184): ","Netherlands (Kingdom of)","Dredging","2007-05-18 16:30","","Very serious marine casualty","","Abu Dhabi","At berth","0",""
"C0007118","1","ENEZ SUN III (IMO 9019884)","ENEZ SUN III (IMO 9019884): ","France","","2007-05-17 12:41","","Marine casualty","48° 02.63' N 4° 49.51' W","Near Île de Sein","","1","France"
"C0006511","1","DOLPHIN II (IMO 8303862)","DOLPHIN II (IMO 8303862): ","Panama","","2007-05-17 00:00","","Very serious marine casualty","","Off west coast of Myanmar (en route to Yangon from Chittagong)","Open sea","1","Panama"
"C0006780","1","FOREST-1 (IMO 9070515)","FOREST-1 (IMO 9070515): ","Saint Kitts and Nevis","","2007-05-16 13:20","","Very serious marine casualty","53° 20.15' N 7° 11.80' E","Emden, Inner harbour, Südkai","At berth","1","Germany"
"C0006738","2","ORMISTON (IMO 7806661), SEAROAD MERSEY (IMO 8914831)","ORMISTON (IMO 7806661): , SEAROAD MERSEY (IMO 8914831): ","Australia, Australia",", ","2007-05-16 05:23","","Marine incident","38° 20.00' S 144° 50.00' E","South Channel, Port Phillip","","1","Australia"
"C0006361","1","VOUTAKOS (IMO 8518015)","VOUTAKOS (IMO 8518015): ","Panama","Bulk Dry","2007-05-15 17:00","","Very serious marine casualty","7° 14.00' N 121° 02.60' E","ISLANDS PHILIPPINES ARCHIPELAGO","Inland waters","1","Panama"
"C0006533","1","FAITH N (IMO 8618425)","FAITH N (IMO 8618425): ","Panama","Bulk Dry","2007-05-15 08:00","","Very serious marine casualty","22° 05.00' N 21° 15.00' W","240NM FROM MAURITANIA CAP BLANC","Open sea","1","Panama"
"C0006160","1","MINERVA CONCERT (IMO 9271406)","MINERVA CONCERT (IMO 9271406): ","Greece","Oil Tanker","2007-05-14 18:30","","Marine incident","55° 53.00' N 10° 56.00' E","HATTER BARN","","0",""
"C0006639","1","MINERVA CONCERT (IMO 9271406)","MINERVA CONCERT (IMO 9271406): ","Greece","Oil Tanker","2007-05-14 18:16","","Marine casualty","55° 53.70' N 10° 56.30' E","Hatter Barn","Coastal waters","1","Denmark"
"C0008526","1","ORIENT QUEEN (IMO 6821080)","ORIENT QUEEN (IMO 6821080): ","Panama","Passenger","2007-05-14 00:00","","Very serious marine casualty","","Mykonos, Greece","","0",""
"C0006450","2","GOLDEN ROSE (IMO 8210807), JIN SHENG (IMO 9130999)","GOLDEN ROSE (IMO 8210807): , JIN SHENG (IMO 9130999): ","Republic of Korea, Saint Vincent and the Grenadines","General Cargo, Container","2007-05-12 03:08","","Very serious marine casualty","38° 14.40' N 121° 41.90' E","Bo Hai Sea","","1","China"
"C0006238","1","HEIKE (IMO 9173446)","HEIKE (IMO 9173446): ","United Kingdom","General Cargo","2007-05-11 16:15","","Marine incident","55° 33.00' N 9° 58.00' E","Hamburg","River","0",""
"C0006430","1","CASTOR STAR (IMO 8101006)","CASTOR STAR (IMO 8101006): ","Panama","Bulk Dry","2007-05-11 13:30","","Marine incident","36° 15.00' N 7° 35.00' W","PORT OF THE CAPE TOWN ","","0",""
"C0006175","1","HOHESAND (IMO 9134153)","HOHESAND (IMO 9134153): ","United Kingdom","Container","2007-05-10 23:30","","Marine incident","","Gioia Tauro","At berth","0",""
"C0006766","1","ENTERPRISE (IMO 8321890)","ENTERPRISE (IMO 8321890): ","Antigua and Barbuda","Self Discharging Bulk Dry","2007-05-10 10:45","","Marine casualty","40° 04.10' S 144° 03.68' E","Grassy Harbour, King Island, Tasmania","Port approach","1","Australia"
"C0006619","1","CISNE BLANCO (IMO 9135547)","CISNE BLANCO (IMO 9135547): ","Panama","Oil Tanker","2007-05-09 12:00","","Marine casualty","46° 00.00' N 50° 00.00' W","CANADA","","0",""
"C0006680","1","MT VEGA","MT VEGA: ","Unknown","","2007-05-08 06:28","","Very serious marine casualty","4° 31.90' N 4° 13.10' E","Lagos","","0",""
"C0006354","1","RIO MAGDALENA (IMO 7116834)","RIO MAGDALENA (IMO 7116834): ","Panama","General Cargo","2007-05-07 18:45","","Marine casualty","26° 05.56' N 80° 06.42' W","PORT EVERGLADES, NORT SIDE OF CHANNEL","Port","1","Panama"
