Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports
"C0000507","1","LINDERA","LINDERA: ","Panama","","1985-12-14 00:00","","Marine incident","","","","0",""
"C0000505","1","CENTRAL LEYTE","CENTRAL LEYTE: ","Philippines","","1985-12-03 00:00","","Marine incident","","","","0",""
"C0000506","1","SKRADIN","SKRADIN: ","Yugoslavia [historical]","","1985-12-03 00:00","","Marine incident","","","","0",""
"C0000504","1","THUBAN","THUBAN: ","United States","","1985-12-01 00:00","","Marine incident","","","","0",""
"C0000503","1","NEW FAITH","NEW FAITH: ","Cyprus","","1985-11-25 00:00","","Marine incident","","","","0",""
"C0000502","1","JUNG KEUM","JUNG KEUM: ","Republic of Korea","","1985-11-17 00:00","","Marine incident","","","","0",""
"C0008112","1","MOSFIELD","MOSFIELD: ","Liberia","","1985-11-16 14:10","","Marine incident","","Off the Mauritanian Coast, West africa","","1","Liberia"
"C0000524","1","CATHERINE Y","CATHERINE Y: ","Panama","","1985-11-02 00:00","","Marine incident","","","","0",""
"C0000501","1","UVERO","UVERO: ","Cuba","","1985-10-19 00:00","","Marine incident","","","","0",""
"C0000500","1","MARCOS FABERES","MARCOS FABERES: ","Philippines","","1985-10-15 00:00","","Marine incident","","","","0",""
"C0000499","1","ASIAN NEPTUNE","ASIAN NEPTUNE: ","Panama","","1985-10-04 00:00","","Marine incident","","","","0",""
"C0000443","1","VERACRUZ I","VERACRUZ I: ","Panama","","1985-10-01 00:00","","Marine incident","","","","0",""
"C0000498","1","SINODA","SINODA: ","Liberia","","1985-09-14 00:00","","Marine incident","","","","0",""
"C0000497","1","CRYSTAL MOUNTAIN","CRYSTAL MOUNTAIN: ","Philippines","","1985-09-10 00:00","","Marine incident","","","","0",""
"C0000496","1","DESDEMONA","DESDEMONA: ","Argentina","","1985-09-09 00:00","","Marine incident","","","","0",""
"C0000495","1","HUENG A NO. 9","HUENG A NO. 9: ","Republic of Korea","","1985-09-06 00:00","","Marine incident","","","","0",""
"C0000494","1","BULACAN","BULACAN: ","Philippines","","1985-08-31 00:00","","Marine incident","","","","0",""
"C0000529","1","HAND KWONG","HAND KWONG: ","Panama","","1985-08-31 00:00","","Marine incident","","","","0",""
"C0000517","1","AGIP MUREX","AGIP MUREX: ","Italy","","1985-08-24 00:00","","Marine incident","","","","0",""
"C0000492","1","NAWABSHAH","NAWABSHAH: ","Pakistan","","1985-08-23 00:00","","Marine incident","","","","0",""
"C0000493","1","ORIENTAL","ORIENTAL: ","Uruguay","","1985-08-23 00:00","","Marine incident","","","","0",""
"C0008107","1","MARITIME GARDINIA","MARITIME GARDINIA: ","Liberia","","1985-08-18 00:00","","Marine casualty","","In the Torres Strait, Great Barrier Reef, Australia","","1","Liberia"
"C0000597","1","HAEYUNG LIGHT","HAEYUNG LIGHT: ","Republic of Korea","","1985-08-10 00:00","","Marine incident","","","","0",""
"C0000491","1","SELENE ARA","SELENE ARA: ","Italy","","1985-08-06 00:00","","Marine incident","","","","0",""
"C0007644","1","MARYDALE","MARYDALE: ","Canada","","1985-08-01 15:00","","Very serious marine casualty","","Entrance to St. Clair River, Ontario","","1","Canada"
"C0000553","1","WAYFORD","WAYFORD: ","United Kingdom","","1985-07-24 00:00","","Marine incident","","","","0",""
"C0000519","1","MANJEE MOON","MANJEE MOON: ","Malta","","1985-07-18 00:00","","Marine incident","","","","0",""
"C0000489","1","ONO","ONO: ","Côte d'Ivoire","","1985-07-12 00:00","","Marine incident","","","","0",""
"C0000488","1","MARIO","MARIO: ","Greece","","1985-07-09 00:00","","Marine incident","","","","0",""
"C0000552","1","TABATHA G","TABATHA G: ","United Kingdom","","1985-07-09 00:00","","Marine incident","","","","0",""
"C0008098","1","CASSIAR 88","CASSIAR 88: ","Unknown","","1985-07-08 00:00","","Very serious marine casualty","","Skeena River, Northern B.C.","","1","Canada"
"C0000486","1","EMAN","EMAN: ","United Arab Emirates","","1985-07-05 00:00","","Marine incident","","","","0",""
"C0000487","1","KYOWA MARU","KYOWA MARU: ","Japan","","1985-07-05 00:00","","Marine incident","","","","0",""
"C0000485","1","AVIOR","AVIOR: ","Malta","","1985-07-01 00:00","","Marine incident","","","","0",""
"C0000484","1","SINNO M.E.","SINNO M.E.: ","Lebanon","","1985-06-28 00:00","","Marine incident","","","","0",""
"C0000482","1","CAGAYAN DE ORO CITY","CAGAYAN DE ORO CITY: ","Philippines","","1985-06-22 00:00","","Marine incident","","","","0",""
"C0000483","1","RUSLI","RUSLI: ","Honduras","","1985-06-22 00:00","","Marine incident","","","","0",""
"C0000490","1","OINOUSSAI","OINOUSSAI: ","Cyprus","","1985-06-22 00:00","","Marine incident","","","","0",""
"C0000525","1","DENNIS CARRIER","DENNIS CARRIER: ","Panama","","1985-06-21 00:00","","Marine incident","","","","0",""
"C0000596","1","LORENZO CONTAINER X","LORENZO CONTAINER X: ","Philippines","","1985-06-21 00:00","","Marine incident","","","","0",""
"C0000481","1","PUEBLA","PUEBLA: ","Mexico","","1985-06-14 00:00","","Marine incident","","","","0",""
"C0008092","1","BRITANNIA III","BRITANNIA III: ","Unknown","","1985-05-25 22:48","","Very serious marine casualty","","Approaches to Vancouver Harbour ","","1","Canada"
"C0000480","1","HWA GEK","HWA GEK: ","Bangladesh","","1985-05-25 00:00","","Marine incident","","","","0",""
"C0000479","1","HADIOTIS","HADIOTIS: ","Panama","","1985-05-21 00:00","","Marine incident","","","","0",""
"C0000478","1","POSEIDON","POSEIDON: ","Malta","","1985-05-08 00:00","","Marine incident","","","","0",""
"C0000477","1","WELL RAINBOW","WELL RAINBOW: ","Panama","","1985-05-01 00:00","","Marine incident","","","","0",""
"C0008247","1","KATHARINE","KATHARINE: ","Unknown","","1985-04-19 00:45","","Very serious marine casualty","","Quai Fedéral de Bell Island à Conception Bay","","1","Canada"
"C0000475","1","SALLA","SALLA: ","Finland","","1985-04-06 00:00","","Marine incident","","","","0",""
"C0000476","1","KASSAMBA","KASSAMBA: ","Angola","","1985-03-26 00:00","","Marine incident","","","","0",""
"C0000474","1","TEPORA","TEPORA: ","Honduras","","1985-03-11 00:00","","Marine incident","","","","0",""
"C0000595","1","ABEL SANTAMARIA","ABEL SANTAMARIA: ","Cuba","","1985-03-10 00:00","","Marine incident","","","","0",""
"C0000473","1","POSTAVARUL","POSTAVARUL: ","Romania","","1985-03-08 00:00","","Marine incident","","","","0",""
"C0000567","1","CAMPONEGRO","CAMPONEGRO: ","Spain","","1985-03-06 00:00","","Marine incident","","","","0",""
"C0000472","1","HALLA MERCURY","HALLA MERCURY: ","Republic of Korea","","1985-02-26 00:00","","Marine incident","","","","0",""
"C0000470","1","SITI FREDA","SITI FREDA: ","Malaysia","","1985-02-22 00:00","","Marine incident","","","","0",""
"C0000471","1","TULUM","TULUM: ","Mexico","","1985-02-22 00:00","","Marine incident","","","","0",""
"C0000594","1","S.B. RAYA","S.B. RAYA: ","Malaysia","","1985-02-19 00:00","","Marine incident","","","","0",""
"C0008110","1","EASTERN CORRIDOR","EASTERN CORRIDOR: ","Unknown","General Cargo","1985-02-16 07:03","","Marine incident","22° 28.00' N 116° 00.30' E","90 miles East of Hong Kong, China","","1","Liberia"
"C0008106","1","REGINA","REGINA: ","Panama","Passenger","1985-02-15 00:20","","Very serious marine casualty","","Mona Island, Puerto Rico","","1","United Kingdom"
"C0000469","1","CRIMSON CONCORD","CRIMSON CONCORD: ","Republic of Korea","","1985-02-11 00:00","","Marine incident","","","","0",""
"C0008111","1","FEDDY","FEDDY: ","Liberia","","1985-02-10 07:25","","Very serious marine casualty","","Off the coast of Algeria","","1","Liberia"
"C0000593","1","GERMANIA","GERMANIA: ","Panama","","1985-02-07 00:00","","Marine incident","","","","0",""
"C0000468","1","CRYSTAL NO. 1","CRYSTAL NO. 1: ","Republic of Korea","","1985-02-01 00:00","","Marine incident","","","","0",""
"C0000467","1","HWAPYUNG ACE","HWAPYUNG ACE: ","Republic of Korea","","1985-01-29 00:00","","Marine incident","","","","0",""
"C0000466","1","HOPE STAR","HOPE STAR: ","Republic of Korea","","1985-01-22 00:00","","Marine incident","","","","0",""
"C0000465","1","DAMODAR TANABE","DAMODAR TANABE: ","India","","1985-01-18 00:00","","Marine incident","","","","0",""
"C0000551","1","GEORGIONE","GEORGIONE: ","United Kingdom","","1985-01-17 00:00","","Marine incident","","","","0",""
"C0000544","1","AKDENIZ","AKDENIZ: ","Türkiye","","1985-01-17 00:00","","Marine incident","","","","0",""
"C0000464","1","MILAS","MILAS: ","Türkiye","","1985-01-17 00:00","","Marine incident","","","","0",""
"C0000592","1","ASIA SINGAPORE","ASIA SINGAPORE: ","Philippines","","1985-01-06 00:00","","Marine incident","","","","0",""
"C0000463","1","SAM ICK","SAM ICK: ","Republic of Korea","","1985-01-05 00:00","","Marine incident","","","","0",""
"C0000462","1","SEA LION","SEA LION: ","Republic of Korea","","1985-01-03 00:00","","Marine incident","","","","0",""
"C0000461","1","SOLVEG I","SOLVEG I: ","Panama","","1984-12-11 00:00","","Marine incident","","","","0",""
"C0000460","1","LADY CHILEL JAWARA","LADY CHILEL JAWARA: ","Gambia","","1984-12-07 00:00","","Marine incident","","","","0",""
"C0000459","1","ARAUCA","ARAUCA: ","Venezuela (Bolivarian Republic of)","","1984-12-04 00:00","","Marine incident","","","","0",""
"C0000458","1","BLUE ANGEL","BLUE ANGEL: ","Panama","","1984-12-02 00:00","","Marine incident","","","","0",""
"C0000457","1","CHEROKEE","CHEROKEE: ","Philippines","","1984-11-20 00:00","","Marine incident","","","","0",""
"C0000456","1","BRIGITTA MONTANARI","BRIGITTA MONTANARI: ","Italy","","1984-11-17 00:00","","Marine incident","","","","0",""
"C0000455","1","NOMADA","NOMADA: ","Panama","","1984-11-07 00:00","","Marine incident","","","","0",""
"C0000453","1","MUSKRAT","MUSKRAT: ","Philippines","","1984-11-05 00:00","","Marine incident","","","","0",""
"C0000454","1","SEVEN LOG MASTER","SEVEN LOG MASTER: ","Philippines","","1984-11-05 00:00","","Marine incident","","","","0",""
"C0000451","1","VENUS","VENUS: ","Philippines","","1984-10-28 00:00","","Marine incident","","","","0",""
"C0000452","1","LORENZO CONTAINER","LORENZO CONTAINER: ","Philippines","","1984-10-28 00:00","","Marine incident","","","","0",""
"C0000449","1","SKY ONE","SKY ONE: ","Panama","","1984-10-25 00:00","","Marine incident","","","","0",""
"C0000450","1","KOMI","KOMI: ","Panama","","1984-10-25 00:00","","Marine incident","","","","0",""
"C0000448","1","LAJPAT","LAJPAT: ","India","","1984-10-24 00:00","","Marine incident","","","","0",""
"C0000447","1","ULCINJ","ULCINJ: ","Yugoslavia [historical]","","1984-10-18 00:00","","Marine incident","","","","0",""
"C0000446","1","ROVER STAR","ROVER STAR: ","Panama","","1984-10-16 00:00","","Marine incident","","","","0",""
"C0000445","1","FOSS 244","FOSS 244: ","United States","","1984-10-11 00:00","","Marine incident","","","","0",""
"C0000444","1","STELLA CROCE","STELLA CROCE: ","Panama","","1984-10-02 00:00","","Marine incident","","","","0",""
"C0000442","1","PRINCE SCYNTHIUS","PRINCE SCYNTHIUS: ","Philippines","","1984-09-24 00:00","","Marine incident","","","","0",""
"C0000441","1","WAHANSA SATU","WAHANSA SATU: ","Indonesia","","1984-09-17 00:00","","Marine incident","","","","0",""
"C0000440","1","ZAPATA LEXINGTON","ZAPATA LEXINGTON: ","United States","","1984-09-14 00:00","","Marine incident","","","","0",""
"C0000439","1","PNOC MASDELLO","PNOC MASDELLO: ","Philippines","","1984-08-25 00:00","","Marine incident","","","","0",""
"C0000438","1","MARINA DEL SUR","MARINA DEL SUR: ","Honduras","","1984-08-17 00:00","","Marine incident","","","","0",""
"C0000437","1","PRESIDENTE DIAS ORDAZ","PRESIDENTE DIAS ORDAZ: ","Mexico","","1984-08-10 00:00","","Marine incident","","","","0",""
"C0000436","1","CINREI MARU","CINREI MARU: ","Panama","","1984-08-08 00:00","","Marine incident","","","","0",""
"C0000435","1","VIC TRANSPORT","VIC TRANSPORT: ","Panama","","1984-08-02 00:00","","Marine incident","","","","0",""
"C0008109","1","ANTACUS","ANTACUS: ","Unknown","","1984-07-16 02:30","","Very serious marine casualty","","North Atlantic Ocean","","1","Liberia"
"C0000434","1","BECENA","BECENA: ","Panama","","1984-07-11 00:00","","Marine incident","","","","0",""
"C0000433","1","DUNIA","DUNIA: ","Honduras","","1984-06-04 00:00","","Marine incident","","","","0",""
"C0000432","1","SUGA MARU","SUGA MARU: ","Japan","","1984-06-01 00:00","","Marine incident","","","","0",""
"C0000565","1","KVARNER","KVARNER: ","Yugoslavia [historical]","","1984-05-25 00:00","","Marine incident","","","","0",""
"C0008156","1","CASPER TRADER","CASPER TRADER: ","Liberia","","1984-05-24 03:20","","Very serious marine casualty","","South China Sea","","1","Liberia"
"C0000431","1","POOWANIDA","POOWANIDA: ","Thailand","","1984-05-21 00:00","","Marine incident","","","","0",""
"C0000430","1","MILA GOJSALIC","MILA GOJSALIC: ","Yugoslavia [historical]","","1984-04-12 00:00","","Marine incident","","","","0",""
"C0000429","1","PNOC KABIBI","PNOC KABIBI: ","Philippines","","1984-04-10 00:00","","Marine incident","","","","0",""
"C0008077","1","SCANDINAVIAN SEA","SCANDINAVIAN SEA: ","Unknown","Passenger","1984-04-09 19:20","","Very serious marine casualty","","9 Miles Southeast of Port Canaveral,  Florida","","1","United States"
"C0000427","1","SOVETSKAYA  KAMCHATKA","SOVETSKAYA  KAMCHATKA: ","Trust Territory of the Pacific Islands [historical]","","1984-03-29 00:00","","Marine incident","","","","0",""
"C0000428","1","ELDIA","ELDIA: ","Malta","","1984-03-29 00:00","","Marine incident","","","","0",""
"C0000426","1","RIO CAUGA","RIO CAUGA: ","Colombia","","1984-03-21 00:00","","Marine incident","","","","0",""
"C0000591","1","MOBILOIL","MOBILOIL: ","United States","","1984-03-19 00:00","","Marine incident","","","","0",""
"C0000425","1","GUAYANA","GUAYANA: ","Venezuela (Bolivarian Republic of)","","1984-03-10 00:00","","Marine incident","","","","0",""
"C0000424","1","OLYMPUS","OLYMPUS: ","Lebanon","","1984-03-05 00:00","","Marine incident","","","","0",""
"C0000423","1","ANNA CHRISTINA","ANNA CHRISTINA: ","Brazil","","1984-02-27 00:00","","Marine incident","","","","0",""
"C0008133","1","BARON BELHAVEN","BARON BELHAVEN: ","Unknown","","1984-02-22 00:00","","Very serious marine casualty","","Port Alfred, Quebec","","1","Canada"
"C0000554","1","CARACAS","CARACAS: ","Venezuela (Bolivarian Republic of)","","1984-02-15 00:00","","Marine incident","","","","0",""
"C0000422","1","MAYA","MAYA: ","Lebanon","","1984-02-11 00:00","","Marine incident","","","","0",""
"C0000421","1","MECIS PIONEER","MECIS PIONEER: ","Lebanon","","1984-02-04 00:00","","Marine incident","","","","0",""
"C0000419","1","SPAN","SPAN: ","Thailand","","1984-01-27 00:00","","Marine incident","","","","0",""
"C0000420","1","SEVEN AMBASSADOR","SEVEN AMBASSADOR: ","Philippines","","1984-01-27 00:00","","Marine incident","","","","0",""
"C0007623","1","RADIANT MED","RADIANT MED: ","Unknown","","1984-01-24 01:17","","Very serious marine casualty","","English Channel Southwest of Guernsey","","1","Liberia"
"C0000418","1","ALPPI","ALPPI: ","Norway","","1984-01-24 00:00","","Marine incident","","","","0",""
"C0000417","1","SITIAWAN","SITIAWAN: ","Malaysia","","1984-01-20 00:00","","Marine incident","","","","0",""
"C0000416","1","EL CENTROAMERICANO","EL CENTROAMERICANO: ","Panama","","1984-01-19 00:00","","Marine incident","","","","0",""
"C0000415","1","CIUDAD DE ITAGUI","CIUDAD DE ITAGUI: ","Colombia","","1984-01-17 00:00","","Marine incident","","","","0",""
"C0000414","1","TITO CAMPANELLA","TITO CAMPANELLA: ","Italy","","1984-01-14 00:00","","Marine incident","","","","0",""
"C0000413","1","JEZERA","JEZERA: ","Yugoslavia [historical]","","1984-01-12 00:00","","Marine incident","","","","0",""
"C0000412","1","UNIQUE","UNIQUE: ","Panama","","1984-01-04 00:00","","Marine incident","","","","0",""
"C0000411","1","GREEN MERCURY","GREEN MERCURY: ","Panama","","1983-12-30 00:00","","Marine incident","","","","0",""
"C0000410","1","TUMI","TUMI: ","Peru","","1983-12-13 00:00","","Marine incident","","","","0",""
"C0008130","1","UNISOL","UNISOL: ","Peru","General Cargo","1983-12-07 08:40","","Very serious marine casualty","","Off Ile Dupuis, Chandler, Quebec","","2","Canada; Peru"
"C0000409","1","NAGARIT","NAGARIT: ","Thailand","","1983-12-02 00:00","","Marine incident","","","","0",""
"C0000408","1","PENNY","PENNY: ","United States","","1983-11-30 00:00","","Marine incident","","","","0",""
"C0000407","1","YU HSING","YU HSING: ","Panama","","1983-11-28 00:00","","Marine incident","","","","0",""
"C0000406","1","PNOC BASILAN","PNOC BASILAN: ","Philippines","","1983-11-26 00:00","","Marine incident","","","","0",""
"C0000405","1","SEVEN SUPERSTAR","SEVEN SUPERSTAR: ","Philippines","","1983-11-17 00:00","","Marine incident","","","","0",""
"C0000404","1","SAM YANG","SAM YANG: ","Republic of Korea","","1983-10-11 00:00","","Marine incident","","","","0",""
"C0000403","1","KOREAN CASTLE","KOREAN CASTLE: ","Republic of Korea","","1983-10-03 00:00","","Marine incident","","","","0",""
"C0000402","1","SIVAND","SIVAND: ","Iran (Islamic Republic of)","","1983-09-27 00:00","","Marine incident","","","","0",""
"C0000401","1","PAN NOVA","PAN NOVA: ","Republic of Korea","","1983-09-09 00:00","","Marine incident","","","","0",""
"C0000400","1","BAILEY","BAILEY: ","Panama","","1983-08-26 00:00","","Marine incident","","","","0",""
"C0000399","1","ASPASIA","ASPASIA: ","Malta","","1983-07-26 00:00","","Marine incident","","","","0",""
"C0000398","1","MANO N. 9","MANO N. 9: ","Republic of Korea","","1983-07-25 00:00","","Marine incident","","","","0",""
"C0000397","1","CAMPO-BLANCO","CAMPO-BLANCO: ","Spain","","1983-07-14 00:00","","Marine incident","","","","0",""
"C0000396","1","TRASMAR SECONDO","TRASMAR SECONDO: ","Italy","","1983-07-03 00:00","","Marine incident","","","","0",""
"C0000395","1","BAZAMRI","BAZAMRI: ","Nigeria","","1983-06-28 00:00","","Marine incident","","","","0",""
"C0008121","1","CECILIA HALL","CECILIA HALL: ","Unknown","","1983-06-23 00:00","","Marine casualty","","Mackenzie River near Norman Wells","","1","Canada"
"C0000394","1","AVENIR I","AVENIR I: ","Panama","","1983-06-12 00:00","","Marine incident","","","","0",""
"C0000523","1","WITTRANSPORT II","WITTRANSPORT II: ","Panama","","1983-05-28 00:00","","Marine incident","","","","0",""
"C0000536","1","FOKA","FOKA: ","Peru","","1983-05-18 00:00","","Marine incident","","","","0",""
"C0000393","1","BOLERO","BOLERO: ","Norway","","1983-05-03 00:00","","Marine incident","","","","0",""
"C0000391","1","EX MEXICANO","EX MEXICANO: ","Mexico","","1983-04-29 00:00","","Marine incident","","","","0",""
"C0000392","1","GELINDA","GELINDA: ","Panama","","1983-04-25 00:00","","Marine incident","","","","0",""
"C0000390","1","DO NAN","DO NAN: ","Republic of Korea","","1983-04-16 00:00","","Marine incident","","","","0",""
"C0000389","1","FRIGO TENERIFE","FRIGO TENERIFE: ","Spain","","1983-04-13 00:00","","Marine incident","","","","0",""
"C0000388","1","BAY CLUB","BAY CLUB: ","Panama","","1983-04-10 00:00","","Marine incident","","","","0",""
"C0000387","1","WALTER A. STERLING","WALTER A. STERLING: ","United States","","1983-04-06 00:00","","Marine incident","","","","0",""
"C0008134","1","HAN SONG","HAN SONG: ","Republic of Korea","","1983-03-22 07:40","","Very serious marine casualty","","Port Alberni","","1","Canada"
"C0000386","1","PONTALVA","PONTALVA: ","Panama","","1983-03-17 00:00","","Marine incident","","","","0",""
"C0000535","1","CHALLWA V","CHALLWA V: ","Peru","","1983-03-17 00:00","","Marine incident","","","","0",""
"C0000385","1","SWEET NAME","SWEET NAME: ","Philippines","","1983-03-08 00:00","","Marine incident","","","","0",""
"C0008132","1","TRISTAR","TRISTAR: ","Unknown","","1983-03-07 17:40","","Marine casualty","42° 40.00' N 64° 07.00' W","Off the coast of Nova Scotia","","1","Canada"
"C0000384","1","GANI SARI","GANI SARI: ","Indonesia","","1983-03-05 00:00","","Marine incident","","","","0",""
"C0000383","1","SAUDI TRADER","SAUDI TRADER: ","Saudi Arabia","","1983-03-04 00:00","","Marine incident","","","","0",""
"C0000522","1","SEA FURY","SEA FURY: ","Panama","","1983-02-24 00:00","","Marine incident","","","","0",""
"C0000382","1","MARJAN","MARJAN: ","India","","1983-02-22 00:00","","Marine incident","","","","0",""
"C0007630","1","SAN MATEO","SAN MATEO: ","United States","Passenger","1983-02-16 10:00","","Very serious marine casualty","","Entrance of Morro Bay Island ","","1","United States"
"C0000381","1","NEWCREST","NEWCREST: ","Liberia","","1983-02-07 00:00","","Marine incident","","","","0",""
"C0000380","1","MALDIVE GRACE","MALDIVE GRACE: ","Maldives","","1983-01-22 00:00","","Marine incident","","","","0",""
"C0008167","1","TIFOSO","TIFOSO: ","Liberia","","1983-01-20 04:40","","Very serious marine casualty","","On the Reef Line of Bermuda near North Rock","","0",""
"C0000379","1","NEW SILLA","NEW SILLA: ","Republic of Korea","","1983-01-17 00:00","","Marine incident","","","","0",""
"C0000378","1","MALDIVE TRADER","MALDIVE TRADER: ","Maldives","","1983-01-09 00:00","","Marine incident","","","","0",""
"C0000377","1","TUKWILA CHIEF","TUKWILA CHIEF: ","Panama","","1982-12-26 00:00","","Marine incident","","","","0",""
"C0000376","1","KRIOS","KRIOS: ","Panama","","1982-12-22 00:00","","Marine incident","","","","0",""
"C0000521","1","ALMA M.","ALMA M.: ","Panama","","1982-12-14 00:00","","Marine incident","","","","0",""
"C0000375","1","DONA LILIAN","DONA LILIAN: ","Philippines","","1982-12-06 00:00","","Marine incident","","","","0",""
"C0000374","1","GUNES METE","GUNES METE: ","Türkiye","","1982-11-17 00:00","","Marine incident","","","","0",""
"C0000590","1","ZHELEZNOVODSK","ZHELEZNOVODSK: ","Trust Territory of the Pacific Islands [historical]","","1982-10-16 00:00","","Marine incident","","","","0",""
"C0000373","1","UNIREA","UNIREA: ","Romania","","1982-10-13 00:00","","Marine incident","","","","0",""
"C0000372","1","ELHAWI STAR","ELHAWI STAR: ","Saudi Arabia","","1982-10-12 00:00","","Marine incident","","","","0",""
"C0000371","1","CORK","CORK: ","Panama","","1982-10-11 00:00","","Marine incident","","","","0",""
"C0000370","1","XI JIANG","XI JIANG: ","Panama","","1982-10-07 00:00","","Marine incident","","","","0",""
"C0000369","1","SIROCO","SIROCO: ","Lebanon","","1982-09-27 00:00","","Marine incident","","","","0",""
"C0000589","1","EL SANEIRO","EL SANEIRO: ","Mexico","","1982-09-21 00:00","","Marine incident","","","","0",""
"C0000367","1","BREZZA","BREZZA: ","Italy","","1982-09-19 00:00","","Marine incident","","","","0",""
"C0000368","1","CITLALI","CITLALI: ","Mexico","","1982-09-19 00:00","","Marine incident","","","","0",""
"C0008157","1","CORINTHIAN","CORINTHIAN: ","Liberia","","1982-08-21 01:30","","Very serious marine casualty","","At Khor Fakkan, United Arab Emirates","","1","Liberia"
"C0000588","1","SAFINA SAUDIA","SAFINA SAUDIA: ","Saudi Arabia","","1982-08-07 00:00","","Marine incident","","","","0",""
"C0000587","1","CEDAR PRIDE","CEDAR PRIDE: ","Lebanon","","1982-08-04 00:00","","Marine incident","","","","0",""
"C0000366","1","QUIZANDAL","QUIZANDAL: ","Venezuela (Bolivarian Republic of)","","1982-08-04 00:00","","Marine incident","","","","0",""
"C0000365","1","EIGHT STAR","EIGHT STAR: ","Panama","","1982-07-28 00:00","","Marine incident","","","","0",""
"C0000364","1","CORAL ISLAND","CORAL ISLAND: ","Philippines","","1982-07-25 00:00","","Marine incident","","","","0",""
"C0000363","1","AL MONTASER","AL MONTASER: ","Saudi Arabia","","1982-06-20 00:00","","Marine incident","","","","0",""
"C0007640","1","OGDEN WILLAMETTE","OGDEN WILLAMETTE: ","United States","","1982-06-16 00:15","","Marine casualty","","Caribbean Sea","","1","United States"
"C0000362","1","ETHANE","ETHANE: ","Philippines","","1982-06-03 00:00","","Marine incident","","","","0",""
"C0000586","1","THROLAND","THROLAND: ","Panama","","1982-05-13 00:00","","Marine incident","","","","0",""
"C0000361","1","CHARLOTTE F","CHARLOTTE F: ","Belgium","","1982-04-27 00:00","","Marine incident","","","","0",""
"C0000360","1","GARSA DUA","GARSA DUA: ","Indonesia","","1982-04-02 00:00","","Marine incident","","","","0",""
"C0000358","1","MARIA K","MARIA K: ","Lebanon","","1982-03-12 00:00","","Marine incident","","","","0",""
"C0000357","1","DONA SUSAN","DONA SUSAN: ","Philippines","","1982-03-07 00:00","","Marine incident","","","","0",""
"C0000355","1","GOLDEN DOLPHIN","GOLDEN DOLPHIN: ","United States","","1982-03-06 15:54","","Very serious marine casualty","","","","1","United States"
"C0000356","1","ZOE II","ZOE II: ","Panama","","1982-03-06 00:00","","Marine incident","","","","0",""
"C0000563","1","EXXON HOUSTON","EXXON HOUSTON: ","United States","","1982-03-02 00:00","","Marine incident","","","","0",""
"C0000359","1","SAMAA DHAAN","SAMAA DHAAN: ","Maldives","","1982-03-01 00:00","","Marine incident","","","","0",""
"C0007629","1","AMSTELVOORN","AMSTELVOORN: ","Netherlands (Kingdom of)","","1982-02-26 04:10","","Marine casualty","","Two miles South of La Place, Louisiana","","1","United States"
"C0000354","1","POLING BROS NO. 9","POLING BROS NO. 9: ","United States","","1982-02-26 00:00","","Marine incident","","","","1","United States"
"C0000353","1","MYRTOS","MYRTOS: ","Panama","","1982-02-23 00:00","","Marine incident","","","","0",""
"C0000352","1","LEAH","LEAH: ","Honduras","","1982-02-21 00:00","","Marine incident","","","","0",""
"C0007641","1","OCEAN RANGER","OCEAN RANGER: ","United States","Non-ship structures","1982-02-15 03:00","","Very serious marine casualty","","Off the East coast of Canada","","1","United States"
"C0007628","1","PROTECTOR ALPHA","PROTECTOR ALPHA: ","Cyprus","","1982-02-14 20:00","","Very serious marine casualty","","Columbia River, Kalama, Washington","","1","United States"
"C0000351","1","FRANCES","FRANCES: ","Panama","","1982-02-06 00:00","","Marine incident","","","","0",""
"C0000350","1","MALIGAYA","MALIGAYA: ","Philippines","","1982-01-30 00:00","","Marine incident","","","","0",""
"C0000349","1","ROLLA I","ROLLA I: ","Lebanon","","1982-01-19 00:00","","Marine incident","","","","0",""
"C0000348","1","MARINA DI EQUA","MARINA DI EQUA: ","Italy","","1981-12-29 00:00","","Marine incident","","","","0",""
"C0000347","1","SING YONG","SING YONG: ","Malaysia","","1981-12-20 00:00","","Marine incident","","","","0",""
"C0000345","1","BENIL","BENIL: ","Panama","","1981-12-19 00:00","","Marine incident","","","","0",""
"C0000346","1","UNION STAR","UNION STAR: ","Ireland","","1981-12-19 00:00","","Marine incident","","","","0",""
"C0000558","1","EL PASO COLUMBIA","EL PASO COLUMBIA: ","United States","","1981-12-17 00:00","","Marine incident","","","","0",""
"C0000344","1","BRATSTVO","BRATSTVO: ","Yugoslavia [historical]","","1981-12-11 00:00","","Marine incident","","","","0",""
"C0007684","1","MOLAVENTURE","MOLAVENTURE: ","Liberia","","1981-12-09 02:09","","Very serious marine casualty","","Port Said, Suez Canal","","1","Liberia"
"C0000343","1","KUKI STAR","KUKI STAR: ","United Arab Emirates","","1981-12-05 00:00","","Marine incident","","","","0",""
"C0000342","1","THIDATARA","THIDATARA: ","Thailand","","1981-12-01 00:00","","Marine incident","","","","0",""
"C0000341","1","ALINE RAMOS","ALINE RAMOS: ","Brazil","","1981-11-16 00:00","","Marine incident","","","","0",""
"C0000340","1","ADHIGUNA MERANTI","ADHIGUNA MERANTI: ","Indonesia","","1981-11-15 00:00","","Marine incident","","","","0",""
