Reference,Number of ships involved,Ships involved,SOLAS status,Flag Administrations,Ship types,Occurrence date and time,Casualty event,Casualty severity,Coordinates,Place,Location,Number of investigation reports,Administrations submitting investigation reports
"C1000396","1","ALEKSANDER GUSEV (IMO 9052678)","ALEKSANDER GUSEV (IMO 9052678): ","Russian Federation","General Cargo","2023-10-17 00:00","Flooding/foundering - foundering","Very serious marine casualty","69° 24.46' N 33° 23.29' E","","Unknown","0",""
"C1000522","1","CD MANZANILLO (IMO 9883120)","CD MANZANILLO (IMO 9883120): Y","Singapore","Bulk Dry","2023-10-10 14:20","Occupational accident - electrical problems, explosion, fire","Very serious marine casualty","40° 28.37' N 145° 01.70' W","Pacific Ocean","Open sea","1","Singapore"
"C0013923","1","ARC SEA I","ARC SEA I: ","Portugal","Yacht","2023-10-08 11:24","Loss of control - loss of directional control","Very serious marine casualty","37° 07.08' N 8° 31.59' W","North Atlantic Ocean - North Atlantic Ocean","Port","1","Portugal"
"C1000311","1","HONEYBOURNE III (IMO 8211796)","HONEYBOURNE III (IMO 8211796): N","United Kingdom","Fish Catching","2023-10-06 23:45","Ship/equipment damage - ship/equipment damage","Very serious marine casualty","50° 41.31' N 0° 03.68' E","","Coastal waters","0",""
"C1000316","1","PELICAN OF LONDON (IMO 5273339)","PELICAN OF LONDON (IMO 5273339): Y","United Kingdom","Yacht","2023-10-02 23:08","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","51° 43.13' N 2° 28.78' W","Sharpness","At berth","1","United Kingdom"
"C1000673","1","WELLMANNED 3 (IMO 9106065)","WELLMANNED 3 (IMO 9106065): Y","Nigeria","Other Offshore","2023-10-01 20:00","Fire/explosion - fire","Very serious marine casualty","4° 11.50' N 8° 13.80' E","OFFSHORE EKET, NIGERIA","Coastal waters","1","Nigeria"
"C1000218","1","FAST WIL (IMO 8404458)","FAST WIL (IMO 8404458): ","Vanuatu","General Cargo","2023-09-29 10:50","Occupational accident - body movement under or with physical
stress (generally leading to an internal
injury)","Marine casualty","13° 09.06' N 61° 13.52' W","","At berth","0",""
"C1000544","1","DESERT MOON (IMO 9543770)","DESERT MOON (IMO 9543770): Y","Marshall Islands","Bulk Dry","2023-09-28 04:35","Occupational accident - breakage, bursting, splitting, fall or
collapse of material agent","Very serious marine casualty","24° 11.22' S 46° 05.03' W","Santos anchorage, Brazil","Anchorage","1","Marshall Islands"
"C1000303","1","KANG DONG (IMO 8977900)","KANG DONG (IMO 8977900): Y","Democratic People's Republic of Korea","General Cargo","2023-09-27 21:37","Collision - with other ship","Very serious marine casualty","34° 38.00' N 119° 58.00' E","Liangyungang, China","Coastal waters","0",""
"C1000446","1","EM RUBY (IMO 9415739)","EM RUBY (IMO 9415739): Y","Panama","General Cargo","2023-09-27 12:20","Others - Others","Marine casualty","19° 19.88' N 117° 02.28' E","South China Sea","Open sea","1","Panama"
"C1000076","1","AUSTRO CARINA (IMO 8728361)","AUSTRO CARINA (IMO 8728361): N","New Zealand","Fish Catching","2023-09-24 21:00","Grounding - while under power","Very serious marine casualty","43° 50.34' S 173° 05.05' E","Red Bay, Banks Peninsula","Coastal waters","1","New Zealand"
"C1000024","1","ENERGIA CENTAURUS (IMO 9233557)","ENERGIA CENTAURUS (IMO 9233557): Y","Japan","Bulk Dry","2023-09-21 22:00","Occupational accident - Others","Very serious marine casualty","33° 58.70' N 131° 53.20' E","Tokuyama Kudamatsu Port, Yamaguchi Prefecture","Port","1","Japan"
"C1000588","1","H A SKLENAR (IMO 8007793)","H A SKLENAR (IMO 8007793): U","Bahamas","General Cargo","2023-09-21 10:25","Grounding - while under power","Marine incident","15° 50.54' N 87° 58.20' W","Puerto Cortés, Cortes, Honduras","Canal","0",""
"C0013975","2","PATRIA SEAWAYS (IMO 8917390), YASA PIONEER (IMO 9286578)","PATRIA SEAWAYS (IMO 8917390): , YASA PIONEER (IMO 9286578): ","Lithuania, Marshall Islands","Passenger/Ro-Ro Cargo, Bulk Dry","2023-09-16 23:20","Collision - with other ship","Marine casualty","40° 46.70' N 28° 56.39' E","Mediterranean Region - Sea of Marmara","Coastal waters","2","Lithuania; Lithuania"
"C1000723","1","KIANA (IMO 9161481)","KIANA (IMO 9161481): Y","Panama","Bulk Dry","2023-09-11 17:50","Occupational accident - Others","Very serious marine casualty","20° 33.45' N 83° 37.11' E","","Port","1","Panama"
"C1000332","1","KIANA (IMO 9161481)","KIANA (IMO 9161481): Y","Panama","Bulk Dry","2023-09-11 17:30","Occupational accident - breakage, bursting, splitting, fall or
collapse of material agent","Very serious marine casualty","8° 33.00' N 78° 21.60' E","Chennai Port, Berth #4","Port","1","India"
"C0013960","2","ARTIC ROSE (IMO 8110916), VERA D (IMO 9290177)","ARTIC ROSE (IMO 8110916): , VERA D (IMO 9290177): ","Iceland, Portugal","Passenger, Container","2023-09-10 14:48","Collision - with other ship","Marine casualty","64° 10.91' N 21° 57.47' W","North Atlantic Ocean - North Atlantic Ocean, North Atlantic Ocean - Greenland Sea","Coastal waters","1","Portugal"
"C1000668","2","DIPLODUS, SKYFALL","DIPLODUS: , SKYFALL: ","France, France","Yacht, Yacht","2023-09-09 16:50","Collision - with other ship","Very serious marine casualty","43° 13.26' N 5° 20.05' E","Mediterranean Region - Mediterranean Region","Open sea","1","France"
"C0013976","1","Drawsko (IMO 9393450)","Drawsko (IMO 9393450): ","Malta","Bulk Dry","2023-09-08 22:15","Occupational accident - electrical problems, explosion, fire","Very serious marine casualty","36° 54.75' N 35° 59.54' E","Mediterranean Region - Mediterranean Region","Port","1","Malta"
"C1000062","1","DATO LUCKY (IMO 9596569)","DATO LUCKY (IMO 9596569): Y","Hong Kong, China","Bulk Dry","2023-09-07 09:55","Occupational accident - loss of control of machine, means of
transport or handling equipment,
hand-held tool, object, animal","Very serious marine casualty","43° 24.20' N 137° 51.09' E","At Sea","Open sea","1","Hong Kong, China"
"C1000036","1","TORITO","TORITO: N","Argentina","Other Dry Cargo","2023-09-06 10:10","Capsize/listing - capsize","Very serious marine casualty","38° 09.00' S 62° 01.00' W","Canal de acceso al Puerto de Bahía Blanca","Inland waters","0",""
"C1000223","1","GOLDEN ZHEJIANG (IMO 9443619)","GOLDEN ZHEJIANG (IMO 9443619): ","Hong Kong, China","Bulk Dry","2023-09-02 09:28","Occupational accident - Others","Marine casualty","49° 02.98' N 123° 41.00' W","Trincomali Channel, British Columbia","Inland waters","0",""
"C0013937","1","SENHORA DA SAUDE","SENHORA DA SAUDE: ","Portugal","Fish Catching","2023-08-31 04:45","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","39° 24.99' N 9° 19.19' W","North Atlantic Ocean - North Atlantic Ocean","Coastal waters","1","Portugal"
"C1000672","1","ECO GALAXY (IMO 9715555)","ECO GALAXY (IMO 9715555): ","Marshall Islands","Liquefied Gas","2023-08-30 00:05","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","2° 51.00' N 101° 15.00' E","Port Klang Pilot Station, Malaysia","Coastal waters","1","Marshall Islands"
"C1000061","1","SEASPAN GANGES (IMO 9630365)","SEASPAN GANGES (IMO 9630365): Y","Hong Kong, China","Container","2023-08-26 11:50","Occupational accident - breakage, bursting, splitting, fall or
collapse of material agent","Very serious marine casualty","36° 00.80' N 120° 14.00' E","QING DAO","At berth","1","Hong Kong, China"
"C1000025","2","CONTSHIP UNO (IMO 9379026), IZUMI MARU","CONTSHIP UNO (IMO 9379026): Y, IZUMI MARU: N","Liberia, Japan","Container, Bulk Dry","2023-08-24 23:30","Collision - with other ship","Very serious marine casualty","33° 57.79' N 137° 57.09' E","KII SUIDO channel","Coastal waters","1","Japan"
"C1000037","1","MARIA DEL CARMEN","MARIA DEL CARMEN: N","Argentina","Other Dry Cargo","2023-08-22 16:35","Flooding/foundering - foundering","Very serious marine casualty","29° 13.89' S 59° 34.70' W","Reconquista, Santa Fe, Argentina","At berth","1","Argentina"
"C1000388","1","SHENG YOU 229 (IMO 9533218)","SHENG YOU 229 (IMO 9533218): ","China","Tanker","2023-08-22 14:30","Fire/explosion - fire","Very serious marine casualty","21° 28.53' N 108° 40.13' E","","Anchorage","0",""
"C1000302","1","SONG NIM 9 (IMO 8360248)","SONG NIM 9 (IMO 8360248): Y","Democratic People's Republic of Korea","General Cargo","2023-08-20 05:30","Collision - with other ship","Very serious marine casualty","33° 41.00' N 121° 17.00' E","the Yancheng City, Jiangsu Province, China","Coastal waters","0",""
"C1000704","1","VIKING MARS (IMO 9833187)","VIKING MARS (IMO 9833187): ","Norway","Passenger","2023-08-18 10:50","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","57° 41.09' N 4° 10.14' W","","Port","1","Norway"
"C1000802","1","WOTAN (IMO 8538168)","WOTAN (IMO 8538168): ","Germany","Fish Catching","2023-08-18 03:45","Fire/explosion - fire","Very serious marine casualty","54° 07.40' N 8° 39.49' E","North Atlantic Ocean - North Sea","Coastal waters","1","Germany"
"C1000490","1","CARMEN S (IMO 9796341)","CARMEN S (IMO 9796341): ","Paraguay","Towing / Pushing","2023-08-17 17:00","Loss of control - loss of propulsion power","Marine incident","1° 02.00' N 3° 04.00' E","","Canal","0",""
"C0013876","1","MIRACLE (IMO 9092068)","MIRACLE (IMO 9092068): ","Jamaica","Passenger","2023-08-14 23:20","","Marine incident","","60NM NW PUERTO RICO","","0",""
"C1000389","1","SEAPRINCESS (IMO 9373668)","SEAPRINCESS (IMO 9373668): ","Malta","Oil Tanker","2023-08-14 10:30","Fire/explosion - explosion","Very serious marine casualty","40° 50.20' N 29° 16.14' E","","At berth","0",""
"C0013974","1","Seaprincess (IMO 9373668)","Seaprincess (IMO 9373668): ","Malta","Oil Tanker","2023-08-14 09:40","Loss of control - loss of containment","Very serious marine casualty","40° 50.68' N 29° 16.32' E","Mediterranean Region - Sea of Marmara","Unknown","1","Malta"
"C1000482","1","JONATHAN ACE (IMO 8221595)","JONATHAN ACE (IMO 8221595): ","Panama","Refrigerated Cargo","2023-08-14 06:20","Others - Others","Very serious marine casualty","4° 47.70' N 133° 22.38' E","At pacific ocean","Open sea","1","Panama"
"C1000485","1","CHEMROAD JOURNEY (IMO 9414254)","CHEMROAD JOURNEY (IMO 9414254): Y","Panama","Chemical Tanker","2023-08-14 05:00","Others - Others","Very serious marine casualty","31° 15.47' N 122° 11.77' E","Changjiangkou Anchorage, Yangtze Estuary, China","Anchorage","1","Panama"
"C1000293","1","JASCON 55 (IMO 9635080)","JASCON 55 (IMO 9635080): ","Nigeria","Offshore Supply","2023-08-13 18:10","Occupational accident - Others","Marine incident","4° 12.43' N 7° 59.65' E","","Open sea","1","Nigeria"
"C1000637","1","MANDO ONE (IMO 9291640)","MANDO ONE (IMO 9291640): Y","Cook Islands","Oil Tanker","2023-08-10 15:00","Others - Others","Very serious marine casualty","54° 57.00' N 13° 33.00' E","Great Belt straits","Strait/channel","1","Cook Islands"
"C1000702","2","ALEMAX II, SHARDEN (IMO 9305269)","ALEMAX II: , SHARDEN (IMO 9305269): ","Italy, Italy","Fish Catching, Passenger/Ro-Ro Cargo","2023-08-10 11:10","Collision - with other ship","Very serious marine casualty","41° 00.00' N 9° 43.00' E","Mediterranean Region - Tyrrhenian Sea, Mediterranean Region - Mediterranean Region","Coastal waters","1","Italy"
"C1000386","1","WHITE PURL (IMO 7230666)","WHITE PURL (IMO 7230666): ","Panama","Liquefied Gas","2023-08-10 00:00","Fire/explosion - fire","Very serious marine casualty","27° 34.47' N 52° 27.12' E","","Anchorage","0",""
"C0013915","1","MAR FELIZ","MAR FELIZ: ","Portugal","Fish Catching","2023-08-08 03:56","Grounding - while under power","Marine casualty","38° 27.50' N 9° 00.00' W","North Atlantic Ocean - North Atlantic Ocean","Strait/channel","1","Portugal"
"C1000645","1","EXCEL (IMO 9280990)","EXCEL (IMO 9280990): ","Ireland","Fish Catching","2023-08-06 22:22","Collision - with other ship","Marine casualty","51° 21.50' N 6° 29.59' W","","Open sea","1","Ireland"
"C1000017","2","CHINAGAS LEGEND (IMO 9847944), FAHD (IMO 7430474)","CHINAGAS LEGEND (IMO 9847944): Y, FAHD (IMO 7430474): ","Hong Kong, China, Egypt","Liquefied Gas, Towing / Pushing","2023-08-05 14:35","Collision - with other ship","Very serious marine casualty","30° 48.00' N 32° 19.20' E","SUEZ CANAL","Canal","1","Hong Kong, China"
"C1000567","1","CAP. BILLY","CAP. BILLY: N","Honduras","Other Fishing","2023-08-04 22:30","Capsize/listing - capsize","Very serious marine casualty","15° 01.09' N 82° 18.26' W","BANCO DE PESCA SOUTH CAY","Inland waters","0",""
"C1000305","1","ALLAS (IMO 8521866)","ALLAS (IMO 8521866): Y","Nigeria","Bulk Dry","2023-08-03 21:00","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","6° 26.00' N 3° 22.95' E","ENL TERMINA, APAPA, LAGOS","At berth","1","Nigeria"
"C1000387","1","MANITOWOC (IMO 7366398)","MANITOWOC (IMO 7366398): ","United States","Bulk Dry","2023-08-02 14:50","Ship/equipment damage - ship/equipment damage","Very serious marine casualty","8° 20.09' N 86° 20.09' W","","Unknown","0",""
"C1000808","1","BBC WASHINGTON (IMO 9283954)","BBC WASHINGTON (IMO 9283954): ","Portugal","General Cargo","2023-07-31 17:40","Occupational accident - body movement under or with physical
stress (generally leading to an internal
injury)","Very serious marine casualty","44° 00.20' N 10° 02.60' E","Mediterranean Region - Mediterranean Region, Mediterranean Region - Ligurian Sea","Port","1","Italy"
"C1000071","1","CAPE SATSUKI (IMO 9960136)","CAPE SATSUKI (IMO 9960136): Y","Liberia","Bulk Dry","2023-07-30 05:19","Others - Others","Very serious marine casualty","38° 24.70' N 135° 24.10' E","Japan Sea","Open sea","1","Liberia"
"C1000573","1","Elpida GR (IMO 9254630)","Elpida GR (IMO 9254630): ","Malta","Bulk Dry","2023-07-27 09:00","Occupational accident - Others","Very serious marine casualty","24° 55.08' N 51° 34.45' E","Indian Ocean","Port","1","Malta"
"C1000065","1","MORNING POST (IMO 9669029)","MORNING POST (IMO 9669029): ","Marshall Islands","Ro-Ro Cargo","2023-07-26 16:52","Loss of control - loss of directional control","Marine casualty","45° 33.90' N 13° 44.75' E","Koper","At berth","1","Slovenia"
"C1000064","1","XIN BEIJING (IMO 9314246)","XIN BEIJING (IMO 9314246): Y","Hong Kong, China","Container","2023-07-26 16:47","Loss of control - loss of directional control","Marine incident","45° 33.18' N 13° 43.95' E","Alongside","At berth","1","Slovenia"
"C1000392","1","FREMANTLE HIGHWAY (IMO 9667344)","FREMANTLE HIGHWAY (IMO 9667344): ","Panama","Other Activities","2023-07-25 23:33","Fire/explosion - fire","Very serious marine casualty","53° 43.59' N 5° 48.15' E","","Unknown","0",""
"C1000739","1","FREMANTLE HIGHWAY (IMO 9667344)","FREMANTLE HIGHWAY (IMO 9667344): Y","Panama","Ro-Ro Cargo","2023-07-25 23:11","Fire/explosion - explosion","Very serious marine casualty","53° 46.00' N 6° 41.00' E","","Open sea","1","Panama"
"C1000394","1","CENGKEH 06 (IMO 8630203)","CENGKEH 06 (IMO 8630203): ","Indonesia","Other Activities","2023-07-25 08:00","Ship/equipment damage - ship/equipment damage","Very serious marine casualty","5° 41.90' S 119° 41.25' E","","Port","0",""
"C1000326","1","VSEVOLOD SIBIRTSEV (IMO 8610277)","VSEVOLOD SIBIRTSEV (IMO 8610277): Y","Russian Federation","Other Fishing","2023-07-25 06:20","Occupational accident - slipping, stumbling, falling of person to a
lower level","Marine casualty","54° 20.00' N 155° 44.00' E","Sea of Okhotsk","Open sea","0",""
"C1000807","1","Achilles Bulker (IMO 9270907)","Achilles Bulker (IMO 9270907): Y","Panama","Bulk Dry","2023-07-24 15:50","Ship/equipment damage - ship/equipment damage","Marine casualty","37° 37.08' S 176° 09.97' E","Tauranga, New Zealand","Port approach","1","New Zealand"
"C1000572","1","Port Gdynia (IMO 9334387)","Port Gdynia (IMO 9334387): ","Malta","Container","2023-07-21 10:55","Occupational accident - Slipping, stumbling, falling of a person on
the same level","Very serious marine casualty","1° 49.50' N 9° 43.99' E","North Atlantic Ocean - North Atlantic Ocean","Port","1","Malta"
"C1000393","1","OCEAN FOXTROT (IMO 7101619)","OCEAN FOXTROT (IMO 7101619): ","Comoros","Towing / Pushing","2023-07-21 00:00","Fire/explosion - fire","Very serious marine casualty","19° 08.35' N 84° 07.32' W","","Unknown","0",""
"C1000390","1","ANGEL (IMO 9256406)","ANGEL (IMO 9256406): ","Palau","Container","2023-07-20 09:00","Flooding/foundering - foundering","Very serious marine casualty","22° 36.31' N 120° 12.31' E","","Anchorage","0",""
"C1000063","1","MAERSK HOUSTON (IMO 9848950)","MAERSK HOUSTON (IMO 9848950): Y","Singapore","Container","2023-07-19 22:43","Loss of control - loss of directional control","Marine casualty","45° 33.18' N 13° 43.95' E","North Adriatic","Port","1","Slovenia"
"C0013931","1","MAERSK HOUSTON (IMO 9848950)","MAERSK HOUSTON (IMO 9848950): ","Singapore","Container","2023-07-19 22:43","Ship/equipment damage - ship/equipment damage","Marine casualty","45° 33.18' N 13° 43.93' E","Mediterranean Region - Adriatic Sea, Mediterranean Region - Mediterranean Region","Port","1","Slovenia"
"C1000301","1","CMA CGM MOZART (IMO 9280615)","CMA CGM MOZART (IMO 9280615): ","Malta","Container","2023-07-18 08:05","Grounding - while under power","Marine casualty","6° 21.29' N 3° 25.37' E","","Anchorage","0",""
"C1000526","1","CMA CGM MOZART (IMO 9280615)","CMA CGM MOZART (IMO 9280615): Y","Malta","Container","2023-07-18 08:05","Grounding - while under power","Marine casualty","6° 21.28' N 3° 25.36' E","APPROACHES TO LEKKI DEEP SEAPORT, LAGOS","Port approach","1","Nigeria"
"C1000685","2","AE, MAUN","AE: , MAUN: ","Croatia, Croatia","Yacht, Fish Catching","2023-07-17 19:35","Collision - with other ship","Very serious marine casualty","43° 48.20' N 15° 29.50' E","Mediterranean Region - Mediterranean Region, Mediterranean Region - Adriatic Sea","Unknown","1","Croatia"
"C1000038","1","NUEVO VIENTO","NUEVO VIENTO: N","Argentina","Fish Catching","2023-07-15 12:30","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","43° 11.00' S 62° 30.00' W","ZEE Argentina","Open sea","0",""
"C1000292","1","TATIANA ESTELLA (IMO 7114305)","TATIANA ESTELLA (IMO 7114305): Y","Cameroon","General Cargo","2023-07-12 02:30","Grounding - while drifting","Marine casualty","5° 03.22' N 5° 07.03' E","ESCRAVOS BREAKWATER","Coastal waters","1","Nigeria"
"C1000804","1","MSC ILONA (IMO 9225641)","MSC ILONA (IMO 9225641): Y","Liberia","Container","2023-07-11 12:08","Occupational accident - Others","Very serious marine casualty","9° 21.00' N 79° 54.00' W","Colon Container Terminal, Panama","At berth","1","Liberia"
"C1000570","1","Mazarine (IMO 9376696)","Mazarine (IMO 9376696): ","Malta","Ro-Ro Cargo","2023-07-10 09:05","Ship/equipment damage - ship/equipment damage","Marine casualty","49° 54.12' N 5° 52.57' W","North Atlantic Ocean - Celtic Sea","Coastal waters","1","Malta"
"C1000391","1","GRANDE COSTA D'AVORIO (IMO 9465382)","GRANDE COSTA D'AVORIO (IMO 9465382): ","Italy","Ro-Ro Cargo","2023-07-05 20:30","Fire/explosion - fire","Very serious marine casualty","40° 41.34' N 74° 08.21' W","","Port","0",""
"C1000571","1","CMA CGM Paranagua (IMO 9246683)","CMA CGM Paranagua (IMO 9246683): ","Malta","Container","2023-07-04 23:40","Ship/equipment damage - ship/equipment damage","Marine casualty","40° 42.77' N 29° 28.12' E","Mediterranean Region - Sea of Marmara","Unknown","1","Malta"
"C1000330","1","BISKRA (IMO 9030709)","BISKRA (IMO 9030709): Y","Panama","Oil Tanker","2023-07-04 15:06","Collision - with other ship","Marine casualty","5° 57.50' N 5° 33.90' E","Obidigbo, along Koko - Sapele channel","River","1","Nigeria"
"C1000288","1","BISKRA (IMO 9030709)","BISKRA (IMO 9030709): Y","Panama","Chemical Tanker","2023-07-04 15:06","Collision - with other ship","Marine casualty","5° 57.52' N 5° 33.90' E","SAPELE-KOKO CHANNEL IN DELTA STATE, NIGERIA","River","0",""
"C1000289","1","BISKRA (IMO 9030709)","BISKRA (IMO 9030709): Y","Panama","Chemical Tanker","2023-07-04 15:06","Collision - with other ship","Marine casualty","5° 57.52' N 5° 33.90' E","SAPELE-KOKO CHANNEL IN DELTA STATE, NIGERIA","River","0",""
"C1000290","1","BISKRA (IMO 9030709)","BISKRA (IMO 9030709): Y","Panama","Chemical Tanker","2023-07-04 15:06","Collision - with other ship","Marine casualty","5° 57.52' N 5° 33.90' E","SAPELE-KOKO CHANNEL IN DELTA STATE, NIGERIA","River","0",""
"C1000128","1","YULIA (IMO 9459967)","YULIA (IMO 9459967): Y","Liberia","Bulk Dry","2023-07-04 08:47","Others - Others","Marine incident","17° 58.58' N 76° 49.77' W","","At berth","0",""
"C1000401","1","CHANG SHUN QIAN CHENG (IMO 9981788)","CHANG SHUN QIAN CHENG (IMO 9981788): Y","China","Container","2023-07-04 07:52","Occupational accident - slipping, stumbling, falling of person to a
lower level","Very serious marine casualty","22° 37.50' N 113° 41.29' E","Guangzhou Port Nansha Phase III Container Terminal","At berth","0",""
"C0013927","1","MILFORD (IMO 8215883)","MILFORD (IMO 8215883): ","Belize","Fish Catching","2023-07-03 22:50","Occupational accident - overflow, overturn, leak, flow,
vaporization, emission of material agent","Very serious marine casualty","43° 11.20' N 28° 03.00' E","Mediterranean Region - Black Sea, Mediterranean Region - Black Sea, Mediterranean Region - Black Sea","Coastal waters","2","Bulgaria; Bulgaria"
"C1000028","1","MILFORD (IMO 8215883)","MILFORD (IMO 8215883): Y","Belize","Dredging","2023-07-03 21:03","Occupational accident - Others","Very serious marine casualty","43° 11.02' N 28° 04.61' E","Black sea","Traffic separation scheme","1","Bulgaria"
"C1000356","1","BELUGA REEFER (IMO 9015204)","BELUGA REEFER (IMO 9015204): Y","Bahamas","Refrigerated Cargo","2023-06-30 13:51","Others - Others","Very serious marine casualty","32° 09.00' S 29° 16.00' E","South Africa","Open sea","1","Bahamas"
"C1000452","1","HORIZON 9 (IMO 9339935)","HORIZON 9 (IMO 9339935): Y","Panama","General Cargo","2023-06-26 05:12","Others - Others","Marine casualty","1° 15.50' N 103° 50.24' E","","Port","1","Panama"
"C1000328","1","SIRIUS 2 (IMO 8977699)","SIRIUS 2 (IMO 8977699): Y","Nigeria","Offshore Supply","2023-06-23 19:37","Occupational accident - slipping, stumbling, falling of person
overboard","Very serious marine casualty","5° 31.00' N 5° 54.97' E","WARRI RIVER, Tunde Smut Jetty","At berth","1","Nigeria"
"C1000766","1","POAVOSA BRAVE (IMO 9519195)","POAVOSA BRAVE (IMO 9519195): Y","Panama","Bulk Dry","2023-06-23 13:50","Occupational accident - loss of control of machine, means of
transport or handling equipment,
hand-held tool, object, animal","Marine incident","37° 38.25' S 176° 16.93' E","Bay of Plenty","Anchorage","1","New Zealand"
"C1000039","1","INNOVATOR","INNOVATOR: N","Argentina","Fish Catching","2023-06-18 20:50","Flooding/foundering - foundering","Very serious marine casualty","35° 57.20' S 57° 16.60' W","Bahía Samborombón","Coastal waters","0",""
"C1000194","1","POLAR PRINCE (IMO 5329566)","POLAR PRINCE (IMO 5329566): Y","Canada","General Cargo","2023-06-18 13:45","Others - Others","Very serious marine casualty","47° 13.00' N 49° 49.00' W","Titanic wreck site","Open sea","0",""
"C1000165","1","DCI DREDGE XVII (IMO 9217292)","DCI DREDGE XVII (IMO 9217292): ","India","Dredging","2023-06-14 11:35","Occupational accident - slipping, stumbling, falling of person to a
lower level","Very serious marine casualty","20° 16.87' N 86° 40.29' E","Off Paradip Port","Coastal waters","1","India"
"C1000059","1","Aurora","Aurora: ","Uruguay","High Speed Craft","2023-06-11 18:30","Contact - with fixed object","Marine incident","51° 29.61' N 0° 07.30' W","Uruguay","Canal","0",""
"C1000454","1","ANNICK (IMO 9304655)","ANNICK (IMO 9304655): Y","Panama","Oil Tanker","2023-06-09 09:33","Others - Others","Marine casualty","6° 08.01' N 108° 10.43' E","","Open sea","1","Panama"
"C0013950","1","Dogan (IMO 9625475)","Dogan (IMO 9625475): ","Malta","Bulk Dry","2023-06-07 09:00","Occupational accident - body movement without any physical
stress (generally leading to an external
injury)","Marine casualty","47° 21.10' N 6° 25.80' W","North Atlantic Ocean - Celtic Sea","Open sea","1","Malta"
"C1000383","1","ERICA (IMO 9289116)","ERICA (IMO 9289116): ","Comoros","Container","2023-06-06 00:00","Fire/explosion - fire","Very serious marine casualty","25° 01.52' N 54° 38.43' E","","Unknown","0",""
"C1000437","1","GRAMMY BRAVE (IMO 9238478)","GRAMMY BRAVE (IMO 9238478): ","Panama","Bulk Dry","2023-06-05 09:36","Others - Others","Very serious marine casualty","31° 11.00' N 122° 42.00' E","No.1 anchorage at Changjiangkou, Port of Shanghai CHINA","Port","1","Panama"
"C1000718","1","ASIAN BULK (IMO 9115523)","ASIAN BULK (IMO 9115523): Y","Panama","Bulk Dry","2023-06-01 18:30","Others - Others","Marine casualty","26° 17.30' N 54° 18.45' E","","Port","1","Panama"
"C1000148","1","CONTSHIP RAY (IMO 9388338)","CONTSHIP RAY (IMO 9388338): Y","Liberia","Container","2023-05-30 15:13","Grounding - while under power","Marine incident","17° 57.40' N 76° 49.31' W","","Port","0",""
"C0013837","1","LAJES DO PICO (IMO 9193410)","LAJES DO PICO (IMO 9193410): ","Portugal","Fish Catching","2023-05-30 07:30","Flooding/foundering - flooding","Very serious marine casualty","43° 23.91' N 35° 46.89' W","North Atlantic Ocean - North Atlantic Ocean","Open sea","1","Portugal"
"C1000222","1","ASTERIX (IMO 9348182)","ASTERIX (IMO 9348182): Y","Canada","General Cargo","2023-05-28 08:52","Occupational accident - breakage, bursting, splitting, fall or
collapse of material agent","Marine casualty","35° 05.46' N 129° 06.46' E","Busan, South Korea","Port approach","0",""
"C0013903","1","HAVKATTEN","HAVKATTEN: ","Denmark","Fish Catching","2023-05-27 11:13","Grounding - while drifting","Very serious marine casualty","56° 42.00' N 7° 42.00' E","North Atlantic Ocean - North Sea, North Atlantic Ocean - North Atlantic Ocean","Open sea","1","Denmark"
"C1000381","1","ERA (IMO 8121422)","ERA (IMO 8121422): ","Unknown","Other Dry Cargo","2023-05-26 00:00","Flooding/foundering - foundering","Very serious marine casualty","25° 08.35' N 66° 43.29' E","","Unknown","0",""
"C1000382","1","ERA (IMO 8121422)","ERA (IMO 8121422): ","Unknown","Other Dry Cargo","2023-05-26 00:00","Flooding/foundering - foundering","Very serious marine casualty","25° 08.35' N 66° 43.29' E","","Unknown","0",""
"C1000494","1","NS BURGAS (IMO 9411020)","NS BURGAS (IMO 9411020): Y","Liberia","Oil Tanker","2023-05-24 20:00","Others - Others","Marine casualty","6° 19.00' N 82° 06.00' E","Indian Ocean / Sri Lanka area","Open sea","1","Liberia"
"C1000172","1","BULK CONCORD (IMO 9516387)","BULK CONCORD (IMO 9516387): Y","Liberia","Bulk Dry","2023-05-24 13:30","Others - Others","Very serious marine casualty","18° 27.85' N 77° 24.61' W","","At berth","0",""
"C1000091","1","BULK CONCORD (IMO 9516387)","BULK CONCORD (IMO 9516387): Y","Liberia","Bulk Dry","2023-05-24 13:30","Others - Others","Very serious marine casualty","18° 27.86' N 77° 24.79' W","PORT RHOADES/DISCOVERY BAY","At berth","0",""
"C0013951","1","NINJA II","NINJA II: ","France","Fish Catching","2023-05-24 05:11","Occupational accident - body movement without any physical
stress (generally leading to an external
injury)","Very serious marine casualty","48° 43.77' N 3° 51.83' W","North Atlantic Ocean - North Atlantic Ocean, North Atlantic Ocean - English Channel","Open sea","1","France"
