fclNpdidFacility,fclNpdidCurrentOperator,fclNpdidCurrentRespCompany,fclFixedOrMoveable,fclName,fclKind,fclPhase,fclFunctions,fclGeodeticDatum,fclNsDeg,fclNsMin,fclNsSec,fclNsCode,fclEwDeg,fclEwMin,fclEwSec,fclEwCode,fclUtmHemisphere,fclUtmZone,fclNsUtm,fclEwUtm,fclRkb,fclWaterDepth,fclStartupDate,fclDesignLifetime,fclStatus,fclSurface,fclBelongsToName,fclBelongsToS,fclBelongsToKind,fclCurrentOperatorName,fclCurrentRespCompanyName,fclNationCode2,fclNationName,fclBelongsToFactPageUrl,fclFactPageUrl,fclFactMapUrl,fclSlotCapacityGross,fclSlotCapacityNet,fclDateUpdated,fclFormalName1Quadrant,fclFormalName2Block,fclPointGeometryWKT
279869,,,FIXED,PETROJARL VARG,FPSO,REMOVED,OFFLOADING - PROCESSING - QUARTER - STORAGE,ED50,58,4,40.37,N,1,53,25.65,E,1,31,6438065.23,434556.88,0,84,1998-12-22 00:00:00,15,AOC CANCELLED,Y,VARG,43451,FIELD,,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43451,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=279869,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=279869,0,0,2024-01-02 00:00:00,15,12,POINT (1.8904583 58.0778806)
279897,32011216,,FIXED,SYGNA N,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,61,28,0.99,N,1,59,30.66,E,1,31,6815377.11,446274.4,0,299,2000-08-02 00:00:00,20,,N,SYGNA,104718,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=104718,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=279897,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=279897,,,2024-01-02 00:00:00,33,9,POINT (1.99185 61.4669417)
279925,32011216,,FIXED,OSEBERG SØR K,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,15,52.22,N,2,46,34.21,E,1,31,6681046.95,487614.44,0,106,2000-08-30 00:00:00,20,,N,OSEBERG SØR,43645,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43645,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=279925,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=279925,4,4,2024-01-02 00:00:00,30,9,POINT (2.7761694 60.2645056)
279953,32011216,,FIXED,TROLL I2,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,43,42.75,N,3,34,39.35,E,1,31,6732849.25,531507.37,0,315,1998-04-14 00:00:00,25,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=279953,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=279953,4,4,2024-01-02 00:00:00,31,5,POINT (3.5775972 60.7285417)
279981,32011216,,FIXED,TROLL J2,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,43,45.47,N,3,39,23.57,E,1,31,6732973.87,535813.08,0,315,1999-03-17 00:00:00,25,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=279981,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=279981,4,4,2024-01-02 00:00:00,31,5,POINT (3.6565472 60.7292972)
280009,32011216,,FIXED,TROLL K2,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,45,21.02,N,3,38,23.26,E,1,31,6735921.1,534870.48,0,320,1999-07-24 00:00:00,25,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280009,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280009,4,4,2024-01-02 00:00:00,31,2,POINT (3.6397944 60.7558389)
280037,32011216,,FIXED,TROLL M2,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,55,53.11,N,3,39,51.26,E,1,31,6755490.99,536004.73,0,346,2000-07-15 00:00:00,25,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280037,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280037,4,4,2024-01-02 00:00:00,31,2,POINT (3.6642389 60.9314194)
280065,32011216,,FIXED,30/6-B-51 H OSEBERG B-51,SINGLE WELL TEMPLATE,SHUT DOWN,OIL PRODUCER,ED50,60,31,59.85,N,2,44,24.91,E,1,31,6710991.28,485745.02,0,110,1996-08-20 00:00:00,21,,N,OSEBERG,43625,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43625,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280065,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280065,0,0,2024-01-27 00:00:00,30,6,POINT (2.7402528 60.5332917)
280093,2410696,,FIXED,ELDFISK E,JACKET 4 LEGS,IN SERVICE,WATER INJECTION,ED50,56,22,30.31,N,3,15,54.74,E,1,31,6247997.2,516380.52,45,72,2000-01-01 00:00:00,20,,Y,ELDFISK,43527,FIELD,ConocoPhillips Skandinavia AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43527,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280093,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280093,,,2024-01-02 00:00:00,2,7,POINT (3.2652056 56.3750861)
280121,32011216,,FIXED,ÅSGARD B,SEMISUB STEEL,IN SERVICE,GAS EXPORT - PROCESSING - QUARTER,ED50,65,6,37.34,N,6,47,28.27,E,1,32,7222750.12,396280.98,0,300,2000-10-04 00:00:00,50,,Y,ÅSGARD,43765,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43765,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280121,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280121,,,2024-01-02 00:00:00,6506,12,POINT (6.7911861 65.1103722)
280149,32011216,,FIXED,ÅSGARD C,FSU,IN SERVICE,OFFLOADING - STORAGE,ED50,65,7,52.93,N,6,51,56.83,E,1,32,7224968.86,399861.98,0,290,2000-10-04 00:00:00,20,,Y,ÅSGARD,43765,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43765,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280149,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280149,,,2024-01-02 00:00:00,6506,12,POINT (6.8657861 65.1313694)
280177,34925006,,FIXED,DRAUGEN FLP,LOADING SYSTEM,REMOVED,OFFLOADING,ED50,64,20,49.2,N,7,50,26.5,E,1,32,7136369.92,443999.64,0,258,1993-10-19 00:00:00,30,,Y,DRAUGEN,43758,FIELD,OKEA ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43758,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280177,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280177,,,2024-01-02 00:00:00,6407,9,POINT (7.8406944 64.347)
280205,32011216,,FIXED,OSEBERG SØR,JACKET 6 LEGS,IN SERVICE,DRILLING - PROCESSING - QUARTER,ED50,60,23,24.62,N,2,47,49.06,E,1,31,6695039.7,488808.03,67,101,2000-08-30 00:00:00,30,,Y,OSEBERG SØR,43645,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43645,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280205,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280205,32,32,2024-01-02 00:00:00,30,9,POINT (2.7969611 60.3901722)
280233,32011216,,FIXED,15/6-A-1 H Glitne,SINGLE WELL TEMPLATE,REMOVED,OIL PRODUCER,ED50,58,42,46.9,N,1,40,5.2,E,1,31,6509014.07,422843.53,0,112,2001-08-29 00:00:00,0,,N,GLITNE,1272071,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1272071,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280233,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280233,,,2024-01-02 00:00:00,15,6,POINT (1.6681111 58.7130278)
280261,32011216,,FIXED,TROLL P2,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,52,35.69,N,3,29,39.51,E,1,31,6749301.33,526839.92,0,336,2002-06-01 00:00:00,25,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280261,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280261,4,4,2024-01-02 00:00:00,31,2,POINT (3.4943083 60.8765806)
280289,32011216,,FIXED,TROLL L2,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,48,31.58,N,3,33,21.43,E,1,31,6741775.36,530251.03,0,333,2000-11-14 00:00:00,25,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280289,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280289,4,4,2024-01-02 00:00:00,31,2,POINT (3.5559528 60.8087722)
280317,32011216,,FIXED,TROLL N2,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,56,46.82,N,3,34,49.33,E,1,31,6757109.64,531444,0,345,2001-12-01 00:00:00,25,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280317,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280317,4,4,2024-01-02 00:00:00,31,2,POINT (3.5803694 60.9463389)
280345,32011216,,FIXED,TROLL S2,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,53,34.73,N,3,40,18.73,E,1,31,6751213.73,536462.2,0,342,1999-11-03 00:00:00,25,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280345,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280345,4,4,2024-01-02 00:00:00,31,2,POINT (3.6718694 60.8929806)
280373,32011216,,FIXED,TROLL T1,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,49,57.27,N,3,36,14.32,E,1,31,6744449.68,532839.76,0,335,2001-02-01 00:00:00,25,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280373,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280373,4,4,2024-01-02 00:00:00,31,2,POINT (3.6039778 60.832575)
280401,32011216,,FIXED,TROLL T2,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,48,29.11,N,3,35,35.51,E,1,31,6741716.68,532278.27,0,335,2001-01-01 00:00:00,25,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280401,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280401,4,4,2024-01-02 00:00:00,31,2,POINT (3.5931972 60.8080861)
280429,32011216,,FIXED,TROLL U1,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,50,57.58,N,3,34,54,E,1,31,6746304.71,531610.13,0,335,1999-11-01 00:00:00,25,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280429,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280429,4,4,2024-01-02 00:00:00,31,2,POINT (3.5816667 60.8493278)
280457,32011216,,FIXED,TROLL U2,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,49,51.78,N,3,34,21.34,E,1,31,6744264.52,531134.89,0,335,1999-11-01 00:00:00,25,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280457,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280457,4,4,2024-01-02 00:00:00,31,2,POINT (3.5725944 60.83105)
280485,32011216,,FIXED,SNORRE B,SEMISUB STEEL,IN SERVICE,DRILLING - PROCESSING - QUARTER,ED50,61,31,31.58,N,2,12,41.42,E,1,31,6821731.98,458058.48,37,350,2001-06-27 00:00:00,20,,Y,SNORRE,43718,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43718,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280485,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280485,,,2024-01-02 00:00:00,34,4,POINT (2.2115056 61.5254389)
280513,32011216,,FIXED,PETROJARL 1,FPSO,REMOVED,OFFLOADING - PROCESSING - QUARTER - STORAGE,ED50,58,42,47.9,N,1,40,5.29,E,1,31,6509044.97,422845.59,0,110,2001-08-29 00:00:00,15,AOC OK,Y,GLITNE,1272071,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1272071,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280513,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280513,,,2024-01-02 00:00:00,15,5,POINT (1.6681361 58.7133056)
280541,32011216,,FIXED,OSEBERG D,JACKET 4 LEGS,IN SERVICE,PROCESSING,ED50,60,29,26.4,N,2,49,44.35,E,1,31,6706227.73,490602.38,0,109,2000-10-01 00:00:00,30,,Y,OSEBERG,43625,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43625,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280541,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280541,,,2024-01-02 00:00:00,30,6,POINT (2.8289861 60.4906667)
280569,1944954,,FIXED,HEIMDAL HRP,JACKET 4 LEGS,SHUT DOWN,RISER,ED50,59,34,31.08,N,2,13,41.9,E,1,31,6604521.51,456404.65,0,120,2000-09-30 00:00:00,30,,Y,OSEBERG GASSTRANSPORT,124170,TUF,Gassco AS,,NO,Norway,,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280569,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280569,0,0,2024-01-18 00:00:00,25,4,POINT (2.2283056 59.5753)
280597,32011216,,FIXED,TORDIS ØST K,MULTI WELL TEMPLATE,IN SERVICE,WATER INJECTION,ED50,61,16,34.15,N,2,7,12.88,E,1,31,6794026.38,452829.95,0,200,2000-07-25 00:00:00,20,,N,TORDIS,43725,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43725,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280597,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280597,4,4,2024-01-02 00:00:00,34,7,POINT (2.1202444 61.2761528)
280625,32011216,,FIXED,VISUND NORD,MULTI WELL TEMPLATE,SHUT DOWN,OIL PRODUCER,ED50,61,25,51,N,2,34,3.3,E,1,31,6811015.94,476928.77,0,381,2002-02-01 00:00:00,25,,N,VISUND,43745,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43745,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280625,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280625,4,4,2024-01-02 00:00:00,34,8,POINT (2.5675833 61.4308333)
280653,32011216,,FIXED,GULLFAKS SØR I,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,61,3,19.4,N,2,2,12.88,E,1,31,6769499.89,447999.95,0,135,1998-10-08 00:00:00,20,,N,GULLFAKS SØR,43699,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43699,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280653,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280653,4,4,2024-01-02 00:00:00,34,10,POINT (2.0369111 61.0553889)
280681,32011216,,FIXED,GULLFAKS SØR J,MULTI WELL TEMPLATE,IN SERVICE,GAS INJECTION,ED50,61,3,50.84,N,2,0,11.87,E,1,31,6770499.79,446199.94,0,135,1998-10-08 00:00:00,20,,N,GULLFAKS SØR,43699,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43699,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280681,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280681,5,5,2024-01-02 00:00:00,34,10,POINT (2.0032972 61.0641222)
280709,32011216,,FIXED,GULLFAKS SØR H,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,61,3,20.33,N,2,4,26.21,E,1,31,6769499.82,449999.95,0,135,1998-10-08 00:00:00,20,,N,GULLFAKS SØR,43699,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43699,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280709,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280709,4,4,2024-01-02 00:00:00,34,10,POINT (2.0739472 61.0556472)
280737,32011216,,FIXED,TROLL S1,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,60,53,42.18,N,3,39,16.71,E,1,31,6751434.77,535524.98,0,340,1999-11-03 00:00:00,25,,N,TROLL,46437,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=46437,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280737,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280737,4,4,2024-01-02 00:00:00,31,2,POINT (3.6546417 60.89505)
280765,32011216,,FIXED,GULLFAKS SØR K,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,61,8,9.86,N,2,0,55.78,E,1,31,6778503.78,446978.85,0,135,1998-10-08 00:00:00,20,,N,GULLFAKS SØR,43699,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43699,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280765,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280765,4,4,2024-01-02 00:00:00,34,10,POINT (2.0154944 61.1360722)
280793,28544099,,FIXED,TAMBAR,JACKET TRIPOD,IN SERVICE,WELLHEAD,ED50,56,58,57.92,N,2,57,31.61,E,1,31,6315608.56,497494.72,0,70,2001-07-16 00:00:00,15,,Y,TAMBAR,1028599,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1028599,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280793,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280793,6,6,2024-01-02 00:00:00,1,3,POINT (2.9587806 56.9827556)
280821,32011216,,FIXED,15/9-E,MULTI WELL TEMPLATE,IN SERVICE,GAS PRODUCER,ED50,58,29,49.14,N,1,43,21.73,E,1,31,6484899.06,425547.99,0,110,2004-10-11 00:00:00,20,,N,SLEIPNER VEST,43457,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43457,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280821,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280821,4,4,2024-01-02 00:00:00,15,9,POINT (1.7227028 58.4969833)
280849,50000032,,FIXED,RINGHORNE,JACKET 4 LEGS,IN SERVICE,DRILLING - PROCESSING - QUARTER,ED50,59,15,57.81,N,2,26,59.49,E,1,31,6569959.84,468635.93,60.3,128.5,2003-02-10 00:00:00,25,,Y,BALDER,43562,FIELD,Vår Energi ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43562,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280849,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280849,24,24,2024-01-02 00:00:00,25,8,POINT (2.4498583 59.2660583)
280877,32011216,,FIXED,KVITEBJØRN,JACKET 4 LEGS,IN SERVICE,DRILLING - PROCESSING - QUARTER,ED50,61,4,49.1,N,2,29,58.99,E,1,31,6771996.06,473009.07,0,190,2004-09-26 00:00:00,25,,Y,KVITEBJØRN,1036101,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=1036101,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280877,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280877,16,16,2024-01-02 00:00:00,34,11,POINT (2.4997194 61.0803056)
280933,,,FIXED,FRIGG DP1,JACKET 8 LEGS,REMOVED,,ED50,59,52,26.5,N,2,3,39,E,1,31,6637909.77,447414.98,0,98,,0,,Y,FRIGG,43555,FIELD,,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43555,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280933,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280933,0,0,2024-01-24 00:00:00,25,1,POINT (2.0608333 59.8740278)
280961,28544099,,FIXED,VALHALL FLANKE SØR,JACKET 4 LEGS,IN SERVICE,WELLHEAD,ED50,56,13,39.76,N,3,26,14.62,E,1,31,6231647.78,527119.95,0,66.7,2003-05-08 00:00:00,30,,Y,VALHALL,43548,FIELD,Aker BP ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43548,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280961,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280961,16,16,2024-01-02 00:00:00,2,11,POINT (3.4373944 56.2277111)
280989,34925006,,FIXED,DRAUGEN D,SUBSEA STRUCTURE,IN SERVICE,MANIFOLD STATION,ED50,64,20,32.4,N,7,43,28.08,E,1,32,7135957.59,438375.4,0,265,2001-11-01 00:00:00,20,,N,DRAUGEN,43758,FIELD,OKEA ASA,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43758,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=280989,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=280989,,,2024-01-02 00:00:00,6407,9,POINT (7.7244667 64.3423333)
281017,32011216,,FIXED,GULLFAKS SØR M,MULTI WELL TEMPLATE,IN SERVICE,OIL PRODUCER,ED50,61,5,49.39,N,2,11,33.63,E,1,31,6774026.91,456467.02,0,135,2001-10-01 00:00:00,20,,N,GULLFAKS SØR,43699,FIELD,Equinor Energy AS,,NO,Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=field&nav2=PageView|All&nav3=43699,https://factpages.sodir.no/factpages/default.aspx?nav1=facility&nav2=PageView|Fixed|All&nav3=281017,https://factmaps.sodir.no/factmaps/3_0/?run=FacilityByNPDID&scale=100000&NPDID=281017,4,4,2024-01-02 00:00:00,34,10,POINT (2.192675 61.0970528)
