activity_nr,reporting_id,state_flag,estab_name,site_address,site_city,site_state,site_zip,owner_type,owner_code,adv_notice,safety_hlth,sic_code,naics_code,insp_type,insp_scope,why_no_insp,union_status,safety_manuf,safety_const,safety_marit,health_manuf,health_const,health_marit,migrant,mail_street,mail_city,mail_state,mail_zip,host_est_key,nr_in_estab,open_date,case_mod_date,close_conf_date,close_case_date,ld_dt
101568483,0522300,,C V A S DRILLING INC,RTE 224 WEST OF RTE 46,CANFIELD,OH,44406,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,4350 ALLEN RD,STOW,OH,44224,,13,1985-11-14,,1985-11-14,1985-11-15,2011-10-14 16:38:47 EDT
101568830,0522300,,H & H PRODUCTING,FRIENDSVILLE & FOX LAKE RD,WOOSTER,OH,44691,A,0000,N,S,1381,000000,H,A,,B,X,,,,,,,PO BOX 262,WOOSTER,OH,44691,,5,1986-01-10,2016-06-03,1986-01-14,1991-09-30,2016-06-30 01:10:52 EDT
101569622,0522300,,CUBBY DRILLING INC,7200 NAVARRE RD SW,NAVARRE,OH,44706,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,PO BOX 333,MIDVALE,OH,44653,,4,1985-10-22,,1985-10-22,1985-12-12,2011-10-14 16:38:47 EDT
101569630,0522300,,BIL ROY DRILLING INC,RT 585 SOUTH,SMITHVILLE,OH,44677,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,139 BEALL AVE,WOOSTER,OH,44691,,3,1985-10-17,,1985-10-22,1985-11-13,2011-10-14 16:38:47 EDT
101569770,0522300,,B L ROY DRILLING,POSTAGE BACK RD,WOOSTER,OH,44691,A,0000,N,S,1389,000000,H,D,I,B,,,,,,,,139 BEALL AVE,WOOSTER,OH,44691,,2,1985-11-06,,1985-11-06,1985-11-08,2011-10-14 16:38:47 EDT
101569788,0522300,,FRED R INGRAM CO,SMITHVILLE WESTERN RD,SMITHVILLE,OH,44677,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,1627 ST RT 89,JARROMSVILLE,OH,44840,,2,1985-11-06,,1985-11-08,1986-02-21,2011-10-14 16:38:47 EDT
101569879,0522300,,KAMM DRILLING,RT 30 & S SWINE HART RD,APPLECREEK,OH,44606,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,P O BOX 101,ORRVILLE,OH,44667,,2,1985-10-16,,1985-10-17,1986-02-21,2011-10-14 16:38:47 EDT
101578060,0830500,,AZTEC WELL SERVICING CO.,HIGHWAY 151,IGNACIO,CO,81137,A,0000,N,S,1311,000000,A,B,,B,,,,,,,,P. O. BOX 100,AZTEC,NM,87410,,4,1988-02-13,,1988-03-16,1989-02-28,2011-10-14 16:38:47 EDT
101590107,0830500,,"BEREDCO, INC.",13 MI. S. & 4.5 MI. W. OF,WALSH,CO,81090,A,0000,N,S,1381,000000,A,B,,B,,,,,,,,401 E. DOUGLAS SUITE 402,WICHITA,KS,67202,,5,1986-09-09,,1986-09-09,1986-10-31,2011-10-14 16:38:47 EDT
101596120,0830500,,"SANDERS OILFIELD CONSTRUCTION CO., INC.",MOBIL 9-28 WELL SITE,PARACHUTE,CO,81635,A,0000,N,S,1389,000000,A,B,,B,,,,,,,,P.O. BOX 295,BRIGHTON,CO,81635,,4,1987-05-06,,1987-05-14,1987-06-30,2011-10-14 16:38:47 EDT
101598365,0626000,,"SAN PATRICIO CORP., RIG #5","ROBSTOWN UNIT LEASE WELL #1, US 77",ROBSTOWN,TX,78380,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,5701 AGNES ST.,CORPUS CHRISTI,TX,78403,,18,1987-04-13,,1987-04-15,1987-05-13,2011-10-14 16:38:47 EDT
101598373,0626000,,KELLY BELL,"ROBSTOWN UNIT LEASE, WELL #1, US 77",ROBSTOWN,TX,78380,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,"619 W. TEXAS, ROOM 104",MIDLAND,TX,79701,,1,1987-04-15,,1987-04-15,1987-04-24,2011-10-14 16:38:47 EDT
101598381,0626000,,WILDCAT WELL LOGGING SERVICE,"ROBSTOWN LEASE WELL #1, US 77 & AIRPORT",ROBSTOWN,TX,78380,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,P.O. BOX 9231,CORPUS CHRISTI,TX,78408,,1,1987-04-15,,1987-04-15,1987-04-24,2011-10-14 16:38:47 EDT
101598399,0626000,,"FLOURNOY DRILLING CO., RIG #9","DUGGER LEASE WELL #9, US HWY 77",ROBSTOWN,TX,78380,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,P.O. BOX 941,ALICE,TX,78333,,17,1987-04-15,,1987-04-15,1987-06-12,2011-10-14 16:38:47 EDT
101598423,0626000,,THERMAC LOGGING CO.,"DUGGER LEASE WELL #9, US HWY. 77",ROBSTOWN,TX,78380,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,P.O. BOX 4284,CORPUS CHRISTI,TX,78469,,1,1987-04-15,,1987-04-15,1987-07-09,2011-10-14 16:38:47 EDT
101598837,0626000,,"I.B.I. DRILLING, INC., RIG NUMBER 4","SAM COUNTISS LEASE #1,1 MI E CO RD 57,3 MI S HWY44",CORPUS CHRISTI,TX,78406,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,16602 E. HARDY STREET,HOUSTON,TX,77032,,25,1990-01-17,,1990-01-18,1990-06-29,2011-10-14 16:38:47 EDT
101598845,0626000,,"PRECISION WELL LOGGING, INC.","SAM COUNTISS LEASE #1, 1MI E CO RD 57,3MI S HWY 44",CORPUS CHRISTI,TX,78406,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,924 WAKEFIELD STREET,HOUSTON,TX,77018,,2,1990-01-17,,1990-01-18,1991-01-04,2011-10-14 16:38:47 EDT
101598852,0626000,,HELMERICH & PAYNE INTERNATIONAL DRILLING CO RIG 99,"BALDWIN LEASE WELL #1, COUNTY RD 57 3MI S.TX HWY44",CORPUS CHRISTI,TX,78406,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,P. O. BOX 95969,OKLAHOMA CITY,OK,73143,,20,1990-01-17,,1990-01-18,1990-12-27,2011-10-14 16:38:47 EDT
101598860,0626000,,AMOCO PRODUCTION COMPANY,"BALDWIN LEASE WELL #1 OFF CO.RD. 57, 3 MI S HWY 44",CORPUS CHRISTI,TX,78406,A,0000,N,S,1311,000000,H,A,,B,,,,,,,,P. O. BOX 3092,HOUSTON,TX,77079,,3,1990-01-18,,1990-01-19,1990-02-23,2011-10-14 16:38:47 EDT
101598878,0626000,,SEISMOGRAPH SERVICE CORPORATION,"BALDWIN LEASE WELL #1, CO RD 57, 3 MI S TX HWY 44",CORPUS CHRISTI,TX,77471,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,"3713 HWY. 59, P. O. BOX 87",ROSENBERG,TX,77471,,5,1990-01-18,,1990-01-18,1990-03-02,2011-10-14 16:38:47 EDT
101598886,0626000,,NOBLE DRILLING CORPORATION RIG NUMBER OW 24,"SAM COUNTISS #1,1MI OFF TX FM 665, 6MI W.OF SPID",CORPUS CHRISTI,TX,78406,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,10200 RICHMOND AVENUE,HOUSTON,TX,77042,,13,1990-01-19,,1990-01-19,1990-06-01,2011-10-14 16:38:47 EDT
101598894,0626000,,SCHLUMBERGER WELL SERVICE,"SAM COUNTISS #1, 1 MI OFF TX FM 665, 6 MI W.SPID",CORPUS CHRISTI,TX,78406,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,3806 E. RIO GRANDE STREET,VICTORIA,TX,77901,,5,1990-01-19,,1990-01-19,1990-03-16,2011-10-14 16:38:47 EDT
101598902,0626000,,MILPARK DRILLING FLUIDS,"SAM COUNTISS #1, 1 MI OFF TX FM 665, 6 MI W SPID",CORPUS CHRISTI,TX,78406,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,5541 BEAR LANE,CORPUS CHRISTI,TX,78405,,2,1990-01-19,,1990-01-19,1990-03-16,2011-10-14 16:38:47 EDT
101598910,0626000,,"EXLOG, INC.","SAM COUNTISS #1, 1 MI OFF TX FM 665, 6 MI W. SPID",CORPUS CHRISTI,TX,78406,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,7000 HOLLISTER STREET,HOUSTON,TX,77040,,4,1990-01-19,,1990-01-19,1990-04-05,2011-10-14 16:38:47 EDT
101598928,0626000,,AMOCO PRODUCTION COMPANY,"SAM COUNTISS #1, 1 MI OFF TX RM 665, 6 MI W. SPID",CORPUS CHRISTI,TX,78406,A,0000,N,S,1311,000000,H,A,,B,,,,,,,,P. O. BOX 3092,HOUSTON,TX,77079,,3,1990-01-19,,1990-01-19,1990-02-14,2011-10-14 16:38:47 EDT
101599306,0625700,,SOUTHERN CROSS 3,BAYOU RAMOS BRIDGE,MORGAN CITY,LA,70380,A,0000,N,S,1389,000000,B,B,,B,,,,,,,,2201 CONCORD RD.,BELLE CHASSE,LA,70037,,4,1987-05-04,,1987-05-04,1987-06-18,2011-10-14 16:38:47 EDT
101599777,0625700,,RELIABLE PRODUCTION SERVICE INC.,1/4 MILE OFF US HWY 190 BETWEEN LIVONIA & TORBERT,LIVONIA,LA,70755,A,0000,Y,S,1389,000000,A,B,,B,,,,,,,,P. O. BOX 176,LIVONIA,LA,70755,,5,1986-12-24,,1986-12-24,1987-01-05,2011-10-14 16:38:47 EDT
101600880,0626000,,CORPUS CHRISTI DRILLING CO. RIG #5,"2.3 M OFF TX RD 881,SCHNEIDER-WINSAUER W#1,CR 19",MATHIS,TX,78368,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,P. O. BOX 8400,CORPUS CHRISTI,TX,78412,,15,1986-12-08,,1986-12-09,1987-05-13,2011-10-14 16:38:47 EDT
101600898,0626000,,SOUTHERN ROYALTY INC.,"2.3 M. OFF FM881,SCHNEIDER-WINSAUER L W#1 CR 19",MATHIS,TX,78368,A,0000,N,S,1389,000000,I,A,,B,,,,,,,,5333 EVERHART-SUITE 280B,CORPUS CHRISTI,TX,78411,,1,1986-12-09,,1986-12-09,1986-12-09,2011-10-14 16:38:47 EDT
101600906,0626000,,DRESSER ATLAS,"2.3 M. OFF FM881,SCHNEIDER-WINSAUER L W#1 CR19",MATHIS,TX,78368,A,0000,N,S,1389,000000,I,A,,B,,,,,,,,P. O. BOX 59,ALICE,TX,78384,,3,1986-12-09,,1986-12-09,1986-12-10,2011-10-14 16:38:47 EDT
101600989,0626000,,DOWELL SCHLUMBERGER,2 MI. S. OF FM 289 & FM 665,CORPUS CHRISTI,TX,78415,A,0000,N,S,1389,000000,I,A,,B,,,,,,,,P. O. BOX 610,ALICE,TX,78333,,3,1987-03-17,,1987-03-17,1987-03-17,2011-10-14 16:38:47 EDT
101600997,0626000,,WARD WELL SERVICE,2 MI. S. INTRSEC. FM289 & FM665,CORPUS CHRISTI,TX,78415,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,1114 N. ARCADIA,ALICE,TX,78332,,4,1987-03-17,,1987-03-17,1987-06-04,2011-10-14 16:38:47 EDT
101601003,0626000,,NUECES VACUUM SERVICE INC.,2 MI.S. OF FM 289 & FM 665,CORPUS CHRISTI,TX,78415,A,0000,N,S,1389,000000,I,A,,B,,,,,,,,P. O. BOX 288,ROBSTOWN,TX,78380,,1,1987-03-17,,1987-03-17,1987-05-13,2011-10-14 16:38:47 EDT
101601102,0626000,,ATCO WELL SERVICING INC. RIG #1,DONNIGAN LEASE A-7 OFF H. 44,CORPUS CHRISTI,TX,78401,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,P. O. BOX 9198,CORPUS CHRISTI,TX,78408,,4,1986-09-24,,1986-09-26,1987-09-24,2011-10-14 16:38:47 EDT
101601110,0626000,,PRIDE OIL WELL SERVICE RIG #56,SO. OF INTR. H 44 & H 358,CORPUS CHRISTI,TX,78410,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,P. O. BOX 890,ALICE,TX,78333,,5,1986-09-24,,1986-09-24,1990-01-05,2011-10-14 16:38:47 EDT
101601128,0626000,,BAKER PACKER,GUARANTY TITLE & TRUST LEASE WELL #3,CORPUS CHRISTI,TX,78410,A,0000,N,S,1389,000000,I,A,,B,,,,,,,,P. O. BOX 1587,ALICE,TX,78333,,1,1986-09-24,,1986-09-24,1986-09-24,2011-10-14 16:38:47 EDT
101601136,0626000,,DRESSER ATLAS,GUARANTY TITLE & TRUST LEASE WELL #3,CORPUS CHRISTI,TX,78410,A,0000,N,S,1389,000000,I,A,,B,,,,,,,,P. O. BOX 166,VICTORIA,TX,77902,,3,1986-09-24,,1986-09-24,1986-09-28,2011-10-14 16:38:47 EDT
101601144,0626000,,TEXACO INCORPORATED,"GUARANTY TITLE & TRUST LEASE, WELL #3",CORPUS CHRISTI,TX,78412,A,0000,N,S,1381,000000,I,A,,B,,,,,,,,P. O. BOX 8992,CORPUS CHRISTI,TX,78412,,2,1986-09-24,,1986-09-24,1986-09-24,2011-10-14 16:38:47 EDT
101601177,0626000,,MOBIL PRODUCING TEXAS & NEW MEX,DONIGAN LEASE A-7 OFF H. 44,CORPUS CHRISTI,TX,78410,A,0000,N,S,1389,000000,I,A,,B,,,,,,,,"#9 GREENWAY PLAZA, SUITE 2700",HOUSTON,TX,77046,,1,1986-09-26,,1986-09-26,1986-09-26,2011-10-14 16:38:47 EDT
101601185,0626000,,BAKER SERVICE TOOLS,DONIGAN LEASE A-7 OFF H. 44,CORPUS CHRISTI,TX,78410,A,0000,N,S,1389,000000,I,A,,B,,,,,,,,P. O. BOX 1737,ALICE,TX,78333,,1,1986-09-26,,1986-09-26,1988-04-04,2011-10-14 16:38:47 EDT
101601193,0626000,,HALLIBURTON SERVICES,"DONIGAN LEASE, A-7, OFF H. 44",CORPUS CHRISTI,TX,78410,A,0000,N,S,1389,000000,I,A,,B,,,,,,,,5338 LEOPARD,CORPUS CHRISTI,TX,78410,,3,1986-09-26,,1986-09-26,1986-09-26,2011-10-14 16:38:47 EDT
101601540,0626000,,CABOT PETROLEUM CORPORATION,APPRX. 2-1/2 M. N. OF,LA REFORMA,TX,78536,A,0000,N,H,1389,000000,B,B,,B,,,,,,,,P. O. BOX 66,DELMITA,TX,78536,,8,1986-11-04,,1986-11-05,1987-08-18,2011-10-14 16:38:47 EDT
101601748,0626000,,G. W. S. RIG #23,LOUIS KURETSCH LEASE WELL #2,GANADO,TX,77962,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,ROUTE 1 BOX 79,GANADO,TX,77962,,5,1986-11-20,,1986-11-21,1987-05-14,2011-10-14 16:38:47 EDT
101601797,0626000,,UNION EXPLORATION PARTNERS LTD.,"LOUIS KURETSCH W. #2, 1.5 M. S. OF US 59",GANADO,TX,77962,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,RT 1 BOX 79,GANADO,TX,77962,,1,1986-11-20,,1986-11-20,1987-01-07,2011-10-14 16:38:47 EDT
101601821,0626000,,"GLOBAL WELL SERVICE, RIG #2",3 MI. N. OF US HWY 59,GANADO,TX,77436,A,0000,N,S,1389,000000,B,D,A,,,,,,,,,P. O. BOX 662,EL CAMPO,TX,77437,,,1986-11-19,,1986-11-19,1988-01-28,2011-10-14 16:38:47 EDT
101602530,0626000,,"GEARY WELL SERVICE CO., INC. RIG #1",J.O. JOHNSON LEASE WELL #1,KINGSVILLE,TX,78363,A,0000,Y,S,1381,000000,A,A,,B,,,,,,,,1021 SOUTH 14TH ST.,KINGSVILLE,TX,78363,,3,1988-02-08,,1988-02-09,1988-09-14,2011-10-14 16:38:47 EDT
101602985,0626000,,AMOCO PRODUCTION CO.,JACK DEAL LEASE WELL #1 FM 665,CORPUS CHRISTI,TX,78406,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,P.O. BOX 3092,HOUSTON,TX,77253,,1,1988-09-01,,1988-09-01,1988-10-05,2011-10-14 16:38:47 EDT
101603439,0626000,,"MOBIL EXPLORATION AND PRODUCING SERVICES, INC.","M. S. WELDER #30, APPX. 3.5 M. NE OF",SINTON,TX,78387,A,0000,N,H,1382,000000,G,B,,B,,,,,,,,"#9 GREENWAY PLAZA, SUITE 2700",HOUSTON,TX,77046,,1,1987-01-07,,1987-01-09,1987-02-10,2011-10-14 16:38:47 EDT
101603454,0626000,,"CUDD PRESSURE CONTROL, INC.","M.S. WELDER #30, APPRX 3.5 NE OF",SINTON,TX,78387,A,0000,N,H,1389,000000,G,B,,B,,,,,,,,P. O. BOX 10405,CORPUS CHRISTI,TX,78410,,23,1987-01-07,,1987-01-20,1987-02-24,2011-10-14 16:38:47 EDT
101603462,0626000,,"ALICE SPECIALTY COMPANY, INC.",APPROX. 1 MI. S. US HWY 281,ALICE,TX,78333,A,0000,N,H,1389,000000,C,B,,B,,,,,,,,P. O. BOX 691,ALICE,TX,78332,,90,1987-01-14,,1987-01-14,1987-05-13,2011-10-14 16:38:47 EDT
101603538,0626000,,ATCO WELL SERVICING,"RIG #6, M.S. WELDER #30, APPROX. 3.5 M. NE OF",SINTON,TX,78387,A,0000,N,H,1389,000000,A,B,,B,,,,,,,,P. O. BOX 9198,CORPUS CHRISTI,TX,78469,,63,1987-01-06,,1987-01-16,1990-10-19,2011-10-14 16:38:47 EDT
101603702,0626000,,TURNER BROS. TRUCKING CO. INC.,8.5 M. S. AND 5 M. W. ON HIGHWAY 83,ZAPATA,TX,78076,A,0000,N,S,1389,000000,A,A,,B,,,,,,,,P. O. BOX 1968,LAREDO,TX,78044,,220,1987-02-17,,1987-02-17,1987-05-14,2011-10-14 16:38:47 EDT
101603710,0626000,,"PENROD DRILLING COMPANY, RIG #125",8.5 M. S. AND 5 M. W. ON HWY 83,ZAPATA,TX,78076,A,0000,N,S,1381,000000,G,A,,B,,,,,,,,P. O. BOX 3710,ALICE,TX,78332,,105,1987-02-18,,1987-02-19,1987-08-03,2011-10-14 16:38:47 EDT
101603728,0626000,,ENRON OIL & GAS COMPANY,8.5 M. S. AND 5 M. W. ON HWY 83,ZAPATA,TX,78076,A,0000,N,S,1381,000000,G,A,,B,,,,,,,,"FIRST CITY TOWER II, SUITE 1200",CORPUS CHRISTI,TX,78478,,100,1987-02-18,,1987-02-18,1987-05-13,2011-10-14 16:38:47 EDT
101603751,0626000,,SABINE CORP.,"RUSSELL #1, OFF CNTY RD. 51",CORPUS CHRISTI,TX,78413,A,0000,N,S,1381,000000,I,A,,B,,,,,,,,"500 DALLAS, ONE ALLEN CENTER, SUITE 1200",HOUSTON,TX,77022,,2,1987-02-24,,1987-02-25,1987-02-25,2011-10-14 16:38:47 EDT
101603769,0626000,,M-I DRILLING FLUID,"RUSSELL #1, OFF CNTY RD. 51",CORPUS CHRISTI,TX,78413,A,0000,N,S,1389,000000,I,A,,B,,,,,,,,P. O. BOX 2783,CORPUS CHRISTI,TX,78403,,1,1987-02-25,,1987-02-25,1987-08-04,2011-10-14 16:38:47 EDT
101603777,0626000,,FLOURNOY DRILLING CO. RIG #3,"RUSSELL #1, OFF CNTY RD. 51",CORPUS CHRISTI,TX,78413,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,BOX 491,ALICE,TX,78332,,14,1987-02-24,,1987-02-25,1987-05-18,2011-10-14 16:38:47 EDT
101603793,0626000,,GEOLOGICAL SERVICES CORP.,"RUSSELL #1, OFF CNTY RD. 51",CORPUS CHRISTI,TX,78413,A,0000,N,S,1389,000000,I,A,,B,,,,,,,,HCR 2 BOX 6274,SANDIA,TX,78383,,1,1987-02-25,,1987-02-25,1987-05-13,2011-10-14 16:38:47 EDT
101603801,0626000,,SCHLUMBERGER WELL SERVICES,"RUSSELL #1, OFF COUNTY RD 51",CORPUS CHRISTRI,TX,78413,A,0000,N,S,1389,000000,I,A,,B,,,,,,,,2351 ENERGY AVE,ALICE,TX,78332,,4,1987-02-25,,1987-02-25,1987-02-25,2011-10-14 16:38:47 EDT
101603843,0626000,,CPN OPERATING COMPANY RIG #7,"CHAPMAN #4, OFF IH 37",EDROY,TX,78352,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,DRAWER 10,PETTUS,TX,78146,,5,1987-03-04,,1987-03-04,1989-02-22,2011-10-14 16:38:47 EDT
101603850,0626000,,"H & K VACUUM TRUCKS, INC.",CHAPMAN #4 OFF IH 37,EDROY,TX,78352,A,0000,N,S,1389,000000,I,A,,B,,,,,,,,P. O. DRAWER 370,SINTON,TX,78387,,1,1987-03-04,,1987-03-04,1987-03-04,2011-10-14 16:38:47 EDT
101603934,0626000,,UNKNOWN,TEXAS HIGHWAY 44 8 MILES WEST OF,SAN DIEGO,TX,78384,A,0000,N,S,1389,000000,H,D,A,B,,,,,,,,,,,00000,,,1987-03-11,,1987-03-11,1988-01-28,2011-10-14 16:38:47 EDT
101604148,0627400,,APACHE WELL SERVICE,HUTCHINGS 535-1       RIG 1,MONAHANS,TX,79756,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,BOX 765,MONAHANS,TX,79756,,6,1987-03-18,,1987-03-18,1987-05-27,2011-10-14 16:38:47 EDT
101604155,0627400,,"NICHOLS & FREEMAN, INC.",CHEVRON 8 E W ESTES-185   RIG 40,WICKETT,TX,79788,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,P. O. BOX 116,WICKETT,TX,79788,,4,1987-03-18,,1987-03-18,1987-05-12,2011-10-14 16:38:47 EDT
101604163,0627400,,TRI-SERVICES DRILLING CO,D L HUTT 26-1        RIG 6,MIDLAND,TX,79702,A,0000,N,S,1381,000000,H,D,I,B,,,,,,,,214 WEST TEXAS SUITE 1200,MIDLAND,TX,79701,,20,1987-03-19,,1987-04-29,1987-04-29,2011-10-14 16:38:47 EDT
101604171,0627400,,"F W A DRILLING CO, INC.",FRANKLIN B #2 RIG 8 11 MI SE OF,MIDLAND,TX,79702,A,0000,N,S,1381,000000,H,D,E,B,,,,,,,,P. O. BOX 1966,MIDLAND,TX,79701,,15,1987-03-19,,,1987-04-17,2011-10-14 16:38:47 EDT
101604189,0627400,,"CLINT HURT & ASSOCIATES, INC.",LEASE FRANK 7 MILES SE MIDLAND         RIG 12,MIDLAND,TX,79702,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,P. O. BOX 1973,MIDLAND,TX,79702,,19,1987-03-19,,1987-03-19,1987-05-18,2011-10-14 16:38:47 EDT
101604817,0627400,,SHAMROCK WELL SERVICE,HWY I-20 AND FM 1235  NORTH  RIG #1,MERKEL,TX,79536,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,RT. 1 BOX 5E INTERSTATE 20,MERKEL,TX,79536,,4,1986-11-06,,1986-11-06,1987-02-27,2011-10-14 16:38:47 EDT
101605111,0627400,,"HOMCO INTERNATIONAL, INC.",4 MILES WEST OF,ANDREWS,TX,79714,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,P.O. BOX 2442,BELLAIRE,TX,77401,,1,1987-03-03,,1987-03-03,1987-05-05,2011-10-14 16:38:47 EDT
101605152,0627400,,"CARR WELL SERVICE, INC., RIG #18",4 MILES WEST OF,ANDREWS,TX,79714,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,BOX 6427,ODESSA,TX,79767,,4,1987-03-03,,1987-03-03,1987-04-09,2011-10-14 16:38:47 EDT
101605160,0627400,,ROD RIG CORPORATION,4 MILES W OF ANDRES ON HWY 115 (RIG #4),MIDLAND,TX,79702,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,P. O. DRAWER 10847,MIDLAND,TX,79702,,6,1987-03-03,,1987-03-10,1987-05-07,2011-10-14 16:38:47 EDT
101605186,0627400,,"PRINCE WELL SERVICE, INC.",RIG #9 MIDLAND FARMS DEEP UNIT 110,ANDREWS,TX,79714,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,P. O. BOX 1027,ANDREWS,TX,79714,,4,1987-03-02,,1987-03-02,1987-04-17,2011-10-14 16:38:47 EDT
101605194,0627400,,JOHNN DRILLING CO.,MFDU #158   RIG #7,ANDREWS,TX,79762,A,0000,N,S,1381,000000,H,D,I,B,,,,,,,,P. O. BOX 6189,ODESSA,TX,79762,,13,1987-03-02,,1987-03-10,1987-03-17,2011-10-14 16:38:47 EDT
101605236,0627400,,R & H WELL SERVICE INC.,UNIVERSITY FN#1 LEASE  (RIG#22),ANDREWS,TX,79714,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,P. O. BOX 1977,ANDREWS,TX,79714,,5,1987-02-26,,1987-02-26,1987-04-13,2011-10-14 16:38:47 EDT
101605780,0627400,,SITTON DRILLING CO.,BURK #1,SEMINOLE,TX,79630,A,0000,N,S,1381,000000,H,A,,B,X,,,,,,,911 MAIN SUITE 503,LUBBOCK,TX,79401,,13,1987-02-05,,1987-02-05,1987-04-20,2011-10-14 16:38:47 EDT
101605855,0627400,,ROER ENERGY CO,FORD GERALDINE UNIT  RIG 1,ORLA,TX,79770,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,P. O. BOX 2461,MIDLAND,TX,79701,,13,1987-03-03,,1987-03-11,1987-04-21,2011-10-14 16:38:47 EDT
101605863,0627400,,"CARR WELL SERVICE, INC.","HUMPHREY WELL #1, RIG #22",PECOS,TX,79772,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,P.O. BOX 6427,ODESSA,TX,79767,,9,1987-03-04,,1987-03-04,1987-04-21,2011-10-14 16:38:47 EDT
101605871,0627400,,"CLARYS WELL SERVICE, INC.",J. C. LOVETT LEASE WELL #6   (RIG 10),KERMIT,TX,79745,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,P. O. BOX 877,KERMIT,TX,79745,,4,1987-03-16,,1987-03-16,1988-01-29,2011-10-14 16:38:47 EDT
101605889,0627400,,STANDARD WELL SERVICE CO.,J. B. WALTON WELL B 13      RIG 21,KERMIT,TX,79745,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,P. O.BOX 1121,KERMIT,TX,79745,,4,1987-03-17,,1987-03-17,1987-05-12,2011-10-14 16:38:47 EDT
101605897,0627400,,"TMBR/SHARP DRILLING CO., INC.",TUBB ESTATE 22 WELL #2   RIG 66,KERMIT,TX,79745,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,DRAWER 10970,MIDLAND,TX,79702,,22,1987-03-17,,1987-04-08,1987-05-27,2011-10-14 16:38:47 EDT
101605905,0627400,,LOFFLAND BROS. CO.,TUBB ESTATE #3  RIG 20,KERMIT,TX,79745,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,P. O. BOX 310647,NEW BRAUNFELS,TX,78131,,12,1987-03-17,,1987-03-17,1987-04-29,2011-10-14 16:38:47 EDT
101605913,0627400,,ARCO OIL & GAS COMPANY,TUBBS ESTATE #3,KERMIT,TX,79745,A,0000,N,S,1311,000000,H,A,,B,,,,,,,,P. O. BOX 1610,MIDLAND,TX,79701,,1,1987-03-17,,1987-03-17,1987-03-17,2011-10-14 16:38:47 EDT
101605921,0627400,,T O T DRILLING CO.,TUBBS ESTATE WELL #23-1  RIG #3,KERMIT,TX,79745,A,0000,N,S,1381,000000,H,A,,B,,,,,,,,5704 ANDREWS HWY,ODESSA,TX,79762,,22,1987-03-18,,1987-03-18,1987-04-23,2011-10-14 16:38:47 EDT
101605939,0627400,,"BUSTERS WELL SERVICE, INC.",LIMEBERRY WELL #3   RIG 523,KERMIT,TX,79745,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,P. O. BOX 1119,KERMIT,TX,79745,,4,1987-03-18,,1987-03-18,1987-05-26,2011-10-14 16:38:47 EDT
101605947,0627400,,"CLARYS WELL SERVICE, INC.",SKSU #31 (RIG 1),KERMIT,TX,79745,A,0000,N,S,1389,000000,H,A,,B,,,,,,,,P. O. BOX 877,KERMIT,TX,79745,,4,1987-03-19,,1987-03-19,1987-05-26,2011-10-14 16:38:47 EDT
