SN_APD,API_WELL_NUMBER,MMS_COMPANY_NUM,KICKOFF_POINT_MD,WELL_NAME,WELL_NM_BP_SFIX,WELL_NM_ST_SFIX,WATER_DEPTH,PERMIT_TYPE,PRP_RKB_ELEV,MINERAL_CODE,REQ_SPUD_DATE,SUBSEA_BOP_FLAG,WELL_TYPE_CODE,DRIVE_DEPTH,DRIVE_SIZE,SURF_AREA_CODE,SURF_BLOCK_NUMBER,SURF_LEASE_NUMBER,SURF_STATE_LEASE_NUM,SURF_X_COORD_LOC,SURF_Y_COORD_LOC,SURF_LATITUDE,SURF_LONGITUDE,SURF_E_W_DISTANCE,SURF_E_W_CODE,SURF_N_S_DISTANCE,SURF_N_S_CODE,BOTM_AREA_CODE,BOTM_BLOCK_NUMBER,BOTM_LEASE_NUMBER,BOTM_STATE_LEASE_NUM,SV_PLAN_CTRL_CD,SV_PLAN_CTRL_NUM,SV_SURF_LEASE_NUM,SV_SURF_AREA_CODE,SV_SURF_BLOCK_NUM,SV_WELL_NAME,BV_PLAN_CTRL_CD,BV_PLAN_CTRL_NUM,BV_BOTM_LEASE_NUM,BV_BOTM_AREA_CODE,BV_BOTM_BLOCK_NUM,BV_WELL_NAME,RIG_ANCHOR_FLAG,RIG_NAME,RIG_TYPE_CODE,RIG_ID_NUM,RIG_FUNC_CODE,CONSTRUCTION_YR,SHIPYARD_NAME,REFURBISHED_YR,RATED_WTR_DEPTH,RATE_DRIL_DEPTH,ABS_CERT_EXPR_DT,CG_CERT_EXPR_DT,SAFE_BRN_APRV_DT,SAFE_BURN_DIST,SAFE_BRN_RMK,BUS_ASC_NAME,APD_SUB_STATUS_DT,APD_STATUS_DT
-1213,177190097301,276,3504.0,C019,0,1,175,Revised Sidetrack,100,H,4/5/2005,N,D,440,20,WD,73,G01083,,2517519.93,103757.1,28.94193306,-89.71550389,4358,E,765,S,WD,73,G01083,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,6/27/2005 1:03:23 PM,6/28/2005 9:40:23 AM
-1172,177190097301,276,3504.0,C019,0,1,175,Revised Sidetrack,100,H,4/5/2005,N,D,440,20,WD,73,G01083,,2517519.93,103757.1,28.94193306,-89.71550389,4358,E,765,S,WD,73,G01083,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,6/24/2005 11:52:49 AM,6/24/2005 12:55:22 PM
-1156,177194082000,276,,G004,0,0,186,New Well,112,H,8/1/2005,N,D,500,30,WD,91,G01090,,2526115.005236,94860.062332,28.91713333,-89.6890375,4237,W,8132,N,WD,92,G01091,,S,3142.0,G01090,WD,91.0,G-3,S,6582.0,G01091,WD,92.0,G-4,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,6/17/2005 8:36:07 AM,7/1/2005 12:36:10 PM
-1139,177190092201,276,3560.0,C009,0,1,172,Revised Sidetrack,100,H,2/4/2005,N,D,440,20,WD,73,G01083,,2517506.93,103761.1,28.94194444,-89.71554444,4371,E,769,S,WD,73,G01083,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,6/16/2005 5:02:04 PM,6/28/2005 11:23:08 AM
-1130,177190097301,276,3504.0,C019,0,1,175,Revised Sidetrack,100,H,4/5/2005,N,D,440,20,WD,73,G01083,,2517519.93,103757.1,28.94193306,-89.71550389,4358,E,765,S,WD,73,G01083,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,6/14/2005 6:23:07 PM,6/15/2005 2:24:50 PM
-890,177194029001,276,4317.0,B008,0,1,200,Revised Sidetrack,200,H,5/6/2005,N,D,511,24,WD,99,G01096,,2497408.93,63392.9,28.83171291,-89.78007572,3569,E,2085,S,WD,99,G01096,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,5/10/2005 4:04:09 PM,5/19/2005 3:03:08 PM
-862,177194081300,276,,B011,0,0,200,Revised New Well,120,H,4/15/2005,N,D,500,20,WD,99,G01096,,2497416.534872,63383.526394,28.83168694,-89.7800525,3561,E,2076,S,WD,99,G01096,,R,2287.0,G01096,WD,99.0,B-10,S,6074.0,G01096,WD,99.0,B-11,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,5/3/2005 3:26:32 PM,5/4/2005 3:42:43 PM
-730,177194029001,276,4317.0,B008,0,1,200,Sidetrack,200,H,5/6/2005,N,D,511,24,WD,99,G01096,,2497408.93,63392.9,28.83171291,-89.78007572,3569,E,2085,S,WD,99,G01096,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,4/19/2005 2:36:31 PM,5/6/2005 10:43:51 AM
-727,177194081300,276,,B011,0,0,200,New Well,120,H,4/15/2005,N,D,500,20,WD,99,G01096,,2497416.534872,63383.526394,28.83168694,-89.7800525,3561,E,2076,S,WD,99,G01096,,R,2287.0,G01096,WD,99.0,B-10,S,6074.0,G01096,WD,99.0,B-11,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,4/7/2005 10:57:44 AM,4/12/2005 9:39:02 AM
-584,177190097301,276,3504.0,C019,0,1,175,Sidetrack,100,H,4/5/2005,N,D,440,20,WD,73,G01083,,2517519.93,103757.1,28.94193306,-89.71550389,4358,E,765,S,WD,73,G01083,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,3/8/2005 3:22:29 PM,3/20/2005 5:30:47 PM
-336,177190092201,276,3560.0,C009,0,1,172,Sidetrack,100,H,2/4/2005,N,D,440,20,WD,73,G01083,,2517506.93,103761.1,28.94194444,-89.71554444,4371,E,769,S,WD,73,G01083,,,,,,,,,,,,,,N,VALARIS JU-68 (ENSCO 68),JACKUP,91216,D,1976,LETOURNEAU,,320,30000,11/29/2020,4/19/2020,8/29/2006,GOMR New Orleans District,ORIG APR BY DIST 2;SWA MODIF.,Exxon Mobil Corporation,1/17/2005 3:39:49 PM,2/12/2005 10:47:44 AM
-5301,608044025901,2579,11000.0,SS001,1,0,1995,Revised Bypass,74,H,7/16/2007,Y,E,2358,30,EB,301,G27559,,1267902.987097,10045547.030253,27.67796,-94.15132444,703,W,2987,S,EB,301,G27559,,,,,,,,,,,,,,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Tana Exploration Company LLC,7/27/2007 11:23:42 AM,7/27/2007 2:16:37 PM
-5242,608044025901,2579,11000.0,SS001,1,0,1995,Bypass,74,H,7/16/2007,Y,E,2358,30,EB,301,G27559,,1267902.987097,10045547.030253,27.67796,-94.15132444,703,W,2987,S,EB,301,G27559,,,,,,,,,,,,,,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Tana Exploration Company LLC,7/19/2007 1:32:04 PM,7/19/2007 2:13:08 PM
-5199,608044025900,2579,,SS001,0,0,2006,Revised New Well,74,H,6/10/2007,Y,E,2340,30,EB,301,G27559,,1267902.987097,10045547.030253,27.67796,-94.15132444,703,W,2987,S,EB,301,G27559,,S,5757.0,G17248,EB,301.0,C,N,8948.0,G27559,EB,301.0,A,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Tana Exploration Company LLC,7/6/2007 3:33:39 PM,7/16/2007 11:38:15 AM
-4979,608044025900,2579,,SS001,0,0,2006,New Well,74,H,6/10/2007,Y,E,2340,30,EB,301,G27559,,1267902.987097,10045547.030253,27.67796,-94.15132444,703,W,2987,S,EB,301,G27559,,S,5757.0,G17248,EB,301.0,C,N,8948.0,G27559,EB,301.0,A,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Tana Exploration Company LLC,6/5/2007 2:49:36 PM,6/12/2007 3:38:47 PM
-4950,608105010100,2579,,001,0,0,1733,Revised New Well,74,H,4/15/2007,Y,E,2084,30,EW,964,G26228,,2582942.993893,10178614.97323,28.01782806,-90.07844806,1023,W,6505,N,EW,964,G26228,,N,8428.0,G26228,EW,964.0,A,N,8428.0,G26228,EW,964.0,A,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Tana Exploration Company LLC,5/25/2007 11:38:08 AM,5/25/2007 2:43:47 PM
-4789,608105010100,2579,,001,0,0,1733,Revised New Well,74,H,4/15/2007,Y,E,2084,30,EW,964,G26228,,2582942.993893,10178614.97323,28.01782806,-90.07844806,1023,W,6505,N,EW,964,G26228,,N,8428.0,G26228,EW,964.0,A,N,8428.0,G26228,EW,964.0,A,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Tana Exploration Company LLC,4/30/2007 2:52:32 PM,5/1/2007 2:57:34 PM
-4658,608105010100,2579,,001,0,0,1733,New Well,74,H,4/15/2007,Y,E,2084,30,EW,964,G26228,,2582942.993893,10178614.97323,28.01782806,-90.07844806,1023,W,6505,N,EW,964,G26228,,N,8428.0,G26228,EW,964.0,A,N,8428.0,G26228,EW,964.0,A,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Tana Exploration Company LLC,4/9/2007 3:50:52 PM,4/25/2007 5:38:53 PM
-4654,608105009901,2579,11951.0,001,1,0,1708,Bypass,80,H,4/5/2007,Y,E,2058,30,EW,922,G27252,,2614170.446347,10196258.22666,28.06421667,-89.98040556,570,W,4702,N,EW,922,G27252,,,,,,,,,,,,,,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Tana Exploration Company LLC,4/5/2007 3:12:58 PM,4/11/2007 1:46:17 PM
-4579,608105009900,2579,,001,0,0,1708,Revised New Well,80,H,2/2/2007,Y,E,2058,30,EW,922,G27252,,2614170.446347,10196258.22666,28.06421667,-89.98040556,570,W,4702,N,EW,922,G27252,,N,8681.0,G27252,EW,922.0,A,N,8681.0,G27252,EW,922.0,A,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Tana Exploration Company LLC,3/22/2007 3:25:19 PM,3/22/2007 4:33:47 PM
-4500,608105009900,2579,,001,0,0,1708,Revised New Well,80,H,2/2/2007,Y,E,2058,30,EW,922,G27252,,2614170.446347,10196258.22666,28.06421667,-89.98040556,570,W,4702,N,EW,922,G27252,,N,8681.0,G27252,EW,922.0,A,N,8681.0,G27252,EW,922.0,A,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Tana Exploration Company LLC,3/9/2007 8:35:19 AM,3/9/2007 9:46:26 AM
-4142,608105009900,2579,,001,0,0,1708,New Well,80,H,2/2/2007,Y,E,2058,30,EW,922,G27252,,2614170.446347,10196258.22666,28.06421667,-89.98040556,570,W,4702,N,EW,922,G27252,,N,8681.0,G27252,EW,922.0,A,N,8681.0,G27252,EW,922.0,A,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Tana Exploration Company LLC,12/28/2006 8:25:39 AM,2/9/2007 4:00:49 PM
-4036,608074028003,2219,13000.0,002,1,2,2315,Revised Bypass,74,H,10/17/2006,Y,E,2700,36,GB,302,G24479,,1934275.014902,10057339.981411,27.71221417,-92.09147806,1795,W,1060,N,GB,258,G27632,,,,,,,,,,,,,,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Kerr-McGee Oil & Gas Corporation,12/6/2006 12:39:38 PM,12/6/2006 3:25:45 PM
-3930,608074028003,2219,13000.0,002,1,2,2315,Revised Bypass,74,H,10/17/2006,Y,E,2700,36,GB,302,G24479,,1934275.014902,10057339.981411,27.71221417,-92.09147806,1795,W,1060,N,GB,258,G27632,,,,,,,,,,,,,,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Kerr-McGee Oil & Gas Corporation,11/9/2006 4:19:41 PM,11/13/2006 2:52:45 PM
-3794,608074028003,2219,13000.0,002,1,2,2315,Bypass,74,H,10/17/2006,Y,E,2700,36,GB,302,G24479,,1934275.014902,10057339.981411,27.71221417,-92.09147806,1795,W,1060,N,GB,258,G27632,,,,,,,,,,,,,,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Kerr-McGee Oil & Gas Corporation,10/16/2006 8:56:01 AM,10/16/2006 2:20:18 PM
-3772,608074028002,2219,16868.0,002,0,2,2315,Sidetrack,74,H,4/10/2006,Y,E,2700,36,GB,302,G24479,,1934275.014902,10057339.981411,27.71221417,-92.09147806,1795,W,1060,N,GB,258,G27632,,,,,,,,,,,,,,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Kerr-McGee Oil & Gas Corporation,10/12/2006 10:23:15 AM,10/12/2006 3:12:38 PM
-3622,608074028001,2219,16868.0,002,0,1,2315,Revised Sidetrack,74,H,4/10/2006,Y,E,2700,36,GB,302,G24479,,1934275.014902,10057339.981411,27.71221417,-92.09147806,1795,W,1060,N,GB,302,G24479,,,,,,,,,,,,,,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Kerr-McGee Oil & Gas Corporation,9/19/2006 9:20:20 AM,9/19/2006 10:31:03 AM
-3582,608074028001,2219,16868.0,002,0,1,2315,Sidetrack,74,H,4/10/2006,Y,E,2700,36,GB,302,G24479,,1934275.014902,10057339.981411,27.71221417,-92.09147806,1795,W,1060,N,GB,302,G24479,,,,,,,,,,,,,,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Kerr-McGee Oil & Gas Corporation,9/11/2006 8:58:25 AM,9/11/2006 1:38:29 PM
-3472,608074028000,2219,,002,0,0,2315,Revised New Well,70,H,4/10/2006,Y,E,2700,36,GB,302,G24479,,1934275.014902,10057339.981411,27.71221417,-92.09147806,1795,W,1060,N,GB,302,G24479,,S,6859.0,G24479,GB,302.0,AA,S,6859.0,G24479,GB,302.0,AA,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Kerr-McGee Oil & Gas Corporation,8/19/2006 6:55:27 PM,8/21/2006 1:21:23 PM
-3187,608074028000,2219,,002,0,0,2315,Revised New Well,70,H,4/10/2006,Y,E,2700,36,GB,302,G24479,,1934275.014902,10057339.981411,27.71221417,-92.09147806,1795,W,1060,N,GB,302,G24479,,S,6859.0,G24479,GB,302.0,AA,S,6859.0,G24479,GB,302.0,AA,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Kerr-McGee Oil & Gas Corporation,7/6/2006 7:49:25 AM,7/10/2006 11:27:15 AM
-3106,608074028000,2219,,002,0,0,2315,Revised New Well,70,H,4/10/2006,Y,E,2700,36,GB,302,G24479,,1934275.014902,10057339.981411,27.71221417,-92.09147806,1795,W,1060,N,GB,302,G24479,,S,6859.0,G24479,GB,302.0,AA,S,6859.0,G24479,GB,302.0,AA,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Kerr-McGee Oil & Gas Corporation,6/22/2006 2:44:50 PM,6/23/2006 10:15:33 AM
-2589,608074028000,2219,,002,0,0,2315,New Well,70,H,4/10/2006,Y,E,2700,36,GB,302,G24479,,1934275.014902,10057339.981411,27.71221417,-92.09147806,1795,W,1060,N,GB,302,G24479,,S,6859.0,G24479,GB,302.0,AA,S,6859.0,G24479,GB,302.0,AA,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Kerr-McGee Oil & Gas Corporation,4/12/2006 4:14:41 PM,6/20/2006 7:46:21 AM
-2399,608044025100,2407,,004,0,0,1013,Revised New Well,73,H,1/1/2006,Y,E,1316,36,EB,157,G11412,,1077617.002356,10100425.982147,27.82276833,-94.74165639,497,W,5494,N,EB,157,G11412,,S,6684.0,G11412,EB,157.0,A,R,4242.0,G11412,EB,157.0,A,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Woodside Energy (USA) Inc.,2/23/2006 9:48:11 AM,2/24/2006 3:24:28 PM
-2338,608114046400,730,,001,0,0,1583,New Well,100,H,2/24/2006,Y,E,1963,30,GC,28,G22925,,2432134.970004,10146759.959337,27.93939833,-90.54750778,7225,E,6680,N,GC,28,G22925,,N,8590.0,G22925,GC,28.0,A,N,8590.0,G22925,GC,28.0,A,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Walter Oil & Gas Corporation,2/13/2006 4:10:50 PM,2/24/2006 4:29:06 PM
-1945,608044025100,2407,,004,0,0,1013,New Well,73,H,1/1/2006,Y,E,1316,36,EB,157,G11412,,1077617.002356,10100425.982147,27.82276833,-94.74165639,497,W,5494,N,EB,157,G11412,,S,6684.0,G11412,EB,157.0,A,R,4242.0,G11412,EB,157.0,A,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Woodside Energy (USA) Inc.,12/5/2005 3:37:03 PM,12/28/2005 1:33:06 PM
-1321,608074027002,59,9000.0,002,0,2,1736,Revised Sidetrack,84,H,7/2/2005,Y,E,2090,30,GB,200,G15852,,1724149.98396,10081125.025922,27.78040306,-92.74095472,2410,E,6885,S,GB,201,G17307,,,,,,,,,,,,,,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Amerada Hess Corporation,7/18/2005 11:42:12 AM,7/18/2005 12:25:39 PM
-1258,608074027002,59,9000.0,002,0,2,1736,Revised Sidetrack,84,H,7/2/2005,Y,E,2090,30,GB,200,G15852,,1724149.98396,10081125.025922,27.78040306,-92.74095472,2410,E,6885,S,GB,201,G17307,,,,,,,,,,,,,,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Amerada Hess Corporation,7/7/2005 12:52:45 PM,7/7/2005 3:14:07 PM
-1245,608074027002,59,9000.0,002,0,2,1736,Sidetrack,84,H,7/2/2005,Y,E,2090,30,GB,200,G15852,,1724149.98396,10081125.025922,27.78040306,-92.74095472,2410,E,6885,S,GB,201,G17307,,,,,,,,,,,,,,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Amerada Hess Corporation,7/5/2005 11:44:41 AM,7/6/2005 1:26:41 PM
-1208,608074027001,59,9941.0,002,0,1,1736,Sidetrack,84,H,6/25/2005,Y,E,2090,30,GB,200,G15852,,1724149.98396,10081125.025922,27.78040306,-92.74095472,2410,E,6885,S,GB,201,G17307,,,,,,,,,,,,,,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Amerada Hess Corporation,6/27/2005 1:08:32 PM,6/27/2005 2:18:23 PM
-1070,608074027000,59,,002,0,0,1736,Revised New Well,84,H,5/23/2005,Y,E,2100,30,GB,200,G15852,,1724149.98396,10081125.025922,27.78040306,-92.74095472,2410,E,6885,S,GB,201,G17307,,N,5721.0,G15852,GB,200.0,E,N,5721.0,G15852,GB,200.0,B,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Amerada Hess Corporation,6/6/2005 3:33:11 PM,6/8/2005 2:00:18 PM
-822,608074027000,59,,002,0,0,1736,New Well,84,H,5/23/2005,Y,E,2100,30,GB,200,G15852,,1724149.98396,10081125.025922,27.78040306,-92.74095472,2410,E,6885,S,GB,201,G17307,,N,5721.0,G15852,GB,200.0,E,N,5721.0,G15852,GB,200.0,B,Y,DIAMOND OCEAN CONCORD,SEMISUBMERSIBLE,51504,D,1975,AVONDALE,,2500,25000,11/30/2009,10/18/2007,3/15/1995,GOMR Lafayette District,,Amerada Hess Corporation,4/28/2005 3:41:30 PM,5/17/2005 8:47:25 AM
-18392,608074032103,59,15508.0,006,0,1,1372,Revised Sidetrack,84,H,6/19/2017,N,E,1733,36,GB,216,G14224,,1969278.452,10083489.965,27.78340815,-91.98260268,5118,W,6590,N,GB,216,G14224,,S,7825.0,G14224,GB,216.0,F,S,7825.0,G14224,GB,216.0,F,Y,NOBLE PAUL ROMANO,SEMISUBMERSIBLE,92126,D,1981,INGALLS MS,1997.0,6600,32500,10/24/2018,9/18/2019,,,"Safe welding area was originally approved by the New Orleans District in 1999. In October 2015 the safe welding area was moved and a submittal was sent to the Lafayette District for approval. After inspecting the safe welding area, the Lafayette District denied the safe welding area approval request. Therefore, the Noble Paul Romano must follow the Operators Safe Welding Plan for all welding and burning operations, per 250.109.  ",Hess Corporation,7/24/2017 9:20:58 AM,7/24/2017 12:51:10 PM
-18325,608074032103,59,15508.0,006,0,1,1372,Revised Sidetrack,84,H,6/19/2017,N,E,1733,36,GB,216,G14224,,1969278.452,10083489.965,27.78340815,-91.98260268,5118,W,6590,N,GB,216,G14224,,S,7825.0,G14224,GB,216.0,F,S,7825.0,G14224,GB,216.0,F,Y,NOBLE PAUL ROMANO,SEMISUBMERSIBLE,92126,D,1981,INGALLS MS,1997.0,6600,32500,10/24/2018,9/18/2019,,,"Safe welding area was originally approved by the New Orleans District in 1999. In October 2015 the safe welding area was moved and a submittal was sent to the Lafayette District for approval. After inspecting the safe welding area, the Lafayette District denied the safe welding area approval request. Therefore, the Noble Paul Romano must follow the Operators Safe Welding Plan for all welding and burning operations, per 250.109.  ",Hess Corporation,7/6/2017 12:34:40 PM,7/7/2017 10:52:24 AM
-18293,608074032103,59,15508.0,006,0,1,1372,Sidetrack,84,H,6/19/2017,N,E,1733,36,GB,216,G14224,,1969278.452,10083489.965,27.78340815,-91.98260268,5118,W,6590,N,GB,216,G14224,,S,7825.0,G14224,GB,216.0,F,S,7825.0,G14224,GB,216.0,F,Y,NOBLE PAUL ROMANO,SEMISUBMERSIBLE,92126,D,1981,INGALLS MS,1997.0,6600,32500,10/24/2018,9/18/2019,,,"Safe welding area was originally approved by the New Orleans District in 1999. In October 2015 the safe welding area was moved and a submittal was sent to the Lafayette District for approval. After inspecting the safe welding area, the Lafayette District denied the safe welding area approval request. Therefore, the Noble Paul Romano must follow the Operators Safe Welding Plan for all welding and burning operations, per 250.109.  ",Hess Corporation,6/20/2017 8:04:06 AM,6/22/2017 9:41:11 AM
-18243,608074032102,59,15917.0,006,2,0,1372,Revised Bypass,84,H,5/16/2017,Y,E,1737,36,GB,216,G14224,,1969278.452,10083489.965,27.78340815,-91.98260268,5118,W,6590,N,GB,216,G14224,,S,7825.0,G14224,GB,216.0,F,S,7825.0,G14224,GB,216.0,F,Y,NOBLE PAUL ROMANO,SEMISUBMERSIBLE,92126,D,1981,INGALLS MS,1997.0,6600,32500,10/24/2018,9/18/2019,,,"Safe welding area was originally approved by the New Orleans District in 1999. In October 2015 the safe welding area was moved and a submittal was sent to the Lafayette District for approval. After inspecting the safe welding area, the Lafayette District denied the safe welding area approval request. Therefore, the Noble Paul Romano must follow the Operators Safe Welding Plan for all welding and burning operations, per 250.109.  ",Hess Corporation,5/31/2017 2:43:53 PM,6/13/2017 10:34:43 AM
