﻿OccNo,OccID,VesselID,VesselName,XrfOccVesselLsApplianceID,LsApplianceID,LsApplianceDisplayEng,LsApplianceDisplayFre,UsedEnum,UsedEnumDisplayEng,UsedEnumDisplayFre,ApprovedEnum,ApprovedEnumDisplayEng,ApprovedEnumDisplayFre
"500-21-291",3877,2981,"ROGERS PASS",202,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-291",3877,2981,"ROGERS PASS",202,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"3858",3858,2968,"SUZANNE-IVAN",201,14,"Other","Autre",32,"No","Non",,,
"3858",3858,2968,"SUZANNE-IVAN",201,14,"Other","Autre",32,"No","Non",,,
"3831",3831,660,"FLORA QUEEN",200,14,"Other","Autre",32,"No","Non",,,
"3822",3822,2948,"MANIC III",199,14,"Other","Autre",32,"No","Non",,,
"3822",3822,2948,"MANIC III",199,14,"Other","Autre",32,"No","Non",,,
"3801",3801,2935,"EILEEN C",198,14,"Other","Autre",32,"No","Non",,,
"3792",3792,2929,"ALASKAN",197,7,"Lifejacket","Gilet de sauvetage",32,"No","Non",,,
"3780",3780,715,"MISS LEANNE",196,14,"Other","Autre",32,"No","Non",,,
"500-21-281",3779,2918,"DETOUR",195,14,"Other","Autre",32,"No","Non",,,
"500-21-281",3779,2918,"DETOUR",195,14,"Other","Autre",32,"No","Non",,,
"3777",3777,1276,"ALPACA NO. 1",194,14,"Other","Autre",32,"No","Non",,,
"3763",3763,2909,"CAPE SHALLOP",193,14,"Other","Autre",32,"No","Non",,,
"500-21-275",3692,2858,"LEE WANG ZIN",192,14,"Other","Autre",32,"No","Non",,,
"3664",3664,12726,"TRAMCO AMITY",190,8,"Lifeboat","Embarcation/canot de sauvetage",,,,,,
"3664",3664,12726,"TRAMCO AMITY",191,11,"Lifebuoy","Bouée de sauvetage",,,,,,
"500-23-14",3636,2819,"CONDARRELL",188,14,"Other","Autre",32,"No","Non",,,
"3623",3623,2807,"PHYLLIS & RUTH",187,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"3623",3623,2807,"PHYLLIS & RUTH",187,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"3601",3601,2795,"TODD BROTHERS",186,14,"Other","Autre",32,"No","Non",,,
"500-21-263",3572,369,"ZAANDAM",184,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-263",3572,369,"ZAANDAM",184,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-263",3572,369,"ZAANDAM",184,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-263",3572,369,"ZAANDAM",184,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-263",3572,369,"ZAANDAM",185,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-21-263",3572,369,"ZAANDAM",185,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-21-263",3572,369,"ZAANDAM",185,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-21-263",3572,369,"ZAANDAM",185,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-21-259",3511,1002,"SHIRLEY ANNE W",183,14,"Other","Autre",32,"No","Non",,,
"500-21-253",3442,2566,"888-77",182,14,"Other","Autre",32,"No","Non",,,
"500-21-253",3442,2566,"888-77",182,14,"Other","Autre",32,"No","Non",,,
"500-21-253",3442,2566,"888-77",182,14,"Other","Autre",32,"No","Non",,,
"500-21-250",3424,2087,"SCOTIA BAY",181,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"3394",3394,1709,"RED WING",180,11,"Lifebuoy","Bouée de sauvetage",32,"No","Non",,,
"500-21-246",3382,2657,"PAULINE GLADYS",179,14,"Other","Autre",32,"No","Non",,,
"500-21-246",3382,2657,"PAULINE GLADYS",179,14,"Other","Autre",32,"No","Non",,,
"500-21-246",3382,2657,"PAULINE GLADYS",179,14,"Other","Autre",32,"No","Non",,,
"500-21-246",3382,2657,"PAULINE GLADYS",179,14,"Other","Autre",32,"No","Non",,,
"500-21-243",3321,1081,"QUEEN OF ALBERNI",178,14,"Other","Autre",32,"No","Non",,,
"500-21-243",3321,1081,"QUEEN OF ALBERNI",178,14,"Other","Autre",32,"No","Non",,,
"500-21-243",3321,1081,"QUEEN OF ALBERNI",178,14,"Other","Autre",32,"No","Non",,,
"500-23-9",3320,2621,"POLAR FISH",177,11,"Lifebuoy","Bouée de sauvetage",32,"No","Non",,,
"3279",3279,2587,"SILVER HORDE",176,14,"Other","Autre",32,"No","Non",,,
"3239",3239,298,"THOMAS RENNIE",175,11,"Lifebuoy","Bouée de sauvetage",32,"No","Non",,,
"3214",3214,2543,"SILVER FOAM",173,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",32,"No","Non",,,
"500-21-236",3213,2542,"T.D.H. SERVICE NO. 3",172,14,"Other","Autre",32,"No","Non",,,
"500-21-236",3213,2542,"T.D.H. SERVICE NO. 3",172,14,"Other","Autre",32,"No","Non",,,
"500-21-236",3213,2542,"T.D.H. SERVICE NO. 3",172,14,"Other","Autre",32,"No","Non",,,
"3208",3208,2539,"CHARANNA",171,14,"Other","Autre",32,"No","Non",,,
"500-21-233",3181,2523,"CATHY & JANIS II",169,14,"Other","Autre",32,"No","Non",,,
"500-21-233",3181,2523,"CATHY & JANIS II",169,14,"Other","Autre",32,"No","Non",,,
"500-21-233",3181,2523,"CATHY & JANIS II",170,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-21-233",3181,2523,"CATHY & JANIS II",170,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-21-234",3176,2519,"CLISSIE ELDORA",168,14,"Other","Autre",32,"No","Non",,,
"500-21-234",3176,2519,"CLISSIE ELDORA",168,14,"Other","Autre",32,"No","Non",,,
"500-21-234",3176,2519,"CLISSIE ELDORA",168,14,"Other","Autre",32,"No","Non",,,
"500-21-234",3176,2519,"CLISSIE ELDORA",168,14,"Other","Autre",32,"No","Non",,,
"500-23-6",3127,2034,"CARTIERCLIFFE HALL",166,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-23-6",3127,2034,"CARTIERCLIFFE HALL",166,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-23-6",3127,2034,"CARTIERCLIFFE HALL",166,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-23-6",3127,2034,"CARTIERCLIFFE HALL",167,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-23-6",3127,2034,"CARTIERCLIFFE HALL",167,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-23-6",3127,2034,"CARTIERCLIFFE HALL",167,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-21-218",3038,1835,"OCEAN CRUISER",165,14,"Other","Autre",32,"No","Non",,,
"500-21-218",3038,1835,"OCEAN CRUISER",165,14,"Other","Autre",32,"No","Non",,,
"500-21-218",3038,1835,"OCEAN CRUISER",165,14,"Other","Autre",32,"No","Non",,,
"500-21-218",3038,1835,"OCEAN CRUISER",165,14,"Other","Autre",32,"No","Non",,,
"500-21-218",3038,1835,"OCEAN CRUISER",165,14,"Other","Autre",32,"No","Non",,,
"500-21-218",3038,1835,"OCEAN CRUISER",165,14,"Other","Autre",32,"No","Non",,,
"3034",3034,732,"MARINE NAUTICA",163,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"3034",3034,732,"MARINE NAUTICA",164,11,"Lifebuoy","Bouée de sauvetage",32,"No","Non",,,
"3011",3011,2408,"VICTORY XII",162,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"3011",3011,2408,"VICTORY XII",162,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"2918",2918,2348,"CARINA NO. 1",161,14,"Other","Autre",32,"No","Non",,,
"500-21-202",2868,2311,"MOETOD",160,14,"Other","Autre",32,"No","Non",,,
"500-21-202",2868,2310,"JONI MARIE",159,14,"Other","Autre",32,"No","Non",,,
"500-21-201",2855,2298,"VICTORIA",158,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"2794",2794,2060,"FOUR WINDS II",157,14,"Other","Autre",32,"No","Non",,,
"500-21-191",2789,2254,"GARGAMELLE",156,14,"Other","Autre",32,"No","Non",,,
"500-21-191",2789,2254,"GARGAMELLE",156,14,"Other","Autre",32,"No","Non",,,
"2786",2786,22505,"VICTORY CHIMES",155,10,"Liferaft","Radeau de sauvetage",,,,,,
"500-21-183",2735,2220,"REMOY",154,14,"Other","Autre",32,"No","Non",,,
"500-21-183",2735,2220,"REMOY",154,14,"Other","Autre",32,"No","Non",,,
"500-21-183",2735,2220,"REMOY",154,14,"Other","Autre",32,"No","Non",,,
"2706",2706,2198,"SC 151",153,14,"Other","Autre",32,"No","Non",,,
"2706",2706,2198,"SC 151",153,14,"Other","Autre",32,"No","Non",,,
"2706",2706,2198,"SC 151",153,14,"Other","Autre",32,"No","Non",,,
"500-21-178",2676,2181,"SHOGUN",152,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-21-178",2676,2181,"SHOGUN",152,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"2660",2660,2163,"MISS D",151,14,"Other","Autre",32,"No","Non",,,
"500-21-175",2653,2166,"HASSELT",150,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-175",2653,2166,"HASSELT",150,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"2650",2650,2164,"DARLENE JEAN",149,14,"Other","Autre",32,"No","Non",,,
"2650",2650,2164,"DARLENE JEAN",149,14,"Other","Autre",32,"No","Non",,,
"500-21-174",2649,1436,"BEATRICE AND ANN",148,14,"Other","Autre",32,"No","Non",,,
"500-21-173",2645,2160,"JACQULINE DIANE",147,14,"Other","Autre",32,"No","Non",,,
"2566",2566,192,"JULIE AND BROTHER",146,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",32,"No","Non",,,
"500-21-158",2557,210,"TAVERNER",145,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-158",2557,210,"TAVERNER",145,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-158",2557,210,"TAVERNER",145,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"2535",2535,2081,"NAWANHE II",144,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-21-157",2524,2021,"VEENDAM",143,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-157",2524,2021,"VEENDAM",143,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-154",2486,2048,"S P BARGE NO 2",142,7,"Lifejacket","Gilet de sauvetage",32,"No","Non",,,
"500-21-154",2486,2048,"S P BARGE NO 2",142,7,"Lifejacket","Gilet de sauvetage",32,"No","Non",,,
"500-21-154",2486,2048,"S P BARGE NO 2",142,7,"Lifejacket","Gilet de sauvetage",32,"No","Non",,,
"2455",2455,1993,"HARVEY & SISTERS",141,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",32,"No","Non",,,
"2454",2454,1993,"HARVEY & SISTERS",140,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",32,"No","Non",,,
"2452",2452,2027,"NORTHERN SPY",138,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"2452",2452,2027,"NORTHERN SPY",139,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"2385",2385,1971,"ROAMER",137,14,"Other","Autre",32,"No","Non",,,
"2385",2385,1971,"ROAMER",137,14,"Other","Autre",32,"No","Non",,,
"2380",2380,1967,"MOTHER ANN",136,14,"Other","Autre",32,"No","Non",,,
"2371",2371,1961,"PACIFIC MARL",135,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",32,"No","Non",,,
"500-21-140",2365,1955,"KHUDOZHNIK IOGANSON",134,14,"Other","Autre",32,"No","Non",,,
"500-21-139",2356,1947,"S P JACQUES CARTIER",133,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"2295",2295,1898,"ANGI DEREK",131,14,"Other","Autre",32,"No","Non",,,
"2295",2295,1898,"ANGI DEREK",131,14,"Other","Autre",32,"No","Non",,,
"2294",2294,2521,"PANTOKRATOR",129,11,"Lifebuoy","Bouée de sauvetage",,,,,,
"2294",2294,2521,"PANTOKRATOR",130,10,"Liferaft","Radeau de sauvetage",,,,,,
"500-21-130",2244,1855,"CLARA HALLETT",128,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"2216",2216,1837,"GRAND PRIX",127,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"2216",2216,1837,"GRAND PRIX",127,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"2210",2210,1832,"UNO",126,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",32,"No","Non",,,
"2197",2197,1824,"EASTERN PHOENIX",125,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"2197",2197,1824,"EASTERN PHOENIX",125,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"2197",2197,1824,"EASTERN PHOENIX",125,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-120",2146,1792,"SANTA CRUZ",123,14,"Other","Autre",32,"No","Non",,,
"500-21-120",2146,1792,"SANTA CRUZ",123,14,"Other","Autre",32,"No","Non",,,
"500-21-121",2145,1791,"MOTHER III",121,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",32,"No","Non",,,
"500-21-121",2145,1791,"MOTHER III",122,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-21-107",2010,1701,"LADY ERA",119,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",32,"No","Non",,,
"500-21-107",2010,1701,"LADY ERA",120,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-105",2006,1697,"MISS JOYE",118,14,"Other","Autre",32,"No","Non",,,
"1989",1989,1683,"LITTLE MACK",117,14,"Other","Autre",32,"No","Non",,,
"1937",1937,1647,"B C QUEEN",116,14,"Other","Autre",32,"No","Non",,,
"1883",1883,1603,"ROAMING CHIEF II",115,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"1875",1875,1596,"DEWY MIST",114,14,"Other","Autre",32,"No","Non",,,
"500-21-92",1852,1580,"LADY SANDRA",112,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"1845",1845,1513,"NORTHERN RIDER",111,14,"Other","Autre",32,"No","Non",,,
"1845",1845,1513,"NORTHERN RIDER",111,14,"Other","Autre",32,"No","Non",,,
"1838",1838,1570,"PILOT POINT TWO",110,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"1838",1838,1570,"PILOT POINT TWO",110,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"1824",1824,566,"CHARLOTTE A. FINN",109,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",32,"No","Non",,,
"1824",1824,566,"CHARLOTTE A. FINN",109,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",32,"No","Non",,,
"1805",1805,1539,"NIL-CESSNA 180",107,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",32,"No","Non",,,
"1805",1805,1539,"NIL-CESSNA 180",108,14,"Other","Autre",32,"No","Non",,,
"1792",1792,1527,"LADY CLAIRE",106,14,"Other","Autre",32,"No","Non",,,
"500-21-86",1775,1515,"RED COAT II",105,14,"Other","Autre",32,"No","Non",,,
"500-21-82",1705,1463,"KIMBERLY DARLENE",104,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-82",1705,1463,"KIMBERLY DARLENE",104,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-82",1705,1463,"KIMBERLY DARLENE",104,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-82",1705,1217,"FREDERICK CARTER",103,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"1662",1662,1429,"WESTERN RANGER",101,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"1662",1662,1429,"WESTERN RANGER",101,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"1662",1662,1429,"WESTERN RANGER",102,14,"Other","Autre",32,"No","Non",,,
"1662",1662,1429,"WESTERN RANGER",102,14,"Other","Autre",32,"No","Non",,,
"1634",1634,1406,"FURUNO",100,14,"Other","Autre",32,"No","Non",,,
"1625",1625,1399,"ITEL HERCULES",99,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-79",1603,1383,"WILLIAM CARSON",97,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-79",1603,1383,"WILLIAM CARSON",97,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-79",1603,1383,"WILLIAM CARSON",98,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-21-79",1603,1383,"WILLIAM CARSON",98,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"1593",1593,1377,"BUDDY-BOB",96,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"1593",1593,1377,"BUDDY-BOB",96,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"1577",1577,1365,"HOLIDAY ISLAND",95,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-72",1523,769,"MARIA D",94,14,"Other","Autre",32,"No","Non",,,
"1432",1432,1261,"LADY FLO",93,14,"Other","Autre",32,"No","Non",,,
"500-21-66",1423,65,"TERENA LOUISE",92,7,"Lifejacket","Gilet de sauvetage",32,"No","Non",,,
"1422",1422,1254,"SAN PEDRO",91,14,"Other","Autre",32,"No","Non",,,
"1422",1422,1254,"SAN PEDRO",91,14,"Other","Autre",32,"No","Non",,,
"1418",1418,1253,"HIGH SEA QUEEN",90,14,"Other","Autre",32,"No","Non",,,
"1418",1418,1253,"HIGH SEA QUEEN",90,14,"Other","Autre",32,"No","Non",,,
"1407",1407,434,"IMPERIAL BEDFORD",89,14,"Other","Autre",32,"No","Non",,,
"1401",1401,39,"CHARLOTTE LOUISE II",88,14,"Other","Autre",32,"No","Non",,,
"500-21-65",1399,1241,"DIANNAE GAY",87,14,"Other","Autre",32,"No","Non",,,
"500-21-65",1399,1241,"DIANNAE GAY",87,14,"Other","Autre",32,"No","Non",,,
"1371",1371,1220,"WILL IDA - 25K3797",86,14,"Other","Autre",32,"No","Non",,,
"1371",1371,1220,"WILL IDA - 25K3797",86,14,"Other","Autre",32,"No","Non",,,
"1371",1371,1220,"WILL IDA - 25K3797",86,14,"Other","Autre",32,"No","Non",,,
"1371",1371,1220,"WILL IDA - 25K3797",86,14,"Other","Autre",32,"No","Non",,,
"1371",1371,1220,"WILL IDA - 25K3797",86,14,"Other","Autre",32,"No","Non",,,
"1371",1371,1220,"WILL IDA - 25K3797",86,14,"Other","Autre",32,"No","Non",,,
"500-21-59",1311,805,"MISS JEAN",84,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"1284",1284,1165,"GORDON M. NO. 1",83,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"1284",1284,1165,"GORDON M. NO. 1",83,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"1284",1284,1165,"GORDON M. NO. 1",83,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"1284",1284,1165,"GORDON M. NO. 1",83,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"1233",1233,1123,"ROBIN LYNN",82,14,"Other","Autre",32,"No","Non",,,
"1233",1233,1123,"ROBIN LYNN",82,14,"Other","Autre",32,"No","Non",,,
"1221",1221,1110,"COURLIS",81,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-53",1215,1105,"GABRIELLA",80,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-21-53",1215,1105,"GABRIELLA",80,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"1211",1211,1101,"HILMA",79,14,"Other","Autre",32,"No","Non",,,
"1204",1204,1095,"MIDNIGHT CHIMES",78,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"1204",1204,1095,"MIDNIGHT CHIMES",78,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"1204",1204,1095,"MIDNIGHT CHIMES",78,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-21-44",1161,1060,"ZION",77,14,"Other","Autre",32,"No","Non",,,
"500-21-44",1161,1060,"ZION",77,14,"Other","Autre",32,"No","Non",,,
"1146",1146,1044,"TALOFA II",76,14,"Other","Autre",32,"No","Non",,,
"M1109",1109,1014,"BELLE ISLE SD",75,14,"Other","Autre",32,"No","Non",,,
"1082",1082,988,"ST CHARLES III",73,14,"Other","Autre",32,"No","Non",,,
"1082",1082,988,"ST CHARLES III",73,14,"Other","Autre",32,"No","Non",,,
"1082",1082,988,"ST CHARLES III",74,7,"Lifejacket","Gilet de sauvetage",32,"No","Non",,,
"1082",1082,988,"ST CHARLES III",74,7,"Lifejacket","Gilet de sauvetage",32,"No","Non",,,
"500-21-41",1061,970,"EVCO BREEZE",72,14,"Other","Autre",32,"No","Non",,,
"1055",1055,964,"FEU FOLLET - 192850",70,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"1055",1055,964,"FEU FOLLET - 192850",71,7,"Lifejacket","Gilet de sauvetage",32,"No","Non",,,
"500-21-40",1035,944,"BRION",69,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"1015",1015,927,"DONNA CHRISTINE",68,14,"Other","Autre",32,"No","Non",,,
"1015",1015,927,"DONNA CHRISTINE",68,14,"Other","Autre",32,"No","Non",,,
"500-21-38",1011,923,"M F 8",66,11,"Lifebuoy","Bouée de sauvetage",32,"No","Non",,,
"500-21-38",1011,923,"M F 8",66,11,"Lifebuoy","Bouée de sauvetage",32,"No","Non",,,
"500-21-38",1011,923,"M F 8",67,14,"Other","Autre",32,"No","Non",,,
"500-21-38",1011,923,"M F 8",67,14,"Other","Autre",32,"No","Non",,,
"1006",1006,918,"N P 324",65,14,"Other","Autre",32,"No","Non",,,
"1006",1006,918,"N P 324",65,14,"Other","Autre",32,"No","Non",,,
"M1000",1000,914,"PELICAN",64,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"993",993,908,"S P BELLE ILE",63,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"993",993,908,"S P BELLE ILE",63,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"982",982,900,"KWASIND - 130318",62,14,"Other","Autre",32,"No","Non",,,
"982",982,900,"KWASIND - 130318",62,14,"Other","Autre",32,"No","Non",,,
"979",979,898,"J D K",61,14,"Other","Autre",32,"No","Non",,,
"979",979,898,"J D K",61,14,"Other","Autre",32,"No","Non",,,
"979",979,898,"J D K",61,14,"Other","Autre",32,"No","Non",,,
"979",979,898,"J D K",61,14,"Other","Autre",32,"No","Non",,,
"979",979,898,"J D K",61,14,"Other","Autre",32,"No","Non",,,
"979",979,898,"J D K",61,14,"Other","Autre",32,"No","Non",,,
"967",967,884,"OCEAN TRIBUTE",60,14,"Other","Autre",32,"No","Non",,,
"967",967,884,"OCEAN TRIBUTE",60,14,"Other","Autre",32,"No","Non",,,
"947",947,864,"SAMPO",59,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"922",922,843,"CAROUSEL NO. 1",58,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"922",922,843,"CAROUSEL NO. 1",58,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"922",922,843,"CAROUSEL NO. 1",58,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"917",917,838,"CAPE NEDDICK",56,11,"Lifebuoy","Bouée de sauvetage",32,"No","Non",,,
"917",917,838,"CAPE NEDDICK",57,14,"Other","Autre",32,"No","Non",,,
"500-21-35",889,817,"ASBJURG",55,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-21-35",889,817,"ASBJURG",55,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"874",874,804,"FAIR ISLAND TRADER",54,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"862",862,794,"UNION MAID",53,14,"Other","Autre",32,"No","Non",,,
"862",862,794,"UNION MAID",53,14,"Other","Autre",32,"No","Non",,,
"500-21-34",860,793,"CHRISTMAS SEAL",52,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500-21-34",860,793,"CHRISTMAS SEAL",52,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"9708 29 1",847,783,"GYPSY SOUL - 26K3644",51,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",32,"No","Non",,,
"9708 29 1",847,783,"GYPSY SOUL - 26K3644",51,2,"Pyrotechnic distress signal","Signal de détresse pyrothecnique",32,"No","Non",,,
"819",819,760,"JOLINE & BROTHERS",50,14,"Other","Autre",32,"No","Non",,,
"788",788,137,"H C HEIMBECKER",49,14,"Other","Autre",32,"No","Non",,,
"785",785,730,"NIL-6K5416 - 6K5416",47,14,"Other","Autre",32,"No","Non",,,
"785",785,730,"NIL-6K5416 - 6K5416",47,14,"Other","Autre",32,"No","Non",,,
"783",783,728,"WHITE CAP II",46,14,"Other","Autre",32,"No","Non",,,
"783",783,728,"WHITE CAP II",46,14,"Other","Autre",32,"No","Non",,,
"766",766,715,"MISS LEANNE",45,14,"Other","Autre",32,"No","Non",,,
"M743",743,698,"BEOTHIC TRADER",44,14,"Other","Autre",32,"No","Non",,,
"M743",743,698,"BEOTHIC TRADER",44,14,"Other","Autre",32,"No","Non",,,
"M743",743,698,"BEOTHIC TRADER",44,14,"Other","Autre",32,"No","Non",,,
"M743",743,698,"BEOTHIC TRADER",44,14,"Other","Autre",32,"No","Non",,,
"688",688,650,"MELVIN E",43,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500-21-30",680,644,"CANFISCO",40,14,"Other","Autre",32,"No","Non",,,
"500-21-30",680,644,"CANFISCO",40,14,"Other","Autre",32,"No","Non",,,
"500 21 29",674,115,"CAPE FREELS",38,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500 21 29",674,115,"CAPE FREELS",38,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500 21 29",674,115,"CAPE FREELS",38,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500 21 29",674,115,"CAPE FREELS",38,8,"Lifeboat","Embarcation/canot de sauvetage",32,"No","Non",,,
"500 21 29",674,115,"CAPE FREELS",39,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500 21 29",674,115,"CAPE FREELS",39,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500 21 29",674,115,"CAPE FREELS",39,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500 21 29",674,115,"CAPE FREELS",39,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
"500 21 28",648,615,"STARSHINE",36,14,"Other","Autre",32,"No","Non",,,
"500 21 28",648,615,"STARSHINE",36,14,"Other","Autre",32,"No","Non",,,
"500 21 28",648,615,"STARSHINE",36,14,"Other","Autre",32,"No","Non",,,
"500 21 27",647,614,"BRUCE I",35,10,"Liferaft","Radeau de sauvetage",32,"No","Non",,,
