﻿OccNo,OccID,VesselID,VesselName,VesselSoftwareAudioID,RecordingEquipID,RecordingEquipDisplayEng,RecordingEquipDisplayFre,SoftwareAudioMakeID,SoftwareAudioMakeDisplayEng,SoftwareAudioMakeDisplayFre,SoftwareAudioModelID,SoftwareAudioModelDisplayEng,SoftwareAudioModelDisplayFre,SoftwareVersion,SerialNumber,VdrDetailID,RecCapacity_NumberOfDays,RecAudioFilesDelEnum,RecAudioFilesDelEnumDisplayEng,RecAudioFilesDelEnumDisplayFre,RecAudioFilesSegregatedEnum,RecAudioFilesSegregatedEnumDisplayEng,RecAudioFilesSegregatedEnumDisplayFre,CapsuleRecCapacity_NumberOfDays,CapsuleAudioFilesDelEnum,CapsuleAudioFilesDelEnumDisplayEng,CapsuleAudioFilesDelEnumDisplayFre,CapsuleAudioFilesSegregatedEnum,CapsuleAudioFilesSegregatedEnumDisplayEng,CapsuleAudioFilesSegregatedEnumDisplayFre,DataExtractedEnum,DataExtractedEnumDisplayEng,DataExtractedEnumDisplayFre,ReasonNotExtractedID,ReasonNotExtractedDisplayEng,ReasonNotExtractedDisplayFre,EquipSeizedEnum,EquipSeizedEnumDisplayEng,EquipSeizedEnumDisplayFre,InstructionsPostedEnum,InstructionsPostedEnumDisplayEng,InstructionsPostedEnumDisplayFre,InstructionAvailableEnum,InstructionAvailableEnumDisplayEng,InstructionAvailableEnumDisplayFre
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0005",41721,25430,"MSC MONICA",889,16,"VDR","VDR",31,"Rutter","Rutter",62,"VDR 100G2","VDR 100G2",,,157,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M16C0004",41719,1923,"ARCTIC",870,16,"VDR","VDR",18,"Kongsberg","Kongsberg",41,"MBB (Marine Black Box)","MBB (Marine Black Box)",,,150,,32,"No","Non",32,"No","Non",,32,"No","Non",32,"No","Non",32,"No","Non",3,"Other","Autre",32,"No","Non",33,"Unknown","Inconnue",33,"Unknown","Inconnue"
"M16C0004",41719,1923,"ARCTIC",870,16,"VDR","VDR",18,"Kongsberg","Kongsberg",41,"MBB (Marine Black Box)","MBB (Marine Black Box)",,,150,,32,"No","Non",32,"No","Non",,32,"No","Non",32,"No","Non",32,"No","Non",3,"Other","Autre",32,"No","Non",33,"Unknown","Inconnue",33,"Unknown","Inconnue"
"M16C0004",41719,1923,"ARCTIC",870,16,"VDR","VDR",18,"Kongsberg","Kongsberg",41,"MBB (Marine Black Box)","MBB (Marine Black Box)",,,150,,32,"No","Non",32,"No","Non",,32,"No","Non",32,"No","Non",32,"No","Non",3,"Other","Autre",32,"No","Non",33,"Unknown","Inconnue",33,"Unknown","Inconnue"
"M16C0004",41719,1923,"ARCTIC",870,16,"VDR","VDR",18,"Kongsberg","Kongsberg",41,"MBB (Marine Black Box)","MBB (Marine Black Box)",,,150,,32,"No","Non",32,"No","Non",,32,"No","Non",32,"No","Non",32,"No","Non",3,"Other","Autre",32,"No","Non",33,"Unknown","Inconnue",33,"Unknown","Inconnue"
"M15P0412",41715,12344,"THERESA 1",863,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0412",41715,12344,"THERESA 1",863,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0412",41715,12344,"THERESA 1",863,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0412",41715,12344,"THERESA 1",863,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0412",41715,12344,"THERESA 1",863,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0412",41715,12344,"THERESA 1",863,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0412",41715,12344,"THERESA 1",863,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0412",41715,12344,"THERESA 1",863,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M16P0008",41696,25413,"SEA IMP IX",856,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M16P0006",41694,25299,"BURRARD OTTER II",858,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M16P0004",41692,25410,"NEW JOURNEY",853,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M16P0004",41692,25410,"NEW JOURNEY",854,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M16P0004",41692,25410,"NEW JOURNEY",855,16,"VDR","VDR",16,"JRC","JRC",33,"JCY-1700","JCY-1700",,,147,,,,,,,,,,,,,,,32,"No","Non",3,"Other","Autre",32,"No","Non",,,,,,
"M15P0408",41676,25397,"BAYNES SOUND CONNECTOR",846,7,"Electronic Chart System (ECS)","Système de cartes électroniques (SCE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0408",41676,25397,"BAYNES SOUND CONNECTOR",847,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0210",41673,25395,"PATRAS",859,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0210",41673,25395,"PATRAS",859,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0210",41673,25395,"PATRAS",860,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0210",41673,25395,"PATRAS",860,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0397",41657,25400,"SST ORLEANS",849,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0397",41657,25391,"KAI XUAN ",848,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0396",41656,25383,"C02758BC",842,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0209",41655,22806,"MISSISSAGI",840,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0209",41655,22806,"MISSISSAGI",841,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0208",41654,23309,"BBC MAPLE LEA",861,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0208",41654,23309,"BBC MAPLE LEA",861,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0208",41654,23309,"BBC MAPLE LEA",861,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0208",41654,23309,"BBC MAPLE LEA",862,16,"VDR","VDR",49,"Interschalt","Interschalt",94,"Mer-VDR","Mer-VDR","VDR G4",,148,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M15C0208",41654,23309,"BBC MAPLE LEA",862,16,"VDR","VDR",49,"Interschalt","Interschalt",94,"Mer-VDR","Mer-VDR","VDR G4",,148,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M15C0208",41654,23309,"BBC MAPLE LEA",862,16,"VDR","VDR",49,"Interschalt","Interschalt",94,"Mer-VDR","Mer-VDR","VDR G4",,148,,31,"Yes","Oui",31,"Yes","Oui",,31,"Yes","Oui",31,"Yes","Oui",31,"Yes","Oui",,,,32,"No","Non",31,"Yes","Oui",31,"Yes","Oui"
"M15C0207",41634,21926,"OJIBWAY",838,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0207",41634,21926,"OJIBWAY",838,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0207",41634,21926,"OJIBWAY",838,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0207",41634,21926,"OJIBWAY",838,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0207",41634,21926,"OJIBWAY",839,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0207",41634,21926,"OJIBWAY",839,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0207",41634,21926,"OJIBWAY",839,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0207",41634,21926,"OJIBWAY",839,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0205",41629,3070,"ALGOMA ENTERPRISE",832,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0205",41629,3070,"ALGOMA ENTERPRISE",832,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0205",41629,3070,"ALGOMA ENTERPRISE",833,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0205",41629,3070,"ALGOMA ENTERPRISE",833,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15A0370",41612,23903,"SARAH ELIZABETH",843,7,"Electronic Chart System (ECS)","Système de cartes électroniques (SCE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15A0370",41612,23903,"SARAH ELIZABETH",844,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0204",41610,24644,"IDA",850,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15C0204",41610,24644,"IDA",851,16,"VDR","VDR",17,"Kelvin Hughes","Kelvin Hughes",113,"X-VDR","X-VDR","MDP-A5",,146,,32,"No","Non",33,"Unknown","Inconnue",,32,"No","Non",33,"Unknown","Inconnue",32,"No","Non",2,"Data Not Saved","Données non sauvegardées",32,"No","Non",33,"Unknown","Inconnue",33,"Unknown","Inconnue"
"M15C0203",41609,25371,"Other - Workboat ""WARREN L2""",852,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15A0368",41607,25446,"FUNDY ROSE",876,7,"Electronic Chart System (ECS)","Système de cartes électroniques (SCE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15A0368",41607,25446,"FUNDY ROSE",877,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15A0368",41607,25446,"FUNDY ROSE",878,16,"VDR","VDR",47,"Danelec","Danelec",89,"DM100 VDR","DM100 VDR",,,152,,,,,,,,,,,,,,,32,"No","Non",3,"Other","Autre",32,"No","Non",,,,,,
"M15A0357",41590,24729,"OCEAN BREAKER",836,7,"Electronic Chart System (ECS)","Système de cartes électroniques (SCE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15A0357",41590,24729,"OCEAN BREAKER",836,7,"Electronic Chart System (ECS)","Système de cartes électroniques (SCE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15A0357",41590,24729,"OCEAN BREAKER",837,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15A0357",41590,24729,"OCEAN BREAKER",837,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15A0353",41586,1441,"JOHN E. RIGBY",834,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15A0353",41586,1441,"JOHN E. RIGBY",835,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15A0348",41581,24106,"COCK-A-WIT LADY",845,7,"Electronic Chart System (ECS)","Système de cartes électroniques (SCE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15A0348",41581,24106,"COCK-A-WIT LADY",845,7,"Electronic Chart System (ECS)","Système de cartes électroniques (SCE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0380",41577,25326,"STAR LYGRA",826,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0380",41577,25326,"STAR LYGRA",826,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0380",41577,25326,"STAR LYGRA",827,7,"Electronic Chart System (ECS)","Système de cartes électroniques (SCE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0380",41577,25326,"STAR LYGRA",827,7,"Electronic Chart System (ECS)","Système de cartes électroniques (SCE)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0380",41577,25326,"STAR LYGRA",828,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15P0380",41577,25326,"STAR LYGRA",828,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0022",41576,7328,"PINEGLEN",830,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0022",41576,7328,"PINEGLEN",830,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0022",41576,7328,"PINEGLEN",830,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0022",41576,7328,"PINEGLEN",830,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0022",41576,7328,"PINEGLEN",830,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0022",41576,7328,"PINEGLEN",830,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0022",41576,7328,"PINEGLEN",831,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0022",41576,7328,"PINEGLEN",831,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0022",41576,7328,"PINEGLEN",831,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0022",41576,7328,"PINEGLEN",831,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0022",41576,7328,"PINEGLEN",831,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0022",41576,7328,"PINEGLEN",831,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",819,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",819,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",819,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",819,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",819,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",819,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",819,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",819,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",819,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",819,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",819,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",819,6,"ECDIS","SEVCM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",820,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",820,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",820,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",820,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",820,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",820,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"M15F0021",41570,7328,"PINEGLEN",820,8,"GPS","GPS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
