API_WELL_NUMBER,WELL_NAME,WELL_NAME_SUFFIX,BOTM_LEASE_NUMBER,BOTM_AREA_CODE,BOTM_BLOCK_NUMBER,COMPANY_NAME,WELL_SPUD_DATE,BH_TOTAL_MD,WELL_BORE_TVD,WELL_TD_SS,RKB_ELEVATION,WELL_BP_ST_KICKOFF_MD,TOTAL_DEPTH_DATE,BOREHOLE_STAT_DT,WELL_TYPE_CODE,BOREHOLE_STAT_CD,CASING_CUT_CODE,WATER_DEPTH,UNDWTR_COMP_STUB,SURF_LEASE_NUMBER,SURF_LATITUDE,SURF_LONGITUDE,BOTM_LATITUDE,BOTM_LONGITUDE,REGION_CODE,SN_APD,MMS_COMPANY_NUM,KICKOFF_POINT_MD,WELL_NM_BP_SFIX,WELL_NM_ST_SFIX,PERMIT_TYPE,PRP_RKB_ELEV,MINERAL_CODE,REQ_SPUD_DATE,SUBSEA_BOP_FLAG,DRIVE_DEPTH,DRIVE_SIZE,SURF_AREA_CODE,SURF_BLOCK_NUMBER,SURF_STATE_LEASE_NUM,SURF_X_COORD_LOC,SURF_Y_COORD_LOC,SURF_E_W_DISTANCE,SURF_E_W_CODE,SURF_N_S_DISTANCE,SURF_N_S_CODE,BOTM_STATE_LEASE_NUM,SV_PLAN_CTRL_CD,SV_PLAN_CTRL_NUM,SV_SURF_LEASE_NUM,SV_SURF_AREA_CODE,SV_SURF_BLOCK_NUM,SV_WELL_NAME,BV_PLAN_CTRL_CD,BV_PLAN_CTRL_NUM,BV_BOTM_LEASE_NUM,BV_BOTM_AREA_CODE,BV_BOTM_BLOCK_NUM,BV_WELL_NAME,RIG_ANCHOR_FLAG,RIG_NAME,RIG_TYPE_CODE,RIG_ID_NUM,RIG_FUNC_CODE,CONSTRUCTION_YR,SHIPYARD_NAME,REFURBISHED_YR,RATED_WTR_DEPTH,RATE_DRIL_DEPTH,ABS_CERT_EXPR_DT,CG_CERT_EXPR_DT,SAFE_BRN_APRV_DT,SAFE_BURN_DIST,SAFE_BRN_RMK,BUS_ASC_NAME,APD_SUB_STATUS_DT,APD_STATUS_DT
177244039501, A004,ST01BP00,G04486,MP,301,Walter Oil & Gas Corporation,11/26/2008,10030,7925,7794,131.0,7364,12/6/2008,9/8/2020,D,PA,M,231.0,N,G04486,29.2068988,-88.76732166,29.1987066,-88.78013876,G,-7904,730,7405.0,0,1,Revised Sidetrack,95,H,11/14/2008,N,445.0,30.0,MP,301,,2818632.0,205631.0,3908,E,5417,S,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Walter Oil & Gas Corporation,12/9/2008 11:27:46 AM,12/9/2009 9:06:20 AM
177244039501, A004,ST01BP00,G04486,MP,301,Walter Oil & Gas Corporation,11/26/2008,10030,7925,7794,131.0,7364,12/6/2008,9/8/2020,D,PA,M,231.0,N,G04486,29.2068988,-88.76732166,29.1987066,-88.78013876,G,-7844,730,7405.0,0,1,Revised Sidetrack,95,H,11/14/2008,N,445.0,30.0,MP,301,,2818632.0,205631.0,3908,E,5417,S,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Walter Oil & Gas Corporation,11/25/2008 11:45:52 AM,11/25/2008 1:15:27 PM
177244039501, A004,ST01BP00,G04486,MP,301,Walter Oil & Gas Corporation,11/26/2008,10030,7925,7794,131.0,7364,12/6/2008,9/8/2020,D,PA,M,231.0,N,G04486,29.2068988,-88.76732166,29.1987066,-88.78013876,G,-7736,730,7405.0,0,1,Sidetrack,95,H,11/14/2008,N,445.0,30.0,MP,301,,2818632.0,205631.0,3908,E,5417,S,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Walter Oil & Gas Corporation,11/3/2008 4:09:30 PM,11/24/2008 7:43:20 PM
177244094400, A006,ST00BP00,G04486,MP,301,Walter Oil & Gas Corporation,8/18/2008,12600,11953,11822,131.0,,10/21/2008,9/6/2020,D,PA,M,231.0,S,G04486,29.20690338,-88.76734463,29.21105928,-88.75774243,G,-7098,730,,0,0,New Well,155,H,8/8/2008,N,575.0,30.0,MP,301,,2818623.464557,205624.819422,3917,E,5411,S,,S,3863.0,G04486,MP,  301,A-5,S,7200.0,G04486,MP,  301,A-6,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Walter Oil & Gas Corporation,7/9/2008 11:33:34 AM,8/8/2008 5:34:51 PM
177254084900,  008,ST00BP00,G03417,MP,   72,Talos Petroleum LLC,5/5/2008,1585,1585,1474,111.0,,5/17/2008,6/4/2008,E,PA,M,136.0,N,G03417,29.24323978,-88.9226658,29.24323428,-88.9226659,G,-6847,1834,,0,0,Revised New Well,111,H,5/5/2008,N,447.0,36.0,MP,72,,2768809.987681,217750.054873,3505,E,2778,S,,N,9106.0,G03417,MP,   72,A,N,9106.0,G03417,MP,   72,A,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Stone Energy Corporation,5/28/2008 8:13:58 AM,5/29/2008 4:00:18 PM
177254084900,  008,ST00BP00,G03417,MP,   72,Talos Petroleum LLC,5/5/2008,1585,1585,1474,111.0,,5/17/2008,6/4/2008,E,PA,M,136.0,N,G03417,29.24323978,-88.9226658,29.24323428,-88.9226659,G,-6745,1834,,0,0,Revised New Well,111,H,5/5/2008,N,447.0,36.0,MP,72,,2768809.987681,217750.054873,3505,E,2778,S,,N,9106.0,G03417,MP,   72,A,N,9106.0,G03417,MP,   72,A,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Stone Energy Corporation,5/12/2008 10:02:15 AM,5/13/2008 12:32:39 PM
427024029901, A008,ST00BP01,G04537,MU,A  31,"Black Elk Energy Offshore Operations, LLC",2/12/2008,12375,12043,11904,139.0,11395,3/1/2008,9/5/2018,D,PA,M,229.0,S,G04537,27.29402718,-96.70036025,27.29679778,-96.70558195,G,-6235,2589,11230.0,1,0,Bypass,139,H,2/4/2008,N,575.0,26.0,MU,A31,,2584437.799685,595672.036166,1058,E,7158,N,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Merit Energy Company,2/5/2008 9:48:36 AM,2/6/2008 9:45:49 AM
177254084900,  008,ST00BP00,G03417,MP,   72,Talos Petroleum LLC,5/5/2008,1585,1585,1474,111.0,,5/17/2008,6/4/2008,E,PA,M,136.0,N,G03417,29.24323978,-88.9226658,29.24323428,-88.9226659,G,-6231,1834,,0,0,New Well,110,H,2/25/2008,N,435.0,36.0,MP,72,,2768809.987681,217750.054873,3505,E,2778,S,,N,9106.0,G03417,MP,   72,A,N,9106.0,G03417,MP,   72,A,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Stone Energy Corporation,2/5/2008 2:58:05 PM,4/29/2008 4:25:26 PM
427024029900, A008,ST00BP00,G04537,MU,A  31,"Black Elk Energy Offshore Operations, LLC",12/4/2007,12116,11783,11644,139.0,,2/11/2008,2/12/2008,D,ST,N,229.0,N,G04537,27.29402718,-96.70036025,27.29681508,-96.70570625,G,-6112,2589,,0,0,Revised New Well,121,H,10/26/2007,N,575.0,26.0,MU,A31,,2584437.799685,595672.036166,1058,E,7158,N,,N,7111.0,G04537,MU,A  31,A-6,S,3857.0,G04537,MU,A  31,B-5,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Merit Energy Company,1/9/2008 9:36:03 AM,1/9/2008 10:27:07 AM
427024029900, A008,ST00BP00,G04537,MU,A  31,"Black Elk Energy Offshore Operations, LLC",12/4/2007,12116,11783,11644,139.0,,2/11/2008,2/12/2008,D,ST,N,229.0,N,G04537,27.29402718,-96.70036025,27.29681508,-96.70570625,G,-5721,2589,,0,0,Revised New Well,121,H,10/26/2007,N,575.0,26.0,MU,A31,,2584437.799685,595672.036166,1058,E,7158,N,,N,7111.0,G04537,MU,A  31,A-6,S,3857.0,G04537,MU,A  31,B-5,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Merit Energy Company,10/24/2007 1:21:33 PM,10/24/2007 3:25:21 PM
427024029900, A008,ST00BP00,G04537,MU,A  31,"Black Elk Energy Offshore Operations, LLC",12/4/2007,12116,11783,11644,139.0,,2/11/2008,2/12/2008,D,ST,N,229.0,N,G04537,27.29402718,-96.70036025,27.29681508,-96.70570625,G,-5611,2589,,0,0,New Well,121,H,10/19/2007,N,700.0,22.0,MU,A31,,2584437.799685,595672.036166,1058,E,7158,N,,N,7111.0,G04537,MU,A  31,A-6,S,3857.0,G04537,MU,A  31,B-5,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Merit Energy Company,10/10/2007 2:26:33 PM,10/19/2007 2:28:03 PM
177104037801, A015,ST01BP00,G02109,EI,  306,Apache Corporation,7/16/2007,9845,9658,9534,124.0,4034,8/1/2007,5/5/2011,D,PA,M,218.0,N,G02109,28.32316884,-91.60683923,28.32255404,-91.61050523,G,-5210,105,0.0,0,1,Revised Sidetrack,100,H,6/1/2007,N,520.0,26.0,EI,306,,1911969.04,-124822.08,2102,W,3253,N,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Apache Corporation,7/10/2007 7:18:25 AM,7/10/2007 7:48:09 AM
177104025301, B013,ST01BP00,G02105,EI,  296,Apache Corporation,6/8/2007,10810,9700,9577,123.0,0,6/23/2007,10/5/2010,D,PA,M,215.0,N,G02105,28.34257111,-91.53754741,28.33321091,-91.53792071,G,-5047,105,0.0,0,1,Revised Sidetrack,100,H,7/15/2007,N,650.0,26.0,EI,296,,1934284.2,-117811.08,9395,W,3758,S,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Apache Corporation,6/13/2007 9:28:56 AM,6/13/2007 10:27:54 AM
177104037801, A015,ST01BP00,G02109,EI,  306,Apache Corporation,7/16/2007,9845,9658,9534,124.0,4034,8/1/2007,5/5/2011,D,PA,M,218.0,N,G02109,28.32316884,-91.60683923,28.32255404,-91.61050523,G,-5045,105,0.0,0,1,Revised Sidetrack,100,H,6/1/2007,N,520.0,26.0,EI,306,,1911969.04,-124822.08,2102,W,3253,N,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Apache Corporation,6/13/2007 9:22:18 AM,6/13/2007 10:31:13 AM
177190063802, D007,ST02BP00, 00181,WD,69,GOM Shelf LLC,4/25/2007,11372,8880,8766,114.0,2022,5/2/2007,5/19/2007,D,COM,N,135.0,N, 00182,28.96967582,-89.81959358,28.97409922,-89.83362318,G,-4808,2451,2000.0,0,2,Revised Sidetrack,100,H,4/23/2007,N,360.0,20.0,WD,70,,2484091.93,113390.1,4014,W,10398,S,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,GOM Shelf LLC,5/2/2007 8:54:24 AM,5/2/2007 9:11:51 AM
177190063802, D007,ST02BP00, 00181,WD,69,GOM Shelf LLC,4/25/2007,11372,8880,8766,114.0,2022,5/2/2007,5/19/2007,D,COM,N,135.0,N, 00182,28.96967582,-89.81959358,28.97409922,-89.83362318,G,-4756,2451,2000.0,0,2,Sidetrack,100,H,4/23/2007,N,360.0,20.0,WD,70,,2484091.93,113390.1,4014,W,10398,S,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,GOM Shelf LLC,4/23/2007 3:37:31 PM,4/23/2007 9:26:31 PM
177190063801, D007,ST01BP00, 00181,WD,69,GOM Shelf LLC,4/8/2007,12026,9401,9287,114.0,309,4/20/2007,4/25/2007,D,ST,N,135.0,N, 00182,28.96967582,-89.81959358,28.95843822,-89.83355998,G,-4650,2451,221.0,0,1,Revised Sidetrack,100,H,3/19/2007,N,360.0,20.0,WD,70,,2484091.93,113390.1,4014,W,10398,S,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,GOM Shelf LLC,4/4/2007 2:51:38 PM,4/4/2007 4:28:16 PM
177104025301, B013,ST01BP00,G02105,EI,  296,Apache Corporation,6/8/2007,10810,9700,9577,123.0,0,6/23/2007,10/5/2010,D,PA,M,215.0,N,G02105,28.34257111,-91.53754741,28.33321091,-91.53792071,G,-4643,105,0.0,0,1,Sidetrack,100,H,7/15/2007,N,650.0,26.0,EI,296,,1934284.2,-117811.08,9395,W,3758,S,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Apache Corporation,4/5/2007 10:26:32 AM,5/17/2007 3:35:38 PM
177104037801, A015,ST01BP00,G02109,EI,  306,Apache Corporation,7/16/2007,9845,9658,9534,124.0,4034,8/1/2007,5/5/2011,D,PA,M,218.0,N,G02109,28.32316884,-91.60683923,28.32255404,-91.61050523,G,-4633,105,0.0,0,1,Sidetrack,100,H,6/1/2007,N,520.0,26.0,EI,306,,1911969.04,-124822.08,2102,W,3253,N,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Apache Corporation,4/12/2007 11:36:26 AM,6/4/2007 8:45:21 AM
427094099501, A004,ST01BP00,G04081,HI,A 550,"Noble Energy, Inc.",7/6/2007,13972,10168,10018,150.0,1060,7/30/2007,11/9/2022,D,TA,N,278.0,N,G04081,28.00634044,-94.10239206,27.98267914,-94.09656436,G,-4551,2894,80.0,0,1,Sidetrack,100,H,4/6/2007,N,725.0,30.0,HI,A550,,3580175.81,96006.0,6500,E,6954,N,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Coldren Resources LP,3/20/2007 8:50:09 AM,4/3/2007 5:22:33 PM
177190063801, D007,ST01BP00, 00181,WD,69,GOM Shelf LLC,4/8/2007,12026,9401,9287,114.0,309,4/20/2007,4/25/2007,D,ST,N,135.0,N, 00182,28.96967582,-89.81959358,28.95843822,-89.83355998,G,-4540,2451,221.0,0,1,Sidetrack,100,H,3/19/2007,N,360.0,24.0,WD,70,,2484091.93,113390.1,4014,W,10398,S,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,GOM Shelf LLC,3/15/2007 10:36:03 AM,3/19/2007 3:55:35 PM
177154087203, D003,ST02BP01,G01898,ST,148,McMoRan Oil & Gas LLC,3/10/2007,18070,17817,17666,151.0,17970,3/11/2007,5/18/2018,D,PA,M,96.0,N,G01898,28.61656246,-90.41182451,28.62124136,-90.41207321,G,-4502,1364,17965.0,1,2,Bypass,140,H,3/6/2007,N,525.0,30.0,ST,148,,2295735.06,-17032.4,5397,W,3782,N,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Newfield Exploration Company,3/13/2007 2:59:45 PM,3/15/2007 1:58:40 PM
177154085401, D001,ST01BP00,G01898,ST,148,McMoRan Oil & Gas LLC,,17521,17350,17250,100.0,,,8/7/2009,D,CNL,N,96.0,N,G01898,28.61657359,-90.41180662,28.61491667,-90.41005806,G,-4425,1364,14900.0,0,1,Sidetrack,140,H,3/1/2007,N,381.0,30.0,ST,148,,2295741.06,-17028.4,5403,W,3778,N,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Newfield Exploration Company,2/22/2007 4:18:51 PM,2/23/2007 10:27:11 AM
177154087202, D003,ST02BP00,G01898,ST,148,McMoRan Oil & Gas LLC,2/15/2007,18106,17851,17700,151.0,10960,2/28/2007,3/10/2007,D,ST,N,96.0,N,G01898,28.61656246,-90.41182451,28.62127756,-90.41207661,G,-4245,1364,11030.0,0,2,Sidetrack,140,H,2/1/2007,N,525.0,30.0,ST,148,,2295735.06,-17032.4,5397,W,3782,N,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Newfield Exploration Company,1/18/2007 10:11:55 AM,1/19/2007 10:01:45 AM
177104139701, B011,ST01BP00,G02108,EI,  305,"Maritech Resources, Inc.",12/29/2006,13214,11713,11582,131.0,7009,1/18/2007,6/29/2009,D,PA,E,228.0,N,G02108,28.30387089,-91.53309859,28.29356139,-91.53150969,G,-4059,1364,7000.0,0,1,Sidetrack,130,H,12/10/2006,N,525.0,68.0,EI,305,,1935690.36,-131889.66,4221,E,4178,S,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Newfield Exploration Company,12/12/2006 11:01:23 AM,12/13/2006 9:05:40 AM
177094040601, A010,ST01BP00,G03331,EI,  251,"Arena Offshore, LP",11/18/2006,8427,7954,7825,129.0,3955,11/25/2006,7/23/2014,D,TA,N,160.0,N,G03331,28.49725169,-91.5702664,28.50075749,-91.5672664,G,-3955,1364,3950.0,0,1,Revised Sidetrack,130,H,10/20/2006,N,535.0,24.0,EI,251,,1923889.2,-61574.76,1000,E,2000,S,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Newfield Exploration Company,11/16/2006 3:54:32 PM,11/21/2006 8:47:44 AM
177094037806, A004,ST03BP00,G36209,EI,  262,"Arena Offshore, LP",10/25/2006,11689,9918,9788,130.0,5364,11/3/2006,7/27/2014,D,TA,N,156.0,P,G03331,28.4973128,-91.5702975,28.4906614,-91.5812973,G,-3851,1364,5255.0,0,3,Sidetrack,130,H,9/30/2006,N,535.0,24.0,EI,251,,1923862.2,-61511.76,1027,E,2063,S,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Newfield Exploration Company,10/27/2006 11:05:13 AM,10/27/2006 1:40:22 PM
177094037805, A004,ST02BP00,G07736,EI,  262,"Arena Offshore, LP",10/11/2006,11883,9917,9787,130.0,5072,10/21/2006,10/25/2006,D,ST,N,156.0,N,G03331,28.4973128,-91.5702975,28.4896437,-91.5819486,G,-3717,1364,5000.0,0,2,Revised Sidetrack,130,H,9/30/2006,N,535.0,24.0,EI,251,,1923862.2,-61511.76,1027,E,2063,S,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Newfield Exploration Company,10/4/2006 1:46:53 PM,10/5/2006 7:23:13 AM
177094040601, A010,ST01BP00,G03331,EI,  251,"Arena Offshore, LP",11/18/2006,8427,7954,7825,129.0,3955,11/25/2006,7/23/2014,D,TA,N,160.0,N,G03331,28.49725169,-91.5702664,28.50075749,-91.5672664,G,-3713,1364,5800.0,0,1,Sidetrack,130,H,10/20/2006,N,535.0,24.0,EI,251,,1923889.2,-61574.76,1000,E,2000,S,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Newfield Exploration Company,10/4/2006 2:46:48 PM,10/10/2006 8:49:25 AM
177094037805, A004,ST02BP00,G07736,EI,  262,"Arena Offshore, LP",10/11/2006,11883,9917,9787,130.0,5072,10/21/2006,10/25/2006,D,ST,N,156.0,N,G03331,28.4973128,-91.5702975,28.4896437,-91.5819486,G,-3671,1364,5000.0,0,2,Sidetrack,130,H,9/30/2006,N,535.0,24.0,EI,251,,1923862.2,-61511.76,1027,E,2063,S,,,,,,,,,,,,,,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Newfield Exploration Company,9/26/2006 4:20:06 PM,9/28/2006 10:01:34 AM
177064094400, B002,ST00BP00,G02091,VR,  340,CNOOC Petroleum U.S.A. Inc.,7/12/2006,6287,5768,5645,123.0,,8/5/2006,9/28/2013,E,PA,M,224.0,N,G02091,28.21825665,-92.44713883,28.21393655,-92.44436973,G,-3340,687,,0,0,Revised New Well,110,H,5/15/2006,N,550.0,30.0,VR,340,,1641108.963288,-161298.586681,6273,E,6624,N,,S,6825.0,G02091,VR,  340,A,S,6825.0,G02091,VR,  340,B,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Nexen Petroleum U.S.A. Inc.,7/28/2006 11:22:26 AM,7/28/2006 1:14:06 PM
177064094400, B002,ST00BP00,G02091,VR,  340,CNOOC Petroleum U.S.A. Inc.,7/12/2006,6287,5768,5645,123.0,,8/5/2006,9/28/2013,E,PA,M,224.0,N,G02091,28.21825665,-92.44713883,28.21393655,-92.44436973,G,-3312,687,,0,0,Revised New Well,110,H,5/15/2006,N,550.0,30.0,VR,340,,1641108.963288,-161298.586681,6273,E,6624,N,,S,6825.0,G02091,VR,  340,A,S,6825.0,G02091,VR,  340,B,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Nexen Petroleum U.S.A. Inc.,7/24/2006 1:19:16 PM,7/26/2006 12:40:19 PM
177064094300, B001,ST00BP00,G02091,VR,  340,CNOOC Petroleum U.S.A. Inc.,6/22/2006,6141,5210,5087,123.0,,7/3/2006,9/28/2013,E,PA,M,224.0,N,G02091,28.21826165,-92.44718494,28.21773225,-92.44042324,G,-3135,687,,0,0,Revised New Well,100,H,5/1/2006,N,550.0,30.0,VR,340,,1641108.963288,-161298.586681,6273,E,6624,N,,S,6825.0,G02091,VR,  340,A,S,6825.0,G02091,VR,  340,A,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Nexen Petroleum U.S.A. Inc.,6/27/2006 9:53:31 AM,6/27/2006 2:56:32 PM
177064094400, B002,ST00BP00,G02091,VR,  340,CNOOC Petroleum U.S.A. Inc.,7/12/2006,6287,5768,5645,123.0,,8/5/2006,9/28/2013,E,PA,M,224.0,N,G02091,28.21825665,-92.44713883,28.21393655,-92.44436973,G,-2963,687,,0,0,Revised New Well,110,H,5/15/2006,N,550.0,30.0,VR,340,,1641108.963288,-161298.586681,6273,E,6624,N,,S,6825.0,G02091,VR,  340,A,S,6825.0,G02091,VR,  340,B,N,VALARIS JU-87 (ENSCO 87),JACKUP,91229.0,D,1982.0,LETOURNEAW,,300.0,25000.0,3/29/2021,4/21/2022,7/27/2006,GOMR Lake Charles District,Revised Safe Burn Area. BOP Control System Approved 11/12/10 BY LL,Nexen Petroleum U.S.A. Inc.,6/1/2006 4:34:53 PM,6/2/2006 8:30:20 AM
