SN_WAR_FK,BUS_ASC_NAME,OPERATIONS_COMPLETED_DATE,TOOL_LOGGING_METHOD_NAME,LOG_INTV_TOP_MD,LOG_INTV_BOTM_MD,SN_OPEN_HOLE
52636,Anadrill/Schlumberger Directional Services,11/11/2003,MWD/LWD,4746.0,13775.0,8061
52655,Anadrill/Schlumberger Directional Services,10/30/2003,MWD/LWD,5000.0,5110.0,8066
52655,Anadrill/Schlumberger Directional Services,10/30/2003,MWD/LWD,6050.0,6150.0,8067
52681,Anadrill/Schlumberger Directional Services,11/17/2003,MWD/LWD,13800.0,17538.0,8079
52681,Anadrill/Schlumberger Directional Services,11/18/2003,MWD/LWD,13800.0,17652.0,8080
52685,Anadrill/Schlumberger Directional Services,11/10/2003,WIRELINE,17650.0,17865.0,8081
52685,Anadrill/Schlumberger Directional Services,11/11/2003,WIRELINE,17865.0,17952.0,8082
52685,Anadrill/Schlumberger Directional Services,11/12/2003,WIRELINE,17952.0,18115.0,8083
52685,Anadrill/Schlumberger Directional Services,11/13/2003,WIRELINE,18115.0,18262.0,8085
52685,Anadrill/Schlumberger Directional Services,11/15/2003,WIRELINE,15155.0,18262.0,8086
52685,Anadrill/Schlumberger Directional Services,11/16/2003,WIRELINE,15155.0,17380.0,8087
52689,Anadrill/Schlumberger Directional Services,11/15/2003,WIRELINE,796.0,1150.0,8088
52689,Anadrill/Schlumberger Directional Services,11/16/2003,WIRELINE,1150.0,1537.0,8089
52771,Anadrill/Schlumberger Directional Services,11/24/2003,MWD/LWD,5500.0,9823.0,8130
52772,Anadrill/Schlumberger Directional Services,11/13/2003,MWD/LWD,8820.0,8943.0,8132
52772,Anadrill/Schlumberger Directional Services,11/18/2003,MWD/LWD,8943.0,9133.0,8133
52776,Anadrill/Schlumberger Directional Services,11/21/2003,WIRELINE,18262.0,18500.0,8140
52776,Anadrill/Schlumberger Directional Services,11/22/2003,WIRELINE,18500.0,18840.0,8142
52776,Anadrill/Schlumberger Directional Services,11/23/2003,WIRELINE,18840.0,19006.0,8143
52777,Anadrill/Schlumberger Directional Services,11/19/2003,WIRELINE,18229.0,20700.0,8144
52800,Anadrill/Schlumberger Directional Services,11/18/2003,WIRELINE,0.0,16560.0,8147
52912,Anadrill/Schlumberger Directional Services,11/8/2003,MWD/LWD,17172.0,18554.0,8168
52877,Anadrill/Schlumberger Directional Services,11/30/2003,MWD/LWD,9823.0,13945.0,8171
52924,Anadrill/Schlumberger Directional Services,11/10/2003,WIRELINE,13163.0,13250.0,8174
52993,Anadrill/Schlumberger Directional Services,11/24/2003,WIRELINE,3579.0,4090.0,8196
52993,Anadrill/Schlumberger Directional Services,11/25/2003,WIRELINE,4090.0,4645.0,8197
52993,Anadrill/Schlumberger Directional Services,11/26/2003,WIRELINE,4645.0,4850.0,8198
52993,Anadrill/Schlumberger Directional Services,11/27/2003,WIRELINE,4850.0,5019.0,8199
52993,Anadrill/Schlumberger Directional Services,11/30/2003,WIRELINE,5029.0,5675.0,8200
52994,Anadrill/Schlumberger Directional Services,11/24/2003,WIRELINE,19006.0,19112.0,8201
52994,Anadrill/Schlumberger Directional Services,11/25/2003,WIRELINE,19112.0,19372.0,8202
52994,Anadrill/Schlumberger Directional Services,11/26/2003,WIRELINE,19372.0,19582.0,8203
52994,Anadrill/Schlumberger Directional Services,11/27/2003,WIRELINE,19582.0,19645.0,8204
52994,Anadrill/Schlumberger Directional Services,11/30/2003,WIRELINE,19645.0,19873.0,8205
53025,Anadrill/Schlumberger Directional Services,11/16/2003,MWD/LWD,18554.0,19285.0,8216
53045,Anadrill/Schlumberger Directional Services,11/17/2003,WIRELINE,11800.0,13500.0,8238
53064,Anadrill/Schlumberger Directional Services,11/19/2003,MWD/LWD,9133.0,9678.0,8245
53064,Anadrill/Schlumberger Directional Services,11/20/2003,MWD/LWD,9678.0,9918.0,8246
53072,Anadrill/Schlumberger Directional Services,11/11/2003,WIRELINE,8858.0,10263.0,8247
53076,Anadrill/Schlumberger Directional Services,11/29/2003,WIRELINE,10263.0,14400.0,8248
53070,Anadrill/Schlumberger Directional Services,11/5/2003,WIRELINE,4545.0,8858.0,8249
53111,Anadrill/Schlumberger Directional Services,11/3/2003,MWD/LWD,7700.0,11850.0,8258
53213,Anadrill/Schlumberger Directional Services,11/27/2003,WIRELINE,4600.0,5570.0,8294
56287,Anadrill/Schlumberger Directional Services,3/11/2004,WIRELINE,8986.0,10840.0,9879
53342,Anadrill/Schlumberger Directional Services,10/9/2003,MWD/LWD,9340.0,10419.0,8361
53342,Anadrill/Schlumberger Directional Services,10/10/2003,MWD/LWD,10419.0,11098.0,8362
53344,Anadrill/Schlumberger Directional Services,10/12/2003,MWD/LWD,11098.0,11792.0,8363
53438,Anadrill/Schlumberger Directional Services,12/14/2003,MWD/LWD,21360.0,27480.0,8390
53493,Anadrill/Schlumberger Directional Services,12/15/2003,MWD/LWD,15750.0,16268.0,8415
53498,Anadrill/Schlumberger Directional Services,12/5/2003,WIRELINE,5019.0,8870.0,8416
53505,Anadrill/Schlumberger Directional Services,12/1/2003,WIRELINE,19873.0,20188.0,8433
53505,Anadrill/Schlumberger Directional Services,12/2/2003,WIRELINE,20188.0,20224.0,8434
53505,Anadrill/Schlumberger Directional Services,12/3/2003,WIRELINE,17750.0,20213.0,8435
53719,Anadrill/Schlumberger Directional Services,12/22/2003,MWD/LWD,16268.0,17723.0,8512
53777,Anadrill/Schlumberger Directional Services,12/14/2003,MWD/LWD,915.0,8828.0,8532
53778,Anadrill/Schlumberger Directional Services,12/17/2003,MWD/LWD,6286.0,9098.0,8533
53786,Anadrill/Schlumberger Directional Services,12/18/2003,MWD/LWD,1013.0,2543.0,8534
53861,Anadrill/Schlumberger Directional Services,12/28/2003,MWD/LWD,4816.0,8516.0,8564
53861,Anadrill/Schlumberger Directional Services,12/27/2003,MWD/LWD,4550.0,4816.0,8565
53861,Anadrill/Schlumberger Directional Services,12/24/2003,MWD/LWD,1545.0,4550.0,8566
53933,Anadrill/Schlumberger Directional Services,1/4/2004,MWD/LWD,4510.0,9952.0,8604
53937,Anadrill/Schlumberger Directional Services,12/30/2003,MWD/LWD,11400.0,13285.0,8608
53937,Anadrill/Schlumberger Directional Services,12/31/2003,MWD/LWD,13285.0,14100.0,8609
53939,Anadrill/Schlumberger Directional Services,1/4/2004,MWD/LWD,17723.0,18446.0,8610
54117,Anadrill/Schlumberger Directional Services,12/30/2003,MWD/LWD,5677.0,6122.0,8697
54117,Anadrill/Schlumberger Directional Services,1/2/2004,MWD/LWD,6122.0,9343.0,8698
54120,Anadrill/Schlumberger Directional Services,1/4/2004,MWD/LWD,3750.0,7511.0,8700
54121,Anadrill/Schlumberger Directional Services,1/4/2004,MWD/LWD,4605.0,9093.0,8701
54157,Anadrill/Schlumberger Directional Services,1/1/2004,MUD,3245.0,11330.0,8724
52879,Anadrill/Schlumberger Directional Services,11/9/2003,MWD/LWD,5400.0,13655.0,8725
54210,Anadrill/Schlumberger Directional Services,1/7/2004,MWD/LWD,17723.0,18446.0,8771
54210,Anadrill/Schlumberger Directional Services,1/11/2004,MWD/LWD,15855.0,18590.0,8773
54247,Anadrill/Schlumberger Directional Services,1/5/2004,WIRELINE,20409.0,20786.0,8778
54247,Anadrill/Schlumberger Directional Services,1/6/2004,WIRELINE,20786.0,21000.0,8779
54247,Anadrill/Schlumberger Directional Services,1/7/2004,WIRELINE,15815.0,21000.0,8780
54249,Anadrill/Schlumberger Directional Services,1/11/2004,MWD/LWD,9093.0,11570.0,8781
54251,Anadrill/Schlumberger Directional Services,1/9/2004,MWD/LWD,7511.0,11275.0,8783
54251,Anadrill/Schlumberger Directional Services,1/11/2004,WIRELINE,3000.0,11065.0,8784
54184,Anadrill/Schlumberger Directional Services,1/9/2004,MWD/LWD,17116.0,19796.0,8785
54184,Anadrill/Schlumberger Directional Services,1/9/2004,MWD/LWD,17548.0,19796.0,8786
54267,Anadrill/Schlumberger Directional Services,1/19/2004,MWD/LWD,18855.0,19115.0,8789
54439,Anadrill/Schlumberger Directional Services,1/25/2004,MWD/LWD,23350.0,25610.0,8959
54503,Anadrill/Schlumberger Directional Services,1/19/2004,MWD/LWD,18590.0,18855.0,9046
54503,Anadrill/Schlumberger Directional Services,1/19/2004,MWD/LWD,18855.0,19115.0,9047
54508,Anadrill/Schlumberger Directional Services,1/14/2004,WIRELINE,10651.0,10798.0,9050
54818,Anadrill/Schlumberger Directional Services,1/28/2004,WIRELINE,3960.0,7880.0,9194
54528,Anadrill/Schlumberger Directional Services,1/18/2004,MWD/LWD,17931.0,18200.0,9063
54528,Anadrill/Schlumberger Directional Services,1/18/2004,MWD/LWD,18476.0,19427.0,9064
54610,Anadrill/Schlumberger Directional Services,1/20/2004,MWD/LWD,4783.0,5735.0,9103
54615,Anadrill/Schlumberger Directional Services,1/26/2004,MWD/LWD,23350.0,25610.0,9106
54671,Anadrill/Schlumberger Directional Services,1/26/2004,WIRELINE,9467.0,9640.0,9129
54671,Anadrill/Schlumberger Directional Services,1/27/2004,WIRELINE,9640.0,9720.0,9130
54671,Anadrill/Schlumberger Directional Services,1/29/2004,WIRELINE,9720.0,10345.0,9131
54671,Anadrill/Schlumberger Directional Services,1/30/2004,WIRELINE,10345.0,10861.0,9142
54671,Anadrill/Schlumberger Directional Services,1/31/2004,WIRELINE,10861.0,11470.0,9143
54715,Anadrill/Schlumberger Directional Services,2/1/2004,MWD/LWD,17721.0,19316.0,9153
54739,Anadrill/Schlumberger Directional Services,1/15/2004,WIRELINE,19958.0,20418.0,9166
54818,Anadrill/Schlumberger Directional Services,1/28/2004,WIRELINE,3214.0,8150.0,9193
54819,Anadrill/Schlumberger Directional Services,2/5/2004,WIRELINE,9200.0,9940.0,9195
54821,Anadrill/Schlumberger Directional Services,2/5/2004,WIRELINE,7000.0,8500.0,9196
54821,Anadrill/Schlumberger Directional Services,2/6/2004,WIRELINE,3800.0,13995.0,9197
54859,Anadrill/Schlumberger Directional Services,2/1/2004,WIRELINE,2474.0,4690.0,9206
53861,Anadrill/Schlumberger Directional Services,12/29/2003,MWD/LWD,8516.0,11400.0,9225
55159,Anadrill/Schlumberger Directional Services,2/15/2004,MWD/LWD,2650.0,9601.0,9342
55258,Anadrill/Schlumberger Directional Services,2/21/2004,MWD/LWD,23350.0,28223.0,9365
55258,Anadrill/Schlumberger Directional Services,2/20/2004,WIRELINE,25147.0,28100.0,9366
55258,Anadrill/Schlumberger Directional Services,2/21/2004,WIRELINE,25147.0,28060.0,9367
55284,Anadrill/Schlumberger Directional Services,2/10/2004,WIRELINE,13400.0,13896.0,9372
55296,Anadrill/Schlumberger Directional Services,2/21/2004,MWD/LWD,6257.0,9400.0,9381
55432,Anadrill/Schlumberger Directional Services,2/22/2004,WIRELINE,26055.0,27128.0,9446
55477,Anadrill/Schlumberger Directional Services,2/27/2004,MWD/LWD,995.0,3534.0,9479
55543,Anadrill/Schlumberger Directional Services,2/16/2004,WIRELINE,16440.0,18030.0,9498
55573,Anadrill/Schlumberger Directional Services,2/20/2004,MWD/LWD,2650.0,11040.0,9501
55573,Anadrill/Schlumberger Directional Services,2/22/2004,WIRELINE,2657.0,11040.0,9502
55579,Anadrill/Schlumberger Directional Services,2/24/2004,MWD/LWD,1533.0,6315.0,9509
55579,Anadrill/Schlumberger Directional Services,2/29/2004,MWD/LWD,6315.0,8986.0,9510
55707,Anadrill/Schlumberger Directional Services,2/26/2004,WIRELINE,13728.0,16091.0,9612
55707,Anadrill/Schlumberger Directional Services,2/27/2004,WIRELINE,13785.0,15992.0,9613
55740,Anadrill/Schlumberger Directional Services,3/3/2004,WIRELINE,25900.0,28092.0,9620
55742,Anadrill/Schlumberger Directional Services,3/6/2004,MWD/LWD,6322.0,9285.0,9621
55751,Anadrill/Schlumberger Directional Services,2/27/2004,WIRELINE,18038.0,18368.0,9622
55550,Anadrill/Schlumberger Directional Services,2/18/2004,WIRELINE,19200.0,21332.0,9626
55550,Anadrill/Schlumberger Directional Services,2/18/2004,WIRELINE,19700.0,21332.0,9627
55792,Anadrill/Schlumberger Directional Services,2/24/2004,WIRELINE,6000.0,6500.0,9641
55792,Anadrill/Schlumberger Directional Services,2/24/2004,WIRELINE,1000.0,13290.0,9642
55544,Anadrill/Schlumberger Directional Services,2/23/2004,MWD/LWD,1109.0,6190.0,9647
55857,Anadrill/Schlumberger Directional Services,3/6/2004,MWD/LWD,3534.0,6170.0,9694
55875,Anadrill/Schlumberger Directional Services,7/14/1995,MUD,4400.0,12000.0,9703
55963,Anadrill/Schlumberger Directional Services,3/6/2004,MWD/LWD,2675.0,7109.0,9743
56011,Anadrill/Schlumberger Directional Services,12/9/2002,MWD/LWD,837.0,4040.0,9760
56011,Anadrill/Schlumberger Directional Services,12/9/2002,MWD/LWD,4040.0,8060.0,9761
56011,Anadrill/Schlumberger Directional Services,12/15/2002,MWD/LWD,550.0,7886.0,9762
56108,Anadrill/Schlumberger Directional Services,3/12/2004,MWD/LWD,6170.0,8358.0,9788
56272,Anadrill/Schlumberger Directional Services,3/12/2004,MWD/LWD,7109.0,10534.0,9868
56287,Anadrill/Schlumberger Directional Services,3/7/2004,MWD/LWD,8986.0,9515.0,9877
56287,Anadrill/Schlumberger Directional Services,3/8/2004,MWD/LWD,9715.0,10840.0,9878
56377,Anadrill/Schlumberger Directional Services,3/13/2004,MWD/LWD,28131.0,30435.0,9900
54117,Anadrill/Schlumberger Directional Services,1/2/2004,MWD/LWD,6100.0,9345.0,9933
52638,Anadrill/Schlumberger Directional Services,11/7/2003,WIRELINE,11870.0,14280.0,9935
52639,Anadrill/Schlumberger Directional Services,11/12/2003,WIRELINE,12171.0,14280.0,9936
52767,Anadrill/Schlumberger Directional Services,11/21/2003,WIRELINE,14276.0,15500.0,9937
53177,Anadrill/Schlumberger Directional Services,12/5/2003,WIRELINE,15506.0,17383.0,9938
54184,Anadrill/Schlumberger Directional Services,1/9/2004,WIRELINE,17150.0,19796.0,9940
56511,Anadrill/Schlumberger Directional Services,3/10/2004,WIRELINE,13500.0,15690.0,9983
56643,Anadrill/Schlumberger Directional Services,4/2/2004,WIRELINE,22300.0,25000.0,10047
56992,Anadrill/Schlumberger Directional Services,4/2/2004,WIRELINE,14978.0,18714.0,10228
57070,Anadrill/Schlumberger Directional Services,4/5/2004,WIRELINE,12688.0,14721.0,10253
55041,Anadrill/Schlumberger Directional Services,2/1/2004,WIRELINE,5787.0,7954.0,10285
57191,Anadrill/Schlumberger Directional Services,4/4/2004,WIRELINE,14978.0,18714.0,10312
57191,Anadrill/Schlumberger Directional Services,4/5/2004,WIRELINE,14978.0,18714.0,10313
57493,Anadrill/Schlumberger Directional Services,4/20/2004,WIRELINE,8062.0,8409.0,10431
57541,Anadrill/Schlumberger Directional Services,4/24/2004,MWD/LWD,14011.0,14685.0,10434
57668,Anadrill/Schlumberger Directional Services,4/24/2004,MWD/LWD,16008.0,16023.0,10496
57809,Anadrill/Schlumberger Directional Services,5/8/2004,MWD/LWD,4340.0,7285.0,10553
58060,Anadrill/Schlumberger Directional Services,5/8/2004,MWD/LWD,4359.0,4853.0,10653
58218,Anadrill/Schlumberger Directional Services,5/15/2004,MWD/LWD,4359.0,6035.0,10769
58218,Anadrill/Schlumberger Directional Services,5/15/2004,MWD/LWD,4853.0,6035.0,10770
58537,Anadrill/Schlumberger Directional Services,5/19/2004,MWD/LWD,4359.0,8874.0,10888
58537,Anadrill/Schlumberger Directional Services,5/19/2004,MWD/LWD,4853.0,8874.0,10889
58634,Anadrill/Schlumberger Directional Services,5/23/2004,MWD/LWD,15875.0,15973.0,10961
58694,Anadrill/Schlumberger Directional Services,5/18/2004,WIRELINE,13665.0,14569.0,10986
58672,Anadrill/Schlumberger Directional Services,5/23/2004,MWD/LWD,7572.0,9902.0,11053
58977,Anadrill/Schlumberger Directional Services,5/29/2004,MWD/LWD,4359.0,11600.0,11070
58977,Anadrill/Schlumberger Directional Services,5/29/2004,MWD/LWD,4853.0,11585.0,11071
60571,Anadrill/Schlumberger Directional Services,7/17/2004,WIRELINE,25400.0,28100.0,11599
60687,Anadrill/Schlumberger Directional Services,7/8/2004,MWD/LWD,9950.0,12331.0,11650
60888,Anadrill/Schlumberger Directional Services,7/11/2004,MWD/LWD,10320.0,12331.0,11735
60902,Anadrill/Schlumberger Directional Services,7/25/2004,WIRELINE,27573.0,27919.0,11744
61117,Anadrill/Schlumberger Directional Services,7/26/2004,MWD/LWD,6350.0,9365.0,11822
61117,Anadrill/Schlumberger Directional Services,7/26/2004,MWD/LWD,6416.0,9365.0,11823
61240,Anadrill/Schlumberger Directional Services,,MWD/LWD,26588.0,29631.0,11855
61241,Anadrill/Schlumberger Directional Services,7/27/2004,MWD/LWD,29632.0,30880.0,11856
59019,Anadrill/Schlumberger Directional Services,6/11/2004,MWD/LWD,9644.0,27445.0,11862
61304,Anadrill/Schlumberger Directional Services,7/31/2004,MWD/LWD,6350.0,9350.0,11879
61304,Anadrill/Schlumberger Directional Services,7/31/2004,MWD/LWD,6413.0,9350.0,11880
62395,Anadrill/Schlumberger Directional Services,8/30/2004,WIRELINE,25000.0,27100.0,12143
62410,Anadrill/Schlumberger Directional Services,8/28/2004,MWD/LWD,5980.0,10420.0,12154
62410,Anadrill/Schlumberger Directional Services,8/28/2004,MWD/LWD,5980.0,10594.0,12155
62948,Anadrill/Schlumberger Directional Services,9/4/2004,MWD/LWD,5980.0,12610.0,12398
62948,Anadrill/Schlumberger Directional Services,9/4/2004,MWD/LWD,5980.0,12865.0,12399
63882,Anadrill/Schlumberger Directional Services,10/10/2004,MWD/LWD,19757.0,21798.0,12595
-481,Anadrill/Schlumberger Directional Services,10/5/2004,WIRELINE,0.0,5389.0,-100
64070,Anadrill/Schlumberger Directional Services,9/23/2004,MWD/LWD,20300.0,22006.0,12628
64071,Anadrill/Schlumberger Directional Services,10/3/2004,MWD/LWD,22006.0,22474.0,12629
64131,Anadrill/Schlumberger Directional Services,10/14/2004,MWD/LWD,19757.0,23593.0,12635
64336,Anadrill/Schlumberger Directional Services,10/18/2004,WIRELINE,21200.0,21200.0,12757
64406,Anadrill/Schlumberger Directional Services,10/13/2004,MWD/LWD,6397.0,9311.0,12793
64406,Anadrill/Schlumberger Directional Services,10/13/2004,MWD/LWD,6464.0,9361.0,12794
64440,Anadrill/Schlumberger Directional Services,10/15/2004,MWD/LWD,1517.0,2612.0,12848
64552,Anadrill/Schlumberger Directional Services,10/31/2004,WIRELINE,21200.0,24729.0,12889
61068,Anadrill/Schlumberger Directional Services,7/26/2004,WIRELINE,27573.0,27919.0,13069
65151,Anadrill/Schlumberger Directional Services,11/1/2004,WIRELINE,23710.0,24438.0,13097
65142,Anadrill/Schlumberger Directional Services,10/6/2004,MWD/LWD,22474.0,22567.0,13136
65142,Anadrill/Schlumberger Directional Services,10/11/2004,MWD/LWD,22567.0,23581.0,13137
65143,Anadrill/Schlumberger Directional Services,10/23/2004,MWD/LWD,21139.0,21562.0,13141
65350,Anadrill/Schlumberger Directional Services,10/25/2004,MWD/LWD,21562.0,21815.0,13142
65350,Anadrill/Schlumberger Directional Services,10/30/2004,MWD/LWD,21815.0,22790.0,13143
65358,Anadrill/Schlumberger Directional Services,10/26/2004,MWD/LWD,2612.0,6120.0,13145
65359,Anadrill/Schlumberger Directional Services,11/4/2004,MWD/LWD,6120.0,9300.0,13146
65591,Anadrill/Schlumberger Directional Services,11/21/2004,MWD/LWD,23771.0,24105.0,13215
55075,Anadrill/Schlumberger Directional Services,,MWD/LWD,6409.0,11514.0,13228
55075,Anadrill/Schlumberger Directional Services,,MWD/LWD,6132.0,11457.0,13229
55548,Anadrill/Schlumberger Directional Services,,MWD/LWD,6409.0,11514.0,13231
55548,Anadrill/Schlumberger Directional Services,,MWD/LWD,6132.0,11457.0,13232
55574,Anadrill/Schlumberger Directional Services,,MWD/LWD,6409.0,11514.0,13234
55574,Anadrill/Schlumberger Directional Services,,MWD/LWD,6132.0,11457.0,13235
55575,Anadrill/Schlumberger Directional Services,,MWD/LWD,6409.0,15074.0,13238
55575,Anadrill/Schlumberger Directional Services,,MWD/LWD,6132.0,15051.0,13239
55576,Anadrill/Schlumberger Directional Services,,MWD/LWD,6409.0,17609.0,13241
55576,Anadrill/Schlumberger Directional Services,,MWD/LWD,6132.0,17516.0,13242
55577,Anadrill/Schlumberger Directional Services,,MWD/LWD,6409.0,22859.0,13244
55577,Anadrill/Schlumberger Directional Services,,MWD/LWD,6132.0,22927.0,13245
56459,Anadrill/Schlumberger Directional Services,,MWD/LWD,6409.0,22859.0,13248
56459,Anadrill/Schlumberger Directional Services,,MWD/LWD,6132.0,22927.0,13249
56542,Anadrill/Schlumberger Directional Services,,MWD/LWD,6409.0,24342.0,13252
56542,Anadrill/Schlumberger Directional Services,,MWD/LWD,6132.0,24342.0,13253
56543,Anadrill/Schlumberger Directional Services,,MWD/LWD,6409.0,24342.0,13256
56543,Anadrill/Schlumberger Directional Services,,MWD/LWD,6409.0,24342.0,13257
56962,Anadrill/Schlumberger Directional Services,,MWD/LWD,6409.0,24342.0,13260
56962,Anadrill/Schlumberger Directional Services,,MWD/LWD,6132.0,24342.0,13261
56970,Anadrill/Schlumberger Directional Services,,MWD/LWD,6409.0,24342.0,13264
56970,Anadrill/Schlumberger Directional Services,,MWD/LWD,6132.0,24342.0,13265
57464,Anadrill/Schlumberger Directional Services,,MWD/LWD,6409.0,24342.0,13268
57464,Anadrill/Schlumberger Directional Services,,MWD/LWD,6132.0,24342.0,13269
57465,Anadrill/Schlumberger Directional Services,,MWD/LWD,6409.0,24342.0,13272
57465,Anadrill/Schlumberger Directional Services,,MWD/LWD,6132.0,24342.0,13273
57766,Anadrill/Schlumberger Directional Services,,MWD/LWD,6409.0,24342.0,13276
57766,Anadrill/Schlumberger Directional Services,,MWD/LWD,6132.0,24342.0,13278
65694,Anadrill/Schlumberger Directional Services,11/10/2004,MWD/LWD,9300.0,9847.0,13296
65727,Anadrill/Schlumberger Directional Services,11/28/2004,MWD/LWD,23771.0,24698.0,13322
65985,Anadrill/Schlumberger Directional Services,12/5/2004,MWD/LWD,23771.0,24698.0,13387
64131,Anadrill/Schlumberger Directional Services,10/14/2004,WIRELINE,16600.0,23731.0,13427
66440,Anadrill/Schlumberger Directional Services,12/12/2004,MWD/LWD,6350.0,9311.0,13524
66440,Anadrill/Schlumberger Directional Services,12/12/2004,MWD/LWD,6481.0,9282.0,13525
66430,Anadrill/Schlumberger Directional Services,12/1/2004,MWD/LWD,6396.0,9328.0,13526
66430,Anadrill/Schlumberger Directional Services,12/1/2004,MWD/LWD,6432.0,9299.0,13527
66560,Anadrill/Schlumberger Directional Services,11/27/2004,MWD/LWD,11735.0,13157.0,13566
65695,Anadrill/Schlumberger Directional Services,11/18/2004,MWD/LWD,9847.0,10871.0,13568
66562,Anadrill/Schlumberger Directional Services,12/11/2004,MWD/LWD,16311.0,18750.0,13569
66610,Anadrill/Schlumberger Directional Services,12/15/2004,MWD/LWD,14228.0,18030.0,13578
66637,Anadrill/Schlumberger Directional Services,12/16/2004,MWD/LWD,20486.0,20795.0,13587
66931,Anadrill/Schlumberger Directional Services,12/27/2004,MWD/LWD,18750.0,19385.0,13689
66931,Anadrill/Schlumberger Directional Services,1/1/2005,MWD/LWD,19385.0,20443.0,13690
66323,Anadrill/Schlumberger Directional Services,12/7/2004,MWD/LWD,14208.0,18031.0,13752
67427,Anadrill/Schlumberger Directional Services,1/17/2005,MWD/LWD,20884.0,21887.0,13896
-2269,Anadrill/Schlumberger Directional Services,1/20/2005,WIRELINE,7056.0,9198.0,-399
67664,Anadrill/Schlumberger Directional Services,2/1/2005,MWD/LWD,2596.0,4935.0,14000
67962,Anadrill/Schlumberger Directional Services,11/28/2004,WIRELINE,19550.0,24650.0,14125
67975,Anadrill/Schlumberger Directional Services,2/19/2005,MWD/LWD,1436.0,5524.0,14131
68005,Anadrill/Schlumberger Directional Services,2/20/2005,MWD/LWD,1436.0,5740.0,14152
68130,Anadrill/Schlumberger Directional Services,2/18/2005,MWD/LWD,4935.0,16304.0,14202
68437,Anadrill/Schlumberger Directional Services,3/9/2005,MWD/LWD,16304.0,20036.0,14334
68587,Anadrill/Schlumberger Directional Services,3/19/2005,MWD/LWD,18083.0,20259.0,14389
69417,Anadrill/Schlumberger Directional Services,,MWD/LWD,4800.0,4801.0,14669
70329,Anadrill/Schlumberger Directional Services,7/9/2005,MWD/LWD,18976.0,19500.0,15002
-12185,Anadrill/Schlumberger Directional Services,10/15/2005,WIRELINE,0.0,8160.0,-1424
-21064,Anadrill/Schlumberger Directional Services,4/4/2006,MWD/LWD,8120.0,10523.0,16035
-21064,Anadrill/Schlumberger Directional Services,4/4/2006,MWD/LWD,9181.0,10465.0,16036
73387,Anadrill/Schlumberger Directional Services,4/29/2006,MWD/LWD,18694.0,20900.0,16041
65727,Anadrill/Schlumberger Directional Services,11/28/2004,WIRELINE,19550.0,24650.0,16438
-95930,Anadrill/Schlumberger Directional Services,6/28/2008,MWD/LWD,4414.0,12715.0,17826
186,BAKER ATLAS (use with well inventory),10/26/1997,WIRELINE,4895.0,1000.0,81
3404,BAKER ATLAS (use with well inventory),6/20/1998,WIRELINE,13819.0,10619.0,787
6750,BAKER ATLAS (use with well inventory),12/30/1998,WIRELINE,4582.0,9051.0,1255
6750,BAKER ATLAS (use with well inventory),12/30/1998,WIRELINE,4582.0,9051.0,1256
7989,BAKER ATLAS (use with well inventory),2/27/1999,WIRELINE,10119.0,11369.0,1353
8577,BAKER ATLAS (use with well inventory),3/26/1999,WIRELINE,10373.0,8341.0,1388
10265,BAKER ATLAS (use with well inventory),7/17/1999,WIRELINE,17000.0,18665.0,1554
18098,BAKER ATLAS (use with well inventory),6/23/2000,WIRELINE,,,2172
26205,BAKER ATLAS (use with well inventory),2/28/2001,WIRELINE,22000.0,24310.0,2701
26785,BAKER ATLAS (use with well inventory),3/22/2001,MWD/LWD,4000.0,8224.0,2757
26785,BAKER ATLAS (use with well inventory),4/2/2001,MWD/LWD,8224.0,14964.0,2758
26785,BAKER ATLAS (use with well inventory),4/3/2001,WIRELINE,8224.0,14964.0,2759
28109,BAKER ATLAS (use with well inventory),5/13/2001,WIRELINE,323.0,800.0,2855
2209,BAKER ATLAS (use with well inventory),4/6/1998,WIRELINE,14078.0,16414.0,3546
186,BAKER ATLAS (use with well inventory),11/12/1997,WIRELINE,4900.0,8472.0,3547
3401,BAKER ATLAS (use with well inventory),5/30/1998,WIRELINE,5828.0,10634.0,3548
3404,BAKER ATLAS (use with well inventory),6/20/1998,WIRELINE,11200.0,12200.0,3549
5335,BAKER ATLAS (use with well inventory),3/15/1998,WIRELINE,5314.0,15002.0,3550
8370,BAKER ATLAS (use with well inventory),3/8/1999,WIRELINE,4500.0,11000.0,3551
8370,BAKER ATLAS (use with well inventory),3/9/1999,WIRELINE,10800.0,11377.0,3552
8577,BAKER ATLAS (use with well inventory),3/26/1999,WIRELINE,8341.0,10310.0,3553
9479,BAKER ATLAS (use with well inventory),5/28/1999,WIRELINE,15100.0,19205.0,3554
9495,BAKER ATLAS (use with well inventory),5/21/1999,WIRELINE,13965.0,14352.0,3555
10265,BAKER ATLAS (use with well inventory),7/14/1999,WIRELINE,15971.0,16998.0,3556
18098,BAKER ATLAS (use with well inventory),6/21/2000,WIRELINE,12262.0,14171.0,3557
21487,BAKER ATLAS (use with well inventory),7/22/2000,WIRELINE,9240.0,10040.0,3558
29263,BAKER ATLAS (use with well inventory),6/29/2001,WIRELINE,4100.0,11975.0,3559
30971,BAKER ATLAS (use with well inventory),8/24/2001,WIRELINE,13950.0,15723.0,3560
42187,BAKER ATLAS (use with well inventory),12/16/2002,WIRELINE,0.0,5800.0,3566
