SN_EOR_FK,SN_EOR_WELL_COMP,COMP_LATITUDE,COMP_LONGITUDE,COMP_RSVR_NAME,COMP_INTERVAL_NAME
-59627,-5984,28.75681444,-90.80004444,R-3 Sand,R3 Sand
-120414,-16719,28.75663806,-90.79977806,R0/R1,R1 Sand
-29389,-3632,29.54350167,-93.30530222,MA-2 Sand,MA-2 Sand
-45746,-5003,29.5438875,-93.30307444,Marg A-1,MA-1 Sand
-38352,-5073,27.56436056,-92.43653583,QRC,Q sand
-79802,-8308,27.56244667,-92.43645222,P RC,P sand
-36630,-4483,28.93801722,-90.36079222,D-7 SAND,D-7 SAND
-129759,-18919,28.94166889,-90.36486611,"C1C ""Upper"" FB I7D",C1C
-168297,-25229,28.94229389,-90.36552083,C-1B FBI7,C1B
-35387,-4043,28.67029111,-90.68293139,K Sand,K Sand
-41017,-4595,29.02906722,-90.16368889,7600' L Sand,7600' L Sand
-126642,-18024,29.02855833,-90.16363889,7200' FB C,7200' Sand
-44844,-4615,29.34038222,-88.79784222,M-11 Sand,M-11 Sand
-65433,-6642,29.34022694,-88.79824306,"""M9"" Sand",M-9 Sand
-177989,-27122,29.34018611,-88.79992306,M-8 Sand,M-8 Sand
-36090,-4507,28.70943306,-89.9705025,8400' Sand,8400
-63243,-6339,28.70945583,-89.95399083,8400'/ 8300',8300 / 8400
-117769,-15654,28.70952889,-89.95447306,8200' Sand,8200
-125005,-17725,28.7105375,-89.95759611,7150' Sand,7150
-37013,-4422,28.94323861,-92.87338778,Rob E-1 Sand,Rob E-1 Sand
-54771,-5626,28.94300306,-92.87345139,Tex X-2 Sand,Tex X-2 Sand
-69653,-6932,28.94323861,-92.87338778,Rob E-1 Sand,Rob E-1 Sand
-121298,-16897,28.94300917,-92.87343361,Tex X-2 Sand,Tex X-2 Sand
-70866,-8269,28.17123611,-89.08073611,02 RA, O2 RA (LOWER YELLOW)
-55978,-5912,28.94924167,-89.80139917,KD H-5,KD
-55978,-5913,28.94912722,-89.80134583,IJ H-1,IJ
-106015,-10836,28.94924861,-89.80139194,KFI Sand,KFI Sand
-112686,-13705,28.94913667,-89.80135361,IM H-5 Sand,IM
-120424,-16658,28.94920917,-89.80125639,IT Sand,IT
-151734,-22681,28.949075,-89.80145972,IM H-5,IM
-171788,-26185,28.94912417,-89.80134306,IH Sand,IH
-171788,-26186,28.94911278,-89.80133278,HJ Sand,HJ
-46128,-5704,29.47581389,-88.95001861,12100' SAND,12100' SAND
-78260,-8647,29.47581389,-88.95018667,12100' FB-C Sand,12100' SAND
-47327,-5997,28.13691139,-90.33188639,MP-3,MP-3 Sand
-109146,-12408,28.13755778,-90.36534861,MP-2 Sand,MP-2 Sand
-124605,-17723,28.13690199,-90.33186857,MP-2 Sand,MP-2 Sand
-47788,-5614,29.33706583,-92.68557778,JN Sand,JN Sand
-47788,-5610,29.33708722,-92.68563611,KT Sand,KT Sand
-62906,-6451,29.33708722,-92.68536111,KM Sand,KM Sand
-46506,-5075,29.07758056,-91.87029167,B2C Sand,B2C Sand
-47346,-5652,28.25274056,-89.62361028,3750 B/C Sand,3750 B/C Sand
-56721,-6064,29.436375,-92.98763333,MS Sand,MS
-55559,-6034,27.55039083,-92.43893944,Q1 RA,Q1
-57558,-6336,29.47284194,-92.04926389,Operc 1,Operc 1
-148583,-22331,29.47297111,-92.04918917,Rob L-13 FB-UT,RL-13
-153035,-22886,29.47300556,-92.04915,Rob L11 FB-UT,RL-11
-55801,-6207,28.71701889,-88.59771528,Allison,Allison
-106714,-11164,27.76375583,-96.63911417,C Sand,Siph D-C Sand
-56117,-6619,27.76360278,-96.64074722,Siph D-F Sand,Siph D-F Sand
-56779,-6129,28.78200361,-90.22456417,3700' Sand,3700' Sand
-95290,-10052,28.22813139,-88.50293806,Pink6.5 L/LL-A/LL-B/LL-C,Pink 6.5L/LL-A/LL-B/LL-C
-63866,-6982,27.18824361,-90.29139889,M20 DD/EEFF Sand,DD Sand / EE Sand / FF Sand
-78298,-9069,27.30525806,-90.12949,M9M10,DD Sand / EE Sand
-65489,-6785,29.14555,-93.268525,IP,IP
-72158,-7553,28.03820944,-96.60296694,2X Sand,2X Sand
-75569,-7509,28.98138,-90.17173389,O RD Sand,O RD Sand
-72346,-8382,29.30627444,-94.2167675,NB Sand,NB Sand
-147018,-22432,29.30627506,-94.21676738,NB Sand,
-71412,-8061,27.34573889,-89.81901278,M9/M10,M10A / M9X
-71609,-7529,28.65263333,-89.953025,LA Sand,LA Sand
-186293,-27976,28.65262194,-89.95301167,KS Sand,KS Sand
-73283,-7962,29.41581528,-93.87213444,Marg A,Marg A sand
-79067,-8105,28.92911028,-93.26503306,KA Sand,KA Sand
-101629,-10287,29.26434111,-94.24200972,MA-1 Sand,MA-1
-77739,-8414,29.26434111,-94.24200972,MA-1,MA-1
-108331,-11818,28.98711694,-90.95736111,CYC-3,CYC 3
-89378,-9172,28.98951694,-90.95721889,CYC 6,CYC 6
-113793,-14257,28.98391667,-90.957375,L1 C Sand,L1 C Sand
-197318,-28783,28.98,-90.9573,L-1 A & B Sand,L-1 A Sand / L-1 B Sand
-80726,-9130,28.73581028,-91.49573194,Tex X-1,Tex X-1
-109205,-11941,28.26611278,-92.20178889,HA,HA Sand
-95210,-9660,28.26382278,-92.20207861,AH,AH Sand
-78118,-8562,28.26376778,-92.20166583,HA Sand,HA Sand
-178636,-27259,28.26382161,-92.20207681,AH,AH Sand
-82551,-8779,28.81068028,-89.24212528,K-6 Sand,K-6 Sand
-161846,-23947,28.81027861,-89.2419125,K-5 Sand,K-5 Sand
-142278,-21398,28.81141667,-89.24252778,K-5 Sand,K-5 Sand
-171750,-26064,28.80902528,-89.24123056,J Sand FB-A15,J Sand
-84503,-9198,27.77919444,-90.64886111,H2 RS,H2
-86709,-9139,28.56498944,-91.87951389,Ang B-7 ,Ang B-7
-150228,-22545,28.568755,-91.877305,AB-2,Ang B-2
-140853,-20973,28.56506472,-91.87938472,Upper AB-7 Sand,Ang B-7
-85404,-9003,28.72131694,-90.02715111,D-5 Sand,D-5 Sand
-113380,-14163,28.72191222,-90.00941167,D1,D1 Lower Sand
-90639,-9514,28.4388575,-90.68713111,Bul 1 Sand,Bul 1 Sand
-120602,-17731,28.43890917,-90.68718111,Bul 1 Sand,Bul 1 Sand
-109534,-12198,28.78740917,-89.28857083,P-3-6 Sand,P3-6 Sand
-98438,-10028,28.78770083,-89.28887389,P-3-6,P3-6 Sand
-91601,-9716,28.25370943,-89.62476606,3750' B-C Sand,3750' B-C Sand
-91177,-9723,28.16777778,-89.14329722,H1 RH,H1 Orange
-92163,-9887,28.59924889,-90.80593806,Tex X-14,Tex X-14
-110867,-12840,28.62716389,-90.84155611,Tex X-13,Tex X-13
-95309,-9802,28.60410583,-92.07773889,B-65 RH,B-65 Sand
-110178,-12576,28.98163444,-91.48033806,M3A Sand,M-3A
-110178,-12579,28.98162972,-91.48037028,G-10-2,G-10 / G-11
-91943,-9897,28.90136611,-90.41867,Cyclam B Sand,Cyclam B Sand
-169813,-25780,28.90155056,-90.41866528,Cyclam B Upper,Cyclam B Sand
-96110,-10053,28.60019361,-92.08244389,A-93 RF-2,A-93 Sand
-136353,-20561,28.60019361,-92.08244389,A-90 Sand,A-90 Sand
-98436,-10026,28.76007139,-89.21551194,PL-9-1,PL-9-1 Sand
-99118,-10317,29.47610167,-88.95079194,12100' SAND,12100' SAND
-100627,-10596,29.33372222,-92.97959694,Cris I,Cris I sand
-109781,-12707,27.72480583,-90.73222639,K1 / L1&L2 Sand,K1 Sand / L1/L2 Sand
-106453,-10973,28.04796694,-92.246975,Y1 Sand,Y-1 Sand
-100425,-11144,28.38872806,-91.13280194,Bul 1,Bul 1 Lower Zone
-181528,-27577,28.38862417,-91.09735861,Bul 1 Upper Zone, Bul 1 Upper Zone
-107215,-11395,29.00402833,-90.28039444,D7 FB G,D-7  FB-G
-99561,-10403,29.00400944,-90.28039528,D-7 FB-G,D-7  FB-G
-111210,-13166,29.06826611,-91.48340611,Q Sand,Q Sand
-110308,-12712,29.42538056,-88.57361306,6400' Sand,6400' Sand
-122670,-17663,27.24835694,-90.02333583,M54 & M55 ,M54 / M55
-201681,-30040,27.24835694,-90.02333583,M57/M55/M54,M55
-111417,-13035,29.49624694,-93.34497306,MA-1 Lwr,MA-1 Lwr
-110311,-13051,28.57476,-90.80564167,Lower Tex. X Sand,Lower Tex. X Sand
-110604,-13322,28.93165083,-90.35233056,D-9 Sand,D-9 Sand
-141899,-21227,28.931432,-90.352604,D-2 Sand FB A16,D-9 Sand
-135484,-20181,28.93165083,-90.35233056,D9 SAND FB A16,D-9 Sand
-114421,-14430,28.05783889,-92.21996389,EF Sand,EF Sand
-115088,-14604,28.57636889,-92.43994806,PLD-1 Sand,PLD 1 Sand
-114350,-14513,29.02384583,-89.91696889,CI Sand,CI Sand
-114238,-14421,28.91613056,-90.34667306,8700' Sand FB H7,8700'
-180113,-27422,28.91593417,-90.34647444,8600 Sd FB H9,8600
-131158,-19819,26.20103889,-91.43896389,Wilcox 1/Wilcox 2,Wilcox 1A / Wilcox 1B / Wilcox 1C / Wilcox 2A / Wilcox 2B
-129169,-18776,28.04390806,-89.08402778,Yellow B Sand,"""B"" Sand"
-121729,-17119,28.04412,-89.0833,"""C"" Sand","""C"" Sand"
-164161,-24351,28.04662056,-89.07470667,"""S"" Sand","""S"" Sand"
-143507,-21554,28.04400583,-89.08362583,Yellow B/Yellow C,"""B"" Sand / ""C"" Sand"
-183413,-27798,28.04400583,-89.08362583, Yellow B/ Yellow C/ S,"""B"" Sand / ""C"" Sand / ""S"" Sand"
-119933,-16476,28.18163639,-92.69633972,TA Upper Sand,TA Upper Sand
-123256,-18513,28.24665833,-88.47633889,TH 22A,TH 22A
-120920,-16823,28.92390194,-92.74310611,7600' Sand,7600' SD
-156486,-23216,28.92400194,-92.74328306,7550 Sand,7550' SD
-120643,-17032,28.95419722,-90.95928889,E-1 Sand,E-1 Sand
-128142,-18458,28.95420833,-90.95935,D-12 Sand,D-12 Sand
-132887,-19633,28.95415,-90.95948056,D-6 Upper Sand,D-6 Sand
-120485,-16989,27.84211694,-90.55543139,H series,H Upper Sand
-120118,-16934,29.02175833,-90.14351389,8000' FB B,8000' Sand
-125960,-18177,27.71037639,-90.57577139,L RB,L 
-124090,-17654,28.09689074,-92.23370441,S-2 Sand,S-2 Sand
-166203,-24951,28.09689083,-92.23370444,S-2 FB 1 Sand,S-2 Sand
-123755,-18798,26.72487806,-90.48714,Wilcox,Wilcox 1
-124718,-18096,29.12358333,-89.54421083,C-1 Sand,C-1 Sand
-143302,-22067,26.102495,-92.06386389,C2 Sand ,Sand C
-143302,-22068,26.10248806,-92.06391694,C3 Sand,Sand C
-143302,-22069,26.10248389,-92.06394194,C4/C5 Sand,Sand C
-127296,-18352,29.42350556,-89.04534444,9700' FB-O,9700' Sand
-133868,-20742,27.32449167,-90.75437222,M-21A UP/M-21A LWR/M-21B,M-21A
-202960,-30420,27.32282222,-90.75469167,M-17A,M-17A
-125808,-18194,27.68424444,-90.28218889,CMAC-20,CMAC-20
-127107,-18239,28.51640556,-90.38024167,F-2 FB H1,F-2 Sand
-129399,-19160,28.68933917,-90.33202861,Miocene 18000' Sand,"Miocene 18,000' Sand"
-129349,-19085,29.13288083,-89.52737694,C-8 Sand,C-8 Sand
-131412,-19117,29.13387278,-89.5281975,MC Sand,MC Sand
-136377,-20264,29.13500167,-89.52909167,B4A,B-4A Sand
-126841,-18057,29.13761028,-89.61082917,7800' Sand,7800' Sand
-129906,-18714,29.13679,-89.61019194,7150' Sand,7150' Sand
-129965,-18995,29.06359389,-90.12539889,8200 FX, 8200' Sand
-129965,-18996,29.07109583,-90.1348075,CP-3 Sand,CP-3 Sand
-129817,-18786,29.14413333,-89.612175,7800' Sand,7800'
-129761,-19510,28.19602306,-89.09806083,O2 RG,O2
-133389,-19818,28.23187194,-91.68495028,GA-2 Sand,GA-2 Sand
-134189,-19999,27.96909806,-92.52870056,TB-1 Sand,TB-1 Sand
-162292,-24003,29.24559944,-88.77127194,7900' BE,7900' BE sand
-134769,-20613,29.24498139,-88.77115417,7900' LWR BF,7900 LWR BF Sand
-133795,-20002,28.52631389,-90.89327194,Bul 1-6 Sand,Bul 1-6
-133610,-19592,28.14865148,-92.17177187,TA4 Sand,TA4 Sand
-169361,-25524,26.10245889,-92.04754361,C3 FB3,C3 Sand
-134294,-20802,26.10245889,-92.04754361,C3 Sand,C3 Sand
-176559,-26977,26.10247778,-92.04757778,AA Sand FB,AA Sand 
-133631,-20595,26.52406778,-90.54137083,Wilcox1/Wilcox 2,Wilcox 1 / Wilcox 2
-178649,-27576,26.52383369,-90.54199126,WILCOX 1/WILCOX 2,Wilcox 1 / Wilcox 2
-169413,-25449,28.934,-90.31883,8700 FB38A1,8700
-133827,-19971,28.93421389,-90.31942194,L-BUL 1 SAND FB A1,L BUL 1 Sand (8900 Sd)
-168832,-25379,28.82974,-90.5331,D-2 Sand,D-2  (YO) Sand
-167856,-25157,28.83083556,-90.53325722,O Sand,O (Y2) Sand
-140597,-21128,28.83083556,-90.53325722,O Sand,O Sand
-166054,-24764,28.53349167,-92.58333333,C1 RA,C1 Sand
-140813,-21224,28.5182054,-92.6035597,C1 Sand,C1 Sand
-140773,-21048,29.31371667,-91.52848611,6400' Sand,6400' Sand
-140453,-20964,29.13500278,-89.54755278,B-1A,B-1A
-140552,-21874,29.29326389,-88.92078389,BA-4B Sand,BA-4B Sand
-140552,-21875,29.29343306,-88.92079194,BA-4AA Eye Ball Sand,BA-4AA Eye Ball Sand
-145472,-21861,29.13614889,-89.61299694,PIER Sand,PIER Sand
-145712,-21821,28.93528806,-88.53905306,M83A Upper,M83A Upper
-154756,-23007,28.93528806,-88.53905306,M83-A Upper,M83A Upper
-150189,-22792,27.26666111,-90.808745,M-15B,M-15B
-145458,-22548,28.21981583,-92.79066056,Lentic 1,Lentic 1
-145350,-21913,29.15817194,-88.72331778,Q-1 Sand,Q-1 Sand
-145982,-23227,28.14676833,-89.22542167,E2 RA, E2 RA
-148664,-22201,29.03062222,-90.16025,7200 C,7200' Sand
-144889,-21815,29.03062222,-90.16025,7600 L,7600' L Sand
-162599,-23998,28.20813528,-88.59542806,Brown,Brown L4 Sand
-145069,-21890,28.19954583,-91.68596472,8100SEG510,8100 Sand
-164046,-24270,28.19954583,-91.68596472,8100SEG510,8100 Sand
-145289,-22066,29.44551111,-92.061325,N-1 Upper - Seg 300,N-1 Upper Sand
-171567,-25874,29.44527222,-92.06066556,M2,M-2 Sand
-152171,-22661,28.58323611,-92.452775,D Sand,D Main Sand
-163449,-24159,28.27248306,-91.73715389,L-1 FBB,L-1 Sand
-152153,-22890,28.27248417,-91.73715639,L-1 FBB,L-1 Sand
-154344,-23040,28.62115028,-90.25372194,J-7 FBA3,J-7 Sand
-163403,-24172,28.62109917,-90.25370306,J&#8208;6 FBA3,J-6 Sand
-202666,-30288,28.62109917,-90.25370306,J-6 FBA3, J-6 FBA3
-152753,-23025,27.40683583,-90.26856111,M14,M14
-168212,-25244,28.37460142,-89.45735413,TIB/T3A Sand,T1B Sand / T3A Sand
-163056,-24200,28.36140278,-89.44620583,T1B/T3A,T1B Sand / T3A Sand
-153115,-23229,28.01348972,-93.95656333,GA-1,GA-1
-160513,-23736,28.01349083,-93.9565625,GA-1 Lower/GA-1,GA-1 / GA-1 Lower
-153490,-23066,28.27519417,-91.73441833,J FB B,J Sand
-162847,-24100,28.27629917,-91.73308278,I-2 FB C,I-2 Sand
-153353,-23100,27.29236944,-90.96676889,Amp7,Amp 7
-195307,-28328,27.2923584,-90.96679812,AMP 7,Amp 7
-176152,-27025,28.61420861,-87.92280833,Norphlet,Norphlet
-177950,-27192,28.61838056,-87.98995556,Norphlet,Norphlet
-185773,-27970,29.42003833,-88.89525667,7900,7900
-184616,-27932,27.58370556,-92.42363583,U,U
-184853,-27896,28.76228806,-91.69450111,G-20 Z4 RA,G-20 Sand
-197062,-28704,27.50328056,-90.06279167,M2/M3 Sands,M2 / M3
-176809,-27146,27.49463333,-90.54272222,SH20/SH30, Sh20/Sh30
-176809,-27147,27.49463333,-90.54272222,Gff10, Gff10
-183673,-27854,26.10346361,-94.88947639,FR20/FR22/24/26,FR20/22/24/26
-176189,-26871,28.7670025,-88.83495694,A3,A3
-181808,-27612,27.78131361,-90.67798444,S-8A/S-8B,S-8-A / S-8-B
-180655,-27560,27.78131361,-90.67798444,S-8-A,S-8-A
-180528,-27540,29.06284139,-90.11980694,8200,8200'
-189833,-28089,29.39505333,-88.97401806,6100',6100
-174914,-26538,29.19430472,-88.16509,Rob E5 Upper,Rob E-5 Upper
-173385,-26347,29.19470667,-88.16491139,Rob E-5 lwr,Rob E-5 Lower
-191315,-28223,26.1647748,-94.7783885,FR12,FR12
-180968,-27543,28.30031806,-88.20799972,Upper/Lower Peach,Lower Peach / Upper Peach
-202856,-30458,28.01908417,-89.14651194,VM80,VM80
-175888,-26837,28.01986111,-89.14516667,VM80,VM80
-176831,-26870,27.68624778,-91.02516222,B-4,B-4 Sand
-176173,-27111,28.1556675,-89.53933694,A Sand,A Sand
-199135,-29286,27.52696972,-90.17716139,M13,M10 Sand / M10U Sand / M13/M13L Sand
-197447,-28865,27.52802556,-90.17585056,M10U/M10 Sands,M10 Sand / M10U Sand
-197590,-28815,28.53618139,-91.49855583,D-2 C-20 Sand,D-2 C-20 Sand
-186693,-28078,28.53638889,-91.5001825,D-4 FB K12,D-4 Sand
-30433,-3721,28.26490583,-96.10958583,B Sand,B Sand
-30434,-3732,28.27560111,-96.12525194,F Sand,F Sand
-72169,-7237,28.28388972,-96.11209167,C Sand,C Sand
-124138,-20716,28.97212889,-89.49804417,D-2,D-2
-30987,-3595,28.96675806,-89.49923278,C-3 Sand,C-3 Sand
-39824,-4510,28.96675806,-89.49923278,C-3 Upper,C-3 Upper
-124439,-18032,28.96663667,-89.49933028,C-1,C-1 Sand
-124521,-18641,28.95995083,-89.50911333,E-2,E-2
-75707,-7777,28.56718444,-90.87451917,Tex 8 Sand,Tex 8 Sand
-89955,-9229,29.6655074,-93.7635438,12300 D FB-H,12300D
-125978,-18070,28.97845806,-88.62904694,P-60 Sand,P-60 Sand
-10360,-1726,29.01443889,-91.56951389,E Sand,E Sand
-143040,-21460,29.01519583,-91.57006306,C Sand,C Sand
-139728,-20796,29.01505,-91.57005333,D Sand,D Sand
-165542,-24644,29.2503021,-88.9292618,BA-1A Sand,BA-1A
-129409,-18670,29.25192835,-88.92878061,BA4AREX2,
-161887,-23964,29.25192829,-88.92877748,BA4AREX2,
-160255,-23737,29.25192829,-88.92877748,BA4AREX2,
-161887,-23963,29.25192314,-88.92879642,BA-4AA EX2,
-122947,-17392,29.24709417,-88.91681056,"LP-1G, FB-R","LP-1G, FB-R"
-103744,-10574,29.23681111,-88.91602583,TX-1 FB C4,TX-1 FB C4
-19239,-2446,28.97100722,-89.23913528,L 2 Sand,L 2 Sand
-24901,-2910,28.97093444,-89.2399975,L-1 Sand,L-1  Sand
-1071,-220,29.462981,-92.369495,TEX (W)-3 SAND,TEX (W)-3 SAND
-1683,-355,29.4674619,-92.368986,BIG (2)-3 B SAND,BIG (2)-3 B SAND
-8694,-1585,29.46305389,-92.36937667,Big(2)-3B Sand,BIG (2)-3 B SAND
-112025,-13493,29.46305389,-92.36937667,BIG (2) - 2C,BIG (2) - 2C
-110514,-12708,28.59637167,-90.39183389,K-2 Sand FB A,K-2 Sand
-5044,-1023,27.7945026,-90.6478265,H2 RC2,H2 RC2
-178158,-27165,28.30554167,-92.00915833,H2 RC1,
-160920,-23840,29.11915278,-88.86301389,G2 RC,G2
-2502,-771,27.96660278,-93.03014194,5600 Seg 500,5600 Sand Seg 500
-29226,-3385,27.96741861,-93.03050444,5300' Seg 500, 5300 Seg 500
-1328,-317,28.6527581,-91.5044291,Upper JM,Upper JM
-116533,-15281,28.66220389,-91.51616889,IF Sand,IF Sand
-117168,-15308,28.66263694,-91.515805,JB Sand,JB Sand
-176971,-26905,28.65346139,-91.50495528,IF Sand,IF Sand
-106207,-11141,28.92909806,-89.28222806,M10 Mid Sand,M10 Mid Sand
-870,-210,29.615385,-88.91413306,FE Sand,
-15512,-2386,28.83108278,-89.44885111,8100' SAND,8100' SAND
-109532,-12310,28.8309,-89.44906,"8,000? Sand Seg ?490?",8100' SAND
-54688,-5733,29.41688639,-89.04776194,7950' FB-A Sand,7950' FB-A Sand
-129964,-18785,29.41676833,-89.04752806,7800' FB-F,7800
-112894,-14841,29.41688639,-89.04776194,7950' FB A Sand,7950 LOWER
-66089,-6762,29.5292375,-93.75617278,Marg A Sand,"Marg ""A"" Sand"
-49910,-5832,28.21819167,-89.79176944,BN-3,BN-3
-110148,-12423,28.21820333,-89.79173361,BN-2,BN-2
-146493,-21915,28.21820972,-89.79174528,BN-1,BN-1
-49490,-5344,28.51078333,-92.44168333,C-50 Sand,C50
-55902,-5684,28.51038333,-92.44188611,C-35 Sand,C35
-38297,-4340,28.78952694,-88.23049306,K-60,K-60
-15075,-2230,28.50769417,-90.62936056,B-55,B-55
-566,-99,29.410639,-89.0030556,6300' Sand,6300' Sand
-8113,-1661,27.78046667,-90.80070556,PT-1/PT-2,PT-1 / PT-2
-646,-524,28.5951175,-90.07246,UM-10,UM - 10
-3717,-881,28.59193806,-90.07790194,UM-4,UM-4
-4932,-1074,29.30488389,-88.85293306,E Sand,E Sand
-33946,-3817,29.30468167,-88.85264583,E Sand,E Sand
-5281,-1205,28.85081111,-94.80470056,Ang B,"Big Hum ""F"" Sand"
-87211,-9050,28.15349083,-93.66662083,PL1-2 Sand,PL 1-2
-67701,-6961,28.15332528,-93.66545139,PL6-3A,PL6-3A
-76673,-8170,28.9876201,-91.8692339,CP-9UPP FBB,CP-9
-25721,-3029,28.59118167,-90.41873417,"""KR"" Sand","""KR"" Sand"
-51918,-5383,28.58976278,-90.41978972,"""JT"" SAND","""JT"" Sand"
-98011,-10086,28.58930833,-90.42239167,"""JL"" Sand","""JL"" Sand"
-62922,-7087,28.84442694,-89.40027,6500' Sand,6500' Sand
-119826,-16386,28.80405,-91.974875,Bul I-2 Sand,Bul I-2
-116484,-15269,29.09559167,-89.99503528,C-1 Sand,C-1 Sand
-16919,-2400,27.98505083,-96.44222917,CM-15,CM-15
-166514,-24834,28.1565269,-89.23695946,Q RA,
-113856,-14289,29.36921321,-93.16303865,B-1 Sand,B-1 Sand
-122992,-17453,28.83784,-89.44892,7300' Seg 150 ,7300' Sand
-172407,-26082,28.83770417,-89.44889222,7200' Sand,7200' Sand
-107526,-11460,28.56898389,-91.76835194,OW Upper,OW SAND
-74560,-7692,28.56895056,-91.76877806,OW Lower,OW SAND
-114131,-14316,28.56908194,-91.76706389,OV Sand,OV SAND
-150954,-23248,28.05763833,-90.53979667,GA 15 Sand,GA 15 Sand
-159552,-23546,28.69636194,-88.18964194,M56 Low A/M56 Low,M56L
-175449,-26768,28.6963632,-88.18964189,M56 LOW A/M56 LOW,M56L
-171987,-26199,26.51793583,-90.52855056,Wilcox 1/Wilcox 2,Wilcox 1 / Wilcox 2
-151211,-22698,28.19761722,-91.67123944,5700 K-19,5700 Sand
-179450,-27501,28.19813806,-91.67167611,5500' Sand,5500 Sand
-151652,-22935,27.98931333,-90.32554944,PB-1 Sand,PB-1 Sand
-167475,-25084,28.05103889,-91.05203333,T2 Sand,T2 Sand
-150913,-22717,29.03303333,-90.17126667,CP-4 Sand, CP-4 Sand
-150913,-22716,29.03303333,-90.17126667,S 7900 FB D Sand, S 7900' FB D Sand
-151172,-22895,28.794625,-88.04537389,Lower M56,Lower M56 Reservoir
-158216,-23817,26.38307222,-91.366875,Wilcox,Wilcox
-151098,-22683,28.82842667,-90.40960333,A 1 S,A 1 S
-46466,-4967,28.17758806,-96.12638444,5200' Sand,5200' Sand
-60110,-6406,28.135275,-96.13899806,RL 4 Sand,RL 4 Sand
-73767,-7556,28.16683889,-96.09419278,RL-3 Sand,RL 3 Sand
-74460,-7617,28.16854806,-96.137735,AB-2 Sand,AB-2 Sand
-111394,-13290,28.1066418,-96.4300003,MARG  A-1D Sand,MARG A-1D Sand
-12862,-1978,28.04949,-96.27676083,MA-1A Sand,MA-1A Sand
-69567,-7114,28.08369833,-96.27610833,MA-1 Sand,MA-1 Sand
-7404,-1381,28.79834361,-91.97719472,Lower Bul l-1,Lower Bul l-1
-91260,-9432,28.798347,-91.977263,Bul I-1,Bul I-1 
-110609,-12628,28.24367778,-93.33539778,5800 Sand Block C,5800' Sand Block C
-3570,-805,28.49618333,-91.55644722,D-2 Stray FB-G,D-2 STRAY
-41758,-4811,28.49660222,-91.55700889,C-24 FB-G Sand,C24
-45405,-4812,29.41243806,-89.02606889,6300' Sand,6300' Sand
-43841,-4844,28.022375,-96.30675028,9100' Sand,9100' Sand
-14813,-2252,27.9938075,-96.45112528,CM-15,CM-15
-82090,-8698,27.93363389,-96.33871389,I-6 Sand,I-6 Sand
-82090,-8715,27.93415833,-96.337875,H-6 Sand,H-6 Sand
-131177,-19143,27.93403583,-96.33812972,H-10 Sand,H-10 Sand
-15252,-2150,28.98129611,-90.17673278,O - RD,O RD  Sand
-167830,-25215,29.77160833,-88.31941389,3800' Sand,3800' Sand
-114192,-15836,29.16602083,-88.65265417,N Sand,N Sand
-156727,-23306,28.92662778,-90.35115556,C1D Sand FB A2ST,C-1D
-174370,-26470,28.92666111,-90.35156833,C-1C Sd FB A2 ST,C-1C
-2036,-327,28.81518689,-90.39138465,"G-10AB,O",G-10AB
-31607,-4514,28.81549389,-90.39121,G-10C,G-10C
-53589,-5880,28.81530694,-90.39163389,G 10,G-10
-80142,-8580,28.81466472,-90.39231667,G-8,G-8
-138576,-20545,28.81466472,-90.39231667,"G-8,SEG O",G-8
-140148,-20908,29.02589583,-88.9355449,I RD2,
-21730,-2868,29.02676361,-88.94321611,F Sand,F Sand
-1888,-725,29.12242081,-89.62172564,P1,P-1
-4174,-864,29.12242081,-89.62172564,P-1,P-1
-5463,-1131,29.09839062,-89.9552205,C4A-N,C4A-N
-110825,-12965,27.96200556,-93.67073889,PL 1-2 Sand,PL1-2 Sand
-58623,-5894,29.33415833,-92.69716389,HR,HR Sand
-1702,-233,28.65308987,-89.15596427,B60/70B,B-60/70B
-78138,-8173,28.22001111,-92.43666944,J Sand,J Sand
-109357,-12018,29.45749417,-88.95416333,9100 FB-A, 9100 FB-A
-176288,-26844,29.45841056,-88.95391417,8600' Sand,8600' Sand
-97256,-10097,28.08945,-92.731475,PL 1-10,PL 1-10
-95027,-9792,28.24574167,-94.07400556,G-23 Sand,G-23 Sand
-114236,-14362,28.24575833,-94.07405,G-23 Sand,G-23 Sand
-47107,-4969,29.00395833,-89.55618056,KT,KT
-35208,-3916,28.76945583,-89.25197528,P-1-2A Sand,P-1-2A Sand
-2739,-472,29.4568,-88.9491,6700' Sand,6700' Sand
-29730,-3445,29.39992,-88.96082,2900' FB-C Sand,2900' FB-C Sand
-51078,-5446,29.39992389,-88.96082417,2300' Sand,2300' Sand
-119413,-16172,29.39992389,-88.96082417,2700' FB-C Sand,2700' Sand
-2505,-463,29.4002,-88.9989,7800' Sand,7800' Sand
-13966,-2050,29.402311,-88.997046,6300' Sand,6300' Sand
-113246,-14070,29.37024167,-88.99254917,5500' FB-A Lower,5500' Lower Sand
-128685,-18922,29.39828083,-89.012295,3250' FB-A, 3250' Sand
-128685,-18921,29.39828083,-89.012295,9200' FB-A, 9200' Sand
-75787,-7720,29.19108145,-94.40194695,KA-1 Sand,KA-1 Sand
-138936,-20542,29.30594639,-93.23351139,I-2  Sand,I-2 Sand
-138837,-20611,28.52506333,-90.97321139,C-5,C-5
-114365,-14349,28.96472694,-90.33985306,T-16B Sand,T16B
