SN_APD,H2S_DESIGNATION,H2S_ACTVTN_PLAN_TVD,GEO_MARKER_NAME,TOP_MD
-689,Absent,,7600 L Sd.,11896
-685,Absent,,Cris A,8794
-685,Absent,,Marg A,9594
-685,Absent,,Siph D,10094
-699,Absent,,10800' Sand,11770
-701,Absent,,Valv H3 Sand,9184
-701,Absent,,Valv H4 Sand,9404
-703,Absent,,Top Salt,6637
-685,Absent,,Planulina,10394
-685,Absent,,Lentic H,11594
-685,Absent,,Basal Cris R,18300
-699,Absent,,10600' Sand,11578
-703,Absent,,Base Salt,20092
-703,Absent,,Mid Miocene 12.2 SB,22982
-703,Absent,,Mid Miocene 15.0 SB,27103
-729,Absent,,TOP L. PLIOCENE,11347
-729,Absent,,TOP U. MIOCENE,12261
-716,Absent,,Basal Nebraskan Fauna,720
-721,Absent,,Top Lower Miocene,8245
-721,Absent,,Top Marg. A,11947
-721,Absent,,Top Siph. Davisi,15895
-729,Absent,,E-3 SAND,17522
-716,Absent,,Buliminella 1,1050
-716,Absent,,Discorbis 12,1800
-716,Absent,,Objective Sand,2725
-728,Absent,,Basal Nebraskan Fauna,720
-728,Absent,,Buliminella 1,980
-728,Absent,,Discorbis 12,1980
-728,Absent,,Top of Objective Sands,2725
-729,Absent,,TOP U. PLIOCENE,10697
-729,Absent,,GN-1 SAND,17933
-729,Absent,,PT-1/PT-2 SAND,18448
-819,Unknown,12400.0,Big 2,7000
-774,Absent,,Basal Nebr ,11978
-783,Absent,,G-1 Sand,5658
-819,Unknown,12400.0,Tex W,8800
-727,Absent,,A-25,6957
-783,Absent,,G-2 Sand,6200
-813,Absent,,QB Sand,9630
-819,Unknown,12400.0,Big hum,11500
-819,Unknown,12400.0,JW Sand,12650
-819,Unknown,12400.0,MI Sand,15460
-819,Unknown,12400.0,Lower Cris I,18500
-829,Absent,,Trim A-5,5600
-843,Absent,,16600 Sand,17100
-864,Absent,11710.0,D-8,12999
-843,Absent,,16000 Sand,16625
-829,Absent,,Basal Nebr-2,11850
-932,Absent,,10800' Sand,11964
-923,Absent,,Trim A-2 Sand,5106
-923,Absent,,Trim A-3 Sand,5583
-1150,Absent,,M9,23971
-981,Absent,,UM1 B Upper,17055
-1002,Absent,,UM1,15449
-1001,Unknown,15500.0,W Fault,9730
-1001,Unknown,15500.0,KJ,12071
-1001,Unknown,15500.0,MD,12350
-1001,Unknown,15500.0,WA Fault,14503
-994,Absent,,Middle Cat Coal Sand,18335
-1001,Unknown,15500.0,EA,4125
-1001,Unknown,15500.0,OT,16098
-1001,Unknown,15500.0,PD,17022
-1001,Unknown,15500.0,PN,17772
-962,Absent,,LENTIC 1,12805
-1002,Absent,,UM9,15724
-1019,Absent,,Angulogerina B - 1 SD,13034
-962,Absent,,LENTIC 2,13153
-1018,Absent,,E Sand,4597
-1201,Absent,,Pliocene 7000 ft. Sand,7262
-1043,Absent,,K-5B,17875
-1043,Absent,,K-6,18364
-1026,Absent,,F-1 Sand,5126
-1026,Absent,,F-2 Sand,5587
-1026,Absent,,F-3 Sand,6343
-1216,Absent,,D-6,10838
-1128,Absent,,"Trimosina ""B""",4040
-1072,Absent,,JM Sand,11058
-1063,Absent,,C-11 Sand,13862
-1063,Absent,,D-4 Sand,14712
-1062,Absent,,MA-2,15426
-1072,Absent,,KR Sand,13620
-1096,Absent,,"Planulina ""D""",16713
-1128,Absent,,"Augulogerina ""B""",5370
-1128,Absent,,"Lenticulina ""I""",7730
-1216,Absent,,K2,13664
-1147,Absent,,PLIOCENE,7000
-1192,Absent,,Lentic 3,9876
-1271,Absent,,H,9340
-1150,Absent,,M11,24670
-1150,Absent,,Eocene,24855
-1271,Absent,,J,9501
-1216,Absent,,K2a,13872
-1229,Absent,,16100 Sand,15228
-1092,Absent,,Top Salt,10088
-1092,Absent,,Base Salt,16297
-1092,Absent,,Cyclicargolithus floridanus (M57),18850
-1092,Absent,,Discoaster petaliformis (M54),19832
-1092,Absent,,Sphenolithus belemnos (M20),21760
-1292,Absent,,GC Sand,7370
-1310,Absent,,FD,9804
-1250,Absent,,D-6,10838
-1289,Absent,,GA ,7444
-1248,Absent,,"10,000' Sand",11166
-1250,Absent,,K2,13664
-1250,Absent,,K2a,13872
-1251,Unknown,,BN Sand,5097
-1251,Unknown,,BHG Sand,6211
-1251,Unknown,,R43 Sand,7401
-1251,Unknown,,CS4 Sand,8098
-1251,Unknown,,Marg A Sand,9802
-1251,Unknown,,SIPH D Sand,10497
-1251,Unknown,,Plan A Sand,11367
-1251,Unknown,,Plan B Sand,12955
-1251,Unknown,,Plan C Sand,17544
-1261,Absent,,9700' Sand,11654
-1289,Absent,,GB,7654
-1260,Absent,,Bul 1,11195
-1261,Absent,,8100' Sand,8520
-772,Absent,,7050' Sd,7182
-772,Absent,,8650' Sd,8396
-1267,Absent,,S-Sand,18059
-1289,Absent,,GC,7784
-1289,Absent,,GD,7924
-1292,Absent,,GB Sand,6315
-1330,Absent,,K-2 Sand,13387
-1349,Absent,,"10,000' Sand",11166
-1310,Absent,,FH,10569
-1310,Absent,,HC,12493
-1344,Absent,,K-2,9300
-1330,Absent,,I-3 Sand,11423
-1356,Absent,,G-20,8798
-1356,Absent,,G-35,8938
-1356,Absent,,H-5,8968
-1361,Absent,,Lower Tex L Sand,9100
-1361,Absent,,Upper Tex L Sand,9540
-1382,Absent,,Trim A,1640
-1463,Absent,0.0,B1 Sand,11423
-1463,Absent,0.0,B2B Sand,11754
-1410,Known,16000.0,Chris R,17015
-1413,Absent,,Cat Coal Upper,18392
-1407,Absent,,4700' Sand,7349
-1394,Absent,,Top of Miocene,22260
-1394,Absent,,Top Middle Miocene,26040
-1477,Absent,,H. selli,9200
-1118,Absent,,HB-1 Sand,3619
-1422,Unknown,,Top Salt,8682
-1422,Unknown,,Base Salt,12282
-1422,Unknown,,Miocene 15.0 sb,22242
-1422,Unknown,,Top Ogligocene,24222
-1422,Unknown,,Top Wilcox,25922
-1504,Absent,,Discorbis 12 Sand ,5700
-1477,Absent,,C. mac,11000
-1477,Absent,,D. brouweri,12000
-1504,Absent,,Tex L Sand ,8000
-1504,Absent,,Tex W Sand ,10100
-1504,Absent,,Big Hum ,13200
-1512,Absent,0.0,KB Sand,11623
-1512,Absent,0.0,KR Sand,12800
-1559,Absent,,Cib-Op,9150
-1477,Absent,,D. Pent,12400
-1530,Absent,,M35,27654
-1530,Absent,,M5,28220
-1550,Unknown,14688.0,Gyrodina,19744
-1559,Absent,,Fault,9879
-1477,Absent,,D. Surculus,13000
-1477,Absent,,D. Tamalis,15000
-1528,Absent,,C-9 Sand,12379
-1528,Absent,,D-4 Sand,13142
-1529,Absent,,D-1 Sand,11965
-1583,Absent,,Rob L Sand,13074
-1559,Absent,,KN Sand,10148
-1559,Absent,,LK Sand,10845
-1568,Absent,,JB Sand,9800
-1584,Unknown,17000.0,Fault A,10703
-1584,Unknown,17000.0,Fault B,15175
-1584,Unknown,17000.0,Cib OP,17100
-1585,Absent,,Lower Miocene,12500
-601,Absent,,TRIM A,5350
-691,Absent,,X1,16410
-711,Absent,,Gyro,16100
-601,Absent,,TRIM B,6600
-601,Absent,,BUL 1,12250
-601,Absent,,MIOCENE,16200
-652,Absent,,X-2,8910
-660,Absent,,Lower Miocene,12500
-722,Absent,,I Sand,4979
-722,Absent,,L4 Sand,6787
-691,Absent,,X0,17493
-722,Absent,,N Sand,7628
-722,Absent,,Fault,7717
-722,Absent,,R Sand,9036
-736,Absent,,D-3,9548
-725,Absent,,Horizon 1,9906
-725,Absent,,Horizon2,12565
-770,Absent,,Trim A-2 Sand,5106
-736,Absent,,D-6,11076
-744,Absent,,C-11 Sand,13862
-744,Absent,,D-4 Sand,14712
-795,Absent,,7600 L Sd.,11769
-881,Absent,,QB Sand,8483
-804,Absent,,7700' Sand,9675
-807,Absent,,Gyro,16100
-770,Absent,,Trim A-3 Sand,5583
-785,Absent,,"Pliocene 16,500' Sand",18798
-889,Absent,,9400 Sand,10429
-852,Absent,,Basal Nebraska,13400
-877,Absent,,Pliocene 7000 ft. Sand,7262
-856,Absent,,Pliocene 17000' Sand,19528
-891,Absent,,J-6 Sand,11554
-891,Absent,,J-2 Sand,14448
-898,Absent,,15900 Sand,14609
-898,Absent,,16100 Sand,14910
-900,Absent,,16100 Sand,15228
-894,Absent,,JM Sand,11058
-894,Absent,,KR Sand,13620
-924,Absent,,D-6,11076
-944,Absent,,Angulogerina B Sand,4635
-903,Absent,,BS 58 Sand,8402
-930,Absent,,Base Salt,20489
-911,Absent,,"Trimosina ""B""",4040
-911,Absent,,"Augulogerina ""B""",5370
-911,Absent,,"Lenticulina ""I""",7730
-924,Absent,,D-3,9548
-930,Absent,,M20,26824
-990,Absent,,Trim A-2 Sand,5106
-990,Absent,,Trim A-3 Sand,5583
-1004,Unknown,15500.0,W Fault,9730
-931,Absent,,DP-1,9610
-931,Absent,,DS-1/2,9800
-995,Absent,,J-2 SAND,6630
-995,Absent,,L SAND,7400
-995,Absent,,Oo SAND,7642
-995,Absent,,Q SAND,9156
-995,Absent,,W SAND,11277
-1004,Unknown,15500.0,EA,4125
-1004,Unknown,15500.0,KJ,12071
-1004,Unknown,15500.0,MD,12350
-1004,Unknown,15500.0,WA Fault,14503
-1004,Unknown,15500.0,OT,16098
-1004,Unknown,15500.0,PD,17022
-1004,Unknown,15500.0,PN,17772
-1071,Unknown,12400.0,Lower Cris 1,18500
-1086,Absent,,Basal Nebraska,13400
-1087,Absent,,TX W 12 Sand,15273
-1088,Absent,,J2 Sand,11373
-1161,Absent,,16000 Sand,16625
-1088,Absent,,K Sand,11624
-1088,Absent,,K2 Sand,11788
-1161,Absent,,16600 Sand,17100
-1160,Absent,,Lower Tex L Sand,9100
-1088,Absent,,L Sand,12080
-1088,Absent,,L2 Sand,12256
-1160,Absent,,Upper Tex L Sand,9540
-1088,Absent,,M Sand,12416
-1088,Absent,,M3 Sand,12642
-1264,Absent,,10800' 2nd Sand,12057
-1238,Absent,,Valv H3 Sand,9722
-1238,Absent,,Valv H4 Sand,9930
-1254,Absent,,2700' Sand,2840
-1333,Absent,,Cris Sub 4,13600
-1291,Absent,,E-20,8381
-1359,Absent,,6200' Sand,7946
-1291,Absent,,E-50,10322
-1291,Absent,,E-70,10778
-1322,Absent,,Tex P 14,11808
-1322,Absent,,Tex P15,12600
-1371,Absent,,Cris I,9230
-1371,Absent,,Cyclam 3,9600
-1337,Absent,,Lower Rob L,10878
-1337,Absent,,Rob M,11739
-1337,Absent,,Basal Rob M,13657
-1340,Known,,Siph D 10 Sand,13400
-1359,Absent,,RM8 Sand,8229
-1359,Absent,,RM12 Sand,8784
-1362,Absent,,Trim A,3300
-1362,Absent,,Ang B,8000
-1362,Absent,,Lower Ang B,10500
-1362,Absent,,Lentic 1,11000
-1362,Absent,,Valv H,12000
-1362,Absent,,Bul 1,12500
-1371,Absent,,Rob E,8360
-1371,Absent,,Disc 12,10100
-1467,Absent,,D-6 Sand,9810
-1345,Unknown,18200.0,Cris A Sand,19960
-1384,Absent,,7400' Sd,12720
-1384,Absent,,7200' Sd,12199
-1467,Absent,,D-7 Sand,9890
-1487,Absent,,T/CP-16,8268
-1392,Absent,,H8 Sand,4617
-1392,Absent,,L Sand,5935
-1409,Absent,,UM1-A Sand,17299
-1411,Absent,,"10,000' Sand",11166
-1487,Absent,,T/CP-18,8974
-1414,Absent,,Cib 32-3,7795
-1414,Absent,,Cib 32-4,8612
-1417,Absent,,G-20,8798
-1417,Absent,,G-35,8938
-1417,Absent,,H-5,8968
-1487,Absent,,TEX X-1,9531
-1467,Absent,,D-8 Sand,10165
-1462,Absent,,Pliocene,10263
-1467,Absent,,D-9 Sand,10541
-1516,Absent,,GA4 Sand,14204
-1487,Absent,,T/CP-5,7555
-1488,Absent,,Top Salt,9654
-1488,Absent,,Base Salt,13122
-1488,Absent,,13.8 ma SB,25272
-1488,Absent,,15.0 ma SB,27172
-1488,Absent,,Top Oligocene,27892
-1503,Absent,,Bigenerina A,4480
-1533,Absent,,Cib Op Sand,8920
-1555,Absent,,Pliocene,12353
-1515,Unknown,15500.0,EA,4125
-1503,Absent,,Discorbis 12,5430
-1515,Unknown,15500.0,W Fault,9730
-1515,Unknown,15500.0,KJ,12071
-1503,Absent,,Uvigerina 3,10490
-1503,Absent,,Textularia,13320
-1510,Absent,,E Sand,8025
-1515,Unknown,15500.0,MD,12350
-1515,Unknown,15500.0,WA Fault,14503
-1515,Unknown,15500.0,OT,16098
-1515,Unknown,15500.0,PD,17022
-1515,Unknown,15500.0,PN,17772
-1516,Absent,,GA3 Sand,13720
-1541,Absent,,B Neb Sand,8653
-1548,Absent,,UVIG SAND,11270
-1554,Absent,,Lentic 3 Sand,10278
-1556,Absent,,Rob L,15367
-1563,Unknown,17000.0,Fault B,15175
-1563,Unknown,17000.0,Fault A,10703
-1563,Unknown,17000.0,Cib OP,16702
-1569,Absent,,5100' Sand,7885
-1596,Absent,,TEX L-1 Sand,7629
-1586,Absent,,I-3 Sand,11423
-1586,Absent,,K-2 Sand,13387
-1590,Absent,,D Sand,6233
-1595,Absent,,B4 sand,16415
-1597,Absent,,E Sand,7761
-1601,Absent,,L SAND,7400
-1601,Absent,,Oo SAND,7642
-1596,Absent,,TEX L-2 Sand,7893
-1600,Absent,,E Sand,5009
-1600,Absent,,I Sand,6209
-1601,Absent,,J-2 SAND,6630
-1601,Absent,,Q SAND,9156
-1601,Absent,,W SAND,11277
-1557,Absent,,LENTICULINA 1,5376
-1604,Absent,,K-1A SAND,3981
-1557,Absent,,BULIMINELLA 1,10717
-1557,Absent,,TEXTULARIA X,13787
-1557,Absent,,26 SAND,13902
-1557,Absent,,27 SAND,14570
-1557,Absent,,28 SAND,14980
-1557,Absent,,30 SAND,15594
-1602,Absent,,E Sand,10202
-1609,Absent,,Tex X1,12796
-1604,Absent,,K-2 SAND,4412
-1605,Absent,,Amp 5.4,15561
-1605,Absent,,Amp 5.5,16000
-1604,Absent,,L-1 SAND,4702
-1604,Absent,,L-2 SAND,4856
-1606,Absent,,TEX W SAND ,6425
-1606,Absent,,UVIG 3 SAND ,10289
-1605,Absent,,Amp 6,18840
-1605,Absent,,Amp 6.2,19730
-1608,Absent,,UM1,15449
-1608,Absent,,UM9,15724
-1607,Absent,,2200' Sand,1749
-1609,Absent,,Tex X2,13274
-1607,Absent,,2800' Sand,2343
-1607,Absent,,3650' Sand,3097
-1614,Absent,,I-1,8023
-1614,Absent,,J-1,9186
-1619,Absent,,L SAND,7400
-1612,Absent,,H4 Sand,4988
-1615,Absent,,CP47a ,15966
-1615,Absent,,CP48,16475
-1616,Unknown,16980.0,4340 m Sand,16250
-1616,Unknown,16980.0,4980 m Sand,17100
-1616,Unknown,16980.0,5400 m Sand,18600
-1617,Absent,,MM 7,19624
-1619,Absent,,J-2 SAND,6630
-672,Absent,,Base Salt,21300
-645,Absent,,Lower Miocene,12500
-676,Absent,,Base of Salt,22186
-672,Absent,,Upper Miocene,22500
-666,Absent,,K-2 Sand,6575
-666,Absent,,7400' Sand,7300
-672,Absent,,Top Salt,20700
-672,Absent,,Middle Miocene,28500
-672,Absent,,Lower Miocene,32000
-676,Absent,,MMR,26461
-676,Absent,,ME 20,29051
-676,Absent,,Top of Salt,7411
-676,Absent,,ME 60,31628
-686,Absent,,P Sand,10117
-740,Absent,,K-5B,17875
-775,Absent,,X1,16410
-775,Absent,,Z0,17493
-740,Absent,,K-6,18364
-808,Absent,,Bul 3,8983
-779,Absent,,Trim A Sand,4378
-844,Absent,,3850 Sd.,6454
-808,Absent,,Bul 4,9258
-841,Absent,,L-3,14935
-844,Absent,,3500 Sd.,5748
-844,Absent,,4100 Sd.,6623
-844,Absent,,4200 Sd.,6841
-857,Absent,,Basal Nebraskan Fauna,720
-857,Absent,,Buliminella 1,1050
-857,Absent,,Discorbis 12,1800
-857,Absent,,Objective Sand,2725
-849,Absent,,MM 7,19624
-882,Absent,,10800' Sand,11964
-885,Absent,,TOP U. PLIOCENE,10697
-885,Absent,,TOP L. PLIOCENE,11347
-885,Absent,,TOP U. MIOCENE,12261
-885,Absent,,E-3 SAND,17522
-885,Absent,,GN-1 SAND,17933
-885,Absent,,PT-1/PT-2 SAND,18448
-892,Absent,,7600 L Sd.,11769
-909,Absent,,X-2,8910
-1165,Absent,,K-2 Sand,6575
-1173,Absent,,K2,13664
-938,Absent,,H. sellii,15214
-948,Absent,,E-3 SAND,17661
-938,Absent,,D brouweri,21237
-943,Absent,,K-2 Sand,6575
-913,Unknown,,Lentic 1,6910
-913,Unknown,,T/Pliocene,7880
-913,Unknown,,Bull 1,11920
-1173,Absent,,K2a,13872
-943,Absent,,7400' Sand,7300
-941,Absent,,Cris Sub 4,13600
-948,Absent,,GN-1 SAND,18082
-948,Absent,,PT-1/PT-2 SAND,18442
-928,Absent,,D-6,10838
-928,Absent,,K2,13664
-928,Absent,,K2a,13872
-959,Absent,,"Planulina ""D""",16713
-985,Unknown,,Selma Chalk,9500
-997,Absent,,Trim A-3 Sand,5583
-1006,Absent,,CN-1,8194
-985,Unknown,,Paluxy,13000
-985,Unknown,,Rodessa,14320
-980,Absent,,Red Amplitude,8390
-980,Absent,,9500 Sand,9328
-980,Absent,,9800 Sand,9658
-980,Absent,,12500 Sand,13109
-985,Unknown,,Upper James Lime,14800
-997,Absent,,Trim A-2 Sand,5106
-1010,Absent,,M7,22925
-1982,Absent,,Dicorbis 12,5430
-1982,Absent,,Uvigerina 3,10490
-1982,Absent,,Textularia,13320
-2257,Absent,,Robulus E Sand and Shale,9377
-1989,Absent,,MN-7,12513
-1989,Absent,,MN-9,13260
-1989,Absent,,MN-9E,13913
-1989,Absent,,MN-10,15161
-1992,Absent,,E-4 Sand,13036
-1992,Absent,,E-5 Sand,13448
-1993,Unknown,16980.0,4340 m Sand,16250
-2004,Absent,,Bigenerina A,5650
-2004,Absent,,Bigenerina 2,8500
-2004,Absent,,Amphistogina B Marker,12666
-2004,Absent,,Robulus L,13166
-2004,Absent,,Robulus L 7.7,14116
-2004,Absent,,Robulus L 8.0,14361
-2004,Absent,,Robulus M,16411
-2007,Absent,,Base Salt,22175
-2007,Absent,,MM 90,32076
-2007,Absent,,ME 20,35700
-2027,Absent,,3700 Trim A Sand ,3700
-2027,Absent,,4250 Trim A Sand ,4242
-2027,Absent,,6500 Trim B Sand ,8565
-2023,Absent,,Pink,21300
-2024,Absent,,Pink,21300
-2048,Absent,,8100' Sand,8520
-2055,Absent,,M Sand,14592
-2082,Absent,,H. selli,9200
-2048,Absent,,9700' Sand,11654
-2082,Absent,,C. mac,11000
-2082,Absent,,D. brouweri,12000
-2082,Absent,,D. Pent,12400
-2082,Absent,,D. Surculus,13000
-2082,Absent,,D. Tamalis,15000
-2257,Absent,,D-8 Sand,11899
-2257,Absent,,D-10 Sand,12280
-2333,Known,14600.0,Top Chalk,8450
-2258,Absent,,BUCELLA HANNAI,8289
-2333,Known,14600.0,Top Paluxy,12460
-2353,Absent,,ZOI C,28078
-2258,Absent,,BULIMINELLA 1,8513
-2258,Absent,,SA-14 SAND,8691
-2396,Absent,,Pliocene E Sand,19330
-2393,Absent,,5000' Sand,5997
-2333,Known,14600.0,Top Rodessa,13890
-2333,Known,14600.0,Top Middle James,14625
-2353,Absent,,ZOI E top,31328
-2353,Absent,,ZOI E base,32328
-2395,Absent,,Miocene Sand,1630
-2355,Absent,,Trim A Sand,11543
-2355,Absent,,C Mac-1,16127
-2355,Absent,,Cris S,21620
-2100,Absent,,G-Sand,5087
-2396,Absent,,Pliocene D Sand,18664
-2373,Absent,,Big Hum,9100
-2373,Absent,,Cris 1,9950
-2416,Absent,,PLIOCENE,4678
-2413,Absent,,Top Salt,9880
-2373,Absent,,Amph B,12100
-2100,Absent,,G-4 Sand,5300
-2100,Absent,,H Sand,5500
-2100,Absent,,J Sand,5896
-1955,Absent,,3000 Sand,8500
-1955,Absent,,3700 Sand,11950
-1955,Absent,,3750 Sand,12600
-1955,Absent,,4000 A,13200
-1955,Absent,,4500 Sand,16104
-2373,Absent,,Rob M,14300
-2413,Absent,,Base Salt,23696
-2411,Absent,,Trimosina A-1,5636
-2411,Absent,,Trimosina A-2,6443
-2411,Absent,,2200' sand,7100
-2416,Absent,,MIOCENE,9078
-2413,Absent,,Discoaster petaliformis,24340
-2413,Absent,,Sphenolithus belemnos,27100
-2413,Absent,,Helicosphaera recta,27600
-2413,Absent,,Dictyococcites bisectus,27800
-2413,Absent,,Ellipsolithus macellus,29008
-2413,Absent,,Fasciculithus spp.,30704
-2413,Absent,,Pa100,30850
-2414,Absent,,Makeral TP-Cris A,5950
-1619,Absent,,Oo SAND,7642
-1619,Absent,,Q SAND,9156
-1619,Absent,,W SAND,11277
-1631,Known,,5900' SD,6237
-1628,Absent,,Siph,15200
-1631,Known,,6700' sand,6700
-1631,Known,,BIG EN2,8756
-1631,Known,,BIG 2D,9111
-1678,Absent,,Cib Carist Sand,11991
-1633,Absent,,E-20,8897
-1633,Absent,,E-50,11353
-1633,Absent,,E-70,11810
-1053,Absent,16500.0,MARG A ,15507
-1631,Known,,BIG 2E,9420
-1631,Known,,BIG 2F,9687
-1632,Absent,,Bigenerina,4000
-1632,Absent,,Uvigerina 3,9100
-1632,Absent,,Top Tex W,11000
-1632,Absent,,Big Hum,13600
-1664,Absent,,E Sand,3327
-1053,Absent,16500.0,DEEP MARG A,17007
-1053,Absent,16500.0,CRIS R,19257
-1662,Unknown,14688.0,Bigenerina A,6694
-1662,Unknown,14688.0,Bigenerina 2,9794
-1662,Unknown,14688.0,Cibicides opima,13044
-1662,Unknown,14688.0,Amphistegina B,14219
-1662,Unknown,14688.0,Robulus L,14894
-1662,Unknown,14688.0,Robulus M,17744
-1662,Unknown,14688.0,Gyrodina,19744
-1681,Absent,,Tex W-4,12564
-1664,Absent,,H Sand,5069
-1664,Absent,,J Sand,6980
-1664,Absent,,K Sand,7616
-1672,Absent,,na,0
-1681,Absent,,Tex W-5,13051
-1682,Absent,,Tex W-4,12564
-1682,Absent,,Tex W-5,13051
-1683,Absent,,Trim A,4101
-1683,Absent,,Ang B,5401
-1683,Absent,,Lentic 1,5861
-1683,Absent,,Text 1,6351
-1683,Absent,,Bul 1,8126
-1683,Absent,,Rob E,10776
-1726,Unknown,20050.0,Lentic,7102
-1726,Unknown,20050.0,Basal Nebraskan,8217
-1726,Unknown,20050.0,Top Salt,23460
-1750,Absent,,Upper Channel 2,6441
-1782,Absent,,TA Sand,2509
-1748,Absent,,Trim A,4101
-1748,Absent,,Ang B,5401
-1748,Absent,,Lentic 1,5861
-1748,Absent,,Text 1,6351
-1748,Absent,,Bul 1,8126
-1748,Absent,,Rob E,10776
-1754,Unknown,15500.0,Discorbis B,13850
-1750,Absent,,Lower Channel Mid,7702
-1763,Absent,,BN-4 ,9943
-1754,Unknown,15500.0,Siphogenerina Fredsmithi,14100
-1761,Known,,TA Sand,2509
-1761,Known,,HB-1 Sand,3062
-1754,Unknown,15500.0,Siphonina Davisi,15300
-1754,Unknown,15500.0,Cris R 1 Sand,17000
-1761,Known,,HB-4 Sand,3976
-1643,Absent,,Lentic E,7484
-1754,Unknown,15500.0,Cris R 2 Sand,17630
-1754,Unknown,15500.0,Cris R 3 Sand,18350
-1771,Absent,,GC Sand,8446
-1793,Unknown,15500.0,Discorbis B,13850
-1782,Absent,,HB-1 Sand,3119
-1782,Absent,,HB-4 Sand,4115
-1793,Unknown,15500.0,Siphogenerina Fredsmithi,14100
-1793,Unknown,15500.0,Siphonina Davisi,15300
-1793,Unknown,15500.0,Cris R 1 Sand,17000
-1793,Unknown,15500.0,Cris R 2 Sand,17630
-1793,Unknown,15500.0,Cris R 3 Sand,18350
-1806,Absent,,UPPER PLIOCENE,5500
-1826,Absent,,Rob E Sand,15550
-1826,Absent,,Big A Sand,16175
-1834,Absent,,Target,4596
-1851,Absent,,Top Salt,9880
-1839,Absent,,Upper Tex W,11930
-1839,Absent,,Lower Tex W,12550
-1941,Absent,,Cib 32-4,8612
-2079,Absent,,12200' Sand,12704
-1945,Absent,,Big. Hum,10212
-2079,Absent,,15600' Sand,13676
-1851,Absent,,Base Salt,23696
-1851,Absent,,Discoaster petaliformis,24340
-1851,Absent,,Sphenolithus belemnos,27100
-1851,Absent,,Helicosphaera recta,27600
-1851,Absent,,Dictyococcites bisectus,27800
-1851,Absent,,Ellipsolithus macellus,29008
-1851,Absent,,Fasciculithus spp.,30704
-1851,Absent,,Pa100,30850
-1941,Absent,,Cib 32-3,7795
-2079,Absent,,17300' Sand,15724
-1966,Absent,,Horizon 1,9906
-1966,Absent,,Horizon2,12565
-128,Absent,,JQ Sand,10237
-128,Absent,,JR Sand,10300
-128,Absent,,KJ Sand,11655
-128,Absent,,KK Sand ,11790
-128,Absent,,KS Sand,12520
-130,Absent,,H Sand,8442
-131,Absent,,ROB L-G,12318
-131,Absent,,ROB M-1,14300
-133,Absent,,PLB,6444
-134,Absent,,C-4 M1,14012
-134,Absent,,C-4 M2,14212
-148,Known,,PLB,3542
-148,Known,,PLB-UL,3927
-148,Known,,PLB-1,4170
-161,Absent,0.0,GA Sand,12370
-174,Absent,,T 13A,17740
-170,Absent,,E Sand,10295
-170,Absent,,F Sand,10540
-170,Absent,,FA Sand,11185
-170,Absent,,GC Sand,11821
-196,Absent,,21 Sand,16449
-179,Known,,MP-2 Sand,9670
-179,Known,,MP-3 Sand,10490
-172,Absent,,T 13A,17740
-218,Absent,,,0
-220,Absent,,6000' Sand,6405
-220,Absent,,6100' Sand,6577
-220,Absent,,6400' Sand,6723
-222,Absent,,Globo. Altispira,5903
-222,Absent,,"""A"" Sand (A14) Pleistocene",6774
-222,Absent,,"""F-1"" Sand (C2)",10497
-222,Absent,,"""G"" Sand (C3)",10772
-222,Absent,,"""H"" Sand (C4)",11245
-222,Absent,,Text. Mexicana,11945
-222,Absent,,D1 Sand (Bul. 1),12676
-249,Absent,,C-15 SAND,9700
-227,Absent,,JQ,10211
-234,Absent,,HB2 Sand,7490
-234,Absent,,Blue Fault,8347
-225,Absent,,LOWER ORANGE ,12500
-225,Absent,,SUB ORANGE ,13071
-225,Absent,,RED,14384
-239,Absent,,TRIMOSINA A,3705
-234,Absent,,Green Fault,8544
-234,Absent,,GA1 Sand,9224
-227,Absent,,JR,10255
-239,Absent,,ANGULOGERINA B,4495
-239,Absent,,CS 3A SAND,4590
-239,Absent,,IN LENTICULINA 1 (top faulted out),5687
-239,Absent,,TP-1 SAND,6204
-249,Absent,,C-7 SAND,9085
-271,Absent,,Top of Chalk,21185
-271,Absent,,Wilcox,21930
-271,Absent,,Cretaceous,22410
-271,Absent,,Sligo,22735
-271,Absent,,Jurassic/Knowles,24725
-271,Absent,,Cotton Valley,25525
-271,Absent,,Haynesville,27285
-280,Absent,0.0,N Sand,6122
-283,Absent,,T/Pliocene,7780
-269,Absent,,Pliocene BUL 1,6100
-269,Absent,,C1 Sand ,11800
-269,Absent,,Miocene Rob E,12600
-269,Absent,,C1C Sand,12923
-280,Absent,0.0,K Sand,5167
-283,Absent,,CP-3 Marker,9660
-286,Absent,,Lower Miocene,12500
-293,Absent,,11550 Sand,12819
-303,Absent,,C-7 Sand,9172
-303,Absent,,C-11 Sand,9443
-303,Absent,,C-12 Sand,9561
-303,Absent,,C-13 Sand,9847
-303,Absent,,C-15 Sand,10261
-316,Absent,,Top Marg. A,11947
-316,Absent,,Top Siph. Davisi,15895
-315,Absent,,UM3 Channel,13830
-315,Absent,,UM3 Blue,14030
-349,Absent,,CP-7,1100
-316,Absent,,Top Lower Miocene,8245
-319,Absent,,Trimonsina A,3359
-351,Absent,12500.0,D-7,12600
-337,Absent,,U5 Sand,12245
-349,Absent,,CP-1,7500
-339,Absent,,S4 Sand,3126
-339,Absent,,S5 Sand,4506
