SN_APD,DRIVE_SIZE,DRIVE_DEPTH,Y_COORD_LOC,X_COORD_LOC,N_S_CODE,N_S_DISTANCE,E_W_CODE,E_W_DISTANCE,LATITUDE,LONGITUDE,SN_BOREHOLE_FK
-7937,36.0,430.0,211367.009229,1800008.01498,N,5267,W,5045,29.24639611,-91.96040861,
-7741,26.0,381.0,118525.135422,1951080.927969,N,6382,E,3853,28.99250028,-91.48633194,
-7741,26.0,381.0,114835.717081,1951968.719764,S,4428,E,2965,28.98235798,-91.48354017,
-7742,36.0,6060.0,10251522.465111,1163195.803055,S,3042,W,6876,28.24147611,-88.48258639,
-7742,36.0,6060.0,10251172.523806,1167987.855267,S,2693,E,4172,28.24067417,-88.46768972,
-7865,30.0,440.0,237110.036986,2771722.314212,S,3280,W,3622,29.29627333,-88.91222694,
-7865,30.0,440.0,240506.031053,2768540.077124,S,6676,W,440,29.30579476,-88.92198337,
-7871,19.0,550.0,-70278.133059,1732663.83965,N,4152,W,11491,28.47075806,-92.16514944,
-7871,19.0,550.0,-70214.886024,1729839.107566,N,4088,W,8667,28.47087528,-92.17393972,
-7950,36.0,3334.0,10262152.11715,795435.202342,N,2168,W,3435,28.25354028,-89.62505944,
-7950,36.0,3334.0,10261424.506351,796487.233498,N,2895,W,4487,28.25160306,-89.621745,
-8030,36.0,5753.0,9841608.531828,2355197.345566,S,4969,E,4963,27.10433861,-90.80243667,
-8030,36.0,5753.0,9845044.014085,2357905.03448,N,7436,E,2255,27.11365556,-90.79393167,
-8031,30.0,950.0,10231412.346346,2496805.116339,N,1228,E,5915,28.16836472,-90.34162833,
-8031,30.0,950.0,10229479.480158,2491315.131045,N,3161,W,4435,28.16338167,-90.35878583,
-8033,36.0,3310.0,10067879.493532,2374588.861133,N,6361,E,1411,27.72557389,-90.73016778,
-8033,36.0,3310.0,10067879.493532,2374588.861133,N,6361,E,1411,27.72557389,-90.73016778,
-8122,36.0,4214.0,10221142.0,969671.0,S,4342,W,3431,28.15009889,-89.08191332,
-8117,36.0,7145.0,10335403.486599,1261926.214939,S,7723,E,5274,28.47520694,-88.17846556,
-8117,36.0,7145.0,10332155.299779,1264666.611164,S,4475,E,2533,28.46634528,-88.16983611,
-8122,36.0,4214.0,10220605.125603,977185.957794,S,3805,E,4894,28.148975,-89.05857194,
-6816,36.0,5083.0,9882937.109796,2337944.109922,N,1223,E,6376,27.21881306,-90.8532775,
-6816,36.0,5083.0,9884665.235242,2343368.56816,S,505,E,951,27.22330861,-90.83650083,
-7103,30.0,330.0,148012.461458,1926918.203503,N,5891,W,2029,29.07347745,-91.56208687,
-7970,26.0,350.0,353608.157322,3185732.085163,N,2792,E,4944,28.75425722,-95.29874278,
-7970,26.0,350.0,354950.036011,3188225.787931,N,1450,E,2450,28.75772889,-95.29083111,
-7972,30.0,350.0,316523.062075,1294766.407752,N,3477,W,6621,29.51831583,-93.55072111,
-7972,30.0,350.0,316523.062075,1294766.407752,N,3477,W,6621,29.51831583,-93.55072111,
-8037,36.0,6582.0,9665973.020979,2117293.977448,S,3573,E,5266,26.63067083,-91.53983972,
-8037,36.0,6582.0,9668025.047449,2116546.974312,S,5625,E,6013,26.63634,-91.54205472,
-8040,24.0,260.0,292308.835145,1621607.833303,S,4242,W,3742,29.4650925,-92.52238556,
-8040,24.0,260.0,292820.721,1622656.076,S,4754,W,4790,29.46653,-92.51910845,
-8051,36.0,390.0,167.041035,2223501.959569,N,1771,W,5856,28.6652575,-90.63657083,
-8051,36.0,390.0,167.041035,2223501.959569,N,1771,W,5856,28.6652575,-90.63657083,
-8298,36.0,5436.0,9815915.033155,1732735.981013,N,4885,W,6176,27.05053667,-92.71626333,
-8350,36.0,254.0,141820.121599,2384475.316992,S,7490,E,752,29.05109861,-90.13013222,
-8350,36.0,254.0,141380.0,2385063.73,S,7050,E,164,29.04987138,-90.12830542,
-8344,30.0,360.0,238659.662526,1762645.788472,S,7268,E,2801,29.32083444,-92.07811111,
-8344,30.0,360.0,238659.662526,1762645.788472,S,7268,E,2801,29.32083444,-92.07811111,
-8352,36.0,3929.0,10237365.020498,964099.019508,S,4725,E,2141,28.1944436,-89.1000699,
-8352,36.0,3929.0,10230859.0,958213.0,N,1781,E,8027,28.17627258,-89.11798402,
-8372,36.0,2851.0,10443673.964743,1052560.007534,S,5114,W,7120,28.76573806,-88.83529333,
-8372,36.0,2851.0,10445302.029932,1052997.040688,S,6742,W,7557,28.77023361,-88.83400778,
-8381,24.0,776.0,234957.124112,2980480.800077,S,1127,W,5881,29.27658667,-88.25775611,
-8381,24.0,776.0,232524.0,2986995.0,N,1306,W,3980,29.26941569,-88.23753839,
-8387,30.0,370.0,177309.734076,1738138.511505,S,4950,E,12550,29.15166667,-92.15363028,
-8387,30.0,370.0,177309.734076,1738138.511505,S,4950,E,12550,29.15166667,-92.15363028,
-8388,30.0,385.0,318618.965803,1276810.360052,N,1381,W,3423,29.52311083,-93.60729444,
-8388,30.0,385.0,318618.965803,1276810.360052,N,1381,W,3423,29.52311083,-93.60729444,
-8396,20.0,481.0,-27631.501848,1754916.728861,S,6621,W,4228,28.58844333,-92.09679583,
-8396,20.0,481.0,-29314.963,1750392.512,S,4938,E,296,28.58373085,-92.11085327,
-8418,36.0,3209.0,10350841.669593,1005708.079014,S,7322,W,7788,28.50840889,-88.97670472,
-8418,36.0,3209.0,10351262.039969,1006479.036514,S,7742,E,7281,28.50959972,-88.97432639,
-8421,20.0,355.0,66250.171491,2294063.879205,S,5710,W,3726,28.8456,-90.41495278,
-8421,20.0,355.0,61909.8,2293538.06,S,1370,W,3200,28.83367657,-90.41670323,
-8422,26.0,400.0,333395.562438,2839182.609664,N,3684,E,2667,29.55689889,-88.69369972,
-8422,26.0,400.0,332566.079711,2841303.588912,N,4514,E,546,29.55448389,-88.68709083,
-8423,36.0,3213.0,10243217.928294,789825.935615,N,5262,E,2174,28.20116194,-89.64118806,
-8423,36.0,3213.0,10244974.359827,793835.654609,N,3506,W,1836,28.20622944,-89.62886639,
-8425,26.0,430.0,177309.734076,1738138.511505,S,4950,E,12550,29.15166667,-92.15363028,
-8425,26.0,430.0,177309.734076,1738138.511505,S,4950,E,12550,29.15166667,-92.15363028,
-8426,30.0,360.0,556119.99521,3588575.814541,N,6200,W,1900,29.26974379,-94.01566525,
-8426,30.0,360.0,556119.99521,3588575.814541,N,6200,W,1900,29.26974379,-94.01566525,
-6944,20.0,750.0,-225525.247427,1691247.229021,S,2940,E,409,28.04305111,-92.28997889,
-6944,20.0,750.0,-219540.347594,1697346.170543,N,5833,W,5690,28.0596425,-92.27123444,
-6946,24.0,500.0,-53999.08016,1934964.729823,N,4923,E,4947,28.51802889,-91.53578333,
-6946,24.0,500.0,-53462.652666,1937776.2324,N,4386,E,2135,28.51951722,-91.52703417,
-6949,26.0,600.0,113270.811337,2401449.427221,S,1526,W,2822,28.97209417,-90.07799528,
-8607,20.0,355.0,66250.171491,2294063.879205,S,5710,W,3726,28.8456,-90.41495278,
-8607,20.0,355.0,61909.8,2293538.06,S,1370,W,3200,28.83367657,-90.41670323,
-8608,26.0,107.0,141135.742843,2390841.221655,N,126,W,5613,29.04903139,-90.11023472,
-8608,26.0,107.0,143749.27,2388957.73,S,2488,W,3730,29.05627317,-90.11604159,
-8611,36.0,4420.0,10167622.000964,946340.068061,N,1658,E,4060,28.00181806,-89.15135333,
-8611,36.0,4420.0,10168475.039434,941635.988335,N,805,W,7076,28.00393472,-89.1659725,
-8612,36.0,7766.0,9459364.16242,1948979.11023,S,2884,W,659,26.06645889,-92.05974306,
-8612,36.0,7766.0,9459364.16242,1948979.11023,S,2884,W,659,26.06645889,-92.05974306,
-8619,20.0,355.0,66250.171491,2294063.879205,S,5710,W,3726,28.8456,-90.41495278,
-8614,36.0,5436.0,9812446.150175,1734878.328628,S,7486,E,7522,27.04097694,-92.70970361,
-8614,36.0,5436.0,9815915.033155,1732735.981013,N,4885,W,6176,27.05053667,-92.71626333,
-8619,20.0,355.0,61909.8,2293538.06,S,1370,W,3200,28.83367657,-90.41670323,
-8617,30.0,956.0,10234872.695453,2493507.391244,S,2233,W,6627,28.17807417,-90.35162167,
-8617,30.0,956.0,10229472.0,2491316.0,N,3168,E,11404,28.16336102,-90.35878365,
-8623,24.0,580.0,-86277.936965,1957549.095728,S,6294,W,2616,28.42936639,-91.46536417,
-8623,24.0,580.0,-85930.223159,1956187.682642,S,6642,W,1254,28.43031806,-91.46959972,
-8624,36.0,4370.0,10176097.651854,955630.74777,S,6818,W,5231,28.02557139,-89.12302944,
-8624,36.0,4370.0,10178873.64872,962877.794687,N,6246,E,3362,28.03355,-89.10072222,
-8630,36.0,5679.0,9834147.970117,2357964.042124,N,2492,E,2196,27.08368917,-90.79433778,
-8630,36.0,5679.0,9834147.970117,2357964.042124,N,2492,E,2196,27.08368917,-90.79433778,
-8627,24.0,617.0,-87806.199858,1955599.808734,S,4766,W,666,28.42515806,-91.47142111,
-8627,24.0,617.0,-85925.461511,1956174.737483,S,6646,W,1241,28.43033111,-91.46964,
-8634,36.0,3828.0,10236707.952138,957035.04885,S,4068,W,6635,28.19229861,-89.12195667,
-8634,36.0,3828.0,10233958.0,953741.0,S,1318,W,3341,28.18457831,-89.13202911,
-8636,30.0,555.0,-85591.021107,1588201.814961,N,4707,E,14906,28.42499472,-92.61407944,
-8636,30.0,555.0,-90771.503934,1587657.931652,S,4871,E,15450,28.410735,-92.61559056,
-8638,20.0,355.0,66250.171491,2294063.879205,S,5710,W,3726,28.8456,-90.41495278,
-8638,20.0,355.0,61909.8,2293538.06,S,1370,W,3200,28.83367657,-90.41670323,
-8642,36.0,8305.0,9472727.610023,1015340.849067,S,408,W,1581,26.09371944,-94.90501944,
-8659,20.0,501.0,-22564.955183,1760362.928747,N,3070,E,5084,28.60247306,-92.07993361,
-8642,36.0,8305.0,9470134.994057,1016114.031585,N,2185,W,2354,26.0866186,-94.9025487,
-8659,20.0,501.0,-21187.600165,1762476.736294,N,1693,E,2970,28.60629799,-92.07337584,
-8647,36.0,5735.0,9815031.728043,2313063.659382,N,5768,W,424,27.03321306,-90.93324583,
-8647,36.0,5735.0,9816836.998237,2314868.991911,N,3963,W,2229,27.03809639,-90.92761056,
-8648,30.0,425.0,394027.929917,2935948.872436,N,2060,W,5518,29.71710056,-88.38454361,
-8648,30.0,425.0,394991.085123,2936298.506646,N,1097,W,5868,29.71972361,-88.38336444,
-8649,36.0,4250.0,10046758.9847,2617800.010742,S,4199,W,4200,27.65316861,-89.98057722,
-8649,36.0,4250.0,10046758.9847,2617800.010742,S,4199,W,4200,27.65316861,-89.98057722,
-8650,36.0,4038.0,9965559.754347,2424114.975182,S,2200,W,595,27.44166667,-90.58333333,
-8650,36.0,4038.0,9970134.316845,2425558.281879,S,6774,W,2038,27.45416667,-90.57861111,
-8657,36.0,7968.0,9440733.956541,1963860.308877,S,94,E,300,26.01488611,-92.01483056,
-8657,36.0,7968.0,9444271.988871,1964849.967517,S,3632,W,690,26.02460222,-92.011735,
-8660,36.0,3828.0,10236707.952138,957035.04885,S,4068,W,6635,28.19229861,-89.12195667,
-8660,36.0,3828.0,10233958.0,953741.0,S,1318,W,3341,28.18457831,-89.13202911,
-8662,26.0,880.0,-212134.844168,2191655.895337,N,4650,E,10390,28.08204083,-90.73927944,
-8662,26.0,880.0,-209563.18596,2192365.738623,N,2078,E,9680,28.08910056,-90.73703778,
-8664,24.0,426.0,244865.966418,2769033.987903,N,3714,W,934,29.31775333,-88.92014611,
-8664,24.0,426.0,244317.604499,2768930.334406,N,4262,W,830,29.31625167,-88.9205075,
-8666,26.0,107.0,143749.27,2388957.73,S,2488,W,3730,29.05627317,-90.11604159,
-9256,30.0,454.0,351200.066281,3328447.817071,N,5200,E,4788,28.73447056,-94.85387583,
-9267,36.0,4149.0,9949865.403278,2422809.021404,S,2345,E,711,27.39858611,-90.58829556,
-18174,36.0,3031.0,10497389.935,1169823.043,N,4530,E,2337,28.91795444,-88.47138639,
-18174,36.0,3031.0,10497628.02,1168423.971,N,4292,E,3736,28.91856139,-88.47576889,
-18175,36.0,7348.0,9507453.58,2143339.355,S,3454,W,4939,26.1937,-91.46589389,
-9267,36.0,4149.0,9954111.680498,2418469.152633,S,6592,E,5051,27.41049167,-90.60141139,
-18175,36.0,7348.0,9512408.973,2150675.344,N,7431,E,3565,26.20709356,-91.44334157,
-9268,36.0,9263.0,9630398.137581,2446857.276495,N,322,W,7497,26.51891944,-90.53343861,
-9268,36.0,9263.0,9630708.379853,2447681.463931,N,12,E,7519,26.51972889,-90.53090139,
-9269,24.0,516.0,-72820.6901,2080935.287353,N,4951,W,2935,28.46619056,-91.08151667,
-9269,24.0,516.0,-71359.999281,2079051.004166,N,3490,W,1051,28.47021808,-91.08736953,
-18178,30.0,501.0,-79195.22,2300687.01,N,6913,E,4409,28.44553361,-90.39797694,
-18178,30.0,501.0,-74282.559,2300896.101,N,2000,E,4200,28.45903612,-90.3972017,
-9271,36.0,7564.0,10380154.958518,1320556.964802,S,4955,W,5837,28.5997775,-87.99709639,
-9271,36.0,7564.0,10387073.99759,1319771.021592,N,3966,W,5051,28.6187935,-87.9997263,
-9272,36.0,310.0,10247863.254417,1160032.573889,N,617,W,3713,28.23130417,-88.49227083,
-9272,36.0,310.0,10245453.301287,1156893.100128,N,3027,W,573,28.22456861,-88.50192778,
-18179,36.0,1737.0,10084526.283,1969189.113,N,5554,W,5029,27.78626139,-91.9828525,
-18179,36.0,1737.0,10083489.965,1969278.452,N,6590,W,5118,27.78340815,-91.98260268,
-9274,30.0,314.0,94088.941256,2315214.436893,S,4033,E,4640,28.92166694,-90.34815389,
-9274,30.0,314.0,96552.88,2313574.14,S,6497,E,6280,28.92848092,-90.35321439,
-9275,36.0,3224.0,10001527.486399,1833874.999942,S,6487,E,3565,27.56032806,-92.40270194,
-9275,36.0,3224.0,9996216.0,1820680.0,S,1176,E,920,27.54588172,-92.44351324,
-9278,30.0,400.0,-321.684831,1757636.4641,S,4415,W,6948,28.663585,-92.08888472,
-9278,30.0,400.0,3724.137,1755635.512,S,8461,W,4947,28.67467326,-92.09520621,
-9277,36.0,9263.0,9630199.792286,2446366.573622,N,520,W,7007,26.5184,-90.53495,
-9277,36.0,9263.0,9630708.379853,2447681.463931,N,12,E,7519,26.51972889,-90.53090139,
-9280,36.0,435.0,246908.40833,1883976.723025,S,6013,W,4154,29.34513278,-91.69748111,
-9281,26.0,600.0,-174270.017869,1874333.112188,S,5293,E,5490,28.18691833,-91.72325,
-9280,36.0,435.0,246908.40833,1883976.723025,S,6013,W,4154,29.34513278,-91.69748111,
-9281,26.0,600.0,-177634.714562,1871332.469299,S,1929,W,6532,28.17763944,-91.73252389,
-9282,36.0,4357.0,9919577.906901,1160895.770023,S,3738,W,4576,27.32828722,-94.47733556,
-9282,36.0,4357.0,9922326.042546,1162944.026901,S,6486,W,6624,27.33591389,-94.47112667,
-9283,24.0,500.0,294403.449341,2876683.958619,S,1573,W,5334,29.4472725,-88.57873222,
-9283,24.0,500.0,289655.311641,2877741.458229,N,3175,W,6391,29.43414889,-88.57576972,
-18180,36.0,279.0,9584599.115,2177768.607,S,1399,W,7689,26.40478278,-91.35791694,
-18180,36.0,279.0,9576968.462,2174943.752,N,6232,W,4864,26.38388854,-91.366842,
-9285,24.0,650.0,-86545.860996,1955495.581071,S,6026,W,562,28.42862306,-91.47175,
-9285,24.0,650.0,-85916.062224,1956170.549615,S,6656,W,1237,28.43035694,-91.46965306,
-9286,26.0,482.0,232280.464754,2823511.424684,N,1550,E,1479,29.27988556,-88.750145,
-9286,26.0,482.0,230701.0,2826203.0,N,3129,W,1213,29.27537605,-88.74181698,
-9287,30.0,353.0,549379.678828,3660476.567202,S,2900,E,5399,29.24260778,-93.79130167,
-9287,30.0,353.0,548450.944245,3659543.027874,S,1971,E,6333,29.24017022,-93.79435577,
-9288,36.0,2980.0,10331854.292334,987668.484999,S,4174,W,5588,28.45537056,-89.03185778,
-9288,36.0,2980.0,10328150.050529,983670.018183,S,470,W,1590,28.44499861,-89.04410167,
-9289,36.0,2980.0,10325124.681574,986277.954394,N,2555,W,4198,28.43680139,-89.03582944,
-9289,36.0,2980.0,10328100.003061,983719.976836,S,420,W,1640,28.44486333,-89.04394361,
-9290,36.0,6663.0,10155124.051745,1084224.776874,S,1684,W,7105,27.97346778,-88.72359778,
-9290,36.0,6663.0,10156947.96767,1083736.020693,S,3508,W,6616,27.97846528,-88.72519167,
-9291,36.0,7095.0,9597351.957701,2228426.596834,N,1688,E,5013,26.43800417,-91.20262667,
-9291,36.0,7095.0,9598470.807459,2232611.767009,N,569,E,828,26.44092056,-91.18979083,
-6923,26.0,345.0,42616.011414,1322416.204378,S,3019,W,4755,28.76665861,-93.44791444,
-6923,26.0,345.0,42523.785919,1322464.446987,S,2927,W,4803,28.7664075,-93.44775861,
-7012,26.0,320.0,146031.692704,1825971.971558,S,3188,W,1493,29.06709361,-91.87802611,
-7012,26.0,320.0,152813.242484,1827419.430295,N,4788,W,2941,29.08576111,-91.87359583,
-7017,30.0,477.0,25146.746609,1948016.529657,S,1730,E,6917,28.73571278,-91.49550278,
-7017,30.0,477.0,25146.746609,1948016.529657,S,1730,E,6917,28.73571278,-91.49550278,
-7018,30.0,1285.0,10105719.625365,2127330.652023,N,200,W,4771,27.8400925,-91.49290917,
-7018,30.0,1285.0,10107284.027711,2130286.040904,S,1364,W,7726,27.84429556,-91.48370444,
-7019,36.0,7442.0,9483122.027828,1910569.984916,N,5038,E,6070,26.13255778,-92.17631583,
-7019,36.0,7442.0,9483122.027828,1910569.984916,N,5038,E,6070,26.13255778,-92.17631583,
-7024,36.0,5362.0,10248403.4077,1055646.257517,N,77,E,5634,28.2288675,-88.81644139,
-7024,36.0,5362.0,10254723.000808,1058327.993819,S,6243,E,2952,28.24635778,-88.80840778,
-7026,30.0,498.0,-1681.235073,2379162.618283,N,3189,W,276,28.65666667,-90.15138889,
-7026,30.0,498.0,1821.64,2377653.3,S,314,E,1233,28.66634075,-90.1559812,
-7027,30.0,750.0,-226768.03111,1898972.997692,N,3709,W,4128,28.04279833,-91.64635333,
-7027,30.0,750.0,-226800.074134,1896601.314212,N,3741,W,1756,28.04269222,-91.65370139,
-7190,26.0,724.0,-104019.898867,2380716.184373,N,2221,W,1830,28.37524611,-90.14984111,
-7190,26.0,724.0,-100255.631164,2385084.753777,S,1543,E,143,28.38547063,-90.13613973,
-7214,24.0,538.0,89348.795704,3474593.078273,S,2229,E,1203,27.99981139,-94.43011417,
-7214,24.0,538.0,94288.21942,3471964.390756,S,7168,E,3831,28.0136675,-94.43765556,
-7196,26.0,373.0,-57777.91397,2114434.974883,N,3870,W,5235,28.5073075,-90.97714306,
-7196,26.0,373.0,-58395.0,2116656.0,N,4487,E,8144,28.50559154,-90.970236,
-7198,30.0,522.0,217260.860821,2781053.520696,S,2289,E,1796,29.24115528,-88.88429194,
-7198,30.0,522.0,216485.954665,2781272.04433,S,1514,E,1578,29.23901194,-88.88365889,
-7205,48.0,300.0,64163.605065,2130539.971536,S,6379,W,5740,28.84246417,-90.92566472,
-7205,48.0,300.0,57060.03104,2131625.97777,N,724,W,6826,28.82292,-90.92235278,
-7216,36.0,5753.0,9841608.531828,2355197.345566,S,4969,E,4963,27.10433861,-90.80243667,
-7216,36.0,5753.0,9845044.014085,2357905.03448,N,7436,E,2255,27.11365556,-90.79393167,
-7388,36.0,3381.0,10087645.068724,2400554.116041,N,2435,E,7126,27.77857778,-90.64877778,
-7388,36.0,3381.0,10093703.0,2400805.0,S,3623,E,6875,27.79522023,-90.64764368,
-7510,36.0,7442.0,9483122.027828,1910569.984916,N,5038,E,6070,26.13255778,-92.17631583,
-7510,36.0,7442.0,9483122.027828,1910569.984916,N,5038,E,6070,26.13255778,-92.17631583,
-7583,36.0,5362.0,10248403.4077,1055646.257517,N,77,E,5634,28.2288675,-88.81644139,
-7583,36.0,5362.0,10254723.000808,1058327.993819,S,6243,E,2952,28.24635778,-88.80840778,
-7816,30.0,360.0,-32450.013741,1850437.011856,S,2128,W,659,28.57660306,-91.7991825,
-7649,36.0,327.0,116765.370929,2121923.306185,S,3135,E,2877,28.98719306,-90.95202722,
-7606,24.0,560.0,89889.563517,2473216.015775,S,7740,W,798,28.90544861,-89.85454667,
-7606,24.0,560.0,89813.0,2484087.93,S,7663,W,4010,28.90484776,-89.82057918,
-7644,36.0,400.0,296670.056206,1770759.978106,S,6246,W,5313,29.48050306,-92.05379528,
-7644,36.0,400.0,296569.977611,1771512.055852,S,6146,W,6065,29.48024083,-92.05142972,
-7816,30.0,360.0,-30132.55724,1853681.424664,S,4445,W,3903,28.58301111,-91.78910583,
-7649,36.0,327.0,114219.982962,2122911.980385,S,590,E,1888,28.98018444,-90.94896194,
-7830,36.0,3232.0,9981654.173693,1696024.858811,S,2454,W,1145,27.50681833,-92.8283925,
-7986,36.0,7749.0,10420548.024697,1407937.023749,N,2172,E,1823,28.71263389,-87.72549306,
-7986,36.0,7749.0,10420548.024697,1407937.023749,N,2172,E,1823,28.71263389,-87.72549306,
-6818,30.0,361.0,329642.452835,2840391.660675,S,7312,E,1458,29.54650389,-88.69017028,
-6818,30.0,361.0,332459.828485,2841020.95717,N,4620,E,829,29.55420972,-88.68798722,
-7260,20.0,371.0,275033.357671,2745084.177461,N,3047,W,6484,29.40206194,-88.99334528,10729.0
-7260,20.0,371.0,271416.585247,2745060.627812,N,6663,W,6461,29.39211917,-88.99365111,10729.0
-6893,26.0,543.0,-145517.625072,1720523.682628,N,5601,E,649,28.26364667,-92.20114917,
-6949,26.0,600.0,104695.19025,2399847.763409,N,7050,W,1220,28.94856167,-90.08329583,
-7301,60.0,648.0,339728.916167,3503288.953754,N,831,E,4187,28.68478,-94.3101775,
-7301,60.0,648.0,339728.916167,3503288.953754,N,831,E,4187,28.68478,-94.3101775,
-7312,30.0,485.0,-22948.696257,1760076.358059,N,3454,E,5370,28.60141278,-92.08081861,
-7312,30.0,485.0,-21121.81425,1762446.939863,N,1627,E,3000,28.60647833,-92.07347,
-7315,36.0,3880.0,10097810.186122,786494.384952,S,7730,E,5506,27.80128167,-89.64175167,
-7315,36.0,3880.0,10097824.014533,786387.024469,S,7744,E,5613,27.80131333,-89.64208444,
-7317,30.0,400.0,21825.719007,2026651.9743,S,5926,E,4548,28.72665528,-91.25019639,
-7328,30.0,485.0,-21976.677192,1761059.265189,N,2482,E,4387,28.60410306,-92.07777611,
-7328,30.0,485.0,-21122.369577,1762439.448109,N,1627,E,3007,28.60647667,-92.07349333,
-7329,24.0,350.0,526656.040377,3576520.997372,N,3984,W,5685,29.19018583,-94.05734806,
-7329,24.0,350.0,524613.981742,3579483.997741,N,6026,E,7192,29.18422972,-94.04834056,
-7330,36.0,5083.0,9882937.109796,2337944.109922,N,1223,E,6376,27.21881306,-90.8532775,
-7330,36.0,5083.0,9884665.235242,2343368.56816,S,505,E,951,27.22330861,-90.83650083,
-7492,36.0,5182.0,9790733.983005,1062838.06421,S,1614,W,1558,26.970363,-94.77372306,
-7492,36.0,5182.0,9785139.94285,1064306.076852,N,3980,W,3026,26.95503194,-94.76897611,
-7740,30.0,835.0,-223087.663473,2086656.248272,N,1641,E,6944,28.05301639,-91.0648125,
-7724,30.0,350.0,316523.062075,1294766.407752,N,3477,W,6621,29.51831583,-93.55072111,
-7863,30.0,468.0,-32944.672149,1849828.282789,S,1633,W,50,28.57523611,-91.80107222,
-7863,30.0,468.0,-30132.55724,1853681.424664,S,4445,W,3903,28.58301111,-91.78910583,
-7740,30.0,835.0,-220011.739603,2087615.089971,S,1435,E,5985,28.06146635,-91.06181877,
-7724,30.0,350.0,316523.062075,1294766.407752,N,3477,W,6621,29.51831583,-93.55072111,
-7864,36.0,430.0,211367.009229,1800008.01498,N,5267,W,5045,29.24639611,-91.96040861,
-7864,36.0,430.0,211367.009229,1800008.01498,N,5267,W,5045,29.24639611,-91.96040861,
-7868,26.0,510.0,2002.601736,1647539.120226,N,5661,W,157,28.66752639,-92.43215722,
-7868,26.0,510.0,2619.20513,1644137.228665,N,5045,E,3245,28.66913167,-92.44278083,
-7870,30.0,483.0,18587.874684,2424289.285072,N,4609,E,3855,28.71104167,-90.01,
-7870,30.0,483.0,23149.647755,2423734.756002,N,47,E,4409,28.72360222,-90.01156528,
-7872,24.0,617.0,-87806.199858,1955599.808734,S,4766,W,666,28.42515806,-91.47142111,
-7872,24.0,617.0,-85925.461511,1956174.737483,S,6646,W,1241,28.43033111,-91.46964,
-7873,36.0,5676.0,9774530.043256,2447820.092732,S,1250,E,7380,26.91516917,-90.521925,
-7873,36.0,5676.0,9778799.01546,2447282.990653,S,5519,E,7917,26.92693556,-90.52331583,
-7877,36.0,6863.0,10328287.811252,1240065.790604,S,608,W,4546,28.45502639,-88.2462875,
-7877,36.0,6863.0,10329364.955116,1240106.765625,S,1685,W,4587,28.45799056,-88.24619472,
-7932,20.0,489.0,-10172.445887,1945485.502329,N,4592,W,5574,28.63858417,-91.50323528,
-7932,20.0,489.0,-11797.44,1950120.52,N,6217,E,4813,28.63413395,-91.48878276,
-7984,30.0,835.0,-223087.663473,2086656.248272,N,1641,E,6944,28.05301639,-91.0648125,
-7984,30.0,835.0,-220011.739603,2087615.089971,S,1435,E,5985,28.06146635,-91.06181877,
-7994,30.0,397.0,-24701.956206,2169586.845677,S,1283,E,2013,28.59766861,-90.80500472,
-7994,30.0,397.0,-22112.890388,2168300.034165,S,3872,E,3300,28.60480389,-90.80897667,
-8034,36.0,4214.0,10220605.125603,977185.957794,S,3805,E,4894,28.148975,-89.05857194,
-8034,36.0,4214.0,10221142.0,969671.0,S,4342,W,3431,28.15009889,-89.08191332,
-8410,24.0,505.0,76671.1481,1753589.520499,N,7140,W,2901,28.87522056,-92.10311278,
-6885,20.0,574.0,-60535.72652,1734874.071538,S,3233,E,8435,28.49758889,-92.15849083,
-6885,20.0,574.0,-63959.539277,1735770.045958,N,190,E,7539,28.48819277,-92.15562589,
-6887,36.0,3775.0,10037348.484413,2465538.3182,N,5212,E,5502,27.63674694,-90.45114472,
-6887,36.0,3775.0,10033192.0,2468850.0,S,6472,E,2190,27.62513231,-90.44118889,
-6891,36.0,4523.0,9951002.567871,2519144.489316,S,3483,W,584,27.39626333,-90.29152194,
-8668,30.0,422.0,238763.46606,2775905.03897,S,4933,E,6945,29.30057556,-88.89899833,
-8668,30.0,422.0,240591.268528,2768534.223698,S,6761,W,434,29.30602944,-88.92199611,
-8670,26.0,219.0,136613.141116,2383965.432779,S,2283,E,1262,29.03679528,-90.13189861,
-8670,26.0,219.0,137972.27,2386045.73,N,3289,W,818,29.04047245,-90.12534497,
-8671,26.0,458.0,276080.852969,3335696.928505,N,1119,W,2461,28.52728167,-94.83960694,
-8671,26.0,458.0,273471.935267,3336003.827316,N,3728,W,2768,28.52008056,-94.83894083,
-8672,36.0,3334.0,10216462.065404,918256.806626,N,338,E,463,28.13471417,-89.2411325,
-8672,36.0,3334.0,10229021.0,924380.0,N,3619,W,5660,28.16955427,-89.22285502,
-8675,24.0,471.0,101196.399952,2314840.706265,N,3618,E,5013,28.94121972,-90.34913111,
-8674,36.0,5274.0,9779154.003962,1084239.05834,S,5874,W,7119,26.93932,-94.707545,
-8674,36.0,5274.0,9778934.0,1090412.0,S,5654,E,2548,26.9389429,-94.68859083,
-8675,24.0,471.0,102033.92,2319269.14,N,2780,E,585,28.94341742,-90.33526558,
-8677,26.0,925.0,10451460.153467,927887.708133,N,2940,E,6672,28.78129806,-89.224755,
-8677,26.0,925.0,48580.445909,2669940.661969,N,4054,E,5019,28.7834425,-89.24225972,
-8687,36.0,310.0,10247863.254417,1160032.573889,N,617,W,3713,28.23130417,-88.49227083,
