API Well Number,Approved Date,Received Date,Permit Type,Water Depth (feet),Well Type,Well Name,Well Name Bp Suffix,Well Name St Suffix,Company Number,Company Name,Bottom Lease Number,Bottom Area,Bottom Block,Surface Lease Number,Surface Area,Surface Block,Rig ID Number,Rig Name,Surface NS Dist,Surface NS Code,Surface EW Dist,Surface EW Code,Surf X Coord Loc,Surf Y Coord Loc,Surface Latitude,Surface Longitude
177094143502,2/14/2006,2/14/2006,Revised Bypass,83,D,B013,02,00,00105,Apache Corporation,G01220,EI,158,G01220,EI,158,91314,ROWAN PARIS,6396,N,6889,E,1872933.460488,60516.017485,28.8324675,-91.73011528
177094143502,2/23/2006,2/23/2006,Revised Bypass,83,D,B013,02,00,00105,Apache Corporation,G01220,EI,158,G01220,EI,158,91314,ROWAN PARIS,6396,N,6889,E,1872933.460488,60516.017485,28.8324675,-91.73011528
177094143700,3/7/2005,3/2/2005,New Well,65,D,023,00,00,00105,Apache Corporation,G08434,EI,190, 00423,EI,189,45200,ROWAN CECIL PROVINE,1294,S,5919,W,1990896.803135,24710.751764,28.73461194,-91.36173167
177094143700,3/29/2005,3/28/2005,Revised New Well,65,D,023,00,00,00105,Apache Corporation,G08434,EI,190, 00423,EI,189,45200,ROWAN CECIL PROVINE,1294,S,5919,W,1990896.803135,24710.751764,28.73461194,-91.36173167
177094143800,3/15/2005,3/9/2005,New Well,14,E,009,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G04858,EI,42,G04858,EI,42,1603,ATWOOD RICHMOND,6903,N,6832,E,1918057.021201,219494.230711,29.26999806,-91.590325
177094143900,3/30/2005,3/28/2005,New Well,100,D,J011,00,00,01935,"Pioneer Natural Resources USA, Inc.", 00577,EI,208, 00577,EI,208,45703,ROWAN ARCH ROWAN,4816,S,3596,W,1943507.695595,-764.745140,28.66444444,-91.50944444
177094143900,7/25/2005,7/25/2005,Revised New Well,100,D,J011,00,00,01935,"Pioneer Natural Resources USA, Inc.", 00577,EI,208, 00577,EI,208,45703,ROWAN ARCH ROWAN,4816,S,3596,W,1943507.695595,-764.745140,28.66444444,-91.50944444
177094143900,7/26/2005,7/26/2005,Revised New Well,100,D,J011,00,00,01935,"Pioneer Natural Resources USA, Inc.", 00577,EI,208, 00577,EI,208,45703,ROWAN ARCH ROWAN,4816,S,3596,W,1943507.695595,-764.745140,28.66444444,-91.50944444
177094143900,8/5/2005,8/5/2005,Revised New Well,100,D,J011,00,00,01935,"Pioneer Natural Resources USA, Inc.", 00577,EI,208, 00577,EI,208,45703,ROWAN ARCH ROWAN,4816,S,3596,W,1943507.695595,-764.745140,28.66444444,-91.50944444
177094143900,8/18/2005,8/18/2005,Revised New Well,100,D,J011,00,00,01935,"Pioneer Natural Resources USA, Inc.", 00577,EI,208, 00577,EI,208,45703,ROWAN ARCH ROWAN,4816,S,3596,W,1943507.695595,-764.745140,28.66444444,-91.50944444
177094143900,8/25/2005,8/25/2005,Revised New Well,100,D,J011,00,00,01935,"Pioneer Natural Resources USA, Inc.", 00577,EI,208, 00577,EI,208,45703,ROWAN ARCH ROWAN,4816,S,3596,W,1943507.695595,-764.745140,28.66444444,-91.50944444
177094144100,4/1/2005,3/30/2005,New Well,33,E,002,00,00,02605,Badger Oil Corporation,G24898,EI,123,G24898,EI,123,12023,HERCULES 204,1090,S,6469,W,1991446.859276,96999.629622,28.93339444,-91.36006833
177094144100,4/11/2005,4/11/2005,Revised New Well,33,E,002,00,00,02605,Badger Oil Corporation,G24898,EI,123,G24898,EI,123,12023,HERCULES 204,1090,S,6469,W,1991446.859276,96999.629622,28.93339444,-91.36006833
177094144100,5/17/2005,5/16/2005,Revised New Well,33,E,002,00,00,02605,Badger Oil Corporation,G24898,EI,123,G24898,EI,123,12023,HERCULES 204,1090,S,6469,W,1991446.859276,96999.629622,28.93339444,-91.36006833
177094144200,4/6/2005,3/31/2005,New Well,30,D,G001,00,00,00048,Forest Oil Corporation, 00479,EI,53, 00479,EI,53,30406,NOBLE JOE ALFORD,6471,S,4101,W,1913968.036042,203871.000886,29.22700861,-91.60303361
177094144201,5/16/2005,5/16/2005,Sidetrack,30,D,G001,00,01,00048,Forest Oil Corporation, 00479,EI,53, 00479,EI,53,30406,NOBLE JOE ALFORD,6471,S,4101,W,1913968.036042,203871.000886,29.22700861,-91.60303361
177094144400,4/18/2005,3/31/2005,New Well,18,D,G002,00,00,00048,Forest Oil Corporation, 00479,EI,53, 00479,EI,53,30406,NOBLE JOE ALFORD,6465,S,4095,W,1913961.996284,203865.055053,29.22699222,-91.6030525
177094144600,7/12/2005,6/22/2005,New Well,100,D,K007,00,00,01935,"Pioneer Natural Resources USA, Inc.",G26032,EI,208, 00577,EI,208,90812,GSF HIGH ISLAND IV,4777,S,6918,W,1946829.8181,-803.136880,28.6643525,-91.49908778
177094144700,7/27/2005,7/26/2005,New Well,94,E,002,00,00,01364,Newfield Exploration Company,G04452,EI,182,G04452,EI,182,45198,ROWAN CALIFORNIA,5058,S,3134,E,1891710.924342,28474.710186,28.74452611,-91.67118556
177094144700,10/20/2005,10/20/2005,Revised New Well,94,E,002,00,00,01364,Newfield Exploration Company,G04452,EI,182,G04452,EI,182,45198,ROWAN CALIFORNIA,5058,S,3134,E,1891710.924342,28474.710186,28.74452611,-91.67118556
177094144701,10/27/2005,10/26/2005,Bypass,94,E,002,01,00,01364,Newfield Exploration Company,G04452,EI,182,G04452,EI,182,45198,ROWAN CALIFORNIA,5058,S,3134,E,1891710.924342,28474.710186,28.74452611,-91.67118556
177094144702,11/29/2005,11/28/2005,Bypass,94,E,002,02,00,01364,Newfield Exploration Company,G04452,EI,182,G04452,EI,182,45198,ROWAN CALIFORNIA,5058,S,3134,E,1891710.924342,28474.710186,28.74452611,-91.67118556
177094144702,12/1/2005,12/1/2005,Revised Bypass,94,E,002,02,00,01364,Newfield Exploration Company,G04452,EI,182,G04452,EI,182,45198,ROWAN CALIFORNIA,5058,S,3134,E,1891710.924342,28474.710186,28.74452611,-91.67118556
177094144703,12/22/2005,12/21/2005,Bypass,94,E,002,03,00,01364,Newfield Exploration Company,G04452,EI,182,G04452,EI,182,84014,ENSCO 60,5058,S,3134,E,1891710.924342,28474.710186,28.74452611,-91.67118556
177094144703,2/24/2006,2/24/2006,Revised Bypass,94,E,002,03,00,01364,Newfield Exploration Company,G04452,EI,182,G04452,EI,182,84014,ENSCO 60,5058,S,3134,E,1891710.924342,28474.710186,28.74452611,-91.67118556
177094144800,9/30/2005,5/25/2005,New Well,23,E,A003,00,00,00105,Apache Corporation,G15241,EI,107,G15241,EI,107,84017,ENTERPRISE 150,6000,S,1900,E,1938011.359417,130906.824907,29.02649444,-91.52727361
177094144900,10/25/2005,10/6/2005,New Well,11,E,007,00,00,02579,Tana Exploration Company LLC,G02895,EI,58,G24882,EI,37,84017,ENTERPRISE 150,50,S,2209,W,1987186.861320,211948.301804,29.24949333,-91.37351
177094145000,11/7/2005,10/6/2005,New Well,12,E,001,00,00,02503,"Contango Operators, Inc.",G23851,EI,10,G23851,EI,10,47995,TODCO 55,2800,S,6602,W,1856380.588961,258194.062487,29.37589833,-91.78423222
177094145000,7/7/2006,6/30/2006,Revised New Well,12,E,001,00,00,02503,"Contango Operators, Inc.",G23851,EI,10,G23851,EI,10,47995,TODCO 55,2800,S,6602,W,1856380.588961,258194.062487,29.37589833,-91.78423222
177094145000,9/6/2006,9/6/2006,Revised New Well,12,E,001,00,00,02503,"Contango Operators, Inc.",G23851,EI,10,G23851,EI,10,47995,TODCO 55,2800,S,6602,W,1856380.588961,258194.062487,29.37589833,-91.78423222
177094145000,10/3/2006,10/3/2006,Revised New Well,12,E,001,00,00,02503,"Contango Operators, Inc.",G23851,EI,10,G23851,EI,10,47995,TODCO 55,2800,S,6602,W,1856380.588961,258194.062487,29.37589833,-91.78423222
177094145100,12/1/2005,11/21/2005,New Well,19,E,004,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G19785,EI,45,G19785,EI,45,1603,ATWOOD RICHMOND,4580,N,5064,W,1869864.595251,221816.842192,29.27600056,-91.74149222
177094145100,12/21/2005,12/21/2005,Revised New Well,19,E,004,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G19785,EI,45,G19785,EI,45,1603,ATWOOD RICHMOND,4580,N,5064,W,1869864.595251,221816.842192,29.27600056,-91.74149222
177094145200,12/5/2005,11/29/2005,New Well,9,E,008,00,00,02628,"Arena Offshore, LLC",G02895,EI,58,G02895,EI,58,84017,ENTERPRISE 150,3150,N,900,W,1985878.0510,208748.2820,29.240692,-91.37761
177094145200,12/14/2005,12/8/2005,Revised New Well,9,E,008,00,00,02628,"Arena Offshore, LLC",G02895,EI,58,G02895,EI,58,84017,ENTERPRISE 150,3150,N,900,W,1985878.0510,208748.2820,29.240692,-91.37761
177094145201,1/19/2006,1/17/2006,Bypass,10,E,008,01,00,02628,"Arena Offshore, LLC",G02895,EI,58,G02895,EI,58,84017,ENTERPRISE 150,3150,N,900,W,1985878.0510,208748.2820,29.240692,-91.37761
177094145300,1/26/2006,1/18/2006,New Well,46,E,001,00,00,02268,Bois d'Arc Offshore Ltd.,G22664,EI,166,G22664,EI,166,90913,SEAHAWK 2500,2720,N,4804,E,1995195.971970,64192.027528,28.84318,-91.34833611
177094145301,3/27/2006,3/27/2006,Sidetrack,46,E,001,00,01,02268,Bois d'Arc Offshore Ltd.,G22664,EI,166,G22664,EI,166,90913,SEAHAWK 2500,2720,N,4804,E,1995195.971970,64192.027528,28.84318,-91.34833611
177094145301,3/30/2006,3/28/2006,Revised Sidetrack,46,E,001,00,01,02268,Bois d'Arc Offshore Ltd.,G22664,EI,166,G22664,EI,166,90913,SEAHAWK 2500,2720,N,4804,E,1995195.971970,64192.027528,28.84318,-91.34833611
177094145400,3/17/2006,1/31/2006,New Well,84,E,005,00,00,00105,Apache Corporation,G03782,EI,174,G03782,EI,174,91234,ENSCO 84,6550,N,5350,W,1885172.761074,45863.839296,28.79228778,-91.69175361
177094145500,3/30/2006,3/7/2006,New Well,84,E,006,00,00,00105,Apache Corporation,G03782,EI,174,G03782,EI,174,91234,ENSCO 84,6550,N,5350,W,1885172.761074,45863.839296,28.79228778,-91.69175361
177094145500,6/7/2006,6/6/2006,Revised New Well,84,E,006,00,00,00105,Apache Corporation,G03782,EI,174,G03782,EI,174,91234,ENSCO 84,6550,N,5350,W,1885172.761074,45863.839296,28.79228778,-91.69175361
177094145600,4/17/2006,3/20/2006,New Well,13,D,009,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G02099,EI,74,G02099,EI,74,1603,ATWOOD RICHMOND,1020,S,485,E,1909381.998602,169422.548789,29.13224611,-91.61714278
177094145600,5/17/2006,5/11/2006,Revised New Well,13,D,009,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G02099,EI,74,G02099,EI,74,1603,ATWOOD RICHMOND,1020,S,485,E,1909381.998602,169422.548789,29.13224611,-91.61714278
177094145700,6/9/2006,6/5/2006,New Well,24,E,001,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G24886,EI,65,G24886,EI,65,1603,ATWOOD RICHMOND,1888,N,2681,E,1907186.043583,195511.686409,29.20397509,-91.62422776
177094145800,7/7/2006,7/3/2006,New Well,15,E,001,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G27100,EI,48,G27100,EI,48,1603,ATWOOD RICHMOND,2866,N,6870,E,1842908.041487,210181.044660,29.24371111,-91.82588139
177094145800,7/20/2006,7/20/2006,Revised New Well,15,E,001,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G27100,EI,48,G27100,EI,48,1603,ATWOOD RICHMOND,2866,N,6870,E,1842908.041487,210181.044660,29.24371111,-91.82588139
177094145900,8/23/2006,8/7/2006,New Well,22,E,001,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G24890,EI,86,G24890,EI,86,1603,ATWOOD RICHMOND,1161,N,4909,W,1914776.072210,167241.570107,29.12628417,-91.60023306
177094146000,10/2/2006,9/28/2006,New Well,81,E,001,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G05502,EI,211,G05502,EI,211,46611,HERCULES 257,3959,N,792,W,1985769.998225,4959.001908,28.680295,-91.37770139
177094146000,10/23/2006,10/23/2006,Revised New Well,81,E,001,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G05502,EI,211,G05502,EI,211,46611,HERCULES 257,3959,N,792,W,1985769.998225,4959.001908,28.680295,-91.37770139
177094146100,11/2/2006,10/19/2006,New Well,11,E,002,00,00,02503,"Contango Operators, Inc.",G23851,EI,10,G23851,EI,10,47775,TODCO 27,5580,S,3470,E,1861330.528894,260974.021372,29.38359583,-91.768725
177094146100,12/18/2006,12/18/2006,Revised New Well,11,E,002,00,00,02503,"Contango Operators, Inc.",G23851,EI,10,G23851,EI,10,47775,TODCO 27,5580,S,3470,E,1861330.528894,260974.021372,29.38359583,-91.768725
177094146100,3/19/2007,3/15/2007,Revised New Well,11,E,002,00,00,02503,"Contango Operators, Inc.",G23851,EI,10,G23851,EI,10,47775,TODCO 27,5580,S,3470,E,1861330.528894,260974.021372,29.38359583,-91.768725
177094146200,12/22/2006,12/21/2006,New Well,30,E,001,00,00,00730,Walter Oil & Gas Corporation,G27103,EI,109,G27103,EI,109,28535,DIAMOND OCEAN SPARTAN,4590,S,2480,W,1897324.960916,129497.025788,29.02236611,-91.65455389
177094146300,4/10/2007,3/28/2007,New Well,80,D,001,00,00,02863,Taylor Energy Company LLC,G23871,EI,210,G24906,EI,191,91244,ENSCO 99,306,S,2917,E,1982060.830465,9224.158939,28.69201861,-91.38927278
177094146300,4/30/2007,4/30/2007,Revised New Well,80,D,001,00,00,02863,Taylor Energy Company LLC,G23871,EI,210,G24906,EI,191,91244,ENSCO 99,306,S,2917,E,1982060.830465,9224.158939,28.69201861,-91.38927278
177094146300,5/24/2007,5/22/2007,Revised New Well,80,D,001,00,00,02863,Taylor Energy Company LLC,G23871,EI,210,G24906,EI,191,91244,ENSCO 99,306,S,2917,E,1982060.830465,9224.158939,28.69201861,-91.38927278
177094146300,7/2/2007,6/29/2007,Revised New Well,80,D,001,00,00,02863,Taylor Energy Company LLC,G23871,EI,210,G24906,EI,191,91244,ENSCO 99,306,S,2917,E,1982060.830465,9224.158939,28.69201861,-91.38927278
177094146300,7/17/2007,7/16/2007,Revised New Well,80,D,001,00,00,02863,Taylor Energy Company LLC,G23871,EI,210,G24906,EI,191,91244,ENSCO 99,306,S,2917,E,1982060.830465,9224.158939,28.69201861,-91.38927278
177094146300,7/19/2007,7/18/2007,Revised New Well,80,D,001,00,00,02863,Taylor Energy Company LLC,G23871,EI,210,G24906,EI,191,91244,ENSCO 99,306,S,2917,E,1982060.830465,9224.158939,28.69201861,-91.38927278
177094146400,4/12/2007,4/4/2007,New Well,13,E,003,00,00,02503,"Contango Operators, Inc.",G23851,EI,10,G23851,EI,10,47775,TODCO 27,800,S,7400,W,1857178.443591,256194.054026,29.37040694,-91.78170278
177094146400,4/16/2007,4/16/2007,Revised New Well,13,E,003,00,00,02503,"Contango Operators, Inc.",G23851,EI,10,G23851,EI,10,47775,TODCO 27,800,S,7400,W,1857178.443591,256194.054026,29.37040694,-91.78170278
177094146400,4/24/2007,4/24/2007,Revised New Well,13,E,003,00,00,02503,"Contango Operators, Inc.",G23851,EI,10,G23851,EI,10,47775,TODCO 27,800,S,7400,W,1857178.443591,256194.054026,29.37040694,-91.78170278
177094146400,6/4/2007,6/4/2007,Revised New Well,13,E,003,00,00,02503,"Contango Operators, Inc.",G23851,EI,10,G23851,EI,10,47775,TODCO 27,800,S,7400,W,1857178.443591,256194.054026,29.37040694,-91.78170278
177094146400,7/2/2007,6/29/2007,Revised New Well,13,E,003,00,00,02503,"Contango Operators, Inc.",G23851,EI,10,G23851,EI,10,47775,TODCO 27,800,S,7400,W,1857178.443591,256194.054026,29.37040694,-91.78170278
177094146500,4/24/2007,4/20/2007,New Well,23,E,001,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G23862,EI,82,G27101,EI,79,1603,ATWOOD RICHMOND,499,S,4867,W,1974822.653073,168901.512770,29.13109806,-91.41218611
177094146500,5/1/2007,4/30/2007,Revised New Well,23,E,001,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G23862,EI,82,G27101,EI,79,1603,ATWOOD RICHMOND,499,S,4867,W,1974822.653073,168901.512770,29.13109806,-91.41218611
177094146500,5/22/2007,5/18/2007,Revised New Well,23,E,001,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G23862,EI,82,G27101,EI,79,1603,ATWOOD RICHMOND,499,S,4867,W,1974822.653073,168901.512770,29.13109806,-91.41218611
177094146600,4/30/2007,4/26/2007,New Well,130,E,006,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G02102,EI,256,G02102,EI,256,46611,HERCULES 257,6257,N,1676,W,1986653.835203,-55333.182219,28.51451194,-91.3748775
177094146700,6/4/2007,5/29/2007,New Well,60,E,001,00,00,02058,"LLOG Exploration Offshore, Inc.",G27910,EI,113A,G27910,EI,113A,90825,GSF HIGH ISLAND VIII,2192,S,10905,E,1838872.980064,118416.962918,28.99131833,-91.8372675
177094146700,6/11/2007,6/8/2007,Revised New Well,60,E,001,00,00,02058,"LLOG Exploration Offshore, Inc.",G27910,EI,113A,G27910,EI,113A,90825,GSF HIGH ISLAND VIII,2192,S,10905,E,1838872.980064,118416.962918,28.99131833,-91.8372675
177094146700,6/25/2007,6/19/2007,Revised New Well,60,E,001,00,00,02058,"LLOG Exploration Offshore, Inc.",G27910,EI,113A,G27910,EI,113A,90825,GSF HIGH ISLAND VIII,2192,S,10905,E,1838872.980064,118416.962918,28.99131833,-91.8372675
177094146800,8/17/2007,8/15/2007,New Well,12,E,001,00,00,02266,"Energy Partners, Ltd.",G27903,EI,21,G27903,EI,21,14308,HERCULES 85,7165,S,5795,W,1900640.019016,248059.964224,29.34843472,-91.64519222
177094146800,8/22/2007,8/21/2007,Revised New Well,12,E,001,00,00,02266,"Energy Partners, Ltd.",G27903,EI,21,G27903,EI,21,14308,HERCULES 85,7165,S,5795,W,1900640.019016,248059.964224,29.34843472,-91.64519222
177094146900,8/28/2007,8/21/2007,New Well,88,D,A006,00,00,02769,Darcy Energy LLC,G17981,EI,183,G05498,EI,184,91219,ENSCO 98,603,S,2089,W,1911956.346964,24019.821907,28.732425,-91.60798861
177094146900,9/4/2007,9/4/2007,Revised New Well,88,D,A006,00,00,02769,Darcy Energy LLC,G17981,EI,183,G05498,EI,184,91219,ENSCO 98,603,S,2089,W,1911956.346964,24019.821907,28.732425,-91.60798861
177094146901,11/21/2007,11/21/2007,Bypass,88,D,A006,01,00,02769,Leed Petroleum LLC,G17981,EI,183,G05498,EI,184,91219,ENSCO 98,603,S,2089,W,1911956.346964,24019.821907,28.732425,-91.60798861
177094146902,12/18/2007,12/18/2007,Bypass,90,D,A006,02,00,02769,Leed Petroleum LLC,G17981,EI,183,G05498,EI,184,91219,ENSCO 98,603,S,2089,W,1911956.346964,24019.821907,28.732425,-91.60798861
177094146903,1/8/2008,1/8/2008,Bypass,90,D,A006,03,00,02769,Leed Petroleum LLC,G17981,EI,183,G05498,EI,184,91219,ENSCO 98,603,S,2089,W,1911956.346964,24019.821907,28.732425,-91.60798861
177094146903,1/14/2008,1/11/2008,Revised Bypass,90,D,A006,03,00,02769,Leed Petroleum LLC,G17981,EI,183,G05498,EI,184,91219,ENSCO 98,603,S,2089,W,1911956.346964,24019.821907,28.732425,-91.60798861
177094146903,2/19/2008,2/19/2008,Revised Bypass,90,D,A006,03,00,02769,Leed Petroleum LLC,G17981,EI,183,G05498,EI,184,91219,ENSCO 98,603,S,2089,W,1911956.346964,24019.821907,28.732425,-91.60798861
177094146903,3/7/2008,3/7/2008,Revised Bypass,90,D,A006,03,00,02769,Leed Petroleum LLC,G17981,EI,183,G05498,EI,184,91219,ENSCO 98,603,S,2089,W,1911956.346964,24019.821907,28.732425,-91.60798861
177094147000,10/11/2007,10/4/2007,New Well,177,E,003,00,00,02893,"Hall-Houston Exploration II, L.P.", 00810,EI,246, 00810,EI,246,90902,SPARTAN 303,886,S,13579,E,1836199.436896,-68953.057727,28.47606778,-91.8430225
177094147000,10/25/2007,10/25/2007,Revised New Well,177,E,003,00,00,02893,"Hall-Houston Exploration II, L.P.", 00810,EI,246, 00810,EI,246,90902,SPARTAN 303,886,S,13579,E,1836199.436896,-68953.057727,28.47606778,-91.8430225
177094147100,10/26/2007,10/22/2007,New Well,90,D,A007,00,00,02769,Leed Petroleum LLC,G17981,EI,183,G05498,EI,184,91219,ENSCO 98,595,S,2095,W,1911962.028120,24012.131265,28.73240389,-91.60797083
177094147100,1/8/2008,1/3/2008,Revised New Well,90,D,A007,00,00,02769,Leed Petroleum LLC,G17981,EI,183,G05498,EI,184,91219,ENSCO 98,595,S,2095,W,1911962.028120,24012.131265,28.73240389,-91.60797083
177094147100,3/10/2008,3/10/2008,Revised New Well,90,D,A007,00,00,02769,Leed Petroleum LLC,G17981,EI,183,G05498,EI,184,91219,ENSCO 98,595,S,2095,W,1911962.028120,24012.131265,28.73240389,-91.60797083
177094147100,5/14/2008,5/14/2008,Revised New Well,90,D,A007,00,00,02769,Leed Petroleum LLC,G17981,EI,183,G05498,EI,184,91219,ENSCO 98,595,S,2095,W,1911962.028120,24012.131265,28.73240389,-91.60797083
177094147100,5/19/2008,5/19/2008,Revised New Well,90,D,A007,00,00,02769,Leed Petroleum LLC,G17981,EI,183,G05498,EI,184,91219,ENSCO 98,595,S,2095,W,1911962.028120,24012.131265,28.73240389,-91.60797083
177094147101,6/18/2008,6/18/2008,Sidetrack,90,D,A007,00,01,02769,Leed Petroleum LLC,G17981,EI,183,G05498,EI,184,91219,ENSCO 98,595,S,2095,W,1911962.028120,24012.131265,28.73240389,-91.60797083
177094147101,7/1/2008,7/1/2008,Revised Sidetrack,90,D,A007,00,01,02769,Leed Petroleum LLC,G17981,EI,183,G05498,EI,184,91219,ENSCO 98,595,S,2095,W,1911962.028120,24012.131265,28.73240389,-91.60797083
177094147200,10/30/2007,10/26/2007,New Well,177,E,004,00,00,02893,"Hall-Houston Exploration II, L.P.", 00810,EI,246, 00810,EI,246,90902,SPARTAN 303,885,S,13570,E,1836208.805895,-68954.314142,28.47606444,-91.84299333
177094147200,11/2/2007,11/2/2007,Revised New Well,177,E,004,00,00,02893,"Hall-Houston Exploration II, L.P.", 00810,EI,246, 00810,EI,246,90902,SPARTAN 303,885,S,13570,E,1836208.805895,-68954.314142,28.47606444,-91.84299333
177094147300,12/6/2007,11/30/2007,New Well,130,E,001,00,00,02893,"Hall-Houston Exploration II, L.P.",G22674,EI,226,G22674,EI,226,12022,HERCULES 200,3499,N,6492,W,1886314.717025,-23578.369411,28.60135,-91.68751917
177094147400,12/12/2007,12/7/2007,New Well,22,D,009,00,00,00078,Chevron U.S.A. Inc.,G01865,EI,64,G01865,EI,64,91230,ENSCO 89,485,N,479,W,1910346.100640,196914.993470,29.20785583,-91.61433444
177094147400,1/17/2008,1/16/2008,Revised New Well,22,D,009,00,00,00078,Chevron U.S.A. Inc.,G01865,EI,64,G01865,EI,64,91230,ENSCO 89,485,N,479,W,1910346.100640,196914.993470,29.20785583,-91.61433444
177094147500,12/21/2007,12/19/2007,New Well,17,E,002,00,00,02955,"Zenergy, Inc.",G23854,EI,29,G23854,EI,29,1603,ATWOOD RICHMOND,3863,S,1000,W,1880822.690543,230259.808613,29.29932139,-91.70720972
177094147500,2/28/2008,2/28/2008,Revised New Well,17,E,002,00,00,02955,"Zenergy, Inc.",G23854,EI,29,G23854,EI,29,1603,ATWOOD RICHMOND,3863,S,1000,W,1880822.690543,230259.808613,29.29932139,-91.70720972
177094147500,3/20/2008,3/20/2008,Revised New Well,17,E,002,00,00,02955,"Zenergy, Inc.",G23854,EI,29,G23854,EI,29,1603,ATWOOD RICHMOND,3863,S,1000,W,1880822.690543,230259.808613,29.29932139,-91.70720972
177094147600,1/9/2008,1/4/2008,New Well,80,D,034,00,00,00105,Apache Corporation,G01220,EI,158,G01220,EI,158,28540,DIAMOND OCEAN TITAN,3117,S,6361,W,1871161.994092,55530.434769,28.81874111,-91.73559222
177094147600,4/11/2008,4/10/2008,Revised New Well,80,D,034,00,00,00105,Apache Corporation,G01220,EI,158,G01220,EI,158,28540,DIAMOND OCEAN TITAN,3117,S,6361,W,1871161.994092,55530.434769,28.81874111,-91.73559222
177094147600,4/15/2008,4/15/2008,Revised New Well,80,D,034,00,00,00105,Apache Corporation,G01220,EI,158,G01220,EI,158,28540,DIAMOND OCEAN TITAN,3117,S,6361,W,1871161.994092,55530.434769,28.81874111,-91.73559222
177094147600,4/21/2008,4/21/2008,Revised New Well,80,D,034,00,00,00105,Apache Corporation,G01220,EI,158,G01220,EI,158,28540,DIAMOND OCEAN TITAN,3117,S,6361,W,1871161.994092,55530.434769,28.81874111,-91.73559222
177094147700,2/6/2008,1/28/2008,New Well,24,E,043,00,00,02628,"Arena Offshore, LLC", 00796,EI,100, 00796,EI,100,90913,SEAHAWK 2500,2900,S,1449,W,1956382.498436,142305.391747,29.0579125,-91.46983944
177094147701,3/13/2008,3/13/2008,Sidetrack,27,E,043,00,01,02628,"Arena Offshore, LLC", 00796,EI,100, 00796,EI,100,90913,SEAHAWK 2500,2900,S,1449,W,1956382.498436,142305.391747,29.0579125,-91.46983944
177094147702,3/25/2008,3/24/2008,Sidetrack,27,E,043,00,02,02628,"Arena Offshore, LLC", 00796,EI,100, 00796,EI,100,90913,SEAHAWK 2500,2900,S,1449,W,1956382.498436,142305.391747,29.0579125,-91.46983944
177094147800,2/21/2008,2/14/2008,New Well,148,D,L008,00,00,00078,Chevron U.S.A. Inc.,G00983,EI,252,G00983,EI,252,91230,ENSCO 89,4386,N,2135,E,1937776.2324,-53462.652666,28.51951722,-91.52703417
177094147800,3/19/2008,3/18/2008,Revised New Well,148,D,L008,00,00,00078,Chevron U.S.A. Inc.,G00983,EI,252,G00983,EI,252,91230,ENSCO 89,4386,N,2135,E,1937776.2324,-53462.652666,28.51951722,-91.52703417
177094147800,5/9/2008,5/8/2008,Revised New Well,143,D,L008,00,00,00078,Chevron U.S.A. Inc.,G00983,EI,252,G00983,EI,252,91230,ENSCO 89,4386,N,2135,E,1937776.2324,-53462.652666,28.51951722,-91.52703417
177094147801,5/23/2008,5/21/2008,Bypass,143,D,L008,01,00,00078,Chevron U.S.A. Inc.,G00983,EI,252,G00983,EI,252,91230,ENSCO 89,4386,N,2135,E,1937776.2324,-53462.652666,28.51951722,-91.52703417
177094147801,6/6/2008,6/6/2008,Revised Bypass,143,D,L008,01,00,00078,Chevron U.S.A. Inc.,G00983,EI,252,G00983,EI,252,91230,ENSCO 89,4386,N,2135,E,1937776.2324,-53462.652666,28.51951722,-91.52703417
177094147801,6/19/2008,6/18/2008,Revised Bypass,143,D,L008,01,00,00078,Chevron U.S.A. Inc.,G00983,EI,252,G00983,EI,252,91230,ENSCO 89,4386,N,2135,E,1937776.2324,-53462.652666,28.51951722,-91.52703417
177094147801,6/25/2008,6/23/2008,Revised Bypass,143,D,L008,01,00,00078,Chevron U.S.A. Inc.,G00983,EI,252,G00983,EI,252,91230,ENSCO 89,4386,N,2135,E,1937776.2324,-53462.652666,28.51951722,-91.52703417
177094147802,7/3/2008,6/27/2008,Bypass,151,D,L008,02,00,00078,Chevron U.S.A. Inc.,G00983,EI,252,G00983,EI,252,91230,ENSCO 89,4386,N,2135,E,1937776.2324,-53462.652666,28.51951722,-91.52703417
177094147802,7/3/2008,7/3/2008,Revised Bypass,151,D,L008,02,00,00078,Chevron U.S.A. Inc.,G00983,EI,252,G00983,EI,252,91230,ENSCO 89,4386,N,2135,E,1937776.2324,-53462.652666,28.51951722,-91.52703417
