"SN_WAR_CSNG_INTV_FK","SN_WAR_FK","CSNG_SETTING_BOTM_MD","CSNG_SETTING_TOP_MD"
"-196500","-168751","810","0"
"-196501","-168751","4345","0"
"-196544","-168804","4005","0"
"-196545","-168804","8972","0"
"-196586","-168849","16028","10090"
"-196373","-168551","6061","0"
"-196327","-168493","1031","0"
"-196330","-168493","13952","10694"
"-195917","-168046","5024","0"
"-195922","-168046","6711","0"
"-195922","-168046","6335","0"
"-195923","-168046","19092","9494"
"-195925","-168046","26109","25367"
"-196216","-168384","8400","4025"
"-196383","-168555","12060","9217"
"-196384","-168555","15052","11550"
"-196576","-168847","3992","0"
"-196562","-168836","3791","0"
"-196565","-168836","14823","13944"
"-196568","-168838","15778","0"
"-196408","-168635","12660","11547"
"-196143","-168306","9178","0"
"-196343","-168517","995","240"
"-196255","-168402","915","0"
"-196647","-168934","915","0"
"-196651","-168934","14350","10834"
"-196210","-168380","900","0"
"-196810","-169132","8282","0"
"-196855","-169194","18803","15525"
"-196671","-168961","6297","0"
"-196553","-168823","1266","0"
"-196706","-168985","9910","6451"
"-196801","-169126","800","0"
"-196456","-168692","13952","10694"
"-196776","-169092","4665","0"
"-196764","-169078","4474","0"
"-196784","-169078","10200","0"
"-196923","-169263","10578","9137"
"-196876","-169233","5246","0"
"-196877","-169233","12083","0"
"-196879","-169233","18885","15291"
"-196823","-169164","13900","13058"
"-196741","-169044","8058","0"
"-196868","-169212","12729","11617"
"-196075","-168270","8726","0"
"-196573","-168840","15973","0"
"-196097","-168275","8726","0"
"-196309","-168481","16090","15483"
"-196807","-169129","14461","12062"
"-197120","-169416","12878","0"
"-196772","-169090","7068","0"
"-196774","-169090","10899","8048"
"-196842","-169174","9640","0"
"-196826","-169167","11285","5078"
"-196999","-169342","9285","0"
"-197093","-169395","13780","0"
"-197016","-169359","9360","7883"
"-196918","-169261","1210","0"
"-196863","-168782","5316","0"
"-197263","-169649","6980","0"
"-197317","-169751","12272","0"
"-197237","-169631","14810","0"
"-197260","-169648","18367","0"
"-197268","-169665","6297","0"
"-197139","-169442","8484","0"
"-197141","-169442","11740","0"
"-197144","-169444","8109","0"
"-197274","-169683","5923","0"
"-197335","-169774","7344","0"
"-196643","-168933","900","0"
"-196644","-168933","4120","0"
"-196297","-168471","8850","5728"
"-197196","-169578","7992","0"
"-197200","-169578","26341","20857"
"-197301","-169744","8109","0"
"-197298","-169742","19640","0"
"-197415","-169945","18885","15291"
"-197415","-169945","21243","0"
"-197416","-169945","26341","20857"
"-196360","-168532","11529","8565"
"-196361","-168532","14950","11161"
"-197427","-169956","14810","0"
"-197429","-169956","13972","0"
"-197429","-169956","21005","13972"
"-196666","-168957","11529","8565"
"-196848","-169182","9077","0"
"-197048","-169381","13230","0"
"-197289","-169719","6616","0"
"-197292","-169719","11938","7069"
"-197499","-170045","6642","0"
"-197507","-170049","4813","0"
"-197205","-169588","850","0"
"-197580","-170135","6297","0"
"-194672","-166437","1790","0"
"-197641","-170208","7405","0"
"-197654","-170224","9357","0"
"-197043","-169379","800","0"
"-196482","-168738","1406","0"
"-197247","-169647","3992","0"
"-197185","-169542","3218","0"
"-197711","-170311","3547","239"
"-197456","-169963","18727","14959"
"-197421","-169954","3931","0"
"-197667","-170256","15299","0"
"-196786","-169100","3052","0"
"-196495","-168747","1403","0"
"-197176","-169522","2915","0"
"-197536","-170083","2915","0"
"-196531","-168785","4101","0"
"-197831","-170437","11207","5698"
"-197809","-170426","7405","0"
"-197869","-170489","8983","6289"
"-197103","-169412","4003","0"
"-196526","-168764","9736","4500"
"-197881","-170514","3396","0"
"-197522","-170070","5009","0"
"-225837","-203170","3300","0"
"-225401","-202661","8804","5649"
"-225404","-202661","15000","12460"
"-225183","-202439","17507","9220"
"-225490","-202775","13978","8672"
"-225491","-202775","20868","0"
"-225897","-203269","920","0"
"-225124","-202406","3518","0"
"-225206","-202450","9427","0"
"-225650","-202949","14644","0"
"-225650","-202949","13818","0"
"-225861","-203194","9310","0"
"-224178","-201325","7323","0"
"-225613","-202898","4000","0"
"-223449","-200383","4518","0"
"-223829","-200934","13927","10035"
"-226217","-203649","1000","0"
"-226169","-203566","3484","0"
"-226121","-203534","352","0"
"-226121","-203534","10988","10699"
"-226231","-203681","29091","16476"
"-221593","-198381","8862","0"
"-221592","-198381","5680","0"
"-224943","-202173","5551","0"
"-212014","-188720","28104","22784"
"-225901","-203280","804","0"
"-225520","-202812","4252","0"
"-225797","-203111","6944","0"
"-226118","-203527","7221","0"
"-225302","-202499","13099","0"
"-226099","-203510","21440","0"
"-226276","-203722","4025","0"
"-226479","-203953","11862","9411"
"-218281","-194967","18011","14751"
"-212350","-189051","6195","0"
"-212354","-189051","28417","22073"
"-218313","-194990","4617","0"
"-225257","-202481","12259","0"
"-225275","-202490","12259","0"
"-226207","-203624","5551","0"
"-226210","-203624","15355","6292"
"-226301","-203732","19850","18946"
"-225263","-202485","6699","0"
"-225264","-202485","10632","6410"
"-226107","-203523","21968","7420"
"-226107","-203523","23227","0"
"-226110","-203524","7424","0"
"-226115","-203525","21968","7420"
"-226117","-203525","24683","0"
"-225525","-202814","22895","0"
"-225535","-202814","29005","25016"
"-226021","-203467","7345","0"
"-226023","-203467","26018","22994"
"-225217","-202454","18000","0"
"-223273","-200223","1007","0"
"-225219","-202456","18000","0"
"-225220","-202456","11758","0"
"-226546","-204033","9650","0"
"-225815","-203137","13978","8672"
"-225816","-203137","20868","0"
"-224275","-201403","18016","0"
"-226156","-203557","15000","12460"
"-226225","-203670","8804","5649"
"-225330","-202512","7925","0"
"-225259","-202482","11595","0"
"-226017","-203464","1022","0"
"-225022","-202286","2012","0"
"-225025","-202286","6797","3316"
"-225367","-202603","2012","0"
"-225368","-202603","4298","0"
"-225371","-202603","16000","3199"
"-224425","-201533","8440","0"
"-225771","-203082","6834","0"
"-225856","-203189","5005","0"
"-225741","-203041","3900","0"
"-226281","-203725","7450","5700"
"-226216","-203633","14561","0"
"-225540","-202821","8996","0"
"-226000","-203452","11335","8496"
"-226138","-203544","7678","0"
"-225294","-202497","19876","17115"
"-226342","-203822","16056","13920"
"-224898","-202085","696","0"
"-224899","-202085","3346","0"
"-225616","-202903","1015","0"
"-225881","-202903","2007","0"
"-226317","-203783","1015","0"
"-226802","-204294","12433","9817"
"-224449","-201590","4325","0"
"-226648","-204080","22431","0"
"-226648","-204080","19114","0"
"-226777","-204212","1024","0"
"-226459","-203938","995","251"
"-226803","-204300","1007","0"
"-226874","-204339","3500","0"
"-225061","-202359","5015","0"
"-225066","-202362","5015","0"
"-225067","-202362","8316","0"
"-221887","-198177","4914","0"
"-222986","-199891","6368","0"
"-224480","-201628","9696","0"
"-224780","-201915","2667","0"
"-219054","-195699","1007","0"
"-223613","-200716","4070","0"
"-223615","-200717","4070","0"
"-225565","-202853","1010","0"
"-226957","-204507","11670","0"
"-226980","-204288","1020","0"
"-226629","-204077","22605","0"
"-225082","-202378","11195","0"
"-226641","-204079","11155","0"
"-226643","-204079","28104","22784"
"-224237","-201369","18011","14751"
"-224939","-202170","10675","0"
"-226517","-204006","10675","0"
"-223069","-199962","21000","11770"
"-224149","-201289","4784","0"
"-224154","-201289","21000","11770"
"-226498","-203990","11121","8886"
"-226932","-204452","9399","0"
"-226987","-204525","3924","0"
"-227059","-204615","15060","10730"
"-227087","-204651","4784","0"
"-227088","-204651","5868","0"
"-227093","-204651","21400","20709"
"-227035","-204582","900","0"
"-227101","-204654","6572","4840"
"-227104","-204654","21000","11770"
"-221878","-198694","24610","20804"
"-224901","-202090","8770","0"
"-227025","-204562","3510","0"
"-226544","-204031","7900","0"
"-227139","-204687","12734","0"
"-225705","-203002","9147","0"
"-226660","-204085","9147","0"
"-227175","-204700","10528","5407"
"-226983","-204521","9126","0"
"-226658","-204084","9130","0"
"-223093","-200008","4325","0"
"-223094","-200008","5181","0"
"-226157","-203563","1012","220"
"-226744","-204173","17640","11359"
"-227213","-204732","28104","22784"
"-226760","-204198","17443","10699"
"-227216","-204744","6195","0"
"-227227","-204747","28104","22784"
"-225710","-203006","14130","0"
"-226768","-204202","13951","0"
"-226273","-203716","2598","0"
"-226848","-204329","3072","0"
"-209556","-185528","3515","0"
"-227229","-204751","9362","0"
"-227232","-204751","22767","21032"
"-227240","-204756","21238","14805"
"-227243","-204756","11242","6153"
"-227254","-204766","22767","21032"
"-227332","-204822","6195","0"
"-227335","-204822","22605","0"
"-227351","-204825","17461","14346"
"-227196","-204704","12979","0"
"-226867","-204335","17507","9220"
"-226868","-204335","19114","0"
"-226869","-204335","27693","22127"
"-226504","-203009","26640","0"
"-227305","-204802","11194","8952"
"-227316","-204807","4221","0"
"-227320","-204809","11194","8952"
"-227322","-204809","15013","12249"
"-227248","-204764","10528","5407"
"-227475","-204951","14315","10500"
"-225448","-202685","4640","0"
"-225479","-202765","865","0"
"-226792","-204245","7900","0"
"-221782","-198629","3591","0"
"-226033","-203473","22895","0"
"-226031","-203473","7345","0"
"-226031","-203473","10584","0"
"-227376","-204852","1005","0"
"-227497","-204957","11320","9489"
"-227509","-204967","5283","0"
"-254598","-230449","6403","0"
"-254599","-230449","6833","3160"
"-252175","-228188","9591","6718"
"-252178","-228191","5522","0"
"-253989","-229896","13075","7878"
"-254319","-230193","15603","11460"
"-255010","-230818","7920","4925"
"-254749","-230553","22767","21032"
"-252185","-228209","4335","0"
"-252186","-228209","5522","0"
"-252189","-228209","6489","0"
"-242995","-219835","5797","0"
"-246889","-223842","5155","0"
"-246892","-223842","20929","17870"
"-246899","-223850","4419","0"
"-254535","-230384","5009","0"
"-253903","-229822","16454","6354"
"-253842","-229760","7430","0"
"-254707","-230505","2561","0"
"-253773","-229715","4963","0"
"-253673","-229590","10487","7127"
"-254223","-230114","20545","4568"
"-254662","-230484","21995","11359"
"-253855","-229766","12770","0"
"-253556","-229526","11275","0"
"-253558","-229526","10990","0"
"-255168","-230946","1513","0"
"-254490","-230332","7991","0"
"-254272","-230154","7000","6243"
"-254273","-230154","13646","0"
"-254837","-230658","1217","0"
"-254839","-230658","3700","0"
"-254072","-229998","6006","0"
"-254073","-229998","12683","0"
"-255232","-231029","2001","0"
"-254384","-230232","12766","0"
"-254798","-230632","21495","0"
"-255330","-231085","11800","0"
"-255014","-230822","9591","6718"
"-254850","-230664","18630","8853"
"-254654","-230483","7000","6243"
"-254654","-230483","9047","0"
"-254657","-230483","19829","0"
"-254658","-230483","25361","24215"
"-255107","-230898","12512","12371"
"-254871","-230706","7042","0"
"-254871","-230706","9182","0"
"-254875","-230706","20156","0"
"-254687","-230491","16984","0"
"-254309","-230188","14046","0"
"-254758","-230562","3820","0"
"-255292","-231061","3579","0"
"-255292","-231061","15330","0"
"-254928","-230738","10289","6874"
"-255133","-230905","15513","11633"
"-254960","-230753","3457","0"
"-254026","-229963","8121","0"
"-255241","-231035","10523","0"
"-255404","-231149","4758","0"
"-255404","-231149","7991","0"
"-254430","-230270","908","0"
"-254843","-230661","7280","0"
"-251602","-227699","16039","14800"
"-255160","-230928","6767","0"
"-255305","-231080","10860","0"
"-255438","-231160","12484","0"
"-255510","-231198","9047","0"
"-255510","-231198","16203","0"
"-255511","-231198","5522","0"
"-255478","-231183","13086","0"
"-255479","-231183","14923","0"
"-255331","-231093","13416","0"
"-253918","-229841","5802","0"
"-253921","-229841","13792","3922"
"-253923","-229841","17593","16738"
"-253925","-229841","15665","0"
"-254389","-230233","7071","5513"
"-254919","-230717","15665","0"
"-255767","-229676","13697","8324"
"-253727","-229676","2744","0"
"-255589","-231244","24663","0"
"-255442","-231168","6509","0"
"-255443","-231168","4980","0"
"-255443","-231168","9114","0"
"-254585","-230440","1115","0"
"-255485","-231186","11988","9998"
"-255521","-231204","12326","0"
"-255522","-231204","5522","0"
"-255524","-231204","5112","0"
"-255142","-230907","6896","0"
"-255603","-230707","6196","3514"
"-255430","-231157","4807","0"
"-255431","-231157","10230","0"
"-255004","-230793","3500","0"
"-255750","-231334","13495","12221"
"-253886","-229804","12114","10160"
"-253887","-229804","14710","9861"
"-255398","-231142","10520","0"
"-254578","-230430","4495","0"
"-255887","-231445","4495","0"
"-253035","-229019","8774","0"
"-249053","-225558","7496","0"
"-249054","-225558","9466","9463"
"-255492","-231192","12028","0"
"-255892","-231448","4332","0"
"-255894","-231448","9980","8213"
"-255910","-231456","4332","0"
"-255928","-231467","4332","0"
"-255929","-231467","8441","0"
"-255030","-230836","4335","0"
"-247363","-224330","9177","0"
"-256104","-231648","2997","0"
"-251391","-227485","5044","0"
"-251392","-227485","9280","0"
"-255596","-231247","11954","0"
"-255597","-231247","15513","11633"
"-255598","-231247","11225","10070"
"-255600","-231247","16984","0"
"-252327","-228328","8022","5195"
"-256143","-231679","905","0"
"-251849","-227904","6370","0"
"-251853","-227904","23394","19808"
"-252789","-228818","4957","0"
"-255546","-231214","15569","13416"
"-254695","-230494","12541","11502"
"-253381","-229350","15454","0"
"-253383","-229350","16353","0"
"-256071","-231598","15842","0"
"-255066","-230864","1016","0"
"-255385","-231137","927","0"
"-256267","-231776","4494","0"
"-256268","-231776","10471","0"
"-256188","-231704","9280","0"
"-247376","-224341","13780","10409"
"-240356","-217208","5181","0"
"-256092","-231626","7718","0"
"-255639","-231267","13280","8156"
"-256336","-231821","6244","0"
"-256173","-231698","7161","0"
"-254832","-230654","6778","0"
"-256090","-231619","5921","0"
"-255037","-230838","5008","0"
"-255039","-230838","17120","0"
"-256036","-231556","12400","0"
"-256543","-232020","5802","0"
"-256560","-232045","5720","0"
"-256176","-231699","11195","0"
"-255844","-231423","3860","0"
"-255787","-231385","4520","0"
"-255788","-231385","17544","0"
"-256592","-232082","13830","9148"
"-256632","-228336","19882","14392"
"-252338","-228336","10233","0"
"-254576","-230429","4796","0"
"-254577","-230429","15975","0"
"-256644","-232138","8701","0"
"-256644","-232138","15842","0"
"-256650","-232139","16065","15150"
"-255836","-231420","10647","8884"
"-256246","-231734","821","0"
"-256086","-231614","3567","0"
"-256535","-232005","3820","0"
"-256364","-231841","8715","0"
"-256365","-231841","27404","0"
"-254887","-230711","5641","0"
"-252955","-228978","1032","0"
"-252956","-228978","4505","0"
"-252959","-228979","1032","0"
"-255708","-231296","4988","0"
"-255555","-231216","13552","13878"
"-256539","-232009","4475","0"
"-256524","-231744","17978","0"
"-256255","-231744","13026","6878"
"-255955","-231479","8821","4815"
"-255980","-231500","13697","8324"
"-255967","-231495","11079","5877"
"-255137","-230906","825","0"
"-256891","-232284","10112","0"
"-256526","-232001","9114","0"
"-256528","-232001","16974","0"
"-256264","-231758","8623","0"
"-280086","-249536","10281","0"
"-282504","-251127","8650","0"
"-282508","-251128","10800","0"
"-282511","-251128","17519","12759"
"-281776","-250468","7036","5662"
"-281446","-250337","3925","0"
"-282313","-251014","3410","0"
"-282317","-251014","14930","2156"
"-281601","-250491","3478","0"
"-281603","-250491","12950","8128"
"-281608","-250491","18600","15547"
"-279773","-249390","10958","5755"
"-279774","-249390","22130","18839"
"-280849","-249979","5754","5708"
"-280850","-249979","19368","0"
"-280851","-249979","9970","5710"
"-282348","-251027","10816","0"
"-282094","-250835","10624","0"
"-282641","-251182","7064","5577"
"-282644","-251182","19839","13641"
"-282211","-250919","992","0"
"-282438","-250672","25540","22690"
"-281174","-250189","10062","0"
"-281226","-250218","4817","0"
"-281229","-250218","11318","4794"
"-282388","-250218","22352","9942"
"-281799","-250668","11137","0"
"-281800","-250668","12060","9217"
"-282390","-251055","4817","0"
"-282391","-251055","5796","0"
"-282394","-251055","22352","9942"
"-282292","-251003","4717","0"
"-282783","-251249","8386","0"
"-282785","-251249","21820","0"
"-281927","-250741","24574","21221"
"-282804","-251265","4341","0"
"-282805","-251265","4817","0"
"-282806","-251265","5796","0"
"-282809","-251265","9942","0"
"-280635","-249839","12336","0"
"-281455","-250355","15933","12100"
"-282674","-251188","992","0"
"-282750","-250378","13327","0"
"-282735","-251217","9169","0"
"-282456","-251089","7582","0"
"-281506","-250404","3650","0"
"-282897","-251336","4545","0"
"-282897","-251336","3675","0"
"-280863","-249992","10002","0"
"-282878","-251322","1410","0"
"-282414","-251067","9589","5583"
"-281597","-250490","5516","0"
"-281598","-250490","9527","0"
"-282448","-251086","8293","4153"
"-282450","-251086","18162","14578"
"-282475","-251117","5149","0"
"-282924","-251352","4545","0"
"-282925","-251352","14033","0"
"-280570","-249711","4500","0"
"-282207","-250916","14877","0"
"-282209","-250916","24604","21016"
"-282210","-250916","25865","24282"
"-282304","-251010","12079","0"
"-282305","-251010","9005","0"
"-282305","-251010","16286","0"
"-282306","-251010","14877","0"
"-282306","-251010","21230","14897"
"-282307","-251010","23422","21068"
"-281964","-250750","5246","0"
"-281968","-250750","12368","0"
"-282101","-250837","1065","0"
"-282854","-250837","9411","0"
"-282827","-251280","4817","0"
"-282832","-251280","24111","22083"
"-279295","-249080","6865","0"
"-279296","-249080","5860","0"
"-279298","-249080","16250","13025"
"-282453","-251088","12070","0"
"-282884","-251328","9666","0"
"-282888","-251328","1284","0"
"-282888","-251328","13544","0"
"-282433","-251072","9559","8842"
"-282233","-250465","18038","13468"
"-282377","-251051","9977","0"
"-280581","-249716","7883","5133"
"-281380","-250310","1279","0"
"-281481","-250383","4578","0"
"-281792","-250667","6865","0"
"-281793","-250667","9510","5860"
"-281794","-250667","13321","5847"
"-282494","-251124","1060","0"
"-282724","-251213","1000","0"
"-283063","-251496","6375","0"
"-281982","-250754","5860","0"
"-281913","-250730","4010","0"
"-282948","-251370","11964","8901"
"-281560","-250456","14805","0"
"-282374","-251047","8188","0"
"-282540","-251136","1023","0"
"-282293","-251005","1001","397"
"-283310","-251656","14272","0"
"-283215","-251581","1507","0"
"-283051","-251477","7582","0"
"-281129","-250179","8488","5975"
"-283297","-251654","24991","21997"
"-282539","-250858","11993","0"
"-282188","-250906","1043","480"
"-280618","-249825","4500","0"
"-280619","-249825","11647","0"
"-282810","-251267","1039","0"
"-282812","-251267","9780","0"
"-282710","-251202","6168","0"
"-281524","-250419","1027","0"
"-283230","-251598","1505","0"
"-283419","-251699","7487","6667"
"-279890","-249456","16108","0"
"-282702","-251198","16108","0"
"-283008","-251447","12321","0"
"-283453","-251726","12173","0"
"-283251","-251608","8146","0"
"-283253","-251608","13153","0"
"-283368","-251668","9169","0"
"-276843","-247354","7347","0"
"-283431","-251710","10340","0"
"-283256","-251609","7900","0"
"-282584","-251151","14315","10500"
"-282200","-250914","9123","6350"
"-281257","-249700","10515","7069"
"-282990","-251402","10062","0"
"-283341","-251189","23538","20247"
"-283514","-251789","8192","7181"
"-283522","-251790","3658","0"
"-283638","-251891","992","0"
"-283191","-251549","10958","5755"
"-282635","-251179","820","0"
"-283448","-251721","990","0"
"-283679","-251905","4442","0"
"-283417","-251696","6000","0"
"-282815","-251271","3193","0"
"-282816","-251271","9780","0"
"-283402","-251684","4963","0"
"-283403","-251684","11108","0"
"-283219","-251590","11800","0"
"-283181","-251547","10445","0"
"-283183","-251547","12060","9217"
"-282375","-251050","4916","0"
"-283195","-251550","13467","0"
"-281813","-250675","2005","0"
"-281814","-250675","4765","0"
"-283774","-251971","10262","3472"
"-283791","-251985","2635","0"
"-283792","-251985","7582","0"
"-283877","-252062","19839","13641"
"-282685","-251191","4893","0"
"-283842","-252043","16641","10287"
"-283843","-252043","19781","0"
"-283844","-252043","22405","19458"
"-283845","-252043","24991","21997"
"-283959","-252095","7745","0"
"-283666","-251901","11965","0"
"-283541","-251811","3014","0"
"-282833","-251215","20542","14303"
"-283781","-251975","14502","11462"
"-282695","-251196","7780","6002"
"-282699","-251196","15642","15550"
"-283647","-251896","6195","0"
"-283648","-251896","14655","0"
"-282254","-250962","7110","3903"
"-282098","-250836","11908","9989"
"-282919","-251344","777","0"
"-283018","-250850","6702","0"
"-282775","-251235","2787","9"
"-282214","-250921","1206","0"
"-283524","-251797","2377","0"
"-283527","-251797","11425","8540"
"-282241","-250959","16962","9233"
"-284096","-252220","3800","0"
"-284040","-251792","11186","0"
"-283043","-251475","12352","0"
"-283045","-251475","18821","0"
"-196441","-168673","15737","0"
"-197218","-169603","8850","5728"
"-197220","-169603","12054","0"
"-197966","-170619","998","0"
"-197903","-170547","4665","0"
"-197888","-170515","10195","9330"
"-197743","-170358","1790","0"
"-194693","-166472","4840","0"
"-194695","-166473","1220","0"
"-194699","-166474","4840","0"
"-197596","-170167","900","0"
"-197597","-170167","4120","0"
"-197336","-169775","1030","0"
"-197732","-170341","2394","0"
"-197763","-170368","7344","0"
"-198061","-170766","4620","0"
"-197768","-170374","9175","0"
"-198015","-170650","995","251"
"-198001","-170638","11471","0"
"-197485","-170001","1335","0"
"-197901","-170546","2268","0"
"-198079","-170784","8388","0"
"-198177","-170963","9670","0"
"-198178","-170963","9810","8596"
"-197564","-170124","800","0"
"-197493","-170017","12229","0"
"-198116","-170844","1200","0"
"-198120","-170844","11354","10720"
"-197913","-170549","20983","18588"
"-198171","-170960","6900","0"
"-198257","-171068","4500","0"
"-198154","-170900","815","0"
"-197505","-170047","9120","6491"
"-197403","-169939","8576","0"
"-197404","-169939","9898","7677"
"-198233","-171053","5018","0"
"-198236","-171053","14350","10834"
"-197729","-170334","1005","0"
"-197969","-170620","4510","0"
"-198159","-170946","3007","0"
"-198360","-170947","9003","0"
"-198384","-171304","20813","17407"
"-198143","-170917","4288","0"
"-198142","-170908","2030","0"
"-198343","-171247","1492","0"
"-198053","-170752","12618","0"
"-198133","-170885","1992","0"
"-198215","-171037","1025","0"
"-198056","-170763","12951","0"
"-197947","-170572","15280","12883"
"-198456","-171382","10445","0"
"-198195","-170989","12603","0"
"-198095","-170823","8006","0"
"-198526","-171434","8983","6289"
"-198531","-171435","19640","0"
"-198543","-171435","10000","0"
"-198543","-171435","19365","0"
"-198543","-171435","19689","0"
"-198534","-171438","815","0"
"-198446","-171373","7138","0"
"-198447","-171373","12997","0"
"-198449","-171373","22353","0"
"-198637","-171584","1200","0"
"-198607","-171540","4482","0"
"-198350","-171253","7522","0"
"-198583","-171521","11349","6808"
"-198587","-171521","20958","0"
"-198557","-171452","995","251"
"-198646","-171600","1266","0"
"-198450","-171379","7138","0"
"-197280","-169697","3052","0"
"-197819","-170430","757","0"
"-198426","-171362","995","240"
"-198427","-171362","3547","239"
"-198664","-171607","10718","0"
"-198750","-171735","3005","0"
"-198782","-171746","12129","0"
"-198783","-171746","16265","0"
"-198718","-171662","1000","0"
"-198816","-171779","1545","0"
"-198605","-171539","17968","15395"
"-198834","-171786","11137","0"
"-198787","-171751","999","0"
"-198760","-171737","14960","9294"
"-198255","-171067","13900","13635"
"-198878","-171835","1760","0"
"-198762","-171738","5058","0"
"-198798","-171762","6980","0"
"-198938","-171946","8851","0"
"-198405","-171337","11438","0"
"-198058","-170765","5279","0"
"-198409","-171340","5279","0"
"-198480","-171393","4510","0"
"-198482","-171393","13900","13635"
"-198598","-171535","10411","0"
"-198436","-171367","9950","6981"
"-198666","-171608","1014","0"
"-198668","-171608","10718","0"
"-198573","-171475","9017","5882"
"-198575","-171475","15336","12426"
"-198691","-171639","6406","0"
"-198693","-171639","12576","0"
"-198697","-171639","22870","20561"
"-198954","-171951","18246","15151"
"-198263","-171076","915","0"
"-198266","-171076","11335","8496"
"-198729","-171698","5018","0"
"-198731","-171698","11335","8496"
"-198998","-172014","4510","0"
"-197815","-170429","1198","0"
"-197816","-170429","5694","0"
"-197818","-170429","16120","14442"
"-199023","-172033","4940","0"
"-199003","-172021","14150","0"
"-198839","-171787","1026","0"
"-198813","-171440","25124","19579"
"-199028","-172036","7522","0"
"-199122","-172118","14115","0"
"-198325","-171224","755","0"
"-199066","-172075","7138","0"
"-199093","-172103","18727","14959"
"-198927","-171923","11517","0"
"-198641","-171597","2065","0"
"-198916","-171812","8438","5683"
"-199148","-172142","5185","0"
"-198124","-170854","4750","0"
"-198122","-170848","2790","0"
"-198357","-171258","3940","0"
"-198622","-171552","6202","0"
"-198622","-171552","13115","0"
"-198923","-171918","9120","6491"
"-199309","-172449","12349","5259"
"-199310","-172450","860","0"
"-199314","-172451","14033","0"
"-198988","-171995","10780","0"
"-198653","-171603","5817","0"
"-199045","-172053","1245","0"
"-199269","-172372","8984","6177"
"-199242","-172356","9842","0"
"-199146","-172141","7202","0"
"-198807","-171775","8484","0"
"-198808","-171775","11952","7600"
"-199374","-171775","19365","0"
"-199012","-172024","19365","0"
"-199219","-172336","12767","0"
"-199466","-172542","1017","0"
"-199206","-172322","9017","5882"
"-199211","-172322","22870","20561"
"-199279","-172384","5506","0"
"-199096","-172105","1300","0"
"-199165","-172228","1760","0"
"-199329","-172462","998","0"
"-199330","-172462","3993","0"
"-198935","-171941","4007","0"
"-199328","-172461","2117","0"
"-199073","-172081","9910","6451"
"-198969","-171973","5881","0"
"-198973","-171974","4823","0"
"-198976","-171974","9258","4749"
"-199246","-172360","1014","0"
"-199254","-172366","5820","0"
"-199424","-172509","810","0"
"-199332","-172469","4623","0"
"-199333","-172469","13449","0"
"-198893","-171877","11288","9023"
"-199088","-172101","9605","0"
"-199088","-172101","7002","0"
"-198895","-171879","9605","0"
"-198848","-171789","8996","0"
"-199608","-172786","13952","10694"
"-199255","-172367","2065","0"
"-199256","-172367","3633","2074"
"-199257","-172367","5959","0"
"-199457","-172529","8438","5683"
"-199541","-172703","6006","0"
"-199227","-172346","919","0"
"-199384","-172485","12474","0"
"-199373","-172477","18878","15932"
"-198907","-171888","5817","0"
"-199223","-172337","8388","0"
"-199479","-172573","6182","0"
"-199225","-172339","5844","0"
"-227510","-204967","6539","0"
"-227522","-204971","6539","0"
"-226243","-203691","1326","0"
"-225055","-202345","14459","13494"
"-225631","-202934","14459","13494"
"-226963","-204512","15153","13311"
"-227637","-205031","10988","10699"
"-227639","-205031","29091","16476"
"-226888","-204353","3900","0"
"-226891","-204353","18000","15324"
"-226901","-204371","18000","15324"
"-222502","-198971","7280","0"
"-223181","-200118","3015","0"
"-223307","-200247","3015","0"
"-227603","-205015","4275","0"
"-227528","-204972","15023","0"
"-225396","-202652","6045","0"
"-225397","-202652","9887","5587"
"-225562","-202847","9887","5587"
"-225563","-202847","12802","0"
"-227537","-204973","22767","21032"
"-227549","-204975","21238","14805"
"-225057","-200811","5196","0"
"-220944","-197676","4957","0"
"-226101","-203511","13099","0"
"-226102","-203511","19392","15997"
"-227798","-205179","13342","0"
"-226597","-204057","11500","0"
"-224321","-201430","6250","0"
"-224323","-201430","7000","6243"
"-224323","-201430","12326","0"
"-224332","-201432","8023","0"
"-224334","-201432","12326","0"
"-225349","-202562","21044","13309"
"-225971","-203396","21044","13309"
"-227032","-204570","7421","0"
"-227032","-204570","10394","0"
"-226942","-204471","12190","0"
"-226943","-204471","19392","15997"
"-227043","-204593","8924","0"
"-227592","-205009","12050","0"
"-227594","-205009","24486","0"
"-227840","-205189","7171","0"
"-227841","-205189","9147","0"
"-226502","-203992","12252","0"
"-226902","-204377","940","0"
"-226573","-204054","7903","0"
"-226574","-204054","9425","0"
"-226576","-204054","13950","0"
"-227667","-205041","6151","0"
"-227669","-205041","12802","0"
"-227869","-204958","5592","0"
"-227808","-205182","7244","0"
"-227809","-205182","8919","0"
"-227179","-204701","13313","8603"
"-213425","-190258","1002","0"
"-227484","-204954","17461","14346"
"-226543","-204029","4000","0"
"-227488","-204955","6195","0"
"-228010","-205429","5945","0"
"-228083","-205555","5925","0"
"-225309","-202505","9796","16670"
"-225309","-202505","16726","16670"
"-225310","-202505","23674","19300"
"-225320","-202508","12119","0"
"-225321","-202508","16670","16670"
"-226269","-203711","6470","0"
"-227273","-204788","22636","15282"
"-227600","-205013","2007","0"
"-226730","-204115","12202","0"
"-228055","-205548","3510","0"
"-228058","-205549","3510","0"
"-224869","-202037","6460","0"
"-228038","-205541","8919","0"
"-228043","-205541","20334","16939"
