"API_WELL_NUMBER","BOTM_LEASE_NUM","WELL_SPUD_DATE","TOTAL_DEPTH_DATE","BOREHOLE_STAT_DT","BH_TOTAL_MD","WELL_BORE_TVD"
"427084015970","G04075",11/24/1984,1/20/1985,1/22/1985,"14145","13896"
"427084015971","G04075",1/22/1985,1/29/1985,2/4/1985,"10738","10735"
"427084016000","G04731",10/9/1984,1/26/1985,2/6/1985,"15700","15700"
"427084016100","G06142",10/5/1984,4/25/1985,4/30/1985,"10500","10500"
"427084016200","G06169",8/20/1984,9/18/1984,9/22/1984,"10699","10699"
"427084016300","G04076",8/28/1984,9/13/1984,6/14/1999,"9800","9798"
"427084016400","G06156",8/30/1984,9/20/1984,9/19/2021,"9968","9223"
"427084016500","G06178",10/8/1984,11/5/1984,9/4/2003,"10972","8953"
"427084016600","G06188",12/21/1984,3/18/1985,3/24/1985,"16911","16898"
"427084016700","G06168",1/16/1985,2/15/1985,6/17/1990,"13660","11071"
"427084016770","G06168",10/31/1984,1/15/1985,,"12365","9863"
"427084016800","G03115",10/31/1984,12/28/1984,8/15/2020,"11418","11029"
"427084016900","G06178",11/12/1984,12/6/1984,9/4/2003,"10940","9093"
"427084017000","G06190",11/29/1984,2/6/1985,4/18/1985,"15024","13663"
"427084017100","G06155",11/23/1984,2/27/1985,6/19/1988,"13900","12888"
"427084017200","G04076",12/1/1984,12/19/1984,7/25/1999,"9200","9200"
"427084017300","G06178",12/24/1984,1/9/1985,9/4/2003,"9326","8996"
"427084017400","G06184",12/28/1984,2/18/1985,4/26/1985,"12000","12000"
"427084017500","G06178",1/15/1985,2/7/1985,9/4/2003,"10008","9095"
"427084017600","G06156",1/19/1985,3/31/1985,9/19/2021,"11882","10729"
"427084017700","G06196",2/23/1985,3/8/1985,3/14/1985,"7860","7860"
"427084017800","G06175",10/10/1988,10/28/1988,12/21/1988,"15075","15070"
"427084017870","G06175",5/21/1988,8/31/1988,9/27/1988,"14950","14945"
"427084017871","G06175",9/27/1988,9/30/1988,10/10/1988,"13330","13326"
"427084017900","G06180",5/19/1985,5/29/1985,6/23/1992,"11710","10993"
"427084017970","G06180",3/21/1985,5/9/1985,5/9/1985,"10676","10045"
"427084017971","G06180",5/10/1985,5/16/1985,5/16/1985,"11063","10390"
"427084017972","G06180",5/17/1985,5/18/1985,5/18/1985,"10819","10170"
"427084018000","G04571",3/25/1985,5/10/1985,5/21/1985,"13500","13472"
"427084018070","G04571",3/15/1985,3/24/1985,3/25/1985,"4500","4500"
"427084018100","G06178",2/14/1985,3/9/1985,9/4/2003,"11650","9050"
"427084018200","G02680",2/18/1985,4/20/1985,7/11/1985,"14458","13525"
"427084018201","G02680",5/31/1985,6/29/1985,12/2/2021,"15320","13805"
"427084018270","G02680",4/29/1985,5/15/1985,5/18/1985,"13601","12805"
"427084018271","G02680",5/18/1985,5/29/1985,5/31/1985,"13866","13049"
"427084018300","G06156",2/27/1985,3/18/1985,9/19/2021,"10103","8013"
"427084018370","G06156",2/20/1985,2/25/1985,2/25/1985,"2535","2464"
"427084018400","G06168",2/22/1985,4/13/1985,4/22/1985,"12821","10813"
"427084018500","G01831",10/6/1985,10/14/1985,10/18/1985,"9736","9735"
"427084018570","G01831",8/29/1985,9/18/1985,9/29/1985,"11491","11489"
"427084018571","G01831",9/29/1985,10/4/1985,10/6/1985,"9916","9915"
"427084018600","G06178",3/15/1985,3/27/1985,9/4/2003,"8800","8720"
"427084018700","G06156",,,,"",""
"427084018800","G04076",5/13/1985,6/6/1985,6/25/1999,"10300","10298"
"427084018900","G07272",3/28/1985,5/6/1985,5/10/1985,"13300","13300"
"427084019100","G06156",5/14/1985,6/2/1985,3/8/1992,"9880","7817"
"427084019101","G06156",3/8/1992,3/24/1992,3/25/1992,"10139","9162"
"427084019102","G06156",3/25/1992,4/2/1992,9/19/2021,"9853","9201"
"427084019300","G07284",5/12/1985,6/1/1985,6/3/1985,"9706","9149"
"427084019400","G06149",6/21/1985,7/22/1985,7/27/1985,"9583","9581"
"427084019500","G06136",5/23/1985,7/16/1985,7/3/2009,"13703","13328"
"427084019600","G07304",6/27/1985,7/5/1985,7/10/1985,"6378","6077"
"427084019700","G07298",5/26/1985,6/25/1985,6/27/1985,"7198","7198"
"427084019800","G06144",5/30/1985,6/27/1985,3/9/1986,"9700","9700"
"427084019900","G07305",6/21/1985,6/30/1985,7/4/1985,"6685","6685"
"427084020000","G06154",7/20/1985,9/3/1985,9/13/1985,"10882","9966"
"427084020100","G07289",7/2/1985,7/27/1985,8/2/1985,"10900","9048"
"427084020200","G06178",10/19/1985,11/6/1985,11/10/1985,"6724","6700"
"427084020300","G04075",,,,"",""
"427084020400","G06137",8/1/1985,10/11/1985,5/12/1998,"15090","15078"
"427084020500","G05006",1/21/1986,2/7/1986,12/26/2006,"14300","13626"
"427084020501","G05006",12/26/2006,1/13/2007,2/13/2007,"13803","13434"
"427084020570","G05006",11/3/1985,12/30/1985,1/6/1986,"13804","13210"
"427084020571","G05006",1/6/1986,1/20/1986,1/21/1986,"14050","13419"
"427084020600","G01812",8/16/1985,8/28/1985,9/11/2009,"7908","7908"
"427084020700","G07281",9/18/1985,2/13/1986,8/25/1994,"13192","11383"
"427084020800","G04076",8/22/1985,9/12/1985,6/6/1999,"10575","10121"
"427084020900","G07286",12/10/1985,1/8/1986,1/3/1986,"7300","7060"
"427084021000","G06158",1/1/1986,3/3/1986,3/21/2000,"14206","13533"
"427084021001","G06158",3/21/2000,3/26/2000,1/20/2007,"11885","9602"
"427084021070","G06158",10/1/1985,11/16/1985,11/17/1985,"10565","10157"
"427084021071","G06158",11/17/1985,12/15/1985,1/1/1986,"10400","9993"
"427084021100","G06187",9/29/1985,11/29/1985,12/4/1985,"13000","12994"
"427084021200","G06147",10/6/1985,11/4/1985,8/31/1990,"10142","10142"
"427084021201","G06147",8/31/1990,9/9/1990,9/13/1990,"8195","8050"
"427084021300","G04076",10/5/1985,10/26/1985,6/6/1999,"10434","9801"
"427084021500","G03235",11/2/1985,11/20/1985,8/31/2004,"8281","8183"
"427084021600","G01831",10/26/1985,12/12/1985,12/31/1985,"12920","12918"
"427084021700","G06196",11/8/1985,11/20/1985,11/24/1985,"7453","7450"
"427084021800","G04076",11/13/1985,12/4/1985,6/6/1999,"10780","10072"
"427084021900","G07298",1/7/1986,1/29/1986,9/8/1989,"5260","5259"
"427084022000"," 00741",12/30/1985,1/18/1986,12/13/1995,"10500","9116"
"427084022001"," 00741",12/14/1995,12/24/1995,10/6/2010,"10883","8778"
"427084022300","G01812",12/11/1985,1/3/1986,9/11/2009,"8956","8159"
"427084022500","G06149",1/27/1986,2/15/1986,2/22/1986,"9550","9550"
"427084022700","G08151",2/28/1986,4/1/1986,1/28/1990,"11231","8439"
"427084022701","G08151",2/22/1990,3/21/1990,8/12/2006,"11920","9228"
"427084022770","G08151",1/28/1990,2/21/1990,2/22/1990,"12501","9684"
"427084022800"," 00743",2/2/1986,2/17/1986,6/12/1990,"9612","9371"
"427084022900"," 00743",2/27/1986,3/10/1986,10/6/2000,"9600","8804"
"427084023000","G07277",3/22/1986,4/5/1986,1/28/1990,"8110","7822"
"427084023100"," 00743",3/21/1986,4/2/1986,10/23/2000,"9240","8678"
"427084023200","G06172",5/7/1986,5/29/1986,5/28/1990,"9010","9010"
"427084023300"," 00741",4/11/1986,4/30/1986,1/31/1996,"10824","9181"
"427084023301"," 00741",2/16/1996,3/2/1996,10/31/2000,"11330","9592"
"427084023370"," 00741",1/31/1996,2/12/1996,2/16/1996,"11042","9311"
"427084023400"," 00742",8/26/1986,9/7/1986,9/11/1986,"10230","8799"
"427084023500","G06172",6/1/1986,7/8/1986,5/28/1990,"12175","9036"
"427084023600","G07306",8/3/1986,8/17/1986,4/23/2005,"6900","6900"
"427084023700","G08161",7/17/1986,7/29/1986,8/3/1986,"7300","7297"
"427084023900","G08167",7/6/1986,7/12/1986,7/15/1986,"4600","4600"
"427084024100","G07300",10/11/1986,10/20/1986,5/16/1991,"3400","3400"
"427084024200","G07306",8/23/1986,9/4/1986,4/23/2005,"6870","6250"
"427084024300"," 00744",10/4/1986,10/23/1986,10/14/2000,"11551","8625"
"427084024400","G06150",11/1/1986,1/7/1987,1/13/1987,"12972","11392"
"427084024500","G06182",11/22/1986,1/27/1987,3/26/1987,"14320","11978"
"427084024600","G06163",1/7/1987,1/16/1987,1/19/1987,"8314","8314"
"427084024700","G06148",12/23/1986,1/11/1987,2/22/1989,"9476","9474"
"427084024900","G08168",3/5/1987,3/14/1987,3/18/1987,"6992","6992"
"427084025000","G06158",5/17/1987,6/19/1987,8/2/2008,"11600","9887"
"427084025100","G07298",10/5/1987,10/14/1987,8/5/2007,"4270","3306"
"427084025200","G08561",5/18/1987,7/4/1987,7/14/1987,"11585","11570"
"427084025300","G06150",,,,"",""
"427084025400","G06177",5/29/1987,6/5/1987,6/9/1987,"5000","5000"
"427084025500","G07281",7/5/1987,8/2/1987,8/25/1994,"12514","10409"
"427084025600","G06177",7/14/1987,7/27/1987,10/17/1993,"4600","4161"
"427084025700","G06177",8/3/1987,8/6/1987,10/17/1993,"4210","4164"
"427084025800","G08150",1/20/1988,2/9/1988,3/17/1994,"13585","12627"
"427084025870","G08150",11/12/1987,1/19/1988,1/20/1988,"12185","11336"
"427084025900"," 00744",12/2/1987,12/11/1987,10/6/2010,"9340","8717"
"427084026000","G07298",10/18/1987,10/24/1987,8/6/2007,"3313","3313"
"427084026100","G06187",10/18/1987,10/27/1987,10/29/1987,"5800","5799"
"427084026200","G06157",1/16/1988,3/7/1988,3/11/1988,"13131","13131"
"427084026300","G07298",10/30/1987,11/5/1987,8/6/2007,"4235","3315"
"427084026400","G07298",11/7/1987,11/12/1987,8/5/2007,"4481","3312"
"427084026500","G06144",10/19/1987,11/11/1987,11/17/1987,"9875","9872"
"427084026600","G07298",11/16/1987,11/19/1987,7/4/2004,"4442","3310"
"427084026601","G07298",7/4/2004,7/8/2004,8/6/2007,"3920","3301"
"427084026700","G07300",11/19/1987,11/26/1987,11/29/1987,"4000","4000"
"427084026800","G06180",5/18/1988,5/29/1988,9/3/1992,"12710","11605"
"427084026870","G06180",1/16/1988,4/20/1988,4/22/1988,"12885","11690"
"427084026871","G06180",4/22/1988,5/17/1988,5/18/1988,"12861","11731"
"427084027000","G06183",3/21/1988,5/9/1988,5/19/1988,"10940","10938"
"427084027200"," 00744",12/17/1987,12/28/1987,3/13/1996,"9780","8922"
"427084027201"," 00744",3/13/1996,3/28/1996,10/6/2010,"10150","8978"
"427084027300","G06143",1/26/1988,2/3/1988,2/6/1988,"7650","7650"
"427084027400","G09098",2/26/1988,3/4/1988,9/7/1994,"3933","3933"
"427084027500","G08150",3/24/1988,5/5/1988,3/17/1994,"14225","12496"
"427084027570","G08150",2/20/1988,3/22/1988,3/22/1988,"11920","10598"
"427084027600","G09080",3/10/1988,4/5/1988,4/11/1988,"10716","7072"
"427084027670","G09080",3/2/1988,3/9/1988,3/9/1988,"6342","4748"
"427084027700","G06147",5/29/1988,7/1/1988,7/8/1988,"12060","9964"
"427084027800","G06191",3/28/1988,4/19/1988,4/25/1988,"10400","10397"
"427084027900","G06189",4/22/1988,4/29/1988,5/2/1988,"4100","4100"
"427084028000","G08561",5/9/1988,5/18/1988,5/23/2005,"6268","4601"
"427084028100","G08150",5/19/1988,7/12/1988,3/17/1994,"14914","12639"
"427084028200","G08562",5/24/1988,5/29/1988,5/10/2005,"4741","4621"
"427084028300","G08562",6/3/1988,6/11/1988,5/23/2005,"6432","4450"
"427084028400","G06164",7/7/1988,8/3/1988,8/8/1988,"12751","10244"
"427084028500","G06145",7/27/1988,8/12/1988,8/15/1988,"10004","10004"
"427084028600","G06139",6/30/1988,7/18/1988,7/22/1988,"10000","9999"
"427084028700","G08557",6/30/1988,7/14/1988,10/13/1988,"9685","9685"
"427084028800","G08150",7/21/1988,8/28/1988,3/17/1994,"12243","11876"
"427084028900","G07292",7/5/1988,9/12/1988,9/28/1988,"15265","15265"
"427084029000","G06165",7/17/1988,9/11/1988,6/14/2001,"14000","13972"
"427084029001","G06165",6/14/2001,7/16/2001,9/13/2012,"12500","11694"
"427084029100","G06178",7/17/1988,7/27/1988,9/4/2003,"9287","8609"
"427084029200","G07302",7/26/1988,7/30/1988,8/1/1988,"4500","4500"
"427084029300","G06149",8/7/1988,8/21/1988,8/24/1988,"9300","9299"
"427084029400","G07279",8/14/1988,8/30/1988,2/19/1997,"10188","8338"
"427084029500","G06148",8/25/1988,9/6/1988,9/8/1988,"8300","8300"
"427084029600","G08150",9/24/1988,10/31/1988,11/9/1988,"13819","11732"
"427084029601","G08150",11/9/1988,11/21/1988,3/16/1994,"13618","11800"
"427084029800","G09081",9/23/1988,10/28/1988,11/3/1988,"10651","10305"
"427084029900","G09099",9/12/1988,9/22/1988,9/2/1994,"3850","3850"
"427084030000","G06173",9/30/1988,11/21/1988,11/29/1988,"12460","12458"
"427084030100","G06167",9/30/1988,12/16/1988,9/28/2011,"16236","8972"
"427084030200","G06164",10/22/1988,12/6/1988,7/16/2021,"13737","10231"
"427084030300","G08147",,,,"",""
"427084030400","G03235",10/24/1988,11/5/1988,11/9/1988,"7850","7850"
"427084040500","G01812",6/3/1994,6/19/1994,9/11/2009,"8558","7828"
"427084040600","G14178",6/13/1994,6/24/1994,6/29/1994,"7976","5850"
"427084040700","G14170",7/4/1994,7/9/1994,7/10/1994,"3500","3500"
"427084040800","G11347",11/11/1994,12/9/1994,12/14/1994,"12211","12200"
"427084040900","G12538",2/1/1995,2/11/1995,2/15/1995,"7920","7920"
"427084041000","G12556",5/13/1995,5/16/1995,5/21/1995,"3612","3612"
"427084041100","G04734",5/28/1995,6/9/1995,9/10/2001,"11031","8055"
"427084041200","G14156",5/29/1995,8/27/1995,8/19/1995,"15983","14155"
"427084041300"," 00744",6/25/1995,7/10/1995,8/12/2015,"10090","8341"
"427084041400"," 00743",7/13/1995,7/24/1995,10/10/1995,"8837","8827"
"427084041401"," 00743",10/10/1995,10/15/1995,8/15/2015,"9620","8527"
"427084041500"," 00743",8/9/1995,8/25/1995,10/5/2013,"12200","8995"
"427084041501"," 00744",10/5/2013,10/22/2013,8/17/2015,"13740","9112"
"427084041570"," 00743",7/21/1995,8/9/1995,8/9/1995,"8530","6583"
"427084041600"," 00743",8/28/1995,9/8/1995,8/15/2015,"10835","8833"
"427084041700"," 00742",9/15/1995,9/27/1995,11/3/1995,"10295","9027"
"427084041701"," 00742",11/3/1995,11/11/1995,8/16/2015,"9596","8937"
"427084041800"," 00743",10/18/1995,11/1/1995,8/15/2015,"10495","8937"
"427084041900","G06165",11/18/1995,12/23/1995,12/26/2000,"13030","11701"
"427084041901","G06165",12/26/2000,1/10/2001,9/13/2012,"12645","11792"
"427084042000","G12542",12/6/1995,1/30/1996,2/12/1996,"14950","14949"
"427084042100","G03237",2/3/1996,2/26/1996,12/4/2010,"13015","11783"
"427084042170","G03237",12/22/1995,1/29/1996,2/3/1996,"12599","11551"
"427084042200"," 00742",1/6/1996,1/18/1996,10/6/2010,"10800","8852"
"427084042300","G08151",2/18/1996,3/25/1996,8/19/2006,"11558","10500"
"427084042400","G06156",2/18/1996,3/13/1996,8/20/2016,"11000","10999"
"427084042500","G13330",5/1/1996,5/16/1996,9/22/1999,"7632","7632"
"427084042600","G15776",5/31/1996,6/16/1996,11/14/1997,"10169","9900"
"427084042700","G13330",5/29/1996,6/11/1996,9/20/1999,"8192","8192"
"427084042800","G06158",5/31/1996,7/9/1996,3/9/2000,"12515","10657"
"427084042801","G06158",3/12/2000,3/16/2000,1/21/2007,"9700","9165"
"427084042900","G15787",6/4/1996,6/10/1996,8/15/1997,"3601","2506"
"427084043000","G15777",6/9/1996,6/18/1996,6/21/1996,"8505","8505"
"427084043100","G15772",6/11/1996,7/19/1996,7/26/1996,"14197","14189"
"427084043200","G06166",9/25/1996,11/1/1996,10/20/2014,"13095","9092"
"427084043300","G15769",6/28/1996,8/24/1996,6/23/2008,"12984","12531"
"427084043400","G14875",10/2/1996,11/26/1996,12/3/1996,"14060","11483"
"427084043500","G14862",7/29/1996,8/15/1996,8/18/1996,"8241","8241"
"427084043600","G15776",8/3/1996,8/21/1996,8/23/1996,"10534","10119"
"427084043601","G15776",8/23/1996,9/2/1996,11/14/1997,"10747","10008"
"427084043700","G15780",7/24/1996,8/26/1996,9/2/1996,"11814","11814"
"427084043800","G06166",11/20/1996,11/24/1996,10/20/2014,"13258","10069"
"427084043870","G06166",9/30/1996,11/19/1996,,"13388","10450"
"427084043900","G06180",7/17/1996,7/31/1996,9/30/2011,"8150","7664"
"427084044000","G08151",8/20/1996,10/10/1996,8/9/2006,"13896","9101"
"427084044100","G06167",8/31/1996,9/30/1996,8/8/2013,"12434","9750"
"427084044200"," 00518",10/9/1996,11/9/1996,11/15/1996,"11554","10446"
"427084044201"," 00518",12/17/1996,1/2/1997,9/30/2010,"10764","9762"
"427084044270"," 00518",11/15/1996,12/17/1996,12/17/1996,"12096","10872"
"427084044300","G15768",8/31/1996,10/18/1996,10/22/1996,"13800","13800"
"427084044400","G13323",11/17/1996,1/4/1997,1/9/1997,"13069","11040"
"427084044470","G13323",11/7/1996,11/16/1996,11/17/1996,"6085","5749"
"427084044500","G15778",2/7/1997,2/10/1997,3/1/1997,"18011","11701"
"427084044570","G15778",10/12/1996,12/17/1996,1/30/1997,"16786","11059"
"427084044571","G15778",12/18/1996,1/28/1997,2/7/1997,"18353","11904"
"427084044572","G15778",1/29/1997,2/11/1997,,"18455","12043"
"427084044600","G15776",10/22/1996,11/11/1996,11/14/1997,"10861","10052"
"427084044700","G14859",12/6/1996,12/16/1996,12/22/1996,"8010","8009"
"427084044800"," 00511",12/10/1996,1/14/1997,6/29/2014,"9588","8333"
"427084044900","G06167",2/4/1997,2/9/1997,8/8/2013,"12954","9588"
"427084044970","G06167",1/7/1997,2/3/1997,2/3/1997,"10545","8038"
"427084045000","G15771",1/9/1997,2/12/1997,3/30/1999,"9746","9668"
"427084045100","G06164",1/22/1997,3/2/1997,3/14/1997,"13484","11439"
"427084045200"," 00512",3/6/1997,3/11/1997,8/10/2007,"11959","11883"
"427084045201"," 00512",8/13/2007,8/24/2007,6/25/2014,"8736","8551"
"427084045270"," 00512",1/19/1997,3/6/1997,,"10988","10911"
"427084045400","G06167",3/1/1997,4/5/1997,5/17/2002,"15246","9660"
"427084045401","G06164",5/18/2002,5/29/2002,8/8/2013,"11293","9901"
"427084045500","G14159",3/3/1997,4/29/1997,11/3/2014,"9958","9861"
"427084045600","G07286",3/6/1997,3/22/1997,6/29/2009,"12336","10400"
"427084045800","G06166",5/17/1997,8/17/1997,10/20/2014,"12186","10414"
"427084045900","G06166",5/16/1997,7/3/1997,8/31/1997,"18200","11043"
"427084045901","G06166",8/31/1997,9/11/1997,10/20/2014,"12925","9600"
"427084046000","G17147",6/6/1997,7/6/1997,7/8/2004,"10085","10032"
"427084046100","G17145",5/23/1997,6/27/1997,7/3/1997,"10250","10228"
"427084046200","G02354",6/12/1997,6/29/1997,1/28/2022,"9712","9210"
"427084046300","G17144",7/16/1997,7/26/1997,8/2/1997,"9600","9600"
"427084046400","G03236",8/6/1997,10/10/1997,11/3/1997,"14792","9421"
"427084046401","G03236",11/4/1997,11/10/1997,11/29/1997,"14305","9114"
"427084046402","G03236",11/25/1997,12/20/1997,1/2/1998,"14410","9057"
"427084046500","G05006",7/27/1997,9/11/1997,12/17/2001,"14191","13601"
"427084046600","G15778",8/17/1997,9/10/1997,9/20/1997,"10241","7121"
"427084046601","G15778",9/20/1997,10/10/1997,10/21/1997,"13140","8760"
"427084046602","G15778",10/21/1997,10/22/1997,11/19/1997,"10764","7502"
"427084046603","G15778",11/19/1997,12/18/1997,1/12/1998,"15215","10020"
"427084046700","G06167",9/22/1997,10/23/1997,8/8/2013,"15591","9486"
"427084046800","G14869",9/14/1997,11/28/1997,12/9/1997,"17010","17006"
"427084046900","G13796",10/31/1997,12/14/1997,8/19/2006,"13652","10451"
"427084047000","G17164",11/3/1997,11/15/1997,11/19/1997,"9500","9500"
"427084047100","G17147",12/31/1997,1/30/1998,2/4/1998,"10032","10000"
"427084047200","G14161",12/24/1997,2/15/1998,12/6/2008,"14530","14510"
"427084047300","G15772",4/12/1998,5/21/1998,5/26/1998,"10590","10100"
"427084047400","G04076",5/3/1998,5/23/1998,6/6/1999,"11149","9200"
"427084047500","G04076",6/4/1998,6/22/1998,8/19/1999,"11085","9311"
"427084047600","G15781",7/9/1998,8/11/1998,8/11/1998,"11110","11006"
"427084047700","G14155",7/14/1998,8/25/1998,7/12/2001,"12744","10689"
"427084047800","G17149",,,7/9/1999,"6100","6100"
"427084047900","G18941",8/25/1998,11/5/1998,12/9/1998,"14750","14747"
"427084047901","G18941",12/10/1998,12/31/1998,7/23/2000,"15400","15382"
"427084047902","G18941",7/23/2000,8/12/2000,6/1/2003,"14601","14585"
"427084048000","G14863",9/23/1998,10/14/1998,1/23/2001,"10192","8401"
"427084048100","G14153",10/17/1998,12/25/1998,12/31/1998,"14500","13627"
"427084048200","G14863",11/1/1998,11/10/1998,11/14/1998,"6767","5796"
"427084048300","G14869",12/28/1998,1/3/1999,1/6/1999,"4615","4615"
"427084048400","G18938",1/8/1999,2/14/1999,3/1/2007,"14834","13149"
"427084048500","G15780",1/11/1999,3/25/1999,12/8/2003,"15200","15180"
"427084048600","G15773",1/22/1999,2/6/1999,10/12/2009,"9802","9301"
"427084048700","G14871",2/25/1999,4/16/1999,4/26/1999,"12100","11875"
"427084048800","G18939",2/20/1999,4/3/1999,4/7/1999,"12500","12482"
"427084048900","G18938",4/2/1999,4/27/1999,3/4/2007,"14540","13036"
"427084049000","G08151",5/21/1999,6/15/1999,8/12/2006,"10856","9364"
"427084049100","G15772",6/12/1999,6/20/1999,7/7/2004,"7700","7700"
"427084049200","G06156",7/7/1999,9/12/1999,8/24/2016,"15975","13693"
"427084049300","G18929",7/30/1999,9/2/1999,9/6/1999,"12190","12065"
"427084049400","G18946",7/31/1999,8/5/1999,8/6/1999,"4952","3249"
"427084049401","G18946",8/6/1999,8/18/1999,7/31/2007,"10200","5924"
"427084049500","G06164",9/5/1999,12/12/1999,7/5/2021,"15286","11539"
"427084049501","G06168",,,5/19/2005,"16294","1200"
"427084049600","G06158",8/29/1999,9/8/1999,2/3/2007,"11711","10423"
"427084049700","G17156",9/7/1999,12/3/1999,10/22/2008,"16720","16715"
"427084049800","G03236",9/30/1999,11/5/1999,8/10/2015,"17755","9936"
"427084049900","G14870",10/11/1999,11/29/1999,4/2/2007,"13493","13484"
"427084050000","G14864",9/28/1999,10/7/1999,9/23/2018,"8200","8200"
"427084050100","G09086",9/29/1999,10/10/1999,4/14/2004,"9545","8528"
"427084050200","G09086",10/26/1999,11/12/1999,12/16/1999,"12460","10051"
"427084050400","G15778",11/15/1999,12/8/1999,12/15/1999,"13657","8469"
"427084050401","G15778",12/15/1999,12/17/1999,12/26/1999,"13544","8371"
"427084050402","G15778",12/26/1999,2/10/2000,1/6/2006,"20915","12294"
"427084050403","G15778",1/6/2006,1/29/2006,6/22/2015,"11670","10127"
"427084050500","G09086",11/20/1999,12/1/1999,11/25/2006,"9720","8285"
"427084050600","G14870",12/10/1999,2/23/2000,8/13/2004,"15749","14477"
"427084050601","G14870",8/13/2004,9/16/2004,3/20/2007,"14461","13290"
"427084050700","G07286",2/10/2000,3/5/2000,6/29/2009,"11330","9704"
"427084050800","G06167",2/22/2000,4/1/2000,5/1/2000,"17835","8887"
"427084050801","G06167",5/1/2000,5/11/2000,5/19/2000,"18028","8940"
"427084050802","G06167",5/19/2000,5/29/2000,8/8/2013,"17951","8900"
"427084050900","G20660",2/26/2000,3/26/2000,4/10/2000,"11974","10900"
"427084051000","G15781",3/3/2000,4/21/2000,5/7/2007,"14473","14128"
"427084051100","G17156",3/14/2000,4/17/2000,5/7/2000,"9700","9700"
"427084051101","G17156",5/8/2000,8/5/2000,10/21/2008,"16572","16564"
"427084051200","G20660",4/14/2000,4/26/2000,4/29/2000,"8996","7600"
"427084051300","G15769",4/26/2000,6/2/2000,9/18/2015,"14400","14303"
"427084051400","G14870",5/27/2000,6/5/2000,6/5/2006,"8235","6400"
"427084051500","G14870",6/1/2000,8/10/2000,3/26/2001,"14672","13322"
"427084051501","G14870",5/30/2001,6/10/2001,6/23/2001,"13931","12908"
"427084051502","G14870",6/24/2001,6/29/2001,7/5/2001,"14319","13220"
"427084051503","G14870",7/6/2001,7/15/2001,3/18/2007,"14064","13057"
"427084051600","G21346",6/10/2000,6/23/2000,6/29/2000,"8230","6498"
"427084051601","G21346",6/30/2000,7/9/2000,4/27/2006,"8613","6751"
"427084051700","G15769",6/28/2000,7/28/2000,9/10/2016,"14350","13951"
"427084051800","G21347",7/16/2000,7/27/2000,7/29/2000,"7709","6606"
"427084051801","G21347",7/29/2000,8/10/2000,4/24/2006,"9940","6552"
"427084051900","G06167",8/1/2000,9/10/2000,8/8/2013,"18378","8820"
"427084052000","G06156",8/7/2000,11/21/2000,6/23/2014,"16695","14999"
"427084052100","G15781",8/12/2000,10/20/2000,11/2/2000,"15242","13993"
"427084052101","G15781",11/2/2000,12/10/2000,10/3/2012,"17288","15800"
"427084052200","G06178",8/15/2000,12/18/2000,6/23/2003,"19100","19045"
"427084052300","G18936",8/22/2000,9/7/2000,9/13/2000,"10388","9765"
"427084052301","G18938",9/13/2000,10/8/2000,7/20/2011,"12500","11463"
"427084052400","G21345",12/13/2000,3/20/2001,3/31/2001,"13670","13664"
"427084052500","G18937",10/22/2000,1/17/2001,5/13/2005,"17076","16734"
"427084052600","G09079",4/12/2001,4/15/2001,4/20/2001,"4030","4024"
"427084052601","G09079",4/20/2001,6/13/2001,6/21/2001,"13150","13148"
"427084052700","G14870",10/3/2000,11/6/2000,3/18/2007,"13730","13305"
"427084052800","G21343",10/5/2000,11/2/2000,11/4/2000,"11267","10926"
"427084052801","G21343",11/5/2000,12/12/2000,12/20/2000,"14075","12314"
"427084052802","G21343",12/20/2000,12/29/2000,12/4/2002,"13874","12166"
"427084052900","G21342",11/9/2000,11/25/2000,11/30/2000,"10859","9001"
"427084053000","G14864",12/9/2000,12/19/2000,9/23/2018,"8420","7505"
"427084053100","G14870",11/14/2000,12/17/2000,1/6/2001,"14299","13196"
"427084053101","G14870",1/6/2001,2/11/2001,11/5/2007,"14300","13206"
"427084053200","G21345",12/9/2000,4/23/2001,5/10/2001,"15634","15624"
"427084053300","G15781",12/23/2000,3/19/2001,5/15/2002,"16580","15071"
"427084053301","G15781",5/20/2002,7/7/2002,7/12/2002,"15105","13757"
"427084053302","G15781",7/14/2002,7/17/2002,10/3/2012,"14818","13804"
"427084053400"," 00508",1/23/2001,2/27/2001,6/7/2015,"14241","14231"
"427084053500","G25569",9/11/2004,10/11/2004,10/28/2004,"11948","11937"
"427084053600","G06165",2/6/2001,3/16/2001,9/13/2012,"12112","11494"
"427084053700","G22231",1/26/2001,2/6/2001,8/16/2007,"7500","7499"
"427084053800","G22231",5/18/2002,6/5/2002,8/12/2007,"8338","7969"
"427084053900","G14870",3/3/2001,4/29/2001,6/10/2007,"14800","14770"
"427084054000","G06165",4/7/2001,5/1/2001,4/30/2001,"11522","11387"
"427084054001","G06165",4/30/2001,5/21/2001,9/12/2012,"13244","11837"
"427084054100","G15781",4/11/2001,6/18/2001,7/27/2001,"15933","15929"
"427084054101","G15781",7/27/2001,8/14/2001,8/16/2001,"14257","14013"
"427084054102","G15781",8/16/2001,8/25/2001,8/28/2001,"14204","14000"
"427084054103","G15781",8/28/2001,9/16/2001,9/16/2001,"15080","14194"
"427084054200","G02357",5/12/2001,5/30/2001,6/1/2001,"7691","6178"
"427084054201","G02357",6/1/2001,6/22/2001,9/17/2018,"12938","10104"
