LEASE_NUMBER,LEASE_NAME,DEV_NAME,DEV_SYSTEM,PRODUCTION_DATE,OIL_BBLS,GAS_MCF,WATER_BBLS,OIL_RATE_BOPD,GAS_RATE_MCFD,CUMULATIVE_OIL_MMBBL,CUMULATIVE_GAS_BCF,ACTIVE_WELL_COUNT
G17001,Stones,Stones,subsea15,200803,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,200804,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,200805,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,200806,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,200807,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,200808,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,200809,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,200810,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,200811,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,200812,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,200901,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,200902,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,200903,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,200904,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,200905,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201003,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201004,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201005,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201006,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201007,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201008,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201009,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201010,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201011,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201012,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201101,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201102,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201103,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201104,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201105,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201106,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201107,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201108,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201109,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201110,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201111,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201112,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201201,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201202,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201203,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201204,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201205,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201206,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201207,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201208,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201209,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201210,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201211,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201212,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201301,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201302,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201303,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201304,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201305,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201306,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201307,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201308,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201309,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201310,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201311,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201312,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201401,0,0,0,0.0,0.0,0.0,0.0,4
G17001,Stones,Stones,subsea15,201402,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201403,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201404,0,0,0,0.0,0.0,0.0,0.0,4
G17001,Stones,Stones,subsea15,201405,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201406,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201407,0,0,0,0.0,0.0,0.0,0.0,4
G17001,Stones,Stones,subsea15,201408,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201409,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201410,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201411,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201412,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201501,0,0,0,0.0,0.0,0.0,0.0,3
G17001,Stones,Stones,subsea15,201502,0,0,0,0.0,0.0,0.0,0.0,4
G17001,Stones,Stones,subsea15,201503,0,0,0,0.0,0.0,0.0,0.0,4
G17001,Stones,Stones,subsea15,201504,0,0,0,0.0,0.0,0.0,0.0,4
G17001,Stones,Stones,subsea15,201505,0,0,0,0.0,0.0,0.0,0.0,4
G17001,Stones,Stones,subsea15,201506,0,0,0,0.0,0.0,0.0,0.0,4
G17001,Stones,Stones,subsea15,201507,0,0,0,0.0,0.0,0.0,0.0,5
G17001,Stones,Stones,subsea15,201508,0,0,0,0.0,0.0,0.0,0.0,8
G17001,Stones,Stones,subsea15,201509,0,0,0,0.0,0.0,0.0,0.0,8
G17001,Stones,Stones,subsea15,201510,0,0,0,0.0,0.0,0.0,0.0,8
G17001,Stones,Stones,subsea15,201511,0,0,0,0.0,0.0,0.0,0.0,8
G17001,Stones,Stones,subsea15,201512,0,0,0,0.0,0.0,0.0,0.0,8
G17001,Stones,Stones,subsea15,201601,0,0,0,0.0,0.0,0.0,0.0,8
G17001,Stones,Stones,subsea15,201602,0,0,0,0.0,0.0,0.0,0.0,8
G17001,Stones,Stones,subsea15,201603,0,0,0,0.0,0.0,0.0,0.0,7
G17001,Stones,Stones,subsea15,201604,0,0,0,0.0,0.0,0.0,0.0,7
G17001,Stones,Stones,subsea15,201605,0,0,0,0.0,0.0,0.0,0.0,7
G17001,Stones,Stones,subsea15,201606,0,0,0,0.0,0.0,0.0,0.0,7
G17001,Stones,Stones,subsea15,201607,0,0,0,0.0,0.0,0.0,0.0,7
G17001,Stones,Stones,subsea15,201608,0,0,0,0.0,0.0,0.0,0.0,8
G17001,Stones,Stones,subsea15,201609,106633,21738,1631,4265.32,869.52,0.106633,0.021738,7
G17001,Stones,Stones,subsea15,201610,311714,66945,54585,9741.0625,2092.03125,0.418347,0.088683,7
G17001,Stones,Stones,subsea15,201611,205334,35942,24782,10266.7,1797.1,0.623681,0.124625,8
G17001,Stones,Stones,subsea15,201612,110461,19414,3578,4802.652173913043,844.0869565217391,0.734142,0.144039,8
G17001,Stones,Stones,subsea15,201701,12694,1078,1818,6347.0,539.0,0.746836,0.145117,6
G17001,Stones,Stones,subsea15,201702,143807,14275,9163,13073.363636363636,1297.7272727272727,0.890643,0.159392,6
G17001,Stones,Stones,subsea15,201703,781227,127380,69229,18168.06976744186,2962.3255813953488,1.67187,0.286772,6
G17001,Stones,Stones,subsea15,201704,689600,108450,20782,17682.05128205128,2780.769230769231,2.36147,0.395222,6
G17001,Stones,Stones,subsea15,201705,448174,68681,17315,7347.11475409836,1125.9180327868853,2.809644,0.463903,6
G17001,Stones,Stones,subsea15,201706,888433,131745,26877,11105.4125,1646.8125,3.698077,0.595648,6
G17001,Stones,Stones,subsea15,201707,1083813,175695,47860,12042.366666666667,1952.1666666666667,4.78189,0.771343,7
G17001,Stones,Stones,subsea15,201708,997055,164868,79446,9231.99074074074,1526.5555555555557,5.778945,0.936211,7
G17001,Stones,Stones,subsea15,201709,72285,2060,4829,803.1666666666666,22.88888888888889,5.85123,0.938271,7
G17001,Stones,Stones,subsea15,201710,859394,132440,56578,9548.822222222223,1471.5555555555557,6.710624,1.070711,7
G17001,Stones,Stones,subsea15,201711,705524,98886,51835,11758.733333333334,1648.1,7.416148,1.169597,5
G17001,Stones,Stones,subsea15,201712,594868,63135,43617,10622.642857142857,1127.4107142857142,8.011016,1.232732,5
G17001,Stones,Stones,subsea15,201801,788243,113016,57626,10651.932432432432,1527.2432432432433,8.799259,1.345748,5
G17001,Stones,Stones,subsea15,201802,732789,113087,42064,10620.130434782608,1638.9420289855072,9.532048,1.458835,5
G17001,Stones,Stones,subsea15,201803,0,2962,14,0.0,95.54838709677419,9.532048,1.461797,5
G17001,Stones,Stones,subsea15,201804,0,0,0,0.0,0.0,9.532048,1.461797,5
G17001,Stones,Stones,subsea15,201805,0,0,0,0.0,0.0,9.532048,1.461797,5
G17001,Stones,Stones,subsea15,201806,646194,94255,46726,9644.686567164179,1406.7910447761194,10.178242,1.556052,5
G17001,Stones,Stones,subsea15,201807,843847,124159,56493,9812.17441860465,1443.7093023255813,11.022089,1.680211,6
G17001,Stones,Stones,subsea15,201808,864642,129995,48819,8646.42,1299.95,11.886731,1.810206,6
G17001,Stones,Stones,subsea15,201809,1193883,189708,55261,10204.128205128205,1621.4358974358975,13.080614,1.999914,6
G17001,Stones,Stones,subsea15,201810,1325150,217948,67305,10951.652892561984,1801.2231404958677,14.405764,2.217862,6
G17001,Stones,Stones,subsea15,201811,785621,117674,36311,9352.630952380952,1400.8809523809523,15.191385,2.335536,6
G17001,Stones,Stones,subsea15,201812,1254635,195814,57996,9577.36641221374,1494.7633587786258,16.44602,2.53135,6
G17001,Stones,Stones,subsea15,201901,1179145,179417,52499,9212.0703125,1401.6953125,17.625165,2.710767,6
G17001,Stones,Stones,subsea15,201902,263623,31600,11381,9415.107142857143,1128.5714285714287,17.888788,2.742367,6
G17001,Stones,Stones,subsea15,201903,846254,139526,44293,30223.35714285714,4983.071428571428,18.735042,2.881893,6
G17001,Stones,Stones,subsea15,201904,1191374,184676,64297,13237.488888888889,2051.9555555555557,19.926416,3.066569,6
G17001,Stones,Stones,subsea15,201905,1179063,158888,63130,12678.09677419355,1708.47311827957,21.105479,3.225457,6
G17001,Stones,Stones,subsea15,201906,966514,136900,53907,10983.113636363636,1555.6818181818182,22.071993,3.362357,6
G17001,Stones,Stones,subsea15,201907,778510,120446,42827,8371.075268817205,1295.1182795698924,22.850503,3.482803,6
G17001,Stones,Stones,subsea15,201908,954692,157608,52456,11786.32098765432,1945.7777777777778,23.805195,3.640411,6
G17001,Stones,Stones,subsea15,201909,935675,141483,51281,11551.543209876543,1746.7037037037037,24.74087,3.781894,6
G17001,Stones,Stones,subsea15,201910,965159,161332,60866,8617.49107142857,1440.4642857142858,25.706029,3.943226,7
G17001,Stones,Stones,subsea15,201911,713535,111313,44919,8919.1875,1391.4125,26.419564,4.054539,7
G17001,Stones,Stones,subsea15,201912,886173,147401,58695,7446.83193277311,1238.6638655462184,27.305737,4.20194,7
G17001,Stones,Stones,subsea15,202001,949288,157285,63198,7977.210084033613,1321.7226890756303,28.255025,4.359225,7
G17001,Stones,Stones,subsea15,202002,797557,129824,51401,6996.1140350877195,1138.8070175438597,29.052582,4.489049,7
G17001,Stones,Stones,subsea15,202003,875742,154054,59092,7359.176470588235,1294.5714285714287,29.928324,4.643103,7
G17001,Stones,Stones,subsea15,202004,715535,116011,49732,7376.649484536082,1195.9896907216496,30.643859,4.759114,7
G17001,Stones,Stones,subsea15,202005,704716,110124,46498,5683.193548387097,888.0967741935484,31.348575,4.869238,7
G17001,Stones,Stones,subsea15,202006,590730,96997,44592,4802.682926829269,788.5934959349594,31.939305,4.966235,7
G17001,Stones,Stones,subsea15,202007,1155232,195603,107118,7701.546666666667,1304.02,33.094537,5.161838,7
G17001,Stones,Stones,subsea15,202008,904095,146118,75506,7930.6578947368425,1281.7368421052631,33.998632,5.307956,7
G17001,Stones,Stones,subsea15,202009,1146934,191509,91718,7646.2266666666665,1276.7266666666667,35.145566,5.499465,7
G17001,Stones,Stones,subsea15,202010,732151,121922,60990,6907.084905660377,1150.2075471698113,35.877717,5.621387,7
G17001,Stones,Stones,subsea15,202011,1160061,193924,100933,7733.74,1292.8266666666666,37.037778,5.815311,7
G17001,Stones,Stones,subsea15,202012,1115337,187358,91233,7195.7225806451615,1208.7612903225806,38.153115,6.002669,8
G17001,Stones,Stones,subsea15,202101,1083969,188799,91712,6993.348387096774,1218.058064516129,39.237084,6.191468,8
G17001,Stones,Stones,subsea15,202102,860313,136043,73490,6468.518796992481,1022.8796992481203,40.097397,6.327511,8
G17001,Stones,Stones,subsea15,202103,1027945,167595,91622,6631.903225806452,1081.258064516129,41.125342,6.495106,8
G17001,Stones,Stones,subsea15,202104,964134,156544,86114,6427.56,1043.6266666666668,42.089476,6.65165,8
G17001,Stones,Stones,subsea15,202105,1129839,188480,126038,6311.949720670391,1052.9608938547485,43.219315,6.84013,8
G17001,Stones,Stones,subsea15,202106,1427535,229835,129468,7930.75,1276.861111111111,44.64685,7.069965,8
G17001,Stones,Stones,subsea15,202107,1383241,216717,131137,7476.978378378379,1171.4432432432432,46.030091,7.286682,6
G17001,Stones,Stones,subsea15,202108,1076077,157885,105395,6767.779874213837,992.9874213836478,47.106168,7.444567,7
G17001,Stones,Stones,subsea15,202109,1224698,186533,116983,7079.179190751445,1078.2254335260116,48.330866,7.6311,7
G17001,Stones,Stones,subsea15,202110,1493073,197840,130193,8027.274193548387,1063.6559139784947,49.823939,7.82894,7
G17001,Stones,Stones,subsea15,202111,951980,180893,114284,5471.149425287356,1039.6149425287356,50.775919,8.009833,7
G17001,Stones,Stones,subsea15,202112,1229618,196060,125202,6610.8494623655915,1054.0860215053763,52.005537,8.205893,7
G17001,Stones,Stones,subsea15,202201,1146494,173012,128929,6163.94623655914,930.1720430107526,53.152031,8.378905,7
G17001,Stones,Stones,subsea15,202202,952999,140350,112129,5672.613095238095,835.4166666666666,54.10503,8.519255,6
G17001,Stones,Stones,subsea15,202203,1091057,163559,130955,5865.897849462365,879.3494623655914,55.196087,8.682814,6
G17001,Stones,Stones,subsea15,202204,999833,152443,119836,5746.166666666667,876.1091954022988,56.19592,8.835257,7
G17001,Stones,Stones,subsea15,202205,662729,99534,97944,4447.845637583892,668.0134228187919,56.858649,8.934791,7
G17001,Stones,Stones,subsea15,202206,1029149,154237,136298,4900.7095238095235,734.4619047619047,57.887798,9.089028,7
G17001,Stones,Stones,subsea15,202207,935000,139931,125520,5342.857142857143,799.6057142857143,58.822798,9.228959,7
G17001,Stones,Stones,subsea15,202208,1216759,187345,175825,5607.184331797235,863.3410138248848,60.039557,9.416304,7
G17001,Stones,Stones,subsea15,202209,1069505,167653,159292,5092.880952380952,798.347619047619,61.109062,9.583957,7
G17001,Stones,Stones,subsea15,202210,1050797,161306,157180,4842.382488479263,743.3456221198156,62.159859,9.745263,7
G17001,Stones,Stones,subsea15,202211,785593,110003,135376,4292.857923497268,601.1092896174863,62.945452,9.855266,7
G17001,Stones,Stones,subsea15,202212,1010547,149523,168494,4678.458333333333,692.2361111111111,63.955999,10.004789,7
G17001,Stones,Stones,subsea15,202301,985262,141984,168558,4540.377880184332,654.3041474654378,64.941261,10.146773,7
G17001,Stones,Stones,subsea15,202302,679111,93708,130086,4115.824242424243,567.9272727272727,65.620372,10.240481,8
G17001,Stones,Stones,subsea15,202303,1007451,156717,169437,4642.6313364055295,722.1981566820276,66.627823,10.397198,8
G17001,Stones,Stones,subsea15,202304,894809,127271,156037,4200.981220657277,597.5164319248827,67.522632,10.524469,8
G17001,Stones,Stones,subsea15,202305,795494,117079,143667,3699.9720930232556,544.553488372093,68.318126,10.641548,8
G17001,Stones,Stones,subsea15,202306,770877,109061,116612,3568.875,504.912037037037,69.089003,10.750609,8
G17001,Stones,Stones,subsea15,202307,950239,126973,178236,3862.7601626016262,516.150406504065,70.039242,10.877582,8
G17001,Stones,Stones,subsea15,202308,678930,118704,146723,3187.4647887323945,557.2957746478874,70.718172,10.996286,8
G17001,Stones,Stones,subsea15,202309,770305,113935,147513,3668.1190476190477,542.547619047619,71.488477,11.110221,8
G17001,Stones,Stones,subsea15,202310,786190,113255,147679,3639.7685185185187,524.3287037037037,72.274667,11.223476,8
G17001,Stones,Stones,subsea15,202311,743502,95978,138831,3540.4857142857145,457.03809523809525,73.018169,11.319454,8
G17001,Stones,Stones,subsea15,202312,718226,87863,134031,3309.7972350230416,404.89861751152074,73.736395,11.407317,8
G17001,Stones,Stones,subsea15,202401,724222,88829,129626,3337.4285714285716,409.35023041474653,74.460617,11.496146,8
G17001,Stones,Stones,subsea15,202402,692225,97600,116432,3409.975369458128,480.7881773399015,75.152842,11.593746,8
G17001,Stones,Stones,subsea15,202403,718552,93757,142482,3311.2995391705067,432.0599078341014,75.871394,11.687503,8
G17001,Stones,Stones,subsea15,202404,678483,91912,129392,3325.8970588235293,450.54901960784315,76.549877,11.779415,8
G17001,Stones,Stones,subsea15,202405,590770,64001,118873,3125.767195767196,338.6296296296296,77.140647,11.843416,8
G17001,Stones,Stones,subsea15,202406,647976,86976,129893,3085.6,414.1714285714286,77.788623,11.930392,8
G17001,Stones,Stones,subsea15,202407,669435,67269,131366,3084.9539170506914,309.9953917050691,78.458058,11.997661,8
G17001,Stones,Stones,subsea15,202408,638604,70686,126664,2942.8755760368663,325.741935483871,79.096662,12.068347,8
G17001,Stones,Stones,subsea15,202409,559052,65849,114443,2767.5841584158416,325.98514851485146,79.655714,12.134196,8
G17001,Stones,Stones,subsea15,202410,616779,74385,127355,2855.4583333333335,344.375,80.272493,12.208581,8
G17001,Stones,Stones,subsea15,202411,514253,52740,108810,2448.8238095238094,251.14285714285714,80.786746,12.261321,8
G17001,Stones,Stones,subsea15,202412,589018,72287,125551,2641.336322869955,324.15695067264573,81.375764,12.333608,8
G17001,Stones,Stones,subsea15,202501,572548,50775,124343,2638.4700460829495,233.98617511520737,81.948312,12.384383,8
G17001,Stones,Stones,subsea15,202502,529301,59611,116527,2700.515306122449,304.13775510204084,82.477613,12.443994,8
G17001,Stones,Stones,subsea15,202503,374934,23164,79333,2328.782608695652,143.87577639751552,82.852547,12.467158,8
G17001,Stones,Stones,subsea15,202504,547163,35730,114006,3039.7944444444443,198.5,83.39971,12.502888,8
G17001,Stones,Stones,subsea15,202505,258079,4916,53133,1387.521505376344,26.43010752688172,83.657789,12.507804,8
G17001,Stones,Stones,subsea15,202506,533069,38890,122699,2613.0833333333335,190.63725490196077,84.190858,12.546694,8
G17001,Stones,Stones,subsea15,202507,492234,16251,105899,2424.7980295566504,80.05418719211822,84.683092,12.562945,8
G17015,St Malo,Jack St Malo,subsea15,200512,0,0,0,0.0,0.0,0.0,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200601,0,0,0,0.0,0.0,0.0,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200602,0,0,0,0.0,0.0,0.0,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200603,0,0,0,0.0,0.0,0.0,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200604,0,0,0,0.0,0.0,0.0,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200605,0,0,0,0.0,0.0,0.0,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200606,0,0,0,0.0,0.0,0.0,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200607,0,0,0,0.0,0.0,0.0,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200608,82051,0,0,2646.8064516129034,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200609,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200610,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200611,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200612,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200701,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200702,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200703,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200704,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200705,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200706,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200707,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200708,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200709,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200710,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200711,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200712,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200801,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200802,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200803,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200804,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,200805,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200806,0,0,0,0.0,0.0,0.082051,0.0,3
G17015,St Malo,Jack St Malo,subsea15,200807,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200808,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200809,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200810,0,0,0,0.0,0.0,0.082051,0.0,1
G17015,St Malo,Jack St Malo,subsea15,200811,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,200812,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,200901,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,200902,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,200903,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,200904,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,200905,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,200906,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,200907,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,200908,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,200909,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,200910,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,200911,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,200912,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201001,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201002,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201003,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201004,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201005,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201006,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201007,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201008,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201009,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201010,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201011,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201012,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201101,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201102,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201103,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201104,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201105,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201106,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201107,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201108,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201109,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201110,0,0,0,0.0,0.0,0.082051,0.0,2
G17015,St Malo,Jack St Malo,subsea15,201111,0,0,0,0.0,0.0,0.082051,0.0,3
G17015,St Malo,Jack St Malo,subsea15,201112,0,0,0,0.0,0.0,0.082051,0.0,3
