Lease Number,Area Code,Block Number,Lease Status Code,Lease Effective Date,Lease Expiration Date,Block Max Water Depth (meters)
G05530,SS,16,TERMIN,7/1/1983,5/25/1993,2
G05530,SS,26,TERMIN,7/1/1983,5/25/1993,3
G05531,SS,49,EXPIR,7/1/1983,6/30/1988,6
G05531,SS,38,EXPIR,7/1/1983,6/30/1988,3
G05532,SS,52,TERMIN,7/1/1983,5/13/1989,4
G05533,SS,59,TERMIN,7/1/1983,5/13/1989,6
G05534,SS,65,REJECT,,,8
G05534,SS,66,REJECT,,,8
G05535,SS,70,TERMIN,7/1/1983,10/1/1988,9
G05536,SS,79,EXPIR,7/1/1983,6/30/1988,9
G05537,SS,80,TERMIN,7/1/1983,12/12/2000,10
G05538,SS,82,RELINQ,7/1/1983,6/19/1987,8
G05539,SS,85,RELINQ,7/1/1983,6/30/1988,9
G05540,SS,90,TERMIN,7/1/1983,11/10/1998,10
G05541,SS,92,TERMIN,7/1/1983,4/30/2009,14
G05542,SS,98,TERMIN,7/1/1983,8/11/1995,7
G05543,SS,104,RELINQ,7/1/1983,6/25/1986,14
G05544,SS,107,RELINQ,7/1/1983,12/29/1987,8
G05545,SS,120,TERMIN,7/1/1983,12/7/1999,12
G05546,SS,123,RELINQ,7/1/1983,12/19/1986,10
G05547,SS,160,TERMIN,7/1/1983,6/12/2001,15
G05548,SS,165,TERMIN,7/1/1983,1/10/1992,18
G05549,SS,166,TERMIN,7/1/1983,12/5/2012,18
G05550,SS,175,UNIT,7/1/1983,,26
G05551,SS,178,PROD,7/1/1983,,27
G05552,SS,179,EXPIR,7/1/1983,6/30/1988,26
G05553,SS,184,TERMIN,7/1/1983,3/13/1989,21
G05554,SS,190,EXPIR,7/1/1983,6/30/1988,26
G05555,SS,191,TERMIN,7/1/1983,8/2/1999,26
G05556,SS,197,EXPIR,7/1/1983,6/30/1988,29
G05557,SS,201,TERMIN,7/1/1983,9/15/2006,37
G05558,SS,202,TERMIN,7/1/1983,2/13/2007,35
G05559,SS,235,EXPIR,7/1/1983,6/30/1988,38
G05560,SS,258,TERMIN,7/1/1983,4/1/2016,46
G05561,SS,263,RELINQ,7/1/1983,12/17/1987,53
G05562,SS,264,RELINQ,7/1/1983,12/17/1987,55
G05563,SS,275,RELINQ,7/1/1983,12/31/1986,68
G05564,SS,276,EXPIR,7/1/1983,6/30/1988,55
G05565,SS,277,REJECT,,,66
G05566,SS,280,RELINQ,7/1/1983,12/22/1987,60
G05567,SS,281,EXPIR,7/1/1983,6/30/1988,62
G05568,SS,282,TERMIN,7/1/1983,2/16/1989,60
G05569,SS,285,TERMIN,7/1/1983,2/16/1989,70
G05570,SS,301,EXPIR,7/1/1983,6/30/1988,79
G05571,SS,313,EXPIR,7/1/1983,6/30/1988,93
G05572,SS,316,TERMIN,7/1/1983,12/27/2001,90
G05573,SS,317,TERMIN,7/1/1983,3/29/2002,91
G05574,SS,325,EXPIR,7/1/1983,6/30/1988,106
G05575,SS,326,EXPIR,7/1/1983,6/30/1988,111
G05576,SS,333,EXPIR,7/1/1983,6/30/1988,132
G05577,SS,346,EXPIR,7/1/1983,6/30/1988,119
G05578,SS,347,EXPIR,7/1/1983,6/30/1988,121
G05579,SS,348,EXPIR,7/1/1983,6/30/1988,121
G05580,SS,351,TERMIN,7/1/1983,11/1/1990,127
G05581,SS,352,TERMIN,7/1/1983,8/26/1988,139
G05582,SS,354,RELINQ,7/1/1983,12/30/1992,174
G05583,SS,355,EXPIR,7/1/1983,6/30/1988,177
G05584,SS,357,TERMIN,7/1/1983,11/1/1990,155
G05585,SS,358,TERMIN,7/1/1983,1/1/1989,152
G05586,SS,359,TERMIN,7/1/1983,1/1/1989,136
G05587,SS,360,RELINQ,7/1/1983,6/17/1986,133
G05588,SS,366,EXPIR,7/1/1983,6/30/1988,163
G05589,SS,367,RELINQ,7/1/1983,12/24/1987,164
G05590,SS,368,RELINQ,7/1/1983,12/27/1988,168
G05591,ST,33,REJECT,,,13
G05592,ST,44,RELINQ,7/1/1983,6/19/1987,27
G05593,ST,51,REJECT,,,18
G05594,ST,64,EXPIR,7/1/1983,6/30/1988,27
G05595,ST,85,EXPIR,7/1/1983,6/30/1988,30
G05596,ST,90,TERMIN,7/1/1983,6/18/1989,25
G05597,ST,97,EXPIR,7/1/1983,6/30/1988,18
G05598,ST,98,EXPIR,7/1/1983,6/30/1988,18
G05599,ST,100,PROD,7/1/1983,,17
G05600,ST,106,RELINQ,7/1/1983,12/18/1986,22
G05601,ST,107,TERMIN,7/1/1983,7/31/1994,26
G05602,ST,111,PROD,7/1/1983,,18
G05603,ST,132,TERMIN,7/1/1983,5/4/1996,77
G05604,ST,144,TERMIN,7/1/1983,9/30/1989,26
G05605,ST,145,TERMIN,7/1/1983,2/2/1993,28
G05606,ST,149,TERMIN,7/1/1983,10/8/2005,39
G05607,ST,150,RELINQ,7/1/1983,11/25/1987,41
G05608,ST,159,RELINQ,7/1/1983,11/25/1987,44
G05609,ST,193,EXPIR,7/1/1983,6/30/1988,38
G05610,ST,194,TERMIN,7/1/1983,1/5/2015,37
G05611,ST,197,TERMIN,7/1/1983,11/30/2008,38
G05612,ST,205,PROD,7/1/1983,,49
G05613,ST,206,TERMIN,7/1/1983,1/31/2015,53
G05614,ST,208,RELINQ,7/1/1983,12/31/1986,60
G05615,PL,14,EXPIR,7/1/1983,6/30/1988,16
G05616,PL,16,REJECT,,,18
G05617,PL,17,RELINQ,7/1/1983,6/27/1986,17
G05618,ST,221,TERMIN,7/1/1983,7/29/2000,48
G05619,ST,230,EXPIR,7/1/1983,6/30/1988,79
G05619,ST,229,EXPIR,7/1/1983,6/30/1988,70
G05620,ST,231,EXPIR,7/1/1983,6/30/1988,75
G05621,ST,235,REJECT,,,60
G05622,ST,236,EXPIR,7/1/1983,6/30/1988,55
G05623,ST,239,EXPIR,7/1/1983,6/30/1988,53
G05624,ST,242,RELINQ,7/1/1983,6/28/1988,53
G05625,ST,245,TERMIN,7/1/1983,10/27/2008,60
G05626,ST,246,TERMIN,7/1/1983,7/18/1989,59
G05627,ST,247,EXPIR,7/1/1983,6/30/1988,59
G05628,ST,248,RELINQ,7/1/1983,12/18/1987,60
G05629,ST,252,RELINQ,7/1/1983,12/17/1987,64
G05630,ST,258,RELINQ,7/1/1983,12/17/1987,101
G05631,ST,259,RELINQ,7/1/1983,12/17/1987,95
G05632,ST,260,TERMIN,7/1/1983,7/6/1989,95
G05633,ST,261,EXPIR,7/1/1983,6/30/1988,91
G05634,ST,265,TERMIN,7/1/1983,7/31/1990,70
G05635,ST,267,RELINQ,7/1/1983,12/18/1987,70
G05636,ST,268,RELINQ,7/1/1983,12/18/1987,68
G05637,ST,269,EXPIR,7/1/1983,6/30/1988,70
G05638,ST,277,EXPIR,7/1/1983,6/30/1988,77
G05639,ST,280,TERMIN,7/1/1983,10/2/1988,95
G05640,ST,282,RELINQ,7/1/1983,12/17/1987,104
G05641,ST,283,EXPIR,7/1/1983,6/30/1988,104
G05642,ST,285,RELINQ,7/1/1983,12/17/1987,124
G05643,EW,784,RELINQ,7/1/1983,12/17/1987,144
G05643,ST,289,RELINQ,7/1/1983,12/17/1987,144
G05644,ST,290,EXPIR,7/1/1983,3/25/1994,145
G05645,EW,781,TERMIN,7/1/1983,3/25/1994,139
G05645,ST,291,TERMIN,7/1/1983,3/25/1994,131
G05646,ST,295,UNIT,7/1/1983,,95
G05647,ST,311,RELINQ,7/1/1983,12/18/1987,150
G05648,ST,312,RELINQ,7/1/1983,12/18/1987,126
G05649,ST,316,TERMIN,7/1/1983,10/8/1988,162
G05650,ST,317,EXPIR,7/1/1983,1/5/1990,160
G05651,ST,319,RELINQ,7/1/1983,12/22/1987,163
G05652,GI,15,RELINQ,7/1/1983,6/27/1988,2
G05652,GI,24,RELINQ,7/1/1983,6/27/1988,14
G05652,GI,25,RELINQ,7/1/1983,6/27/1988,12
G05653,GI,27,EXPIR,7/1/1983,6/30/1988,17
G05654,GI,31,EXPIR,7/1/1983,6/30/1988,30
G05655,GI,53,EXPIR,7/1/1983,6/30/1988,38
G05656,GI,78,RELINQ,7/1/1983,7/7/1988,59
G05657,GI,79,TERMIN,7/1/1983,4/30/1999,81
G05658,GI,81,EXPIR,7/1/1983,6/30/1988,140
G05659,GI,82,TERMIN,7/1/1983,2/23/2006,100
G05660,GI,86,TERMIN,7/1/1983,9/13/2014,134
G05661,GI,101,RELINQ,7/1/1983,6/10/1999,71
G05662,GI,102,TERMIN,7/1/1983,8/14/2011,79
G05663,GI,103,RELINQ,7/1/1983,12/28/1987,101
G05664,GI,106,TERMIN,7/1/1983,9/23/1988,101
G05665,GI,109,EXPIR,7/1/1983,6/30/1988,90
G05666,GI,113,RELINQ,7/1/1983,12/31/1987,189
G05667,GI,118,RELINQ,7/1/1983,12/17/1987,126
G05668,WD,17,TERMIN,7/1/1983,7/10/2004,16
G05669,WD,18,TERMIN,7/1/1983,8/2/1998,15
G05670,WD,33,TERMIN,7/1/1983,9/2/1995,23
G05671,WD,36,TERMIN,7/1/1983,6/6/1991,23
G05672,WD,38,TERMIN,7/1/1983,5/7/1991,28
G05673,WD,39,TERMIN,7/1/1983,10/9/1988,30
G05674,WD,48,EXPIR,7/1/1983,6/30/1988,13
G05675,WD,49,EXPIR,7/1/1983,6/30/1988,11
G05676,WD,57,EXPIR,7/1/1983,6/30/1988,15
G05677,WD,59,TERMIN,7/1/1983,12/18/1988,19
G05678,WD,60,EXPIR,7/1/1983,6/30/1988,35
G05679,WD,68,EXPIR,7/1/1983,6/30/1988,37
G05680,WD,87,EXPIR,7/1/1983,6/30/1988,67
G05681,WD,108,EXPIR,7/1/1983,6/30/1988,69
G05682,WD,140,TERMIN,7/1/1983,10/23/1997,101
G05683,WD,149,TERMIN,7/1/1983,8/8/1988,121
G05684,SP,34,EXPIR,7/1/1983,6/30/1988,77
G05685,SP,82,TERMIN,7/1/1983,2/14/2020,124
G05686,SP,84,RELINQ,7/1/1983,12/29/1986,157
G05687,SP,86,PROD,7/1/1983,,116
G05688,SP,88,RELINQ,7/1/1983,12/27/1988,136
G05689,MP,58,EXPIR,7/1/1983,6/30/1988,20
G05690,MP,62,RELINQ,7/1/1983,12/31/1987,33
G05691,MP,63,RELINQ,7/1/1983,12/31/1987,24
G05692,MP,65,UNIT,7/1/1983,,12
G05693,MP,68,TERMIN,7/1/1983,1/30/2006,13
G05694,MP,98,TERMIN,7/1/1983,9/30/2005,28
G05695,MP,113,RELINQ,7/1/1983,6/25/1992,20
G05696,MP,123,RELINQ,7/1/1983,12/24/1987,50
G05697,MP,124,TERMIN,7/1/1983,11/12/1997,45
G05698,MP,131,REJECT,,,52
G05699,MP,138,TERMIN,7/1/1983,5/29/1995,50
G05700,MP,143,RELINQ,7/1/1983,6/25/1986,63
G05701,MP,154,RELINQ,7/1/1983,6/30/1987,42
G05702,MP,155,RELINQ,7/1/1983,6/29/1987,42
G05703,MP,161,TERMIN,7/1/1983,9/10/2001,31
G05704,MP,164,TERMIN,7/1/1983,4/29/1998,45
G05705,MP,165,TERMIN,7/1/1983,10/6/2001,43
G05706,MP,169,RELINQ,7/1/1983,6/29/1987,42
G05707,MP,170,RELINQ,7/1/1983,6/29/1987,41
G05708,MP,172,EXPIR,7/1/1983,6/30/1988,43
G05709,MP,173,EXPIR,7/1/1983,6/30/1988,44
G05710,MP,180,RELINQ,7/1/1983,6/29/1988,39
G05711,MP,183,EXPIR,7/1/1983,6/30/1988,49
G05712,MP,184,EXPIR,7/1/1983,6/30/1988,50
G05713,MP,199,TERMIN,7/1/1983,10/3/1988,52
G05714,MP,202,TERMIN,7/1/1983,10/24/1995,53
G05715,MP,203,TERMIN,7/1/1983,7/17/1991,52
G05716,MP,208,TERMIN,7/1/1983,12/12/1993,55
G05717,MP,209,TERMIN,7/1/1983,1/1/1998,55
G05718,MP,210,EXPIR,7/1/1983,6/30/1988,55
G05719,MP,211,EXPIR,7/1/1983,6/30/1988,55
G05720,MP,212,EXPIR,7/1/1983,6/30/1988,54
G05721,MP,222,EXPIR,7/1/1983,6/30/1988,80
G05722,MP,230,EXPIR,7/1/1983,6/30/1988,56
G05723,MP,231,EXPIR,7/1/1983,6/30/1988,55
G05724,MP,232,TERMIN,7/1/1983,10/7/1988,56
G05725,MP,242,EXPIR,7/1/1983,6/30/1988,60
G05726,MP,243,TERMIN,7/1/1983,11/1/1998,61
G05727,MP,244,TERMIN,7/1/1983,11/1/1998,61
G05728,MP,269,EXPIR,7/1/1983,6/30/1988,63
G05729,MP,274,EXPIR,7/1/1983,6/30/1988,68
G05730,MP,297,TERMIN,7/1/1983,2/6/1994,67
G05731,MP,316,EXPIR,7/1/1983,6/30/1988,185
G05732,CA,11,EXPIR,7/1/1983,6/30/1988,24
G05733,CA,12,EXPIR,7/1/1983,6/30/1988,22
G05734,CA,14,TERMIN,7/1/1983,9/30/1998,5
G05734,CA,15,TERMIN,7/1/1983,9/30/1998,3
G05735,CA,18,REJECT,,,7
G05736,CA,19,EXPIR,7/1/1983,6/30/1988,21
G05737,CA,20,EXPIR,7/1/1983,6/30/1988,25
G05738,CA,21,EXPIR,7/1/1983,6/30/1988,29
G05739,CA,22,TERMIN,7/1/1983,7/11/1997,30
G05740,CA,29,TERMIN,7/1/1983,8/10/2010,2
G05740,CA,28,TERMIN,7/1/1983,8/10/2010,2
G05741,CA,33,RELINQ,7/1/1983,12/27/1985,26
G05742,CA,34,TERMIN,7/1/1983,7/11/1997,30
G05743,CA,37,EXPIR,7/1/1983,6/30/1988,39
G05744,CA,39,EXPIR,7/1/1983,6/30/1988,33
G05745,CA,40,REJECT,,,35
G05746,CA,41,TERMIN,7/1/1983,3/12/2005,38
G05747,MO,826,EXPIR,7/1/1983,6/30/1988,16
G05748,MO,863,TERMIN,7/1/1983,11/14/2013,21
G05749,MO,904,UNIT,7/1/1983,,20
G05750,MO,907,REJECT,,,20
G05751,MO,914,REJECT,,,22
G05752,MO,915,TERMIN,7/1/1983,9/27/2007,20
G05753,MO,916,UNIT,7/1/1983,,19
G05754,MO,917,UNIT,7/1/1983,,21
G05755,MO,952,TERMIN,7/1/1983,3/12/2005,25
G05756,MO,953,RELINQ,7/1/1983,6/28/2010,25
G05757,MO,955,TERMIN,7/1/1983,2/7/2008,25
G05758,MO,958,TERMIN,7/1/1983,5/26/1996,21
G05759,MO,959,TERMIN,7/1/1983,11/12/2008,25
G05760,MO,960,TERMIN,7/1/1983,10/1/2001,26
G05761,MO,961,UNIT,7/1/1983,,25
G05762,VK,154,EXPIR,7/1/1983,6/30/1988,25
G05762,VK,155,EXPIR,7/1/1983,6/30/1988,29
G05763,VK,202,EXPIR,7/1/1983,6/30/1988,38
G05764,VK,246,EXPIR,7/1/1983,6/30/1988,39
G05765,VK,247,RELINQ,7/1/1983,6/29/1987,40
G05766,VK,248,RELINQ,7/1/1983,6/29/1987,40
G05767,VK,292,RELINQ,7/1/1983,6/29/1987,41
G05768,VK,293,RELINQ,7/1/1983,6/29/1987,42
G05769,VK,338,RELINQ,7/1/1983,6/29/1987,40
G05770,VK,339,RELINQ,7/1/1983,6/29/1987,40
G05771,VK,340,RELINQ,7/1/1983,6/29/1987,42
G05772,VK,346,RELINQ,7/1/1983,7/7/1988,45
G05773,VK,383,RELINQ,7/1/1983,6/29/1987,42
G05774,VK,384,RELINQ,7/1/1983,6/29/1987,43
G05775,VK,390,RELINQ,7/1/1983,7/7/1988,46
G05776,VK,773,RELINQ,7/1/1983,12/24/1987,183
G05776,VK,772,RELINQ,7/1/1983,12/24/1987,166
G05777,VK,774,RELINQ,7/1/1983,12/22/1986,196
G05778,VK,825,TERMIN,7/1/1983,11/1/2013,589
G05779,MO,826,REJECT,,,16
G05780,VK,858,RELINQ,7/1/1983,12/18/1986,249
G05781,VK,860,RELINQ,7/1/1983,11/1/1985,323
G05782,VK,861,RELINQ,7/1/1983,12/22/1986,347
G05783,VK,862,EXPIR,7/1/1983,3/31/1989,361
G05784,VK,869,TERMIN,7/1/1983,8/31/1990,876
G05785,VK,870,REJECT,,,969
G05786,VK,903,EXPIR,7/1/1983,6/30/1988,397
G05787,VK,905,RELINQ,7/1/1983,12/22/1986,444
G05788,VK,945,EXPIR,7/1/1983,6/30/1988,349
G05789,VK,985,RELINQ,7/1/1983,12/28/1987,265
G05790,VK,986,EXPIR,7/1/1983,6/30/1988,293
G05791,EW,658,RELINQ,7/1/1983,12/31/1987,180
G05792,EW,744,RELINQ,7/1/1983,12/22/1986,196
G05792,EW,743,RELINQ,7/1/1983,12/22/1986,166
G05793,EW,782,TERMIN,7/1/1983,3/25/1994,150
G05794,EW,829,TERMIN,7/1/1983,4/1/1989,229
G05794,EW,785,TERMIN,7/1/1983,4/1/1989,167
G05795,EW,787,RELINQ,7/1/1983,12/22/1986,256
G05796,EW,788,RELINQ,7/1/1983,12/22/1986,265
G05797,EW,789,EXPIR,7/1/1983,6/30/1988,292
G05798,EW,790,EXPIR,7/1/1983,6/30/1988,377
G05799,EW,825,TERMIN,7/1/1983,3/25/1994,194
G05799,EW,824,TERMIN,7/1/1983,3/25/1994,154
G05800,EW,826,PROD,7/1/1983,,221
G05801,EW,871,TERMIN,7/1/1983,5/17/1998,305
G05802,EW,873,TERMIN,7/1/1983,4/1/1989,301
G05803,EW,903,TERMIN,7/1/1983,2/26/2009,154
G05803,EW,947,TERMIN,7/1/1983,2/26/2009,252
G05804,EW,914,TERMIN,7/1/1983,5/17/1998,352
G05805,EW,915,TERMIN,7/1/1983,5/17/1998,380
G05806,EW,916,TERMIN,7/1/1983,5/17/1998,392
G05807,EW,919,EXPIR,7/1/1983,6/30/1988,460
G05808,EW,920,EXPIR,7/1/1983,6/30/1988,505
G05809,EW,944,PROD,7/1/1983,,153
G05809,EW,988,PROD,7/1/1983,,194
G05810,EW,949,EXPIR,7/1/1983,6/30/1988,315
G05811,EW,951,RELINQ,7/1/1983,6/30/1988,226
G05812,EW,952,RELINQ,7/1/1983,6/30/1988,229
G05813,EW,962,EXPIR,7/1/1983,6/30/1988,558
G05814,EW,963,EXPIR,7/1/1983,6/30/1988,601
G05815,EW,986,EXPIR,7/1/1983,6/30/1988,166
G05816,EW,991,TERMIN,7/1/1983,12/14/1989,413
G05817,EW,994,EXPIR,7/1/1983,6/30/1988,270
G05818,EW,1004,EXPIR,7/1/1983,6/30/1988,596
G05819,EW,1005,RELINQ,7/1/1983,3/31/1988,596
G05820,EW,1006,RELINQ,7/1/1983,3/31/1988,595
G05821,MC,22,EXPIR,7/1/1983,6/30/1988,291
G05822,MC,24,RELINQ,7/1/1983,6/27/1988,350
G05823,MC,25,EXPIR,7/1/1983,6/30/1988,399
G05824,MC,65,RELINQ,7/1/1983,12/29/1987,312
G05825,MC,109,PROD,7/1/1983,,467
G05826,MC,110,TERMIN,7/1/1983,12/6/1988,615
G05827,MC,191,EXPIR,7/1/1983,6/30/1988,198
G05828,MC,197,RELINQ,7/1/1983,6/30/1988,721
G05829,MC,240,TERMIN,7/1/1983,9/27/1988,735
G05830,MC,241,TERMIN,7/1/1983,11/6/1988,912
G05831,MC,283,EXPIR,7/1/1983,6/30/1988,759
G05832,MC,285,RELINQ,7/1/1983,6/29/1989,1000
G05833,MC,316,TERMIN,7/1/1983,10/2/1988,149
G05834,MC,322,TERMIN,7/1/1983,4/1/1997,223
G05835,MC,323,TERMIN,7/1/1983,4/1/1997,296
G05836,MC,329,RELINQ,7/1/1983,12/22/1992,1009
G05837,MC,356,RELINQ,7/1/1983,6/5/1998,486
G05838,MC,357,RELINQ,7/1/1983,11/25/1987,284
G05839,MC,358,RELINQ,7/1/1983,11/25/1987,230
G05840,MC,363,RELINQ,7/1/1983,7/7/1988,203
G05841,MC,365,TERMIN,7/1/1983,11/3/2008,241
G05842,MC,366,EXPIR,7/1/1983,6/30/1988,286
G05843,MC,370,RELINQ,7/1/1983,6/30/1988,599
G05844,MC,400,RELINQ,7/1/1983,6/5/1998,566
G05845,MC,401,TERMIN,7/1/1983,12/24/1999,626
G05846,MC,402,RELINQ,7/1/1983,11/25/1987,646
G05847,MC,405,RELINQ,7/1/1983,11/25/1987,453
G05848,MC,407,RELINQ,7/1/1983,12/31/1986,330
G05849,MC,408,RELINQ,7/1/1983,12/29/1987,345
G05850,MC,409,EXPIR,7/1/1983,6/30/1988,350
G05851,MC,410,RELINQ,7/1/1983,5/30/1989,387
G05852,MC,414,RELINQ,7/1/1983,12/24/1987,704
G05853,MC,493,EXPIR,7/1/1983,6/30/1988,715
G05854,MC,494,RELINQ,7/1/1983,7/7/1988,587
G05855,MC,495,RELINQ,7/1/1983,7/8/1988,609
G05856,MC,573,RELINQ,7/1/1983,12/31/1987,214
G05857,MC,575,RELINQ,7/1/1983,12/18/1987,483
G05858,MC,576,RELINQ,7/1/1983,12/18/1987,582
G05859,MC,617,EXPIR,7/1/1983,6/30/1988,277
G05860,MC,618,RELINQ,7/1/1983,12/31/1987,402
G05861,MC,642,EXPIR,7/1/1983,6/30/1993,1581
G05862,MC,686,TERMIN,7/1/1983,3/9/2014,1635
G05863,MC,687,TERMIN,7/1/1983,3/9/2014,1634
G05864,MC,711,RELINQ,7/1/1983,4/30/1992,945
G05865,MC,713,EXPIR,7/1/1983,6/30/1993,1008
G05866,MC,756,RELINQ,7/1/1983,4/30/1992,998
G05867,MC,801,EXPIR,7/1/1983,6/30/1993,1054
G05868,MC,809,UNIT,7/1/1983,,1203
G05869,MC,839,EXPIR,7/1/1983,6/30/1988,719
G05870,MC,852,TERMIN,7/1/1983,3/8/2009,1109
G05871,MC,853,UNIT,7/1/1983,,1235
G05872,GC,8,EXPIR,7/1/1983,6/30/1988,259
G05873,GC,9,TERMIN,7/1/1983,11/9/1999,191
G05874,GC,10,TERMIN,7/1/1983,11/9/1999,204
G05875,GC,11,RELINQ,7/1/1983,6/22/1988,292
G05876,GC,13,EXPIR,7/1/1983,6/30/1988,320
G05877,GC,14,EXPIR,7/1/1983,6/30/1988,271
G05878,GC,16,EXPIR,7/1/1983,6/30/1988,252
G05879,GC,21,TERMIN,7/1/1983,2/1/1991,427
G05880,GC,23,EXPIR,7/1/1983,6/30/1988,445
G05881,GC,24,EXPIR,7/1/1983,7/25/1988,381
G05882,GC,29,TERMIN,7/1/1983,12/1/1990,560
G05883,GC,39,EXPIR,7/1/1983,6/30/1988,742
G05884,GC,52,UNIT,7/1/1983,,313
G05885,GC,53,UNIT,7/1/1983,,254
G05886,GC,54,RELINQ,7/1/1983,5/15/1996,273
G05887,GC,59,EXPIR,7/1/1983,6/30/1988,305
G05888,GC,60,EXPIR,7/1/1983,6/30/1988,346
G05889,GC,65,UNIT,7/1/1983,,428
G05890,GC,66,RELINQ,7/1/1983,12/27/1990,403
G05891,GC,67,RELINQ,7/1/1983,6/28/1988,450
G05892,GC,68,RELINQ,7/1/1983,12/18/1987,505
G05893,GC,69,TERMIN,7/1/1983,12/27/1988,690
G05894,GC,70,TERMIN,7/1/1983,12/27/1988,695
G05895,GC,71,EXPIR,7/1/1983,6/30/1988,678
G05896,GC,72,TERMIN,7/1/1983,10/23/2015,632
G05897,GC,73,RELINQ,7/1/1983,6/30/2005,663
G05898,GC,92,RELINQ,7/1/1983,3/5/1999,265
G05899,GC,102,EXPIR,7/1/1983,6/30/1988,360
G05900,GC,109,UNIT,7/1/1983,,560
G05901,GC,110,RELINQ,7/1/1983,12/27/1990,545
G05902,GC,111,RELINQ,7/1/1983,7/7/1988,564
G05903,GC,112,RELINQ,7/1/1983,7/7/1988,620
G05904,GC,116,TERMIN,7/1/1983,10/23/2015,776
G05905,GC,117,TERMIN,7/1/1983,10/23/2015,779
G05906,GC,141,TERMIN,7/1/1983,11/9/1999,585
G05907,GC,153,RELINQ,7/1/1983,12/27/1990,751
G05908,GC,154,RELINQ,7/1/1983,12/27/1990,662
G05909,GC,161,UNIT,7/1/1983,,845
G05910,GC,185,RELINQ,7/1/1983,9/26/1996,827
G05911,GC,205,UNIT,7/1/1983,,862
G05912,GC,228,RELINQ,7/1/1983,9/26/1996,827
G05913,GC,235,EXPIR,7/1/1983,6/30/1988,887
G05914,GC,236,EXPIR,7/1/1983,6/30/1988,774
G05915,GC,237,EXPIR,7/1/1983,6/30/1988,790
G05916,GC,245,TERMIN,7/1/1983,10/31/2007,965
G05917,GC,249,EXPIR,7/1/1983,6/30/1993,905
G05918,GC,294,EXPIR,7/1/1983,6/30/1993,1000
G05919,GC,313,EXPIR,7/1/1983,6/30/1993,953
G05920,GC,320,EXPIR,7/1/1983,6/30/1993,920
G05921,GC,334,EXPIR,7/1/1983,6/30/1993,1195
G05922,GC,473,TERMIN,7/1/1983,12/31/2012,1206
G05923,GC,517,TERMIN,7/1/1983,12/25/2008,1254
G05924,AT,50,EXPIR,7/1/1983,6/30/1993,1029
G05942,PS,1063,EXPIR,10/1/1983,9/30/1988,34
G05943,PS,1070,EXPIR,10/1/1983,9/30/1988,34
G05944,PS,1111,EXPIR,10/1/1983,9/30/1988,30
G05945,PS,1112,EXPIR,10/1/1983,9/30/1988,37
G05946,PS,1125,EXPIR,10/1/1983,9/30/1988,30
G05947,PN,887,EXPIR,10/1/1983,9/30/1988,39
G05948,PN,888,EXPIR,10/1/1983,9/30/1988,43
G05949,PN,898,RELINQ,10/1/1983,12/22/1986,29
G05950,PN,905,RELINQ,10/1/1983,12/22/1986,30
G05951,PN,906,EXPIR,10/1/1983,9/30/1988,33
G05952,PN,909,EXPIR,10/1/1983,9/30/1988,46
G05953,PN,969,TERMIN,10/1/1983,6/30/2015,47
G05954,PN,976,TERMIN,10/1/1983,6/30/2015,45
G05955,PN,1000,REJECT,,,33
G05956,PN,1008,RELINQ,10/1/1983,12/21/1987,35
G05957,PN,892,REJECT,,,57
G05958,PN,912,EXPIR,10/1/1983,9/30/1988,59
G05959,PN,970,RELINQ,10/1/1983,12/21/1987,53
G05960,PN,974,EXPIR,10/1/1983,9/30/1988,57
G05961,PN,975,RELINQ,10/1/1983,12/23/1985,50
G05962,PN,1011,RELINQ,10/1/1983,9/30/1988,46
G05963,PN,1018,EXPIR,10/1/1983,9/30/1988,44
G05964,PN,A   7,RELINQ,10/1/1983,12/29/1986,84
G05965,PN,A   9,RELINQ,10/1/1983,9/28/1988,68
G05966,PN,A  11,RELINQ,10/1/1983,9/28/1988,70
G05967,PN,A  14,EXPIR,10/1/1983,9/30/1988,92
G05968,PN,A  29,RELINQ,10/1/1983,12/24/1987,74
G05969,PN,A  30,RELINQ,10/1/1983,9/29/1986,82
G05970,PN,A  31,RELINQ,10/1/1983,9/29/1986,90
G05971,PN,A  40,RELINQ,10/1/1983,9/29/1986,91
G05972,PN,A  41,RELINQ,10/1/1983,9/29/1986,86
G05973,PN,A  43,REJECT,,,66
G05974,PN,A  57,TERMIN,10/1/1983,9/14/1993,83
G05975,PN,A  58,TERMIN,10/1/1983,2/22/1994,76
G05976,PN,A  61,EXPIR,10/1/1983,9/30/1988,77
G05977,PN,A  72,EXPIR,10/1/1983,9/30/1988,77
G05978,PN,A  78,RELINQ,10/1/1983,12/29/1986,141
G05979,MU,727,REJECT,,,30
G05980,MU,740,TERMIN,10/1/1983,12/2/2011,36
G05981,MU,742,TERMIN,10/1/1983,1/2/2009,31
G05982,MU,743,EXPIR,10/1/1983,9/30/1988,28
G05983,MU,752,TERMIN,10/1/1983,11/30/1996,28
G05984,MU,753,EXPIR,10/1/1983,9/30/1988,31
G05985,MU,754,TERMIN,10/1/1983,1/2/2009,33
G05986,MU,756,TERMIN,10/1/1983,8/4/1992,39
G05987,MU,764,RELINQ,10/1/1983,9/29/1986,43
G05988,MU,768,EXPIR,10/1/1983,9/30/1988,30
G05989,MU,769,EXPIR,10/1/1983,9/30/1988,28
G05990,MU,777,EXPIR,10/1/1983,9/30/1988,29
