Field Name,Lease Number,Completion Name,API Well Number,Reservoir Name,Test Date,Shut-In Time,Temp,SI Pressure,BH MD (feet),True Vertical Depth (feet),BH Pressure,Remark
EI276,G00989, C006,177100007102,TEX P-2 RI,4/12/2012,14,161,1143,4085,4113,1266,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,5/17/2012,168,145,1153,3075,3116,1243,
EI276,G00989, F008,177104163900,CRIS SUB 3A RC,9/24/2017,999,154,78,3951,3417,1498,Shut-in Time noted on BHP -New Zone
EI276,G00989, E002,177104046202,Tex P-3 RN,1/5/2015,12,151,2117,7907,7010,2555,
EI276,G00989, F006,177104163600,CRIS SUB 3B RD,4/29/2011,6,151,606,6000,5237,300,
EI276,G00989, C010,177100008003,CRIS SUB 2 RN,1/9/2012,24,129,1705,1045,1083,1751,
EI276,G00989, C006,177100007102,TEX P-2 RI,4/12/2012,14,161,1143,85,170,1143,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,5/17/2012,168,145,1153,3075,3116,1237,
EI276,G00989, F006,177104163600,CRIS SUB 3 FB-RG,5/16/2012,168,150,2335,75,150,2335,
EI276,G00989, C006,177100007102,TEX P-1 RC,4/17/2014,4,161,1127,5970,5955,1713,
EI276,G00989, C009,177100007601,TEX P-1 RM,2/9/2015,11,144,814,0,78,814,
EI276,G01958, H003,177094127500,PO SAND,9/29/2014,24,197,1217,11800,9816,3234,THF is not noted on BHP
EI276,G01958, H003,177094127500,PO SAND,9/29/2014,24,197,1217,10000,8927,2823,THF is not noted on BHP
EI276,G00989, F006,177104163600,CRIS SUB 2 RL,5/25/2016,48,142,737,5000,4510,813,
EI276,G00989, F003,177104163300,CRIS SUB 3B RE,3/20/2011,5,144,212,75,150,206,
EI276,G00989, E002,177104046201,TRIM A3-RA,4/3/2011,24,125,0,4047,3795,1622,
EI276,G00989, C002,177100005201,TEX (P) 1 RN,4/7/2012,12,158,1319,1077,1139,1355,
EI276,G00989, F008,177104163900,CRIS SUB 3B RB,7/31/2014,12,156,497,2923,2828,550,
EI276,G00989, C006,177100007102,TEX P-2 RI,10/5/2011,4,162,1113,7085,7068,1973,
EI276,G00989, C006,177100007102,TEX P-2 RI,10/5/2011,4,162,1113,3085,3163,1194,
EI276,G00989, C005,177100005701,TEX P-2 RC,10/11/2011,4,141,2335,3086,3027,2516,
EI276,G00989, E004,177104101501,ANG B1 RJ,6/21/2016,12,132,1923,4000,3485,2099,
EI276,G00989, C006,177100007102,TEX P-1 RC,4/17/2014,4,161,1127,6970,6946,2103,
EI276,G00989, C010,177100008003,CRIS SUB 2 RN,1/9/2012,24,131,1705,5863,5271,1947,
EI276,G00989, F007,177104163701,TEX (P) 3A FB-RF,2/9/2015,24,167,656,0,75,652,Reservoir name noted on BHP- TEX (P) 3A F
EI276,G00989, F006,177104163600,CRIS SUB 2 RL,5/25/2016,48,142,737,5000,4510,814,
EI276,G00989, C009,177100007601,TEX P-1 RM,11/21/2013,24,166,1567,4000,3541,1719,KB TO THF = 78'
EI276,G00989, C009,177100007601,TEX P-1 RM,11/21/2013,24,166,1567,6000,5168,1784,KB TO THF = 78'
EI276,G00989, C009,177100007601,TEX P-1 RM,11/21/2013,24,166,1567,1000,1073,1602,KB TO THF = 78'
EI276,G00989, E004,177104101501,ANG B1 RJ,6/21/2016,12,132,1923,3000,2713,2059,
EI276,G00989, E004,177104101501,ANG B1 RJ,6/21/2016,12,132,1923,2000,1954,2021,
EI276,G00989, F003,177104163300,CRIS SUB 3B RE,3/20/2011,5,145,212,3075,3116,229,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,2/10/2015,24,146,734,3000,3044,784,
EI276,G00989, C005,177100005701,TEX P-2 RC,2/11/2015,59,143,1772,6385,6020,2024,
EI276,G00989, E004,177104101501,TEX P-1 RH,3/30/2016,24,150,232,7428,6249,2506,
EI276,G00989, C010,177100008003,CRIS SUB 2 RN,1/26/2013,46,130,130,3045,2821,653,
EI276,G00989, F006,177104163600,CRIS SUB 2 RM,11/4/2015,20,149,1448,2000,2073,1521,
EI276,G00989, C006,177100007102,TEX P-1 RC,4/17/2014,4,161,1127,8,85,1122,
EI276,G00985, A002,177090064500,K RC,2/25/2011,-,999,99999,,,,BHP rec'd in Well A002B of this reservoir in 3-1981.
EI276,G00989, F006,177104163600,CRIS SUB 3B RD,4/29/2011,6,150,137,75,150,279,
EI276,G00989, E002,177104046202,Tex P-3 RN,1/5/2015,12,151,2117,7950,7052,2557,
EI276,G00989, F008,177104163900,CRIS SUB 3B RB,7/31/2014,12,156,497,3923,3402,547,
EI276,G00989, C006,177100007102,TEX P-1 RC,4/17/2014,4,161,1127,7220,7194,2225,
EI276,G00989, C005,177100005701,TEX P-2 RC,2/11/2015,59,143,1772,4914,4749,1968,
EI276,G00989, F007,177104163701,TEX (P) 3A FB-RF,2/9/2015,24,167,656,8800,8151,961,Reservoir name noted on BHP- TEX (P) 3A F
EI276,G00989, C009,177100007601,TEX (P) 3B RA,4/6/2012,12,171,1179,9284,7913,1434,
EI276,G00989, F003,177104163300,CRIS SUB 3B RE,3/20/2011,5,144,212,6835,6309,714,
EI276,G00989, C002,177100005201,TEX (P) 1 RN,4/7/2012,12,160,1319,4077,3771,1441,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,5/17/2012,168,145,1153,75,150,1147,
EI276,G00989, C011,177104140300,Cris Sub 1,1/12/2012,24,143,1279,2052,2104,1340,
EI276,G00989, C009,177100007601,TEX P-1 RM,11/21/2013,24,166,1567,0,78,1567,KB TO THF = 78'
EI276,G00989, E004,177104101501,TEX P-1 RH,3/30/2016,24,150,232,2928,2657,839,
EI276,G24910, K001,177104159500,BUL 1A,5/21/2015,336,176,638,3000,3070,686,Rkb noted on BHP 100 ft.  Reservoir name noted on BHP BUL 1 A.
EI276,G00989, F003,177104163300,Cris Sub 3A RA,2/10/2015,24,148,734,4000,4002,804,
EI276,G00989, F002,177104163200,MP(1)RB,2/10/2015,24,188,431,10010,9704,2878,
EI276,G00989, F006,177104163600,CRIS SUB 2 RL,11/7/2015,42,145,1493,3000,3023,1604,
EI276,G00989, F006,177104163600,CRIS SUB 2 RM,11/4/2015,20,149,1448,1000,1075,1485,
EI276,G00989, F006,177104163600,CRIS SUB 2 RM,11/4/2015,20,149,1448,0,75,1445,
EI276,G00989, C009,177100007601,TEX (P) 3B RA,4/6/2012,12,169,1179,6034,5160,1351,
EI276,G00989, C002,177100005201,TEX (P) 1 RN,4/7/2012,12,158,1319,5077,4644,1471,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,2/10/2015,24,148,734,6960,6380,1278,
EI276,G00989, F006,177104163600,CRIS SUB 2 RM,5/25/2016,48,143,474,7000,5959,1170,
EI276,G00989, F006,177104163600,CRIS SUB 2 RM,11/4/2015,20,149,1448,4000,3810,1584,
EI276,G00989, F006,177104163600,CRIS SUB 3 FB-RG,5/16/2012,168,150,2335,1075,1149,2396,
EI276,G00989, C011,177104140300,ANGB-1A RC,2/10/2015,33,142,764,3948,3938,839,
EI276,G24910, K001,177104159500,BUL 1A,5/21/2015,336,176,638,1000,1070,653,Rkb noted on BHP 100 ft.  Reservoir name noted on BHP BUL 1 A.
EI276,G00989, F003,177104163300,CRIS SUB 3B RE,3/20/2011,5,144,212,3075,3116,222,
EI276,G00989, E002,177104046201,TRIM A3-RA,4/3/2011,24,125,0,3047,2927,1223,
EI276,G00989, C006,177100007102,TEX P-2 RI,10/5/2011,4,162,1113,3085,3163,1195,
EI276,G00989, F008,177104163900,CRIS SUB 3A RC,9/24/2017,999,154,78,6951,4996,2183,Shut-in Time noted on BHP -New Zone
EI276,G00989, E002,177104046201,TRIM A3-RA,4/3/2011,24,125,0,5047,4701,2042,
EI276,G00989, C002,177100005201,TEX (P) 1 RN,4/7/2012,12,158,1319,3077,2966,1417,
EI276,G00989, C010,177100008003,CRIS SUB 2 RN,1/9/2012,24,129,1705,45,90,1705,
EI276,G00989, C006,177100007102,TEX P-1 RC,4/17/2014,4,161,1127,7171,7146,2202,
EI276,G00989, F004,177104163403,BUL (1) 4 RE,2/9/2015,12,172,406,0,75,402,Reservoir Name noted on BHP-BUL (1) 4 RE.  Operator name noted on BHP-Chevron USA Inc.
EI276,G00989, E002,177104046202,Tex P-3 RN,1/5/2015,12,151,2117,0,73,2111,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,2/10/2015,24,146,734,0,75,730,
EI276,G01958, H003,177094127500,PO SAND,9/29/2014,24,197,1217,11000,9419,3051,THF is not noted on BHP
EI276,G00989, F006,177104163600,CRIS SUB 3B RD,4/29/2011,6,150,137,3000,3023,290,
EI276,G00989, C010,177100008003,CRIS SUB 2 RN,1/26/2013,46,130,130,1045,1083,627,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,2/10/2015,24,146,734,4000,4002,802,
EI276,G00989, E002,177104046202,ANG B-1 SAND,7/9/2017,-,133,1050,73,147,1224,
EI276,G00989, F002,177104163200,MP(1)RB,2/10/2015,24,188,431,8000,7851,2001,
EI276,G00989, F007,177104163701,TEX (P) 3A FB-RF,2/9/2015,24,167,656,8800,8151,960,Reservoir name noted on BHP- TEX (P) 3A F
EI276,G00989, E004,177104101501,TEX P-1 RH,3/30/2016,24,150,232,7428,6249,2505,
EI276,G00989, E004,177104101501,TEX P-1 RH,1/4/2015,24,149,1717,7929,6577,2028,
EI276,G00989, F006,177104163600,CRIS SUB 2 RL,11/7/2015,42,145,1493,4000,3810,1633,
EI276,G00989, C011,177104140300,ANGB-1A RC,2/10/2015,33,142,764,0,52,764,
EI276,G00989, F006,177104163600,CRIS SUB 2 RM,5/25/2016,48,143,474,7592,6383,1312,
EI276,G00989, F006,177104163600,CRIS SUB 2 RL,11/7/2015,42,145,1493,5000,4510,1659,
EI276,G00989, C009,177100007601,TEX P-1 RM,11/21/2013,24,166,1567,4000,3541,1712,KB TO THF = 78'
EI276,G00989, E004,177104101501,ANG B1 RJ,6/21/2016,12,132,1923,6000,5260,2277,
EI276,G00989, C011,177104140300,ANGB-1A RC,2/10/2015,33,142,764,1948,2000,802,
EI276,G00989, C009,177100007601,TEX P-1 RM,2/9/2015,11,144,814,6446,5554,906,
EI276,G00989, C010,177100008003,CRIS SUB 2 RN,1/26/2013,1,131,131,45,90,612,
EI276,G00989, F004,177104163403,BUL (1) 4 RE,2/9/2015,12,172,406,4000,3936,448,Reservoir Name noted on BHP-BUL (1) 4 RE.  Operator name noted on BHP-Chevron USA Inc.
EI276,G00989, C009,177100007601,TEX P-1 RM,2/9/2015,11,144,814,6446,5554,918,
EI276,G00989, E004,177104101501,TEX P-1 RH,3/30/2016,24,150,232,6928,5921,2353,
EI276,G00989, E002,177104046202,Tex P-3 RN,1/5/2015,12,151,2117,6000,5169,2406,
EI276,G00989, F006,177104163600,CRIS SUB 3 FB-RG,5/16/2012,168,150,2335,2075,2147,2466,
EI276,G00989, C011,177104140300,ANGB-1A RC,2/10/2015,33,142,764,948,1000,771,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,2/10/2015,24,148,734,5000,4951,822,
EI276,G00989, E004,177104101501,TEX P-1 RH,3/30/2016,24,150,232,8438,6934,2823,
EI276,G00989, E004,177104101501,TEX P-1 RH,3/30/2016,24,150,232,7928,6576,2657,
EI276,G00989, E004,177104101501,TEX P-1 RH,3/30/2016,24,150,232,3928,3429,1187,
EI276,G00989, F006,177104163600,CRIS SUB 3B RD,4/29/2011,6,150,137,4000,3810,293,
EI276,G00989, C005,177100005701,TEX P-2 RC,10/11/2011,4,141,2335,6586,6188,2703,
EI276,G00989, F008,177104163900,CRIS SUB 3A RC,9/24/2017,999,154,78,8951,6403,2810,Shut-in Time noted on BHP -New Zone
EI276,G00989, E004,177104101501,TEX P-1 RH,1/4/2015,24,149,1717,6929,5922,1997,
EI276,G00989, F006,177104163600,CRIS SUB 2 RM,11/4/2015,20,149,1448,4000,3810,1587,
EI276,G00989, F004,177104163403,BUL (1) 4 RE,2/9/2015,12,172,406,8000,7422,661,Reservoir Name noted on BHP-BUL (1) 4 RE.  Operator name noted on BHP-Chevron USA Inc.
EI276,G00989, F007,177104163701,TEX (P) 3A FB-RF,2/9/2015,24,167,656,8962,8247,,Reservoir name noted on BHP- TEX (P) 3A F
EI276,G00989, F006,177104163600,CRIS SUB 3B RD,4/29/2011,6,150,137,5000,4510,298,
EI276,G00989, C010,177100008003,CRIS SUB 2 RN,1/9/2012,24,129,1705,5863,5271,1942,
EI276,G00989, F008,177104163900,CRIS SUB 3A RC,9/24/2017,999,154,78,951,1029,571,Shut-in Time noted on BHP -New Zone
EI276,G00989, C005,177100005701,TEX P-2 RC,2/11/2015,59,143,1772,3914,3781,1927,
EI276,G00989, E004,177104101501,TEX P-1 RH,1/4/2015,24,149,1717,1,74,1717,
EI276,G00989, E004,177104101501,TEX P-1 RH,1/4/2015,24,149,1717,929,1002,1761,
EI276,G00989, C006,177100007102,TEX P-2 RI,10/5/2011,4,162,1113,7085,7068,1974,
EI276,G00989, C011,177104140300,ANGB-1A RC,2/10/2015,33,142,764,3948,3938,826,
EI276,G00989, E002,177104046202,ANG B-1 SAND,7/9/2017,-,133,1050,1000,1074,1301,
EI276,G00989, F006,177104163600,CRIS SUB 2 RM,11/4/2015,20,149,1448,3000,3023,1553,
EI276,G00989, C011,177104140300,Cris Sub 1,1/12/2012,24,143,1279,5902,5865,1658,
EI276,G00989, F003,177104163300,CRIS SUB 3B RE,3/20/2011,5,145,212,6835,6309,724,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,5/17/2012,168,145,1153,2075,2148,1208,
EI276,G00989, E002,177104046202,ANG B-1 SAND,7/9/2017,-,133,1050,5000,4454,2245,
EI276,G00989, C005,177100005701,TEX P-2 RC,2/11/2015,59,143,1772,1914,1959,1848,
EI276,G00989, F006,177104163600,CRIS SUB 2 RL,5/25/2016,48,142,737,4000,3810,800,
EI276,G00989, C010,177100008003,CRIS SUB 2 RN,1/26/2013,1,131,131,2045,1978,640,
EI276,G00989, F004,177104163403,BUL (1) 4 RE,2/9/2015,12,172,406,1000,1075,414,Reservoir Name noted on BHP-BUL (1) 4 RE.  Operator name noted on BHP-Chevron USA Inc.
EI276,G00989, F002,177104163200,MP(1)RB,2/10/2015,24,188,431,8000,7851,2000,
EI276,G00989, F007,177104163701,TEX (P) 3A FB-RF,2/9/2015,24,167,656,6000,5736,746,Reservoir name noted on BHP- TEX (P) 3A F
EI276,G00989, F006,177104163600,CRIS SUB 3B RD,4/29/2011,6,151,606,5000,4510,293,
EI276,G00989, F007,177104163701,TEX (P) 3A FB-RF,2/9/2015,24,167,656,3000,3075,704,Reservoir name noted on BHP- TEX (P) 3A F
EI276,G00989, C006,177100007102,TEX P-2 RI,4/12/2012,14,161,1143,7085,7068,1453,
EI276,G00989, C010,177100008003,CRIS SUB 2 RN,1/26/2013,1,131,131,5045,4611,678,
EI276,G00989, F002,177104163200,MP(1)RB,2/10/2015,24,188,431,6000,6012,1162,
EI276,G00989, F007,177104163701,TEX (P) 3A FB-RF,2/9/2015,24,167,656,8000,7567,773,Reservoir name noted on BHP- TEX (P) 3A F
EI276,G00989, F006,177104163600,CRIS SUB 2 RL,5/25/2016,48,142,737,4000,3810,802,
EI276,G00989, F008,177104163900,CRIS SUB 3B RB,7/31/2014,12,156,497,4923,3932,567,
EI276,G00989, F006,177104163600,CRIS SUB 2 RM,11/4/2015,20,149,1448,6000,5237,1638,
EI276,G00989, C009,177100007601,TEX P-1 RM,11/21/2013,24,166,1567,8735,7488,1900,KB TO THF = 78'
EI276,G00989, F008,177104163900,CRIS SUB 3A RC,9/24/2017,999,154,78,2951,2847,1262,Shut-in Time noted on BHP -New Zone
EI276,G00989, C006,177100007102,TEX P-1 RC,4/17/2014,4,161,1127,4970,4959,1386,
EI276,G00989, C011,177104140300,Cris Sub 1,1/11/2012,24,144,1279,4052,4036,1410,
EI276,G00989, C009,177100007601,TEX (P) 3B RA,4/6/2012,12,169,1179,4034,3534,1296,
EI276,G00989, C006,177100007102,TEX P-1 RC,11/15/2013,72,161,1049,7162,7145,2184,KB TO THF = 85'
EI276,G00989, C011,177104140300,Cris Sub 1,1/11/2012,24,144,1279,2052,2104,1347,
EI276,G00989, C009,177100007601,TEX (P) 3B RA,4/6/2012,12,171,1179,8034,6870,1404,
EI276,G00989, C009,177100007601,TEX (P) 3B RA,4/6/2012,12,169,1179,9034,7701,1438,
EI276,G00989, C002,177100005201,TEX (P) 1 RN,4/7/2012,12,160,1319,7077,6514,1526,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,2/10/2015,24,148,734,3000,3044,788,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,5/17/2012,168,145,1153,6075,5836,1916,
EI276,G00989, C009,177100007601,TEX P-1 RM,11/21/2013,24,166,1567,8657,7424,1901,KB TO THF = 78'
EI276,G00989, F007,177104163701,TEX (P) 3A FB-RF,2/9/2015,24,167,656,8962,8247,992,Reservoir name noted on BHP- TEX (P) 3A F
EI276,G00989, F006,177104163600,CRIS SUB 2 RL,11/7/2015,42,145,1493,2000,2073,1571,
EI276,G00989, F006,177104163600,CRIS SUB 2 RM,11/4/2015,20,149,1448,0,75,1448,
EI276,G00989, F006,177104163600,CRIS SUB 2 RM,11/4/2015,20,149,1448,2000,2073,1517,
EI276,G00989, F003,177104163300,CRIS SUB 3B RE,3/20/2011,5,145,212,4075,4074,235,
EI276,G00989, E002,177104046201,TRIM A3-RA,4/3/2011,24,125,0,2047,2063,828,
EI276,G00989, C010,177100008003,CRIS SUB 2 RN,1/26/2013,46,130,130,4045,3720,668,
EI276,G00989, F006,177104163600,CRIS SUB 2 RM,5/25/2016,48,143,474,4000,3810,517,
EI276,G00989, F006,177104163600,CRIS SUB 2 RL,5/25/2016,48,142,737,7131,6055,1194,
EI276,G00989, E002,177104046202,Tex P-3 RN,1/5/2015,12,151,2117,3000,2915,2280,
EI276,G00989, C006,177100007102,TEX P-2 RI,10/5/2011,4,162,1113,85,170,1113,
EI276,G00985, C029,177094104103,S RA,12/19/2017,44,205,2179,1913,2001,2287,
EI276,G00989, F004,177104163403,BUL (1) 4 RE,2/9/2015,12,172,406,6000,5696,467,Reservoir Name noted on BHP-BUL (1) 4 RE.  Operator name noted on BHP-Chevron USA Inc.
EI276,G00989, C011,177104140300,ANGB-1A RC,2/10/2015,33,142,764,5745,5708,1360,
EI276,G00989, C011,177104140300,ANGB-1A RC,2/10/2015,33,142,764,1948,2000,790,
EI276,G00989, F007,177104163701,TEX (P) 3A FB-RF,2/9/2015,24,167,656,4000,4074,718,Reservoir name noted on BHP- TEX (P) 3A F
EI276,G00989, F007,177104163701,TEX (P) 3A FB-RF,2/9/2015,24,167,656,1000,1075,669,Reservoir name noted on BHP- TEX (P) 3A F
EI276,G00989, F006,177104163600,CRIS SUB 3 FB-RG,5/16/2012,168,150,2335,7075,6014,2745,
EI276,G00989, C009,177100007601,TEX P-1 RM,11/21/2013,24,166,1567,2000,1942,1649,KB TO THF = 78'
EI276,G00985, C029,177094104103,S RA,12/19/2017,44,205,2179,11399,10723,2791,
EI276,G00989, F007,177104163701,TEX (P) 3A FB-RF,2/9/2015,24,167,656,2000,2075,689,Reservoir name noted on BHP- TEX (P) 3A F
EI276,G00989, E004,177104101501,TEX P-1 RH,1/4/2015,24,149,1717,8001,6625,2030,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,5/17/2012,168,145,1153,6875,6332,2116,
EI276,G00989, F006,177104163600,CRIS SUB 3 FB-RG,5/16/2012,168,150,2335,7975,6634,2784,
EI276,G00989, C010,177100008003,CRIS SUB 2 RN,1/26/2013,1,131,131,4045,3720,666,
EI276,G00989, C010,177100008003,CRIS SUB 2 RN,1/9/2012,24,131,1705,2045,1978,1799,
EI276,G24910, K001,177104159500,BUL 1A,3/16/2012,6,171,686,2000,1086,987,THF not recorded
EI276,G00989, C005,177100005701,TEX P-2 RC,2/11/2015,59,143,1772,6385,6020,2035,
EI276,G00989, C009,177100007601,TEX P-1 RM,2/9/2015,11,144,814,4966,4299,882,
EI276,G00989, F008,177104163900,CRIS SUB 3B RB,7/31/2014,12,156,497,2923,2828,537,
EI276,G00989, F008,177104163900,CRIS SUB 3B RB,7/31/2014,12,156,497,923,1001,524,
EI276,G00989, C005,177100005701,TEX P-2 RC,2/11/2015,59,143,1772,3914,3781,1939,
EI276,G00989, F002,177104163200,MP(1)RB,2/10/2015,24,188,431,10055,9745,2901,
EI276,G00989, E004,177104101501,TEX P-1 RH,1/4/2015,24,149,1717,8439,6935,2042,
EI276,G00989, F003,177104163300,CRIS SUB 3B RE,3/20/2011,5,145,212,75,150,212,
EI276,G00989, F002,177104163200,MP(1)RB,2/10/2015,24,188,431,10010,9704,2880,
EI276,G24910, K001,177104159500,BUL 1A,5/21/2015,336,176,638,8553,8621,2257,Rkb noted on BHP 100 ft.  Reservoir name noted on BHP BUL 1 A.
EI276,G00989, F008,177104163900,CRIS SUB 3B RB,7/31/2014,12,156,497,1923,1988,537,
EI276,G00989, C009,177100007601,TEX P-1 RM,11/21/2013,24,166,1567,6000,5168,1789,KB TO THF = 78'
EI276,G00989, C009,177100007601,TEX P-1 RM,11/21/2013,24,166,1567,8657,7424,1896,KB TO THF = 78'
EI276,G00989, E002,177104046202,Tex P-3 RN,1/5/2015,12,151,2117,3000,2915,2277,
EI276,G00989, E004,177104101501,TEX P-1 RH,1/4/2015,24,149,1717,5001,4365,1922,
EI276,G00989, F003,177104163300,CRIS SUB 3B RE,3/20/2011,5,145,212,5075,5019,275,
EI276,G00989, C006,177100007102,TEX P-2 RI,10/5/2011,4,162,1113,5085,5082,1322,
EI276,G00989, C009,177100007601,TEX (P) 3B RA,4/6/2012,12,169,1179,3034,2725,1268,
EI276,G00989, F003,177104163300,CRIS SUB 3B RE,3/20/2011,5,144,212,5075,5019,266,
EI276,G00989, F006,177104163600,CRIS SUB 3 FB-RG,5/16/2012,168,150,2335,7975,6634,2788,
EI276,G00989, C009,177100007601,TEX P-1 RM,2/9/2015,11,144,814,8657,7424,942,
EI276,G00989, E004,177104101501,TEX P-1 RH,3/30/2016,24,150,232,6928,5921,2354,
EI276,G00989, C010,177100008003,CRIS SUB 2 RN,1/9/2012,24,131,1705,4045,3720,1878,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,2/10/2015,24,148,734,7000,6402,1286,
EI276,G00989, F006,177104163600,CRIS SUB 2 RM,5/25/2016,48,143,474,5000,4510,695,
EI276,G00989, F006,177104163600,CRIS SUB 2 RL,5/25/2016,48,142,737,6830,5835,1121,
EI276,G00989, E002,177104046202,Tex P-3 RN,1/5/2015,12,151,2117,2000,2045,2231,
EI276,G00989, F006,177104163600,CRIS SUB 3B RD,4/29/2011,6,150,137,7000,5959,379,
EI276,G00989, C009,177100007601,TEX P-1 RM,11/21/2013,24,166,1567,7000,6035,1827,KB TO THF = 78'
EI276,G00989, C009,177100007601,TEX P-1 RM,11/21/2013,24,166,1567,0,78,1558,KB TO THF = 78'
EI276,G00989, C011,177104140300,ANGB-1A RC,2/10/2015,33,142,764,4948,4912,1089,
EI276,G00989, F006,177104163600,CRIS SUB 2 RM,5/25/2016,48,143,474,0,75,472,
EI276,G00989, F008,177104163900,CRIS SUB 3B RB,7/31/2014,12,156,497,923,1001,511,
EI276,G00989, F003,177104163300,CRIS SUB 3B RE,3/20/2011,5,144,212,6575,6160,669,
EI276,G00989, E002,177104046201,TRIM A3-RA,4/3/2011,24,125,0,5374,4998,2180,
EI276,G00989, C002,177100005201,TEX (P) 1 RN,4/7/2012,12,160,1319,3077,2966,1415,
EI276,G00989, C002,177100005201,TEX (P) 1 RN,4/7/2012,12,158,1319,77,140,1322,
EI276,G00989, C006,177100007102,TEX P-1 RC,4/17/2014,4,161,1127,2970,3043,1213,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,2/10/2015,24,148,734,1000,1075,753,
EI276,G00989, C006,177100007102,TEX P-1 RC,4/17/2014,4,161,1127,1970,2047,1177,
EI276,G00989, C009,177100007601,TEX P-1 RM,2/9/2015,11,144,814,5966,5139,898,
EI276,G00989, E002,177104046202,ANG B-1 SAND,7/9/2017,-,133,1050,4000,3762,2080,
EI276,G00989, F006,177104163600,CRIS SUB 2 RM,5/25/2016,48,143,474,7131,6055,1202,
EI276,G00989, E004,177104101501,TEX P-1 RH,3/30/2016,24,150,232,4928,4296,1591,
EI276,G00989, E004,177104101501,TEX P-1 RH,3/30/2016,24,150,232,1928,1900,513,
EI276,G00989, E002,177104046201,TRIM A3-RA,4/3/2011,24,125,0,5374,4998,2179,
EI276,G00989, C005,177100005701,TEX P-2 RC,10/11/2011,4,141,2335,5086,4916,2632,
EI276,G00989, C006,177100007102,TEX P-2 RI,4/12/2012,14,161,1143,5085,5082,1296,
EI276,G00989, C009,177100007601,TEX P-1 RM,11/21/2013,24,166,1567,8000,6878,1858,KB TO THF = 78'
EI276,G00989, C006,177100007102,TEX P-1 RC,11/15/2013,72,162,1049,2000,2085,1122,KB TO THF = 85'
EI276,G00989, F008,177104163900,CRIS SUB 3A RC,9/24/2017,999,154,78,1951,2014,987,Shut-in Time noted on BHP -New Zone
EI276,G00989, F002,177104163200,MP(1)RB,2/10/2015,24,188,431,5000,5071,820,
EI276,G24910, K001,177104159500,BUL 1A,5/21/2015,336,176,638,6000,6070,1416,Rkb noted on BHP 100 ft.  Reservoir name noted on BHP BUL 1 A.
EI276,G00989, F006,177104163600,CRIS SUB 2 RL,5/25/2016,48,142,737,6000,5237,928,
EI276,G00989, F006,177104163600,CRIS SUB 3B RD,4/29/2011,6,151,606,4000,3810,291,
EI276,G00989, C006,177100007102,TEX P-2 RI,10/5/2011,4,162,1113,4085,4113,1221,
EI276,G00989, C009,177100007601,TEX (P) 3B RA,4/6/2012,12,169,1179,1034,1063,1214,
EI276,G00989, C006,177100007102,TEX P-1 RC,11/15/2013,72,161,1049,0,85,1043,KB TO THF = 85'
EI276,G00989, C011,177104140300,ANGB-1A RC,2/10/2015,33,142,764,5808,5771,1370,
EI276,G00989, F002,177104163200,MP(1)RB,2/10/2015,24,188,431,1000,1075,442,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,5/17/2012,168,145,1153,6875,6332,2120,
EI276,G00989, F006,177104163600,CRIS SUB 3 FB-RG,5/16/2012,168,150,2335,1075,1149,2405,
EI276,G00989, C011,177104140300,Cris Sub 1,1/12/2012,24,143,1279,3052,3095,1373,
EI276,G00989, C010,177100008003,CRIS SUB 2 RN,1/9/2012,24,131,1705,45,90,1713,
EI276,G00989, F003,177104163300,Cris Sub 3A RA,5/17/2012,168,145,1153,5075,5019,1649,
EI276,G00989, E002,177104046202,Tex P-3 RN,1/5/2015,12,151,2117,7000,6130,2462,
EI276,G00989, F004,177104163403,BUL (1) 4 RE,2/9/2015,12,172,406,5000,4817,458,Reservoir Name noted on BHP-BUL (1) 4 RE.  Operator name noted on BHP-Chevron USA Inc.
EI276,G00989, C009,177100007601,TEX P-1 RM,2/9/2015,11,144,814,8657,7424,954,
EI276,G00989, C010,177100008003,CRIS SUB 2 RN,1/9/2012,24,131,1705,3045,2821,1838,
EI276,G00989, F002,177104163200,MP(1)RB,2/10/2015,24,188,431,4000,4075,473,
EI276,G00989, F007,177104163701,TEX (P) 3A FB-RF,2/9/2015,24,167,656,7000,6611,758,Reservoir name noted on BHP- TEX (P) 3A F
EI276,G00989, F007,177104163701,TEX (P) 3A FB-RF,2/9/2015,24,167,656,2000,2075,685,Reservoir name noted on BHP- TEX (P) 3A F
EI276,G01958, H003,177094127500,PO SAND,9/29/2014,24,197,1217,12450,10121,3363,THF is not noted on BHP
EI276,G00989, F006,177104163600,CRIS SUB 2 RL,5/25/2016,48,142,737,1000,1075,753,
