API Well Number,Well Type Code,Well Name,Well Name Suffix,Company Name,Status Date,Status Code,Field Name,Surface Lease Number,Surface Area,Surface Block,Bottom Lease Number,Bottom Area,Bottom Block,Spud Date,Total Depth Date,BH Total MD (feet)
177054015400,D,  011,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,9/12/1984,PA,VR131, 00775,VR,  131, 00775,VR,  131,11/8/1975,12/16/1975,13714
177054015500,D, A003,ST00BP00,Pennzoil Producing Company,1/29/1987,PA,VR215,G02078,VR,  228,G02078,VR,  228,1/16/1976,3/12/1976,15072
177054015600,D, A002,ST00BP00,Talos ERT LLC,4/13/2018,PA,VR039,G02865,VR,   22,G02865,VR,   22,11/21/1975,12/24/1975,9981
177054015700,E,  002,ST00BP00,Newfield Exploration Company,2/28/1976,PA,VR155,G02872,VR,  155,G02872,VR,  155,1/12/1976,2/19/1976,14965
177054015800,D, B001,ST00BP01,"Cox Operating, L.L.C.",6/24/1999,ST,VR214,G02076,VR,  214,G02076,VR,  214,3/17/1976,5/16/1976,15795
177054015801,D, B001,ST01BP00,Chevron U.S.A. Inc.,7/17/1999,ST,VR214,G02076,VR,  214,G02076,VR,  214,6/24/1999,7/5/1999,11205
177054015802,D, B001,ST02BP00,Chevron U.S.A. Inc.,8/3/1999,PA,VR214,G02076,VR,  214,G02076,VR,  214,7/17/1999,7/24/1999,11775
177054015870,D, B001,ST00BP00,Chevron U.S.A. Inc.,2/17/1976,ST,VR214,G02076,VR,  214,G02076,VR,  214,12/23/1975,2/17/1976,13156
177054015900,D,  006,ST00BP01,MidCon Exploration Company - Gulf Coast,1/12/1976,PA,VR162,G01128,VR,  162,G01128,VR,  162,12/31/1975,1/12/1976,9000
177054015970,E,  006,ST00BP00,MidCon Exploration Company - Gulf Coast,12/31/1975,ST,VR162,G01128,VR,  162,G01128,VR,  162,12/13/1975,12/31/1975,9205
177054016000,D, E002,ST00BP00,"EPL Oil & Gas, LLC",10/30/2014,PA,VR039, 00205,VR,   38, 00205,VR,   38,3/5/1976,4/8/1976,11123
177054016100,D, E003,ST00BP00,"EPL Oil & Gas, LLC",11/4/2014,PA,VR039, 00205,VR,   38, 00205,VR,   38,4/14/1976,5/5/1976,11010
177054016200,D,CF004,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,11/27/1990,PA,VR039,G02866,VR,   23,G02866,VR,   23,2/4/1976,3/11/1976,11127
177054016300,D,  006,ST00BP00,"Dynamic Offshore Resources NS, LLC",12/9/1993,PA,VR162,G01127,VR,  161,G01127,VR,  161,3/3/1976,4/4/1976,11792
177054016400,D, A003,ST00BP00,Talos ERT LLC,4/26/2001,ST,VR039,G02865,VR,   22,G02865,VR,   22,1/5/1976,2/3/1976,9650
177054016401,D, A003,ST01BP00,Talos ERT LLC,4/12/2018,PA,VR039,G02865,VR,   22,G02865,VR,   22,4/26/2001,5/1/2001,7550
177054016500,D, A004,ST00BP00,Talos ERT LLC,4/13/2018,PA,VR039,G02865,VR,   22,G02865,VR,   22,2/7/1976,3/13/1976,10080
177054016700,D,  003,ST00BP00,"Hilcorp Energy GOM, LLC",7/10/2007,PA,VR039, 00206,VR,   39, 00206,VR,   39,6/29/1976,7/9/1976,8608
177054016800,D,  004,ST00BP00,Talos ERT LLC,8/27/1985,PA,VR039,G02865,VR,   22,G02865,VR,   22,3/15/1976,5/26/1976,11270
177054016900,D, A002,ST00BP00,Fieldwood Energy Offshore LLC,5/5/2018,PA,VR060,G02870,VR,   60,G02870,VR,   60,3/23/1976,4/7/1976,9460
177054017000,D, A005,ST00BP00,Talos ERT LLC,4/13/2018,PA,VR039,G02865,VR,   22,G02865,VR,   22,3/16/1976,4/4/1976,9871
177054017100,D, B002,ST00BP00,"Cox Operating, L.L.C.",6/20/2001,TA,VR214,G02076,VR,  214,G02076,VR,  214,6/7/1976,6/24/1976,10609
177054017200,D, A003,ST00BP00,Fieldwood Energy Offshore LLC,5/5/2018,PA,VR060,G02870,VR,   60,G02870,VR,   60,5/3/1976,5/15/1976,10163
177054017300,D,CF005,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,11/27/1990,PA,VR039,G02866,VR,   23,G02866,VR,   23,3/15/1976,4/10/1976,9900
177054017400,D,JA001,ST00BP01,McMoRan Oil & Gas LLC,7/25/2001,PA,VR159,G03125,VR,  144,G03125,VR,  144,5/17/1976,7/7/1976,16647
177054017470,D,JA001,ST00BP00,McMoRan Oil & Gas LLC,5/17/1976,ST,VR159,G03125,VR,  144,G03125,VR,  144,3/12/1976,5/6/1976,15801
177054017500,D, A004,ST00BP00,Pennzoil Producing Company,2/8/1987,PA,VR215,G02078,VR,  228,G02078,VR,  228,4/7/1976,4/24/1976,10476
177054017600,D, A004,ST00BP00,Fieldwood Energy Offshore LLC,5/5/2018,PA,VR060,G02870,VR,   60,G02870,VR,   60,4/11/1976,4/19/1976,7432
177054017700,D, A006,ST00BP00,Talos ERT LLC,4/13/2018,PA,VR039,G02865,VR,   22,G02865,VR,   22,4/6/1976,3/24/1977,10310
177054017800,D, A007,ST00BP00,Talos ERT LLC,4/12/2018,PA,VR039,G02865,VR,   22,G02865,VR,   22,4/25/1976,3/21/1977,9885
177054017900,D, A005,ST00BP00,Pennzoil Producing Company,2/6/1987,PA,VR215,G02078,VR,  228,G02078,VR,  228,6/27/1976,8/12/1976,13990
177054018000,D,CF006,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,11/27/1990,PA,VR039,G02866,VR,   23,G02866,VR,   23,4/15/1976,5/18/1976,11440
177054018100,D,  005,ST00BP00,Talos ERT LLC,8/27/1985,PA,VR039,G02865,VR,   22,G02865,VR,   22,6/15/1976,11/10/1976,10389
177054018200,D, E004,ST00BP00,"EPL Oil & Gas, LLC",11/9/2014,PA,VR039, 00205,VR,   38, 00205,VR,   38,5/28/1976,6/12/1976,10878
177054018300,D, A006,ST00BP00,Pennzoil Producing Company,2/18/1987,PA,VR215,G02078,VR,  228,G02078,VR,  228,4/29/1976,6/10/1976,14139
177054018400,D, A005,ST00BP00,Fieldwood Energy Offshore LLC,5/5/2018,PA,VR060,G02870,VR,   60,G02870,VR,   60,4/22/1976,4/29/1976,5679
177054018500,D, A001,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,11/27/1990,PA,VR039,G02866,VR,   23,G02866,VR,   23,4/27/1976,5/28/1976,12419
177054018600,D,JB006,ST00BP00,Talos ERT LLC,4/8/2001,ST,VR039,G02865,VR,   22,G02865,VR,   22,5/10/1976,3/10/1977,10000
177054018601,D,JB006,ST01BP00,Talos ERT LLC,4/18/2001,ST,VR039,G02865,VR,   22,G02865,VR,   22,4/8/2001,4/13/2001,8482
177054018602,D,JB006,ST02BP00,Talos ERT LLC,9/24/2009,PA,VR039,G02865,VR,   22,G02865,VR,   22,4/18/2001,4/22/2001,8237
177054018700,D,  001,ST00BP00,Union Oil Company of California,5/20/1999,PA,VR039, 00208,VR,   42, 00208,VR,   42,5/10/1976,6/15/1976,13388
177054018800,E,  001,ST00BP00,CNOOC Petroleum U.S.A. Inc.,5/5/1998,ST,VR076, 00559,VR,   67, 00559,VR,   67,9/3/1976,9/28/1976,11645
177054018801,E,  001,ST01BP00,CNOOC Petroleum U.S.A. Inc.,3/25/2014,PA,VR076, 00559,VR,   67, 00559,VR,   67,5/6/1998,2/24/2003,11255
177054018900,D, A008,ST00BP00,Talos ERT LLC,4/13/2018,PA,VR039,G02865,VR,   22,G02865,VR,   22,5/16/1976,5/29/1976,10300
177054019000,D, A002,ST00BP01,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,11/27/1990,PA,VR039,G02866,VR,   23,G02866,VR,   23,8/28/1976,9/15/1976,10650
177054019070,D, A002,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,8/28/1976,ST,VR039,G02866,VR,   23,G02866,VR,   23,7/24/1976,8/15/1976,10464
177054019100,D, A006,ST00BP00,Fieldwood Energy Offshore LLC,5/5/2018,PA,VR060,G02870,VR,   60,G02870,VR,   60,5/19/1976,6/1/1976,10075
177054019200,D, A003,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,11/27/1990,PA,VR039,G02866,VR,   23,G02866,VR,   23,6/5/1976,6/28/1976,11100
177054019300,D, A011,ST00BP00,Talos ERT LLC,4/13/2018,PA,VR039,G02865,VR,   22,G02865,VR,   22,6/2/1976,3/28/1977,10250
177054019400,D, A009,ST00BP00,Talos ERT LLC,4/13/2018,PA,VR039,G02865,VR,   22,G02865,VR,   22,6/15/1976,7/6/1976,10700
177054019500,D, A010,ST00BP00,Talos ERT LLC,4/21/2018,PA,VR039,G02865,VR,   22,G02865,VR,   22,7/9/1976,7/21/1976,10480
177054019600,D,  009,ST00BP00,"Torch Energy Services, Inc.",8/9/1976,ST,VR086, 00172,VR,   86, 00172,VR,   86,6/29/1976,7/18/1976,11033
177054019601,D, A010,ST01BP00,"Torch Energy Services, Inc.",6/11/1994,PA,VR086, 00172,VR,   86, 00172,VR,   86,8/10/1976,9/2/1976,11942
177054019700,D, E005,ST00BP01,"EPL Oil & Gas, LLC",11/7/2014,PA,VR039, 00205,VR,   38, 00205,VR,   38,7/1/1976,7/17/1976,11300
177054019770,D, E005,ST00BP00,"EPL Oil & Gas, LLC",7/1/1976,ST,VR039, 00205,VR,   38, 00205,VR,   38,6/18/1976,6/30/1976,10343
177054019800,D, A008,ST00BP00,"Torch Energy Services, Inc.",6/12/1994,PA,VR086, 00172,VR,   86, 00172,VR,   86,6/24/1976,8/3/1976,11060
177054019900,D, B003,ST00BP00,"Cox Operating, L.L.C.",11/29/2011,ST,VR214,G02076,VR,  214,G02076,VR,  214,6/30/1976,9/5/1976,14700
177054019901,D, B003,ST01BP00,"Cox Operating, L.L.C.",12/26/2011,COM,VR214,G02076,VR,  214,G02076,VR,  214,11/29/2011,12/10/2011,12715
177054020000,D, E006,ST00BP00,"EPL Oil & Gas, LLC",11/4/2014,PA,VR039, 00205,VR,   38, 00205,VR,   38,7/2/1976,8/5/1976,11267
177054020100,D,JC008,ST00BP00,Talos ERT LLC,9/22/2009,PA,VR039,G02865,VR,   22,G02865,VR,   22,7/26/1976,8/20/1976,10900
177054020200,D, A004,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,11/27/1990,PA,VR039,G02866,VR,   23,G02866,VR,   23,6/29/1976,7/18/1976,10720
177054020300,D, A012,ST00BP02,Talos ERT LLC,4/13/2018,PA,VR039,G02865,VR,   22,G02865,VR,   22,8/28/1976,3/18/1977,11091
177054020370,D, A012,ST00BP00,Talos ERT LLC,8/21/1976,ST,VR039,G02865,VR,   22,G02865,VR,   22,7/28/1976,8/21/1976,10807
177054020371,D, A012,ST00BP01,Talos ERT LLC,8/28/1976,ST,VR039,G02865,VR,   22,G02865,VR,   22,8/21/1976,8/28/1976,10775
177054020400,D, A005,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,11/27/1990,PA,VR039,G02866,VR,   23,G02866,VR,   23,9/18/1976,10/5/1976,10280
177054020500,E,  002,ST00BP00,Chevron U.S.A. Inc.,9/12/1976,PA,VR214,G02076,VR,  214,G02076,VR,  214,8/6/1976,9/7/1976,14505
177054020600,E,  001,ST00BP00,BP America Production Company,10/12/1982,ST,VR046,G03120,VR,   34,G03120,VR,   34,8/10/1976,8/24/1976,11502
177054020601,D,  001,ST01BP00,BP America Production Company,6/2/1986,PA,VR046,G03120,VR,   34,G03120,VR,   34,10/12/1982,10/20/1982,9319
177054020700,D,JC009,ST00BP00,Talos ERT LLC,9/22/2009,PA,VR039,G02865,VR,   22,G02865,VR,   22,8/27/1976,10/4/1976,11100
177054020800,D, A013,ST00BP00,Talos ERT LLC,4/13/2018,PA,VR039,G02865,VR,   22,G02865,VR,   22,9/28/1976,3/13/1977,10370
177054020900,D, A014,ST00BP00,Talos ERT LLC,4/13/2018,PA,VR039,G02865,VR,   22,G02865,VR,   22,10/15/1976,10/28/1976,10116
177054021100,D, B004,ST00BP00,"Cox Operating, L.L.C.",10/6/1976,ST,VR214,G02076,VR,  214,G02076,VR,  214,9/15/1976,10/3/1976,10760
177054021101,D, B005,ST01BP00,"Cox Operating, L.L.C.",2/10/1999,ST,VR214,G02076,VR,  214,G02076,VR,  214,10/6/1976,10/22/1976,10550
177054021102,D, B005,ST02BP00,"Cox Operating, L.L.C.",2/20/1999,ST,VR214,G02076,VR,  214,G02076,VR,  214,2/15/1999,2/15/1999,9909
177054021103,D, B005,ST03BP00,"Cox Operating, L.L.C.",3/1/1999,ST,VR214,G02076,VR,  214,G02076,VR,  214,2/20/1999,2/21/1999,10111
177054021104,D, B005,ST04BP00,"Cox Operating, L.L.C.",3/20/1999,ST,VR214,G02076,VR,  214,G02076,VR,  214,3/1/1999,3/11/1999,10968
177054021105,D, B005,ST05BP00,"Cox Operating, L.L.C.",10/5/2011,TA,VR214,G02076,VR,  214,G02076,VR,  214,3/20/1999,3/24/1999,10956
177054021200,D,  010,ST00BP00,Talos ERT LLC,1/5/1985,PA,VR039,G02865,VR,   22,G02865,VR,   22,11/20/1976,1/25/1977,14500
177054021300,E,  001,ST00BP00,Conoco Inc.,11/30/1976,PA,VR120, 00496,VR,  123, 00496,VR,  123,11/10/1976,11/25/1976,11000
177054021500,D, A006,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,11/27/1990,PA,VR039,G02866,VR,   23,G02866,VR,   23,10/9/1976,11/10/1976,11565
177054021600,D, A015,ST00BP00,Talos ERT LLC,4/13/2018,PA,VR039,G02865,VR,   22,G02865,VR,   22,11/1/1976,11/14/1976,10463
177054021700,D, A007,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,11/27/1990,PA,VR039,G02866,VR,   23,G02866,VR,   23,3/21/1977,4/14/1977,11496
177054021800,D, B006,ST00BP00,"Cox Operating, L.L.C.",6/20/2001,TA,VR214,G02076,VR,  214,G02076,VR,  214,10/28/1976,11/13/1976,11200
177054021801,D, B006,ST01BP00,Chevron U.S.A. Inc.,3/7/2001,CNL,VR214,G02076,VR,  214,G02076,VR,  214,,,*****
177054021900,E,  002,ST00BP01,McMoRan Oil & Gas LLC,5/5/1977,PA,VR159,G03125,VR,  144,G03125,VR,  144,2/23/1977,4/16/1977,18433
177054021970,E,  002,ST00BP00,McMoRan Oil & Gas LLC,2/23/1977,ST,VR159,G03125,VR,  144,G03125,VR,  144,11/20/1976,2/6/1977,17004
177054022000,D,JB011,ST00BP01,Talos ERT LLC,9/22/2009,PA,VR039,G02865,VR,   22,G02865,VR,   22,12/30/1976,1/31/1977,10720
177054022070,D,JB011,ST00BP00,Talos ERT LLC,12/30/1976,ST,VR039,G02865,VR,   22,G02865,VR,   22,11/23/1976,12/22/1976,10654
177054022100,D,  009,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,7/16/1989,PA,VR039,G02866,VR,   23,G02866,VR,   23,3/7/1977,4/11/1977,10958
177054022200,D,  008,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,7/16/1989,PA,VR039,G02866,VR,   23,G02866,VR,   23,1/25/1977,2/28/1977,10910
177054022300,D,  007,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,7/16/1989,PA,VR039,G02866,VR,   23,G02866,VR,   23,1/1/1977,1/24/1977,10293
177054022400,E,  001,ST00BP00,Chevron U.S.A. Inc.,2/8/1977,PA,VR214,G03129,VR,  213,G03129,VR,  213,12/20/1976,1/30/1977,15099
177054022500,D, A008,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,11/27/1990,PA,VR039,G02866,VR,   23,G02866,VR,   23,1/22/1977,3/4/1977,11731
177054022600,E,  007,ST00BP00,Union Oil Company of California,2/14/1977,PA,VR039, 00341,VR,   39, 00341,VR,   39,1/21/1977,2/5/1977,9315
177054022700,E,JB012,ST00BP00,Talos ERT LLC,9/21/2009,PA,VR039,G02865,VR,   22,G02865,VR,   22,2/2/1977,2/24/1977,10788
177054022800,E,  001,ST00BP00,"Maritech Resources, Inc.",6/7/1977,PA,VR147,G03394,VR,  146,G03394,VR,  146,5/6/1977,6/1/1977,13034
177054022900,D, B007,ST00BP00,"Cox Operating, L.L.C.",11/9/1998,TA,VR214,G02076,VR,  214,G02076,VR,  214,2/11/1977,3/12/1977,12990
177054023000,E,  010,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,7/23/1977,PA,VR039,G02866,VR,   23,G02866,VR,   23,4/30/1977,7/20/1977,10571
177054023100,E,  001,ST00BP00,McMoRan Oil & Gas Co.,5/15/1977,PA,VR014,G03390,VR,   25,G03390,VR,   25,2/2/1977,4/21/1977,12216
177054023300,D, A009,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,11/27/1990,PA,VR039,G02866,VR,   23,G02866,VR,   23,2/23/1977,3/18/1977,12012
177054023400,E,  002,ST00BP00,Chevron U.S.A. Inc.,5/22/1978,PA,VR214,G03129,VR,  213,G03129,VR,  213,2/10/1977,3/17/1977,13860
177054023500,D, A001,ST00BP00,"W & T Offshore, Inc.",7/3/2009,PA,VR084,G03124,VR,   84,G03124,VR,   84,3/2/1977,3/26/1977,11085
177054023600,D,  008,ST00BP00,"Apache Shelf, Inc.",3/21/1977,PA,VR046, 00549,VR,   35, 00549,VR,   35,3/11/1977,3/19/1977,9000
177054023700,E, C001,ST00BP00,Houston Oil & Minerals Corporation,2/17/1991,PA,VR050,G03392,VR,   50,G03392,VR,   50,3/19/1977,5/27/1977,18000
177054023800,E,  004,ST00BP00,"EPL Oil & Gas, LLC",2/26/1982,ST,VR039, 00206,VR,   39, 00206,VR,   39,1/12/1981,3/29/1981,12057
177054023801,D,  004,ST01BP00,"EPL Oil & Gas, LLC",12/17/2014,PA,VR039, 00206,VR,   39, 00206,VR,   39,2/26/1982,3/12/1982,8869
177054023900,D,  011,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,7/16/1989,PA,VR039,G02866,VR,   23,G02866,VR,   23,4/1/1977,4/28/1977,10998
177054024000,D,  006,ST00BP00,"Hilcorp Energy GOM, LLC",6/4/1996,PA,VR039, 00206,VR,   39, 00206,VR,   39,9/22/1978,11/3/1978,10821
177054024100,D, B008,ST00BP00,"Cox Operating, L.L.C.",12/3/2010,ST,VR214,G02076,VR,  214,G02076,VR,  214,4/8/1977,4/26/1977,11878
177054024101,D, B008,ST01BP00,"Cox Operating, L.L.C.",12/28/2010,COM,VR214,G02076,VR,  214,G02076,VR,  214,12/3/2010,12/14/2010,14007
177054024200,E, B001,ST00BP00,Houston Oil & Minerals Corporation,2/17/1991,PA,VR050,G03392,VR,   50,G03392,VR,   50,4/12/1977,5/31/1977,14933
177054024300,D, A002,ST00BP00,"W & T Offshore, Inc.",7/25/2009,PA,VR084,G03124,VR,   84,G03124,VR,   84,3/31/1977,4/11/1977,10875
177054024400,D, B001,ST00BP00,MOBIL OIL EXPLORATION & PRODUCING SOUTHEAST INC.,11/27/1990,PA,VR039,G02866,VR,   23,G02866,VR,   23,5/11/1977,6/4/1977,13546
177054024500,D,  009,ST00BP00,"Apache Shelf, Inc.",6/30/1995,PA,VR046, 00549,VR,   35, 00549,VR,   35,3/6/1978,3/16/1978,10000
177054024600,E,  008,ST00BP00,"General Atlantic Resources, Inc.",5/23/1977,PA,VR071,G01119,VR,   52,G01119,VR,   52,4/25/1977,5/19/1977,10962
177054024700,D, A003,ST00BP00,"W & T Offshore, Inc.",7/25/2009,PA,VR084,G03124,VR,   84,G03124,VR,   84,4/16/1977,4/26/1977,10280
177054024800,D, A004,ST00BP00,"W & T Offshore, Inc.",6/6/1998,ST,VR084,G03124,VR,   84,G03124,VR,   84,4/29/1977,5/7/1977,9302
177054024801,D, A004,ST01BP00,"W & T Offshore, Inc.",8/1/1998,ST,VR084,G03124,VR,   84,G03124,VR,   84,6/6/1998,7/25/1998,12765
177054024802,D, A004,ST01BP01,"W & T Offshore, Inc.",9/24/1998,ST,VR084,G03124,VR,   84,G03124,VR,   84,8/1/1998,8/24/1998,15491
177054024803,D, A004,ST01BP02,"W & T Offshore, Inc.",6/7/2000,ST,VR084,G03124,VR,   84,G03124,VR,   84,9/24/1998,10/8/1998,14680
177054024804,D, A004,ST02BP00,"W & T Offshore, Inc.",7/25/2009,PA,VR084,G03124,VR,   84,G03124,VR,   84,6/8/2000,6/13/2000,9400
177054024900,D, F001,ST00BP00,"EPL Oil & Gas, LLC",1/15/2001,ST,VR039, 00205,VR,   38, 00205,VR,   38,5/4/1977,5/23/1977,11040
177054024901,E, F001,ST01BP00,"EPL Oil & Gas, LLC",7/19/2015,PA,VR039, 00205,VR,   38, 00205,VR,   38,1/15/2001,1/28/2001,10682
177054025000,E,  002,ST00BP00,McMoRan Oil & Gas Co.,11/18/1977,PA,VR014,G03390,VR,   25,G03390,VR,   25,5/16/1977,9/20/1977,15126
177054025100,E, C002,ST00BP00,Houston Oil & Minerals Corporation,2/17/1991,PA,VR050,G03392,VR,   50,G03392,VR,   50,6/26/1977,10/20/1977,13570
177054025200,D, A008,ST00BP00,Mobil Exploration and Producing North America Inc.,6/9/1988,PA,VR182,G02074,VR,  182,G02074,VR,  182,12/3/1977,1/4/1978,11352
177054025300,E, B002,ST00BP00,Houston Oil & Minerals Corporation,2/17/1991,PA,VR050,G03392,VR,   50,G03392,VR,   50,6/6/1977,8/16/1977,15200
177054025400,D, F002,ST00BP00,"EPL Oil & Gas, LLC",7/21/2015,PA,VR039, 00205,VR,   38, 00205,VR,   38,6/4/1977,6/25/1977,10800
177054025500,D, N003,ST00BP02,"EPL Oil & Gas, LLC",7/2/2015,PA,VR039, 00205,VR,   38, 00206,VR,   39,10/9/1977,10/14/1977,10200
177054025570,D, N003,ST00BP00,"EPL Oil & Gas, LLC",9/9/1977,ST,VR039, 00205,VR,   38, 00206,VR,   39,8/21/1977,9/9/1977,10238
177054025571,D, N003,ST00BP01,"EPL Oil & Gas, LLC",10/8/1977,ST,VR039, 00205,VR,   38, 00206,VR,   39,10/2/1977,10/8/1977,10353
177054025600,E,  004,ST00BP00,Union Oil Company of California,7/24/1977,ST,VR076, 00557,VR,   66, 00557,VR,   66,7/13/1977,7/23/1977,10200
177054025601,E,  005,ST01BP00,Union Oil Company of California,8/19/1977,PA,VR076, 00557,VR,   66, 00557,VR,   66,7/24/1977,8/19/1977,11420
177054025700,D, B001,ST00BP00,"Samson Contour Energy E&P, LLC",8/15/2010,PA,VR218,G01142,VR,  218,G01142,VR,  218,8/23/1977,9/17/1977,10869
177054025800,D, A004,ST00BP00,"W & T Offshore, Inc.",3/16/2016,PA,VR218,G01144,VR,  226,G01143,VR,  225,11/14/1979,12/26/1979,12475
177054025900,E,  001,ST00BP00,McMoRan Oil & Gas LLC,2/7/2000,PA,VR159,G03128,VR,  159,G03128,VR,  159,8/2/1977,10/10/1977,16197
177054026000,D,  012,ST00BP00,Talos Energy Offshore LLC,5/9/2000,TA,VR131, 00775,VR,  131, 00775,VR,  131,8/28/1977,9/26/1977,11953
177054026100,E,  001,ST00BP00,Chevron U.S.A. Inc.,6/2/1983,PA,VR039,G03543,VR,   24,G03543,VR,   24,10/15/1977,11/16/1977,10650
177054026200,E,  005,ST00BP01,Union Oil Company of California,1/8/1978,PA,VR076, 00558,VR,   66, 00558,VR,   66,12/9/1977,12/31/1977,11451
177054026270,E,  005,ST00BP00,Union Oil Company of California,12/9/1977,ST,VR076, 00558,VR,   66, 00558,VR,   66,11/11/1977,12/4/1977,10577
177054026300,E,  005,ST00BP00,Houston Oil & Minerals Corporation,2/23/1978,PA,VR050,G03392,VR,   50,G03392,VR,   50,1/23/1978,2/20/1978,12800
177054026400,E, D001,ST00BP00,Houston Oil & Minerals Corporation,2/17/1991,PA,VR050,G03392,VR,   50,G03392,VR,   50,10/8/1977,1/13/1978,19000
177054026500,D,  013,ST00BP00,Talos Petroleum LLC,5/20/1997,ST,VR131, 00775,VR,  131, 00775,VR,  131,12/16/1977,1/23/1978,12850
177054026501,D,  013,ST01BP00,Talos Energy Offshore LLC,2/5/2013,TA,VR131, 00775,VR,  131, 00775,VR,  131,5/20/1997,6/5/1997,11500
177054026600,E, A001,ST00BP01,Hess Corporation,11/14/2002,PA,VR076,G03546,VR,   58,G03546,VR,   58,1/2/1978,1/8/1978,13500
177054026670,D, A001,ST00BP00,Hess Corporation,1/2/1978,ST,VR076,G03546,VR,   58,G03546,VR,   58,11/14/1977,1/1/1978,12345
177054026700,D, G006,ST00BP01,"Black Elk Energy Offshore Operations, LLC",10/28/2016,PA,VR120, 00487,VR,  119, 00487,VR,  119,5/15/1980,5/27/1980,8340
177054026770,E, G001,ST00BP00,"Black Elk Energy Offshore Operations, LLC",5/15/1980,ST,VR120, 00487,VR,  119, 00487,VR,  119,10/3/1977,10/26/1977,10736
177054026800,E,  003,ST00BP00,McMoRan Oil & Gas Co.,11/20/1977,PA,VR014,S00862,VR,   26,G03390,VR,   25,10/3/1977,11/5/1977,11351
177054026900,D, E002,ST00BP00,Chevron U.S.A. Inc.,3/15/2007,PA,VR245,G01146,VR,  245,G01146,VR,  245,5/27/1978,7/9/1978,12818
177054027000,D, B002,ST00BP00,"Apache Shelf, Inc.",6/7/2000,PA,VR102,G03393,VR,  102,G03393,VR,  102,10/21/1977,12/25/1977,11050
177054027200,E,  002,ST00BP00,Chevron U.S.A. Inc.,12/8/1977,PA,VR039,G03543,VR,   24,G03543,VR,   24,11/12/1977,12/8/1977,11052
177054027300,E,  001,ST00BP00,Rutherford Oil Corporation,6/29/1983,PA,VR071,G03548,VR,   73,G03548,VR,   73,11/16/1977,1/25/1978,14185
177054027400,D, A001,ST00BP00,"Apache Shelf, Inc.",12/27/2002,ST,VR102,G03393,VR,  102,G03393,VR,  102,3/11/1978,1/2/1979,8295
177054027401,D, A001,ST01BP00,"Apache Shelf, Inc.",7/1/2014,PA,VR102,G03393,VR,  102,G03393,VR,  102,12/27/2002,1/25/2003,9644
177054027500,D, B003,ST00BP00,"Apache Shelf, Inc.",10/15/2000,PA,VR102,G03393,VR,  102,G03393,VR,  102,7/30/1978,10/11/1978,11292
177054027600,E,  004,ST00BP01,McMoRan Oil & Gas Co.,9/20/1978,PA,VR014,G03390,VR,   25,G03390,VR,   25,2/21/1978,6/19/1978,16010
177054027670,E,  004,ST00BP00,McMoRan Oil & Gas Co.,2/21/1978,ST,VR014,G03390,VR,   25,G03390,VR,   25,11/22/1977,1/17/1978,11165
177054027700,D,  014,ST00BP02,Talos Petroleum LLC,7/25/2009,PA,VR131, 00775,VR,  131, 00775,VR,  131,4/5/1978,4/18/1978,14356
177054027770,E,  014,ST00BP00,Talos Petroleum LLC,2/24/1978,ST,VR131, 00775,VR,  131, 00775,VR,  131,12/27/1977,2/1/1978,13428
177054027771,E,  014,ST00BP01,Talos Petroleum LLC,4/5/1978,ST,VR131, 00775,VR,  131, 00775,VR,  131,2/24/1978,3/25/1978,13375
177054027800,D, A009,ST00BP00,Mobil Exploration and Producing North America Inc.,6/5/1988,PA,VR182,G02074,VR,  182,G02074,VR,  182,1/8/1978,2/6/1978,10540
177054027900,E,  003,ST00BP00,Samedan Oil Corporation,1/15/1980,PA,VR076, 00249,VR,   76, 00249,VR,   76,7/9/1979,12/26/1979,16700
177054028000,E, D002,ST00BP00,Houston Oil & Minerals Corporation,2/17/1991,PA,VR050,G03392,VR,   50,G03392,VR,   50,1/23/1978,2/24/1978,12535
