facility_id,facility_name,country,region,water_depth_m,depth_band,host_type,concept_type,tree_type
1326,Dzheitune Lam C Platform,Turkmenistan,Caspian & Russia,8.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1327,Dzhygalybeg (Zhdanov) A Platform,Turkmenistan,Caspian & Russia,8.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1327,Dzhygalybeg (Zhdanov) B Platform,Turkmenistan,Caspian & Russia,8.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1873,E-CE,South Africa,West Africa,150.0,150-500 m (deep shelf),Subsea Tieback,subsea_tieback,wet
273,East Azeri Platform,Azerbaijan,Caspian & Russia,150.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
785,East Belumut A,Malaysia,Asia-Pacific,61.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
695,East Brae Platform,UK,North Sea & NW Europe,113.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
170,East Breaks 110 Fixed Platform,US,US Gulf of Mexico,213.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
1843,East Hub FPSO,Angola,West Africa,500.0,500-1500 m (deepwater),FPSO,fpso,wet
1534,East Natuna Platform,Indonesia,Asia-Pacific,,,Fixed Platform,fixed_jacket,dry
767,Ebouri Production Platform,Gabon,West Africa,,,Fixed Platform,fixed_jacket,dry
156,EC 373,US,US Gulf of Mexico,670.0,500-1500 m (deepwater),Fixed Platform,fixed_jacket,dry
662,Egina FPSO,Nigeria,West Africa,1600.0,1500-3000 m (ultra-deepwater),FPSO,fpso,wet
822,Eider Platform,UK,North Sea & NW Europe,159.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
556,Ekofisk 2/4 Z,Norway,North Sea & NW Europe,75.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
556,Ekofisk Center,Norway,North Sea & NW Europe,75.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
556,Ekofisk South Wellhead Platform,Norway,North Sea & NW Europe,75.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1460,El Bouri FSO,Libya,Mediterranean & N Africa,160.0,150-500 m (deep shelf),FSO/FSU,,other
556,Eldfisk 2/7 B,Norway,North Sea & NW Europe,75.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
556,Eldfisk 2/7A,Norway,North Sea & NW Europe,75.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
287,Elgin Platform,UK,North Sea & NW Europe,93.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
287,Elgin PUQ,UK,North Sea & NW Europe,93.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
737,Ellen Platform,US,US Gulf of Mexico,81.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
737,Elly Platform,US,US Gulf of Mexico,81.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
155,Enchilada Fixed Platform,US,US Gulf of Mexico,215.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
1190,EnQuest Producer,UK,North Sea & NW Europe,74.0,0-150 m (shallow shelf),FPSO,fpso,wet
632,Epsilon Platform,Greece,Mediterranean & N Africa,32.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
658,Erha FPSO,Nigeria,West Africa,1200.0,500-1500 m (deepwater),FPSO,fpso,wet
282,Espadarte FPSO,Brazil,South America & Caribbean,850.0,500-1500 m (deepwater),FPSO,fpso,wet
365,Espirito Santo FPSO,Brazil,South America & Caribbean,1780.0,1500-3000 m (ultra-deepwater),FPSO,fpso,wet
737,Eureka Platform,US,US Gulf of Mexico,213.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
483,EW 910 Platform A,US,US Gulf of Mexico,168.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
1876,F-A Platform,South Africa,West Africa,100.0,0-150 m (shallow shelf),Subsea Tieback,subsea_tieback,wet
1111,Falcon Subsea,UK,North Sea & NW Europe,,,Subsea Tieback,subsea_tieback,wet
1498,Farwah FPSO,Libya,Mediterranean & N Africa,90.0,0-150 m (shallow shelf),FPSO,fpso,wet
1793,Fateh Complex,UAE,Middle East,50.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
670,Firenze FPSO,Italy,Mediterranean & N Africa,850.0,500-1500 m (deepwater),FPSO,fpso,wet
443,Forties Alpha Fixed Platform,UK,North Sea & NW Europe,107.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
443,Forties Alpha Satellite Platform,UK,North Sea & NW Europe,107.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
443,Forties Bravo Fixed Platform,UK,North Sea & NW Europe,107.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
443,Forties Charlie Fixed Platform,UK,North Sea & NW Europe,107.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
443,Forties Delta Fixed Platform,UK,North Sea & NW Europe,107.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
443,Forties Echo Fixed Platform,UK,North Sea & NW Europe,107.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
443,Forties Unity Riser Platform,UK,North Sea & NW Europe,107.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
586,FPF-1,UK,North Sea & NW Europe,85.0,0-150 m (shallow shelf),FPU/FPS,semisub_fps,wet
313,Frade FPSO,Brazil,South America & Caribbean,1128.0,500-1500 m (deepwater),FPSO,fpso,wet
287,Franklin Platform,UK,North Sea & NW Europe,93.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
337,Front Puffin FPSO,Australia,Asia-Pacific,110.0,0-150 m (shallow shelf),FPSO,fpso,wet
120,Front Runner SPAR,US,US Gulf of Mexico,1006.0,500-1500 m (deepwater),SPAR,spar,dry
410,Fulla Subsea,Norway,North Sea & NW Europe,111.0,0-150 m (shallow shelf),Subsea Tieback,subsea_tieback,wet
908,Fulmar A Platform,UK,North Sea & NW Europe,81.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1029,Fyne Production Facility,UK,North Sea & NW Europe,283.0,150-500 m (deep shelf),FPSO,fpso,wet
1461,Gajah Baru Central Processing Platform,Indonesia,Asia-Pacific,,,Fixed Platform,fixed_jacket,dry
403,Gajah Baru Wellhead Platform,Indonesia,Asia-Pacific,,,Fixed Platform,fixed_jacket,dry
500,Galata Platform,Bulgaria,Caspian & Russia,,,Fixed Platform,fixed_jacket,dry
362,Galoc Subsea,Philippines,Asia-Pacific,400.0,150-500 m (deep shelf),Subsea Tieback,subsea_tieback,wet
361,Gamma Subsea,Norway,North Sea & NW Europe,226.0,150-500 m (deep shelf),Subsea Tieback,subsea_tieback,wet
464,Gas Processing Platform,Trin. & Tobago,South America & Caribbean,30.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
169,GB 236 Platform,US,US Gulf of Mexico,209.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
672,Gehem FPU,Indonesia,Asia-Pacific,1829.0,1500-3000 m (ultra-deepwater),FPU/FPS,semisub_fps,wet
672,Gendalo FPU,Indonesia,Asia-Pacific,1829.0,1500-3000 m (ultra-deepwater),FPU/FPS,semisub_fps,wet
159,Genesis SPAR Platform,US,US Gulf of Mexico,790.0,500-1500 m (deepwater),SPAR,spar,dry
1304,Geographe Subsea Tieback,Australia,Asia-Pacific,85.0,0-150 m (shallow shelf),Subsea Tieback,subsea_tieback,wet
306,Gimboa FPSO,Angola,West Africa,700.0,500-1500 m (deepwater),FPSO,fpso,wet
821,Gina Krog FSO,Norway,North Sea & NW Europe,120.0,0-150 m (shallow shelf),FSO/FSU,,other
821,Gina Krog Platform,Norway,North Sea & NW Europe,119.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
325,Girassol FPSO,Angola,West Africa,1350.0,500-1500 m (deepwater),FPSO,fpso,wet
286,Gjoa FPU,Norway,North Sea & NW Europe,360.0,150-500 m (deep shelf),FPU/FPS,semisub_fps,wet
440,Glas Dowr FPSO,Australia,Asia-Pacific,344.0,150-500 m (deep shelf),FPSO,fpso,wet
629,Global Producer III FPSO,UK,North Sea & NW Europe,140.0,0-150 m (shallow shelf),FPSO,fpso,wet
157,Global Producer VII Truss Spar,US,US Gulf of Mexico,945.0,500-1500 m (deepwater),SPAR,spar,dry
924,Golden Eagle PUQ,UK,North Sea & NW Europe,114.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
924,Golden Eagle WHP,UK,North Sea & NW Europe,114.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
309,Goldeneye FSO,UK,North Sea & NW Europe,122.0,0-150 m (shallow shelf),FSO/FSU,,other
400,Goliat FPSO,Norway,North Sea & NW Europe,400.0,150-500 m (deep shelf),FPSO,fpso,wet
161,Gomez Hub (ATP Innovator),US,US Gulf of Mexico,914.0,500-1500 m (deepwater),FPU/FPS,semisub_fps,wet
1431,Gorm Platforms,Denmark,North Sea & NW Europe,39.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1526,Grane Platform,Norway,North Sea & NW Europe,127.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
271,Greater Gorgon Subsea,Australia,Asia-Pacific,1300.0,500-1500 m (deepwater),Subsea Tieback,subsea_tieback,wet
1390,Greater Plutonio FPSO,Angola,West Africa,1450.0,500-1500 m (deepwater),FPSO,fpso,wet
1529,Gryphon Alpha FPSO,UK,North Sea & NW Europe,112.0,0-150 m (shallow shelf),FPSO,fpso,wet
374,Gudrun Platform,Norway,North Sea & NW Europe,110.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
505,Guendalina Platform,Italy,Mediterranean & N Africa,20.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
505,Guendalina Subsea Tie-Back,Italy,Mediterranean & N Africa,20.0,0-150 m (shallow shelf),Subsea Tieback,subsea_tieback,wet
198,Gullfaks A Platform,Norway,North Sea & NW Europe,138.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
198,Gullfaks B Platform,Norway,North Sea & NW Europe,143.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
198,Gullfaks C Platform,Norway,North Sea & NW Europe,143.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1247,Gumusut - Kakap FPS,Malaysia,Asia-Pacific,1000.0,500-1500 m (deepwater),FPU/FPS,semisub_fps,wet
273,Gunashli CPU,Azerbaijan,Caspian & Russia,175.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
273,Gunashli Drilling/Production Platform,Azerbaijan,Caspian & Russia,175.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
1443,Guntong Hub,Malaysia,Asia-Pacific,64.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1420,Gyda PDQ,Norway,North Sea & NW Europe,66.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
723,Haewene Brim FPSO,UK,North Sea & NW Europe,85.0,0-150 m (shallow shelf),FPSO,fpso,wet
336,Hai Yang Shi You 117 FPSO,China,Asia-Pacific,23.0,0-150 m (shallow shelf),FPSO,fpso,wet
1430,Halfdan B,Denmark,North Sea & NW Europe,43.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1430,Halfdan D,Denmark,North Sea & NW Europe,43.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
839,Halyard/Spar Subsea Tieback,Australia,Asia-Pacific,,,Subsea Tieback,subsea_tieback,wet
1685,Hanze GBS,Netherlands,North Sea & NW Europe,44.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1428,Harald A,Denmark,North Sea & NW Europe,64.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1428,Harald B Accommodation Unit,Denmark,North Sea & NW Europe,,,Fixed Platform,fixed_jacket,dry
1533,Harding Platform,UK,North Sea & NW Europe,111.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
347,Harmony Fixed Platform,US,US Gulf of Mexico,365.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
731,Harriet Bravo Platform,Australia,Asia-Pacific,24.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1458,Hasdrubal Platform,Tunisia,Mediterranean & N Africa,60.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1738,Heather A Platform,UK,North Sea & NW Europe,144.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
486,Hebron GBS,Canada,Atlantic Canada & Arctic,92.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
427,Heidelberg Spar,US,US Gulf of Mexico,1608.0,1500-3000 m (ultra-deepwater),SPAR,spar,dry
437,Heidrun FSU,Norway,North Sea & NW Europe,351.0,150-500 m (deep shelf),FSO/FSU,,other
437,Heidrun TLP,Norway,North Sea & NW Europe,351.0,150-500 m (deep shelf),TLP,tlp,dry
1698,Heimdal Gas Center,Norway,North Sea & NW Europe,122.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1101,Hejre Platform,Denmark,North Sea & NW Europe,70.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
607,Helix Producer I,US,US Gulf of Mexico,2679.0,1500-3000 m (ultra-deepwater),FPU/FPS,semisub_fps,wet
347,Heritage Fixed Platform,US,US Gulf of Mexico,328.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
277,Hibernia,Canada,Atlantic Canada & Arctic,80.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1515,High Island A Platform,US,US Gulf of Mexico,11.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1515,High Island B Platform,US,US Gulf of Mexico,11.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
307,Holstein Spar Platform,US,US Gulf of Mexico,1324.0,500-1500 m (deepwater),SPAR,spar,dry
347,Hondo Fixed Platform,US,US Gulf of Mexico,259.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
315,Hoover Deep Draft Caisson Vessel platform (DDCV),US,US Gulf of Mexico,1420.0,500-1500 m (deepwater),DDCV,spar,dry
146,Horn Mountain SPAR Platform,US,US Gulf of Mexico,1653.0,1500-3000 m (ultra-deepwater),SPAR,spar,dry
549,Huldra Wellhead Platform,Norway,North Sea & NW Europe,125.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
378,Hummingbird Spirit FPSO,UK,North Sea & NW Europe,120.0,0-150 m (shallow shelf),FPSO,fpso,wet
376,Iago Platform,Australia,Asia-Pacific,200.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
384,Ichthys CPF,Australia,Asia-Pacific,280.0,150-500 m (deep shelf),FLNG,flng,wet
384,Ichthys FPSO,Australia,Asia-Pacific,280.0,150-500 m (deep shelf),FPSO,fpso,wet
1039,Ikdam FPSO,Malaysia,Asia-Pacific,76.0,0-150 m (shallow shelf),FPSO,fpso,wet
434,Inde AC Platform,UK,North Sea & NW Europe,23.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
121,Independence Hub Semisub,US,US Gulf of Mexico,2700.0,1500-3000 m (ultra-deepwater),Semisub,semisub_fps,wet
1586,ISND Central Production Station,Qatar,Middle East,40.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1586,ISND Complex,Qatar,Middle East,40.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1252,Ivar Aasen (Draupne) Platform,Norway,North Sea & NW Europe,111.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1379,Iwafune-Oki Platform,Japan,Asia-Pacific,36.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
541,J10D Drilling Platform,Egypt,Mediterranean & N Africa,,,Fixed Platform,fixed_jacket,dry
541,J10G Gas Lift Platform,Egypt,Mediterranean & N Africa,,,Fixed Platform,fixed_jacket,dry
541,J10P Processing Platform,Egypt,Mediterranean & N Africa,,,Fixed Platform,fixed_jacket,dry
541,J22 Water Injection Platform,Egypt,Mediterranean & N Africa,,,Fixed Platform,fixed_jacket,dry
541,J4 Wellhead Platform,Egypt,Mediterranean & N Africa,,,Fixed Platform,fixed_jacket,dry
541,J6 Wellhead Platform,Egypt,Mediterranean & N Africa,,,Fixed Platform,fixed_jacket,dry
541,J8 Wellhead Platform,Egypt,Mediterranean & N Africa,,,Fixed Platform,fixed_jacket,dry
340,Jack/St. Malo FPU,US,US Gulf of Mexico,2134.0,1500-3000 m (ultra-deepwater),FPU/FPS,semisub_fps,wet
323,Jacky Platform,UK,North Sea & NW Europe,40.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
748,Jangkrik Barge FPU,Indonesia,Asia-Pacific,120.0,0-150 m (shallow shelf),FPU/FPS,semisub_fps,wet
316,Janice A Platform,UK,North Sea & NW Europe,90.0,0-150 m (shallow shelf),FPU/FPS,semisub_fps,wet
1604,Jasmine Platform Complex,Thailand,Asia-Pacific,60.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1604,Jasmine Venture MV7 FPSO,Thailand,Asia-Pacific,60.0,0-150 m (shallow shelf),FPSO,fpso,wet
675,Jasmine WHP,UK,North Sea & NW Europe,80.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1374,Jawhara 5 MOPU,Tunisia,Mediterranean & N Africa,76.0,0-150 m (shallow shelf),MOPU,,other
1802,John Brookes Subsea,Australia,Asia-Pacific,65.0,0-150 m (shallow shelf),Subsea Tieback,subsea_tieback,wet
1424,Jotun A FPSO,Norway,North Sea & NW Europe,126.0,0-150 m (shallow shelf),FPSO,fpso,wet
1424,Jotun B,Norway,North Sea & NW Europe,126.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
675,Judy,UK,North Sea & NW Europe,80.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
764,Juscelino Kubitschek Petrobras-34,Brazil,South America & Caribbean,1300.0,500-1500 m (deepwater),FPSO,fpso,wet
130,K2 Subsea,US,US Gulf of Mexico,1189.0,500-1500 m (deepwater),Subsea Tieback,subsea_tieback,wet
500,Kaliakra Subsea,Bulgaria,Caspian & Russia,,,Subsea Tieback,subsea_tieback,wet
498,Kambuna Production Platform,Indonesia,Asia-Pacific,40.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1730,Kamelia-A WHP,Malaysia,Asia-Pacific,,,Fixed Platform,fixed_jacket,dry
1382,Kanowit FLNG,Malaysia,Asia-Pacific,80.0,0-150 m (shallow shelf),FLNG,flng,wet
1854,Kaombo FPSO 1,Angola,West Africa,1600.0,1500-3000 m (ultra-deepwater),FPSO,fpso,wet
1854,Kaombo FPSO 2,Angola,West Africa,1600.0,1500-3000 m (ultra-deepwater),FPSO,fpso,wet
1361,Kappa Platform,Greece,Mediterranean & N Africa,51.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
418,Kashagan Drilling Island A,Kazakhstan,Caspian & Russia,3.0,0-150 m (shallow shelf),Artificial Island,,other
418,Kashagan Drilling Island B,Kazakhstan,Caspian & Russia,3.0,0-150 m (shallow shelf),Artificial Island,,other
418,Kashagan Drilling Island C,Kazakhstan,Caspian & Russia,3.0,0-150 m (shallow shelf),Artificial Island,,other
418,Kashagan Drilling Island D,Kazakhstan,Caspian & Russia,3.0,0-150 m (shallow shelf),Artificial Island,,other
1545,Katy Satellite Platform,UK,North Sea & NW Europe,26.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
500,Kavarna Subsea,Bulgaria,Caspian & Russia,,,Subsea Tieback,subsea_tieback,wet
1619,KBM FPSO,Malaysia,Asia-Pacific,60.0,0-150 m (shallow shelf),FPSO,fpso,wet
1619,KBM MOPU,Malaysia,Asia-Pacific,60.0,0-150 m (shallow shelf),MOPU,,other
1881,Ketch Platform,UK,North Sea & NW Europe,50.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1730,Kezumba WHP,Malaysia,Asia-Pacific,,,Fixed Platform,fixed_jacket,dry
444,KG-8 Wellhead Plaform,India,Asia-Pacific,109.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1816,Kikeh FPSO,Malaysia,Asia-Pacific,1341.0,500-1500 m (deepwater),FPSO,fpso,wet
283,Kikeh Spar,Malaysia,Asia-Pacific,1341.0,500-1500 m (deepwater),SPAR,spar,dry
1377,Kinsale Alpha,Ireland,North Sea & NW Europe,100.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1377,Kinsale Bravo,Ireland,North Sea & NW Europe,100.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
320,Kipper Subsea,Australia,Asia-Pacific,95.0,0-150 m (shallow shelf),Subsea Tieback,subsea_tieback,wet
1785,Kirinskoye Subsea,Russian Federation,Caspian & Russia,90.0,0-150 m (shallow shelf),Subsea Tieback,subsea_tieback,wet
639,Kizomba A FPSO,Angola,West Africa,1203.0,500-1500 m (deepwater),FPSO,fpso,wet
639,Kizomba B FPSO,Angola,West Africa,1036.0,500-1500 m (deepwater),FPSO,fpso,wet
639,Kizomba C FPSO,Angola,West Africa,732.0,500-1500 m (deepwater),FPSO,fpso,wet
540,KMZ Platforms,Mexico,South America & Caribbean,100.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
301,Knarr (Jordbaer) FPSO,Norway,North Sea & NW Europe,400.0,150-500 m (deep shelf),FPSO,fpso,wet
406,Knock Allan FPSO,Gabon,West Africa,50.0,0-150 m (shallow shelf),FPSO,fpso,wet
412,Kraken FPSO,UK,North Sea & NW Europe,120.0,0-150 m (shallow shelf),FPSO,fpso,wet
202,Kristin Semisub,Norway,North Sea & NW Europe,370.0,150-500 m (deep shelf),Semisub,semisub_fps,wet
451,Kungulo Water Injection Platform,Angola,West Africa,40.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
448,Kupe Platform,New Zealand,Asia-Pacific,35.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1425,Kvitebjorn Platform,Norway,North Sea & NW Europe,190.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
382,Kwame Nkrumah MV21 FPSO,Ghana,West Africa,1100.0,500-1500 m (deepwater),FPSO,fpso,wet
392,L11b-A Platform,Netherlands,North Sea & NW Europe,27.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1848,L5 Sierra Platform,Netherlands,North Sea & NW Europe,40.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1849,L5-FA-1,Netherlands,North Sea & NW Europe,40.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
653,Laggan-Tormore Subsea Tie-back,UK,North Sea & NW Europe,600.0,500-1500 m (deepwater),Subsea Tieback,subsea_tieback,wet
663,Lapa FPSO,Brazil,South America & Caribbean,2000.0,1500-3000 m (ultra-deepwater),FPSO,fpso,wet
1800,Lawit Complex,Malaysia,Asia-Pacific,50.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
383,Lewek Emas FPSO,Viet nam,Asia-Pacific,,,FPSO,fpso,wet
518,Liberty Drilling Rig,US,US Gulf of Mexico,,,Artificial Island,,other
1193,Lishui Platform,China,Asia-Pacific,75.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1801,Litchendjili Platform,Congo,West Africa,30.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1250,Liverpool Bay FSO,UK,North Sea & NW Europe,33.0,0-150 m (shallow shelf),FSO/FSU,,other
402,Liwan Central Platform,China,Asia-Pacific,200.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
912,Lomond,UK,North Sea & NW Europe,86.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
454,Longtom Subsea Tieback,Australia,Asia-Pacific,56.0,0-150 m (shallow shelf),Subsea Tieback,subsea_tieback,wet
475,LSP-1,Russian Federation,Caspian & Russia,13.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
475,LSP-2,Russian Federation,Caspian & Russia,13.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
572,Lucius Spar,US,US Gulf of Mexico,2172.0,1500-3000 m (ultra-deepwater),SPAR,spar,dry
573,Luno Platform,Norway,North Sea & NW Europe,108.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
293,Lunskoye-A,Russian Federation,Caspian & Russia,48.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
331,M/T Tove Knutsen,Philippines,Asia-Pacific,101.0,0-150 m (shallow shelf),FSO/FSU,,other
391,M7-A Platform,Netherlands,North Sea & NW Europe,,,Fixed Platform,fixed_jacket,dry
1305,Macedon,Australia,Asia-Pacific,180.0,150-500 m (deep shelf),Subsea Tieback,subsea_tieback,wet
148,Mad Dog Spar,US,US Gulf of Mexico,1311.0,500-1500 m (deepwater),SPAR,spar,dry
1259,Madura FPSO,Indonesia,Asia-Pacific,55.0,0-150 m (shallow shelf),FPSO,fpso,wet
330,Maersk Curlew FPSO,UK,North Sea & NW Europe,92.0,0-150 m (shallow shelf),FPSO,fpso,wet
451,Mafumeira Norte,Angola,West Africa,49.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
451,Mafumeira Norte Platform,Angola,West Africa,49.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
151,Magnolia TLP,US,US Gulf of Mexico,1433.0,500-1500 m (deepwater),TLP,tlp,dry
578,Mahogany B Platform,Trin. & Tobago,South America & Caribbean,87.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1514,Main Pass 108 Platform,US,US Gulf of Mexico,25.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1516,Main Pass 98 Platform,US,US Gulf of Mexico,28.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1249,Malampaya Platform,Philippines,Asia-Pacific,43.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1371,Maleo MOPU,Indonesia,Asia-Pacific,57.0,0-150 m (shallow shelf),MOPU,,other
511,Malikai TLP,Malaysia,Asia-Pacific,565.0,500-1500 m (deepwater),TLP,tlp,dry
1254,Manati Platform,Brazil,South America & Caribbean,46.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
1055,Manora FSO,Thailand,Asia-Pacific,50.0,0-150 m (shallow shelf),FSO/FSU,,other
1055,Manora Platform,Thailand,Asia-Pacific,50.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
130,Marco Polo TLP,US,US Gulf of Mexico,1311.0,500-1500 m (deepwater),TLP,tlp,dry
1329,Mari-B Platform,Israel,Middle East,235.0,150-500 m (deep shelf),Fixed Platform,fixed_jacket,dry
1110,Mariner FSU,UK,North Sea & NW Europe,110.0,0-150 m (shallow shelf),FSO/FSU,,other
1110,Mariner PDQ,UK,North Sea & NW Europe,,,Fixed Platform,fixed_jacket,dry
371,Marlim Sul (South) FPSO,Brazil,South America & Caribbean,1430.0,500-1500 m (deepwater),FPSO,fpso,wet
320,Marlin A,Australia,Asia-Pacific,59.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
320,Marlin B,Australia,Asia-Pacific,60.0,0-150 m (shallow shelf),Fixed Platform,fixed_jacket,dry
147,Marlin TLP,US,US Gulf of Mexico,986.0,500-1500 m (deepwater),TLP,tlp,dry
141,Mars B Olympus TLP,US,US Gulf of Mexico,914.0,500-1500 m (deepwater),TLP,tlp,dry
758,Mars TLP,US,US Gulf of Mexico,896.0,500-1500 m (deepwater),TLP,tlp,dry
