baaNpdidBsnsArrArea,baaName,baaKind,baaFactPageUrl,baaAreaPolyDateValidFrom,baaAreaPolyDateValidTo,prlName,prlFactPageUrl,baaAreaPolyNationCode2,baaAreaPolyBlockName,baaAreaPolyNo,baaAreaPolyArea,baaAreaPolyDateUpdated,baaAreaGeometryWKT
40564,ÅSGARD UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=40564,2023-01-01 00:00:00,2023-08-10 00:00:00,479,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4920979,NO,6506/12,8,7.24,2024-04-16 00:00:00,"POLYGON ((6.866666700000053 65.21666670000008,6.866666700000053 65.21250000000003,6.866666700000053 65.20833340000007,6.866666700000053 65.20416670000003,6.866666700000053 65.20000000000005,6.875000000000057 65.20000000000005,6.883333300000061 65.20000000000005,6.883333300000061 65.20416670000003,6.883333300000061 65.20833330000005,6.883333300000061 65.21250000000003,6.883333300000061 65.21666670000008,6.883333300000061 65.22083330000004,6.883333300000061 65.22500000000008,6.883333300000061 65.22916670000006,6.883333300000061 65.23333330000008,6.883333300000061 65.23750000000007,6.883333300000061 65.24166670000005,6.883333300000061 65.24583330000007,6.883333300000061 65.25000000000006,6.875000000000057 65.25000000000006,6.866666700000053 65.25000000000006,6.858333300000027 65.25000000000006,6.850000000000023 65.25000000000006,6.850000000000023 65.24583330000007,6.850000000000023 65.24166670000005,6.850000000000023 65.23750000000007,6.850000000000023 65.23333340000005,6.850000000000023 65.22916670000006,6.850000000000023 65.22500000000008,6.850000000000023 65.22083340000006,6.850000000000023 65.21666670000008,6.858333400000049 65.21666670000008,6.866666700000053 65.21666670000008))"
41040,OSEBERG UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=41040,1997-06-30 00:00:00,2004-06-16 00:00:00,079,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=34635,NO,30/9,2,7.23,2024-04-16 00:00:00,"POLYGON ((2.675000000000068 60.50000000000006,2.675000000000068 60.49583330000007,2.675000000000068 60.49166670000005,2.675000000000068 60.48750000000007,2.675000000000068 60.48333330000003,2.683333300000072 60.48333330000003,2.6916667000000416 60.48333330000003,2.7000000000000455 60.48333330000003,2.7000000000000455 60.479166700000064,2.7000000000000455 60.47500000000008,2.708333400000072 60.47500000000008,2.7166667000000757 60.47500000000008,2.7166667000000757 60.479166700000064,2.7166667000000757 60.48333330000003,2.7250000000000227 60.48333330000003,2.7333333000000266 60.48333330000003,2.7333333000000266 60.48750000000007,2.7333333000000266 60.49166670000005,2.741666700000053 60.49166670000005,2.741666700000053 60.49583340000004,2.741666700000053 60.50000000000006,2.733333400000049 60.50000000000006,2.7250000000000227 60.50000000000006,2.7166667000000757 60.50000000000006,2.708333400000072 60.50000000000006,2.7000000000000455 60.50000000000006,2.6916667000000416 60.50000000000006,2.683333300000072 60.50000000000006,2.675000000000068 60.50000000000006))"
4468539,SKARV UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=4468539,2007-06-28 00:00:00,2021-08-16 00:00:00,159,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=22084,NO,6507/3,5,55.65,2024-04-16 00:00:00,"POLYGON ((7.666666700000064 65.75000000000006,7.677272800000026 65.75000000000006,7.687878800000021 65.75000000000006,7.6984849000000395 65.75000000000006,7.709090900000035 65.75000000000006,7.719697000000053 65.75000000000006,7.730303000000049 65.75000000000006,7.740909100000067 65.75000000000006,7.751515100000063 65.75000000000006,7.762121200000024 65.75000000000006,7.772727200000077 65.75000000000006,7.783333300000038 65.75000000000006,7.783333300000038 65.75416670000004,7.783333300000038 65.75833330000006,7.783333300000038 65.76250000000005,7.783333300000038 65.76666660000006,7.783333300000038 65.77083330000005,7.783333300000038 65.77500000000003,7.783333300000038 65.77916660000005,7.783333300000038 65.78333330000004,7.791666700000064 65.78333330000004,7.800000000000068 65.78333330000004,7.808333400000038 65.78333330000004,7.816666700000042 65.78333330000004,7.816666700000042 65.78750000000008,7.816666700000042 65.79166660000004,7.816666700000042 65.79583330000008,7.816666700000042 65.80000000000007,7.816666700000042 65.80416660000003,7.816666700000042 65.80833330000007,7.816666700000042 65.81250000000006,7.816666700000042 65.81666660000008,7.816666700000042 65.82083330000006,7.816666700000042 65.82500000000005,7.816666700000042 65.82916660000006,7.816666700000042 65.83333330000005,7.805952400000024 65.83333330000005,7.795238100000063 65.83333330000005,7.784523800000045 65.83333330000005,7.77380960000005 65.83333330000005,7.763095300000032 65.83333330000005,7.752381000000071 65.83333330000005,7.741666700000053 65.83333330000005,7.741666700000053 65.82916670000003,7.741666700000053 65.82500000000005,7.741666700000053 65.82083340000008,7.741666700000053 65.81666670000004,7.733333400000049 65.81666670000004,7.725000000000023 65.81666670000004,7.716666700000076 65.81666670000004,7.716666700000076 65.81250000000006,7.716666700000076 65.80833330000007,7.708333400000072 65.80833330000007,7.7000000000000455 65.80833330000007,7.691666700000042 65.80833330000007,7.683333300000072 65.80833330000007,7.683333300000072 65.81250000000006,7.683333300000072 65.81666670000004,7.691666700000042 65.81666670000004,7.7000000000000455 65.81666670000004,7.7000000000000455 65.82083340000008,7.7000000000000455 65.82500000000005,7.708333300000049 65.82500000000005,7.708333300000049 65.82916670000003,7.708333300000049 65.83333330000005,7.708333300000049 65.83750000000003,7.708333300000049 65.84166670000008,7.708333300000049 65.84583330000004,7.708333300000049 65.85000000000008,7.7000000000000455 65.85000000000008,7.691666600000076 65.85000000000008,7.683333300000072 65.85000000000008,7.683333300000072 65.84583330000004,7.683333300000072 65.84166670000008,7.683333300000072 65.83750000000003,7.683333300000072 65.83333330000005,7.675000000000068 65.83333330000005,7.666666700000064 65.83333330000005,7.666666700000064 65.82894730000004,7.666666700000064 65.82456140000005,7.666666700000064 65.82017540000004,7.666666700000064 65.81578940000003,7.666666700000064 65.81140350000004,7.666666700000064 65.80701750000003,7.666666700000064 65.80263160000004,7.666666700000064 65.79824560000003,7.666666700000064 65.79385960000008,7.666666700000064 65.78947370000003,7.666666700000064 65.78508770000008,7.666666700000064 65.78070170000007,7.666666700000064 65.77631580000008,7.666666700000064 65.77192980000007,7.666666700000064 65.76754390000008,7.666666700000064 65.76315790000007,7.666666700000064 65.75877190000006,7.666666700000064 65.75438600000007,7.666666700000064 65.75000000000006))"
41657,VALHALL UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=41657,2001-05-04 00:00:00,,006 B,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=1333048,NO,2/8,1,86.19,2024-04-16 00:00:00,"POLYGON ((3.3333333000000493 56.25000000000006,3.341228000000058 56.25000000000006,3.349122800000032 56.25000000000006,3.3570175000000404 56.25000000000006,3.364912200000049 56.25000000000006,3.372807000000023 56.25000000000006,3.3807017000000315 56.25000000000006,3.3885965000000624 56.25000000000006,3.396491200000071 56.25000000000006,3.4043859000000225 56.25000000000006,3.4122807000000535 56.25000000000006,3.420175400000062 56.25000000000006,3.4280701000000704 56.25000000000006,3.4359649000000445 56.25000000000006,3.443859600000053 56.25000000000006,3.451754400000027 56.25000000000006,3.4596491000000356 56.25000000000006,3.467543800000044 56.25000000000006,3.475438600000075 56.25000000000006,3.4833333000000266 56.25000000000006,3.4833333000000266 56.25438600000007,3.4833333000000266 56.258771900000056,3.4833333000000266 56.26315790000007,3.4833333000000266 56.26754390000008,3.4833333000000266 56.271929800000066,3.4833333000000266 56.27631580000008,3.4833333000000266 56.280701700000066,3.4833333000000266 56.285087700000076,3.4833333000000266 56.28947370000003,3.4833333000000266 56.293859600000076,3.4833333000000266 56.29824560000003,3.4833333000000266 56.30263160000004,3.4833333000000266 56.30701750000003,3.4833333000000266 56.31140350000004,3.4833333000000266 56.31578940000003,3.4833333000000266 56.32017540000004,3.4833333000000266 56.32456140000005,3.4833333000000266 56.32894730000004,3.4833333000000266 56.33333330000005,3.475438600000075 56.33333330000005,3.467543800000044 56.33333330000005,3.4596491000000356 56.33333330000005,3.451754400000027 56.33333330000005,3.443859600000053 56.33333330000005,3.4359649000000445 56.33333330000005,3.4280701000000704 56.33333330000005,3.420175400000062 56.33333330000005,3.4122807000000535 56.33333330000005,3.4043859000000225 56.33333330000005,3.396491200000071 56.33333330000005,3.3885965000000624 56.33333330000005,3.3807017000000315 56.33333330000005,3.372807000000023 56.33333330000005,3.364912200000049 56.33333330000005,3.3570175000000404 56.33333330000005,3.349122800000032 56.33333330000005,3.341228000000058 56.33333330000005,3.3333333000000493 56.33333330000005,3.3333333000000493 56.32894730000004,3.3333333000000493 56.32456140000005,3.3333333000000493 56.32017540000004,3.3333333000000493 56.31578940000003,3.3333333000000493 56.31140350000004,3.3333333000000493 56.30701750000003,3.3333333000000493 56.30263160000004,3.3333333000000493 56.29824560000003,3.3333333000000493 56.293859600000076,3.3333333000000493 56.28947370000003,3.3333333000000493 56.285087700000076,3.3333333000000493 56.280701700000066,3.3333333000000493 56.27631580000008,3.3333333000000493 56.271929800000066,3.3333333000000493 56.26754390000008,3.3333333000000493 56.26315790000007,3.3333333000000493 56.258771900000056,3.3333333000000493 56.25438600000007,3.3333333000000493 56.25000000000006))"
1333943,SNØHVIT UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=1333943,2019-01-01 00:00:00,2023-09-21 00:00:00,097,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21580,NO,7120/6,13,84.06,2024-04-16 00:00:00,"POLYGON ((20.666666700000064 71.56666670000004,20.680555600000048 71.56666670000004,20.69444450000003 71.56666670000004,20.708333400000072 71.56666670000004,20.722222200000033 71.56666670000004,20.736111100000073 71.56666670000004,20.750000000000057 71.56666670000004,20.76388890000004 71.56666670000004,20.777777800000024 71.56666670000004,20.791666700000064 71.56666670000004,20.805555500000025 71.56666670000004,20.819444400000066 71.56666670000004,20.83333330000005 71.56666670000004,20.83333330000005 71.57083340000008,20.83333330000005 71.57500000000005,20.83333330000005 71.57916670000003,20.83333330000005 71.58333330000005,20.847222200000033 71.58333330000005,20.861111100000073 71.58333330000005,20.875000000000057 71.58333330000005,20.88888890000004 71.58333330000005,20.902777800000024 71.58333330000005,20.916666700000064 71.58333330000005,20.930555500000025 71.58333330000005,20.944444400000066 71.58333330000005,20.95833330000005 71.58333330000005,20.972222200000033 71.58333330000005,20.986111100000073 71.58333330000005,21.000000000000057 71.58333330000005,21.000000000000057 71.58768110000005,21.000000000000057 71.59202900000008,21.000000000000057 71.59637680000003,21.000000000000057 71.60072460000004,21.000000000000057 71.60507240000004,21.000000000000057 71.60942030000007,21.000000000000057 71.61376810000007,21.000000000000057 71.61811590000008,21.000000000000057 71.62246370000008,21.000000000000057 71.62681160000005,21.000000000000057 71.63115940000006,21.000000000000057 71.63550720000006,21.000000000000057 71.63985500000007,21.000000000000057 71.64420290000004,21.000000000000057 71.64855070000004,21.000000000000057 71.65289850000005,21.000000000000057 71.65724630000005,21.000000000000057 71.66159420000008,21.000000000000057 71.66594200000003,21.000000000000057 71.67028980000003,21.000000000000057 71.67463760000004,21.000000000000057 71.67898550000007,21.000000000000057 71.68333330000007,20.98571430000004 71.68333330000007,20.971428600000024 71.68333330000007,20.957142900000065 71.68333330000007,20.942857100000026 71.68333330000007,20.928571400000067 71.68333330000007,20.91428570000005 71.68333330000007,20.900000000000034 71.68333330000007,20.900000000000034 71.67916660000003,20.900000000000034 71.67500000000007,20.900000000000034 71.67083330000008,20.900000000000034 71.66666670000006,20.900000000000034 71.66250000000008,20.900000000000034 71.65833330000004,20.900000000000034 71.65416670000008,20.900000000000034 71.65000000000003,20.912500000000023 71.65000000000003,20.925000000000068 71.65000000000003,20.937500000000057 71.65000000000003,20.950000000000045 71.65000000000003,20.950000000000045 71.64583330000005,20.950000000000045 71.64166670000003,20.950000000000045 71.63750000000005,20.950000000000045 71.63333330000006,20.936666700000046 71.63333330000006,20.923333300000024 71.63333330000006,20.910000000000025 71.63333330000006,20.896666700000026 71.63333330000006,20.88333330000006 71.63333330000006,20.87000000000006 71.63333330000006,20.856666700000062 71.63333330000006,20.84333330000004 71.63333330000006,20.83000000000004 71.63333330000006,20.81666670000004 71.63333330000006,20.803333300000077 71.63333330000006,20.790000000000077 71.63333330000006,20.776666700000078 71.63333330000006,20.763333300000056 71.63333330000006,20.750000000000057 71.63333330000006,20.750000000000057 71.62916670000004,20.750000000000057 71.62500000000006,20.750000000000057 71.62083340000004,20.750000000000057 71.61666670000005,20.738888900000063 71.61666670000005,20.72777780000007 71.61666670000005,20.716666700000076 71.61666670000005,20.716666700000076 71.61250000000007,20.716666700000076 71.60833340000005,20.716666700000076 71.60416670000006,20.716666700000076 71.60000000000008,20.70416670000003 71.60000000000008,20.69166670000004 71.60000000000008,20.679166700000053 71.60000000000008,20.666666700000064 71.60000000000008,20.666666700000064 71.59583330000004,20.666666700000064 71.59166670000008,20.666666700000064 71.58750000000003,20.666666700000064 71.58333340000007,20.666666700000064 71.57916670000003,20.666666700000064 71.57500000000005,20.666666700000064 71.57083340000008,20.666666700000064 71.56666670000004))"
96205,SYGNA UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=96205,1998-12-16 00:00:00,2023-12-19 00:00:00,089,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21516,NO,34/7,2,4.12,2024-04-16 00:00:00,"POLYGON ((2.000000000000057 61.466666700000076,2.0083334000000264 61.466666700000076,2.0166667000000302 61.466666700000076,2.0166667000000302 61.47083340000006,2.0166667000000302 61.47500000000008,2.025000000000034 61.47500000000008,2.025000000000034 61.479166700000064,2.025000000000034 61.48333330000003,2.025000000000034 61.48750000000007,2.025000000000034 61.49166670000005,2.025000000000034 61.49583330000007,2.025000000000034 61.50000000000006,2.0166667000000302 61.50000000000006,2.0083333000000607 61.50000000000006,2.0083333000000607 61.49583340000004,2.0083333000000607 61.49166670000005,2.000000000000057 61.49166670000005,2.000000000000057 61.48750000000007,2.000000000000057 61.48333340000005,2.000000000000057 61.479166700000064,2.000000000000057 61.47500000000008,2.000000000000057 61.47083340000006,2.000000000000057 61.466666700000076))"
27122635,ISLAY UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=27122635,2010-05-21 00:00:00,,043 CS,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=18116800,NO,29/6,2,1.61,2024-04-16 00:00:00,"POLYGON ((1.9483500000000618 60.56666670000004,1.954455600000074 60.56666670000004,1.9605611000000636 60.56666670000004,1.9666667000000757 60.56666670000004,1.9666667000000757 60.57083340000008,1.9666667000000757 60.575000000000045,1.9583333000000493 60.575000000000045,1.9583333000000493 60.57916670000003,1.9583333000000493 60.58333330000005,1.9517111000000682 60.58333330000005,1.9450889000000302 60.58333330000005,1.9459044900000322 60.579166661000045,1.946719870000038 60.57500001500006,1.947535040000048 60.57083336100004,1.9483500000000618 60.56666670000004))"
1631767,SA-SB,SEISMIC AREA,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=1631767,2004-02-11 00:00:00,2006-12-22 00:00:00,,,NO,31/11,7,0,2024-06-07 00:00:00,POLYGON EMPTY
1631138,SA-C,SEISMIC AREA,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=1631138,2004-05-13 00:00:00,2010-05-29 00:00:00,,,NO,7221/7,10,0,2024-06-07 00:00:00,POLYGON EMPTY
1631138,SA-C,SEISMIC AREA,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=1631138,1997-05-30 00:00:00,2004-05-12 00:00:00,,,NO,7221/3,8,0,2024-06-07 00:00:00,POLYGON EMPTY
1333943,SNØHVIT UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=1333943,2019-01-01 00:00:00,2023-09-21 00:00:00,448,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238790,NO,7120/8,7,15.54,2024-04-16 00:00:00,"POLYGON ((20.33333330000005 71.30000000000007,20.33333330000005 71.29583330000008,20.33333330000005 71.29166670000006,20.33333330000005 71.28750000000008,20.33333330000005 71.28333330000004,20.34705880000007 71.28333330000004,20.360784300000034 71.28333330000004,20.374509800000055 71.28333330000004,20.388235300000076 71.28333330000004,20.40196080000004 71.28333330000004,20.41568630000006 71.28333330000004,20.429411800000025 71.28333330000004,20.443137300000046 71.28333330000004,20.456862700000045 71.28333330000004,20.470588200000066 71.28333330000004,20.48431370000003 71.28333330000004,20.49803920000005 71.28333330000004,20.51176470000007 71.28333330000004,20.525490200000036 71.28333330000004,20.539215700000057 71.28333330000004,20.552941200000078 71.28333330000004,20.56666670000004 71.28333330000004,20.56666670000004 71.28750000000008,20.56666670000004 71.29166670000006,20.56666670000004 71.29583330000008,20.56666670000004 71.30000000000007,20.552941200000078 71.30000000000007,20.539215700000057 71.30000000000007,20.525490200000036 71.30000000000007,20.51176470000007 71.30000000000007,20.49803920000005 71.30000000000007,20.48431370000003 71.30000000000007,20.470588200000066 71.30000000000007,20.456862700000045 71.30000000000007,20.443137300000046 71.30000000000007,20.429411800000025 71.30000000000007,20.41568630000006 71.30000000000007,20.40196080000004 71.30000000000007,20.388235300000076 71.30000000000007,20.374509800000055 71.30000000000007,20.360784300000034 71.30000000000007,20.34705880000007 71.30000000000007,20.33333330000005 71.30000000000007))"
40432,BRAGE UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=40432,1998-09-14 00:00:00,1999-06-03 00:00:00,055,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21236,NO,31/4,1,122.2,2024-04-16 00:00:00,"POLYGON ((3.000000000000057 60.50000000000006,3.0089744000000564 60.50000000000006,3.0179487000000336 60.50000000000006,3.026923100000033 60.50000000000006,3.035897400000067 60.50000000000006,3.0448718000000667 60.50000000000006,3.0538462000000663 60.50000000000006,3.0628205000000435 60.50000000000006,3.071794900000043 60.50000000000006,3.0807693000000427 60.50000000000006,3.08974360000002 60.50000000000006,3.0987180000000762 60.50000000000006,3.1076923000000534 60.50000000000006,3.116666700000053 60.50000000000006,3.116666700000053 60.50416670000004,3.116666700000053 60.50833330000006,3.116666700000053 60.512500000000045,3.116666700000053 60.51666670000003,3.116666700000053 60.52083330000005,3.116666700000053 60.525000000000034,3.116666700000053 60.529166700000076,3.116666700000053 60.53333330000004,3.116666700000053 60.53750000000008,3.116666700000053 60.541666700000064,3.116666700000053 60.54583330000003,3.116666700000053 60.55000000000007,3.125000000000057 60.55000000000007,3.1333334000000264 60.55000000000007,3.1416667000000302 60.55000000000007,3.150000000000034 60.55000000000007,3.150000000000034 60.55416670000005,3.150000000000034 60.55833330000007,3.150000000000034 60.56250000000006,3.150000000000034 60.56666670000004,3.150000000000034 60.57083330000006,3.150000000000034 60.575000000000045,3.150000000000034 60.579166600000065,3.150000000000034 60.58333330000005,3.158333300000038 60.58333330000005,3.166666600000042 60.58333330000005,3.175000000000068 60.58333330000005,3.183333300000072 60.58333330000005,3.183333300000072 60.587500000000034,3.183333300000072 60.591666700000076,3.183333300000072 60.59583330000004,3.183333300000072 60.60000000000008,3.1916667000000416 60.60000000000008,3.2000000000000455 60.60000000000008,3.2000000000000455 60.604166700000064,3.2000000000000455 60.60833330000003,3.2000000000000455 60.61250000000007,3.2000000000000455 60.61666670000005,3.2000000000000455 60.62083330000007,3.2000000000000455 60.62500000000006,3.2000000000000455 60.62916670000004,3.2000000000000455 60.63333330000006,3.2000000000000455 60.637500000000045,3.2000000000000455 60.64166670000003,3.2000000000000455 60.64583330000005,3.2000000000000455 60.650000000000034,3.1916667000000416 60.650000000000034,3.183333300000072 60.650000000000034,3.175000000000068 60.650000000000034,3.1666667000000643 60.650000000000034,3.158333300000038 60.650000000000034,3.150000000000034 60.650000000000034,3.150000000000034 60.64583330000005,3.150000000000034 60.64166670000003,3.150000000000034 60.637500000000045,3.150000000000034 60.63333330000006,3.1416667000000302 60.63333330000006,3.1333333000000607 60.63333330000006,3.125000000000057 60.63333330000006,3.116666700000053 60.63333330000006,3.1083333000000266 60.63333330000006,3.1000000000000227 60.63333330000006,3.0916666000000532 60.63333330000006,3.0833333000000493 60.63333330000006,3.0833333000000493 60.62916670000004,3.0833333000000493 60.62500000000006,3.0833333000000493 60.62083340000004,3.0833333000000493 60.61666670000005,3.0750000000000455 60.61666670000005,3.066666600000076 60.61666670000005,3.058333300000072 60.61666670000005,3.050000000000068 60.61666670000005,3.041666600000042 60.61666670000005,3.033333300000038 60.61666670000005,3.025000000000034 60.61666670000005,3.0166667000000302 60.61666670000005,3.0083333000000607 60.61666670000005,3.000000000000057 60.61666670000005,3.000000000000057 60.61217950000008,3.000000000000057 60.60769230000005,3.000000000000057 60.60320520000005,3.000000000000057 60.598718000000076,3.000000000000057 60.59423080000005,3.000000000000057 60.58974360000008,3.000000000000057 60.58525640000005,3.000000000000057 60.58076930000004,3.000000000000057 60.57628210000007,3.000000000000057 60.57179490000004,3.000000000000057 60.56730770000007,3.000000000000057 60.56282050000004,3.000000000000057 60.55833340000004,3.000000000000057 60.553846200000066,3.000000000000057 60.54935900000004,3.000000000000057 60.54487180000007,3.000000000000057 60.54038460000004,3.000000000000057 60.53589740000007,3.000000000000057 60.53141030000006,3.000000000000057 60.52692310000003,3.000000000000057 60.52243590000006,3.000000000000057 60.517948700000034,3.000000000000057 60.51346150000006,3.000000000000057 60.50897440000006,3.000000000000057 60.50448720000003,3.000000000000057 60.50000000000006))"
4468539,SKARV UNIT,UNITIZED,https://factpages.sodir.no/factpages/default.aspx?nav1=bsns_arr_area&nav2=PageView|All&nav3=4468539,2021-08-17 00:00:00,,262,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=1033093,NO,6507/2,3,38.29,2024-04-16 00:00:00,"POLYGON ((7.550000000000068 65.75000000000006,7.5606061000000295 65.75000000000006,7.571212100000025 65.75000000000006,7.581818200000043 65.75000000000006,7.5924243000000615 65.75000000000006,7.603030300000057 65.75000000000006,7.613636400000075 65.75000000000006,7.624242400000071 65.75000000000006,7.634848500000032 65.75000000000006,7.6454546000000505 65.75000000000006,7.656060600000046 65.75000000000006,7.666666700000064 65.75000000000006,7.666666700000064 65.75434780000006,7.666666700000064 65.75869570000003,7.666666700000064 65.76304350000004,7.666666700000064 65.76739130000004,7.666666700000064 65.77173910000005,7.666666700000064 65.77608700000008,7.666666700000064 65.78043480000008,7.666666700000064 65.78478260000003,7.666666700000064 65.78913040000003,7.666666700000064 65.79347830000006,7.666666700000064 65.79782610000007,7.666666700000064 65.80217390000007,7.666666700000064 65.80652170000008,7.666666700000064 65.81086960000005,7.666666700000064 65.81521740000005,7.666666700000064 65.81956520000006,7.666666700000064 65.82391300000006,7.666666700000064 65.82826090000003,7.666666700000064 65.83260870000004,7.666666700000064 65.83695650000004,7.666666700000064 65.84130430000005,7.666666700000064 65.84565220000007,7.666666700000064 65.85000000000008,7.6583334000000605 65.85000000000008,7.650000000000034 65.85000000000008,7.650000000000034 65.84583330000004,7.650000000000034 65.84166670000008,7.650000000000034 65.83750000000003,7.650000000000034 65.83333330000005,7.64166670000003 65.83333330000005,7.633333400000026 65.83333330000005,7.625000000000057 65.83333330000005,7.616666700000053 65.83333330000005,7.616666700000053 65.82916670000003,7.616666700000053 65.82500000000005,7.616666700000053 65.82083340000008,7.616666700000053 65.81666670000004,7.608333400000049 65.81666670000004,7.600000000000023 65.81666670000004,7.600000000000023 65.81250000000006,7.600000000000023 65.80833340000004,7.600000000000023 65.80416670000005,7.600000000000023 65.80000000000007,7.591666700000076 65.80000000000007,7.583333300000049 65.80000000000007,7.583333300000049 65.79583330000008,7.583333300000049 65.79166670000006,7.583333300000049 65.78750000000008,7.583333300000049 65.78333330000004,7.5750000000000455 65.78333330000004,7.566666700000042 65.78333330000004,7.558333300000072 65.78333330000004,7.550000000000068 65.78333330000004,7.550000000000068 65.77916660000005,7.550000000000068 65.77500000000003,7.550000000000068 65.77083330000005,7.550000000000068 65.76666660000006,7.550000000000068 65.76250000000005,7.550000000000068 65.75833330000006,7.550000000000068 65.75416670000004,7.550000000000068 65.75000000000006))"
