afxNpdidAfexArea,afxName,afxKind,afxFactPageUrl,afxAreaPolyDateValidFrom,afxAreaPolyDateValidTo,prlName,prlFactPageUrl,afxAreaPolyNationCode2,blcName,afxAreaPolyNo,blcNpdidBlock,afxAreaPolyArea,prlNpdidLicence,afxAreaPolyDateUpdated,afxAreaPolyHstPK,afxAreaGeometryWKT
22426341,VALEMON REV AFEX,AFEX PROD,N/A,2012-04-11 00:00:00,2016-05-22 00:00:00,050 HS,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21668287,NO,34/10,7,3673,2,21668287,2024-01-02 00:00:00,9B5C58FD-0F95-4CA9-B26C-8CCC097CEE69,"POLYGON ((2.0833333000000493 61.01666670000003,2.0833333000000493 61.02083340000007,2.0833333000000493 61.025000000000034,2.0833333000000493 61.029166700000076,2.0833333000000493 61.03333330000004,2.0750000000000455 61.03333330000004,2.0666667000000416 61.03333330000004,2.0666667000000416 61.029166700000076,2.0666667000000416 61.025000000000034,2.0666667000000416 61.02083340000007,2.0666667000000416 61.01666670000003,2.0750000000000455 61.01666670000003,2.0833333000000493 61.01666670000003))"
32015620,UTGARD AFEX,AFEX PROD,N/A,2016-08-09 00:00:00,,046 E,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=25611579,NO,15/8,1,3498,9,25611579,2024-01-02 00:00:00,9BBF47FA-7B98-4EAC-B129-996F6C21A8E0,"POLYGON ((1.5166667000000302 58.416666700000064,1.5166667000000302 58.412919500000044,1.5166667000000302 58.40917220000006,1.5166667000000302 58.40542500000004,1.5166667000000302 58.40167780000007,1.5166667000000302 58.39793050000003,1.5166667000000302 58.394183300000066,1.5200284880000368 58.39056672400005,1.5233895880000432 58.386950057000035,1.5267500000000496 58.38333330000006,1.5347333000000276 58.38333330000006,1.5427167000000281 58.38333330000006,1.550700000000063 58.38333330000006,1.5586834000000636 58.38333330000006,1.5666667000000416 58.38333330000006,1.5666667000000416 58.387500000000045,1.5666667000000416 58.39166670000003,1.5666667000000416 58.39583330000005,1.5666667000000416 58.400000000000034,1.5583334000000377 58.400000000000034,1.5500000000000682 58.400000000000034,1.5500000000000682 58.404166700000076,1.5500000000000682 58.40833340000006,1.5500000000000682 58.41250000000008,1.5500000000000682 58.416666700000064,1.5416667000000643 58.416666700000064,1.5333334000000605 58.416666700000064,1.525000000000034 58.416666700000064,1.5166667000000302 58.416666700000064))"
32014859,CARMEN WELL AFEX,AFEX WELL,N/A,2017-01-01 00:00:00,2018-12-31 00:00:00,124,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21804,NO,6507/8,1,4038,6,21804,2024-01-02 00:00:00,9BD9A301-FC27-4034-BABC-36FC99EA4FBF,"POLYGON ((7.416666700000064 65.40000000000003,7.425000000000068 65.40000000000003,7.433333300000072 65.40000000000003,7.433333300000072 65.39583330000005,7.433333300000072 65.39166670000003,7.433333300000072 65.38750000000005,7.433333300000072 65.38333330000006,7.441666700000042 65.38333330000006,7.4500000000000455 65.38333330000006,7.4500000000000455 65.38750000000005,7.4500000000000455 65.39166670000003,7.4500000000000455 65.39583330000005,7.4500000000000455 65.40000000000003,7.458333400000072 65.40000000000003,7.466666700000076 65.40000000000003,7.466666700000076 65.40416670000008,7.466666700000076 65.40833330000004,7.466666700000076 65.41250000000008,7.466666700000076 65.41666670000006,7.456666700000028 65.41666670000006,7.446666700000037 65.41666670000006,7.436666700000046 65.41666670000006,7.426666700000055 65.41666670000006,7.416666700000064 65.41666670000006,7.416666700000064 65.41250000000008,7.416666700000064 65.40833330000004,7.416666700000064 65.40416670000008,7.416666700000064 65.40000000000003))"
21569275,BRAGE AFEX,AFEX PROD,N/A,2007-01-01 00:00:00,2011-07-07 00:00:00,053,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21220,NO,30/6,4,3628,8,21220,2024-01-02 00:00:00,9C326C73-02DF-4B7B-9A9D-6103188037AD,"POLYGON ((3.000000000000057 60.63333330000006,2.991666700000053 60.63333330000006,2.9833333000000266 60.63333330000006,2.9833333000000266 60.62916670000004,2.9833333000000266 60.62500000000006,2.9833333000000266 60.62083340000004,2.9833333000000266 60.61666670000005,2.9750000000000227 60.61666670000005,2.9666667000000757 60.61666670000005,2.9666667000000757 60.61250000000007,2.9666667000000757 60.60833340000005,2.9666667000000757 60.604166700000064,2.9666667000000757 60.60000000000008,2.9666667000000757 60.59583330000004,2.9666667000000757 60.591666700000076,2.9666667000000757 60.587500000000034,2.9666667000000757 60.58333330000005,2.9750000000000227 60.58333330000005,2.9833333000000266 60.58333330000005,2.991666700000053 60.58333330000005,3.000000000000057 60.58333330000005,3.000000000000057 60.587500000000034,3.000000000000057 60.591666700000076,3.000000000000057 60.59583330000004,3.000000000000057 60.60000000000008,3.000000000000057 60.604166700000064,3.000000000000057 60.60833340000005,3.000000000000057 60.61250000000007,3.000000000000057 60.61666670000005,3.000000000000057 60.62083340000004,3.000000000000057 60.62500000000006,3.000000000000057 60.62916670000004,3.000000000000057 60.63333330000006))"
31164923,CASTBERG PUD AFEX,AFEX PROD,N/A,2018-05-16 00:00:00,,532,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=5463659,NO,7220/7,5,4682,6,5463659,2024-01-02 00:00:00,9C419D1A-68C9-4974-AAB0-1471B992408D,"POLYGON ((20.283333300000038 72.46666670000008,20.295833300000027 72.46666670000008,20.308333300000072 72.46666670000008,20.32083330000006 72.46666670000008,20.33333330000005 72.46666670000008,20.33333330000005 72.47083340000006,20.33333330000005 72.47500000000008,20.33333330000005 72.47916670000006,20.33333330000005 72.48333340000005,20.33333330000005 72.48750000000007,20.33333330000005 72.49166670000005,20.33333330000005 72.49583330000007,20.33333330000005 72.50000000000006,20.32083330000006 72.50000000000006,20.308333300000072 72.50000000000006,20.295833300000027 72.50000000000006,20.283333300000038 72.50000000000006,20.283333300000038 72.49583330000007,20.283333300000038 72.49166670000005,20.283333300000038 72.48750000000007,20.283333300000038 72.48333340000005,20.283333300000038 72.47916670000006,20.283333300000038 72.47500000000008,20.283333300000038 72.47083340000006,20.283333300000038 72.46666670000008))"
25910364,MARTIN LINGE 1 AFEX,AFEX PROD,N/A,2012-01-12 00:00:00,,040,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21108,NO,29/9,2,3622,4,21108,2024-01-02 00:00:00,9C7712CB-885E-4663-8E16-A64A36A9983C,"POLYGON ((2.000000000000057 60.48333330000003,2.000000000000057 60.48750000000007,2.000000000000057 60.49166670000005,2.000000000000057 60.49583330000007,2.000000000000057 60.50000000000006,1.992271100000039 60.50000000000006,1.9845422000000212 60.50000000000006,1.976813400000026 60.50000000000006,1.969084500000065 60.50000000000006,1.9613556000000472 60.50000000000006,1.962164936000022 60.49583333600003,1.9629740650000258 60.49166666500008,1.9637829860000693 60.487499986000046,1.9645917000000281 60.48333330000003,1.973443800000041 60.48333330000003,1.9822959000000537 60.48333330000003,1.991147900000044 60.48333330000003,2.000000000000057 60.48333330000003))"
32011582,BAUGE AFEX,AFEX PROD,N/A,2017-03-27 00:00:00,,348,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=2987047,NO,6407/8,1,3933,7,2987047,2024-01-02 00:00:00,9C8995E8-2F29-4CD3-B2E6-98670599BADD,"POLYGON ((7.483333300000027 64.33333330000005,7.483333300000027 64.33750000000003,7.483333300000027 64.34166670000008,7.483333300000027 64.34583330000004,7.483333300000027 64.35000000000008,7.491666700000053 64.35000000000008,7.500000000000057 64.35000000000008,7.500000000000057 64.35416670000006,7.500000000000057 64.35833330000008,7.500000000000057 64.36250000000007,7.500000000000057 64.36666670000005,7.500000000000057 64.37083330000007,7.500000000000057 64.37500000000006,7.500000000000057 64.37916660000008,7.500000000000057 64.38333330000006,7.491666700000053 64.38333330000006,7.483333400000049 64.38333330000006,7.475000000000023 64.38333330000006,7.466666700000076 64.38333330000006,7.466666700000076 64.37916660000008,7.466666700000076 64.37500000000006,7.466666700000076 64.37083330000007,7.466666700000076 64.36666660000003,7.466666700000076 64.36250000000007,7.466666700000076 64.35833330000008,7.466666700000076 64.35416660000004,7.466666700000076 64.35000000000008,7.466666700000076 64.34583330000004,7.466666700000076 64.34166660000005,7.466666700000076 64.33750000000003,7.466666700000076 64.33333330000005,7.475000000000023 64.33333330000005,7.483333300000027 64.33333330000005))"
29778028,TRESTAKK AFEX,AFEX PROD,N/A,2024-09-30 00:00:00,,091 E,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=30977957,NO,6406/3,5,3916,1,30977957,2024-10-30 00:00:00,9CFD98CC-BD53-4F17-AF09-157335882C42,"POLYGON ((6.816666700000042 64.88333330000006,6.816666700000042 64.88750000000005,6.816666700000042 64.89166670000003,6.816666700000042 64.89583330000005,6.816666700000042 64.90000000000003,6.808333400000038 64.90000000000003,6.800000000000068 64.90000000000003,6.800000000000068 64.89583330000005,6.800000000000068 64.89166670000003,6.800000000000068 64.88750000000005,6.800000000000068 64.88333330000006,6.808333400000038 64.88333330000006,6.816666700000042 64.88333330000006))"
35351695,ÆRFUGL AFEX,AFEX PROD,N/A,2017-12-15 00:00:00,,159,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=22084,NO,6507/3,2,4033,1,22084,2024-01-02 00:00:00,9D3A18C3-7D2B-43B8-B3B7-BACFB3FB0458,"POLYGON ((7.683333300000072 65.83333330000005,7.691666700000042 65.83333330000005,7.7000000000000455 65.83333330000005,7.7000000000000455 65.83750000000003,7.7000000000000455 65.84166670000008,7.7000000000000455 65.84583330000004,7.7000000000000455 65.85000000000008,7.691666700000042 65.85000000000008,7.683333300000072 65.85000000000008,7.683333300000072 65.84583330000004,7.683333300000072 65.84166670000008,7.683333300000072 65.83750000000003,7.683333300000072 65.83333330000005))"
4926494,KRISTIN AFEX,AFEX PROD,N/A,2007-01-01 00:00:00,2014-12-15 00:00:00,199,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=22404,NO,6406/2,1,3915,100,22404,2024-01-02 00:00:00,9E350907-C53A-418B-8B7D-A427DBFAA544,"POLYGON ((6.383333300000061 64.90000000000003,6.383333300000061 64.89583330000005,6.383333300000061 64.89166670000003,6.383333300000061 64.88750000000005,6.383333300000061 64.88333330000006,6.39166670000003 64.88333330000006,6.400000000000034 64.88333330000006,6.400000000000034 64.87916670000004,6.400000000000034 64.87500000000006,6.400000000000034 64.87083340000004,6.400000000000034 64.86666670000005,6.4083334000000605 64.86666670000005,6.416666700000064 64.86666670000005,6.416666700000064 64.86250000000007,6.416666700000064 64.85833340000005,6.416666700000064 64.85416670000006,6.416666700000064 64.85000000000008,6.426666700000055 64.85000000000008,6.436666700000046 64.85000000000008,6.446666700000037 64.85000000000008,6.456666700000028 64.85000000000008,6.466666700000076 64.85000000000008,6.466666700000076 64.85416670000006,6.466666700000076 64.85833340000005,6.466666700000076 64.86250000000007,6.466666700000076 64.86666670000005,6.475000000000023 64.86666670000005,6.483333300000027 64.86666670000005,6.483333300000027 64.87111110000006,6.483333300000027 64.87555560000004,6.483333300000027 64.88000000000005,6.483333300000027 64.88444450000003,6.483333300000027 64.88888890000004,6.483333300000027 64.89333340000007,6.483333300000027 64.89777780000003,6.483333300000027 64.90222220000004,6.483333300000027 64.90666670000007,6.483333300000027 64.91111110000003,6.483333300000027 64.91555560000006,6.483333300000027 64.92000000000007,6.483333300000027 64.92444450000005,6.483333300000027 64.92888890000006,6.483333300000027 64.93333340000004,6.483333300000027 64.93777780000005,6.483333300000027 64.94222220000006,6.483333300000027 64.94666670000004,6.483333300000027 64.95111110000005,6.483333300000027 64.95555560000008,6.483333300000027 64.96000000000004,6.483333300000027 64.96444450000007,6.483333300000027 64.96888890000008,6.483333300000027 64.97333330000004,6.483333300000027 64.97777780000007,6.483333300000027 64.98222220000008,6.483333300000027 64.98666670000006,6.483333300000027 64.99111110000007,6.483333300000027 64.99555560000005,6.483333300000027 65.00000000000006,6.473333300000036 65.00000000000006,6.463333300000045 65.00000000000006,6.453333300000054 65.00000000000006,6.443333300000063 65.00000000000006,6.433333300000072 65.00000000000006,6.423333300000024 65.00000000000006,6.413333300000033 65.00000000000006,6.4033333000000425 65.00000000000006,6.393333300000052 65.00000000000006,6.383333300000061 65.00000000000006,6.37333330000007 65.00000000000006,6.363333300000022 65.00000000000006,6.353333300000031 65.00000000000006,6.34333330000004 65.00000000000006,6.333333300000049 65.00000000000006,6.333333300000049 64.99565220000005,6.333333300000049 64.99130430000008,6.333333300000049 64.98695650000008,6.333333300000049 64.98260870000007,6.333333300000049 64.97826090000007,6.333333300000049 64.97391300000004,6.333333300000049 64.96956520000003,6.333333300000049 64.96521740000003,6.333333300000049 64.96086960000008,6.333333300000049 64.95652170000005,6.333333300000049 64.95217390000005,6.333333300000049 64.94782610000004,6.333333300000049 64.94347830000004,6.333333300000049 64.93913040000007,6.333333300000049 64.93478260000006,6.333333300000049 64.93043480000006,6.333333300000049 64.92608700000005,6.333333300000049 64.92173910000008,6.333333300000049 64.91739130000008,6.333333300000049 64.91304350000007,6.333333300000049 64.90869570000007,6.333333300000049 64.90434780000004,6.333333300000049 64.90000000000003,6.34333330000004 64.90000000000003,6.353333300000031 64.90000000000003,6.363333300000022 64.90000000000003,6.37333330000007 64.90000000000003,6.383333300000061 64.90000000000003))"
41319888,IRPA AFEX,AFEX PROD,N/A,2024-02-18 00:00:00,,327 C,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=38723946,NO,6605/1,6,4127,5,38723946,2024-03-13 00:00:00,9E8AF0B1-4C0D-4FEF-8124-0C3BC2F96B9D,"POLYGON ((5.26666670000003 67.00000000000006,5.26666670000003 66.99583330000007,5.26666670000003 66.99166670000005,5.26666670000003 66.98750000000007,5.26666670000003 66.98333330000008,5.277777800000024 66.98333330000008,5.2888889000000745 66.98333330000008,5.300000000000068 66.98333330000008,5.311111100000062 66.98333330000008,5.322222200000056 66.98333330000008,5.333333300000049 66.98333330000008,5.333333300000049 66.98750000000007,5.333333300000049 66.99166670000005,5.333333300000049 66.99583330000007,5.333333300000049 67.00000000000006,5.322222200000056 67.00000000000006,5.311111100000062 67.00000000000006,5.300000000000068 67.00000000000006,5.2888889000000745 67.00000000000006,5.277777800000024 67.00000000000006,5.26666670000003 67.00000000000006))"
32016139,VICTORIA AFEX,AFEX GEN NO PROD,N/A,2018-01-01 00:00:00,2018-12-31 00:00:00,211 B,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=4238638,NO,6506/9,3,4027,36,4238638,2024-01-02 00:00:00,9E95DC2F-138C-4668-88E0-79F2068CFA13,"POLYGON ((6.816666700000042 65.50000000000006,6.816666700000042 65.49583330000007,6.816666700000042 65.49166670000005,6.816666700000042 65.48750000000007,6.816666700000042 65.48333330000008,6.8250000000000455 65.48333330000008,6.833333300000049 65.48333330000008,6.833333300000049 65.47916670000006,6.833333300000049 65.47500000000008,6.833333300000049 65.47083340000006,6.833333300000049 65.46666670000008,6.844444432000046 65.46666841500007,6.855555566000021 65.46666931500005,6.866666700000053 65.46666940000006,6.866666700000053 65.46250210000005,6.866666700000053 65.45833470000008,6.866666700000053 65.45416740000007,6.866666700000053 65.45000000000005,6.877083360000029 65.45000285800006,6.887500021000051 65.45000499900004,6.897916684000052 65.45000642400004,6.908333348000042 65.45000713200005,6.918750012000032 65.45000712400008,6.929166676000023 65.45000639900007,6.939583339000023 65.45000495800008,6.9500000000000455 65.45000280000005,6.9500000000000455 65.45416880000005,6.9500000000000455 65.45833480000005,6.9500000000000455 65.46250070000008,6.9500000000000455 65.46666670000008,6.96111109900005 65.46666841500007,6.9722221990000435 65.46666931500005,6.983333300000027 65.46666940000006,6.983333300000027 65.47083540000006,6.983333300000027 65.47500140000005,6.983333300000027 65.47916730000003,6.983333300000027 65.48333330000008,6.991666700000053 65.48333330000008,7.000000000000057 65.48333330000008,7.000000000000057 65.48750000000007,7.000000000000057 65.49166670000005,7.000000000000057 65.49583330000007,7.000000000000057 65.50000000000006,6.989215700000045 65.50000000000006,6.978431400000034 65.50000000000006,6.967647100000022 65.50000000000006,6.956862800000067 65.50000000000006,6.946078400000033 65.50000000000006,6.9352941000000214 65.50000000000006,6.924509800000067 65.50000000000006,6.913725500000055 65.50000000000006,6.902941200000043 65.50000000000006,6.892156900000032 65.50000000000006,6.88137260000002 65.50000000000006,6.870588300000065 65.50000000000006,6.859803900000031 65.50000000000006,6.8490196000000765 65.50000000000006,6.838235300000065 65.50000000000006,6.827451000000053 65.50000000000006,6.816666700000042 65.50000000000006))"
31163934,PL 359 AFEX GEN WELL L2,AFEX GEN WELL LEVEL 2,N/A,2016-01-01 00:00:00,2016-12-31 00:00:00,359,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=3810373,NO,16/4,1,3505,92,3810373,2024-01-02 00:00:00,9EC734A9-EFA0-458D-943E-9B93FCC99302,"POLYGON ((2.150000000000034 58.716666700000076,2.1416667000000302 58.716666700000076,2.1333333000000607 58.716666700000076,2.1333333000000607 58.712500000000034,2.1333333000000607 58.70833340000007,2.1333333000000607 58.70416670000003,2.1333333000000607 58.700000000000045,2.1416667000000302 58.700000000000045,2.150000000000034 58.700000000000045,2.150000000000034 58.69583330000006,2.150000000000034 58.69166670000004,2.150000000000034 58.68750000000006,2.150000000000034 58.68333330000007,2.158333300000038 58.68333330000007,2.166666600000042 58.68333330000007,2.175000000000068 58.68333330000007,2.183333300000072 58.68333330000007,2.183333300000072 58.67916670000005,2.183333300000072 58.67500000000007,2.183333300000072 58.67083340000005,2.183333300000072 58.666666700000064,2.191666600000076 58.666666700000064,2.2000000000000455 58.666666700000064,2.2083333000000493 58.666666700000064,2.2166666000000532 58.666666700000064,2.2250000000000227 58.666666700000064,2.2333333000000266 58.666666700000064,2.2333333000000266 58.66250000000008,2.2333333000000266 58.65833340000006,2.2333333000000266 58.654166700000076,2.2333333000000266 58.650000000000034,2.241666700000053 58.650000000000034,2.250000000000057 58.650000000000034,2.2583334000000264 58.650000000000034,2.2666667000000302 58.650000000000034,2.2666667000000302 58.64583330000005,2.2666667000000302 58.64166670000003,2.2666667000000302 58.637500000000045,2.2666667000000302 58.63333330000006,2.275000000000034 58.63333330000006,2.2833334000000605 58.63333330000006,2.2916667000000643 58.63333330000006,2.300000000000068 58.63333330000006,2.3083334000000377 58.63333330000006,2.3166667000000416 58.63333330000006,2.3166667000000416 58.637500000000045,2.3166667000000416 58.64166670000003,2.3166667000000416 58.64583330000005,2.3166667000000416 58.650000000000034,2.3250000000000455 58.650000000000034,2.3333333000000493 58.650000000000034,2.3333333000000493 58.654166700000076,2.3333333000000493 58.65833330000004,2.3333333000000493 58.66250000000008,2.3333333000000493 58.666666700000064,2.3333333000000493 58.67083330000003,2.3333333000000493 58.67500000000007,2.3333333000000493 58.67916660000003,2.3333333000000493 58.68333330000007,2.3250000000000455 58.68333330000007,2.3166667000000416 58.68333330000007,2.3166667000000416 58.68750000000006,2.3166667000000416 58.69166670000004,2.3166667000000416 58.69583330000006,2.3166667000000416 58.700000000000045,2.3083334000000377 58.700000000000045,2.300000000000068 58.700000000000045,2.300000000000068 58.70416670000003,2.300000000000068 58.70833340000007,2.300000000000068 58.712500000000034,2.300000000000068 58.716666700000076,2.291666600000042 58.716666700000076,2.283333300000038 58.716666700000076,2.283333300000038 58.72083340000006,2.283333300000038 58.72500000000008,2.283333300000038 58.729166700000064,2.283333300000038 58.73333330000003,2.275000000000034 58.73333330000003,2.2666666000000646 58.73333330000003,2.2583333000000607 58.73333330000003,2.250000000000057 58.73333330000003,2.2416666000000305 58.73333330000003,2.2333333000000266 58.73333330000003,2.2333333000000266 58.73750000000007,2.2333333000000266 58.74166670000005,2.2333333000000266 58.74583330000007,2.2333333000000266 58.75000000000006,2.2250000000000227 58.75000000000006,2.2166666000000532 58.75000000000006,2.2083333000000493 58.75000000000006,2.2000000000000455 58.75000000000006,2.1916667000000416 58.75000000000006,2.183333300000072 58.75000000000006,2.175000000000068 58.75000000000006,2.1666667000000643 58.75000000000006,2.158333300000038 58.75000000000006,2.150000000000034 58.75000000000006,2.150000000000034 58.74583330000007,2.150000000000034 58.74166670000005,2.150000000000034 58.73750000000007,2.150000000000034 58.73333340000005,2.150000000000034 58.729166700000064,2.150000000000034 58.72500000000008,2.150000000000034 58.72083340000006,2.150000000000034 58.716666700000076))"
5479953,GOLIAT AFEX,AFEX PROD,N/A,2009-02-18 00:00:00,,229,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=22644,NO,7122/10,3,4505,11,22644,2024-01-02 00:00:00,9EE5CFCB-EE24-44AE-9F2C-E2E1153EFC97,"POLYGON ((22.166666700000064 71.25000000000006,22.166666700000064 71.24583330000007,22.166666700000064 71.24166670000005,22.166666700000064 71.23750000000007,22.166666700000064 71.23333330000008,22.180555600000048 71.23333330000008,22.19444450000003 71.23333330000008,22.208333400000072 71.23333330000008,22.222222200000033 71.23333330000008,22.236111100000073 71.23333330000008,22.250000000000057 71.23333330000008,22.26388890000004 71.23333330000008,22.277777800000024 71.23333330000008,22.291666700000064 71.23333330000008,22.305555500000025 71.23333330000008,22.319444400000066 71.23333330000008,22.33333330000005 71.23333330000008,22.33333330000005 71.23750000000007,22.33333330000005 71.24166670000005,22.33333330000005 71.24583330000007,22.33333330000005 71.25000000000006,22.319444400000066 71.25000000000006,22.305555500000025 71.25000000000006,22.291666700000064 71.25000000000006,22.277777800000024 71.25000000000006,22.26388890000004 71.25000000000006,22.250000000000057 71.25000000000006,22.236111100000073 71.25000000000006,22.222222200000033 71.25000000000006,22.208333400000072 71.25000000000006,22.19444450000003 71.25000000000006,22.180555600000048 71.25000000000006,22.166666700000064 71.25000000000006))"
4706087,ÅSGARD AFEX,AFEX PROD,N/A,2007-01-01 00:00:00,,134,https://factpages.sodir.no/factpages/default.aspx?nav1=licence&nav2=PageView|All&nav3=21884,NO,6506/11,6,4029,63,21884,2024-01-02 00:00:00,9F9C52E0-B5DD-45AF-BF1D-58DD4AB97C6F,"POLYGON ((6.650000000000034 65.15000000000003,6.650000000000034 65.14583330000005,6.650000000000034 65.14166670000003,6.650000000000034 65.13750000000005,6.650000000000034 65.13333340000008,6.650000000000034 65.12916670000004,6.650000000000034 65.12500000000006,6.650000000000034 65.12083340000004,6.650000000000034 65.11666670000005,6.64166670000003 65.11666670000005,6.633333300000061 65.11666670000005,6.633333300000061 65.11250000000007,6.633333300000061 65.10833340000005,6.633333300000061 65.10416670000006,6.633333300000061 65.10000000000008,6.625000000000057 65.10000000000008,6.616666700000053 65.10000000000008,6.608333300000027 65.10000000000008,6.600000000000023 65.10000000000008,6.600000000000023 65.09583330000004,6.600000000000023 65.09166670000008,6.600000000000023 65.08750000000003,6.600000000000023 65.08333330000005,6.591666700000076 65.08333330000005,6.583333300000049 65.08333330000005,6.583333300000049 65.07916670000003,6.583333300000049 65.07500000000005,6.583333300000049 65.07083340000008,6.583333300000049 65.06666670000004,6.5750000000000455 65.06666670000004,6.566666700000042 65.06666670000004,6.558333300000072 65.06666670000004,6.550000000000068 65.06666670000004,6.550000000000068 65.06250000000006,6.550000000000068 65.05833340000004,6.550000000000068 65.05416670000005,6.550000000000068 65.05000000000007,6.550000000000068 65.04583330000008,6.550000000000068 65.04166670000006,6.550000000000068 65.03750000000008,6.550000000000068 65.03333330000004,6.541666700000064 65.03333330000004,6.533333300000038 65.03333330000004,6.533333300000038 65.02916660000005,6.533333300000038 65.02500000000003,6.533333300000038 65.02083330000005,6.533333300000038 65.01666660000006,6.533333300000038 65.01250000000005,6.533333300000038 65.00833330000006,6.533333300000038 65.00416670000004,6.533333300000038 65.00000000000006,6.543589700000041 65.00000000000006,6.553846100000044 65.00000000000006,6.564102500000047 65.00000000000006,6.574359000000072 65.00000000000006,6.584615400000075 65.00000000000006,6.594871800000021 65.00000000000006,6.605128200000024 65.00000000000006,6.615384600000027 65.00000000000006,6.62564100000003 65.00000000000006,6.6358975000000555 65.00000000000006,6.6461539000000585 65.00000000000006,6.656410300000061 65.00000000000006,6.666666700000064 65.00000000000006,6.666666700000064 65.00441180000007,6.666666700000064 65.00882350000006,6.666666700000064 65.01323530000008,6.666666700000064 65.01764710000003,6.666666700000064 65.02205880000008,6.666666700000064 65.02647060000004,6.666666700000064 65.03088240000005,6.666666700000064 65.03529410000004,6.666666700000064 65.03970590000006,6.666666700000064 65.04411760000005,6.666666700000064 65.04852940000006,6.666666700000064 65.05294120000008,6.666666700000064 65.05735290000007,6.666666700000064 65.06176470000008,6.666666700000064 65.06617650000004,6.666666700000064 65.07058820000003,6.666666700000064 65.07500000000005,6.666666700000064 65.07941180000006,6.666666700000064 65.08382350000005,6.666666700000064 65.08823530000006,6.666666700000064 65.09264710000008,6.666666700000064 65.09705880000007,6.666666700000064 65.10147060000003,6.666666700000064 65.10588240000004,6.666666700000064 65.11029410000003,6.666666700000064 65.11470590000005,6.666666700000064 65.11911760000004,6.666666700000064 65.12352940000005,6.666666700000064 65.12794120000007,6.666666700000064 65.13235290000006,6.666666700000064 65.13676470000007,6.666666700000064 65.14117650000003,6.666666700000064 65.14558820000008,6.666666700000064 65.15000000000003,6.6583334000000605 65.15000000000003,6.650000000000034 65.15000000000003))"
