wlbWellboreName,wlbNpdidWellbore,wlbWell,wlbDrillingOperator,cmpFactPageUrl,cmpNpdidCompany,wlbProductionLicence,wlbPurpose,wlbStatus,wlbContent,wlbWellType,wlbEntryDate,wlbCompletionDate,wlbField,wlbDrillPermit,wlbDiscovery,wlbDiscoveryWellbore,wlbBottomHoleTemperature,wlbSeismicLocation,wlbMaxInclation,wlbKellyBushElevation,wlbKickOffPoint,wlbFinalVerticalDepth,wlbTotalDepth,wlbWaterDepth,wlbAgeAtTd,wlbFormationAtTd,wlbMainArea,wlbDrillingFacility,wlbFacilityTypeDrilling,wlbDrillingFacilityFixedOrMove,wlbProductionFacility,wlbLicensingActivity,wlbMultilateral,wlbPurposePlanned,wlbContentPlanned,wlbEntryYear,wlbCompletionYear,wlbReentry,wlbEntryPreDrillDate,wlbCompPreDrillDate,wlbReleasedDate,wlbReclassFromWellbore,wlbDateReclass,wlbReentryExplorationActivity,wlbPlotSymbol,wlbFormationWithHc1,wlbAgeWithHc1,wlbFormationWithHc2,wlbAgeWithHc2,wlbFormationWithHc3,wlbAgeWithHc3,wlbDrillingDays,wlbGeodeticDatum,wlbNsDeg,wlbNsMin,wlbNsSec,wlbNsCode,wlbEwDeg,wlbEwMin,wlbEwSec,wlbEwCode,wlbNsDecDeg,wlbEwDecDeg,wlbNsUtm,wlbEwUtm,wlbUtmZone,wlbNamePart1,wlbNamePart2,wlbNamePart3,wlbNamePart4,wlbNamePart5,wlbNamePart6,wlbFactPageUrl,wlbFactMapUrl,wlbPressReleaseUrl,wlbDiskosWellboreType,wlbDiskosWellboreParent,prlNpdidProdLicenceTarget,dscNpdidDiscovery,fldNpdidField,fclNpdidFacilityDrilling,fclNpdidFacilityProducing,wlbNpdidWellboreReclass,prlNpdidProductionLicence,wlbEntryDay,wlbEntryMonth,wlbCompletionDay,wlbCompletionMonth,wlbDrillPerApprovedPermitDate,wlbDrillPerEwDeg,wlbDrillPerLegalRefEnLegalNote,wlbDrillPerLegalRefNbLegalNote,wlbDrillPerNbComment,wlbDrillPerNsDeg,wlbEntryDatePlanned,wlbAliasName,wlbWdssQcDate,wlbSubSea,wlbWdssVolumeReference,wlbCoreSampleAvailable,wlbCuttingsSamplesAvailable,wlbWithCasingAndLot,wlbWithCompositeLog,wlbWithCorePhoto,wlbWithCores,wlbWithCuttings,wlbWithDocReportedByLicensee,wlbWithDst,wlbWithFormationTops,wlbWithGeochemInfo,wlbWithLog,wlbWithMud,wlbWithNpdPapers,wlbWithOilSamples,wlbWithOldWdss,wlbWithPalySlides,wlbPluggedDate,wlbWithWellboreHistory,wlbLicenceTargetName,wlbPluggedAbandonDate,wlbNpdidSiteSurvey,wlbSiteSurvey,wlbDateUpdatedMax,wlbDateUpdated,wlbPointGeometryWKT
1/3-5,223,1/3-5,A/S Norske Shell,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=562,562,011,WILDCAT,P&A,DRY,EXPLORATION,1984-10-01 00:00:00,1985-02-11 00:00:00,,435-L,,NO,172,79111  SP. 527,0,35,0,4850,4850,71,EARLY PERMIAN,ROTLIEGEND GP,NORTH SEA,NEDDRILL TRIGON,JACK-UP 3 LEGS,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1984,1985,NO,,,1987-02-11 00:00:00,,,,1,,,,,,,134,ED50,56,46,16.02,N,2,53,38.85,E,56.771117,2.894125,6292053.66,493528.57,31,1,3,,5,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=223,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=223,,initial,,,,,296947,,0,20844,1,10,11,2,,,,,,,,,2006-02-15 00:00:00,NO,16,YES,YES,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (2.894125 56.771117)
2/6-2,224,2/6-2,Elf Petroleum Norge AS,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=298,298,008,WILDCAT,P&A,OIL SHOWS,EXPLORATION,1980-01-03 00:00:00,1980-05-25 00:00:00,,238-L,,NO,0,686 201 SP.348,0,25,0,4760,4760,70,LATE PERMIAN,ZECHSTEIN GP,NORTH SEA,DYVI ALPHA,SEMISUB STEEL,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1980,1980,NO,,,1982-05-25 00:00:00,,,,12,,,,,,,144,ED50,56,30,48.9,N,3,42,39.66,E,56.513583,3.711017,6263608.18,543756.41,31,2,6,,2,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=224,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=224,,initial,,,,,297514,,0,20820,3,1,25,5,,,,,,,,,2009-05-27 00:00:00,NO,11,YES,YES,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (3.711017 56.513583)
2/7-15,225,2/7-15,Phillips Petroleum Company Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=694,694,018,APPRAISAL,P&A,OIL,EXPLORATION,1980-01-29 00:00:00,1980-06-02 00:00:00,ELDFISK,239-L,2/7-8,NO,151,PG 2/7-K SP.12,1.2,25,0,4423,4423,69,LATE JURASSIC,HAUGESUND FM,NORTH SEA,HAAKON MAGNUS,SEMISUB STEEL,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1980,1980,NO,,,1982-06-02 00:00:00,,,,5,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,,,125,ED50,56,23,46.82,N,3,18,54.63,E,56.396339,3.315175,6250375.82,519456.06,31,2,7,,15,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=225,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=225,,initial,,,44156,43527,288334,,0,20900,29,1,2,6,,,,,,,,,2009-10-26 00:00:00,NO,11,YES,YES,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (3.315175 56.396339)
8/10-2,226,8/10-2,Phillips Petroleum Company Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=694,694,017,WILDCAT,P&A,DRY,EXPLORATION,1980-02-05 00:00:00,1980-03-17 00:00:00,,240-L,,NO,91,PG 5708 SP.870,0,25,0,2997,2997,66,LATE PERMIAN,ZECHSTEIN GP,NORTH SEA,NORTRYM,SEMISUB STEEL,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1980,1980,NO,,,1982-03-17 00:00:00,,,,1,,,,,,,41,ED50,57,8,6.9,N,3,18,9.5,E,57.13525,3.302639,6332624.27,518318.79,31,8,10,,2,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=226,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=226,,initial,,,,,288010,,0,20892,5,2,17,3,,,,,,,,,2004-09-24 00:00:00,NO,11,YES,NO,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (3.302639 57.13525)
31/2-2,227,31/2-2,A/S Norske Shell,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=562,562,054,APPRAISAL,SUSPENDED,OIL/GAS,EXPLORATION,1980-02-27 00:00:00,1980-04-23 00:00:00,TROLL,241-L,31/2-1 (Troll Vest),NO,43,79416 SP.200,1.25,32,0,1857,1857,323,MIDDLE JURASSIC,KROSSFJORD FM,NORTH SEA,WEST VENTURE OLD,SEMISUB STEEL,MOVEABLE,,4,NO,WILDCAT,NOT APPLICABLE,1980,1980,NO,,,1982-04-23 00:00:00,,,,13,SOGNEFJORD FM,LATE JURASSIC,,,,,57,ED50,60,46,47.8,N,3,37,23.5,E,60.779944,3.623194,6738597.32,533940.27,31,31,2,,2,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=227,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=227,,initial,,,44534,46437,362494,,0,21228,27,2,23,4,,,,,,,,,2006-05-23 00:00:00,NO,11,YES,YES,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (3.623194 60.779944)
34/4-2,228,34/4-2,Saga Petroleum ASA,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=716,716,057,WILDCAT,P&A,DRY,EXPLORATION,1980-03-06 00:00:00,1980-05-24 00:00:00,,242-L,,NO,120,ST 606-403 SP.77,20,25,0,3571,3599,322,LATE TRIASSIC,LUNDE FM,NORTH SEA,BYFORD DOLPHIN,SEMISUB STEEL,MOVEABLE,,4,NO,WILDCAT,NOT APPLICABLE,1980,1980,NO,,,1982-05-24 00:00:00,,,,1,,,,,,,80,ED50,61,30,30.93,N,2,4,17.04,E,61.508592,2.0714,6819953.53,450579.59,31,34,4,,2,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=228,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=228,,initial,,,,,341331,,0,21252,6,3,24,5,,,,,,,,,2007-06-28 00:00:00,NO,11,YES,YES,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (2.0714 61.508592)
16/4-1,229,16/4-1,Norsk Hydro Produksjon AS,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=430,430,087,WILDCAT,P&A,DRY,EXPLORATION,1984-09-08 00:00:00,1984-11-18 00:00:00,,432-L,,NO,96,NH 8105 - 306  SP. 752,2.5,25,0,2909,2909,96,PRE-DEVONIAN,BASEMENT,NORTH SEA,TREASURE SEEKER,SEMISUB STEEL,MOVEABLE,,8,NO,WILDCAT,NOT APPLICABLE,1984,1984,NO,,,1986-11-18 00:00:00,,,,1,,,,,,,72,ED50,58,38,18.33,N,2,8,17.03,E,58.638425,2.138064,6500262.06,449959.99,31,16,4,,1,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=229,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=229,,initial,,,,,287956,,0,21500,8,9,18,11,,,,,,,,,2004-09-24 00:00:00,NO,15,YES,YES,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (2.138064 58.638425)
34/10-8,230,34/10-8,Den norske stats oljeselskap a.s,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=749,749,050,APPRAISAL,P&A,OIL,EXPLORATION,1980-03-03 00:00:00,1980-05-25 00:00:00,GULLFAKS,243-L,34/10-1 Gullfaks,NO,84,S3D - 236   SP. 170,2.7,25,0,2213.7,2214,133,EARLY JURASSIC,COOK FM,NORTH SEA,DEEPSEA SAGA,SEMISUB STEEL,MOVEABLE,,Awarded additionally to round 3,NO,APPRAISAL,NOT APPLICABLE,1980,1980,NO,,,1982-05-25 00:00:00,,,,5,BRENT GP,MIDDLE JURASSIC,,,,,84,ED50,61,9,59.53,N,2,12,3.44,E,61.166536,2.200956,6781760.88,457008.04,31,34,10,,8,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=230,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=230,,initial,,,44594,43686,289090,,0,21188,3,3,25,5,,,,,,,,,2012-11-14 00:00:00,NO,11,YES,YES,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (2.200956 61.166536)
15/9-6,231,15/9-6,Den norske stats oljeselskap a.s,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=749,749,046,APPRAISAL,P&A,DRY,EXPLORATION,1980-05-07 00:00:00,1980-09-07 00:00:00,SLEIPNER VEST,244-L,15/6-3 Sleipner Vest,NO,107,510-169 SP.265,3.3,25,0,3945,3946,112,TRIASSIC,SKAGERRAK FM,NORTH SEA,NORSKALD,SEMISUB STEEL,MOVEABLE,,3,NO,APPRAISAL,NOT APPLICABLE,1980,1980,NO,,,1982-09-07 00:00:00,,,,1,,,,,,,124,ED50,58,27,13.5,N,1,41,31.4,E,58.45375,1.692056,6480120.13,423668.06,31,15,9,,6,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=231,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=231,,initial,,,43910,43457,288091,,0,21156,7,5,7,9,,,,,,,,,2015-04-08 00:00:00,NO,11,YES,YES,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (1.692056 58.45375)
2/7-16,232,2/7-16,Phillips Petroleum Company Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=694,694,018,WILDCAT,P&A,SHOWS,EXPLORATION,1980-03-20 00:00:00,1980-07-12 00:00:00,,245-L,,NO,125,PG-2/7-F,4.75,25,0,4812,4818,71,EARLY CRETACEOUS,ÅSGARD FM,NORTH SEA,NORTRYM,SEMISUB STEEL,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1980,1980,NO,,,1982-07-12 00:00:00,,,,12,,,,,,,115,ED50,56,25,21.68,N,3,5,41.87,E,56.422689,3.094964,6253268.3,505858.17,31,2,7,,16,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=232,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=232,,initial,,,,,288010,,0,20900,20,3,12,7,,,,,,,,,2007-01-18 00:00:00,NO,11,YES,YES,1,0,0,1,1,1,1,1,0,1,1,0,0,1,0,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (3.094964 56.422689)
34/7-2,233,34/7-2,Saga Petroleum ASA,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=716,716,089,WILDCAT,P&A,DRY,EXPLORATION,1984-09-02 00:00:00,1984-10-10 00:00:00,,424-L,,NO,92,SG 8231 - 106  SP. 287,1.75,26,0,2475,2475,245,LATE TRIASSIC,LUNDE FM,NORTH SEA,TREASURE SAGA,SEMISUB STEEL,MOVEABLE,,8,NO,WILDCAT,NOT APPLICABLE,1984,1984,NO,,,1986-10-10 00:00:00,,,,1,,,,,,,39,ED50,61,17,57.16,N,2,9,40.9,E,61.299211,2.161361,6796565.81,455067.4,31,34,7,,2,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=233,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=233,,initial,,,,,296326,,0,21516,2,9,10,10,,,,,,,,,2009-10-26 00:00:00,NO,15,YES,YES,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (2.161361 61.299211)
16/8-2,234,16/8-2,BP Norway Limited U.A.,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=3986518,3986518,020,WILDCAT,P&A,DRY,EXPLORATION,1980-04-03 00:00:00,1980-08-13 00:00:00,,246-L,,NO,110,CN 16-14 SP.84,4.5,30,0,3583,3585,72.5,LATE PERMIAN,ZECHSTEIN GP,NORTH SEA,SEDCO H,SEMISUB STEEL,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1980,1980,NO,,,1982-08-13 00:00:00,,,,1,,,,,,,133,ED50,58,20,59.81,N,2,24,59.58,E,58.349947,2.41655,6467967.71,465848.41,31,16,8,,2,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=234,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=234,,initial,,,,,288712,,0,20932,3,4,13,8,,,,,,,,,2004-09-24 00:00:00,NO,11,YES,YES,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (2.41655 58.349947)
31/4-7,235,31/4-7,Norsk Hydro Produksjon AS,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=430,430,055,APPRAISAL,P&A,OIL/GAS,EXPLORATION,1984-07-26 00:00:00,1984-09-11 00:00:00,BRAGE,425-L,31/4-3 Brage,NO,106,954 - 447  SP. 600,2.5,25,0,2504,2505,136,LATE TRIASSIC,STATFJORD GP,NORTH SEA,VILDKAT EXPLORER,SEMISUB STEEL,MOVEABLE,,4,NO,WILDCAT,NOT APPLICABLE,1984,1984,NO,,,1986-09-11 00:00:00,,,,13,FENSFJORD FM,MIDDLE JURASSIC,STATFJORD GP,EARLY JURASSIC,,,48,ED50,60,34,8.21,N,3,1,5.82,E,60.568947,3.018283,6714934.67,501002.29,31,31,4,,7,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=235,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=235,,initial,,,44546,43651,297028,,0,21236,26,7,11,9,,,,,,,,,2014-04-01 00:00:00,NO,15,YES,YES,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (3.018283 60.568947)
31/2-3,236,31/2-3,A/S Norske Shell,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=562,562,054,APPRAISAL,P&A,OIL/GAS,EXPLORATION,1980-03-28 00:00:00,1980-07-20 00:00:00,TROLL,247-L,31/2-1 (Troll Vest),NO,73,62-4421 SP.175,2.65,25,0,2600,2601,334,LATE TRIASSIC,HEGRE GP,NORTH SEA,BORGNY DOLPHIN,SEMISUB STEEL,MOVEABLE,,4,NO,APPRAISAL,NOT APPLICABLE,1980,1980,NO,,,1982-07-20 00:00:00,,,,13,SOGNEFJORD FM,LATE JURASSIC,FENSFJORD FM,MIDDLE JURASSIC,,,115,ED50,60,50,27.84,N,3,35,10.82,E,60.841067,3.586339,6745386.82,531872.26,31,31,2,,3,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=236,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=236,,initial,,,44534,46437,288280,,0,21228,28,3,20,7,,,,,,,,,2006-02-15 00:00:00,NO,11,YES,YES,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (3.586339 60.841067)
1/5-1,237,1/5-1,Phillips Petroleum Company Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=694,694,018,WILDCAT,JUNKED,NOT APPLICABLE,EXPLORATION,1973-10-12 00:00:00,1973-10-19 00:00:00,,99-L,,NO,0,LINE PG 56 3445  SP.32,0,27,0,491,491,70,PLIOCENE,NORDLAND GP,NORTH SEA,OCEAN VIKING,SEMISUB STEEL,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1973,1973,NO,,,1975-10-19 00:00:00,,,,80,,,,,,,8,ED50,56,34,40.5,N,2,38,28,E,56.577917,2.641111,6270600.43,477951.01,31,1,5,,1,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=237,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=237,,initial,,,,,296407,,0,20900,12,10,19,10,,,,,,,,,2010-01-01 00:00:00,NO,4,YES,YES,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (2.641111 56.577917)
1/5-2,238,1/5-2,Phillips Petroleum Company Norway,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=694,694,018,WILDCAT,P&A,OIL,EXPLORATION,1973-10-19 00:00:00,1974-04-15 00:00:00,FLYNDRE,100-L,1/5-2 Flyndre,YES,0,LINE PG 56 3445  SP.32,2,27,0,4287,4287,70,LATE PERMIAN,ZECHSTEIN GP,NORTH SEA,OCEAN VIKING,SEMISUB STEEL,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1973,1974,NO,,,1976-04-15 00:00:00,,,,5,FORTIES FM,PALEOCENE,HOD FM,CAMPANIAN,TOR FM,CAMPANIAN,179,ED50,56,34,41.59,N,2,38,30.53,E,56.578219,2.641814,6270633.9,477994.36,31,1,5,,2,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=238,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=238,,initial,,,43838,24635035,296407,,0,20900,19,10,15,4,,,,,,,,,2010-01-01 00:00:00,NO,5,YES,NO,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (2.641814 56.578219)
1/6-1,239,1/6-1,A/S Norske Shell,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=562,562,011,WILDCAT,P&A,GAS/CONDENSATE,EXPLORATION,1972-07-10 00:00:00,1972-11-26 00:00:00,ALBUSKJELL,75-L,1/6-1 Albuskjell,YES,166,,0,34,0,,4822,69,LATE PERMIAN,ZECHSTEIN GP,NORTH SEA,ZAPATA NORDIC,JACK-UP 3 LEGS,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1972,1972,NO,,,1974-11-26 00:00:00,,,,17,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,,,140,ED50,56,38,2.4,N,2,59,50.3,E,56.634,2.997306,6276785.58,499834.71,31,1,6,,1,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=239,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=239,,initial,,,43844,43437,288928,,0,20844,10,7,26,11,,,,,,,,,2007-04-02 00:00:00,NO,3,YES,YES,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (2.997306 56.634)
1/6-2,240,1/6-2,A/S Norske Shell,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=562,562,011,WILDCAT,P&A,SHOWS,EXPLORATION,1972-11-28 00:00:00,1973-01-12 00:00:00,,78-L,,NO,70,,0,36,0,,3383,69,LATE CRETACEOUS,HOD FM,NORTH SEA,ZAPATA NORDIC,JACK-UP 3 LEGS,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1972,1973,NO,,,1975-01-12 00:00:00,,,,12,,,,,,,46,ED50,56,33,50.6,N,2,51,53.2,E,56.564056,2.864778,6269008.06,491689.32,31,1,6,,2,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=240,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=240,,initial,,,,,288928,,0,20844,28,11,12,1,,,,,,,,,2011-06-15 00:00:00,NO,4,YES,YES,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (2.864778 56.564056)
1/6-3,241,1/6-3,A/S Norske Shell,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=562,562,011,APPRAISAL,P&A,GAS/CONDENSATE,EXPLORATION,1974-04-12 00:00:00,1974-09-11 00:00:00,ALBUSKJELL,105-L,1/6-1 Albuskjell,NO,140,LINE SI-6 ABs    SP.70-7,0,34,0,,3343,69,LATE CRETACEOUS,TOR FM,NORTH SEA,ZAPATA NORDIC,JACK-UP 3 LEGS,MOVEABLE,,1-A,NO,APPRAISAL,NOT APPLICABLE,1974,1974,NO,,,1976-09-11 00:00:00,,,,17,EKOFISK FM,PALEOCENE,TOR FM,LATE CRETACEOUS,,,143,ED50,56,38,36.4,N,2,55,49.7,E,56.643444,2.930472,6277839.03,495735.82,31,1,6,,3,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=241,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=241,,initial,,,43844,43437,288928,,0,20844,12,4,11,9,,,,,,,,,2007-04-02 00:00:00,NO,5,YES,YES,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (2.930472 56.643444)
1/6-4,242,1/6-4,A/S Norske Shell,https://factpages.sodir.no/factpages/default.aspx?nav1=company&nav2=PageView|All&nav3=562,562,011,WILDCAT,P&A,DRY,EXPLORATION,1975-12-29 00:00:00,1976-04-09 00:00:00,,144-L,,NO,133,LINE 002425   SP.6977,0,33,0,,3810,72,LATE CRETACEOUS,TOR FM,NORTH SEA,CHRIS CHENERY,SEMISUB STEEL,MOVEABLE,,1-A,NO,WILDCAT,NOT APPLICABLE,1975,1976,NO,,,1978-04-09 00:00:00,,,,1,,,,,,,103,ED50,56,44,52.06,N,2,42,23.64,E,56.747794,2.706567,6289490.96,482053.29,31,1,6,,4,,,https://factpages.sodir.no/factpages/default.aspx?nav1=wellbore&nav2=PageView|Exploration|All&nav3=242,https://factmaps.sodir.no/factmaps/3_0/?run=WellboreExpByNPDID&scale=100000&NPDID=242,,initial,,,,,288145,,0,20844,29,12,9,4,,,,,,,,,2011-06-15 00:00:00,NO,7,YES,YES,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,,1,,,,,2024-01-02 00:00:00,2024-01-02 00:00:00,POINT (2.706567 56.747794)
