API_WELL_NUMBER,REMARK_DATE,REMARK_TEXT
608074014401,04/23/13,Performing end of well mainteance. Completed pulling anchors. WORK COMPLETED - MOVING RIG TO GB 0341 - OCS-G 15879 - HB002 - FINAL REPORT.
608114021600,08/26/12,WOW. Vessel in transit to GB 0555 to clear the vessel F/TS ISAAC.
608114021600,08/27/12,Vessel in transit to GB 0555 to clear the vessel F/TS ISAAC.
608114021600,08/28/12,Vessel in transit to GB 0903 to clear the vessel F/TS ISAAC.
608114021600,08/29/12,WOW - GB 0903 - TS ISAAC. Vessel in transit to GC 0200.
608114021600,08/30/12,Vessel in transit to GC 0200.
608114021600,08/31/12,Vessel in transit to GC 0200/arrived on location. Performed general housekeeping/rig mainteance. Performed DP calibrations. Personnel arrived in rig.
608114021600,09/01/12,Prep to pull tree. Landed/locked tree handling cap on tree. Pulled tree free. Pulled/offloaded tree. Waiting on tbg equip.
608074014401,01/24/12,FIRST REPORT - T/A - In transit to location. Prep to stump test IRS. Verified SST valve alignment w/hoist. RU surface piping/choke manifold.
608074014401,01/25/12,TRT not unlocking - problem w/faulty valve in HPU. Set compatts. Pulled tree cap.cleaned seal area. Performed prelatch manifold inspection work - found IRS accu problem/repaired.
608074014401,01/26/12,Performed successful IRS function test/deadman/autoshear/ROV oeverride test. Commence stump testing IRS - 250/7000 psi.
608074014401,01/27/12,Completed stump tested IRS/prep to splash same. Re-charge nitrogen on IRS. Repaired leak on accu supply line. Stumped testing CT BOP'S to 250/7000 psi. Functioned TRT to unlock. RIH w/IRS to 522'.
608074014401,01/28/12,RIH w/IRS to 15553'. Pressured tested riser/annulus against LCV/ALV to 7000 psi/OK. RIH w/IRS to 2528'. Tested CT BOP'S to 250/7000 psi/OK. TIH w/IRS to 3721'/landed. Moved vessel to safe zone. Tested CT conn to 10000 psi/OK.
608074014401,01/29/12,"Terminated 2 3/8"" annulus pipe under RF. Tested 5 1/2"" DP/2 3/8"" to 250/7000 psi/OK. RU CT LF/WOM surface tree. RU CT BOP'S/riser spool/ch/kl lines. Performed visual fuction test of CT BOP/accu test."
608074014401,01/30/12,Tested ch/kl lines to 250/7000 psi/OK. Completed surface testing. Moved vessel to well center. TRT on WH. Landed IRS on WH/placed 50K down. Locked conn w/3000 psi/OK. Performed 50K overpull to verify integrity of TRT lock. Performed SS testing of IRS to 250/7000 psi/OK.
608074014401,01/31/12,Dsiplaced riser to 12.5# Cabr2. RU SLU/tested lubr to 7000 psi/OK. Spotted 25 bbl HEC pill in DP. Performed bullhead kill. RIH w/IB to 22890' - no restrictions. POOH/LD IB. RIH w/GR to 23135' - no restrictions. POOH/LD GR. RD SLU. RU E-Line/tested lubr to 7000 psi/OK.
608074014401,02/01/12,RU E-Line/tested lubr to 7000 psi/OK. RIH/set BP'S @ 23148'/23146'. POOH.
608074014401,02/02/12,RIH/set CR @ 22735'/tested to 1000 psi/OK (BP'S). RIH w/CT to 12000'.
608074014401,02/03/12,RIH to 22735'. Sqz 28 CF of Class H cmt below CR/TOC below CR is 22961'.
608074014401,02/04/12,POOH/LD CT. RU E-Line/tested lubr to 7000 psi/OK. Dumped bailed .588 CF of Class H cmt on top of cmt/CR - TOC @ 22722.5'. Tested tbg to 5000 psi/OK. Performed negative test on AAV 1500/2200 psi/OK.
608074014401,02/05/12,ROV XLS/attempting to function ASV. Suspend E-Line ops - WOW.
608074014401,02/06/12,Tested CT BOP'S. RU E-Line/tested lubr to 7000 psi/OK. 22636-42'.
608074014401,02/07/12,TIH w/tbg punch. Punch tbg F/22636-42'. POOH/RD E-Line/tbg punch. Circ annulus 10 12.5# Cabr2. Tested csg to 4500 psi/OK. Performed 700 psi negative test on WB. Performed function test on IRS barrier valves.
608074014401,02/08/12,Displaced well to 14.2# CaBr2. RU E-Line/tested lubr to 7000 psi. RIH w/CR to 20936' - work tool stuck - unable to set plug. Pulled out rope socket. Performed test on SCSSV/PMV/AMV.
608074014401,02/09/12,"Monitored well/waiting on CT fishing tools. PREP TO UNLATCH F/WELL. Displaced riser/ 2 3/8"" annulus F/brine to SW. TRT in unlocked position. Lifted IRS off of WH. Moved vessel to safe zone. Commence RD CTU/equip."
608074014401,02/10/12,"Completed RD CTU/equip. POOH/LD IRS. WILL NOT FISH FOR WL tools,."
608074014401,02/11/12,Performed site survey. Pulled/recovered all compatts. WORK COMPLETED - MOVING VESSEL TO MC 0810 OCS-G 09873 - WELL UI003 - NEW ORLEANS DISTRICT - FINAL REPORT.
427084045500,11/02/14,"Removed starter head. Cut/recover 7 5/8"" 25' BML. Cut/recover 10 3/4"" 22"" BML (APM steps 38/39/40). Check for norm/OK."
427084045500,11/03/14,"Cut/recover 30"" conductor 19'BML (APM step 40). P/A operation completed (APM step 41)."
608074014401,12/30/12,TIH w/OS assy to 22803'. C/C 12.4# CaBr2. Function diverter bag F/RF.
608074014401,12/31/12,TIH to 22036'/fish. Washed over fish/fish in OS. POOH to 20390'. Pumped 20 bbl 14# CaBr2. POOH to 14777'. Function diverter bag. POOH to 4603'. Monitored well on TT.
608074014401,01/01/13,POOH/LD OS assy/inspected same. TIH w/OS assy to 12115'.
608074014401,01/02/13,TIH to 22032'/fish. Latched fish. POOH to 10118'.
608074014401,01/03/13,POOH/LD OS assy/fish - 5.36'. Cleaned/cleared RF. Function diverter. Function BSR/CSR'S on blue pod F/TTP. TIH w/BS to 5113'. Commence testing BOP'S.
608074014401,01/04/13,Completed testing BOP'S. Function tested BOP'S on yellow pod F/TTP. TIH to 16904'.
608074014401,01/05/13,TIH to 22040'. Polished TOF to 22043'. Function diverter F/RF. DDM down. MU new upr/lwr IBOP/shifter sleeve/tested to 250/7000 psi/OK. Performed derrick inspection/OK. Pumped 20 bbl 14.1# CaBr2 fluid/chased w/12.4# fluid. POOH to 19885'.
608074014401,01/06/13,POOH/LD BS. TIH w/OS assy to 3465'. Function BSR/CSR'S on yellow pod F/RFP. TIH to 8314'.
608074014401,01/07/13,TIH to 20392'. Function diverter F/RF. TIH to 22040'/fish. Latched fish/came free. Monitored well on TT. POOH to 14684'.
608074014401,01/08/13,"POOH/LD OS assy/16"" of fish. Performed derrick inspection/OK. Cleaned & cleared RF. RIH w/EZSV-B to 6670'."
608074014401,01/09/13,TIH/set EZSV-B @ 22038'MD. POOH to 18457'.
608074014401,01/10/13,POOH to 14086'. RD TDS/repaired sheared bolt on service loop guide. WOW. Function diverter F/TTP. POOH/LD RT. Cleaned/cleared RF. TIH w/backsurge assy to 220'.
608074014401,01/11/13,Function diverter bag F/RF. TIH to 4256'. TIH w/BHA to 396'. Function tested BSR/CSR'S on yellow pod F/TTP. TIH to 4770'. Commence testing BOP'S.
608074014401,01/12/13,Completed testing BOP'S. Function tested BOP'S on yellow pod. POOH to 1505'. Function tested BSR/CSR'S on blue pod F/TTP. TIH w/BSRTT to 1567'. Installed diverter bag/function same F/DP. TIH to 3764'/landed out BSRTT in WB. Closed BSR & tested to 250/6800 psi/OK on yellow pod F/RF. POOH to 3676'.
608074014401,01/13/13,"Function diverter bag F/RF. POOH to 1757'. Remove inner/master bushing, removed wiper rubber/pulled diverter bag/installed master bushing. POOH to 1567'. Removed inner/master bushing/pulled BSRTT above rotary/installed master bushing. Break down BSRTT/LO to 1505'. TIH w/test tool assy to 21457'."
608074014401,01/14/13,Set champ pkr @ 21261'/tested csg to 6800 psi/OK. Unable to test OMNI valve. Pulled/set champ pkr @ 21507'. Unable to test OMNI valve. POOH to 20651'. Function diverter bag F/TTP. POOH to 343'.
608074014401,01/15/13,POOH/LD BHA. Cleaned/cleared RF. TIH w/backsurge assy to 19477'.
608074014401,01/16/13,TIH to 21826'. Monitored well on TT. Waiting in replacement control head. POOH to 19875'. Inspected drawworks/troubleshooting TBM. Function diverter F/DP. Cleaned/cleared RF.
608074014401,01/17/13,Waiting in replacement control head. Troubleshooting TBM on drawworks. Perform general rig mainteance. Approval was given from Shell & Noble Office to POOH
608074014401,01/18/13,POOH to 3013'. Tested open/closded SPM'S on CSR. Function tested BSR & CSR'S on yellow pod F/DP. Function diverter F/DP. TIH to 9626'.
608074014401,01/19/13,Function diverter F/DP. TIH to 19875'. Tested BOP'S. Function tested BOP'S on blue pod F/TTP. Function diverter F/DP.
608074014401,01/20/13,Troubleshoot drawworks TBM/BOP'S. BSEE approved go forward due to LOK fail safe not functioning to the open position on blue pod - see attachments. TIH w/backsurge assy to 21826'. Function diverter F/DP. Set champ pkr @ 21597' w/30K down. Cleaned/cleared RF. Cycled omni valve to circ position. Backsurge well.
608074014401,01/21/13,Reversed out above pkr. Spotted 50 bbl HEC pill on backside. Released champ pkr. TIH to 21984'. Function diverter F/TTP. Reversed washed well. Spotted 50 bbl HEC pill on backside. TIH to 22016'/set champ pkr. Pumped 50 bbl HEC pill/chase w/320 bbl of 12.4# CaBr2. Reversed out same. Washed down to 22038'/CR. Function diverter F/DP. Spotted 20 bbl HEC pill.
608074014401,01/22/13,"POOH to 20653'. Pumped slug. POOH to 2537'. Function tested BSR/CSR'S on blue pod F/DP, function diverter F/TTP. POOH/LD backsurge assy. Cleaned/cleared RF. TIH w/GP assy to 343'."
608074014401,01/23/13,TIH to 3032'. Function diverter F/DP. TIH to 8452'. Function diverter F/TTP. TIH to 21786'.
608074014401,01/24/13,TIH to 22038'/EZSCB. Set GP pkr @ 21704'/tested to 1000 psi/OK. Pumped 20 bbl HEC spacer/20 bbl safe-t-pickle chased w/214 bbl 12.4# CaBr2. Reversed out same.
608074014401,01/25/13,Pumped acid. Took on 12.4# CaBr2. Weighted up to 12.5#. Function CSR on blue pod F/DP.
608074014401,01/26/13,Monitored press on csg/DP. Function diverter F/TTP. Displaced KL/riser  w/12.5# CaBr2. Function diverter F/DP. Monitored well on TT down KL/reversing out.
608074014401,01/27/13,Reversed out/general housekeeping. Function diverter F/TTP. Monitored well on TT. Function diverter F/DP. POOH to 21881'. Commence testing BOP'S.
608074014401,01/28/13,Completed testing BOP'S. Function tested BOP'S on blue pod F/DP. Function diverter F/DP. TIH to 22012'. Reversed out.
608074014401,01/29/13,Functioned diverter F/TTP. POOH to 9307'. Pumped 20 bbl HEC pill followed by 73 bbl of 12.5# CaBr2. Function diverter F/DP. POOH to 9117'. Cleaned/cleared RF. POOH to 3032'. Function tested CSR/BSR'S on yellow pod F/TTP.
608074014401,01/30/13,POOH/LD backsurge assy. Cleaned/cleared RF. TIH w/CO assy to 2408'. Functioned CST to open position. Function diverter F/DP. TIH to 8589'. WOW.
608074014401,01/31/13,WOW. TIH to 21704'. Displaced ch/kl/boost lines w/12.5# Cabr2. Pumped 150 bbl Tetra hi-vis pull chased w/15 bbl of 12.5# CaBr2. Commence displacing contaminated 12.5# CaBr2 w/new 12.5# CaBr2.
608074014401,02/01/13,Completed displacing contaminated 12.5# CaBr2 w/new 12.5# CaBr2. Monitored well on TT. Function diverter F/DP. Circ hole clean. POOH to 4310'. Function CSR'S.
608074014401,02/02/13,POOH/LD CO assy. Performed BSR/CSR'S function test on blue pod F/TTP. Cleaned/cleared RF. TIH w/HES/SSP to 18080'. Function diverter F/TTP. Function CSR to open position. TIH to 21704'. Set SSP plug @ 21704' w/10K down. POOH to 21596'. Closed MPR/performed positive test w/12.5# CaBr2 to 1000 psi/OK. Closed test rams to performed negative test. Pressured to 1000 psi between MPR/test rams. Reversed out 8.6# SW w/12.5# CaBr2. Pumped 20 bbl of 14.2# Cabr2/chased w/10 bbl of 12.5# Cabr2.
427084045500,10/11/14,FIRST REPORT - P/A - In transit to location (APM step 1).
427084045500,10/12/14,Arrived on location. JU to platform (APM step 2/3).
427084045500,10/13/14,"RU equip on deck (APM step 4). Tested lines to 250/5000 psi/OK (APM step 5). Checked well pressures - 10 3/4"" 24 psi  -7 5/8""  - 0 psi  -  3 1/2"" tbg 0 psi. Bled 10 3/4"" to 0 psi. Filled 10 3/4"" w/SW/press tested to 500 psi/OK. Bubbled tested csgs/OK. Locked opened SSV/SCSSV. Intstalled 10M BOWEN CONN ON 3 1/16"" tree. WOW. Filled 3 1/2"" tbg w/SW. Attemptd to test 7 5/8""/unsuccessful due to hole in tbg. Bubbled tested 7 5/8""/no bubbles (APM step 4). RU SLU/tested lubr to 5000 psi/OK. RIH w/GR/tag"
427084045500,10/14/14,"RU SLU/tested lubr to 5000 psi/OK. RIH w/GR/tagged TOC @ 7296'SLM/TOC (APM step 8). POOH/LD GR. Tested lubr to 5000 psi/OK. RIH w/sample bailer to 7296'SLM. Worked down 4'. POOH/LD bailer. Tested lubr to 5000 psi/OK. RIH/attempted to set ""G"" stop @ 113'SLM/did not set. POOH/LD same."
427084045500,10/15/14,"Tested lubr to 5000 psi/OK. RIH/set D&D packoff @ 113'. POOH/LD ST. Tested to 2100 psi/OK. Tested lubr to 5000 psi/OK. RIH/ran dummy to 7297'MD. POOH/LD dummy. Tested lubr to 5000 psi/OK. RIH/perf tbg F/7248-50'MD (APM step 9). POOH/LD SLU/perf gun. Displaced tbg/7 5/8"" annulus to 11.6# WBM F/11.6# CaCl/circ."
427084045500,10/16/14,Pumped a 71 CF Class H cmt F/6856-7250'MD in the tbg/prod csg annulus APM step 10). Cleaned equip. WOC.
427084045500,10/17/14,"Tested cmt plug to 1000 psi on tbg/prod csg/OK/no bubbles (APM step 11). RU SLU/tested lubr to 5000 psi/OK. RIH/tagged TOC @ 6856'MD (APM step 12). POOH. RIH w/1.375# X 3"" gun to 4532'MD. Press up to 3000 psi on tbg. Perf tbg/prod csg/press F/4352-55'MD/bled to 0 psi (APM step 13). Attempted to circ down the tbg/up the 10 3/4"" annulus/no success."
427084045500,10/18/14,"Attempted to circ down tbg/up surface csg w/no success. Pumped  138 CF Class H in tbg (16 CF)/7 5/8"" annulus (55 CF)csg/(67 CF) sqz into the 10 3/4"" annulus - TOC 3972'/BTM 4352'MD (APM step 16). Locked in w/1000 psi/OK. WOC."
427084045500,10/19/14,"Tested sqz to 1000 psi/OK (APM step 17). RU SLU/tested lubr to 5000 psi/OK. TIH/tagged TOC @ 3972'MD (APM step 18). RIH/perf tbg/7 5/8"" csg @ 2000'MD (APM step 19). POOH/LD perf gun. Unable to break circ - could not pump down the 3 1/2"" tbg/up the 10 3/4"" annulus (APM step 20)."
427084045500,10/20/14,Operation suspended.
427084045500,10/21/14,Operation suspended - waiting on RMP No. 3 approval.
427084045500,10/22/14,Operation suspended - waiting on RMP No. 3 approval.
427084045500,10/23/14,Tested pump lines to 250/5000 psi/OK. Circ down tbg/up prod csg. Pumped a 70 CF Class cmt plug F/1700-2000'MD in the tbg (15 CF)/prod csg annulus (55 CF) (APM step 21). WOC. Cleaned cmt equip.
427084045500,10/24/14,RIH/tagged TOC @ 1692'MD (APM step 23). Tested cmt plug to 1000 psi/OK (APM step 22). Recover top section of tbg packoff F/48'MD. Unable to recover the lwr pack off. POOH.
427084045500,10/25/14,"RU SLU/tested lubr to 5000 psi/OK. RIH/recovered D/D packoff assy.  POOH/LD same. RD SLU. RU E-line/tested lubr to 5000 psi/OK. RIH w/GR to 1566'MD. POOH/LD same. RIH/cut tbg @ 1554'MD (APM step 24). PU 10'/verify cut. POOH/RD E-line/cutter. Circ 11.6# WBM down tbg/up 7 5/8"" annulus."
427084045500,10/26/14,"Checked well for press/OK. ND tree. NU 7 1/16"" flow path w/annular & function tested same/OK (APM step 25). Recover 3 1/2"" prod tbg (46 jts - tbg reading 45/120 MR/HR over background for NORM - APM step 26). Cap/secured ends of tbg."
427084045500,10/27/14,"RU E-Line/tested lubr to 5000 psi/OK. RIH w/GR to 589'MD. POOH/LD same. RIH/perf 7 5/8"" F/1508-10'MD & 798-800'MD. POOH/LD perf gun. Unable to run CR."
427084045500,10/28/14,Stop for the night. RD P/A equipment/backload to the boat. Send in personnel. Personnel/equip scheduled to arrive in the A.M.
427084045500,10/29/14,"Offloaded equip. RU E-line/tested lubr to 5000 psi/OK. RIH w/GR/JB to 1500'MD. POOH/LD same. RIH/set 7 5/8"" CR @ 1500'MD. POOH/RD E-Line."
427084045500,10/30/14,"Stab into CR/atempted to break circ down the WS/up the 10 3/4"" annulus -no success. Attempted to pump down the annulus/up the WS w/no success. Tested 7 5/8"" side (perfs @ 800'MD to 2000 psi/tested down the WS - perf @ 1500'MD to 2000 psi. Sting out of CR. Spotted a 63 CF Class H cmt plug F/1250-1500'MD."
427084045500,10/31/14,POOH to 850'MD. Pumped a 63 CF Class H cmt plug F/596-850'MD. Tested cmt plug to 1000 psi/OK (APM step 28).
427084045500,11/01/14,"RIH/tagged TOC @ 596'MD. Set 7 5/8"" BP @ 525'MD (APM step 32). Pumped a 52 CF Class H surface cmt plug F/325-525'MD (APM step 33). Tagged TOC @ 325'MD/no bubbles (APM step 36). Tested to 1000 psi/OK (APM step 35)."
608074014401,02/03/13,"Function diverter F/DP. POOH to 3532'. Cleaned/cleared RF. Function CSR to open position. Function diverter bag F/TTP. POOH/LD 4"" DP. TIH w/cmt stinger BHA to 6430'. Function CSR."
608074014401,02/04/13,TIH to 19270'. Function diverter F/DP. TIH to 21550'. Pumped 100 bbl of sand. POOH to 21455'. TIH/tagged sand @ 21600'. POOH to 21590'. Boost riser. TIH/tagged sand @ 21600'. POOH to 21592'.
608074014401,02/05/13,Function diverter F/DP. Pumped a (84.22 CF - Class H) cmt plug F/21304-21604'. Displaced well to 13.5# riser margin fluid. Tested to a 1000 psi/OK. POOH to 18791'. Cleaned/cleared RF. POOH to 15938'. Function CSR to open position. POOH to 3767'.
608074014401,02/06/13,"POOH/LD 4""/2 7/8"" DP. Cleaned/cleared RF. TIH/SET Fast Drill SVB plug @ 4865'/tested to 1000 psi/OK. Function diverter F/RFP. Pumped a 79 CF Class H cmt plug F/4665-4865'. POOH to 4579'. Closed mid ram/performed positive test w/12.5# CaBr2 TO 1000 psi/OK. Pumped 22 bbl of 8.6# SW to create 200 psi diff for negative test. Closed test ram/mid pipe ram to performed negative test pressure up between test ram/mid ram to 1000 psi/OK. Bled off DP/monitored flow (no flow)/OK. Reversed out 8.6# SW W/12.5"
608074014401,02/07/13,Displaced ch/kl/riser w/SW. POOH/LD WS. Cleaned/cleared RF. Function diverter F/RF. RU riser handling equip.
608074014401,02/08/13,PU landing jt. Scoped in slip/locked jt w/20K overpull. Unlatched BOP'S. Moved rig to safe zone. Commence pulling marie riser/BOP F/3719-1804'.
608074014401,02/09/13,Completed pulling marine riser/BOP. LD riser. BOP'S on stack. Commence working on BOP deficiencies/repairing. (H-4 conn issues)
608074014401,02/10/13,Working on BOP deficiencies/repairing.
608074014401,02/11/13,Working on BOP deficiencies/repairing.
608074014401,02/12/13,Working on BOP deficiencies/repairing.
608074014401,02/13/13,Working on BOP deficiencies/repairing. Pressure tested slip jt pkr seal to 100 psi/OK. Performed integrity test on BOP'S to 10000 psi/OK. Checked torque on H-4 conn bolts using hytorc to 4800 lbs/OK.
608074014401,02/14/13,"Working on BOP deficiencies/repairing. Stump testing BOP'S on 4 1/2"" DP to 250/10000 psi/OK. While stump testing, found leak between the stump & conn. Unlatched conn/lowered test stump. Replaced VX gasket on test stump. Latched conn back up/fill BOP w/water. Stumped testing BOP'S."
608074014401,02/15/13,"Stumped testing BOP'S to 250/10000 psi/OK. Tested lwr annular to 250/7000 psi/OK, tested upr annular to 250/3500 psi/OK."
608074014401,02/16/13,"Stumped testing BOP'S to 250/10000 psi/OK. Changed out bonnet seals on lwr pipe ram. Tested lwr annular to 250/7000 psi/OK, tested upr annular to 250/3500 psi/OK."
608074014401,02/17/13,"Stumped testing BOP'S to 250/10000 psi/OK. Changed out bonnet seals on lwr pipe ram. Tested lwr annular to 250/7000 psi/OK, tested upr annular to 250/3500 psi/OK. Changed out bonnet seal on lwr pipe ram."
608074014401,02/18/13,"Stumped testing BOP'S to 250/10000 psi/OK. Changed out bonnet seals on lwr pipe ram. Tested lwr annular to 250/7000 psi/OK, tested upr annular to 250/3500 psi/OK."
608074014401,02/19/13,Greased H-4 conn/moved stack to rig center. Pulled/LO drift out of stack. Function lwr annular. Closed lwt/upr annular/opened. Pulled/LO tested jt out of BOP'S. Drifted upr/lwr annular. Cleaned/cleared RF. Moved BOP'S to aft. RU riser handling equip. Moved BOP back to well center/MU riser to BOP'S to 154'. WOW.
608074014401,02/20/13,WOW. Performed general mainteance/housekeeping.
608074014401,02/21/13,WOW. Performed general mainteance/housekeeping.
608074014401,02/22/13,WOW. Performed general mainteance/housekeeping. Splashed BOP'S/observed leak around blue pod/put BOP''S back on beams. Re-engerized system/no leaks. Splashed BOP'S. Running riser/BOP to 229'. Tested ch/kl lines to 250/10000 psi/OK/observed leak on fitting/repaired. Troubleshooing boost valve function/observed leak on BOP'S & around blue pod. Pulled riser/BOP - BOP on beams/garage. Troubleshooting BOP'S for leaks.
608074014401,02/23/13,Troubleshooting BOP'S for leaks.
608074014401,02/24/13,Troubleshooting BOP'S for leaks/repaired. Splashed BOP'S/riser to 229'. Tested ch/kl lines to 250/5000 psi/OK - ROV found leak on blue pod. Pulled riser/BOP. BOP'S on beam. Pulled blue pod/no issues/replaced pkr seal.
608074014401,02/25/13,Lowered blue pod/function locks/verified they are engaged. Charge LMRP accu bottles/function same. Soak blue pod/no leaks. WOW. Performed general rig mainteance/housekeeping.
608074014401,02/26/13,WOW. Performed general rig mainteance/housekeeping. Commence running riser/BOP to 154'.
608074014401,02/27/13,"Running riser/BOP to 1729'. Tested ch/kl lines to 250/10000 psi/OK, tested boost line to 250/5000 psi/OK. Choke line leaking/function choke isolation valve. Troubleshoot leak. Pull riser to 979'/checking all polly pack seals. Functioned chole isolation valves on BOP'S/valves cliosed after functioning stopping the leak. Resume running riser to 1354'."
608074014401,02/28/13,"Tested ch/kl lines to 250/10000 psi/OK, tested boost line to 250/5000 psi/OK. WOW. Running riser to 3654'. Performed general rig mainteance/housekeeping."
608074014401,03/01/13,Completed running riser/BOP. PU slip/landing jt. Installed tensioner ring/cables/storm loops to slip jt. Move rig over well. Landed out BOP'S on WH. Latched BOP conn/verify w/50K overpull. Unlocked slip jt/LD landing jt. Pressured tested conn/BST to 250/2000 psi/OK. Locked in diverter/verify w/20K overpull. RD riser running equip.
608074014401,03/02/13,Racked DP in derrick. TIH w/BHA to  3517'. Commence testing BOP'S to 250/6500 psi. Function deadman auto shear on blue pod F/RF. Function tested BOP/BSR/CSR'S on yellow pod D/TTO. TIH to 4153'.
608074014401,03/03/13,Completed testing BOP'S. Function tested BOP'S on yellow pod F/TTO. TIH to 4469'. Washed/reamed to 4578'/TOC. Displaced riser F/8.6# w/13.6# CaBr2. Displaced ch/kl/boost lines as riser.
608074014401,03/04/13,"POOH to 4470'. PU 3 jts of 5 1/2"" DP to build stand/racked back in derrick. TIH to 4532'. Washed/reamed to 4578'/TOC. Drilled out cmt to 4862'/Fas-Drill plug. Drilled out plug to 4866'/circ. TIH to 6879'. Washed down to 7100'. CBU."
608074014401,03/05/13,"Pumped slug. POOH/LD CO assy. Cleaned/cleared RF. Function tested CSR/BSR'S on yellow pod F/DP. TIH w/CO assy (4 1/2"" DP) to 7100'. Washed to 7295'. Pumped 50 bbl XCD sweep. CBU."
608074014401,03/06/13,"POOH to 7096'. PU 4 1/2"" to 7286'. PU 1 stand of 5 1/2"" DP. Washed to 7711'. Reversed out 1 1/2 tbg vols. TIH to 10913'. RD reversed out assy/LD. POOH to 7286'. PU 4 12/"" DP. TIH to 9379'."
608074014401,03/07/13,TIH to 20888'. Washed ratty cmt F/21086-133'. Spotted 75 bbl XCD pill w/cmt. Drilled cmt to 12143'.
608074014401,03/08/13,"Circ XCD pill to surface. POOH due to leaking deadman auto shear & disarm function on BOP'S. POOH to 3363'. Repaired leak on deadman autoshear arm/disarm function in yellow pod pilot line, capped arm/disarm function @ MCU panel F/deadman autoshear yellow pod. Function tested BSR/CSR'S on yellow/blue pod F/TTP. TIH to 4408'. Function tested BOP'S on yellow pod F/RF. TIH to 5543'."
608074014401,03/08/13,TIH to 10205'. PU/TIH w/scaper assy to 21144'/cmt. Displaced ck/kl & boost lines/WB to 12.4# CaBr2 F/13.5# CaBr2. Performed csg to 5300 psi. Spaced out on upr annular/open upr annular/close lwr annular. Attempted to test csg 3 times to 5300 psi w/12.4# CaBr2/failed due to suspected aerated fluid. Drilled cmt to 21305'.
608174010402,10/17/13,"FIRST/FINAL REPORT - Repair leaking fittings and/or valves. RU to B/C annulus - 369 psi on B annulus/82 psi on C annulus. Bled down C annulus. Opended well to vent for 1 hr/press 0 psi. Performed 30 min bubble test - 30 min 0 SCFH. Removed C annulus valves/checked for norm/OK. Installed 2"" BV #56 w/nipple that has VR threads cut in it. Installed 2"" BV #57. Press tested C annulus w/nitrogen to 119 psi for 10 min. Used snoop leak/no visual leaks. WORK COMPLETED."
608074014401,03/10/13,Drilled cmt to 21400'. Pumped 75 XCD pill/circ well clean. Tested csg to 5300 psi/OK. Commence testing BOP'S.
608074014401,03/11/13,Completed testing BOP'S. Function tested BOP'S on blue pod F/DP. TIH to 21369'. Washed down to 21415'. Drilled cmt to 21600'. Washed 10' of sand to 21610'. Spotted 100 bbl XCD pills. Washed to 21688'/circ. PU to 21656'/circ. TIH to 21688'. POOH to 21656'/circ.
608074014401,03/12/13,POOH to 10014'. C/C fluid in riser. Function pipe rams on blue panel F/RF. POOH/LD CO assy. Cleaned/cleared RF. TIH w/SSP RT to 2284'. Functioned BSR/CSR'S on yellow pod F/TTP.
608074014401,03/13/13,TIH to 15488'. Pumped 25 bbl HEC pill/chased w/210 bbl of filtered fluid. TIH to 21674'. Washed to 21704'/tagged SSP plug. Reversed circ. Performed 45K overpull on SSP plug. POOH w/plug/RT to 17960'.
608074014401,03/14/13,POOH/LD plug/RT. Function BSR/CSR'S on blue pod F/DP. TIH w/GP RT to 12927'.
608074014401,03/15/13,TIH to 21710'. Latch/unseat pkr/screens. POOH to 12645'.
608074014401,03/16/13,POOH to 7398'. Function rams to clear debris F/bludepod on RF. POOH/LD GP screen assy. Cleaned/cleared RF. TIH w/CO assy to 1444'. Performed BSR/CSR on yellow pod F/DP. TIH to 5998'.
608074014401,03/17/13,TIH w/CO assy to 20280'. Spotted 25 bbl HEC pill chased w/304 bbl of 12.4# CaBr2. TIH to 21907'. Washed/reamed to 22038'. Reversed circ. POOH to 21785'. TIH to 22041/tagged CR w/10K down. POOH to 21785'.
608074014401,03/18/13,Changed saver sub on DDM. Pumped slug. POOH to 11303'. Function diverter bag F/TTP. POOH to 4323'. Function diverter F/DP. Commence testing BOP'S.
608074014401,03/19/13,"Completed testing BOP'S. Function tested BOP'S on yellow pod F/RF, function diverter F/TTP. POOH/LD CO assy. Cleaned/cleared RF. Function tested BSR/CSR'S on blue pod F/TTP. TIH w/CR to 6844'."
608074014401,03/20/13,"TIH w/CR to 20556'. Function diverter. TIH/set 7"" CR @ 22035'. POOH to 15396'."
608074014401,03/21/13,POOH/LD RT. Cleaned/cleared RF. Function diverter F/RF. Function BSR/CSR'S F/TTP. TIH w/GP assy to 3783'.
608074014401,03/22/13,TIH to 12237'. Function diverter F/DP/TTP. TIH to 20924'.
608074014401,03/23/13,TIH to 22038'/CR. PU to 22035'. Set GP pkr @ 21074'/tested backside to  1000 psi/OK. Pressured up to 7000 psi. Pumped 100 bblspacer/25 bbl pickle/10 bbl HEC spacer w/260bbl of 12.4# CaBr2. Reversed out pickle.
608074014401,03/24/13,Est circ/inj rates. Pumped acid. Pumped frac job. Closed upr annular/ch/kl lines. Opened upr annular. Monitored well on TT. Closed in well on upr annular/open choke line/monitor pressure on csg.
608074014401,03/25/13,Tested HPDU to 250/5000 psi/OK. Reversed out down choke. Monitored well on TT. WOW. POOH w/GP assy to 21789'/circ 12.4# Cabr2 pkr fluid.
