API Well Number,Operations Code,Approved Date,Submitted Date,Well Name,Well Name Bp Suffix,Well Name St Suffix,Water Depth (feet),Company Number,Company Name,Bottom Lease Number,Bottom Area,Bottom Block,Surface Lease Number,Surface Area,Surface Block
177104096600,ABANDON,9/18/2007,9/18/2007,B005,00,00,275,00078,Chevron U.S.A. Inc.,G03410,EI,352,G03410,EI,352
177104096600,ABANDON,6/10/2008,6/9/2008,B005,00,00,275,00078,Chevron U.S.A. Inc.,G03410,EI,352,G03410,EI,352
177104096600,ABANDON,3/16/2009,3/16/2009,B005,00,00,275,00078,Chevron U.S.A. Inc.,G03410,EI,352,G03410,EI,352
177104096600,ABANDON,9/30/2009,9/29/2009,B005,00,00,275,00078,Chevron U.S.A. Inc.,G03410,EI,352,G03410,EI,352
177104096600,ABANDON,10/1/2009,10/1/2009,B005,00,00,275,00078,Chevron U.S.A. Inc.,G03410,EI,352,G03410,EI,352
177104096801,COMP,5/11/2006,5/10/2006,C003,00,01,235,00276,Exxon Mobil Corporation,G02111,EI,314,G02111,EI,314
177104096801,COMP,5/31/2006,5/30/2006,C003,00,01,235,00276,Exxon Mobil Corporation,G02111,EI,314,G02111,EI,314
177104096801,ENHANCE,1/31/2011,1/25/2011,C003,00,01,235,00276,Exxon Mobil Corporation,G02111,EI,314,G02111,EI,314
177104096801,ABANDON,7/10/2012,7/6/2012,C003,00,01,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104096801,ABANDON,8/9/2012,8/9/2012,C003,00,01,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104096802,COMP,9/14/2012,9/14/2012,C003,00,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104096802,INFORM,3/13/2013,3/12/2013,C003,00,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097103,ABANDON,4/3/2012,4/2/2012,A004,00,03,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104097103,INFORM,4/9/2012,4/6/2012,A004,00,03,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104097103,ABANDON,5/30/2012,5/30/2012,A004,00,03,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104097200,ABANDON,11/9/2011,11/8/2011,B002,01,00,227,03035,"Dynamic Offshore Resources, LLC",G02110,EI,307,G02110,EI,307
177104097200,ABANDON,5/21/2012,5/18/2012,B002,01,00,227,03035,"Dynamic Offshore Resources, LLC",G02110,EI,307,G02110,EI,307
177104097200,ABANDON,5/23/2012,5/23/2012,B002,01,00,227,03035,"Dynamic Offshore Resources, LLC",G02110,EI,307,G02110,EI,307
177104097301,ABANDON,8/7/2013,8/7/2013,C007,00,01,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097301,ABANDON,8/13/2013,8/8/2013,C007,00,01,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097302,ABANDON,10/1/2013,10/1/2013,C007,00,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097303,COMP,10/1/2013,10/1/2013,C007,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097303,COMP,10/11/2013,10/10/2013,C007,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097303,COMP,10/17/2013,10/17/2013,C007,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097303,COMP,8/12/2014,8/12/2014,C007,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097303,COMP,8/13/2014,8/13/2014,C007,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097303,COMP,8/19/2014,8/19/2014,C007,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097303,COMP,8/21/2014,8/21/2014,C007,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097303,COMP,8/25/2014,8/25/2014,C007,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097303,COMP,7/14/2015,7/14/2015,C007,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097303,COMP,7/29/2015,7/28/2015,C007,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097303,ENHANCE,1/14/2016,1/13/2016,C007,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097303,COMP,3/24/2016,3/23/2016,C007,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097303,COMP,6/23/2017,6/22/2017,C007,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104097400,COMP,8/25/2004,8/25/2004,A005,00,00,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104097400,ENHANCE,3/31/2011,3/29/2011,A005,00,00,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104097400,ABANDON,4/9/2015,4/7/2015,A005,00,00,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104097400,ABANDON,4/29/2015,4/28/2015,A005,00,00,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104097400,ABANDON,5/6/2015,5/6/2015,A005,00,00,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104097400,ABANDON,5/20/2015,5/20/2015,A005,00,00,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104097400,ABANDON,5/21/2015,5/20/2015,A005,00,00,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104097501,ABANDON,9/18/2012,9/17/2012,C002,00,01,180,00105,Apache Corporation,G00987,EI,273,G00987,EI,273
177104097501,ABANDON,6/23/2015,6/23/2015,C002,00,01,180,00105,Apache Corporation,G00987,EI,273,G00987,EI,273
177104098201,ABANDON,4/12/2013,4/11/2013,C013,00,01,233,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104098201,ABANDON,4/23/2013,4/23/2013,C013,00,01,233,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104098202,ABANDON,4/30/2013,4/30/2013,C013,00,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104098203,COMP,5/7/2013,5/7/2013,C013,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104098203,COMP,5/8/2013,5/8/2013,C013,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104098203,INFORM,5/24/2013,5/24/2013,C013,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104098203,ENHANCE,7/10/2014,7/8/2014,C013,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104098500,UTIL,3/26/2009,3/26/2009,A007,00,00,307,00078,Chevron U.S.A. Inc.,G02324,EI,361,G02324,EI,361
177104098500,ENHANCE,10/6/2009,10/2/2009,A007,00,00,307,00078,Chevron U.S.A. Inc.,G02324,EI,361,G02324,EI,361
177104098600,ABANDON,6/17/2014,6/17/2014,B024,01,00,235,02628,"Arena Offshore, LP",G02613,EI,332,G02111,EI,314
177104098600,ABANDON,7/24/2014,7/24/2014,B024,01,00,235,02628,"Arena Offshore, LP",G02613,EI,332,G02111,EI,314
177104098600,ABANDON,8/12/2014,8/12/2014,B024,01,00,235,02628,"Arena Offshore, LP",G02613,EI,332,G02111,EI,314
177104098901,OTHER,9/20/2006,9/20/2006,C003,00,01,185,00078,Chevron U.S.A. Inc.,G00987,EI,273,G00987,EI,273
177104098901,ABANDON,9/20/2012,9/19/2012,C003,00,01,185,00105,Apache Corporation,G00987,EI,273,G00987,EI,273
177104098901,ABANDON,3/12/2013,3/11/2013,C003,00,01,185,00105,Apache Corporation,G00987,EI,273,G00987,EI,273
177104098901,ABANDON,5/2/2013,5/2/2013,C003,00,01,185,00105,Apache Corporation,G00987,EI,273,G00987,EI,273
177104098901,ABANDON,6/23/2015,6/23/2015,C003,00,01,185,00105,Apache Corporation,G00987,EI,273,G00987,EI,273
177104099000,ABANDON,11/28/2005,11/22/2005,A001,01,00,240,02421,"Devon Energy Production Company, L.P.",G02112,EI,315,G02112,EI,315
177104099001,ABANDON,9/5/2006,9/5/2006,A001,00,01,240,02421,"Devon Energy Production Company, L.P.",G02112,EI,315,G02112,EI,315
177104099001,COMP,9/20/2006,9/19/2006,A001,00,01,240,02421,"Devon Energy Production Company, L.P.",G02112,EI,315,G02112,EI,315
177104099101,ABANDON,6/10/2013,6/6/2013,A002,00,01,240,00105,Apache Corporation,G02912,EI,329,G02112,EI,315
177104099200,ABANDON,11/30/2006,11/30/2006,A008,00,00,305,00078,Chevron U.S.A. Inc.,G02324,EI,361,G02324,EI,361
177104099300,ABANDON,12/20/2012,12/20/2012,C009,00,00,230,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104099301,ABANDON,2/11/2013,2/10/2013,C009,00,01,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104099302,COMP,3/5/2013,3/5/2013,C009,00,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104099302,INFORM,3/13/2013,3/12/2013,C009,00,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104099302,OTHER,7/10/2014,7/8/2014,C009,00,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104099302,ABANDON,7/29/2015,7/21/2015,C009,00,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104099303,COMP,9/1/2015,9/1/2015,C009,00,03,230,02628,"Arena Offshore, LP",G33636,EI,314,G02111,EI,314
177104099303,COMP,9/3/2015,9/2/2015,C009,00,03,230,02628,"Arena Offshore, LP",G33636,EI,314,G02111,EI,314
177104099303,COMP,9/8/2015,9/7/2015,C009,00,03,230,02628,"Arena Offshore, LP",G33636,EI,314,G02111,EI,314
177104099303,COMP,12/19/2018,12/13/2018,C009,00,03,230,02628,"Arena Offshore, LP",G33636,EI,314,G02111,EI,314
177104099400,ABANDON,6/7/2013,6/6/2013,A004,01,00,240,00105,Apache Corporation,G02912,EI,329,G02112,EI,315
177104099601,OTHER,9/16/2010,9/15/2010,E007,00,01,176,00003,Union Oil Company of California,G00989,EI,276,G00989,EI,276
177104099800,ABANDON,6/10/2013,6/10/2013,A005,00,00,240,00105,Apache Corporation,G02112,EI,315,G02112,EI,315
177104099903,ENHANCE,8/4/2004,8/4/2004,C010,01,02,235,00276,Exxon Mobil Corporation,G02111,EI,314,G02111,EI,314
177104099903,ABANDON,10/13/2015,10/10/2015,C010,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104099903,ABANDON,12/16/2015,12/16/2015,C010,01,02,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104099904,ABANDON,12/31/2015,12/31/2015,C010,00,03,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104099905,ABANDON,1/5/2016,1/5/2016,C010,00,04,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104099906,COMP,1/20/2016,1/19/2016,C010,00,05,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104100000,ABANDON,12/17/2010,12/15/2010,A009,00,00,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104100001,ABANDON,2/22/2012,2/20/2012,A009,00,01,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104100001,INFORM,2/29/2012,2/29/2012,A009,00,01,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104100001,COMP,4/3/2012,4/2/2012,A009,00,01,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104100001,OTHER,8/20/2012,8/20/2012,A009,00,01,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104100001,OTHER,8/24/2012,8/24/2012,A009,00,01,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104100001,OTHER,9/21/2012,9/21/2012,A009,00,01,307,00078,Chevron U.S.A. Inc.,G02323,EI,360,G02324,EI,361
177104100200,ABANDON,10/14/2011,10/5/2011,D010,00,00,200,00048,Forest Oil Corporation,G01979,EI,287,G01979,EI,287
177104100301,ABANDON,5/27/2005,5/27/2005,A002,00,01,268,00105,Apache Corporation,G10752,EI,354,G03332,EI,337
177104100301,ABANDON,4/15/2008,4/14/2008,A002,00,01,268,00105,Apache Corporation,G10752,EI,354,G03332,EI,337
177104100301,ABANDON,5/8/2008,5/7/2008,A002,00,01,268,00105,Apache Corporation,G10752,EI,354,G03332,EI,337
177104100500,OTHER,5/6/2010,5/6/2010,012,00,00,337,02561,"NCX Company, L.L.C.",G02322,EI,349,G02322,EI,349
177104100500,ABANDON,8/26/2010,8/17/2010,012,00,00,337,02561,"NCX Company, L.L.C.",G02322,EI,349,G02322,EI,349
177104100701,ABANDON,5/14/2009,5/13/2009,A001,00,01,239,02421,"Devon Energy Production Company, L.P.",G05040,EI,316,G05040,EI,316
177104100800,ABANDON,5/7/2008,5/6/2008,D011,00,00,200,00048,Forest Oil Corporation,G01979,EI,287,G01979,EI,287
177104100800,ABANDON,8/29/2011,8/29/2011,D011,00,00,200,00048,Forest Oil Corporation,G01979,EI,287,G01979,EI,287
177104101101,ENHANCE,6/14/2006,6/14/2006,A003,00,01,265,02421,"Devon Energy Production Company, L.P.",G03332,EI,337,G03332,EI,337
177104101101,ENHANCE,6/20/2006,6/20/2006,A003,00,01,265,02421,"Devon Energy Production Company, L.P.",G03332,EI,337,G03332,EI,337
177104101101,OTHER,12/17/2007,12/13/2007,A003,00,01,265,02421,"Devon Energy Production Company, L.P.",G03332,EI,337,G03332,EI,337
177104101101,OTHER,1/7/2008,1/7/2008,A003,00,01,265,02421,"Devon Energy Production Company, L.P.",G03332,EI,337,G03332,EI,337
177104101300,ABANDON,6/20/2014,6/20/2014,B023,00,00,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104101300,ABANDON,7/23/2014,7/23/2014,B023,00,00,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104101500,ABANDON,7/14/2010,7/8/2010,E004,00,00,175,00003,Union Oil Company of California,G00989,EI,276,G00989,EI,276
177104101500,OTHER,6/29/2014,6/26/2014,E004,00,00,175,00003,Union Oil Company of California,G00989,EI,276,G00989,EI,276
177104101501,INFORM,8/21/2014,8/19/2014,E004,00,01,177,00003,Union Oil Company of California,G00989,EI,276,G00989,EI,276
177104101501,COMP,10/9/2014,10/8/2014,E004,00,01,177,00003,Union Oil Company of California,G00989,EI,276,G00989,EI,276
177104101501,COMP,10/17/2014,10/17/2014,E004,00,01,177,00003,Union Oil Company of California,G00989,EI,276,G00989,EI,276
177104101501,COMP,10/23/2014,10/23/2014,E004,00,01,177,00003,Union Oil Company of California,G00989,EI,276,G00989,EI,276
177104101501,ENHANCE,11/20/2014,11/20/2014,E004,00,01,177,00003,Union Oil Company of California,G00989,EI,276,G00989,EI,276
177104101501,COMP,5/3/2016,5/3/2016,E004,00,01,177,00003,Union Oil Company of California,G00989,EI,276,G00989,EI,276
177104101501,COMP,5/23/2016,5/23/2016,E004,00,01,177,00003,Union Oil Company of California,G00989,EI,276,G00989,EI,276
177104101501,ENHANCE,9/15/2016,9/15/2016,E004,00,01,177,00003,Union Oil Company of California,G00989,EI,276,G00989,EI,276
177104101600,ABANDON,5/7/2008,5/6/2008,D012,00,00,200,00818,"Mariner Energy, Inc.",G00994,EI,292,G01979,EI,287
177104101600,ABANDON,8/29/2011,8/29/2011,D012,00,00,200,02851,"Mariner Energy Resources, Inc.",G00994,EI,292,G01979,EI,287
177104102100,ABANDON,7/14/2010,7/8/2010,E005,01,00,176,00003,Union Oil Company of California,G00989,EI,276,G00989,EI,276
177104102201,COMP,4/4/2007,4/4/2007,A005,00,01,265,02421,"Devon Energy Production Company, L.P.",G03332,EI,337,G03332,EI,337
177104102201,OTHER,11/30/2007,11/30/2007,A005,00,01,265,02421,"Devon Energy Production Company, L.P.",G03332,EI,337,G03332,EI,337
177104102201,ENHANCE,3/20/2012,3/15/2012,A005,00,01,265,00105,Apache Corporation,G03332,EI,337,G03332,EI,337
177104102201,OTHER,4/25/2013,4/23/2013,A005,00,01,265,00105,Apache Corporation,G03332,EI,337,G03332,EI,337
177104102201,OTHER,7/11/2013,7/11/2013,A005,00,01,265,00105,Apache Corporation,G03332,EI,337,G03332,EI,337
177104102201,OTHER,11/5/2013,10/31/2013,A005,00,01,265,00105,Apache Corporation,G03332,EI,337,G03332,EI,337
177104102201,COMP,2/17/2016,2/16/2016,A005,00,01,265,03295,Fieldwood Energy LLC,G03332,EI,337,G03332,EI,337
177104102201,COMP,3/1/2016,2/29/2016,A005,00,01,265,03295,Fieldwood Energy LLC,G03332,EI,337,G03332,EI,337
177104102201,COMP,3/10/2016,3/10/2016,A005,00,01,265,03295,Fieldwood Energy LLC,G03332,EI,337,G03332,EI,337
177104102201,WORKOVER,9/5/2019,9/4/2019,A005,00,01,265,03295,Fieldwood Energy LLC,G03332,EI,337,G03332,EI,337
177104102201,WORKOVER,12/19/2019,12/18/2019,A005,00,01,265,03295,Fieldwood Energy LLC,G03332,EI,337,G03332,EI,337
177104102201,WORKOVER,2/19/2020,2/15/2020,A005,00,01,265,03295,Fieldwood Energy LLC,G03332,EI,337,G03332,EI,337
177104102201,WORKOVER,3/5/2020,3/5/2020,A005,00,01,265,03295,Fieldwood Energy LLC,G03332,EI,337,G03332,EI,337
177104102201,WORKOVER,3/9/2020,3/9/2020,A005,00,01,265,03295,Fieldwood Energy LLC,G03332,EI,337,G03332,EI,337
177104102300,ABANDON,9/20/2012,9/19/2012,C006,00,00,184,00105,Apache Corporation,G00987,EI,273,G00987,EI,273
177104102300,ABANDON,1/24/2013,1/23/2013,C006,00,00,184,00105,Apache Corporation,G00987,EI,273,G00987,EI,273
177104102300,ABANDON,4/10/2013,4/8/2013,C006,00,00,184,00105,Apache Corporation,G00987,EI,273,G00987,EI,273
177104102300,ABANDON,4/22/2013,4/18/2013,C006,00,00,184,00105,Apache Corporation,G00987,EI,273,G00987,EI,273
177104102300,ABANDON,6/23/2015,6/23/2015,C006,00,00,184,00105,Apache Corporation,G00987,EI,273,G00987,EI,273
177104102601,ABANDON,7/14/2010,7/8/2010,E006,01,01,176,00003,Union Oil Company of California,G00989,EI,276,G00989,EI,276
177104103001,COMP,1/11/2005,1/10/2005,A007,00,01,240,02421,"Devon Energy Production Company, L.P.",G02112,EI,315,G02112,EI,315
177104103001,COMP,6/6/2013,6/3/2013,A007,00,01,240,00105,Apache Corporation,G02112,EI,315,G02112,EI,315
177104103001,COMP,7/1/2013,7/1/2013,A007,00,01,240,00105,Apache Corporation,G02112,EI,315,G02112,EI,315
177104103001,COMP,4/24/2014,4/24/2014,A007,00,01,240,00105,Apache Corporation,G02112,EI,315,G02112,EI,315
177104103101,OTHER,7/1/2010,6/28/2010,B025,00,01,235,00276,Exxon Mobil Corporation,G02111,EI,314,G02111,EI,314
177104103101,OTHER,8/26/2010,8/26/2010,B025,00,01,235,00276,Exxon Mobil Corporation,G02111,EI,314,G02111,EI,314
177104103101,OTHER,5/4/2018,5/4/2018,B025,00,01,235,02628,"Arena Offshore, LP",G02111,EI,314,G02111,EI,314
177104103402,COMP,3/23/2018,3/22/2018,A011,00,02,307,03151,"Cox Operating, L.L.C.",G02324,EI,361,G02324,EI,361
177104103402,COMP,4/5/2018,4/4/2018,A011,00,02,307,03151,"Cox Operating, L.L.C.",G02324,EI,361,G02324,EI,361
177104103402,COMP,4/19/2018,4/18/2018,A011,00,02,307,03151,"Cox Operating, L.L.C.",G02324,EI,361,G02324,EI,361
177104103402,COMP,4/20/2018,4/20/2018,A011,00,02,307,03151,"Cox Operating, L.L.C.",G02324,EI,361,G02324,EI,361
177104103500,COMP,4/21/2005,4/20/2005,A008,00,00,240,02421,"Devon Energy Production Company, L.P.",G02912,EI,329,G02112,EI,315
177104103500,ABANDON,6/10/2013,6/6/2013,A008,00,00,240,00105,Apache Corporation,G02912,EI,329,G02112,EI,315
177104103800,ENHANCE,2/23/2006,2/21/2006,A011,00,00,240,02421,"Devon Energy Production Company, L.P.",G02912,EI,329,G02112,EI,315
177104104000,COMP,1/11/2005,1/10/2005,A012,00,00,240,02421,"Devon Energy Production Company, L.P.",G02112,EI,315,G02112,EI,315
177104104000,ABANDON,6/10/2013,6/10/2013,A012,00,00,240,00105,Apache Corporation,G02112,EI,315,G02112,EI,315
177104104302,COMP,6/22/2007,6/22/2007,A006,01,01,273,02421,"Devon Energy Production Company, L.P.",G10752,EI,354,G03332,EI,337
177104104302,ENHANCE,3/21/2012,3/21/2012,A006,01,01,273,00105,Apache Corporation,G10752,EI,354,G03332,EI,337
177104104302,OTHER,3/13/2013,3/12/2013,A006,01,01,273,00105,Apache Corporation,G10752,EI,354,G03332,EI,337
177104104302,OTHER,7/11/2013,7/11/2013,A006,01,01,273,00105,Apache Corporation,G10752,EI,354,G03332,EI,337
177104104302,ENHANCE,10/25/2013,10/24/2013,A006,01,01,273,00105,Apache Corporation,G10752,EI,354,G03332,EI,337
177104104302,COMP,3/30/2016,3/29/2016,A006,01,01,273,03295,Fieldwood Energy LLC,G10752,EI,354,G03332,EI,337
177104104302,COMP,4/11/2016,4/7/2016,A006,01,01,273,03295,Fieldwood Energy LLC,G10752,EI,354,G03332,EI,337
177104104302,COMP,5/11/2016,5/9/2016,A006,01,01,273,03295,Fieldwood Energy LLC,G10752,EI,354,G03332,EI,337
177104104302,COMP,5/19/2016,5/19/2016,A006,01,01,273,03295,Fieldwood Energy LLC,G10752,EI,354,G03332,EI,337
177104104400,ENHANCE,12/21/2011,12/21/2011,A013,00,00,307,00078,Chevron U.S.A. Inc.,G02324,EI,361,G02324,EI,361
177104104700,ENHANCE,8/7/2012,8/7/2012,A014,00,00,307,00078,Chevron U.S.A. Inc.,G02324,EI,361,G02324,EI,361
177104104700,ENHANCE,8/24/2012,8/24/2012,A014,00,00,307,00078,Chevron U.S.A. Inc.,G02324,EI,361,G02324,EI,361
177104104700,ENHANCE,9/21/2012,9/21/2012,A014,00,00,307,00078,Chevron U.S.A. Inc.,G02324,EI,361,G02324,EI,361
177104105202,ABANDON,10/23/2006,10/19/2006,A001,00,02,223,02237,"Noble Energy, Inc.",G00996,EI,308,G00996,EI,308
177104105202,ABANDON,1/26/2009,1/26/2009,A001,00,02,223,02237,"Noble Energy, Inc.",G00996,EI,308,G00996,EI,308
177104105202,ABANDON,1/26/2010,1/25/2010,A001,00,02,223,02237,"Noble Energy, Inc.",G00996,EI,308,G00996,EI,308
177104105300,ABANDON,10/31/2006,10/31/2006,A015,00,00,307,00078,Chevron U.S.A. Inc.,G02324,EI,361,G02324,EI,361
177104105300,ENHANCE,11/17/2006,11/17/2006,A015,00,00,307,00078,Chevron U.S.A. Inc.,G02324,EI,361,G02324,EI,361
177104105600,ABANDON,9/5/2013,9/4/2013,D001,00,00,240,00105,Apache Corporation,G02115,EI,330,G02115,EI,330
177104105600,ABANDON,4/24/2019,4/23/2019,D001,00,00,240,03295,Fieldwood Energy LLC,G02115,EI,330,G02115,EI,330
177104105600,ABANDON,7/8/2019,7/8/2019,D001,00,00,240,03295,Fieldwood Energy LLC,G02115,EI,330,G02115,EI,330
177104105600,ABANDON,8/5/2019,8/4/2019,D001,00,00,240,03295,Fieldwood Energy LLC,G02115,EI,330,G02115,EI,330
177104105600,ABANDON,9/10/2019,9/9/2019,D001,00,00,240,03295,Fieldwood Energy LLC,G02115,EI,330,G02115,EI,330
177104105600,ABANDON,9/12/2019,9/12/2019,D001,00,00,240,03295,Fieldwood Energy LLC,G02115,EI,330,G02115,EI,330
177104105800,ENHANCE,10/18/2007,10/18/2007,A017,00,00,307,00078,Chevron U.S.A. Inc.,G02324,EI,361,G02324,EI,361
177104105800,ENHANCE,10/30/2007,10/29/2007,A017,00,00,307,00078,Chevron U.S.A. Inc.,G02324,EI,361,G02324,EI,361
177104105800,ENHANCE,8/7/2012,8/7/2012,A017,00,00,307,00078,Chevron U.S.A. Inc.,G02324,EI,361,G02324,EI,361
177104105800,ENHANCE,8/24/2012,8/24/2012,A017,00,00,307,00078,Chevron U.S.A. Inc.,G02324,EI,361,G02324,EI,361
177104105800,ENHANCE,9/21/2012,9/21/2012,A017,00,00,307,00078,Chevron U.S.A. Inc.,G02324,EI,361,G02324,EI,361
177104105900,ABANDON,3/10/2005,3/9/2005,A002,00,00,223,02237,"Noble Energy, Inc.",G01982,EI,315,G00996,EI,308
177104105900,ABANDON,3/29/2005,3/29/2005,A002,00,00,223,02237,"Noble Energy, Inc.",G01982,EI,315,G00996,EI,308
177104106100,ABANDON,10/23/2006,10/19/2006,A003,00,00,223,02237,"Noble Energy, Inc.",G00996,EI,308,G00996,EI,308
177104106100,ABANDON,12/12/2006,12/12/2006,A003,00,00,223,02237,"Noble Energy, Inc.",G00996,EI,308,G00996,EI,308
177104106100,ABANDON,1/26/2009,1/26/2009,A003,00,00,223,02237,"Noble Energy, Inc.",G00996,EI,308,G00996,EI,308
177104106100,ABANDON,1/26/2010,1/25/2010,A003,00,00,223,02237,"Noble Energy, Inc.",G00996,EI,308,G00996,EI,308
177104106201,ABANDON,10/23/2006,10/19/2006,A006,00,01,223,02237,"Noble Energy, Inc.",G00996,EI,308,G00996,EI,308
177104106201,ABANDON,10/30/2006,10/30/2006,A006,00,01,223,02237,"Noble Energy, Inc.",G00996,EI,308,G00996,EI,308
177104106201,ABANDON,12/21/2006,12/20/2006,A006,00,01,223,02237,"Noble Energy, Inc.",G00996,EI,308,G00996,EI,308
177104106201,ABANDON,1/26/2009,1/26/2009,A006,00,01,223,02237,"Noble Energy, Inc.",G00996,EI,308,G00996,EI,308
177104106201,ABANDON,1/26/2010,1/25/2010,A006,00,01,223,02237,"Noble Energy, Inc.",G00996,EI,308,G00996,EI,308
177104106400,ABANDON,5/14/2009,5/13/2009,A002,00,00,238,02421,"Devon Energy Production Company, L.P.",G05040,EI,316,G05040,EI,316
177104106700,ABANDON,3/10/2005,3/9/2005,A004,00,00,224,02237,"Noble Energy, Inc.",G01982,EI,315,G00996,EI,308
177104106700,ABANDON,3/28/2005,3/28/2005,A004,00,00,224,02237,"Noble Energy, Inc.",G01982,EI,315,G00996,EI,308
177104107000,ABANDON,12/22/2005,12/20/2005,F005,00,00,231,00048,Forest Oil Corporation,G01981,EI,314,G01981,EI,314
177104107000,ABANDON,3/17/2006,3/15/2006,F005,00,00,231,00048,Forest Oil Corporation,G01981,EI,314,G01981,EI,314
177104107000,ABANDON,4/14/2006,4/12/2006,F005,00,00,231,00048,Forest Oil Corporation,G01981,EI,314,G01981,EI,314
177104107201,ABANDON,3/10/2005,3/9/2005,A005,00,01,223,02237,"Noble Energy, Inc.",G01982,EI,315,G00996,EI,308
177104107201,ABANDON,4/12/2005,4/12/2005,A005,00,01,223,02237,"Noble Energy, Inc.",G01982,EI,315,G00996,EI,308
177104107400,ABANDON,11/16/2005,11/15/2005,F006,02,00,231,00048,Forest Oil Corporation,G01981,EI,314,G01981,EI,314
177104107400,ABANDON,3/17/2006,3/15/2006,F006,02,00,231,00048,Forest Oil Corporation,G01981,EI,314,G01981,EI,314
177104107400,ABANDON,3/20/2006,3/17/2006,F006,02,00,231,00048,Forest Oil Corporation,G01981,EI,314,G01981,EI,314
177104107400,ABANDON,4/4/2006,4/3/2006,F006,02,00,231,00048,Forest Oil Corporation,G01981,EI,314,G01981,EI,314
