FIELD,Field 1,YEAR,DISCYR,Field 2,Orig Oil Reserves,Orig Gas Reserves,Orig BOE Reserves,Field 3,CUMOIL,CUMGAS,CUMBOE,Field 4,Oil Reserves,Gas Reserves,BOE Reserves,FCLASS
EI064,,2013,1969,,5219502,235229917,47075360,,4895398,221398488,44290148,,324104,13831429,2785212,PDP
EI064,,2014,1969,,5209423,238877364,47714293,,4930658,224632101,44900784,,278765,14245263,2813508,PDP
EI064,,2015,1969,,5276530,242962818,48508349,,4961459,227312799,45408577,,315071,15650019,3099771,PDP
EI064,,2016,1969,,5276530,242962818,48508349,,4987209,229933230,45900595,,289321,13029588,2607752,PDP
EI064,,2017,1969,,5253629,244100332,48687852,,5023697,232804137,46447922,,229932,11296195,2239931,PDP
EI064,,2017,1969,,5253629,244100332,48687852,,5023697,232804137,46447922,,229932,11296195,2239931,PDP
EI070,,1991,1981,,538572,13033437,2857689,,770,18632,4085,,537802,13014805,2853604,PDN
EI070,,1992,1981,,538572,13033437,2857689,,127816,2793099,624809,,410756,10240338,2232880,PDN
EI070,,1993,1981,,538572,13033437,2857689,,244205,5612063,1242793,,294367,7421374,1614896,PDN
EI070,,1994,1981,,538572,13033437,2857689,,370370,8827094,1941027,,168202,4206343,916662,PDN
EI070,,1995,1981,,538572,13033437,2857689,,513956,12379520,2716718,,24616,653917,140971,PDN
EI070,,1996,1981,,699156,16919577,3709757,,645058,15936266,3480693,,54098,983311,229064,PDN
EI070,,1997,1981,,752937,18221083,3995123,,693659,17085913,3733857,,59278,1135170,261266,PDN
EI070,,1998,1981,,752937,18221083,3995123,,709775,17606917,3842678,,43162,614166,152445,PDN
EI070,,1999,1981,,806719,19522589,4280489,,721079,17963076,3917356,,85640,1559513,363133,PDN
EI070,,2000,1981,,729836,18221083,3972022,,723308,18057962,3936468,,6528,163121,35554,PDN
EI070,,2001,1981,,747932,18741685,4082751,,728124,18194563,3965591,,19808,547122,117160,PDN
EI070,,2002,1981,,747932,18741685,4082751,,738640,18509043,4032064,,9292,232642,50687,PDN
EI070,,2003,1981,,747932,18741685,4082751,,738692,18509668,4032227,,9240,232017,50524,PDN
EI070,,2004,1981,,738692,18509668,4032227,,738692,18509668,4032227,,0,0,0,PDN
EI070,,2005,1981,,738692,18509668,4032227,,738692,18509668,4032227,,0,0,0,PDN
EI070,,2006,1981,,738692,18509668,4032227,,738692,18509668,4032227,,0,0,0,PDN
EI070,,2007,1981,,738692,18509668,4032227,,738692,18509668,4032227,,0,0,0,PDN
EI070,,2008,1981,,738692,18509668,4032227,,738692,18509668,4032227,,0,0,0,PDN
EI070,,2009,1981,,738692,18859144,4094412,,738692,18859144,4094412,,0,0,0,PDN
EI070,,2010,1981,,738692,18859144,4094412,,738692,18859144,4094412,,0,0,0,PDN
EI070,,2011,1981,,738692,18859144,4094412,,738692,18859144,4094412,,0,0,0,PDN
EI070,,2012,1981,,738692,18859144,4094412,,738692,18859144,4094412,,0,0,0,PDN
EI070,,2013,1981,,738692,18859144,4094412,,738692,18859144,4094412,,0,0,0,PDN
EI070,,2014,1981,,738692,18859144,4094412,,738692,18859144,4094412,,0,0,0,PDN
EI070,,2015,1981,,738692,18859144,4094412,,738692,18859144,4094412,,0,0,0,PDN
EI070,,2016,1981,,738692,18859144,4094412,,738692,18859144,4094412,,0,0,0,PDN
EI070,,2017,1981,,738692,18859144,4094412,,738692,18859144,4094412,,0,0,0,PDN
EI070,,2017,1981,,738692,18859144,4094412,,738692,18859144,4094412,,0,0,0,PDN
EI071,,1996,1978,,546073,34020719,6599582,,14775,4380585,794239,,531298,29640134,5805343,PDN
EI071,,1997,1978,,546073,34020719,6599582,,234210,14707481,2851200,,311863,19313238,3748382,PDN
EI071,,1998,1978,,333127,27776236,5275518,,317138,19148538,3724351,,15989,8627698,1551167,PDN
EI071,,1999,1978,,384411,29364391,5609392,,379826,24040351,4657469,,4585,5324040,951923,PDN
EI071,,2000,1978,,759201,32210173,6490549,,480364,25274435,4977594,,278837,6935738,1512955,PDN
EI071,,2001,1978,,759134,32209661,6490390,,483485,25383212,5000071,,275649,6826449,1490319,PDN
EI071,,2002,1978,,759134,32209661,6490390,,520047,25517444,5060517,,239087,6692217,1429873,PDN
EI071,,2003,1978,,864253,30801576,6344960,,582061,27146511,5412401,,282192,3655065,932559,PDN
EI071,,2004,1978,,878982,30900819,6377348,,661975,28591840,5749491,,217007,2308979,627857,PDN
EI071,,2005,1978,,1062026,32280695,6805922,,753375,29850771,6064900,,308651,2429924,741022,PDN
EI071,,2006,1978,,1061638,32250744,6800205,,826046,30603844,6271570,,235592,1646900,528635,PDN
EI071,,2007,1978,,958428,31939776,6641662,,826321,30613138,6273499,,132107,1326638,368163,PDN
EI071,,2008,1978,,985876,32688445,6802325,,895020,31544151,6507858,,90856,1144294,294467,PDN
EI071,,2009,1978,,995325,33179000,6899062,,916229,32099686,6627918,,79096,1079314,271145,PDN
EI071,,2010,1978,,995325,33179000,6899062,,947558,32618140,6751498,,47767,560860,147564,PDN
EI071,,2011,1978,,995325,33179000,6899062,,948255,32644501,6756886,,47070,534499,142177,PDN
EI071,,2012,1978,,995325,33179000,6899062,,948255,32644501,6756886,,47070,534499,142177,PDN
EI071,,2013,1978,,948255,32644501,6756886,,948255,32644501,6756886,,0,0,0,PDN
EI071,,2014,1978,,948255,32644501,6756886,,948255,32644501,6756886,,0,0,0,PDN
EI071,,2015,1978,,948255,32644501,6756886,,948255,32644501,6756886,,0,0,0,PDN
EI071,,2016,1978,,948255,32644501,6756886,,948255,32644501,6756886,,0,0,0,PDN
EI071,,2017,1978,,948255,32644501,6756886,,948255,32644501,6756886,,0,0,0,PDN
EI071,,2017,1978,,948255,32644501,6756886,,948255,32644501,6756886,,0,0,0,PDN
EI074,,1975,1972,,1349019,110525750,21015523,,0,0,0,,1349019,110525750,21015523,PDN
EI074,,1976,1972,,1349019,110525750,21015523,,0,0,0,,1349019,110525750,21015523,PDN
EI074,,1977,1972,,1349019,110525750,21015523,,0,0,0,,1349019,110525750,21015523,PDN
EI074,,1978,1972,,1349019,110525750,21015523,,1284,74723,14580,,1347735,110451027,21000943,PDN
EI074,,1979,1972,,1349019,110525750,21015523,,154586,4471250,950182,,1194433,106054500,20065341,PDN
EI074,,1980,1972,,1349019,110525750,21015523,,339355,14070504,2843003,,1009664,96455246,18172520,PDN
EI074,,1981,1972,,1349019,110525750,21015523,,482264,21913242,4381417,,866755,88612508,16634106,PDN
EI074,,1982,1972,,1490433,117832910,22457143,,575757,26572859,5304024,,914676,91260051,17153119,PDN
EI074,,1983,1972,,1490433,117832910,22457143,,647984,29963884,5979636,,842449,87869026,16477507,PDN
EI074,,1984,1972,,1490433,117832910,22457143,,711381,33134248,6607155,,779052,84698662,15849988,PDN
EI074,,1985,1972,,1490433,117832910,22457143,,762201,36373284,7234316,,728232,81459626,15222827,PDN
EI074,,1986,1972,,1490433,117832910,22457143,,799294,38023111,7564972,,691139,79809799,14892171,PDN
EI074,,1987,1972,,1464729,121247484,23039014,,851278,41431393,8223412,,613451,79816091,14815602,PDN
EI074,,1988,1972,,1539548,127737820,24268697,,892655,44130533,8745063,,646893,83607287,15523634,PDN
EI074,,1989,1972,,1601022,80374182,15902478,,926147,46290501,9162891,,674875,34083681,6739587,PDN
EI074,,1990,1972,,1598902,80374182,15900358,,963556,48762680,9640189,,635346,31611502,6260169,PDN
EI074,,1991,1972,,1615345,81770202,16165203,,990372,50496560,9975525,,624973,31273642,6189678,PDN
EI074,,1992,1972,,1632219,87950485,17281771,,1027648,53944147,10626251,,604571,34006338,6655520,PDN
EI074,,1993,1972,,1632219,87950485,17281771,,1061544,57570051,11305325,,570675,30380434,5976446,PDN
EI074,,1994,1972,,1632238,87951473,17281966,,1088587,60127589,11787446,,543651,27823884,5494520,PDN
EI074,,1995,1972,,1660721,85794302,16926611,,1223770,68283519,13373862,,436951,17510783,3552749,PDN
EI074,,1996,1972,,2488411,106613452,21458776,,1392261,77152821,15120521,,1096150,29460631,6338255,PDN
EI074,,1997,1972,,2503265,105682593,21307997,,1535218,84816522,16627126,,968047,20866071,4680871,PDN
EI074,,1998,1972,,2015682,111038785,21773473,,1609067,90573897,17725419,,406615,20464888,4048054,PDN
EI074,,1999,1972,,2064138,121367504,23659780,,1641425,94474894,18451904,,422713,26892610,5207876,PDN
EI074,,2000,1972,,2115793,127062302,24724743,,1667115,97653431,19043170,,448678,29408871,5681573,PDN
EI074,,2001,1972,,2115793,127062302,24724743,,1687880,100345469,19542946,,427913,26716833,5181797,PDN
EI074,,2002,1972,,2135020,131448124,25524366,,1701993,102634613,19964380,,433027,28813511,5559986,PDN
EI074,,2003,1972,,2135020,131448124,25524366,,1713451,104397933,20289596,,421569,27050191,5234770,PDN
EI074,,2004,1972,,2031672,127508528,24720022,,1717811,105208104,20438114,,313861,22300424,4281908,PDN
EI074,,2005,1972,,2031672,127508528,24720022,,1721153,105815741,20549577,,310519,21692787,4170445,PDN
EI074,,2006,1972,,2632238,141157378,27749209,,1721153,105815741,20549577,,911085,35341637,7199632,PDN
EI074,,2007,1972,,2632238,141157378,27749209,,1780101,107196994,20854299,,852137,33960384,6894910,PDN
EI074,,2008,1972,,2632238,141157378,27749209,,1884318,109713180,21406236,,747920,31444198,6342973,PDN
EI074,,2009,1972,,2650443,143646100,28210248,,1970367,114353018,22317880,,680076,29293082,5892368,PDN
EI074,,2010,1972,,2650443,143646100,28210248,,2003946,116182812,22677045,,646497,27463288,5533203,PDN
EI074,,2011,1972,,2006743,116363749,22712038,,2006743,116363749,22712038,,0,0,0,PDN
EI074,,2012,1972,,2006743,116363749,22712038,,2006743,116363749,22712038,,0,0,0,PDN
EI074,,2013,1972,,2006743,116363749,22712038,,2006743,116363749,22712038,,0,0,0,PDN
EI074,,2014,1972,,2006743,116363749,22712038,,2006743,116363749,22712038,,0,0,0,PDN
EI074,,2015,1972,,2006743,116363749,22712038,,2006743,116363749,22712038,,0,0,0,PDN
EI074,,2016,1972,,2006743,116363749,22712038,,2006743,116363749,22712038,,0,0,0,PDN
EI074,,2017,1972,,2006743,116363749,22712038,,2006743,116363749,22712038,,0,0,0,PDN
EI074,,2017,1972,,2006743,116363749,22712038,,2006743,116363749,22712038,,0,0,0,PDN
EI077,,1975,1949,,2000000,80000000,16234875,,988156,45317537,9051775,,1011844,34682463,7183100,PDP
EI077,,1976,1949,,2000000,80000000,16234875,,1014225,48711016,9681666,,985775,31288984,6553209,PDP
EI077,,1977,1949,,2000000,80000000,16234875,,1062628,50899038,10119396,,937372,29100962,6115479,PDP
EI077,,1978,1949,,1293287,69568066,13671946,,1041732,51379993,10184080,,251555,18188073,3487866,PDP
EI077,,1979,1949,,980476,68557231,13179272,,771254,46954420,9126133,,209222,21602811,4053139,PDP
EI077,,1980,1949,,1019302,69157231,13324859,,799988,49204130,9555171,,219314,19953101,3769688,PDP
EI077,,1981,1949,,1111238,77049231,14821066,,827896,51978146,10076676,,283342,25071085,4744390,PDP
EI077,,1982,1949,,1490037,116324231,22188299,,860673,57198535,11038348,,629364,59125696,11149951,PDP
EI077,,1983,1949,,2572423,177887616,34225024,,932623,65140767,12523507,,1639800,112746849,21701517,PDP
EI077,,1984,1949,,3499599,197676678,38673385,,1377855,78872202,15412055,,2121744,118804476,23261330,PDP
EI077,,1985,1949,,4062371,209552456,41349285,,1757252,89174578,17624615,,2305119,120377878,23724670,PDP
EI077,,1986,1949,,4975565,233601729,46541709,,2325048,98011620,19764838,,2650517,135590109,26776871,PDP
EI077,,1987,1949,,5249691,246439405,49100119,,2678441,108981991,22070254,,2571250,137457414,27029865,PDP
EI077,,1988,1949,,5496756,249033013,49808680,,2891481,118708249,24013945,,2605275,130324764,25794735,PDP
EI077,,1989,1949,,5550206,215129148,43829414,,3177872,131757699,26622302,,2372334,83371449,17207112,PDP
EI077,,1990,1949,,5625362,218290410,44467072,,3432005,146285417,29461439,,2193357,72004993,15005633,PDP
EI077,,1991,1949,,5667877,229638249,46528775,,3567831,157051714,31512976,,2100046,72586535,15015799,PDP
EI077,,1992,1949,,5765243,241460912,48729818,,3742799,170466488,34074914,,2022444,70994424,14654904,PDP
EI077,,1993,1949,,5280661,269387155,53214318,,3923985,187298833,37251179,,1356676,82088322,15963139,PDP
EI077,,1994,1949,,5526078,277640459,54928295,,4097599,201758531,39997693,,1428479,75881928,14930602,PDP
EI077,,1995,1949,,5288764,271955867,53679488,,4310868,215652208,42683147,,977896,56303659,10996341,PDP
EI077,,1996,1949,,5472035,282671949,55769535,,4475091,228249555,45088891,,996944,54422394,10680644,PDP
EI077,,1997,1949,,5607596,291676998,57507418,,4605439,239705022,47257578,,1002157,51971976,10249840,PDP
EI077,,1998,1949,,5404708,276387820,54584035,,4698095,248063568,48837520,,706613,28324252,5746515,PDP
EI077,,1999,1949,,5718284,314327040,61648362,,4922324,264781482,52036467,,795960,49545558,9611895,PDP
EI077,,2000,1949,,5582824,301040200,59148696,,5083707,277210728,54409459,,499117,23829472,4739237,PDP
EI077,,2001,1949,,5668317,301100672,59244949,,5315107,285183194,56059448,,353210,15917478,3185501,PDP
EI077,,2002,1949,,5593070,304499654,59774503,,5385907,292225676,57383358,,207163,12273978,2391145,PDP
EI077,,2003,1949,,5735510,320672558,62794684,,5560254,305665241,59949087,,175256,15007317,2845597,PDP
EI077,,2004,1949,,5860628,331051709,64766626,,5645705,313428758,61415947,,214923,17622951,3350679,PDP
EI077,,2005,1949,,5860628,331050384,64766390,,5715499,319442884,62555870,,145129,11607500,2210520,PDP
EI077,,2006,1949,,6349288,338428570,66567895,,5933458,325549824,63860473,,415830,12878746,2707422,PDP
EI077,,2007,1949,,6349288,338428570,66567895,,6016402,330671384,64854727,,332886,7757186,1713168,PDP
EI077,,2008,1949,,6466239,346904131,68192953,,6073265,334330174,65562620,,392974,12573957,2630333,PDP
EI077,,2009,1949,,6510316,353059135,69332225,,6176450,344297940,67439429,,333866,8761195,1892797,PDP
EI077,,2010,1949,,6594076,359491895,70560605,,6226356,347854113,68122106,,367720,11637782,2438498,PDP
EI077,,2011,1949,,6607647,361663287,70960545,,6262822,351264185,68765348,,344825,10399102,2195199,PDP
EI077,,2012,1949,,6594927,365829011,71689057,,6302535,355031987,69475488,,292392,10797024,2213570,PDP
EI077,,2013,1949,,6528350,364061367,71307953,,6446524,359871942,70480677,,81826,4189425,827276,PDP
EI077,,2014,1949,,6735731,365111539,71702198,,6526867,361576634,70864347,,208864,3534905,837851,PDP
EI077,,2015,1949,,6608509,364084104,71392158,,6552209,362041909,70972478,,56300,2042195,419680,PDP
EI077,,2016,1949,,6605708,363404027,71268347,,6568013,362151689,71007815,,37695,1252338,260532,PDP
EI077,,2017,1949,,6576139,362186592,71022152,,6576139,362186592,71022152,,0,0,0,PDP
EI077,,2017,1949,,6576139,362186592,71022152,,6576139,362186592,71022152,,0,0,0,PDP
EI078,,1993,1991,,52953,4765813,900962,,10101,763649,145982,,42852,4002164,754980,PDN
EI078,,1994,1991,,52953,4765813,900962,,29962,2747012,518754,,22991,2018801,382208,PDN
EI078,,1995,1991,,52953,4765813,900962,,48601,4488555,847276,,4352,277258,53686,PDN
EI078,,1996,1991,,97845,9147490,1725512,,63001,6030869,1136109,,34844,3116621,589403,PDN
EI078,,1997,1991,,134073,11872177,2246560,,89085,8574447,1614787,,44988,3297730,631773,PDN
EI078,,1998,1991,,161401,14418668,2727000,,130645,13190439,2477698,,30756,1228229,249302,PDN
EI078,,1999,1991,,180909,18922988,3547989,,144051,14965517,2806954,,36858,3957471,741035,PDN
EI078,,2000,1991,,180909,18922988,3547989,,145300,15231709,2855569,,35609,3691279,692420,PDN
EI078,,2001,1991,,204769,21571415,4043099,,145300,15231709,2855569,,59469,6339706,1187530,PDN
EI078,,2002,1991,,217710,23357564,4373860,,148014,15591525,2922307,,69696,7766039,1451553,PDN
EI078,,2003,1991,,217710,23357564,4373860,,165289,17634897,3303171,,52421,5722667,1070689,PDN
EI078,,2004,1991,,184427,20709553,3869401,,171319,18708660,3500262,,13108,2000893,369139,PDN
EI078,,2005,1991,,176025,20425866,3810521,,173387,19312207,3609723,,2638,1113659,200798,PDN
EI078,,2006,1991,,175160,20807524,3877566,,174432,19685552,3677199,,728,1121972,200367,PDN
EI078,,2007,1991,,175103,20741605,3865780,,175103,20741605,3865780,,0,0,0,PDN
EI078,,2008,1991,,175103,20741605,3865780,,175103,20741605,3865780,,0,0,0,PDN
EI078,,2009,1991,,175103,20976591,3907593,,175103,20976591,3907593,,0,0,0,PDN
EI078,,2010,1991,,175103,20976591,3907593,,175103,20976591,3907593,,0,0,0,PDN
EI078,,2011,1991,,175103,20976591,3907593,,175103,20976591,3907593,,0,0,0,PDN
EI078,,2012,1991,,175103,20976591,3907593,,175103,20976591,3907593,,0,0,0,PDN
EI078,,2013,1991,,175103,20976591,3907593,,175103,20976591,3907593,,0,0,0,PDN
EI078,,2014,1991,,175103,20976591,3907593,,175103,20976591,3907593,,0,0,0,PDN
EI078,,2015,1991,,175103,20976591,3907593,,175103,20976591,3907593,,0,0,0,PDN
EI078,,2016,1991,,175103,20976591,3907593,,175103,20976591,3907593,,0,0,0,PDN
EI078,,2017,1991,,175103,20976591,3907593,,175103,20976591,3907593,,0,0,0,PDN
EI078,,2017,1991,,175103,20976591,3907593,,175103,20976591,3907593,,0,0,0,PDN
EI079,,1986,1984,,15828,1582751,297456,,77,595654,106065,,15751,987097,191391,PDN
EI079,,1987,1984,,888,4000000,712632,,405,1802175,321077,,483,2197825,391555,PDN
EI079,,1988,1984,,888,4000000,712632,,636,2851757,508066,,252,1148243,204566,PDN
EI079,,1989,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,1990,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,1991,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,1992,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,1993,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,1994,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,1995,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,1996,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,1997,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,1998,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,1999,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,2000,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,2001,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,2002,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,2003,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,2004,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,2005,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,2006,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,2007,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,2008,1984,,658,2943751,524457,,658,2943751,524457,,0,0,0,PDN
EI079,,2009,1984,,658,3002708,534948,,658,3002708,534948,,0,0,0,PDN
EI079,,2010,1984,,658,3002708,534948,,658,3002708,534948,,0,0,0,PDN
EI079,,2011,1984,,658,3002708,534948,,658,3002708,534948,,0,0,0,PDN
EI079,,2012,1984,,658,3002708,534948,,658,3002708,534948,,0,0,0,PDN
EI079,,2013,1984,,658,3002708,534948,,658,3002708,534948,,0,0,0,PDN
EI079,,2014,1984,,658,3002708,534948,,658,3002708,534948,,0,0,0,PDN
EI079,,2015,1984,,658,3002708,534948,,658,3002708,534948,,0,0,0,PDN
EI079,,2016,1984,,658,3002708,534948,,658,3002708,534948,,0,0,0,PDN
EI079,,2017,1984,,658,3002708,534948,,658,3002708,534948,,0,0,0,PDN
EI079,,2017,1984,,658,3002708,534948,,658,3002708,534948,,0,0,0,PDN
EI085,,1985,1984,,4497663,18473221,7784713,,88931,327244,147159,,4408732,18145977,7637554,PDN
EI085,,1986,1984,,4497663,18473221,7784713,,336371,1274965,563233,,4161292,17198256,7221480,PDN
EI085,,1987,1984,,2188484,10835160,4116448,,380641,2204321,772869,,1807843,8630839,3343579,PDN
EI085,,1988,1984,,2252984,14076649,4757726,,399709,3204153,969843,,1853275,10872496,3787883,PDN
EI085,,1989,1984,,399709,3204153,969843,,399709,3204153,969843,,0,0,0,PDN
EI085,,1990,1984,,399709,3204153,969843,,399709,3204153,969843,,0,0,0,PDN
EI085,,1991,1984,,399709,3204153,969843,,399709,3204153,969843,,0,0,0,PDN
EI085,,1992,1984,,399709,3204153,969843,,399709,3204153,969843,,0,0,0,PDN
EI085,,1993,1984,,399709,3204153,969843,,399709,3204153,969843,,0,0,0,PDN
EI085,,1994,1984,,399709,3204153,969843,,399709,3204153,969843,,0,0,0,PDN
EI085,,1995,1984,,399709,3204153,969843,,399709,3204153,969843,,0,0,0,PDN
EI085,,1996,1984,,399709,3204153,969843,,399709,3204153,969843,,0,0,0,PDN
EI085,,1997,1984,,399709,3204153,969843,,399709,3204153,969843,,0,0,0,PDN
EI085,,1998,1984,,399709,3204153,969843,,399709,3204153,969843,,0,0,0,PDN
EI085,,1999,1984,,399709,3204153,969843,,399709,3204153,969843,,0,0,0,PDN
EI085,,2000,1984,,399709,3204153,969843,,399709,3204153,969843,,0,0,0,PDN
EI085,,2001,1984,,399709,3204153,969843,,399709,3204153,969843,,0,0,0,PDN
EI085,,2002,1984,,399709,3204153,969843,,399709,3204153,969843,,0,0,0,PDN
EI085,,2003,1984,,399709,3204153,969843,,399709,3204153,969843,,0,0,0,PDN
EI085,,2004,1984,,1485815,14942736,4144665,,399709,3204153,969843,,1086106,11738583,3174822,PDN
EI085,,2005,1984,,1565758,17792554,4731693,,808401,7435783,2131494,,757357,10356771,2600199,PDN
EI085,,2006,1984,,1793281,17792554,4959216,,980750,9733307,2712655,,812531,8059247,2246561,PDN
EI085,,2007,1984,,1793281,17792554,4959216,,1400808,11843118,3508124,,392473,5949436,1451092,PDN
EI085,,2008,1984,,2189727,19734497,5701203,,1792459,14474470,4367987,,397268,5260027,1333216,PDN
EI085,,2009,1984,,2109659,16948838,5125466,,2028706,16313704,4931501,,80953,635134,193967,PDN
EI085,,2010,1984,,2109659,16948838,5125466,,2104774,16896589,5111285,,4885,52249,14182,PDN
EI085,,2011,1984,,2109659,16948839,5125466,,2109659,16948839,5125466,,0,0,0,PDN
EI085,,2012,1984,,2109659,16948839,5125466,,2109659,16948839,5125466,,0,0,0,PDN
EI085,,2013,1984,,2109659,16948839,5125466,,2109659,16948839,5125466,,0,0,0,PDN
EI085,,2014,1984,,2109659,16948839,5125466,,2109659,16948839,5125466,,0,0,0,PDN
EI085,,2015,1984,,2109659,16948839,5125466,,2109659,16948839,5125466,,0,0,0,PDN
EI085,,2016,1984,,2109659,16948839,5125466,,2109659,16948839,5125466,,0,0,0,PDN
EI085,,2017,1984,,2109659,16948839,5125466,,2109659,16948839,5125466,,0,0,0,PDN
EI085,,2017,1984,,2109659,16948839,5125466,,2109659,16948839,5125466,,0,0,0,PDN
EI087,,1993,1993,,35685,3211665,607156,,0,0,0,,35685,3211665,607156,PDN
EI087,,1994,1993,,35685,3211665,607156,,0,0,0,,35685,3211665,607156,PDN
EI087,,1995,1993,,30972,2787486,526966,,7122,839318,156467,,23850,1948168,370499,PDN
EI087,,1996,1993,,144624,14993484,2812504,,71246,7186311,1349949,,73378,7807173,1462555,PDN
EI087,,1997,1993,,144624,14993484,2812504,,93985,9569714,1796781,,50639,5423770,1015723,PDN
EI087,,1998,1993,,144624,14993484,2812504,,105736,10795845,2026705,,38888,4197639,785799,PDN
EI087,,1999,1993,,144624,14993484,2812504,,121005,11657276,2195253,,23619,3336208,617251,PDN
EI087,,2000,1993,,231160,24220853,4540921,,147189,13507732,2550700,,83971,10713121,1990221,PDN
EI087,,2001,1993,,238794,24900246,4669443,,156458,14946900,2816049,,82336,9953346,1853394,PDN
EI087,,2002,1993,,238794,24900246,4669443,,159266,15752988,2962289,,79528,9147258,1707154,PDN
EI087,,2003,1993,,231476,25343736,4741038,,161584,16309834,3063690,,69892,9033902,1677348,PDN
EI087,,2004,1993,,231476,25343736,4741038,,161864,16365950,3073955,,69612,8977786,1667083,PDN
EI087,,2005,1993,,199705,23232966,4333685,,173813,17889219,3356948,,25892,5343747,976737,PDN
EI087,,2006,1993,,198850,23477869,4376407,,182575,19162616,3592293,,16275,4315253,784114,PDN
EI087,,2007,1993,,183914,19314038,3620576,,183914,19314038,3620576,,0,0,0,PDN
EI087,,2008,1993,,183914,19314038,3620576,,183914,19314038,3620576,,0,0,0,PDN
EI087,,2009,1993,,183914,19523528,3657852,,183914,19523528,3657852,,0,0,0,PDN
EI087,,2010,1993,,183914,19523528,3657852,,183914,19523528,3657852,,0,0,0,PDN
EI087,,2011,1993,,183914,19523528,3657852,,183914,19523528,3657852,,0,0,0,PDN
EI087,,2012,1993,,183914,19523528,3657852,,183914,19523528,3657852,,0,0,0,PDN
EI087,,2013,1993,,183914,19523528,3657852,,183914,19523528,3657852,,0,0,0,PDN
EI087,,2014,1993,,183914,19523528,3657852,,183914,19523528,3657852,,0,0,0,PDN
EI087,,2015,1993,,183914,19523528,3657852,,183914,19523528,3657852,,0,0,0,PDN
EI087,,2016,1993,,183914,19523528,3657852,,183914,19523528,3657852,,0,0,0,PDN
EI087,,2017,1993,,183914,19523528,3657852,,183914,19523528,3657852,,0,0,0,PDN
EI087,,2017,1993,,183914,19523528,3657852,,183914,19523528,3657852,,0,0,0,PDN
EI089,,1975,1949,,10000000,15000000,12669039,,5908344,8636897,7445158,,4091656,6363103,5223881,PDN
EI089,,1976,1949,,8000000,11000000,9957295,,6341686,8895758,7924561,,1658314,2104242,2032734,PDN
EI089,,1977,1949,,8000000,11000000,9957295,,6630827,9093630,8248911,,1369173,1906370,1708384,PDN
EI089,,1978,1949,,8000000,11000000,9957295,,6925831,9565943,8627956,,1074169,1434057,1329339,PDN
EI089,,1979,1949,,15264629,53250525,24739811,,7848956,27513881,12744664,,7415673,25736644,11995147,PDN
EI089,,1980,1949,,15419900,69845175,27847867,,8334517,30127187,13695226,,7085383,39717988,14152641,PDN
EI089,,1981,1949,,15646518,74732532,28944122,,8754294,31300483,14323775,,6892224,43432049,14620347,PDN
EI089,,1982,1949,,16946676,64981074,28509145,,9138652,32724734,14961558,,7808024,32256340,13547587,PDN
EI089,,1983,1949,,18050321,74489024,31304596,,9602483,35712755,15957066,,8447838,38776269,15347530,PDN
EI089,,1984,1949,,18933218,77142082,32659567,,10118595,37169654,16732412,,8814623,39972428,15927155,PDN
EI089,,1985,1949,,19350948,91127456,35565798,,10475941,38073004,17250497,,8875007,53054452,18315301,PDN
EI089,,1986,1949,,19496752,91873618,35844371,,10720441,39285688,17710777,,8776311,52587930,18133594,PDN
EI089,,1987,1949,,13084210,56481039,23134217,,10896850,42124225,18392264,,2187360,14356814,4741953,PDN
EI089,,1988,1949,,12306608,51858177,21534042,,11038985,44728087,18997719,,1267623,7130090,2536323,PDN
EI089,,1989,1949,,12538898,49631559,21370136,,11219567,45358380,19290453,,1319331,4273179,2079683,PDN
EI089,,1990,1949,,12573842,52983991,22001598,,11347891,45605692,19462783,,1225951,7378299,2538815,PDN
EI089,,1991,1949,,12678668,52856971,22083823,,11493896,45855817,19653294,,1184772,7001154,2430529,PDN
EI089,,1992,1949,,12680674,47781691,21182754,,11636202,46237751,19863560,,1044472,1543940,1319194,PDN
