FIELD,Field 1,YEAR,DISCYR,Field 2,Orig Oil Reserves,Orig Gas Reserves,Orig BOE Reserves,Field 3,CUMOIL,CUMGAS,CUMBOE,Field 4,Oil Reserves,Gas Reserves,BOE Reserves,FCLASS
GA333,,2001,1988,,"246,915","29,646,949","5,522,173",,"136,510","21,078,085","3,887,059",,"110,405","8,568,864","1,635,114",
GA333,,2002,1988,,"249,354","34,382,218","6,367,186",,"141,520","22,504,757","4,145,925",,"107,834","11,877,461","2,221,261",
GA333,,2003,1988,,"249,354","34,382,218","6,367,186",,"144,408","23,832,006","4,384,978",,"104,946","10,550,212","1,982,208",
GA333,,2004,1988,,"196,914","29,496,446","5,445,392",,"145,500","24,299,124","4,469,188",,"51,414","5,197,322","976,204",
GA333,,2005,1988,,"196,914","29,496,446","5,445,392",,"146,014","24,503,951","4,506,148",,"50,900","4,992,495","939,244",
GA333,,2006,1988,,"203,912","32,043,881","5,905,671",,"148,295","25,183,713","4,629,383",,"55,617","6,860,168","1,276,288",
GA333,,2007,1988,,"202,757","31,575,745","5,821,217",,"149,672","25,826,847","4,745,196",,"53,085","5,748,898","1,076,021",
GA333,,2008,1988,,"151,058","26,564,431","4,877,825",,"150,336","26,227,736","4,817,193",,722,"336,695","60,632",
GA333,,2009,1988,,"151,058","26,904,300","4,938,300",,"150,888","26,819,575","4,923,055",,170,"84,725","15,246",
GA333,,2010,1988,,"151,058","26,904,300","4,938,300",,"151,058","26,904,300","4,938,300",,0,0,0,
GA333,,2011,1988,,"151,058","26,904,300","4,938,300",,"151,058","26,904,300","4,938,300",,0,0,0,
GA333,,2012,1988,,"151,058","26,904,300","4,938,300",,"151,058","26,904,300","4,938,300",,0,0,0,
GA333,,2013,1988,,"151,058","26,904,300","4,938,300",,"151,058","26,904,300","4,938,300",,0,0,0,
GA333,,2014,1988,,"151,058","26,904,300","4,938,300",,"151,058","26,904,300","4,938,300",,0,0,0,
GA333,,2015,1988,,"151,058","26,904,300","4,938,300",,"151,058","26,904,300","4,938,300",,0,0,0,
GA333,,2016,1988,,"151,058","26,904,300","4,938,300",,"151,058","26,904,300","4,938,300",,0,0,0,
GA333,,2017,1988,,"151,058","26,904,300","4,938,300",,"151,058","26,904,300","4,938,300",,0,0,0,
GA333,,2018,1988,,"151,058","26,904,300","4,938,300",,"151,058","26,904,300","4,938,300",,0,0,0,
GA343,,1988,1988,,"748,678","35,936,587","7,143,088",,0,0,0,,"748,678","35,936,587","7,143,088",
GA343,,1989,1988,,"291,598","48,022,575","8,836,540",,198,"30,072","5,549",,"291,400","47,992,503","8,830,991",
GA343,,1990,1988,,"538,638","75,035,644","13,890,176",,"172,511","24,261,765","4,489,551",,"366,127","50,773,879","9,400,625",
GA343,,1991,1988,,"571,782","79,842,214","14,778,582",,"318,478","50,392,002","9,285,026",,"253,304","29,450,212","5,493,556",
GA343,,1992,1988,,"774,551","146,910,579","26,915,223",,"423,921","74,730,823","13,721,220",,"350,630","72,179,756","13,194,003",
GA343,,1993,1988,,"795,170","149,453,813","27,388,375",,"516,358","95,403,947","17,492,149",,"278,812","54,049,866","9,896,226",
GA343,,1994,1988,,"804,598","150,948,674","27,663,793",,"592,570","114,382,582","20,945,343",,"212,028","36,566,092","6,718,450",
GA343,,1995,1988,,"806,875","151,994,943","27,852,239",,"635,626","127,659,869","23,350,905",,"171,249","24,335,074","4,501,334",
GA343,,1996,1988,,"804,944","174,269,453","31,813,743",,"679,832","138,946,985","25,403,495",,"125,112","35,322,468","6,410,248",
GA343,,1997,1988,,"830,048","176,039,101","32,153,731",,"717,041","148,153,912","27,078,947",,"113,007","27,885,189","5,074,784",
GA343,,1998,1988,,"887,766","190,080,268","34,709,878",,"751,558","155,887,910","28,489,620",,"136,208","34,192,358","6,220,258",
GA343,,1999,1988,,"896,012","191,186,833","34,915,021",,"771,064","161,932,099","29,584,605",,"124,948","29,254,734","5,330,416",
GA343,,2000,1988,,"891,648","190,952,736","34,869,003",,"782,165","166,213,880","30,357,588",,"109,483","24,738,856","4,511,415",
GA343,,2001,1988,,"891,649","190,952,736","34,869,004",,"788,415","169,429,409","30,935,997",,"103,234","21,523,327","3,933,007",
GA343,,2002,1988,,"837,093","191,506,627","34,913,005",,"791,915","171,773,675","31,356,626",,"45,178","19,732,952","3,556,379",
GA343,,2003,1988,,"837,093","191,506,627","34,913,005",,"795,439","173,842,428","31,728,255",,"41,654","17,664,199","3,184,750",
GA343,,2004,1988,,"836,956","191,469,695","34,906,297",,"798,331","175,578,372","32,040,034",,"38,625","15,891,323","2,866,263",
GA343,,2005,1988,,"837,353","191,560,882","34,922,919",,"800,193","176,773,000","32,254,463",,"37,160","14,787,882","2,668,456",
GA343,,2006,1988,,"837,402","191,562,614","34,923,276",,"801,973","178,009,042","32,476,180",,"35,429","13,553,572","2,447,096",
GA343,,2007,1988,,"831,762","188,752,108","34,417,546",,"803,870","179,256,419","32,700,030",,"27,892","9,495,689","1,717,516",
GA343,,2008,1988,,"831,587","187,855,320","34,257,801",,"805,404","180,143,936","32,859,485",,"26,183","7,711,384","1,398,316",
GA343,,2009,1988,,"816,049","187,084,526","34,105,112",,"806,538","183,947,720","33,537,450",,"9,511","3,136,806","567,662",
GA343,,2010,1988,,"819,268","187,084,526","34,108,331",,"807,222","184,342,651","33,608,407",,"12,046","2,741,875","499,924",
GA343,,2011,1988,,"809,030","184,828,967","33,696,748",,"807,614","184,585,348","33,651,983",,"1,416","243,619","44,765",
GA343,,2012,1988,,"809,030","184,828,967","33,696,748",,"808,004","184,812,989","33,692,878",,"1,026","15,978","3,869",
GA343,,2013,1988,,"809,030","184,828,967","33,696,748",,"809,030","184,828,967","33,696,748",,0,0,0,
GA343,,2014,1988,,"809,030","184,828,967","33,696,748",,"809,030","184,828,967","33,696,748",,0,0,0,
GA343,,2015,1988,,"809,030","184,828,967","33,696,748",,"809,030","184,828,967","33,696,748",,0,0,0,
GA343,,2016,1988,,"809,030","184,828,967","33,696,748",,"809,030","184,828,967","33,696,748",,0,0,0,
GA343,,2017,1988,,"809,030","184,830,475","33,697,016",,"809,030","184,830,475","33,697,016",,0,0,0,
GA343,,2018,1988,,"809,030","184,830,475","33,697,016",,"809,030","184,830,475","33,697,016",,0,0,0,
GA350,,1984,1969,,"47,149","4,714,938","886,106",,0,0,0,,"47,149","4,714,938","886,106",
GA350,,1985,1969,,"47,149","4,714,938","886,106",,0,0,0,,"47,149","4,714,938","886,106",
GA350,,1986,1969,,"47,149","4,714,938","886,106",,0,0,0,,"47,149","4,714,938","886,106",
GA350,,1987,1969,,"47,149","4,714,938","886,106",,0,0,0,,"47,149","4,714,938","886,106",
GA350,,1988,1969,,"335,246","19,072,828","3,728,988",,"5,072","565,412","105,679",,"330,174","18,507,416","3,623,309",
GA350,,1989,1969,,"294,703","24,171,828","4,595,740",,"27,136","5,000,409","916,888",,"267,567","19,171,419","3,678,852",
GA350,,1990,1969,,"150,772","39,516,874","7,182,244",,"52,951","11,993,810","2,187,081",,"97,821","27,523,064","4,995,163",
GA350,,1991,1969,,"158,503","44,650,615","8,103,452",,"66,211","18,366,079","3,334,197",,"92,292","26,284,536","4,769,255",
GA350,,1992,1969,,"142,584","40,571,382","7,361,691",,"76,953","23,364,797","4,234,390",,"65,631","17,206,585","3,127,301",
GA350,,1993,1969,,"102,175","33,940,574","6,141,423",,"80,350","25,699,811","4,653,270",,"21,825","8,240,763","1,488,153",
GA350,,1994,1969,,"109,270","35,429,824","6,413,509",,"88,691","27,628,383","5,004,773",,"20,579","7,801,441","1,408,736",
GA350,,1995,1969,,"113,116","35,695,971","6,464,712",,"94,534","29,332,349","5,313,813",,"18,582","6,363,622","1,150,899",
GA350,,1996,1969,,"116,701","36,501,696","6,611,665",,"99,815","31,470,274","5,699,508",,"16,886","5,031,422","912,157",
GA350,,1997,1969,,"105,827","34,372,544","6,221,938",,"101,547","32,285,250","5,846,253",,"4,280","2,087,294","375,685",
GA350,,1998,1969,,"101,547","32,285,250","5,846,253",,"101,547","32,285,250","5,846,253",,0,0,0,
GA350,,1999,1969,,"101,547","32,285,250","5,846,253",,"101,547","32,285,250","5,846,253",,0,0,0,
GA350,,2000,1969,,"101,547","32,285,250","5,846,253",,"101,547","32,285,250","5,846,253",,0,0,0,
GA350,,2001,1969,,"101,547","32,285,250","5,846,253",,"101,547","32,285,250","5,846,253",,0,0,0,
GA350,,2002,1969,,"101,547","32,285,250","5,846,253",,"101,547","32,285,250","5,846,253",,0,0,0,
GA350,,2003,1969,,"101,547","32,285,250","5,846,253",,"101,547","32,285,250","5,846,253",,0,0,0,
GA350,,2004,1969,,"101,547","32,285,250","5,846,253",,"101,547","32,285,250","5,846,253",,0,0,0,
GA350,,2005,1969,,"101,547","32,285,250","5,846,253",,"101,547","32,285,250","5,846,253",,0,0,0,
GA350,,2006,1969,,"114,658","36,052,521","6,529,697",,"101,547","32,285,250","5,846,253",,"13,111","3,767,271","683,444",
GA350,,2007,1969,,"114,658","36,052,521","6,529,697",,"105,547","33,613,762","6,086,643",,"9,111","2,438,759","443,054",
GA350,,2008,1969,,"177,286","54,231,502","9,827,019",,"116,955","37,417,961","6,774,955",,"60,331","16,813,541","3,052,064",
GA350,,2009,1969,,"178,810","55,319,682","10,022,170",,"132,202","42,314,212","7,661,421",,"46,608","13,005,470","2,360,749",
GA350,,2010,1969,,"202,228","69,090,701","12,495,947",,"146,513","46,215,506","8,369,913",,"55,715","22,875,195","4,126,034",
GA350,,2011,1969,,"202,228","69,090,701","12,495,947",,"155,603","49,824,777","9,021,222",,"46,625","19,265,924","3,474,725",
GA350,,2012,1969,,"202,228","69,090,701","12,495,947",,"169,556","54,138,759","9,802,787",,"32,672","14,951,942","2,693,160",
GA350,,2013,1969,,"202,228","69,090,701","12,495,947",,"179,452","58,174,784","10,530,837",,"22,776","10,915,917","1,965,110",
GA350,,2014,1969,,"202,228","69,090,701","12,495,947",,"190,282","61,305,216","11,098,684",,"11,946","7,785,485","1,397,264",
GA350,,2015,1969,,"202,228","69,090,701","12,495,947",,"194,816","63,080,672","11,419,135",,"7,412","6,010,029","1,076,812",
GA350,,2016,1969,,"196,085","64,048,097","11,592,544",,"196,085","64,048,097","11,592,544",,0,0,0,
GA350,,2017,1969,,"196,085","64,048,097","11,592,544",,"196,085","64,048,097","11,592,544",,0,0,0,
GA350,,2018,1969,,"196,085","64,048,097","11,592,544",,"196,085","64,048,097","11,592,544",,0,0,0,
GA351,,1988,1988,,"844,021","40,513,008","8,052,741",,679,"178,958","32,522",,"843,342","40,334,050","8,020,219",
GA351,,1989,1988,,"844,021","40,513,008","8,052,741",,"8,712","1,753,322","320,691",,"835,309","38,759,686","7,732,050",
GA351,,1990,1988,,"844,021","40,513,008","8,052,741",,"13,940","3,086,642","563,165",,"830,081","37,426,366","7,489,576",
GA351,,1991,1988,,"58,477","17,586,197","3,187,694",,"14,759","3,447,398","628,175",,"43,718","14,138,799","2,559,519",
GA351,,1992,1988,,"58,477","17,586,197","3,187,694",,"17,191","3,890,572","709,464",,"41,286","13,695,625","2,478,230",
GA351,,1993,1988,,"65,188","18,256,609","3,313,695",,"17,756","4,232,429","770,857",,"47,432","14,024,180","2,542,838",
GA351,,1994,1988,,"19,081","4,876,206","886,733",,"19,081","4,876,206","886,733",,0,0,0,
GA351,,1995,1988,,"19,084","4,876,711","886,826",,"19,084","4,876,711","886,826",,0,0,0,
GA351,,1996,1988,,"19,084","4,876,711","886,826",,"19,084","4,876,711","886,826",,0,0,0,
GA351,,1997,1988,,"19,084","4,876,711","886,826",,"19,084","4,876,711","886,826",,0,0,0,
GA351,,1998,1988,,"19,084","4,876,711","886,826",,"19,084","4,876,711","886,826",,0,0,0,
GA351,,1999,1988,,"19,084","4,876,711","886,826",,"19,084","4,876,711","886,826",,0,0,0,
GA351,,2000,1988,,"19,084","4,876,711","886,826",,"19,084","4,876,711","886,826",,0,0,0,
GA351,,2001,1988,,"19,084","4,876,711","886,826",,"19,084","4,876,711","886,826",,0,0,0,
GA351,,2002,1988,,"19,084","4,876,711","886,826",,"19,084","4,876,711","886,826",,0,0,0,
GA351,,2003,1988,,"19,084","4,876,711","886,826",,"19,084","4,876,711","886,826",,0,0,0,
GA351,,2004,1988,,"19,084","4,876,711","886,826",,"19,084","4,876,711","886,826",,0,0,0,
GA351,,2005,1988,,"19,084","4,876,711","886,826",,"19,084","4,876,711","886,826",,0,0,0,
GA351,,2006,1988,,"19,084","4,876,711","886,826",,"19,084","4,876,711","886,826",,0,0,0,
GA351,,2007,1988,,"19,084","4,876,711","886,826",,"19,084","4,876,711","886,826",,0,0,0,
GA351,,2008,1988,,"19,084","4,876,711","886,826",,"19,084","4,876,711","886,826",,0,0,0,
GA351,,2009,1988,,"19,084","4,974,373","904,204",,"19,084","4,974,373","904,204",,0,0,0,
GA351,,2010,1988,,"19,084","4,974,373","904,204",,"19,084","4,974,373","904,204",,0,0,0,
GA351,,2011,1988,,"19,084","4,974,373","904,204",,"19,084","4,974,373","904,204",,0,0,0,
GA351,,2012,1988,,"19,084","4,974,373","904,204",,"19,084","4,974,373","904,204",,0,0,0,
GA351,,2013,1988,,"19,084","4,974,373","904,204",,"19,084","4,974,373","904,204",,0,0,0,
GA351,,2014,1988,,"19,084","4,974,373","904,204",,"19,084","4,974,373","904,204",,0,0,0,
GA351,,2015,1988,,"19,084","4,974,373","904,204",,"19,084","4,974,373","904,204",,0,0,0,
GA351,,2016,1988,,"19,084","4,974,373","904,204",,"19,084","4,974,373","904,204",,0,0,0,
GA351,,2017,1988,,"19,084","4,974,373","904,204",,"19,084","4,974,373","904,204",,0,0,0,
GA351,,2018,1988,,"19,084","4,974,373","904,204",,"19,084","4,974,373","904,204",,0,0,0,
GA352,,2001,2002,,"113,091","11,309,076","2,125,382",,0,0,0,,"113,091","11,309,076","2,125,382",
GA352,,2002,2002,,"113,091","11,309,076","2,125,382",,"4,368","562,065","104,380",,"108,723","10,747,011","2,021,002",
GA352,,2003,2002,,"111,576","11,819,862","2,214,754",,"16,881","2,580,188","475,989",,"94,695","9,239,674","1,738,765",
GA352,,2004,2002,,"103,697","11,031,811","2,066,653",,"30,952","5,933,418","1,086,720",,"72,745","5,098,393","979,933",
GA352,,2005,2002,,"89,547","10,594,126","1,974,623",,"37,635","8,862,525","1,614,597",,"51,912","1,731,601","360,026",
GA352,,2006,2002,,"146,592","16,298,539","3,046,688",,"43,258","11,067,020","2,012,479",,"103,334","5,231,519","1,034,209",
GA352,,2007,2002,,"134,763","15,531,493","2,898,374",,"48,214","13,131,923","2,384,855",,"86,549","2,399,570","513,519",
GA352,,2008,2002,,"61,409","18,773,761","3,401,936",,"50,925","14,515,541","2,633,761",,"10,484","4,258,220","768,175",
GA352,,2009,2002,,"56,599","16,013,447","2,905,967",,"52,566","15,187,793","2,755,020",,"4,033","825,654","150,947",
GA352,,2010,2002,,"56,599","16,013,447","2,905,967",,"54,240","15,801,059","2,865,816",,"2,359","212,388","40,150",
GA352,,2011,2002,,"56,599","16,013,447","2,905,967",,"56,599","16,013,447","2,905,967",,0,0,0,
GA352,,2012,2002,,"56,599","16,013,447","2,905,967",,"56,599","16,013,447","2,905,967",,0,0,0,
GA352,,2013,2002,,"56,599","16,013,447","2,905,967",,"56,599","16,013,447","2,905,967",,0,0,0,
GA352,,2014,2002,,"56,599","16,013,447","2,905,967",,"56,599","16,013,447","2,905,967",,0,0,0,
GA352,,2015,2002,,"56,599","16,013,447","2,905,967",,"56,599","16,013,447","2,905,967",,0,0,0,
GA352,,2016,2002,,"56,599","16,013,447","2,905,967",,"56,599","16,013,447","2,905,967",,0,0,0,
GA352,,2017,2002,,"56,599","16,013,447","2,905,967",,"56,599","16,013,447","2,905,967",,0,0,0,
GA352,,2018,2002,,"56,599","16,013,447","2,905,967",,"56,599","16,013,447","2,905,967",,0,0,0,
GA355,,2006,2006,,"30,082","10,462,086","1,891,663",,"1,400","380,927","69,181",,"28,682","10,081,159","1,822,482",
GA355,,2007,2006,,"30,082","10,462,086","1,891,663",,"12,062","4,195,034","758,509",,"18,020","6,267,052","1,133,154",
GA355,,2008,2006,,"22,109","11,716,797","2,106,948",,"16,125","6,751,667","1,217,489",,"5,984","4,965,130","889,459",
GA355,,2009,2006,,"22,109","11,716,797","2,106,948",,"17,748","8,045,429","1,449,319",,"4,361","3,671,368","657,629",
GA355,,2010,2006,,"22,109","11,716,797","2,106,948",,"18,469","8,733,432","1,572,460",,"3,640","2,983,365","534,488",
GA355,,2011,2006,,"23,683","12,358,168","2,222,645",,"18,778","9,086,837","1,635,653",,"4,905","3,271,331","586,992",
GA355,,2012,2006,,"22,360","10,756,046","1,936,247",,"21,876","10,273,985","1,849,987",,484,"482,061","86,260",
GA355,,2013,2006,,"22,360","10,756,046","1,936,247",,"22,356","10,753,171","1,935,732",,4,"2,875",516,
GA355,,2014,2006,,"22,360","10,753,611","1,935,814",,"22,360","10,753,611","1,935,814",,0,0,0,
GA355,,2015,2006,,"22,360","10,753,611","1,935,814",,"22,360","10,753,611","1,935,814",,0,0,0,
GA355,,2016,2006,,"22,360","10,753,611","1,935,814",,"22,360","10,753,611","1,935,814",,0,0,0,
GA355,,2017,2006,,"22,360","10,754,114","1,935,903",,"22,360","10,754,114","1,935,903",,0,0,0,
GA355,,2018,2006,,"22,360","10,754,114","1,935,903",,"22,360","10,754,114","1,935,903",,0,0,0,
GA357,,1995,1995,,"3,968","2,940,642","527,214",,16,"453,863","80,775",,"3,952","2,486,779","446,439",
GA357,,1996,1995,,"1,428","4,025,281","717,670",,295,"3,085,454","549,308",,"1,133","939,827","168,362",
GA357,,1997,1995,,820,"3,928,315","699,808",,309,"3,698,971","658,489",,511,"229,344","41,319",
GA357,,1998,1995,,323,"3,750,173","667,614",,323,"3,750,173","667,614",,0,0,0,
GA357,,1999,1995,,323,"3,750,173","667,614",,323,"3,750,173","667,614",,0,0,0,
GA357,,2000,1995,,323,"3,750,173","667,614",,323,"3,750,173","667,614",,0,0,0,
GA357,,2001,1995,,323,"3,750,173","667,614",,323,"3,750,173","667,614",,0,0,0,
GA357,,2002,1995,,323,"3,750,173","667,614",,323,"3,750,173","667,614",,0,0,0,
GA357,,2003,1995,,323,"3,750,173","667,614",,323,"3,750,173","667,614",,0,0,0,
GA357,,2004,1995,,323,"3,750,173","667,614",,323,"3,750,173","667,614",,0,0,0,
GA357,,2005,1995,,323,"3,750,173","667,614",,323,"3,750,173","667,614",,0,0,0,
GA357,,2006,1995,,323,"3,750,173","667,614",,323,"3,750,173","667,614",,0,0,0,
GA357,,2007,1995,,323,"3,750,173","667,614",,323,"3,750,173","667,614",,0,0,0,
GA357,,2008,1995,,323,"3,750,173","667,614",,323,"3,750,173","667,614",,0,0,0,
GA357,,2009,1995,,323,"3,825,278","680,978",,323,"3,825,278","680,978",,0,0,0,
GA357,,2010,1995,,323,"3,825,278","680,978",,323,"3,825,278","680,978",,0,0,0,
GA357,,2011,1995,,323,"3,825,278","680,978",,323,"3,825,278","680,978",,0,0,0,
GA357,,2012,1995,,323,"3,825,278","680,978",,323,"3,825,278","680,978",,0,0,0,
GA357,,2013,1995,,323,"3,825,278","680,978",,323,"3,825,278","680,978",,0,0,0,
GA357,,2014,1995,,323,"3,825,278","680,978",,323,"3,825,278","680,978",,0,0,0,
GA357,,2015,1995,,323,"3,825,278","680,978",,323,"3,825,278","680,978",,0,0,0,
GA357,,2016,1995,,323,"3,825,278","680,978",,323,"3,825,278","680,978",,0,0,0,
GA357,,2017,1995,,323,"3,825,278","680,978",,323,"3,825,278","680,978",,0,0,0,
GA357,,2018,1995,,323,"3,825,278","680,978",,323,"3,825,278","680,978",,0,0,0,
GA379,,1990,1990,,"350,172","23,255,398","4,488,143",,"32,005","2,220,521","427,115",,"318,167","21,034,877","4,061,028",
GA379,,1991,1990,,"475,960","41,596,729","7,877,513",,"144,921","13,533,911","2,553,090",,"331,039","28,062,818","5,324,423",
GA379,,1992,1990,,"250,658","36,260,257","6,702,661",,"188,874","23,476,048","4,366,107",,"61,784","12,784,209","2,336,554",
GA379,,1993,1990,,"234,693","35,376,621","6,529,465",,"196,580","25,530,716","4,739,412",,"38,113","9,845,905","1,790,053",
GA379,,1994,1990,,"234,693","35,376,621","6,529,465",,"197,071","25,622,408","4,756,218",,"37,622","9,754,213","1,773,247",
GA379,,1995,1990,,"203,894","30,794,784","5,683,393",,"201,309","25,921,802","4,813,729",,"2,585","4,872,982","869,664",
GA379,,1996,1990,,"231,104","30,794,784","5,710,603",,"215,646","28,088,027","5,213,516",,"15,458","2,706,757","497,087",
GA379,,1997,1990,,"231,104","30,794,784","5,710,603",,"216,891","28,767,918","5,335,738",,"14,213","2,026,866","374,865",
GA379,,1998,1990,,"231,056","30,787,409","5,709,243",,"217,753","29,059,237","5,388,436",,"13,303","1,728,172","320,807",
GA379,,1999,1990,,"219,842","29,754,409","5,514,221",,"218,085","29,172,152","5,408,859",,"1,757","582,257","105,362",
GA379,,2000,1990,,"219,823","29,478,942","5,465,186",,"218,463","29,237,765","5,420,912",,"1,360","241,177","44,274",
GA379,,2001,1990,,"219,845","29,482,613","5,465,862",,"218,770","29,304,666","5,433,123",,"1,075","177,947","32,739",
GA379,,2002,1990,,"219,845","29,482,613","5,465,862",,"218,980","29,338,926","5,439,429",,865,"143,687","26,433",
GA379,,2003,1990,,"219,845","29,482,613","5,465,862",,"219,014","29,349,365","5,441,321",,831,"133,248","24,541",
GA379,,2004,1990,,"219,845","29,482,613","5,465,862",,"219,094","29,365,232","5,444,224",,751,"117,381","21,638",
GA379,,2005,1990,,"219,094","29,365,232","5,444,224",,"219,094","29,365,232","5,444,224",,0,0,0,
GA379,,2006,1990,,"219,094","29,365,232","5,444,224",,"219,094","29,365,232","5,444,224",,0,0,0,
GA379,,2007,1990,,"219,094","29,365,232","5,444,224",,"219,094","29,365,232","5,444,224",,0,0,0,
GA379,,2008,1990,,"219,094","29,365,232","5,444,224",,"219,094","29,365,232","5,444,224",,0,0,0,
GA379,,2009,1990,,"219,094","29,945,705","5,547,512",,"219,094","29,945,705","5,547,512",,0,0,0,
GA379,,2010,1990,,"219,094","29,945,705","5,547,512",,"219,094","29,945,705","5,547,512",,0,0,0,
GA379,,2011,1990,,"219,094","29,945,705","5,547,512",,"219,094","29,945,705","5,547,512",,0,0,0,
GA379,,2012,1990,,"219,094","29,945,705","5,547,512",,"219,094","29,945,705","5,547,512",,0,0,0,
GA379,,2013,1990,,"219,094","29,945,705","5,547,512",,"219,094","29,945,705","5,547,512",,0,0,0,
GA379,,2014,1990,,"219,094","29,945,705","5,547,512",,"219,094","29,945,705","5,547,512",,0,0,0,
GA379,,2015,1990,,"219,094","29,945,705","5,547,512",,"219,094","29,945,705","5,547,512",,0,0,0,
GA379,,2016,1990,,"219,094","29,945,705","5,547,512",,"219,094","29,945,705","5,547,512",,0,0,0,
GA379,,2017,1990,,"219,094","29,945,705","5,547,512",,"219,094","29,945,705","5,547,512",,0,0,0,
GA379,,2018,1990,,"219,094","29,945,705","5,547,512",,"219,094","29,945,705","5,547,512",,0,0,0,
GA384,,1985,1982,,160,"1,601,771","285,173",,0,0,0,,160,"1,601,771","285,173",
GA384,,1986,1982,,160,"1,601,771","285,173",,0,0,0,,160,"1,601,771","285,173",
GA384,,1987,1982,,"2,617","4,569,926","815,771",,"1,037","1,415,250","252,861",,"1,580","3,154,676","562,910",
GA384,,1988,1982,,"7,404","16,817,978","2,999,927",,"1,592","3,986,071","710,857",,"5,812","12,831,907","2,289,070",
GA384,,1989,1982,,"4,794","12,985,414","2,315,366",,"2,493","5,970,447","1,064,850",,"2,301","7,014,967","1,250,516",
GA384,,1990,1982,,"4,794","21,538,448","3,837,258",,"2,914","7,647,989","1,363,766",,"1,880","13,890,459","2,473,492",
GA384,,1991,1982,,"29,106","23,099,386","4,139,317",,"8,013","10,990,592","1,963,634",,"21,093","12,108,794","2,175,683",
GA384,,1992,1982,,"29,534","21,304,091","3,820,298",,"12,586","13,813,203","2,470,451",,"16,948","7,490,888","1,349,847",
GA384,,1993,1982,,"29,534","21,304,091","3,820,298",,"13,039","14,543,212","2,600,799",,"16,495","6,760,879","1,219,499",
GA384,,1994,1982,,"29,882","23,330,582","4,181,231",,"13,039","14,831,375","2,652,074",,"16,843","8,499,207","1,529,157",
GA384,,1995,1982,,"13,039","14,832,565","2,652,285",,"13,039","14,832,565","2,652,285",,0,0,0,
GA384,,1996,1982,,"13,039","14,832,565","2,652,285",,"13,039","14,832,565","2,652,285",,0,0,0,
GA384,,1997,1982,,"13,039","14,832,565","2,652,285",,"13,039","14,832,565","2,652,285",,0,0,0,
GA384,,1998,1982,,"13,039","14,832,565","2,652,285",,"13,039","14,832,565","2,652,285",,0,0,0,
GA384,,1999,1982,,"13,039","14,832,565","2,652,285",,"13,039","14,832,565","2,652,285",,0,0,0,
GA384,,2000,1982,,"4,655","11,099,252","1,979,611",,"4,655","11,099,252","1,979,611",,0,0,0,
GA384,,2001,1982,,"4,655","11,099,559","1,979,665",,"4,655","11,099,559","1,979,665",,0,0,0,
GA384,,2002,1982,,"4,655","11,099,559","1,979,665",,"4,655","11,099,559","1,979,665",,0,0,0,
GA384,,2003,1982,,"4,655","11,099,559","1,979,665",,"4,655","11,099,559","1,979,665",,0,0,0,
GA384,,2004,1982,,"4,655","11,099,559","1,979,665",,"4,655","11,099,559","1,979,665",,0,0,0,
GA384,,2005,1982,,"4,655","11,099,559","1,979,665",,"4,655","11,099,559","1,979,665",,0,0,0,
GA384,,2006,1982,,"4,655","11,099,559","1,979,665",,"4,655","11,099,559","1,979,665",,0,0,0,
GA384,,2007,1982,,"4,655","11,099,559","1,979,665",,"4,655","11,099,559","1,979,665",,0,0,0,
GA384,,2008,1982,,"4,655","11,099,559","1,979,665",,"4,655","11,099,559","1,979,665",,0,0,0,
GA384,,2009,1982,,"4,655","11,321,859","2,019,221",,"4,655","11,321,859","2,019,221",,0,0,0,
GA384,,2010,1982,,"4,655","11,321,859","2,019,221",,"4,655","11,321,859","2,019,221",,0,0,0,
GA384,,2011,1982,,"4,655","11,321,859","2,019,221",,"4,655","11,321,859","2,019,221",,0,0,0,
GA384,,2012,1982,,"4,655","11,321,859","2,019,221",,"4,655","11,321,859","2,019,221",,0,0,0,
GA384,,2013,1982,,"4,655","11,321,859","2,019,221",,"4,655","11,321,859","2,019,221",,0,0,0,
GA384,,2014,1982,,"4,655","11,321,859","2,019,221",,"4,655","11,321,859","2,019,221",,0,0,0,
GA384,,2015,1982,,"4,655","11,321,859","2,019,221",,"4,655","11,321,859","2,019,221",,0,0,0,
GA384,,2016,1982,,"4,655","11,321,859","2,019,221",,"4,655","11,321,859","2,019,221",,0,0,0,
GA384,,2017,1982,,"4,655","11,321,859","2,019,221",,"4,655","11,321,859","2,019,221",,0,0,0,
GA384,,2018,1982,,"4,655","11,321,859","2,019,221",,"4,655","11,321,859","2,019,221",,0,0,0,
GA385,,1988,1987,,"26,175","2,745,657","514,726",,31,"20,876","3,746",,"26,144","2,724,781","510,980",
GA385,,1989,1987,,"26,175","2,745,657","514,726",,"2,692","163,143","31,721",,"23,483","2,582,514","483,005",
GA385,,1990,1987,,"2,692","163,143","31,721",,"2,692","163,143","31,721",,0,0,0,
GA385,,1991,1987,,"2,692","163,143","31,721",,"2,692","163,143","31,721",,0,0,0,
GA385,,1992,1987,,"2,692","163,143","31,721",,"2,692","163,143","31,721",,0,0,0,
GA385,,1993,1987,,"2,692","163,143","31,721",,"2,692","163,143","31,721",,0,0,0,
GA385,,1994,1987,,"2,692","163,143","31,721",,"2,692","163,143","31,721",,0,0,0,
GA385,,1995,1987,,"2,692","163,143","31,721",,"2,692","163,143","31,721",,0,0,0,
