FACILITY_ID,FACILITY_NAME,DUTY,OPERATOR,HOST_TYPE,CURRENT_STATUS,STATUS_SINCE_YEAR,WATER_DEPTH_M,WATER_DEPTH_FT,COUNTRY,LOCATION,US_GOM_FLAG
1326,Dzheitune Lam C Platform,Oil,Dragon Oil,Fixed Platform,Producing,2012,8,26,Turkmenistan,Cheleken Contract Area Block 2,
1327,Dzhygalybeg (Zhdanov) A Platform,Oil,Dragon Oil,Fixed Platform,Under Construction,2010,8,26,Turkmenistan,Cheleken Contract Area Block 2,
1327,Dzhygalybeg (Zhdanov) B Platform,Oil,Dragon Oil,Fixed Platform,Under Construction,2010,8,26,Turkmenistan,Cheleken Contract Area Block 2,
1873,E-CE,Gas,PetroSA,Subsea Tieback,Producing,2008,150,495,South Africa,Block 9,
273,East Azeri Platform,Oil,AIOC,Fixed Platform,Producing,2006,150,495,Azerbaijan,,
785,East Belumut A,Oil,Newfield,Fixed Platform,Producing,2008,61,201,Malaysia,PM323,
695,East Brae Platform,Oil/Gas,Marathon,Fixed Platform,Producing,1993,113,373,UK,,
170,East Breaks 110 Fixed Platform,Gas,Panaco,Fixed Platform,Producing,2001,213,703,US,East Breaks 110,Y
1843,East Hub FPSO,Oil,ENI (NOC),FPSO,Under Construction,2014,500,1650,Angola,15/06,
1534,East Natuna Platform,Gas,Pertamina (NOC),Fixed Platform,Under Construction,2012,,,Indonesia,Natuna D-Alpha,
767,Ebouri Production Platform,Oil,Vaalco Energy,Fixed Platform,Producing,2009,,,Gabon,Etame Marine Permit,
156,EC 373,Oil/Gas,W&T Offshore,Fixed Platform,Producing,2007,670,2211,US,EC Block 373,Y
662,Egina FPSO,Oil,Total,FPSO,Under Construction,2013,1600,5280,Nigeria,OML 130,
822,Eider Platform,Oil/Gas,TAQA Bratani,Fixed Platform,Producing,1988,159,525,UK,"211/16, P.296",
556,Ekofisk 2/4 Z,Oil/Gas,ConocoPhillips,Fixed Platform,Under Construction,2010,75,248,Norway,PL018: 2/4,
556,Ekofisk Center,Oil/Gas,ConocoPhillips,Fixed Platform,Producing,1971,75,248,Norway,"PL018, 2/4",
556,Ekofisk South Wellhead Platform,Oil/Gas,ConocoPhillips,Fixed Platform,Producing,2013,75,248,Norway,PL018: 2/4,
1460,El Bouri FSO,Oil/Gas,ENI (NOC),FSO/FSU,Producing,1988,160,528,Libya,NC-41,
556,Eldfisk 2/7 B,Gas,ConocoPhillips,Fixed Platform,Producing,1979,75,248,Norway,2/7,
556,Eldfisk 2/7A,Gas,ConocoPhillips,Fixed Platform,Producing,1979,75,248,Norway,2/7,
287,Elgin Platform,Gas,Total,Fixed Platform,Producing,2013,93,307,UK,"22/30b, 22/30c",
287,Elgin PUQ,Gas,Total,Fixed Platform,Producing,2013,93,307,UK,"22/30b, 22/30c",
737,Ellen Platform,Oil,Pacific Energy Resources Ltd,Fixed Platform,Producing,1981,81,267,US,"POCS 300, 301, 306",Y
737,Elly Platform,Oil,Pacific Energy Resources Ltd,Fixed Platform,Producing,1985,81,267,US,"POCS 300, 301, 306",Y
155,Enchilada Fixed Platform,Oil/Gas,Shell,Fixed Platform,Producing,1997,215,710,US,Garden Banks 127,Y
1190,EnQuest Producer,Oil,EnQuest PLC,FPSO,Under Construction,2012,74,244,UK,30/25,
632,Epsilon Platform,Gas,Energean Oil & Gas SA,Fixed Platform,Producing - Under Const.,2010,32,106,Greece,Prinos Development Area,
658,Erha FPSO,Oil,Esso,FPSO,Producing,2006,1200,3960,Nigeria,,
282,Espadarte FPSO,Oil,Petrobras (NOC),FPSO,Producing,2000,850,2805,Brazil,Campos Basin,
365,Espirito Santo FPSO,Oil/Gas,Shell,FPSO,Producing,2009,1780,5874,Brazil,BC-10,
737,Eureka Platform,Oil,Pacific Energy Resources Ltd,Fixed Platform,Producing,1985,213,703,US,"POCS 300, 301, 306",Y
483,EW 910 Platform A,Oil,W&T Offshore,Fixed Platform,Producing,1998,168,554,US,Ewing Bank 910,Y
1876,F-A Platform,Gas,PetroSA,Subsea Tieback,Producing,2000,100,330,South Africa,Block 9,
1111,Falcon Subsea,Oil,TAQA Bratani,Subsea Tieback,Producing,2011,,,UK,"210/25, 211/21",
1498,Farwah FPSO,Oil,Mabruk,FPSO,Producing,2003,90,297,Libya,Block C 137,
1793,Fateh Complex,Oil,Dubai Petroleum (NOC),Fixed Platform,Producing,1969,50,165,UAE,,
670,Firenze FPSO,Oil,ENI (NOC),FPSO,Producing,1998,850,2805,Italy,,
443,Forties Alpha Fixed Platform,Oil,Apache,Fixed Platform,Producing,1975,107,353,UK,21/10,
443,Forties Alpha Satellite Platform,Oil,Apache,Fixed Platform,Under Construction,2010,107,353,UK,"P246, 21/10",
443,Forties Bravo Fixed Platform,Oil,Apache,Fixed Platform,Producing,1975,107,353,UK,21/10,
443,Forties Charlie Fixed Platform,Oil,Apache,Fixed Platform,Producing,1975,107,353,UK,21/10,
443,Forties Delta Fixed Platform,Oil,Apache,Fixed Platform,Producing,1975,107,353,UK,21/10,
443,Forties Echo Fixed Platform,Oil,Apache,Fixed Platform,Producing,1975,107,353,UK,21/10,
443,Forties Unity Riser Platform,Oil,Apache,Fixed Platform,Producing,1975,107,353,UK,21/10,
586,FPF-1,Gas,Ithaca Energy,FPU/FPS,Under Construction,2011,85,281,UK,30/6,
313,Frade FPSO,Oil/Gas,Chevron,FPSO,Producing,2013,1128,3722,Brazil,,
287,Franklin Platform,Gas,Total,Fixed Platform,Producing,2013,93,307,UK,29/5b,
337,Front Puffin FPSO,Oil,Sinopec,FPSO,Producing,2007,110,363,Australia,AC/P22,
120,Front Runner SPAR,Oil/Gas,Murphy,SPAR,Producing,2004,1006,3320,US,Green Canyon 338,Y
410,Fulla Subsea,Gas,Statoil,Subsea Tieback,Prospect,2009,111,366,Norway,PL 362/035B,
908,Fulmar A Platform,Oil,Talisman,Fixed Platform,Producing,1982,81,267,UK,"30/16, P256",
1029,Fyne Production Facility,Oil,Premier Oil,FPSO,Prospect,2011,283,934,UK,P077,
1461,Gajah Baru Central Processing Platform,Gas,Premier Oil,Fixed Platform,Producing,2011,,,Indonesia,Block A,
403,Gajah Baru Wellhead Platform,Gas,Premier Oil,Fixed Platform,Producing,2011,,,Indonesia,Block A,
500,Galata Platform,Oil,Melrose Resources,Fixed Platform,Producing,2004,,,Bulgaria,Block Galata Exploration Concession,
362,Galoc Subsea,Oil,Galoc,Subsea Tieback,Producing,2012,400,1320,Philippines,"SC-14, Block C",
361,Gamma Subsea,Gas,Statoil,Subsea Tieback,Prospect,2008,226,746,Norway,PL 312,
464,Gas Processing Platform,Gas,BHP Billiton,Fixed Platform,Producing,2011,30,99,Trin. & Tobago,Block 2(c),
169,GB 236 Platform,Gas,Chevron,Fixed Platform,Producing,1993,209,690,US,Garden Banks 236,Y
672,Gehem FPU,Gas,Chevron,FPU/FPS,Prospect,2008,1829,6036,Indonesia,Rapak Concession,
672,Gendalo FPU,Gas,Chevron,FPU/FPS,Prospect,2009,1829,6036,Indonesia,Ganal concession,
159,Genesis SPAR Platform,Oil/Gas,Chevron,SPAR,Producing,1999,790,2607,US,Green Canyon 205,Y
1304,Geographe Subsea Tieback,Gas,Origin Energy,Subsea Tieback,Producing,2007,85,281,Australia,VIC/L23,
306,Gimboa FPSO,Oil/Gas,Sonangol (NOC),FPSO,Producing,2008,700,2310,Angola,Block 4/05,
821,Gina Krog FSO,Oil/Gas,Statoil,FSO/FSU,Under Construction,2013,120,396,Norway,"PL029C, PL029B, 15/5, 15/6, PL048, PL048",
821,Gina Krog Platform,Oil,Statoil,Fixed Platform,Under Construction,2013,119,393,Norway,,
325,Girassol FPSO,Oil,Total,FPSO,Producing,2001,1350,4455,Angola,Block 17,
286,Gjoa FPU,Oil/Gas,GDF Suez,FPU/FPS,Producing,2010,360,1188,Norway,"PL153, 35/9, 36/7",
440,Glas Dowr FPSO,Oil,ENI (NOC),FPSO,Producing,2011,344,1135,Australia,JPDA 06-105,
629,Global Producer III FPSO,Oil,Maersk Oil,FPSO,Producing,2008,140,462,UK,15/20a. 15/20b,
157,Global Producer VII Truss Spar,Oil/Gas,Anadarko,SPAR,Producing,2003,945,3119,US,Garden Banks 668,Y
924,Golden Eagle PUQ,Oil/Gas,Nexen,Fixed Platform,Under Construction,2011,114,376,UK,20/1N,
924,Golden Eagle WHP,Oil/Gas,Nexen,Fixed Platform,Under Construction,2011,114,376,UK,20/1N,
309,Goldeneye FSO,Gas,Shell,FSO/FSU,Abandoned,2011,122,403,UK,"UKCS Blocks 14/29a, 20/4b, 20/3b",
400,Goliat FPSO,Oil,ENI (NOC),FPSO,Under Construction,2009,400,1320,Norway,"PL 229 & 229B - 7122/10, 7122/7, 7122/8",
161,Gomez Hub (ATP Innovator),Oil/Gas,ATP,FPU/FPS,Abandoned,2013,914,3016,US,Mississippi Canyon 711,Y
1431,Gorm Platforms,Oil/Gas,Maersk Oil,Fixed Platform,Producing,1981,39,129,Denmark,"5504/15, 5504/16",
1526,Grane Platform,Oil,Statoil,Fixed Platform,Producing,2003,127,419,Norway,"PL169B1, 25/11",
271,Greater Gorgon Subsea,Gas,Chevron,Subsea Tieback,Under Construction,2009,1300,4290,Australia,"WA-18-R, WA-267-P, WA-268-P, WA-25-P",
1390,Greater Plutonio FPSO,Oil/Gas,BP,FPSO,Producing,2007,1450,4785,Angola,Block 18,
1529,Gryphon Alpha FPSO,Oil,Maersk Oil,FPSO,Producing,1993,112,370,UK,PL 496; 9/18b,
374,Gudrun Platform,Oil/Gas,Statoil,Fixed Platform,Producing,2014,110,363,Norway,15/3,
505,Guendalina Platform,Gas,ENI (NOC),Fixed Platform,Producing,2011,20,66,Italy,d37 AC-FR,
505,Guendalina Subsea Tie-Back,Gas,ENI (NOC),Subsea Tieback,Producing,2011,20,66,Italy,d37 AC-FR,
198,Gullfaks A Platform,Oil/Gas,Statoil,Fixed Platform,Producing,1986,138,455,Norway,PL050: 34/10,
198,Gullfaks B Platform,Oil/Gas,Statoil,Fixed Platform,Producing,1988,143,472,Norway,PL050: 34/10,
198,Gullfaks C Platform,Oil/Gas,Statoil,Fixed Platform,Producing,1989,143,472,Norway,PL050: 34/10,
1247,Gumusut - Kakap FPS,Oil,Shell,FPU/FPS,Producing - Under Const.,2012,1000,3300,Malaysia,J,
273,Gunashli CPU,Oil/Gas,AIOC,Fixed Platform,Producing,2008,175,578,Azerbaijan,,
273,Gunashli Drilling/Production Platform,Oil,AIOC,Fixed Platform,Producing,2008,175,578,Azerbaijan,,
1443,Guntong Hub,Oil/Gas,ExxonMobil,Fixed Platform,Producing,1985,64,211,Malaysia,,
1420,Gyda PDQ,Oil,Talisman,Fixed Platform,Producing,1990,66,218,Norway,2/1,
723,Haewene Brim FPSO,Oil/Gas,Shell,FPSO,Suspended,2013,85,281,UK,"P111 23/22a, 23/17a",
336,Hai Yang Shi You 117 FPSO,Oil,ConocoPhillips,FPSO,Under Construction,2005,23,76,China,11/05,
1430,Halfdan B,Oil/Gas,Maersk Oil,Fixed Platform,Prospect,1999,43,142,Denmark,5504/13,
1430,Halfdan D,Oil/Gas,Maersk Oil,Fixed Platform,Producing,2000,43,142,Denmark,5504/16,
839,Halyard/Spar Subsea Tieback,Gas,Apache,Subsea Tieback,Producing,2011,,,Australia,WA-13-L,
1685,Hanze GBS,Oil,Dana Petroleum,Fixed Platform,Producing,2001,44,145,Netherlands,F02a,
1428,Harald A,Oil/Gas,Maersk Oil,Fixed Platform,Producing,1997,64,211,Denmark,5604/22-01,
1428,Harald B Accommodation Unit,Oil/Gas,Maersk Oil,Fixed Platform,Producing,2007,,,Denmark,,
1533,Harding Platform,Oil,TAQA Bratani,Fixed Platform,Producing,1996,111,366,UK,,
347,Harmony Fixed Platform,Oil/Gas,ExxonMobil,Fixed Platform,Producing,1993,365,1205,US,Lease OCS-P 0190,Y
731,Harriet Bravo Platform,Oil/Gas,Apache,Fixed Platform,Producing,2005,24,79,Australia,TL/1,
1458,Hasdrubal Platform,Gas,BG,Fixed Platform,Producing,2009,60,198,Tunisia,Amilcar block,
1738,Heather A Platform,Oil/Gas,EnQuest PLC,Fixed Platform,Producing,1978,144,475,UK,P242,
486,Hebron GBS,Oil/Gas,ExxonMobil,Fixed Platform,Under Construction,2012,92,304,Canada,,
427,Heidelberg Spar,Oil/Gas,Anadarko,SPAR,Under Construction,2012,1608,5306,US,"Green Canyon 859, 860, 903, 904, 948",Y
437,Heidrun FSU,Oil/Gas,Statoil,FSO/FSU,Under Construction,2012,351,1158,Norway,"PL095 ,6507/7; PL124, 6507/8",
437,Heidrun TLP,Oil/Gas,Statoil,TLP,Producing,1995,351,1158,Norway,"6507/7, 6507/8",
1698,Heimdal Gas Center,Gas,Statoil,Fixed Platform,Producing,1985,122,403,Norway,25/4-1,
1101,Hejre Platform,Oil/Gas,DONG (NOC),Fixed Platform,Under Construction,2012,70,231,Denmark,PL 5/98,
607,Helix Producer I,Oil/Gas,Helix Solutions Group,FPU/FPS,Producing,2010,2679,8841,US,Green Canyon 237,Y
347,Heritage Fixed Platform,Oil/Gas,ExxonMobil,Fixed Platform,Producing,1993,328,1082,US,Lease OCS-P 0182,Y
277,Hibernia,Oil/Gas,ExxonMobil,Fixed Platform,Producing,1997,80,264,Canada,,
1515,High Island A Platform,Gas,W&T Offshore,Fixed Platform,Producing,2006,11,36,US,"High Island 21, 22",Y
1515,High Island B Platform,Gas,W&T Offshore,Fixed Platform,Prospect,2006,11,36,US,"High Island 21, 22",Y
307,Holstein Spar Platform,Oil/Gas,Plains Exploration,SPAR,Producing,2004,1324,4369,US,Green Canyon 645,Y
347,Hondo Fixed Platform,Oil/Gas,ExxonMobil,Fixed Platform,Producing,1981,259,855,US,Lease OCS-P 0188,Y
315,Hoover Deep Draft Caisson Vessel platform (DDCV),Oil/Gas,ExxonMobil,DDCV,Producing,2000,1420,4686,US,Alaminos Canyon Blocks 25 and 26,Y
146,Horn Mountain SPAR Platform,Oil/Gas,Plains Exploration,SPAR,Producing,2002,1653,5455,US,Mississippi Canyon 127,Y
549,Huldra Wellhead Platform,Gas,Statoil,Fixed Platform,Producing,2001,125,413,Norway,"PL051, 30/2",
378,Hummingbird Spirit FPSO,Oil,Centrica,FPSO,Producing,2008,120,396,UK,"P354, 22/2a",
376,Iago Platform,Gas,Chevron,Fixed Platform,Prospect,2009,200,660,Australia,"WA-17-R, WA-16-R",
384,Ichthys CPF,Gas,Inpex,FLNG,Under Construction,2012,280,924,Australia,WA-285-P,
384,Ichthys FPSO,Gas,Inpex,FPSO,Under Construction,2013,280,924,Australia,WA-285-P,
1039,Ikdam FPSO,Oil,Lundin,FPSO,Under Construction,2013,76,251,Malaysia,PM307,
434,Inde AC Platform,Gas,Perenco,Fixed Platform,Producing,1971,23,76,UK,Block 49/23,
121,Independence Hub Semisub,Gas,Anadarko,Semisub,Producing,2007,2700,8910,US,Mississippi Canyon 920,Y
1586,ISND Central Production Station,Oil,Occidental,Fixed Platform,Producing,1964,40,132,Qatar,,
1586,ISND Complex,Oil,Occidental,Fixed Platform,Producing,1964,40,132,Qatar,,
1252,Ivar Aasen (Draupne) Platform,Oil/Gas,Det norske oljeselskap,Fixed Platform,Prospect,2012,111,366,Norway,"PL 001B, 16/1",
1379,Iwafune-Oki Platform,Oil/Gas,Japex,Fixed Platform,Producing,1990,36,119,Japan,Niigata,
541,J10D Drilling Platform,Oil,Gupco (NOC),Fixed Platform,Producing,1975,,,Egypt,Gulf of Suez Concession,
541,J10G Gas Lift Platform,Gas,Gupco (NOC),Fixed Platform,Producing,1978,,,Egypt,Gulf of Suez Concession,
541,J10P Processing Platform,Oil,Gupco (NOC),Fixed Platform,Producing,1975,,,Egypt,Gulf of Suez Concession,
541,J22 Water Injection Platform,Oil,Gupco (NOC),Fixed Platform,Producing,1978,,,Egypt,Gulf of Suez Concession,
541,J4 Wellhead Platform,Oil,Gupco (NOC),Fixed Platform,Producing,1975,,,Egypt,Gulf of Suez Concession,
541,J6 Wellhead Platform,Oil,Gupco (NOC),Fixed Platform,Producing,1975,,,Egypt,,
541,J8 Wellhead Platform,Oil,Gupco (NOC),Fixed Platform,Producing,1975,,,Egypt,Gulf of Suez Concession,
340,Jack/St. Malo FPU,Oil/Gas,Chevron,FPU/FPS,Under Construction,2009,2134,7042,US,Walker Ridge 758,Y
323,Jacky Platform,Oil,Ithaca Energy,Fixed Platform,Producing,2009,40,132,UK,P1392: 12/21c,
748,Jangkrik Barge FPU,Gas,ENI (NOC),FPU/FPS,Under Construction,2014,120,396,Indonesia,Muara Bakau PSC,
316,Janice A Platform,Oil/Gas,Maersk Oil,FPU/FPS,Producing,1999,90,297,UK,UK Block 30/17a,
1604,Jasmine Platform Complex,Oil,Mubadala Petroleum,Fixed Platform,Producing,2005,60,198,Thailand,B5/27,
1604,Jasmine Venture MV7 FPSO,Oil,Mubadala Petroleum,FPSO,Producing,2005,60,198,Thailand,B5/27,
675,Jasmine WHP,Gas,ConocoPhillips,Fixed Platform,Producing,2013,80,264,UK,"30/6, 30/7a, P011, P032",
1374,Jawhara 5 MOPU,Oil,Topic SA,MOPU,Prospect,2013,76,251,Tunisia,Halk el Menzel Concession,
1802,John Brookes Subsea,Gas,Apache,Subsea Tieback,Producing,2011,65,215,Australia,WA-29-L,
1424,Jotun A FPSO,Oil,ExxonMobil,FPSO,Producing,1999,126,416,Norway,"25/7, 25/8",
1424,Jotun B,Oil/Gas,ExxonMobil,Fixed Platform,Producing,1999,126,416,Norway,"25/7, 25/8",
675,Judy,Oil/Gas,ConocoPhillips,Fixed Platform,Producing,1997,80,264,UK,,
764,Juscelino Kubitschek Petrobras-34,Oil,Petrobras (NOC),FPSO,Producing,2006,1300,4290,Brazil,BC-60,
130,K2 Subsea,Oil/Gas,ENI (NOC),Subsea Tieback,Producing,2005,1189,3924,US,Green Canyon 562,Y
500,Kaliakra Subsea,Gas,Melrose Resources,Subsea Tieback,Producing,2010,,,Bulgaria,Galata Block Exploration Concession,
498,Kambuna Production Platform,Gas,Salamander Energy,Fixed Platform,Producing,2009,40,132,Indonesia,Kambuna TAC,
1730,Kamelia-A WHP,Gas,Hess Corp.,Fixed Platform,Producing,2013,,,Malaysia,PM302,
1382,Kanowit FLNG,Gas,Petronas (NOC),FLNG,Under Construction,2010,80,264,Malaysia,SK306,
1854,Kaombo FPSO 1,Oil,Total,FPSO,Prospect,2014,1600,5280,Angola,Block 32,
1854,Kaombo FPSO 2,Oil,Total,FPSO,Prospect,2014,1600,5280,Angola,Block 32,
1361,Kappa Platform,Gas,Energean Oil & Gas SA,Fixed Platform,Producing,1981,51,168,Greece,,
418,Kashagan Drilling Island A,Oil,ENI (NOC),Artificial Island,Producing,2013,3,10,Kazakhstan,"Block A, D",
418,Kashagan Drilling Island B,Oil,ENI (NOC),Artificial Island,Under Construction,2007,3,10,Kazakhstan,"Block A, D",
418,Kashagan Drilling Island C,Oil,ENI (NOC),Artificial Island,Under Construction,2007,3,10,Kazakhstan,"Block A, D",
418,Kashagan Drilling Island D,Oil,ENI (NOC),Artificial Island,Under Construction,2007,3,10,Kazakhstan,"Block A, D",
1545,Katy Satellite Platform,Gas,ConocoPhillips,Fixed Platform,Producing,2013,26,86,UK,44/19b,
500,Kavarna Subsea,Gas,Melrose Resources,Subsea Tieback,Producing,2010,,,Bulgaria,Kavarna Permit,
1619,KBM FPSO,Oil,Coastal Energy,FPSO,Producing,2014,60,198,Malaysia,KBM RSC,
1619,KBM MOPU,Oil,Coastal Energy,MOPU,Producing,2014,60,198,Malaysia,KBM RSC,
1881,Ketch Platform,Gas,Faroe Petroleum,Fixed Platform,Producing,1999,50,165,UK,P453: 44/28,
1730,Kezumba WHP,Gas,Hess Corp.,Fixed Platform,Prospect,2013,,,Malaysia,"PM302, PM325, PM326B",
444,KG-8 Wellhead Plaform,Gas,Gujarat State Petroleum,Fixed Platform,Under Construction,2009,109,360,India,KG-33,
1816,Kikeh FPSO,Oil,Murphy,FPSO,Producing,2007,1341,4425,Malaysia,K,
283,Kikeh Spar,Oil,Murphy,SPAR,Producing,2007,1341,4425,Malaysia,Block K,
1377,Kinsale Alpha,Gas,Kinsale Energy,Fixed Platform,Producing,1978,100,330,Ireland,49/16,
1377,Kinsale Bravo,Gas,Kinsale Energy,Fixed Platform,Producing,1978,100,330,Ireland,48/20,
320,Kipper Subsea,Gas,ExxonMobil,Subsea Tieback,Under Construction,2007,95,314,Australia,VIC/L25,
1785,Kirinskoye Subsea,Gas,Gazprom (NOC),Subsea Tieback,Producing,2013,90,297,Russian Federation,Kirinsky Block,
639,Kizomba A FPSO,Oil,Esso,FPSO,Producing,2004,1203,3970,Angola,Block 15,
639,Kizomba B FPSO,Oil,Esso,FPSO,Producing,2005,1036,3419,Angola,Block 15,
639,Kizomba C FPSO,Oil,Esso,FPSO,Producing,2008,732,2416,Angola,Block 15,
540,KMZ Platforms,Oil,Pemex (NOC),Fixed Platform,Producing - Under Const.,2002,100,330,Mexico,,
301,Knarr (Jordbaer) FPSO,Oil,BG,FPSO,Prospect,2010,400,1320,Norway,"PL373S, 34/2, 34/3, 34/5, 34/6",
406,Knock Allan FPSO,Oil/Gas,CNR International,FPSO,Producing,2009,50,165,Gabon,Olowi Block,
412,Kraken FPSO,Oil,EnQuest PLC,FPSO,Under Construction,2014,120,396,UK,"P1027: 9/2b, 9/2c",
202,Kristin Semisub,Oil/Gas,Statoil,Semisub,Producing,2005,370,1221,Norway,"6406/2, 6506/11",
451,Kungulo Water Injection Platform,Oil/Gas,Chevron,Fixed Platform,Producing,2000,40,132,Angola,"Area A, Block 0",
448,Kupe Platform,Gas,Origin Energy,Fixed Platform,Producing,2009,35,116,New Zealand,PML 38146,
1425,Kvitebjorn Platform,Gas,Statoil,Fixed Platform,Producing,2004,190,627,Norway,34/11,
382,Kwame Nkrumah MV21 FPSO,Oil/Gas,Tullow,FPSO,Producing,2010,1100,3630,Ghana,"Deepwater Tano, West Cape Three Points",
392,L11b-A Platform,Oil/Gas,Cirrus Energy,Fixed Platform,Producing,2009,27,89,Netherlands,Block L8/11,
1848,L5 Sierra Platform,Gas,GDF Suez,Fixed Platform,Under Construction,2011,40,132,Netherlands,L5a,
1849,L5-FA-1,Gas,GDF Suez,Fixed Platform,Producing,1992,40,132,Netherlands,L5,
653,Laggan-Tormore Subsea Tie-back,Gas,Total,Subsea Tieback,Under Construction,2010,600,1980,UK,"206/1, 205/5",
663,Lapa FPSO,Oil/Gas,Petrobras (NOC),FPSO,Prospect,2013,2000,6600,Brazil,BM-S-9,
1800,Lawit Complex,Gas,ExxonMobil,Fixed Platform,Producing,1997,50,165,Malaysia,PM303,
383,Lewek Emas FPSO,Oil/Gas,Premier Oil,FPSO,Producing,2011,,,Viet nam,Block 12E,
518,Liberty Drilling Rig,Oil,BP,Artificial Island,Suspended,2012,,,US,Endicott Satellite Drilling Island (SDI),Y
1193,Lishui Platform,Gas,CNOOC (NOC),Fixed Platform,Under Construction,2012,75,248,China,25/34,
1801,Litchendjili Platform,Oil/Gas,ENI (NOC),Fixed Platform,Under Construction,2012,30,99,Congo,Marine XII,
1250,Liverpool Bay FSO,Oil,BHP Billiton,FSO/FSU,Producing,2003,33,109,UK,110/13,
402,Liwan Central Platform,Gas,Husky,Fixed Platform,Producing,2014,200,660,China,29/26,
912,Lomond,Gas,BG,Fixed Platform,Producing,1993,86,284,UK,23/21,
454,Longtom Subsea Tieback,Gas,Nexus,Subsea Tieback,Producing,2009,56,185,Australia,VIC/L29,
475,LSP-1,Oil/Gas,Lukoil,Fixed Platform,Producing,2010,13,43,Russian Federation,Lagansky,
475,LSP-2,Oil/Gas,Lukoil,Fixed Platform,Producing,2010,13,43,Russian Federation,Lagansky,
572,Lucius Spar,Oil/Gas,Anadarko,SPAR,Under Construction,2011,2172,7168,US,"Keathley Canyon 874, 875, 918 and 919",Y
573,Luno Platform,Oil/Gas,Lundin,Fixed Platform,Under Construction,2012,108,356,Norway,"16/1, PL 338",
293,Lunskoye-A,Gas,Sakhalin Energy Invest. Co.,Fixed Platform,Producing,2008,48,158,Russian Federation,,
331,M/T Tove Knutsen,Oil,Nido Petroleum,FSO/FSU,Producing,2010,101,333,Philippines,Service Contract 54 (SC54),
391,M7-A Platform,Gas,Cirrus Energy,Fixed Platform,Under Construction,2009,,,Netherlands,Block M7,
1305,Macedon,Gas,BHP Billiton,Subsea Tieback,Producing,2013,180,594,Australia,,
148,Mad Dog Spar,Oil/Gas,BP,SPAR,Producing,2005,1311,4326,US,Green Canyon 782,Y
1259,Madura FPSO,Gas,Husky,FPSO,Prospect,2012,55,182,Indonesia,Madura Strait PSC,
330,Maersk Curlew FPSO,Oil/Gas,Shell,FPSO,Producing,1997,92,304,UK,UK Block 29/7,
451,Mafumeira Norte,Oil/Gas,Chevron,Fixed Platform,Prospect,2009,49,162,Angola,"Area A, Block 0",
451,Mafumeira Norte Platform,Oil/Gas,Chevron,Fixed Platform,Producing,2009,49,162,Angola,"Area A, Block 0",
151,Magnolia TLP,Oil/Gas,ConocoPhillips,TLP,Producing,2004,1433,4729,US,Garden Banks 783,Y
578,Mahogany B Platform,Gas,BP,Fixed Platform,Producing,1998,87,287,Trin. & Tobago,EM,
1514,Main Pass 108 Platform,Oil/Gas,W&T Offshore,Fixed Platform,Producing,2004,25,83,US,"Main Pass 107, 108, 109",Y
1516,Main Pass 98 Platform,Oil/Gas,W&T Offshore,Fixed Platform,Producing,2001,28,92,US,"Main Pass 98, 180",Y
1249,Malampaya Platform,Gas,Shell,Fixed Platform,Producing,2001,43,142,Philippines,SC38,
1371,Maleo MOPU,Gas,Santos,MOPU,Producing,2006,57,188,Indonesia,Madura Offshore Production Sharing Contract,
511,Malikai TLP,Oil/Gas,Shell,TLP,Under Construction,2009,565,1865,Malaysia,Block G,
1254,Manati Platform,Gas,Petrobras (NOC),Fixed Platform,Producing,2008,46,152,Brazil,BC-AM-40,
1055,Manora FSO,Oil,Mubadala Petroleum,FSO/FSU,Under Construction,2011,50,165,Thailand,G1/48,
1055,Manora Platform,Oil,Mubadala Petroleum,Fixed Platform,Under Construction,2011,50,165,Thailand,G1/48,
130,Marco Polo TLP,Oil/Gas,Anadarko,TLP,Producing,2004,1311,4326,US,Green Canyon 608,Y
1329,Mari-B Platform,Gas,Noble Energy,Fixed Platform,Producing,2004,235,776,Israel,,
1110,Mariner FSU,Oil,Statoil,FSO/FSU,Under Construction,2012,110,363,UK,P335,
1110,Mariner PDQ,Oil,Statoil,Fixed Platform,Under Construction,2012,,,UK,P335,
371,Marlim Sul (South) FPSO,Oil/Gas,Petrobras (NOC),FPSO,Producing,1997,1430,4719,Brazil,,
320,Marlin A,Oil/Gas,ExxonMobil,Fixed Platform,Producing,2013,59,195,Australia,VIC/L03,
320,Marlin B,Oil/Gas,ExxonMobil,Fixed Platform,Producing,2013,60,198,Australia,VIC/L03,
147,Marlin TLP,Oil/Gas,Plains Exploration,TLP,Producing,1999,986,3254,US,Viosca Knoll 915,Y
141,Mars B Olympus TLP,Oil/Gas,Shell,TLP,Producing,2014,914,3016,US,,Y
758,Mars TLP,Oil/Gas,Shell,TLP,Producing,1996,896,2957,US,Mississippi Canyon 807,Y
461,Martin Linge (Hild) Platform,Oil/Gas,Total,Fixed Platform,Under Construction,2012,120,396,Norway,PL043: 30/7,
171,Matterhorn TLP,Oil/Gas,W&T Offshore,TLP,Producing,2003,869,2868,US,Mississippi Canyon Block 243,Y
1289,Maui A,Gas,Shell Todd,Fixed Platform,Producing,1979,110,363,New Zealand,,
1289,Maui B,Gas,Shell Todd,Fixed Platform,Producing,1992,110,363,New Zealand,,
158,Medusa Spar Facility,Oil/Gas,Murphy,SPAR,Producing,2003,762,2515,US,Mississippi Canyon Block 582,Y
