FIELD_ID,FIELD_NAME,COUNTRY,BLOCK,RESERVE_TYPE,CURRENT_STATUS,DISCOVERY_DATE,PRODUCTION_START,WATER_DEPTH_M,WATER_DEPTH_FT,US_GOM_FLAG
1545,Boulton,UK,44/21-2,Oil/Gas,Producing,Nov 1984,Mar 2004,41,135,
1019,Bounty,Trin. & Tobago,Block 5(c),Oil,Discovery (Drilled),Aug 2008,,500,1650,
441,Bowmore,UK,"15/24a, 15/23c, 15/28a, 15/29e",Oil/Gas,Discovery (Appraised),Jun 1990,,150,495,
212,Boyla (Marihone),Norway,PL340,Oil/Gas,Under Development,Oct 2009,,120,396,
1001,Boyne,Ireland,"FEL 01/06, 27/4, 27/5, 27/9",n/a,Bright Spot,,,300,990,
1830,Bozhong (BZ) 19-4,China,BZ 19-4,Oil,Producing,,Aug 2010,21,69,
479,Brage,Norway,"30/6, 31/4, 31/7",Oil/Gas,Producing,May 1980,Sep 1993,140,462,
616,Brand,Norway,"35/9, PL 419",n/a,Non-Commercial,,,365,1205,
1771,Brasse,Norway,"PL740: 30/9, 30/7",n/a,Bright Spot,,,,,
1647,Brattholmen,Norway,"PL541, 4/4",n/a,Non-Commercial,,,62,205,
859,Bravo,Indonesia,Pasangkayu PSC,n/a,Non-Commercial,,,975,3218,
520,Breagh,UK,"P1230, 42/21a, 42/13a",Gas,Producing,Aug 1997,Dec 2013,59,195,
1300,Breakwater,Australia,WA-454-P,n/a,Bright Spot,,,300,990,
438,Bream,Norway,"PL407, 17/12",Oil,Discovery (Appraised),Jun 1972,,115,380,
943,Brecknock,Australia,"WA-R-2, WA-TR/5, WA-28-R, WA-29-R, WA-30-R",Gas,Under Development,Jan 1979,,750,2475,
811,Brederode,Australia,WA-364-P,Gas,Discovery (Drilled),Aug 2010,,1387,4577,
678,Breiflabb,Norway,"31/8, PL 416",n/a,Non-Commercial,,,,,
1579,Bressay,UK,"P920; 3/27b, 3/28a, 3/28b, 9/2a, 9/3a",Oil,Discovery (Drilled),Jan 1979,,102,337,
939,Brigadeiro,Brazil,ES-M-525,Oil/Gas,Discovery (Drilled),Jun 2011,,1900,6270,
322,Brigantine,UK,block 49/19,Oil/Gas,Producing,,Jan 2001,29,96,
1005,Brisbane,US,Atwater Valley 187,Oil/Gas,Bright Spot,,,1224,4039,Y
1605,Britannia,UK,"15/29a, 15/30, 16/26. 16/27a",Oil/Gas,Producing,,Jun 1998,148,488,
966,Broder Tuck,Denmark,12/06,Gas,Discovery (Appraised),May 2011,,,,
1665,Brodgar,UK,21/3a,Gas,Producing,Dec 1985,Jul 2013,136,449,
1738,Broom,UK,P242/P902,Oil,Producing - Under Dev.,,,144,475,
1452,Bruce,UK,"P209, 9/8a, 9/9b",Gas,Producing,Jun 1974,May 1993,121,399,
1201,Brugdan,Faroe Islands,License 006,n/a,Exploratory Drilling,,,450,1485,
1870,Brulpadda,South Africa,11B/12B,n/a,Bright Spot,,,1000,3300,
376,Brunello,Australia,WA-356-P,Gas,Discovery (Drilled),Sep 2007,,187,617,
140,Brutus,US,"Green Canyon 158, 202",Oil/Gas,Producing,Mar 1989,Aug 2001,910,3003,Y
825,Brynhild,Norway,15/3,Oil/Gas,Discovery (Drilled),May 2010,,108,356,
723,Brynhild (Nemo),UK,"PL148, 7/7, 7/4",Oil,Under Development,Apr 1992,,82,271,
332,Bua Ban,Thailand,Block G5/43,Oil/Gas,Producing - Under Dev.,Jan 2005,,30,99,
363,Bualuang,Thailand,B8/38,Oil,Producing - Under Dev.,Jan 1992,,60,198,
467,Buckskin,US,Keathley Canyon 872,Oil,Discovery (Appraised),Dec 2008,,2127,7019,Y
175,Bud,US,"Main Pass 251, 252",Gas,Producing,Dec 1985,Sep 1990,84,277,Y
1879,Bue,Norway,PL586: 6406/12,n/a,Bright Spot,,,324,1069,
724,Bugle,UK,"15/23c, 15/23d, P1465, P815",Oil,Discovery (Appraised),Mar 1997,,150,495,
380,Bukha,Oman,Block 8,Gas,Producing,,Jan 2008,90,297,
1736,Bukit Tua,Indonesia,Ketapang PSC,Oil/Gas,Under Development,Jan 2001,,57,188,
1736,Bukit Tua South,Indonesia,Ketapang PSC,Oil,Appraisal Drilling,Jan 2012,,60,198,
136,Bullwinkle,US,Green Canyon 65,Oil/Gas,Producing,Oct 1983,Jul 1989,412,1360,Y
697,Burger,US,"6714, 6764, and 6912",n/a,Drilled (Status Unknown),,,,,Y
778,Burghley,UK,16/22,Oil,Producing,,Oct 2010,143,472,
890,Burgman,UK,28/9,Oil,Discovery (Drilled),Apr 2011,,,,
1281,Burren,Ireland,FEL 2/04,n/a,Discovery (Drilled),Jan 1978,,,,
532,"Burtocal, NS394",Egypt,North Shadwan,Oil,Discovery (Appraised),Sep 2007,,,,
414,Bushwood (Geauxpher),US,"Garden Banks 462, 463",Gas,Producing,Aug 2008,May 2009,823,2716,Y
1352,Butanding,Philippines,SC 58,n/a,Bright Spot,,,,,
962,Butch,Norway,"7/9, 7/12, 8/7, 8/8, 8/10, 8/11, PL405",Oil,Appraisal Drilling,Oct 2011,,70,231,
962,Butch East,Norway,PL405: 8/10,n/a,Exploratory Drilling,,,70,231,
962,Butch South West,Norway,PL405B: 7/12,n/a,Bright Spot,,,70,231,
237,Buzzard,UK,"19/10, 20/6, 19/5a, 20/1s",Oil/Gas,Producing,May 2001,Jan 2007,100,330,
1803,Byrkje,Norway,PL607: 7218/8,n/a,Non-Commercial,,,385,1271,
1130,C,China,Block 09/05,Oil,Producing - Under Dev.,,,,,
1302,Ca Duc (Silver Sillago),Viet nam,Block 07/03,n/a,Non-Commercial,,,132,436,
1273,Ca Lang,Viet nam,Block 120,n/a,Bright Spot,,,1100,3630,
1597,Ca Ngu,Viet nam,Block 120,n/a,Non-Commercial,,,270,891,
369,Ca Ngu Vang (CNV),Viet nam,9-2,Oil/Gas,Producing - Under Dev.,Sep 2002,,60,198,
409,"Ca Rong Do (Red Emperor), CRD",Viet nam,Block 07/03,Oil/Gas,Appraisal Drilling,Jun 2009,,337,1112,
1303,Ca Voi (Whale),Viet nam,Block 121,n/a,Exploratory Drilling,,,270,891,
1843,Cabaca North,Angola,15/06,Oil,Discovery (Drilled),Oct 2009,,500,1650,
1843,Cabaca South East,Angola,15/06,Oil,Discovery (Appraised),Jul 2010,,470,1551,
628,Cadlao,Philippines,SC 6,Oil,Under Development,,Jan 1980,20,66,
150,Caesar,US,Green Canyon 683,Oil/Gas,Producing - Under Dev.,Aug 2006,,1372,4528,Y
1557,Cairngorm,UK,"P1892, 16/3d; P1214, 16/2b",Oil,Appraisal Drilling,Jan 1990,,120,396,
1545,Caister,UK,"44/23-1, 44/23-4",Oil/Gas,Producing,Feb 1985,Oct 1993,41,135,
1246,Cakerawala,Thailand,A-18,Gas,Producing,,Jan 2002,60,198,
1298,Caldita,Australia,NT/P61,Gas,Discovery (Drilled),Feb 2007,,,,
1665,Callanish,UK,15/29b,Oil,Producing,Dec 1999,Jun 2008,150,495,
943,Calliance,Australia,"WA-R-2, WA-TR/5, WA-28-R, WA-29-R, WA-30-R",Gas,Under Development,Jan 2000,,750,2475,
121,Callisto,US,Mississippi Canyon 876,Gas,Discovery (Drilled),Apr 2001,,2406,7940,Y
1282,Cama,Ireland,FEL 4/08,n/a,Bright Spot,,,,,
990,Camarao,Mozambique,Offshore Area 1,Gas,Discovery (Drilled),Oct 2011,,1442,4759,
1867,Camarao Norte,Brazil,BCAM-40,Oil/Gas,Discovery (Drilled),Nov 2001,,47,155,
352,Camarupim,Brazil,BM-ES-5,Oil/Gas,Producing,Jul 2006,Jun 2009,760,2508,
1827,Cambo,UK,P1028: 204/10,Oil,Appraisal Drilling,Jul 2004,,1082,3571,
115,Camden Hills,US,Mississippi Canyon 348,Gas,Producing - Under Dev.,Aug 1999,Sep 2002,2404,7933,Y
944,Cameia,Angola,Block 21,Oil,Discovery (Appraised),Feb 2012,,1700,5610,
914,Cameron,UK,Block 44/19b,Gas,Discovery (Drilled),Aug 2011,,27,89,
1233,Canario,Brazil,BM-S-63,n/a,Bright Spot,,,,,
1854,Canela,Angola,Block 32,Oil,Discovery (Drilled),Apr 2004,,1540,5082,
922,Canna,Angola,17/06,Oil,Discovery (Drilled),May 2011,,445,1469,
549,Canon,Norway,PL 052,Gas,Discovery (Appraised),Jan 2000,,122,403,
464,Canteen,Trin. & Tobago,Block 2(c),Oil/Gas,Producing - Under Dev.,Oct 2001,Dec 2004,50,165,
1742,Cap Juby,Morocco,Juby Maritime III,Oil,Appraisal Drilling,Jan 1969,,100,330,
645,Capella,US,"Keathley Canyon 414, 415",Oil/Gas,Bright Spot,,,1715,5660,Y
1294,Caporolo,Angola,Block 16,Oil,Discovery (Drilled),Sep 2012,,1500,4950,
243,Captain,UK,13/22a,Oil,Producing,May 1977,Apr 1997,106,350,
929,Carambola,Brazil,BM-C-37,Oil,Discovery (Drilled),Mar 2011,,134,442,
272,Caratinga,Brazil,,Oil/Gas,Producing,,Jan 2004,1350,4455,
1718,Caravel,New Zealand,PEP38264,Gas,Discovery (Drilled),Mar 2014,,1000,3300,
1178,Carcara,Brazil,BM-S-8,Oil,Exploratory Drilling,,,2027,6689,
139,Cardamom,US,"Garden Banks 427, 471",Oil/Gas,Under Development,Oct 2011,,872,2878,Y
1661,Cardona,US,Mississippi Canyon 29,Oil,Discovery (Drilled),Feb 2014,,647,2135,Y
1661,Cardona South,US,Mississippi Canyon 29,n/a,Discovery (Drilled),Apr 2014,,647,2135,Y
1854,Caril,Angola,Block 32,Oil,Discovery (Drilled),Jan 2007,,1673,5521,
270,Carina,Argentina,CMA-1,Gas,Producing,Jan 1983,Jan 2006,80,264,
1456,Carla,Equatorial Guinea,"Block O, Block I",Oil,Discovery (Drilled),May 2013,,580,1914,
1404,Carlsberg,Norway,"PL495, 7/4",n/a,Non-Commercial,,,82,271,
728,Carmen,Equatorial Guinea,Block O,Oil,Discovery (Appraised),Feb 2009,,46,152,
690,Carna,UK,"43/21b, 43/22c",Gas,Discovery (Drilled),Jan 2009,,54,178,
1181,Carnaby,UK,28/9,Oil,Discovery (Drilled),Jun 2012,,,,
959,Carra,UK,21/28b,n/a,Bright Spot,,,,,
1118,Casablanca,Spain,,Oil,Producing,Jan 1975,Jan 1982,134,442,
124,Cascade,US,"Walker Ridge 205, 206, 249, 250",Oil/Gas,Producing,Jan 2002,Feb 2012,2500,8250,Y
1199,Cash-Maple,Australia,AC/RL7,Gas,Under Development,,,,,
554,Casino,Australia,"VIC/P 24, VIC/L30",Gas,Producing,Sep 2002,Feb 2006,72,238,
709,Casper,Falkland Islands (Malvinas),"14/10, PL032",Oil,Discovery (Drilled),Nov 2011,,,,
964,Cat Ba,Viet nam,101-100/04,n/a,Non-Commercial,,,,,
650,Catalina,US,Green Canyon 996,Oil,Bright Spot,,,1526,5036,Y
646,Catcher,UK,"P1430, 28/9, 28/10c",Oil,Discovery (Appraised),Jun 2010,,91,300,
646,Catcher North,UK,"P1430, 28/9",Oil,Discovery (Appraised),,,87,287,
864,Caterpillar,Norway,"PL 340/340 BS, 24/9",Oil,Discovery (Drilled),Feb 2011,,120,396,
978,Causeway,UK,"211/22a, 211/23d",Oil,Producing - Under Dev.,Apr 1984,,107,353,
1402,Cayley,UK,22/17,Gas,Under Development,Mar 2008,,,,
561,Cecilie,Denmark,"5604/19, 5604/20",Oil/Gas,Producing,Dec 2000,Feb 2014,60,198,
949,Cedrela,Ghana,West Cape Three Points block,n/a,Bright Spot,,,,,
295,Ceiba,Equatorial Guinea,Blocks G and F,Oil,Producing,Oct 1999,Nov 2000,2200,7260,
952,Cempulut,Malaysia,SB303,Gas,Discovery (Drilled),Aug 2011,,75,248,
1509,Cendor,Malaysia,PM304,Oil,Producing,Jan 1975,Sep 2006,,,
1669,Cerberus,Norway,"PL104, 30/9",n/a,Non-Commercial,,,100,330,
1105,Ceres (aka Barbarossa),UK,"47/9c, P.1241",Gas,Producing,Dec 1982,Mar 2010,32,106,
1438,Chaba,Thailand,"Block B8/32, 9A",Oil,Producing,Dec 2008,Jan 2009,,,
535,Chac,Mexico,,Oil/Gas,Producing,Jan 1976,Jan 1991,35,116,
587,Chaconia,Trin. & Tobago,NCMA,Gas,Producing,,Jan 2003,158,521,
958,Chamonix,Norway,"P471, 6407/5",Gas,Discovery (Drilled),Aug 2011,,230,759,
271,Chandon,Australia,WA-268-P,Gas,Under Development,Jun 2006,,1200,3960,
1745,Chatham,Falkland Islands (Malvinas),PL 032,n/a,Bright Spot,,,,,
393,Chayvo,Russian Federation,Sakhalin Island,Oil/Gas,Producing,,Aug 2008,,,
904,Chaza,"Tanzania, United Republic of",Block 1,Gas,Discovery (Drilled),Feb 2011,,950,3135,
785,Chermingat,Malaysia,PM323,Oil,Producing,,May 2008,61,201,
891,Cherry,Egypt,North Red Sea Block 1,n/a,Non-Commercial,,,,,
378,Chestnut,UK,"P354, 22/2a",Oil,Producing,Sep 1986,Sep 2008,120,396,
1128,Cheviot,UK,"2/10b, 2/15a and 3/11b",Oil/Gas,Under Development,,,155,512,
851,Chewa,"Tanzania, United Republic of",Block 4,Gas,Discovery (Drilled),Dec 2010,,1300,4290,
121,Cheyenne,US,Lloyd Ridge 399,Gas,Producing,Jan 2005,Jun 2008,2739,9039,Y
1049,Cheyenne East,US,Lloyd Ridge 400,Gas,Discovery (Drilled),Feb 2012,,2804,9253,Y
383,Chim Sao (Blackbird),Viet nam,"Block 12E, 12W",Oil/Gas,Producing - Under Dev.,Nov 2006,,115,380,
905,Chimborazo,Brazil,BM-C-41,Oil,Discovery (Drilled),Apr 2011,,127,419,
155,Chimichanga,US,Garden Banks 128,Oil/Gas,Producing,Jul 1995,Jul 1998,192,634,Y
258,Chinguetti,Mauritania,"Block 4, PCS Area B",Oil,Producing,May 2001,Feb 2006,800,2640,
124,Chinook,US,"Walker Ridge 469, 425",Oil,Producing - Under Dev.,Jul 2003,,2690,8877,Y
755,Chissonga,Angola,Block 16,Oil,Discovery (Appraised),Jul 2009,,1230,4059,
639,Chocalho,Angola,Block 15,Oil,Producing,Jul 1999,Aug 2004,1147,3785,
1446,Cikar,Indonesia,West Papua IV,n/a,Exploratory Drilling,,,1380,4554,
1137,Cimatti,Australia,WA-28-L,Oil,Discovery (Drilled),Nov 2011,,546,1802,
1036,Cinco,Philippines,SC55,n/a,Bright Spot,,,1430,4719,
333,Cinguvu,Angola,15/06,Oil,Discovery (Drilled),Feb 2010,,,,
647,Cladhan,UK,"P1064, 210/29a, 210/30a",Oil,Under Development,Nov 2008,,498,1643,
647,Cladhan South,UK,210/29c and 210/30b,n/a,Non-Commercial,,,,,
242,Clair,UK,"206/7a, 206/9, 206/12, 206/13a",Oil/Gas,Producing - Under Dev.,Dec 1977,Jan 2005,140,462,
1028,Clapham,UK,21/24,Oil,Producing,Aug 1999,Nov 2003,85,281,
836,"Clapton, 2/8-18",Norway,PL 440S,n/a,Non-Commercial,,,,,
1700,Claymore,UK,14/19,n/a,Producing,Jun 1974,Nov 1977,111,366,
1470,Clementine,Morocco,Foum Draa,n/a,Bright Spot,,,,,
797,Cliff Head,Australia,WA-31-L,Oil,Producing,Jan 2001,May 2006,,,
791,Cliffhanger North,Norway,"PL265, 16/2",Oil,Exploratory Drilling,,,110,363,
791,Cliffhanger South,Norway,"PL265, 16/2",n/a,Non-Commercial,,,111,366,
509,Clio,Australia,WA-205-P,Gas,Discovery (Appraised),Sep 2006,,990,3267,
354,Clipper,US,"Green Canyon 299, 300",Oil/Gas,Under Development,Nov 2005,,1052,3472,Y
404,Clipper South,UK,"UKCS 48/19c, 48/19a, 48/20a",Gas,Producing,Mar 1983,Aug 2012,24,79,
639,Clochas Mavacola,Angola,Block 15,Oil,Producing,,Jul 2012,1000,3300,
1798,Cloud,UK,14/29b,n/a,Bright Spot,,,,,
552,Cluster-7,India,BH-DA,n/a,Under Development,,,85,281,
1200,Coaster,UK,28/10a,n/a,Non-Commercial,,,,,
1611,Cobalcescu South,Romania,"East Cobalcescu, Block EX-28",n/a,Non-Commercial,,,88,290,
1390,Cobalto,Angola,Block 18,Oil/Gas,Producing,,Jan 2007,1450,4785,
584,Cobra,US,Alaminos Canyon 810,Oil,Drilled (Status Unknown),,,2342,7729,Y
137,Cognac,US,"Mississippi Canyon 108, 151, 194, 195",n/a,Producing,Jul 1975,Jan 1979,312,1030,Y
930,Collier,Mozambique,Area 1,n/a,Suspended,Apr 2010,,,,
425,Colonial,US,"Keathley Canyon 383, 384",Oil,Bright Spot,,,2048,6758,Y
1393,Columba,UK,3/07,Oil,Producing,,Aug 1996,139,459,
912,Columbus,UK,23/16f,Gas,Under Development,Dec 2006,,369,1218,
679,Conan,UK,"113/26b, 113/27c",Gas,Non-Commercial,,,,,
494,Concerto,Australia,WA-44-L,Gas,Discovery (Appraised),Aug 2009,,,,
155,Conger,US,Garden Banks 215,Oil/Gas,Producing,Jan 1997,Dec 2000,483,1594,Y
339,Coniston,Australia,WA-35-L,Oil,Under Development,Jan 2000,,407,1343,
561,Connie,Denmark,5604/19,Oil,Producing,Feb 2001,Jan 2005,61,201,
150,Constitution,US,Green Canyon 680,Oil/Gas,Producing,Oct 2001,Mar 2006,1554,5128,Y
1108,Conwy,UK,110/12,Oil,Under Development,Aug 2009,,,,
1267,Cook,UK,"P185, 21/20a",Oil,Producing,Jan 1983,Apr 2000,94,310,
1176,"Cooper, 6506/11-9",Norway,"6506/11, PL 477",n/a,Discovery (Drilled),Aug 2012,,,,
386,Coral,US,DeSoto Canyon 927,Gas,Bright Spot,,,2594,8560,Y
1883,Corallina,Australia,AC/L5,Oil,Producing,Jan 1995,Nov 1999,340,1122,
557,Corcovado,Brazil,BM-S-52,Oil,Discovery (Drilled),Aug 2009,,800,2640,
1071,Corfe,UK,29/3b; P.1626,n/a,Bright Spot,,,,,
845,Cormoran,Mauritania,Block 7,Gas,Discovery (Drilled),Nov 2010,,1630,5379,
1111,Cormorant East (Contender),UK,"211/22a, P201",Oil,Producing,,Jan 2013,160,528,
683,Cornea,Australia,WA-342-P,Oil/Gas,Discovery (Appraised),Jan 1997,,,,
638,Cornelius,US,Mississippi Canyon 390,Gas,Bright Spot,,,2128,7022,Y
1207,Corona Del Mar,US,Green Canyon 949,Oil,Discovery (Drilled),Nov 2007,,1636,5399,Y
977,Coronado,US,"Walker Ridge 143, 98",Oil/Gas,Discovery (Drilled),Mar 2013,,1734,5722,Y
327,Corrib,Ireland,"18/20, 18/25",Gas,Under Development,Jan 1996,,350,1155,
447,Corvina,Peru,Block Z-1,Oil/Gas,Producing - Under Dev.,,,61,201,
721,Corvus,Norway,PL 309 - 30/5-3,Gas,Discovery (Appraised),Apr 2009,,114,376,
581,Cosmopolitan,US,"OCS-Y-01664, OCS-Y-01665",Oil,Discovery (Appraised),Jan 1967,,40,132,Y
1119,Cosmos South,Tunisia,Block A,Oil,Discovery (Drilled),Jan 1983,,120,396,
1301,Cossack,Australia,"WA-11-L, WA-9-L, WA-16-L",Oil,Producing - Under Dev.,Jan 1990,Jan 1995,80,264,
156,Cottonwood,US,Garden Banks 244,Oil/Gas,Producing,Aug 2005,Feb 2007,670,2211,Y
126,Coulomb,US,"Mississippi Canyon 657, 613",Gas,Producing,Jan 1988,Jun 2004,2362,7795,Y
649,Covellite,US,Mississippi Canyon 493,Gas,Bright Spot,,,550,1815,Y
697,Crackerjack,US,6864,n/a,Bright Spot,,,38,125,Y
863,Craigow,Australia,T/47P,n/a,Non-Commercial,,,,,
1739,Crathes,UK,P1617: 21/13a,Oil,Discovery (Drilled),Dec 2011,,94,310,
324,Cravo,Angola,17,Oil,Under Development,Oct 1999,,1357,4478,
695,Crawford,UK,9/28a - P.209,Oil,Discovery (Appraised),Dec 2007,Jan 1989,117,386,
1072,Crazy Horse,UK,P1650,n/a,Bright Spot,,,,,
479,"Crimp, 30/6-28S",Norway,PL 053,Oil,Discovery (Drilled),Apr 2012,,,,
471,Criollo,US,Green Canyon 685,Oil,Discovery (Drilled),Jul 2009,,1248,4118,Y
1863,Crombec,Kenya,"L10A, L10B",n/a,Bright Spot,,,750,2475,
1390,Cromio,Angola,Block 18,Oil/Gas,Producing,,Jan 2007,1450,4785,
1637,Cronus,Australia,AC/P52,n/a,Bright Spot,,,,,
1880,Cronx,UK,P1737: 48/22b,Gas,Discovery (Drilled),Jun 2007,,23,76,
149,Crosby,US,Mississippi Canyon 898,Oil/Gas,Producing,Dec 1999,Dec 2001,1234,4072,Y
1205,Crown,Australia,WA-274-P,n/a,Discovery (Drilled),Nov 2012,,440,1452,
494,Crux,Australia,AC/L 9,Gas,Under Development,May 2000,,170,561,
1270,Cua Lo,Viet nam,Block 105,Gas,Discovery (Drilled),Dec 2013,,76,251,
1489,Cuaba,US,"Main Pass 87, 96",n/a,Bright Spot,,,17,56,Y
893,Culzean,UK,22/25,Gas,Discovery (Appraised),Jan 2008,,,,
1559,Cupids,Canada,EL 1123,n/a,Bright Spot,,,1000,3300,
330,Curlew,UK,UK Block 29/07,Oil/Gas,Producing,Dec 1989,Nov 1997,92,304,
479,Curran,Norway,30/8,Oil,Discovery (Drilled),Jan 2009,,,,
931,"Cyclops, 35/3-7 S",Norway,PL 270 - Block 35/3,Gas,Discovery (Drilled),Aug 2009,,257,848,
514,Cygnus,UK,"44/11a, 44/12a",Gas,Under Development,Oct 1988,,23,76,
1450,Cygnus (Italy),Italy,F.R39.P,n/a,Bright Spot,,,750,2475,
1079,Cyrano,Australia,R3 Retention Lease,Oil,Discovery (Drilled),Feb 2003,,16,53,
786,Cyrus,UK,16/28,Gas,Producing,Oct 1979,Apr 1990,104,343,
1130,D,China,Block 09/05,Oil,Under Development,,,,,
1525,D-55,India,KG-D6,Gas,Discovery (Drilled),May 2013,,1024,3379,
1689,D18,Malaysia,,Oil,Producing,Jan 1981,Jan 1986,31,102,
523,D9,India,D9,n/a,Drilled (Status Unknown),,,2754,9088,
1354,Dabakan,Philippines,Service Contract 56,Gas,Discovery (Drilled),Dec 2009,,1829,6036,
657,Daggerboard,US,West Cameron 245,Gas,Bright Spot,,,24,79,Y
1431,Dagmar,Denmark,5504/15,n/a,Producing,Jul 1983,Jan 1991,34,112,
712,Dahoma,Ghana,West Cape Three Points,n/a,Non-Commercial,,,4390,14487,
446,Dai Hung (Big Bear),Viet nam,Block 05.1A,Oil,Producing,,Oct 1994,110,363,
1546,Dai Nguyet,Viet nam,"05-1b, 05-1c",Gas,Discovery (Drilled),Jun 2013,,118,389,
248,Dalia,Angola,17,Oil,Producing,Sep 1997,Dec 2006,1500,4950,
916,Dalia South,Australia,WA-348-P,Gas,Non-Commercial,,,1280,4224,
734,Dalit,Israel,Michal,Gas,Discovery (Drilled),Mar 2009,,1372,4528,
702,Dalkey Island,Ireland,SEL 2/11,Oil,Discovery (Drilled),Nov 2010,,25,83,
563,Dalmatian North,US,"DeSoto Canyon 4, 47, 48, 91",Gas,Producing,Oct 2008,Apr 2014,1793,5917,Y
563,Dalmatian South,US,Desoto Canyon 134,Gas,Producing,,Apr 2014,1928,6362,Y
824,"Dalsnuten, 6603/5-1 S",Norway,"6603/5, 6603/6, 6603/7, 6603/8, PL 392",n/a,Non-Commercial,,,1500,4950,
1465,Dalton,UK,"P706, 110/02",Gas,Producing,May 1990,Aug 1999,37,122,
1799,Damar,Malaysia,PM303,n/a,Producing,Jan 1979,Feb 2014,55,182,
815,Dambus,Indonesia,Kutai PSC,n/a,Non-Commercial,,,85,281,
1838,Dampier,Australia,WA-457-P,n/a,Bright Spot,,,,,
1341,Dan,Denmark,5505/17,Oil/Gas,Producing,Jan 1971,Jul 1972,40,132,
120,Daniel Boone,US,Green Canyon 646,Oil/Gas,Producing,Jan 2004,Oct 2009,1311,4326,Y
1654,Dantzler,US,"Mississippi Canyon 738, 782",Oil,Discovery (Drilled),Dec 2013,,2004,6613,Y
1381,Dara,Malaysia,North Sokang PSC,Gas,Discovery (Drilled),Dec 2012,,110,363,
1357,Darwin (former NW Hutton),UK,"211/27a, 211/27e",Oil/Gas,Discovery (Drilled),Feb 2013,,146,482,
1418,Darwin (Norway),Norway,"PL531, 7218/11",n/a,Non-Commercial,,,325,1073,
1058,Darwin East,Falkland Islands (Malvinas),PL 018,Gas,Discovery (Drilled),May 2012,,,,
1058,Darwin West,Falkland Islands (Malvinas),PL018,Gas,Bright Spot,,,,,
1780,Davaar,UK,P2069: 205/12,n/a,Bright Spot,,,,,
630,Davy Jones,US,South Marsh Island 230,Gas,Appraisal Drilling,Jan 2010,,6,20,Y
972,Dawn,Falkland Islands (Malvinas),Tranche I,n/a,Non-Commercial,,,,,
157,Dawson Deep,US,Garden Banks 625,Oil/Gas,Producing,Feb 2004,Jun 2006,900,2970,Y
680,Daytona,US,"Green Canyon 872, 873",Oil/Gas,Bright Spot,,,2274,7504,Y
1675,Dazzler,Norway,"PL716: 7318/11, 7318/12",n/a,Bright Spot,,,450,1485,
1117,De Ruyter,Netherlands,"P10b, P11b",Oil,Producing,Jan 1996,Jan 2006,35,116,
588,Deacon,UK,"15/28c, P1256",Gas,Drilled (Status Unknown),,,,,
444,Deen Dayal East,India,KG-OSN-2001/3 block,n/a,Appraisal Drilling,Jan 2009,,325,1073,
444,Deen Dayal West,India,KG-33,Gas,Under Development,Jun 2005,,109,360,
600,Deep Blue,US,"Green Canyon 723, 724, 768",Oil/Gas,Discovery (Drilled),Jun 2010,,1554,5128,Y
1377,Deep Kinsale,Ireland,"48/20, 48/25, 49/16, 49/21",n/a,Bright Spot,,,100,330,
279,Deep Panuke,Canada,,Gas,Producing,,Dec 2013,,,
141,Deimos,US,Mississippi Canyon 806,Oil,Producing,Sep 2002,Jul 2007,915,3020,Y
502,Delta,Norway,"PL 037 D, Block 33/9",Oil,Discovery (Appraised),,,156,515,
777,Devenick,UK,"9/29a, 9/24b, P209",Gas,Under Development,Jan 1983,,114,376,
1312,Deveron,UK,"211/18a, P236",Oil,Producing,,Sep 1984,163,538,
131,Devils Island,US,Garden Banks 344 East,Oil/Gas,Drilled (Status Unknown),,,767,2531,Y
152,Devils Tower,US,Mississippi Canyon 773,Oil/Gas,Producing,Feb 2000,May 2004,1710,5643,Y
1263,Dhirubhai (D1-D3),India,KG-D6,n/a,Producing,,Apr 2009,1700,5610,
1483,Diaman,Gabon,Diaba Block G4-223,n/a,Discovery (Drilled),Aug 2013,,1700,5610,
1206,Diamond,US,Lloyd Ridge 370,Gas,Discovery (Drilled),Jul 2008,,3042,10039,Y
315,Diana,US,"East Breaks 945, 946,988, 989",Oil/Gas,Producing,Aug 1990,May 2000,1420,4686,Y
315,Diana South,US,"Alaminos Canyon 21, 22, 65, 66",Oil/Gas,Producing,Mar 1997,Jan 2000,1463,4828,Y
453,Didon,Tunisia,Didon Concenssion,Oil,Producing - Under Dev.,Jan 1975,May 1998,75,248,
801,Diega,Equatorial Guinea,Block I,Oil,Discovery (Appraised),Aug 2008,,660,2178,
639,Dikanza,Angola,Block 15,Oil,Producing,,Jul 2005,1036,3419,
1840,Dilolo,Angola,Block 39,n/a,Bright Spot,,,2000,6600,
1724,Dimba,Gabon,Etame Marin Permit,n/a,Non-Commercial,,,53,175,
1441,Dolginskoye,Russian Federation,,Oil,Appraisal Drilling,Jan 1999,,55,182,
1180,Dolomita Sul,Brazil,BM-S-42,Oil,Exploratory Drilling,,,1747,5765,
559,Dolphin,Trin. & Tobago,ECMA Block 6(b),Gas,Producing - Under Dev.,Jan 1976,Jul 2006,198,653,
612,Dolphin (North Field),Qatar,Khuff Zone,Gas,Producing,Jan 1971,Jul 2007,,,
559,Dolphin Deep,Trin. & Tobago,ECMA Block 5a,Gas,Producing - Under Dev.,Aug 1998,,198,653,
612,Dolpin (North Field),Qatar,Khuff Zone,Gas,Producing,Jan 1971,Jul 2007,,,
