Lease Number,ROW Number,RUE Number,Lease Designation,Lease Status,Area Code,Block Number,Water Depth(Meters),Date Last Reviewed,Total Decom Liability,Boreholes Plug Cost (Spud Wells),Boreholes Count (Spud Wells),Boreholes Plug Cost (Prop Wells),Boreholes Count (Prop Wells),Platforms (Installed) Decom Cost,Platforms (Installed) Decom Count,Platforms (Installed) Site Clear Cost,Platforms (Installed) Site Clear Count,Platforms (Prop) Decom Cost,Platforms (Prop) Decom Count,Platforms (Prop) Site Clear Cost,Platforms (Prop) Site Clear Count,Pipelines (Installed) Decom Cost,Pipelines (Installed) Count,Pipelines (Prop) Decom Cost,Pipelines (Prop) Count
G31682,,,NON,RELINQ,GB,  954,1690,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31681,,,NON,RELINQ,GB,  953,1427,8/8/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31680,,,NON,RELINQ,GB,  952,1450,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31679,,,NON,RELINQ,GB,  951,1432,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31678,,,NON,EXPIR,GB,  918,1650,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31677,,,NON,RELINQ,GB,  910,1694,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31676,,,NON,RELINQ,GB,  907,1383,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31675,,,NON,RELINQ,GB,  906,1392,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31674,,,NON,EXPIR,GB,  872,1544,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31673,,,NON,EXPIR,GB,  871,1541,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31672,,,NON,RELINQ,GB,  870,1493,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31671,,,NON,EXPIR,GB,  866,1688,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31670,,,NON,RELINQ,GB,  865,1656,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31669,,,NON,RELINQ,GB,  863,1312,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31668,,,NON,RELINQ,GB,  862,1389,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31667,,,NON,EXPIR,GB,  855,1479,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31666,,,NON,EXPIR,GB,  853,1116,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31665,,,NON,EXPIR,GB,  851,1391,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31664,,,NON,RELINQ,GB,  820,1432,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31663,,,NON,RELINQ,GB,  819,1406,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31662,,,NON,RELINQ,GB,  807,1207,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31661,,,NON,EXPIR,GB,  805,1018,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31660,,,NON,EXPIR,GB,  774,1270,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31659,,,NON,RELINQ,GB,  771,1398,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31658,,,NON,EXPIR,GB,  765,998,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31657,,,NON,EXPIR,GB,  762,903,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31656,,,NON,RELINQ,GB,  735,1415,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31655,,,NON,RELINQ,GB,  734,1354,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31654,,,NON,REJECT,GB,  728,1344,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31653,,,NON,RELINQ,GB,  726,1117,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31652,,,NON,RELINQ,GB,  724,1273,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31651,,,NON,RELINQ,GB,  723,1263,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31650,,,NON,EXPIR,GB,  718,1110,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31649,,,NON,EXPIR,GB,  717,1255,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31648,,,NON,EXPIR,GB,  686,1211,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31647,,,NON,REJECT,GB,  685,1129,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31646,,,NON,REJECT,GB,  684,1159,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31645,,,NON,RELINQ,GB,  676,1280,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31644,,,NON,RELINQ,GB,  674,928,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31643,,,NON,RELINQ,GB,  673,1246,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31642,,,NON,EXPIR,GB,  648,1165,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31641,,,NON,EXPIR,GB,  647,1141,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31640,,,NON,EXPIR,GB,  643,1099,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31639,,,NON,REJECT,GB,  640,996,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31638,,,NON,RELINQ,GB,  638,981,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31637,,,NON,RELINQ,GB,  637,1028,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31636,,,NON,RELINQ,GB,  631,1027,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31635,,,NON,RELINQ,GB,  630,885,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31634,,,NON,EXPIR,GB,  605,1160,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31633,,,NON,RELINQ,GB,  596,1303,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31632,,,NON,RELINQ,GB,  588,997,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31631,,,NON,RELINQ,GB,  587,949,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31630,,,NON,RELINQ,GB,  561,1015,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31629,,,NON,RELINQ,GB,  547,1012,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31628,,,NON,RELINQ,GB,  546,985,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31627,,,NON,EXPIR,GB,  518,861,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31626,,,NON,EXPIR,GB,  517,1022,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31625,,,NON,RELINQ,GB,  503,965,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31624,,,NON,RELINQ,GB,  502,912,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31623,,,NON,RELINQ,GB,  501,890,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31622,,,NON,RELINQ,GB,  468,742,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31621,,,NON,RELINQ,GB,  457,714,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31620,,,NON,RELINQ,GB,  380,682,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31619,,,NON,RELINQ,GB,  373,759,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31618,,,NON,RELINQ,GB,  335,654,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31617,,,NON,EXPIR,GB,  334,636,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31616,,,NON,RELINQ,GB,  300,670,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31615,,,NON,RELINQ,GB,  254,593,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31614,,,NON,RELINQ,GB,  248,554,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31613,,,NON,RELINQ,GB,  213,485,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31612,,,NON,RELINQ,GB,  212,518,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31611,,,NON,REJECT,GB,  204,498,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31610,,,NON,REJECT,GB,  203,586,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31609,,,NON,RELINQ,GB,  199,327,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31608,,,NON,EXPIR,GB,  165,341,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31607,,,NON,EXPIR,GB,  164,387,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31606,,,NON,RELINQ,GB,  156,516,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31605,,,NON,RELINQ,GB,  155,353,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31604,,,NON,EXPIR,GB,  153,208,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31603,,,NON,RELINQ,GB,  119,378,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31602,,,NON,EXPIR,GB,  115,319,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31601,,,NON,EXPIR,GB,   78,275,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31600,,,NON,EXPIR,GB,   77,267,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31599,,,NON,RELINQ,GB,   75,199,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31598,,,NON,EXPIR,DC,  985,2877,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31597,,,NON,EXPIR,DC,  984,2874,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31596,,,NON,EXPIR,DC,  983,2913,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31595,,,NON,EXPIR,DC,  980,2838,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31594,,,NON,EXPIR,DC,  979,2830,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31593,,,NON,EXPIR,DC,  978,2798,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31592,,,NON,EXPIR,DC,  940,2866,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31591,,,NON,EXPIR,DC,  939,2895,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31590,,,NON,EXPIR,DC,  938,2834,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31589,,,NON,EXPIR,DC,  937,2773,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31588,,,NON,EXPIR,DC,  936,2841,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31587,,,NON,EXPIR,DC,  935,2808,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31586,,,NON,EXPIR,DC,  934,2785,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31585,,,NON,EXPIR,DC,  900,2856,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31584,,,NON,EXPIR,DC,  899,2853,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31583,,,NON,EXPIR,DC,  898,2825,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31582,,,NON,RELINQ,DC,  894,2866,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31581,,,NON,RELINQ,DC,  893,2763,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31580,,,NON,EXPIR,DC,  892,2813,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31579,,,NON,RELINQ,DC,  891,2759,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31578,,,NON,EXPIR,DC,  885,2662,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31577,,,NON,EXPIR,DC,  855,2860,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31576,,,NON,EXPIR,DC,  854,2823,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31575,,,NON,EXPIR,DC,  853,2807,12/2/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31574,,,NON,EXPIR,DC,  841,2624,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31573,,,NON,RELINQ,DC,  801,2689,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31572,,,NON,RELINQ,DC,  799,2635,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31571,,,NON,EXPIR,DC,  758,2633,6/20/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31570,,,NON,EXPIR,DC,  757,2598,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31569,,,NON,RELINQ,DC,  756,2589,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31568,,,NON,EXPIR,DC,  714,2650,6/20/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31567,,,NON,EXPIR,DC,  713,2613,12/9/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31565,,,NON,RELINQ,DC,  630,1532,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31564,,,NON,RELINQ,DC,  629,1871,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31563,,,NON,RELINQ,DC,  585,1464,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31562,,,NON,RELINQ,DC,  542,1309,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31561,,,NON,RELINQ,DC,  541,1468,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31560,,,NON,RELINQ,DC,  498,1269,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31559,,,NON,RELINQ,DC,  457,995,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31558,,,NON,RELINQ,DC,  456,1062,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31557,,,NON,RELINQ,DC,  455,1157,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31556,,,NON,RELINQ,DC,  451,1553,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31555,,,NON,RELINQ,DC,  413,941,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31554,,,NON,RELINQ,DC,  412,1000,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31553,,,NON,RELINQ,DC,  411,1075,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31552,,,NON,RELINQ,DC,  410,1191,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31551,,,NON,RELINQ,DC,  409,1272,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31550,,,NON,RELINQ,DC,  408,1369,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31549,,,NON,EXPIR,DC,  407,1479,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31548,,,NON,RELINQ,DC,  366,1140,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31547,,,NON,EXPIR,DC,  365,1241,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31546,,,NON,RELINQ,DC,  364,1261,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31545,,,NON,RELINQ,DC,  363,1461,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31544,,,NON,EXPIR,DC,  355,2397,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31543,,,NON,RELINQ,DC,  322,1113,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31542,,,NON,RELINQ,DC,  321,1212,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31541,,,NON,RELINQ,DC,  320,1300,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31540,,,NON,RELINQ,DC,  319,1479,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31539,,,NON,RELINQ,DC,  273,1762,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31538,,,NON,RELINQ,DC,  272,2417,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31537,,,NON,RELINQ,DC,  229,1817,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31536,,,NON,RELINQ,DC,  228,2378,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31535,,,NON,EXPIR,MC,  978,1158,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31534,,,EXP,UNIT,MC,  940,1275,3/27/2020,"$165,295,230.00",136603500,7,0,0,0,0,0,0,0,0,0,0,0,0,28691730,18
G31533,,,NON,EXPIR,MC,  936,1247,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31532,,,NON,EXPIR,MC,  933,1138,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31531,,,NON,EXPIR,MC,  932,999,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31530,,,NON,RELINQ,MC,  864,1996,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31528,,,NON,RELINQ,MC,  820,1934,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31527,,,NON,RELINQ,MC,  797,785,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31526,,,NON,EXPIR,MC,  756,999,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31525,,,NON,RELINQ,MC,  750,459,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31524,,,NON,EXPIR,MC,  741,2269,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31523,,,NON,RELINQ,MC,  715,1064,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31522,,,NON,RELINQ,MC,  714,1042,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31521,,,NON,TERMIN,MC,  705,387,11/5/2019,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31520,,,NON,RELINQ,MC,  691,1837,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31519,,,NON,RELINQ,MC,  663,516,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31518,,,NON,RELINQ,MC,  661,328,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31517,,,NON,RELINQ,MC,  638,1405,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31516,,,NON,RELINQ,MC,  629,815,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31515,,,NON,RELINQ,MC,  594,1397,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31514,,,NON,CANCEL,MC,  586,750,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31513,,,NON,UNIT,MC,  569,2397,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31511,,,NON,RELINQ,MC,  558,1748,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31510,,,NON,RELINQ,MC,  557,1628,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31509,,,NON,RELINQ,MC,  552,1389,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31508,,,NON,RELINQ,MC,  542,669,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31507,,,NON,UNIT,MC,  525,2388,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31506,,,NON,RELINQ,MC,  513,1633,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31505,,,NON,RELINQ,MC,  511,1480,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31504,,,NON,RELINQ,MC,  481,2388,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31503,,,NON,RELINQ,MC,  479,2220,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31502,,,NON,RELINQ,MC,  469,1714,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31501,,,NON,RELINQ,MC,  467,1513,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31500,,,NON,RELINQ,MC,  466,1430,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31498,,,EXP,PROD,MC,  427,1824,10/11/2019,"$45,899,955.00",41118000,2,0,0,0,0,0,0,0,0,0,0,4781955,3,0,0
G31497,,,NON,RELINQ,MC,  423,1511,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31496,,,NON,RELINQ,MC,  422,1421,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31495,,,NON,CANCEL,MC,  372,767,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31494,,,NON,CANCEL,MC,  371,618,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31493,,,NON,RELINQ,MC,  364,210,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31491,,,NON,RELINQ,MC,  356,487,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31490,,,NON,EXPIR,MC,  338,1643,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31489,,,NON,RELINQ,MC,  328,907,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31487,,,NON,RELINQ,MC,  313,222,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31486,,,NON,RELINQ,MC,  295,1574,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31485,,,NON,EXPIR,MC,  294,1490,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31484,,,NON,EXPIR,MC,  250,1468,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31483,,,NON,EXPIR,MC,  249,1346,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31482,,,NON,RELINQ,MC,  202,1039,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31481,,,NON,RELINQ,MC,  158,1035,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31480,,,NON,RELINQ,MC,  157,963,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31479,,,NON,RELINQ,MC,  154,636,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31478,,,NON,RELINQ,MC,   78,1212,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31477,,,NON,RELINQ,MC,   64,249,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31476,,,NON,RELINQ,MC,   34,1161,6/1/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31475,,,NON,RELINQ,MC,   32,969,8/19/2016,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31474,,,EXP,TERMIN,MC,   26,438,7/20/2018,"$13,249,500.00",13249500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31473,,,NON,RELINQ,MC,   25,400,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31472,,,NON,RELINQ,MC,   24,350,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31471,,,NON,RELINQ,MC,   23,323,,$0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G31470,,,EXP,PROD,EW,  782,150,8/19/2016,"$1,748,007.00",1748007,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
