API Well Number,Status Date,Well Name,Well Name Bp Suffix,Well Name St Suffix,Company Number,Company Name,Bottom Lease Number,Bottom Area,Bottom Block,Surface Lease Number,Surface Area,Surface Block
177004117102,1/13/2006,A003,00,02,03035,Fieldwood Energy Offshore LLC,G22510,WC,100,G22510,WC,100
177004117102,1/13/2006,A003,00,02,03035,Fieldwood Energy Offshore LLC,G22510,WC,100,G22510,WC,100
177004117102,1/30/2020,A003,00,02,03035,Fieldwood Energy Offshore LLC,G22510,WC,100,G22510,WC,100
177004117200,11/13/2003,A012,00,00,02312,McMoRan Oil & Gas LLC,G23748,WC,191, 00190,WC,192
177004117200,6/25/2013,A012,00,00,02312,McMoRan Oil & Gas LLC,G23748,WC,191, 00190,WC,192
177004117200,10/2/2013,A012,00,00,02312,McMoRan Oil & Gas LLC,G23748,WC,191, 00190,WC,192
177004117501,6/7/2005,002,00,01,00282,"Dominion Exploration & Production, Inc.",G10549,WC,153,G10549,WC,153
177004117502,6/25/2005,002,00,02,00282,"Dominion Exploration & Production, Inc.",G10549,WC,153,G10549,WC,153
177004117502,12/13/2005,002,00,02,00282,"Dominion Exploration & Production, Inc.",G10549,WC,153,G10549,WC,153
177004117503,1/5/2006,002,00,03,00282,"Dominion Exploration & Production, Inc.",G10549,WC,153,G10549,WC,153
177004117504,2/6/2006,002,01,03,00282,"Dominion Exploration & Production, Inc.",G10549,WC,153,G10549,WC,153
177004117504,5/21/2008,002,01,03,00282,"Dominion Exploration & Production, Inc.",G10549,WC,153,G10549,WC,153
177004117600,11/5/2003,002,00,00,03520,"Sanare Energy Partners, LLC",G21532,WC,44,G21532,WC,44
177004117600,11/5/2003,002,00,00,03520,"Sanare Energy Partners, LLC",G21532,WC,44,G21532,WC,44
177004117600,11/5/2003,002,00,00,03520,"Sanare Energy Partners, LLC",G21532,WC,44,G21532,WC,44
177004117600,11/5/2003,002,00,00,03520,"Sanare Energy Partners, LLC",G21532,WC,44,G21532,WC,44
177004117600,4/15/2009,002,00,00,03520,"Sanare Energy Partners, LLC",G21532,WC,44,G21532,WC,44
177004117600,4/15/2009,002,00,00,03520,"Sanare Energy Partners, LLC",G21532,WC,44,G21532,WC,44
177004117601,5/25/2009,002,00,01,03520,"Sanare Energy Partners, LLC",G21532,WC,44,G21532,WC,44
177004117802,7/15/2006,001,02,00,00078,Chevron U.S.A. Inc.,G22500,WC,42,G22500,WC,42
177004118001,11/8/2010,002,01,00,00078,Chevron U.S.A. Inc.,G22501,WC,54,G22501,WC,54
177004118001,5/27/2011,002,01,00,00078,Chevron U.S.A. Inc.,G22501,WC,54,G22501,WC,54
177004118100,12/7/2003,A004,00,00,03035,Fieldwood Energy Offshore LLC,G22510,WC,100,G22510,WC,100
177004118100,12/7/2003,A004,00,00,03035,Fieldwood Energy Offshore LLC,G22510,WC,100,G22510,WC,100
177004118100,2/3/2020,A004,00,00,03035,Fieldwood Energy Offshore LLC,G22510,WC,100,G22510,WC,100
177004118200,11/15/2004,002,00,00,02427,"Virgin Offshore U.S.A., Inc.",G17764,WC,151,G17764,WC,151
177004118201,11/5/2004,002,00,01,02427,"Virgin Offshore U.S.A., Inc.",G17764,WC,151,G17764,WC,151
177004118300,1/22/2004,A001,00,00,02851,"Apache Shelf, Inc.",G21536,WC,112,G21536,WC,112
177004118300,1/22/2004,A001,00,00,02851,"Apache Shelf, Inc.",G21536,WC,112,G21536,WC,112
177004118300,11/5/2010,A001,00,00,02851,"Apache Shelf, Inc.",G21536,WC,112,G21536,WC,112
177004118300,11/5/2010,A001,00,00,02851,"Apache Shelf, Inc.",G21536,WC,112,G21536,WC,112
177004118300,8/16/2016,A001,00,00,02851,"Apache Shelf, Inc.",G21536,WC,112,G21536,WC,112
177004118601,4/19/2004,I002,01,00,03151,"Cox Operating, L.L.C.",G22501,WC,54,G22501,WC,54
177004118601,4/19/2004,I002,01,00,03151,"Cox Operating, L.L.C.",G22501,WC,54,G22501,WC,54
177004118601,4/19/2004,I002,01,00,03151,"Cox Operating, L.L.C.",G22501,WC,54,G22501,WC,54
177004118601,9/19/2009,I002,01,00,03151,"Cox Operating, L.L.C.",G22501,WC,54,G22501,WC,54
177004118800,5/18/2014,C001,00,00,02312,McMoRan Oil & Gas LLC,G24700,WC,22,G24700,WC,22
177004118800,8/27/2014,C001,00,00,02312,McMoRan Oil & Gas LLC,G24700,WC,22,G24700,WC,22
177004118900,2/27/2004,031,00,00,03295,Fieldwood Energy LLC, 00244,WC,71,G02826,WC,66
177004119001,10/27/2015,028,01,00,02801,"Hoactzin Partners, L.P.", 00247,WC,102, 00247,WC,102
177004119001,3/2/2016,028,01,00,02801,"Hoactzin Partners, L.P.", 00247,WC,102, 00247,WC,102
177004119100,6/25/2009,C002,00,00,02312,McMoRan Oil & Gas LLC,G24701,WC,23,G24700,WC,22
177004119100,8/27/2014,C002,00,00,02312,McMoRan Oil & Gas LLC,G24701,WC,23,G24700,WC,22
177004119300,6/26/2004,F002,00,00,03295,Fieldwood Energy LLC, 00081,WC,110, 00082,WC,111
177004119300,6/26/2004,F002,00,00,03295,Fieldwood Energy LLC, 00081,WC,110, 00082,WC,111
177004119400,8/14/2004,002,00,00,03035,Fieldwood Energy Offshore LLC,G23735,WC,72,G23735,WC,72
177004119500,9/3/2004,B001,00,00,02970,"Castex Offshore, Inc.",G09387,WC,77,G23740,WC,96
177004119500,9/3/2004,B001,00,00,02970,"Castex Offshore, Inc.",G09387,WC,77,G23740,WC,96
177004119600,7/30/2004,001,00,00,02782,Eni US Operating Co. Inc.,G24704,WC,40,G24704,WC,40
177004119800,6/8/2018,A006,00,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004119800,6/19/2019,A006,00,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004119902,3/13/2012,A015,02,00,02899,Talos ERT LLC,G04087,WC,215,G04087,WC,215
177004120002,7/6/2016,008,02,00,02899,Talos ERT LLC,G04085,WC,170,G04085,WC,170
177004120201,4/5/2005,A001,01,00,02375,"Energy XXI GOM, LLC",G22505,WC,75,G25872,WC,62
177004120301,2/7/2005,B002,01,00,03520,"Sanare Energy Partners, LLC",G21532,WC,44,G21532,WC,44
177004120301,8/3/2006,B002,01,00,03520,"Sanare Energy Partners, LLC",G21532,WC,44,G21532,WC,44
177004120500,10/4/2004,005,00,00,02655,"Sojitz Energy Venture, Inc.",G02833,WC,237,G02833,WC,237
177004120500,10/4/2004,005,00,00,02655,"Sojitz Energy Venture, Inc.",G02833,WC,237,G02833,WC,237
177004120500,7/13/2011,005,00,00,02655,"Sojitz Energy Venture, Inc.",G02833,WC,237,G02833,WC,237
177004120500,5/14/2016,005,00,00,02655,"Sojitz Energy Venture, Inc.",G02833,WC,237,G02833,WC,237
177004120700,11/19/2004,001,00,00,01704,Remington Oil and Gas Corporation,G25887,WC,256,G25887,WC,256
177004120900,3/22/2005,003,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G16107,WC,43,G16107,WC,43
177004120900,3/22/2005,003,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G16107,WC,43,G16107,WC,43
177004120900,3/22/2005,003,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G16107,WC,43,G16107,WC,43
177004120900,5/10/2006,003,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G16107,WC,43,G16107,WC,43
177004120900,6/13/2010,003,00,00,01978,"Helis Oil & Gas Company, L.L.C.",G16107,WC,43,G16107,WC,43
177004121100,1/15/2005,A007,00,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004121101,1/28/2005,A007,01,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004121101,4/2/2005,A007,01,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004121101,4/2/2005,A007,01,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004121101,4/2/2005,A007,01,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004121101,4/2/2005,A007,01,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004121101,4/2/2005,A007,01,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004121101,6/8/2018,A007,01,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004121101,6/19/2019,A007,01,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004121300,4/23/2005,001,00,00,00078,Chevron U.S.A. Inc.,G24705,WC,63,G24705,WC,63
177004121300,11/5/2008,001,00,00,00078,Chevron U.S.A. Inc.,G24705,WC,63,G24705,WC,63
177004121400,2/9/2005,001,00,00,03217,"Northstar Offshore Group, LLC",G23730,WC,21,G23730,WC,21
177004121400,2/9/2005,001,00,00,03217,"Northstar Offshore Group, LLC",G23730,WC,21,G23730,WC,21
177004121502,9/12/2005,A001,00,01,03026,"EnVen Energy Ventures, LLC",G09387,WC,77,G23740,WC,96
177004121502,9/23/2014,A001,00,01,03026,"EnVen Energy Ventures, LLC",G09387,WC,77,G23740,WC,96
177004121502,9/20/2015,A001,00,01,03026,"EnVen Energy Ventures, LLC",G09387,WC,77,G23740,WC,96
177004121700,4/6/2005,004,00,00,00818,"Mariner Energy, Inc.",G21535,WC,111,G21535,WC,111
177004121801,9/3/2005,A002,01,00,02375,"Energy XXI GOM, LLC",G25872,WC,62,G25872,WC,62
177004121801,9/3/2005,A002,01,00,02375,"Energy XXI GOM, LLC",G25872,WC,62,G25872,WC,62
177004121801,9/22/2014,A002,01,00,02375,"Energy XXI GOM, LLC",G25872,WC,62,G25872,WC,62
177004121900,5/6/2005,002,00,00,02899,Talos ERT LLC,G25887,WC,256,G25887,WC,256
177004122000,4/19/2006,A001,00,00,02375,"Energy XXI GOM, LLC",G24710,WC,95,G24710,WC,95
177004122000,9/6/2006,A001,00,00,02375,"Energy XXI GOM, LLC",G24710,WC,95,G24710,WC,95
177004122000,9/6/2006,A001,00,00,02375,"Energy XXI GOM, LLC",G24710,WC,95,G24710,WC,95
177004122000,9/6/2006,A001,00,00,02375,"Energy XXI GOM, LLC",G24710,WC,95,G24710,WC,95
177004122000,9/6/2006,A001,00,00,02375,"Energy XXI GOM, LLC",G24710,WC,95,G24710,WC,95
177004122000,9/6/2006,A001,00,00,02375,"Energy XXI GOM, LLC",G24710,WC,95,G24710,WC,95
177004122000,9/6/2006,A001,00,00,02375,"Energy XXI GOM, LLC",G24710,WC,95,G24710,WC,95
177004122000,9/6/2006,A001,00,00,02375,"Energy XXI GOM, LLC",G24710,WC,95,G24710,WC,95
177004122000,9/6/2006,A001,00,00,02375,"Energy XXI GOM, LLC",G24710,WC,95,G24710,WC,95
177004122200,5/12/2005,002,00,00,03520,"Sanare Energy Partners, LLC",G21534,WC,57,G21534,WC,57
177004122200,5/12/2005,002,00,00,03520,"Sanare Energy Partners, LLC",G21534,WC,57,G21534,WC,57
177004122300,4/30/2005,002,00,00,01704,Remington Oil and Gas Corporation,G22518,WC,147,G22518,WC,147
177004122400,3/14/2005,002,00,00,03217,"Northstar Offshore Group, LLC",G23730,WC,21,G23730,WC,21
177004122600,12/8/2005,J001,00,00,00078,Chevron U.S.A. Inc.,G21530,WC,18,G21530,WC,18
177004122600,6/2/2011,J001,00,00,00078,Chevron U.S.A. Inc.,G21530,WC,18,G21530,WC,18
177004122600,7/15/2011,J001,00,00,00078,Chevron U.S.A. Inc.,G21530,WC,18,G21530,WC,18
177004122601,8/12/2011,J001,00,01,00078,Chevron U.S.A. Inc.,G21530,WC,18,G21530,WC,18
177004122601,11/20/2011,J001,00,01,00078,Chevron U.S.A. Inc.,G21530,WC,18,G21530,WC,18
177004122601,11/20/2011,J001,00,01,00078,Chevron U.S.A. Inc.,G21530,WC,18,G21530,WC,18
177004122601,1/5/2014,J001,00,01,00078,Chevron U.S.A. Inc.,G21530,WC,18,G21530,WC,18
177004122601,1/5/2014,J001,00,01,00078,Chevron U.S.A. Inc.,G21530,WC,18,G21530,WC,18
177004122601,4/22/2014,J001,00,01,00078,Chevron U.S.A. Inc.,G21530,WC,18,G21530,WC,18
177004122700,9/19/2005,004,00,00,02312,McMoRan Oil & Gas LLC,G16107,WC,43,G16107,WC,43
177004122700,9/19/2005,004,00,00,02312,McMoRan Oil & Gas LLC,G16107,WC,43,G16107,WC,43
177004122700,11/25/2008,004,00,00,02312,McMoRan Oil & Gas LLC,G16107,WC,43,G16107,WC,43
177004122700,4/15/2009,004,00,00,02312,McMoRan Oil & Gas LLC,G16107,WC,43,G16107,WC,43
177004122900,10/20/2005,I001,00,00,01376,"Linder Oil Company, A Partnership",G05283,WC,168,G05283,WC,168
177004123000,5/31/2006,A002,00,00,02851,"Apache Shelf, Inc.",G13825,WC,39,G13825,WC,39
177004123000,5/6/2014,A002,00,00,02851,"Apache Shelf, Inc.",G13825,WC,39,G13825,WC,39
177004123000,11/19/2014,A002,00,00,02851,"Apache Shelf, Inc.",G13825,WC,39,G13825,WC,39
177004123200,12/28/2005,002,00,00,00078,Chevron U.S.A. Inc.,G22500,WC,42,G22500,WC,42
177004123200,7/18/2006,002,00,00,00078,Chevron U.S.A. Inc.,G22500,WC,42,G22500,WC,42
177004123300,1/21/2006,003,00,00,02025,"EP Energy E&P Company, L.P.",G24710,WC,95,G24710,WC,95
177004123500,5/25/2006,001,00,00,00724,Marathon Oil Company,G24723,WC,266,G24722,WC,265
177004123600,11/14/2005,005,00,00,00818,"Mariner Energy, Inc.",G21535,WC,111,G21535,WC,111
177004123600,8/5/2009,005,00,00,00818,"Mariner Energy, Inc.",G21535,WC,111,G21535,WC,111
177004123600,8/3/2011,005,00,00,00818,"Mariner Energy, Inc.",G21535,WC,111,G21535,WC,111
177004123700,1/2/2006,003,00,00,02782,Eni US Operating Co. Inc.,G12761,WC,130,G12761,WC,130
177004123701,5/15/2006,003,01,00,02782,Eni US Operating Co. Inc.,G12761,WC,130,G12761,WC,130
177004123701,5/15/2006,003,01,00,02782,Eni US Operating Co. Inc.,G12761,WC,130,G12761,WC,130
177004123701,6/29/2008,003,01,00,02782,Eni US Operating Co. Inc.,G12761,WC,130,G12761,WC,130
177004123701,10/5/2008,003,01,00,02782,Eni US Operating Co. Inc.,G12761,WC,130,G12761,WC,130
177004123702,11/4/2008,003,02,00,02782,Eni US Operating Co. Inc.,G12761,WC,130,G12761,WC,130
177004123702,6/5/2018,003,02,00,02782,Eni US Operating Co. Inc.,G12761,WC,130,G12761,WC,130
177004123900,5/4/2006,A008,00,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004123900,5/4/2006,A008,00,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004123900,10/11/2007,A008,00,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004123900,6/8/2018,A008,00,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004123900,6/19/2019,A008,00,00,03295,Fieldwood Energy LLC, 00758,WC,165, 00758,WC,165
177004124000,5/9/2006,N001,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004124000,5/9/2006,N001,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004124000,5/9/2006,N001,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004124100,10/7/2006,002,00,00,00078,Chevron U.S.A. Inc.,G21533,WC,47,G21533,WC,47
177004124100,10/7/2006,002,00,00,00078,Chevron U.S.A. Inc.,G21533,WC,47,G21533,WC,47
177004124100,10/31/2007,002,00,00,00078,Chevron U.S.A. Inc.,G21533,WC,47,G21533,WC,47
177004124200,3/23/2006,001,00,00,02579,Tana Exploration Company LLC,G24718,WC,202,G24718,WC,202
177004124201,4/13/2006,001,01,00,02579,Tana Exploration Company LLC,G24718,WC,202,G24718,WC,202
177004124202,5/16/2006,001,00,01,02579,Tana Exploration Company LLC,G24718,WC,202,G24718,WC,202
177004124202,3/18/2007,001,00,01,02579,Tana Exploration Company LLC,G24718,WC,202,G24718,WC,202
177004124300,4/1/2006,013,00,00,01834,Talos Petroleum LLC, 00762,WC,176, 00762,WC,176
177004124300,4/9/2009,013,00,00,01834,Talos Petroleum LLC, 00762,WC,176, 00762,WC,176
177004124300,7/24/2009,013,00,00,01834,Talos Petroleum LLC, 00762,WC,176, 00762,WC,176
177004124400,7/8/2006,002,00,00,00687,CNOOC Petroleum U.S.A. Inc.,G23747,WC,135,G23747,WC,135
177004124401,8/22/2006,002,01,00,00687,CNOOC Petroleum U.S.A. Inc.,G23747,WC,135,G23747,WC,135
177004124402,10/21/2006,002,00,01,00687,CNOOC Petroleum U.S.A. Inc.,G23747,WC,135,G23747,WC,135
177004124402,8/3/2007,002,00,01,00687,CNOOC Petroleum U.S.A. Inc.,G23747,WC,135,G23747,WC,135
177004124500,6/20/2006,001,00,00,03217,"Northstar Offshore Group, LLC",G27003,WC,132,G27003,WC,132
177004124500,3/19/2007,001,00,00,03217,"Northstar Offshore Group, LLC",G27003,WC,132,G27003,WC,132
177004124600,6/1/2006,N002,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004124600,7/15/2006,N002,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004124700,5/26/2006,004,00,00,02025,"EP Energy E&P Company, L.P.",G19702,WC,78,G24710,WC,95
177004124701,7/11/2006,004,01,00,02025,"EP Energy E&P Company, L.P.",G19702,WC,78,G24710,WC,95
177004124800,5/15/2006,001,00,00,00064,Hunt Oil Company,G22520,WC,187,G22520,WC,187
177004124900,8/19/2006,001,00,00,02375,"Energy XXI GOM, LLC",G24712,WC,132,G24712,WC,132
177004124901,10/28/2006,B001,00,01,02375,"Energy XXI GOM, LLC",G24712,WC,132,G24712,WC,132
177004124901,10/28/2006,B001,00,01,02375,"Energy XXI GOM, LLC",G24712,WC,132,G24712,WC,132
177004124901,10/21/2013,B001,00,01,02375,"Energy XXI GOM, LLC",G24712,WC,132,G24712,WC,132
177004125000,6/24/2006,003,00,00,03035,Fieldwood Energy Offshore LLC,G23735,WC,72,G23735,WC,72
177004125001,8/4/2006,003,01,00,03035,Fieldwood Energy Offshore LLC,G23735,WC,72,G23735,WC,72
177004125001,9/16/2006,003,01,00,03035,Fieldwood Energy Offshore LLC,G23735,WC,72,G23735,WC,72
177004125001,9/16/2006,003,01,00,03035,Fieldwood Energy Offshore LLC,G23735,WC,72,G23735,WC,72
177004125001,9/16/2006,003,01,00,03035,Fieldwood Energy Offshore LLC,G23735,WC,72,G23735,WC,72
177004125001,9/16/2006,003,01,00,03035,Fieldwood Energy Offshore LLC,G23735,WC,72,G23735,WC,72
177004125001,9/16/2006,003,01,00,03035,Fieldwood Energy Offshore LLC,G23735,WC,72,G23735,WC,72
177004125100,6/4/2006,001,00,00,02466,Gryphon Exploration Company,G22535,WC,254,G22535,WC,254
177004125200,8/2/2006,002,00,00,02579,Tana Exploration Company LLC,G22513,WC,116,G22513,WC,116
177004125201,9/4/2006,002,00,01,02579,Tana Exploration Company LLC,G22513,WC,116,G22513,WC,116
177004125201,4/27/2012,002,00,01,02579,Tana Exploration Company LLC,G22513,WC,116,G22513,WC,116
177004125201,8/31/2019,002,00,01,02579,Tana Exploration Company LLC,G22513,WC,116,G22513,WC,116
177004125300,7/8/2006,001,00,00,02466,Gryphon Exploration Company,G22503,WC,56,G22503,WC,56
177004125400,6/17/2006,N003,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004125400,7/22/2006,N003,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004125400,7/22/2006,N003,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004125400,7/22/2006,N003,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004125500,7/8/2006,N004,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004125600,7/15/2006,001,00,00,02841,Beryl Resources LP,G27015,WC,283,G27015,WC,283
177004125700,8/6/2006,001,00,00,02841,Beryl Resources LP,G27013,WC,264,G27013,WC,264
177004125900,12/23/2006,004,00,00,02782,Eni US Operating Co. Inc.,G12761,WC,130,G12761,WC,130
177004125901,3/13/2007,004,01,00,02782,Eni US Operating Co. Inc.,G12761,WC,130,G12761,WC,130
177004125901,8/22/2015,004,01,00,02782,Eni US Operating Co. Inc.,G12761,WC,130,G12761,WC,130
177004126000,11/10/2006,001,00,00,02312,McMoRan Oil & Gas LLC, 00191,WC,193, 00191,WC,193
177004126000,5/5/2014,001,00,00,02312,McMoRan Oil & Gas LLC, 00191,WC,193, 00191,WC,193
177004126000,9/11/2014,001,00,00,02312,McMoRan Oil & Gas LLC, 00191,WC,193, 00191,WC,193
177004126100,12/4/2006,001,00,00,00687,CNOOC Petroleum U.S.A. Inc.,G23744,WC,109,G23744,WC,109
177004126200,2/5/2007,C002,00,00,02899,Talos ERT LLC,G04085,WC,170,G04085,WC,170
177004126200,2/5/2007,C002,00,00,02899,Talos ERT LLC,G04085,WC,170,G04085,WC,170
177004126200,2/5/2007,C002,00,00,02899,Talos ERT LLC,G04085,WC,170,G04085,WC,170
177004126200,2/5/2007,C002,00,00,02899,Talos ERT LLC,G04085,WC,170,G04085,WC,170
177004126200,2/5/2007,C002,00,00,02899,Talos ERT LLC,G04085,WC,170,G04085,WC,170
177004126200,7/5/2012,C002,00,00,02899,Talos ERT LLC,G04085,WC,170,G04085,WC,170
177004126200,3/19/2015,C002,00,00,02899,Talos ERT LLC,G04085,WC,170,G04085,WC,170
177004126200,8/30/2016,C002,00,00,02899,Talos ERT LLC,G04085,WC,170,G04085,WC,170
177004126300,12/31/2006,003,00,00,02579,Tana Exploration Company LLC,G22513,WC,116,G22513,WC,116
177004126300,5/9/2012,003,00,00,02579,Tana Exploration Company LLC,G22513,WC,116,G22513,WC,116
177004126300,8/4/2012,003,00,00,02579,Tana Exploration Company LLC,G22513,WC,116,G22513,WC,116
177004126400,12/25/2006,001,00,00,02605,Badger Oil Corporation,G27008,WC,240,G24721,WC,246
177004126400,12/25/2006,001,00,00,02605,Badger Oil Corporation,G27008,WC,240,G24721,WC,246
177004126400,10/22/2013,001,00,00,02605,Badger Oil Corporation,G27008,WC,240,G24721,WC,246
177004126400,10/22/2013,001,00,00,02605,Badger Oil Corporation,G27008,WC,240,G24721,WC,246
177004126400,8/1/2014,001,00,00,02605,Badger Oil Corporation,G27008,WC,240,G24721,WC,246
177004126500,11/23/2006,O001,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004126500,2/2/2007,O001,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004126500,2/2/2007,O001,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004126600,12/18/2006,O002,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004126600,2/9/2007,O002,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004126600,2/9/2007,O002,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004126700,4/16/2007,001,00,00,02266,"EPL Oil & Gas, LLC",G27793,WC,252,G27793,WC,252
177004126700,6/8/2011,001,00,00,02266,"EPL Oil & Gas, LLC",G27793,WC,252,G27793,WC,252
177004126800,1/4/2007,O003,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004126800,2/19/2007,O003,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004126800,2/19/2007,O003,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004126800,2/19/2007,O003,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004126900,1/20/2007,O004,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004126900,2/24/2007,O004,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004126900,2/24/2007,O004,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004126900,2/24/2007,O004,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004126900,2/24/2007,O004,00,00,03295,Fieldwood Energy LLC,G15050,WC,33,G15050,WC,33
177004127000,3/10/2007,018,00,00,03295,Fieldwood Energy LLC, 00081,WC,110, 00081,WC,110
177004127001,4/3/2007,018,00,01,03295,Fieldwood Energy LLC, 00081,WC,110, 00081,WC,110
177004127002,5/6/2007,018,01,01,03295,Fieldwood Energy LLC, 00081,WC,110, 00081,WC,110
177004127002,5/26/2007,018,01,01,03295,Fieldwood Energy LLC, 00081,WC,110, 00081,WC,110
177004127002,5/26/2007,018,01,01,03295,Fieldwood Energy LLC, 00081,WC,110, 00081,WC,110
177004127002,5/26/2007,018,01,01,03295,Fieldwood Energy LLC, 00081,WC,110, 00081,WC,110
177004127002,5/26/2007,018,01,01,03295,Fieldwood Energy LLC, 00081,WC,110, 00081,WC,110
177004127002,1/24/2010,018,01,01,03295,Fieldwood Energy LLC, 00081,WC,110, 00081,WC,110
177004127100,6/22/2007,002,00,00,02375,"Energy XXI GOM, LLC",G22505,WC,75,G25872,WC,62
177004127101,9/8/2007,002,01,00,02375,"Energy XXI GOM, LLC",G22505,WC,75,G25872,WC,62
177004127102,11/27/2007,A003,02,00,02375,"Energy XXI GOM, LLC",G22505,WC,75,G25872,WC,62
177004127102,11/27/2007,A003,02,00,02375,"Energy XXI GOM, LLC",G22505,WC,75,G25872,WC,62
177004127200,5/22/2007,D001,00,00,03520,"Sanare Energy Partners, LLC", 00680,WC,20, 00680,WC,20
177004127200,5/22/2007,D001,00,00,03520,"Sanare Energy Partners, LLC", 00680,WC,20, 00680,WC,20
177004127300,9/30/2007,D002,00,00,03520,"Sanare Energy Partners, LLC", 00680,WC,20, 00680,WC,20
177004127300,9/30/2007,D002,00,00,03520,"Sanare Energy Partners, LLC", 00680,WC,20, 00680,WC,20
177004127300,9/30/2007,D002,00,00,03520,"Sanare Energy Partners, LLC", 00680,WC,20, 00680,WC,20
177004127300,9/30/2007,D002,00,00,03520,"Sanare Energy Partners, LLC", 00680,WC,20, 00680,WC,20
177004127300,9/30/2007,D002,00,00,03520,"Sanare Energy Partners, LLC", 00680,WC,20, 00680,WC,20
177004127300,9/30/2007,D002,00,00,03520,"Sanare Energy Partners, LLC", 00680,WC,20, 00680,WC,20
177004127300,9/30/2007,D002,00,00,03520,"Sanare Energy Partners, LLC", 00680,WC,20, 00680,WC,20
177004127300,9/30/2007,D002,00,00,03520,"Sanare Energy Partners, LLC", 00680,WC,20, 00680,WC,20
177004127400,8/4/2007,B002,00,00,02970,"Castex Offshore, Inc.",G23740,WC,96,G23740,WC,96
177004127400,8/4/2007,B002,00,00,02970,"Castex Offshore, Inc.",G23740,WC,96,G23740,WC,96
177004127500,6/9/2007,001,00,00,02222,"PetroQuest Energy, L.L.C.",G23754,WC,230,G23754,WC,230
177004127500,12/3/2007,001,00,00,02222,"PetroQuest Energy, L.L.C.",G23754,WC,230,G23754,WC,230
177004127500,8/6/2013,001,00,00,02222,"PetroQuest Energy, L.L.C.",G23754,WC,230,G23754,WC,230
177004127500,9/27/2014,001,00,00,02222,"PetroQuest Energy, L.L.C.",G23754,WC,230,G23754,WC,230
177004127600,7/21/2007,A016,00,00,02899,Talos ERT LLC,G04087,WC,215,G04087,WC,215
177004127601,8/22/2007,A016,01,00,02899,Talos ERT LLC,G04087,WC,215,G04087,WC,215
177004127601,8/22/2007,A016,01,00,02899,Talos ERT LLC,G04087,WC,215,G04087,WC,215
177004127601,8/10/2019,A016,01,00,02899,Talos ERT LLC,G04087,WC,215,G04087,WC,215
