source_award_key,locator_json,locator_sha256,source_row_sha256,active
src-awd-62fe97a32c6644dab19928bde16ad351,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2014"",""CONTRACTOR"":""Aker Solutions"",""PROJECT"":""Kaombo"",""SCOPE_DESC"":""Subsea production system: 20 manifolds + 65 vertical subsea wellsets, controls, tie-in""}",a3bf7179ae1982e8112d0c36f5b6a15d6a82a2e802673192bfa1cb9c7902c8b0,7b06a94a733dc2460d21624908166660008654563866732d0b6af21844d55843,true
src-awd-ff3dd9a218034069a9246a30b4399066,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2014"",""CONTRACTOR"":""Technip / Heerema alliance"",""PROJECT"":""Kaombo"",""SCOPE_DESC"":""Lump-sum SURF EPCI: 18 rigid risers, ~300 km flowlines, ~115 km umbilicals ('largest SURF ever')""}",9da11902454369359fb569d0b7bf14508e6c7573620111a25566bbb96173359a,a8587c0b145000edfe6d92df25d389c0bd890dd3128412ddb91c1c98bcd36f6d,true
src-awd-583181d097ed470294aa4d75bf28efb8,"{""ASSET_CLASS"":""drilling_rig"",""AWARD_YEAR"":""2014"",""CONTRACTOR"":""Ocean Rig (drillship Skyros)"",""PROJECT"":""Kaombo"",""SCOPE_DESC"":""6-yr drilling contract, Block 32 development wells""}",bb68cf8e87f558f9257b4be570bbfc6a38e778ca21c0deaf97ceacb19306f740,1249fc4841c1ce82018cf768a218e703eb1072606f1b2efaaf8be0948d8f06da,true
src-awd-57662ca7b19740409307f0efa6736116,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2013"",""CONTRACTOR"":""Hyundai Heavy Industries"",""PROJECT"":""Moho Nord (incl. Phase 1bis)"",""SCOPE_DESC"":""EPC Likouf FPU (62,000 t, 100 kbopd)""}",1e8ec5654ce5ee563023846cbcc134d23c533d0b679c55d91caeed9efd6247dc,a0db38d5948b4efb37973f7e06b0ab6a4069a03c162bc1ce2e767fd6f36beed6,true
src-awd-428f0937ef0e4115a6832fd88c9a912f,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2013"",""CONTRACTOR"":""Hyundai Heavy Industries"",""PROJECT"":""Moho Nord (incl. Phase 1bis)"",""SCOPE_DESC"":""EPC integrated TLP (14,600 t hull + topsides), Congo's first TLP""}",44a86d2804a5488c710b4a1319bac8771024fccdc536938a40e64daa392d235d,fb34e8a5e40eb733be023f0a0f2fd77f9428b5772f628df2b42df96a6be38b32,true
src-awd-c86277e0a968457aa1c557381873615d,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2013"",""CONTRACTOR"":""Technip"",""PROJECT"":""Moho Nord (incl. Phase 1bis)"",""SCOPE_DESC"":""EPSCI 230 km rigid + 23 km flexibles + 50 km umbilicals ('largest subsea Technip executes on its own')""}",2fc7df8dad503c0efda8e4a6fb41d6eb0dc5c97946d3c0798c55f2a6868ac9d8,79450a37b8526f98b36f606c92fb76f4fa9d42a935e48934f121e864ccd2539c,true
src-awd-ca2a36a2d7e044cbaafcd3878f2c0017,"{""ASSET_CLASS"":""other"",""AWARD_YEAR"":""2014"",""CONTRACTOR"":""Fugro"",""PROJECT"":""Moho Nord (incl. Phase 1bis)"",""SCOPE_DESC"":""5-yr ROV services & subsea tooling""}",172de595902cd4c1f9199db9991f3509df8f19b094a1cd66ba9910f15d283440,62b0324d8fa06ebfd65db885b4f447581be39bbd50518681aab0a15a180a6a38,true
src-awd-9d4b07001d7b4b16b59a9b22960469b0,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2018"",""CONTRACTOR"":""Subsea 7"",""PROJECT"":""Zinia Phase 2"",""SCOPE_DESC"":""EPCI ~36 km flowlines + ~21 km umbilicals -> Pazflor FPSO""}",e4bb8b43f0bab76e3af50dc25e999e4be2d2de56c8a8d052bd18c1d31ce7adfc,09f0ba9a53cf1bf380ce1d2585aaf78f772f70ec99706d2245b536a0b8ba00e5,true
src-awd-b3268cfdd00942e78877424ba26df80c,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2018"",""CONTRACTOR"":""TechnipFMC"",""PROJECT"":""Zinia Phase 2"",""SCOPE_DESC"":""9 subsea trees + wellheads + controls""}",7aaad72cde369f75ef708f8a3cf92ba63ac0ca104126b00ea7e8c773c2df945c,0723cb7323f4db1ff4045a7de57e7cbd494ba9491b631a21544c61224e126370,true
src-awd-db99af88d9974d0d8ed95d8f3261800a,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2012"",""CONTRACTOR"":""Saipem (Petromar JV)"",""PROJECT"":""Mafumeira Sul"",""SCOPE_DESC"":""EPCI offshore tie-ins + onshore pipeline to Malongo""}",964eadfe154b13e71c0d4b9fa7ee108eabacbcb4f0220605f228274968e58081,8c4c3bac9f5faea2388ff9337b18b3533cc43c569f83078fbab27d19b8daea4c,true
src-awd-9c6ff95872bf4d0a8707a3638449feb9,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2013"",""CONTRACTOR"":""DSME + Mustang/Wood Group"",""PROJECT"":""Mafumeira Sul"",""SCOPE_DESC"":""Platforms EPC: central production complex (3 bridge-linked) + 2 wellhead platforms""}",11c77ece31437eae0fb16e181b1b2821adc1907e03e7c1145a03ba3660546f62,16c191358cb14b0b1257925a58a2bc8c96119087e9493916b2211f3a7192350b,true
src-awd-a039806c72b94878878896c83c6a4b6f,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2013"",""CONTRACTOR"":""McDermott"",""PROJECT"":""Mafumeira Sul"",""SCOPE_DESC"":""EPC 148-man Living Quarters Platform""}",0f034082a03cec8e0de3385236821336b743adb26e74ae04963fb0ec4606fe1a,e684be5857ca8ff00bcc8c3eea0128ad7bb77d98672393802302e59789c07807,true
src-awd-08047e66a3914740bef9d02303d4d6d5,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2023"",""CONTRACTOR"":""TechnipFMC"",""PROJECT"":""Uaru"",""SCOPE_DESC"":""44 subsea trees + 12 manifolds + controls (first Subsea 2.0 in Guyana)""}",ad0cfe8037b9ad7144858f2b98ca315e6e5ec06f5d9c2a442bbb0e9f8412e1eb,132cf14356e292333336bd6f84efdb89ef6e6aa62aec7a3fc0ef117178b8e4c4,true
src-awd-feba8743e4ff4b11b6b18b572f156cb1,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2023"",""CONTRACTOR"":""Saipem"",""PROJECT"":""Uaru"",""SCOPE_DESC"":""EPCI subsea structures/risers/flowlines/umbilicals ~2,000 m""}",99a0b0f846a722ad318170df312aa63ec3df29e5e02f428b9670f2be4800ae52,91b40fd80c2fea6630271bc1cab64a50a18d26cdc41beecb469d64b62dec8293,true
src-awd-47fb9e0082f6443b89d994dc428578b5,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2023"",""CONTRACTOR"":""MODEC"",""PROJECT"":""Uaru"",""SCOPE_DESC"":""FPSO Errea Wittu — EPC + charter/O&M (MODEC charter model, NOT SBM); topsides sub-let to Seatrium""}",e71142cc56341050cac6824d127660bd7f6d1ec003b8c84a59b817c7e345e4ed,6d6f2f0dbebed039f3484bb70346976d815a707665d18986d9fc1aec7d8cefa4,true
src-awd-8610b93dd94a4063ba8f774bd5f65351,"{""ASSET_CLASS"":""drilling_rig"",""AWARD_YEAR"":""2023"",""CONTRACTOR"":""Noble Corporation"",""PROJECT"":""Uaru"",""SCOPE_DESC"":""Stabroek CEA drillship fleet drills Uaru wells; dayrates ~$420-500k/day""}",81f1fa532157647f1ccf6c6a15dedd4407ecf1a29f36f3253144c9c4c98bda87,0bc169974fcae52ea05cab5404c2210e7043687aadde3cc819153351be9b3b7f,true
src-awd-8e6c2d4afd7d40aa83edae98f1423794,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2024"",""CONTRACTOR"":""TechnipFMC"",""PROJECT"":""Whiptail"",""SCOPE_DESC"":""48 subsea trees + 12 manifolds + controls""}",b96fea1547d075be7440d57cacc20d3ef9a7eee3e9f73e66897712af971d2581,1b5a313d07902223ea987aa378fa30f2e7db6117bf13eda3f46e7d7e43ebd78d,true
src-awd-ae55b82ff6294414a71f260780a8ada8,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2024"",""CONTRACTOR"":""Saipem"",""PROJECT"":""Whiptail"",""SCOPE_DESC"":""EPCI subsea production facility ~2,000 m (press: up to ~$1.5bn)""}",3ee7b3e5b9b7d6efc69a7d514c26f51ccd0d7f79e4150c03e032b643f0ad24a7,3d100876912de9849e40b3ba740c8f69b66a4502c8c451e32d309da50efbcc57,true
src-awd-e34effe351d34471a21b973c1d677e91,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2024"",""CONTRACTOR"":""SBM Offshore"",""PROJECT"":""Whiptail"",""SCOPE_DESC"":""FPSO Jaguar (Fast4Ward 7th hull) construct + install""}",6eda312f2c7d0d930b843dc15606ee8916e2d254867f14782f74c8f724ec27ff,bf2b62722d8daab06aa0224a98a37800e607abefc01d441207a28d9b0b3035c8,true
src-awd-202b613a714d4246bffb477fd55379a0,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2025"",""CONTRACTOR"":""TechnipFMC"",""PROJECT"":""Hammerhead"",""SCOPE_DESC"":""Subsea 2.0 trees + manifolds + controls (production + water injection)""}",02f1f1b5056321a7a7773cf01213760b8608f59bc41188c7cf900be762938680,17014cbe630a73f7e65db6586f42cefac29a72db03aa332315b4f40354acd657,true
src-awd-a7b8b0c8e94f4b7298ad1981aa13a134,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2025"",""CONTRACTOR"":""Saipem"",""PROJECT"":""Hammerhead"",""SCOPE_DESC"":""EPCI SURF + gas export system ~1,000 m (LNTP Apr 2025, full Sep 2025)""}",9026ff80d62398124233ab874173f28376e7ab44daaec25e6d843248fae29b0f,f032b0eba53c4ba984e3984e48a631e330aa97cf43c0c591800c89257a222a64,true
src-awd-02368b2959d84e65927d6dd57508b5e0,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2025"",""CONTRACTOR"":""MODEC"",""PROJECT"":""Hammerhead"",""SCOPE_DESC"":""FPSO Hammerhead — FEED + EPCI via LNTP (~150 kbopd)""}",2de8deb288c20ea59d5cd6e127c8df5ad1fa8dfc990c1e4e31aad87a939028d8,452ecfb2272a35811f9a1533d8bc9f1a7afa6d4a95571c94e9657a983feafa08,true
src-awd-1bb5322e3ff5489abdf41730897d16d4,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2012"",""CONTRACTOR"":""Technip + Samsung consortium"",""PROJECT"":""Martin Linge (ex-Hild)"",""SCOPE_DESC"":""EPC platform topsides (~25,000 t) + 95-cabin living quarters""}",84ec7f374612a095695ee911ccc5a8ad66cc0b233d731a3a7b12af63b6213565,db682e6288f88f4260b3e2f08243e5ac6b61d43b380de08a4a8573460da88449,true
src-awd-d13f3714c13844d29a91f51f27c348e2,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2012"",""CONTRACTOR"":""Kvaerner"",""PROJECT"":""Martin Linge (ex-Hild)"",""SCOPE_DESC"":""EPSC eight-legged steel jacket""}",4b4ff4bdf0e71e94cc76aa34cb1385a58e2ba5e4ec610409408dfb68291b9120,d807ef9f00ca700c5a2b21acc7a909ad091fe7502ddfaf5bc3cb9065c9b39f92,true
src-awd-8e4332a2f22842a7ba458861dafb5e0d,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2012"",""CONTRACTOR"":""Subsea 7"",""PROJECT"":""Martin Linge (ex-Hild)"",""SCOPE_DESC"":""EPCI SURF (umbilicals, risers, flowlines)""}",9e3f277e22e917dedf2f2438e99dcee5b1d2431673dc4bc25f357051aa77b701,41803a5c1ed757ff6e7aca551656c651d63b77bc900ac677ebfca63058a966fd,true
src-awd-232aec118ef2446bb6d6f7c8053fcdfa,"{""ASSET_CLASS"":""drilling_rig"",""AWARD_YEAR"":""2012"",""CONTRACTOR"":""Maersk Drilling (Intrepid jack-up)"",""PROJECT"":""Martin Linge (ex-Hild)"",""SCOPE_DESC"":""4-yr firm ultra-harsh jack-up drilling""}",d59a2c2c44e6ccbcbad7a5cd28ad6d07270a31175a8be1d8fc12598d7e30ba85,6d3a2bcd95bc21f1a16721d34026ae1ea160b1ce440b55f7466f1f8edee962fd,true
src-awd-3dace4fef833450abbe9d6797ced395b,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2013"",""CONTRACTOR"":""Subsea 7"",""PROJECT"":""Mariner"",""SCOPE_DESC"":""EPIC 38.6 km rigid flowlines + flexible riser systems""}",bd8cd2d6fd8c3ec7a2a6bb6183d01bd00c1723cba305696638f00268991b8d05,7ed8ce8bd209ea1478c543d88b62284f7a81f47f394a910bf8e7ff9b4064a911,true
src-awd-91939101ebd34faba71d4a85fefdf39f,"{""ASSET_CLASS"":""drilling_rig"",""AWARD_YEAR"":""2013"",""CONTRACTOR"":""Noble Corporation (Lloyd Noble CJ70 jack-up)"",""PROJECT"":""Mariner"",""SCOPE_DESC"":""4-yr drilling services (new ultra-high-spec jack-up)""}",7e3926eb90090bce8ab61c3d97dd5039b6d47be137211d384a02aa23f636c378,9cb22a72f4b0cd0cb612cdb6f307bf3c8ab2f5bcdc41692a2a100a759be7ab3b,true
src-awd-8eea4b6e850c47488ab90b7dc96bea1e,"{""ASSET_CLASS"":""drilling_rig"",""AWARD_YEAR"":""2013"",""CONTRACTOR"":""Odfjell Drilling"",""PROJECT"":""Mariner"",""SCOPE_DESC"":""Platform drilling services (GBP 160m)""}",f6a5ae231a341c4279add0d3b99ce6a8bce53893ea22ee825f02dbadf29d7ae7,ec42cb065633419133fab1739c9281ea4921c79647b30b1f7afef65bbece659a,true
src-awd-6cd3b3df43c4487f80606fe349f60056,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2012"",""CONTRACTOR"":""Daewoo (DSME)"",""PROJECT"":""Mariner"",""SCOPE_DESC"":""EPC PDQ platform topside modules""}",66de735d8b2b19cbf71d0295bf56008eef6cf48549546bf4a6c5bd9d4f702fcd,b22a3b4773f5e9be20a3e64412e0759745829dd70bd45e15c4ec2faa480a150f,true
src-awd-8aac4b6594bc43219489c590155bc102,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2015"",""CONTRACTOR"":""Sembcorp Marine (SMOE)"",""PROJECT"":""Culzean"",""SCOPE_DESC"":""EPC CPF topsides + 2 bridges + WHP + ULQ topsides (>$1bn incl. long-lead)""}",f05dcc7546cdb87fcba87f98f80c9f96c1b99efe09fcceb2806ed70942c1a81c,784a859cd62a2d6ce03fc295810eb097546d1e9afe102dcf1f5aa471f6bfa7d1,true
src-awd-cde3599df2f342d4b5c14165b5f1aa07,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2015"",""CONTRACTOR"":""Subsea 7"",""PROJECT"":""Culzean"",""SCOPE_DESC"":""SURF 52 km gas export to CATS + condensate line + tie-ins (>$150m)""}",7a5e1abfb6582be6a5add31490b69934bd39f09cc157bc72df2b386c85543105,9166c5d83825f33292171eccb6da06841944e7431353ed91a9c720cdd17dadeb,true
src-awd-17210a67e6784134a189c28bfa4c56b5,"{""ASSET_CLASS"":""drilling_rig"",""AWARD_YEAR"":""2016"",""CONTRACTOR"":""Maersk Drilling (Highlander jack-up)"",""PROJECT"":""Culzean"",""SCOPE_DESC"":""5-yr, 6 HPHT production wells (incl. $9m mobilization)""}",2c3e8e20cb2784ec33c30233a89dbc706156a6e46860bf22301607bdb314509d,68b325be2de2749a2cda529529e350c413005dd112bf83afbb855aa901203ecc,true
src-awd-2e712e98211f4f3e9be2247b864323c4,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2015"",""CONTRACTOR"":""Heerema Fabrication"",""PROJECT"":""Culzean"",""SCOPE_DESC"":""P&C two jackets (CPF + ULQ) + wellhead jacket""}",df106b9138ebd4b5459260eeea13571d4edc75007ebb759f191b51799be6cffb,40e4a61655e7a3b8db36204ae3524da18ef9e390aefd41e57209c2034ea2ff97,true
src-awd-289e004714564cd49bdb3705f9221ab4,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2013"",""CONTRACTOR"":""Bumi Armada"",""PROJECT"":""Kraken"",""SCOPE_DESC"":""Bareboat charter FPSO Armada Kraken + O&M, 8-yr firm""}",c69c362cc7823cafec920eaa90b84f861dbfe2a0dda9b971627a1d1bcb1819fe,c69ecf6a1f8812e6838de0de4af7e8786d45c05dea6280d5fd9b48916e6a40fc,true
src-awd-5692d007a8bd42e0a411d8dba4b965ae,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2014"",""CONTRACTOR"":""Technip"",""PROJECT"":""Kraken"",""SCOPE_DESC"":""EPCI 50 km rigid + umbilicals + risers, 3 drill centres""}",c22404e2ebf5193ea8b97b0f59084372f4510da7e5bd50521d4583b9eb03bc91,4c9dcbaa194837ae5065f7bc3084003749eb70829e1d3c4555257549fba03e7b,true
src-awd-db5be8e6450146a0864bd05685b9e7e1,"{""ASSET_CLASS"":""other"",""AWARD_YEAR"":""2013"",""CONTRACTOR"":""SPX"",""PROJECT"":""Kraken"",""SCOPE_DESC"":""Subsea hydraulic / water-injection pump equipment""}",2136a2a6946aad4719d9417be90f578b3a2fb665d986890614322c1092e5adea,eba540f3b911dc539dad53774b994d2cfa6d92ecd1b820ecdc657a320d4cf044,true
src-awd-8c8c6feb11d0436b9f5ca25dff26c0d2,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2023"",""CONTRACTOR"":""TechnipFMC"",""PROJECT"":""Rosebank Phase 1"",""SCOPE_DESC"":""Integrated iEPCI: SPS + SURF + installation (SINGLE contract — do not triple-count)""}",ff8630693db1edae0504cf524904733ad97ffe527b31f040cc0774ae7bad80d5,d8612e489d0203fc525414d7ebbdbf0d5100c608d2eb48f32509d77ccd5d0476,true
src-awd-c6e841ace8174242a85d9649d49c538c,"{""ASSET_CLASS"":""drilling_rig"",""AWARD_YEAR"":""2023"",""CONTRACTOR"":""Odfjell Drilling (Deepsea Atlantic)"",""PROJECT"":""Rosebank Phase 1"",""SCOPE_DESC"":""7 firm development wells + 4 options, integrated services""}",cbf1e733bfa8d3378b8709207c1cc03f4a5832035c0bc5a8515d21b896d6e06a,95675a071b023cf2e8bf6b2330a66db0841986dbcd374b1c0a3f7d98e57ed7c2,true
src-awd-9cee06eec7fe440b9ed88a55653d6e1f,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2023"",""CONTRACTOR"":""Aker Solutions (JV Drydocks World Dubai)"",""PROJECT"":""Rosebank Phase 1"",""SCOPE_DESC"":""EPC upgrade / life-extension of redeployed FPSO Petrojarl Knarr""}",c09c17bb4935ac5bdfede1ae4df4d7a175569b047b950432937c18c7eead97e1,3c272bf6ab4611efd1181c69799607483543fa7eddb564d2f5a77d55fb60b304,true
src-awd-2ef5f80fd09248929f6d33fa795a7a1f,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2010"",""CONTRACTOR"":""Cameron (OneSubsea)"",""PROJECT"":""Jack/St. Malo (initial phase)"",""SCOPE_DESC"":""12 subsea trees 15k psi + manifolds + engineering/PM""}",c237e56b119a0105d1ed78071f89fecdef2457d2dba3be55c5524e85ab2e02d6,8b8eb053b9291864954957ae45ac443ff8d5a391c01f25f307f8fae0e34c258b,true
src-awd-30b5f6097925410dab79f78c893c4e91,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2011"",""CONTRACTOR"":""Samsung Heavy Industries"",""PROJECT"":""Jack/St. Malo (initial phase)"",""SCOPE_DESC"":""Semi FPU hull (~56,000 t, Geoje)""}",721231c7bc45dd3fddee17d881decf52b775f1d60be9dc79eef10aa70ed11345,9098ec9f10234924dae3cecb4c9758752bae8ea6718687be2e5bea0008776722,true
src-awd-a6b46f3ca49648df80cb3f333028f22b,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2011"",""CONTRACTOR"":""Technip"",""PROJECT"":""Jack/St. Malo (initial phase)"",""SCOPE_DESC"":""EPCI >85 km flowlines/SCRs/PLETs ('major' — legacy descriptive title, pre-band)""}",5eb86b2957f51f47247bb01b70ecb1f5a15d0d660b6eab949578b9aa7711542d,c7da2dd5210361246cd098dcebad434701537f8a15457b530b0c1ce47aa36259,true
src-awd-565a0f6948f74542865262e152ef451c,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2014"",""CONTRACTOR"":""FMC Technologies"",""PROJECT"":""Stampede"",""SCOPE_DESC"":""15k-psi EVDT trees + manifolds (2 drill centres)""}",cc1fe9ce81c226cccf7e7907f6beca0fec84f75172cf196b005a4142afec0169,4ac04f5769b2b7f3a67b5e3e2e9eb6dd1514a228ac7c697ea544918ecfe0fb7a,true
src-awd-1d78933dd6134cccbd0a89e94a53c01d,"{""ASSET_CLASS"":""installation"",""AWARD_YEAR"":""2014"",""CONTRACTOR"":""Subsea 7"",""PROJECT"":""Stampede"",""SCOPE_DESC"":""Install flowlines/SCRs/umbilicals/jumpers""}",be3459993b137fe68b54f8c2115b130a789ca67cf16358c8616c48f82e3138cd,a31cc215e1bd33bc71e415078814d7d15f15ec7cd151f109a7572a9bffb2549a,true
src-awd-6991089500db4980b6177443d34d11dc,"{""ASSET_CLASS"":""drilling_rig"",""AWARD_YEAR"":""2013"",""CONTRACTOR"":""Diamond Offshore (BlackLion + BlackRhino)"",""PROJECT"":""Stampede"",""SCOPE_DESC"":""Two-rig GoM program (~7 rig-years, NOT Stampede-only)""}",4b1d34227419d6bd07bbd75806dbed81141a7b0aa147fd3171f55b045fa1c86d,b4f2041835a402e0ef9170a91caf2fba6c602e21947f1ba76d55a7fb80d7bde2,true
src-awd-09a1ca4c5aea4b0989e39e2db9852fa8,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2007"",""CONTRACTOR"":""Technip"",""PROJECT"":""Shenzi"",""SCOPE_DESC"":""EPCI infield flowlines + SCRs + PLETs (Deep Blue)""}",6cca30242fe4af40667a9dd54556b022719f09686020a0fc12f3ed2ce79421a6,fba3739a0a34e573ff489145bbb5e754f8a9fe03e578023d7e21a604597e0ab5,true
src-awd-000001,"{""ASSET_CLASS"":""surf"",""AWARD_YEAR"":""2011"",""CONTRACTOR"":""GE Oil & Gas"",""PROJECT"":""Big Foot"",""SCOPE_DESC"":""Largest TLP push-up marine riser tensioner systems""}",ffa3db24d9694dd1c265391cf22364ffac32ae4da9ea22a67b5db928dbf078ab,e78c96bc0eb79a0856af6d8531e5c9c7d9750dc6c30b123c9a92cd61c14a79fa,true
src-awd-000002,"{""ASSET_CLASS"":""other"",""AWARD_YEAR"":""2009"",""CONTRACTOR"":""Enbridge"",""PROJECT"":""Big Foot"",""SCOPE_DESC"":""Oil export pipeline / gathering system""}",8a4670f65ca672505538b6c8b0518d218acb8b5445c1a39059a0bedb3a6d58d8,a90a45569b2c6cf40edd108dc5cd84222393bd6ed578a66fa71c863145880fa3,true
src-awd-3ee7ce7d55334009911f94fcfc4b5c1a,"{""ASSET_CLASS"":""sps"",""AWARD_YEAR"":""2025"",""CONTRACTOR"":""TechnipFMC"",""PROJECT"":""Tiber-Guadalupe"",""SCOPE_DESC"":""iEPCI Tiber 20K greenfield (SPS + SURF + install, single contract — do not triple-count)""}",738e1aa0e8ab75fccb34b87066f932e912571231b7f712461a55e2ba19ad8665,1f018d6a16039a8ef70ec00ebf55a82a8e09c0f95460ad80f2c1c10e7db9d7e5,true
src-awd-630a342c089743818b1d338b0fb8253c,"{""ASSET_CLASS"":""production_hub"",""AWARD_YEAR"":""2025"",""CONTRACTOR"":""Seatrium"",""PROJECT"":""Tiber-Guadalupe"",""SCOPE_DESC"":""EPC Tiber FPU (80 kbopd, >85% design replicated from Kaskida)""}",db3f9836902f501943adbd57fa44235fda8d43a9b3bcdac3395229140f682f95,d34d84d6cbc015a1dabb33143535369b123bbc760f0870eedd55b4b171eaae0b,true
