SN_APD,API_WELL_NUMBER,MMS_COMPANY_NUM,KICKOFF_POINT_MD,WELL_NAME,WELL_NM_BP_SFIX,WELL_NM_ST_SFIX,WATER_DEPTH,PERMIT_TYPE,PRP_RKB_ELEV,MINERAL_CODE,REQ_SPUD_DATE,SUBSEA_BOP_FLAG,WELL_TYPE_CODE,DRIVE_DEPTH,DRIVE_SIZE,SURF_AREA_CODE,SURF_BLOCK_NUMBER,SURF_LEASE_NUMBER,SURF_STATE_LEASE_NUM,SURF_X_COORD_LOC,SURF_Y_COORD_LOC,SURF_LATITUDE,SURF_LONGITUDE,SURF_E_W_DISTANCE,SURF_E_W_CODE,SURF_N_S_DISTANCE,SURF_N_S_CODE,BOTM_AREA_CODE,BOTM_BLOCK_NUMBER,BOTM_LEASE_NUMBER,BOTM_STATE_LEASE_NUM,SV_PLAN_CTRL_CD,SV_PLAN_CTRL_NUM,SV_SURF_LEASE_NUM,SV_SURF_AREA_CODE,SV_SURF_BLOCK_NUM,SV_WELL_NAME,BV_PLAN_CTRL_CD,BV_PLAN_CTRL_NUM,BV_BOTM_LEASE_NUM,BV_BOTM_AREA_CODE,BV_BOTM_BLOCK_NUM,BV_WELL_NAME,RIG_ANCHOR_FLAG,RIG_NAME,RIG_TYPE_CODE,RIG_ID_NUM,RIG_FUNC_CODE,CONSTRUCTION_YR,SHIPYARD_NAME,REFURBISHED_YR,RATED_WTR_DEPTH,RATE_DRIL_DEPTH,ABS_CERT_EXPR_DT,CG_CERT_EXPR_DT,SAFE_BRN_APRV_DT,SAFE_BURN_DIST,SAFE_BRN_RMK,BUS_ASC_NAME,APD_SUB_STATUS_DT,APD_STATUS_DT
-15763,608084004900,3,,001,0,0,6678,Revised New Well,85,H,9/1/2014,Y,E,7075.0,36.0,KC,814,G25810,,1690645.037859,9493270.998286,26.16276417,-92.84681361,4235,E,5111,S,KC,814,G25810,,N,9787.0,G25810,KC,  814,G,N,9787.0,G25810,KC,  814,G,N,PACIFIC SANTA ANA,DRILLSHIP,51081.0,D,2011.0,SAMSUNG KOREA,,12000.0,40000.0,12/19/2016,5/26/2018,,,,Union Oil Company of California,1/29/2015 12:35:59 PM,1/29/2015 1:21:19 PM
-15679,608084004900,3,,001,0,0,6678,Revised New Well,85,H,9/1/2014,Y,E,7075.0,36.0,KC,814,G25810,,1690645.037859,9493270.998286,26.16276417,-92.84681361,4235,E,5111,S,KC,814,G25810,,N,9787.0,G25810,KC,  814,G,N,9787.0,G25810,KC,  814,G,N,PACIFIC SANTA ANA,DRILLSHIP,51081.0,D,2011.0,SAMSUNG KOREA,,12000.0,40000.0,12/19/2016,5/26/2018,,,,Union Oil Company of California,1/8/2015 3:12:29 PM,1/12/2015 2:16:40 PM
-15508,608114063500,78,,002,0,0,5183,Revised New Well,82,H,8/7/2014,Y,E,5570.0,36.0,GC,807,G31752,,2220905.004803,9854930.426986,27.14683361,-91.21455028,3305,W,2450,S,GC,807,G31752,,R,6172.0,G31752,GC,  807,A,R,6172.0,G31752,GC,  807,A,N,PACIFIC SANTA ANA,DRILLSHIP,51081.0,D,2011.0,SAMSUNG KOREA,,12000.0,40000.0,12/19/2016,5/26/2018,,,,Chevron U.S.A. Inc.,11/19/2014 8:24:21 AM,1/5/2015 1:46:19 PM
-15478,608114063500,78,,002,0,0,5183,Revised New Well,82,H,8/7/2014,Y,E,5570.0,36.0,GC,807,G31752,,2220905.004803,9854930.426986,27.14683361,-91.21455028,3305,W,2450,S,GC,807,G31752,,R,6172.0,G31752,GC,  807,A,R,6172.0,G31752,GC,  807,A,N,PACIFIC SANTA ANA,DRILLSHIP,51081.0,D,2011.0,SAMSUNG KOREA,,12000.0,40000.0,12/19/2016,5/26/2018,,,,Chevron U.S.A. Inc.,11/13/2014 8:02:23 AM,11/14/2014 8:57:50 AM
-15343,608114063500,78,,002,0,0,5183,Revised New Well,82,H,8/7/2014,Y,E,5570.0,36.0,GC,807,G31752,,2220905.004803,9854930.426986,27.14683361,-91.21455028,3305,W,2450,S,GC,807,G31752,,R,6172.0,G31752,GC,  807,A,R,6172.0,G31752,GC,  807,A,N,PACIFIC SANTA ANA,DRILLSHIP,51081.0,D,2011.0,SAMSUNG KOREA,,12000.0,40000.0,12/19/2016,5/26/2018,,,,Chevron U.S.A. Inc.,10/27/2014 2:17:31 PM,10/30/2014 9:08:50 AM
-15207,608114063500,78,,002,0,0,5183,Revised New Well,82,H,8/7/2014,Y,E,5570.0,36.0,GC,807,G31752,,2220905.004803,9854930.426986,27.14683361,-91.21455028,3305,W,2450,S,GC,807,G31752,,R,6172.0,G31752,GC,  807,A,R,6172.0,G31752,GC,  807,A,N,PACIFIC SANTA ANA,DRILLSHIP,51081.0,D,2011.0,SAMSUNG KOREA,,12000.0,40000.0,12/19/2016,5/26/2018,,,,Chevron U.S.A. Inc.,9/17/2014 4:42:12 PM,9/24/2014 2:55:09 PM
-15146,608114063500,78,,002,0,0,5183,Revised New Well,82,H,8/7/2014,Y,E,5570.0,36.0,GC,807,G31752,,2220905.004803,9854930.426986,27.14683361,-91.21455028,3305,W,2450,S,GC,807,G31752,,R,6172.0,G31752,GC,  807,A,R,6172.0,G31752,GC,  807,A,N,PACIFIC SANTA ANA,DRILLSHIP,51081.0,D,2011.0,SAMSUNG KOREA,,12000.0,40000.0,12/19/2016,5/26/2018,,,,Chevron U.S.A. Inc.,9/10/2014 8:11:50 AM,9/11/2014 3:50:29 PM
-15124,608114063500,78,,002,0,0,5183,Revised New Well,82,H,8/7/2014,Y,E,5570.0,36.0,GC,807,G31752,,2220905.004803,9854930.426986,27.14683361,-91.21455028,3305,W,2450,S,GC,807,G31752,,R,6172.0,G31752,GC,  807,A,R,6172.0,G31752,GC,  807,A,N,PACIFIC SANTA ANA,DRILLSHIP,51081.0,D,2011.0,SAMSUNG KOREA,,12000.0,40000.0,12/19/2016,5/26/2018,,,,Chevron U.S.A. Inc.,9/4/2014 10:53:46 AM,9/5/2014 9:37:26 AM
-14908,608114063500,78,,002,0,0,5183,New Well,82,H,8/7/2014,Y,E,5570.0,36.0,GC,807,G31752,,2220905.004803,9854930.426986,27.14683361,-91.21455028,3305,W,2450,S,GC,807,G31752,,R,6172.0,G31752,GC,  807,A,R,6172.0,G31752,GC,  807,A,N,PACIFIC SANTA ANA,DRILLSHIP,51081.0,D,2011.0,SAMSUNG KOREA,,12000.0,40000.0,12/19/2016,5/26/2018,,,,Chevron U.S.A. Inc.,8/1/2014 1:44:23 PM,8/19/2014 10:28:18 AM
-14859,608114062101,78,14300.0,001,1,0,5228,Revised Bypass,82,H,5/25/2014,Y,E,5628.0,36.0,GC,807,G31752,,2221117.783332,9854710.716091,27.14622094,-91.21390569,3518,W,2231,S,GC,807,G31752,,N,9743.0,G31752,GC,  807,F,N,9743.0,G31752,GC,  807,F,N,PACIFIC SANTA ANA,DRILLSHIP,51081.0,D,2011.0,SAMSUNG KOREA,,12000.0,40000.0,12/19/2016,5/26/2018,,,,Chevron U.S.A. Inc.,7/15/2014 12:53:15 PM,7/31/2014 11:57:33 AM
-1551,177074086700,2312,,225,0,0,13,Revised New Well,50,H,8/5/2005,N,E,340.0,36.0,SM,217, 00310,,1770869.974677,281832.989711,29.43970361,-92.05315667,5423,W,6167,S,SM,217, 00310,,S,6720.0, 00310,SM,  217,D,S,6720.0, 00310,SM,  217,D,N,PARKER-402,PLATFORM,99905.0,D,1993.0,BROWNSVILLE,,1200.0,20000.0,1/1/2014,1/1/2014,,,IN PACIFIC REGION,McMoRan Oil & Gas LLC,8/23/2005 12:08:02 PM,8/24/2005 8:26:34 AM
-1398,177074086700,2312,,225,0,0,11,New Well,45,H,8/5/2005,N,E,340.0,36.0,SM,217, 00310,,1770869.974677,281832.989711,29.43970361,-92.05315667,5423,W,6167,S,SM,217, 00310,,S,6720.0, 00310,SM,  217,D,S,6720.0, 00310,SM,  217,D,N,PARKER-402,PLATFORM,99905.0,D,1993.0,BROWNSVILLE,,1200.0,20000.0,1/1/2014,1/1/2014,,,IN PACIFIC REGION,McMoRan Oil & Gas LLC,8/2/2005 1:32:59 PM,8/15/2005 3:08:47 PM
-21358,608074083101,3362,3911.0,001,1,0,1888,Revised Bypass,86,H,10/2/2019,Y,E,2293.0,36.0,GB,491,G35918,,1456154.965,9965391.968,27.46101333,-93.56839361,1125,E,2032,S,GB,492,G35919,,N,10070.0,G35918,GB,  491,SL3,N,10070.0,G35919,GB,  492,SL3,N,SEADRILL WEST CAPRICORN,DP SEMISUBMERSIBLE,51181.0,D,2011.0,,,7500.0,37500.0,12/21/2021,3/21/2020,11/5/2019,GOMR Lake Jackson District,"November 2019 - Lake Jackson District approved new Safe Welding Area. The rig underwent a mooring upgrade; therefore, the deck configuration changed and Seadrill submitted for approval a revised deck layout schematic. The location of the SWA is the same; the drawing was only revised to include the addition of anchor handling winches.
The previous comment from 2015 was addressed, and a new approval was granted by New Orleans District June 2018.
Rig does not have an approved safe welding area any longer.  The approved SWA was revoked due to Mud Pit vents too close to the SWA in December 2015 during inspection.","Kosmos Energy Gulf of Mexico Operations, LLC",11/18/2019 2:55:54 PM,11/21/2019 8:55:58 AM
-21332,608074083101,3362,3911.0,001,1,0,1888,Revised Bypass,86,H,10/2/2019,Y,E,2293.0,36.0,GB,491,G35918,,1456154.965,9965391.968,27.46101333,-93.56839361,1125,E,2032,S,GB,492,G35919,,N,10070.0,G35918,GB,  491,SL3,N,10070.0,G35919,GB,  492,SL3,N,SEADRILL WEST CAPRICORN,DP SEMISUBMERSIBLE,51181.0,D,2011.0,,,7500.0,37500.0,12/21/2021,3/21/2020,11/5/2019,GOMR Lake Jackson District,"November 2019 - Lake Jackson District approved new Safe Welding Area. The rig underwent a mooring upgrade; therefore, the deck configuration changed and Seadrill submitted for approval a revised deck layout schematic. The location of the SWA is the same; the drawing was only revised to include the addition of anchor handling winches.
The previous comment from 2015 was addressed, and a new approval was granted by New Orleans District June 2018.
Rig does not have an approved safe welding area any longer.  The approved SWA was revoked due to Mud Pit vents too close to the SWA in December 2015 during inspection.","Kosmos Energy Gulf of Mexico Operations, LLC",11/12/2019 10:42:32 AM,11/18/2019 1:10:28 PM
-21302,608074083101,3362,3911.0,001,1,0,1888,Revised Bypass,86,H,10/2/2019,Y,E,2293.0,36.0,GB,491,G35918,,1456154.965,9965391.968,27.46101333,-93.56839361,1125,E,2032,S,GB,492,G35919,,N,10070.0,G35918,GB,  491,SL3,N,10070.0,G35919,GB,  492,SL3,N,SEADRILL WEST CAPRICORN,DP SEMISUBMERSIBLE,51181.0,D,2011.0,,,7500.0,37500.0,12/21/2021,3/21/2020,11/5/2019,GOMR Lake Jackson District,"November 2019 - Lake Jackson District approved new Safe Welding Area. The rig underwent a mooring upgrade; therefore, the deck configuration changed and Seadrill submitted for approval a revised deck layout schematic. The location of the SWA is the same; the drawing was only revised to include the addition of anchor handling winches.
The previous comment from 2015 was addressed, and a new approval was granted by New Orleans District June 2018.
Rig does not have an approved safe welding area any longer.  The approved SWA was revoked due to Mud Pit vents too close to the SWA in December 2015 during inspection.","Kosmos Energy Gulf of Mexico Operations, LLC",11/1/2019 1:38:58 PM,11/1/2019 3:51:21 PM
-21220,608074083101,3362,3911.0,001,1,0,1888,Revised Bypass,86,H,10/2/2019,Y,E,2293.0,36.0,GB,491,G35918,,1456154.965,9965391.968,27.46101333,-93.56839361,1125,E,2032,S,GB,492,G35919,,N,10070.0,G35918,GB,  491,SL3,N,10070.0,G35919,GB,  492,SL3,N,SEADRILL WEST CAPRICORN,DP SEMISUBMERSIBLE,51181.0,D,2011.0,,,7500.0,37500.0,12/21/2021,3/21/2020,11/5/2019,GOMR Lake Jackson District,"November 2019 - Lake Jackson District approved new Safe Welding Area. The rig underwent a mooring upgrade; therefore, the deck configuration changed and Seadrill submitted for approval a revised deck layout schematic. The location of the SWA is the same; the drawing was only revised to include the addition of anchor handling winches.
The previous comment from 2015 was addressed, and a new approval was granted by New Orleans District June 2018.
Rig does not have an approved safe welding area any longer.  The approved SWA was revoked due to Mud Pit vents too close to the SWA in December 2015 during inspection.","Kosmos Energy Gulf of Mexico Operations, LLC",10/9/2019 1:15:24 PM,10/11/2019 3:24:45 PM
-21209,608074083101,3362,3911.0,001,1,0,1888,Revised Bypass,86,H,10/2/2019,Y,E,2293.0,36.0,GB,491,G35918,,1456154.965,9965391.968,27.46101333,-93.56839361,1125,E,2032,S,GB,492,G35919,,N,10070.0,G35918,GB,  491,SL3,N,10070.0,G35919,GB,  492,SL3,N,SEADRILL WEST CAPRICORN,DP SEMISUBMERSIBLE,51181.0,D,2011.0,,,7500.0,37500.0,12/21/2021,3/21/2020,11/5/2019,GOMR Lake Jackson District,"November 2019 - Lake Jackson District approved new Safe Welding Area. The rig underwent a mooring upgrade; therefore, the deck configuration changed and Seadrill submitted for approval a revised deck layout schematic. The location of the SWA is the same; the drawing was only revised to include the addition of anchor handling winches.
The previous comment from 2015 was addressed, and a new approval was granted by New Orleans District June 2018.
Rig does not have an approved safe welding area any longer.  The approved SWA was revoked due to Mud Pit vents too close to the SWA in December 2015 during inspection.","Kosmos Energy Gulf of Mexico Operations, LLC",10/5/2019 7:26:25 AM,10/8/2019 7:39:46 AM
-21197,608074083101,3362,3911.0,001,1,0,1888,Bypass,86,H,10/2/2019,Y,E,2293.0,36.0,GB,491,G35918,,1456154.965,9965391.968,27.46101333,-93.56839361,1125,E,2032,S,GB,492,G35919,,N,10070.0,G35918,GB,  491,SL3,N,10070.0,G35919,GB,  492,SL3,N,SEADRILL WEST CAPRICORN,DP SEMISUBMERSIBLE,51181.0,D,2011.0,,,7500.0,37500.0,12/21/2021,3/21/2020,11/5/2019,GOMR Lake Jackson District,"November 2019 - Lake Jackson District approved new Safe Welding Area. The rig underwent a mooring upgrade; therefore, the deck configuration changed and Seadrill submitted for approval a revised deck layout schematic. The location of the SWA is the same; the drawing was only revised to include the addition of anchor handling winches.
The previous comment from 2015 was addressed, and a new approval was granted by New Orleans District June 2018.
Rig does not have an approved safe welding area any longer.  The approved SWA was revoked due to Mud Pit vents too close to the SWA in December 2015 during inspection.","Kosmos Energy Gulf of Mexico Operations, LLC",10/2/2019 7:06:17 PM,10/3/2019 2:58:54 PM
-14682,177190084501,2375,2107.0,B018,0,1,180,Revised Sidetrack,102,H,4/20/2014,N,D,465.0,20.0,WD,74,G01084,,2529012.97282,103830.066648,28.94168254,-89.67957701,3315,E,838,S,WD,74,G01084,,R,6076.0,G01084,WD,   74,B018ST01,R,6076.0,G01084,WD,   74,B018ST01,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",6/5/2014 1:34:30 PM,6/5/2014 2:13:38 PM
-14664,177190082301,2375,102.0,B008,0,1,180,Sidetrack,102,H,7/1/2014,N,D,482.0,20.0,WD,74,G01084,,2529018.972696,103841.06756,28.94171255,-89.67955776,3309,E,849,S,WD,74,G01084,,R,6102.0,G01084,WD,   74,B008ST01,R,6102.0,G01084,WD,   74,B008ST01,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",6/9/2014 10:40:07 AM,7/11/2014 2:05:50 PM
-14311,177190085601,2375,102.0,B020,0,1,180,Sidetrack,102,H,8/15/2014,N,D,478.0,20.0,WD,74,G01084,,2529011.974253,103840.068237,28.94171008,-89.67957968,3316,E,848,S,WD,74,G01084,,R,6089.0,G01084,WD,   74,B20ST01,R,6089.0,G01084,WD,   74,B20ST01,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",5/21/2014 3:41:40 PM,9/16/2014 11:01:18 AM
-13981,177194044101,2375,3789.0,D047,0,1,168,Sidetrack,97,H,12/31/2013,N,D,465.0,20.0,WD,73,G01083,,2520373.973082,105806.065431,28.94745581,-89.70649218,1504,E,2814,S,WD,74,G01084,,R,6005.0,G01083,WD,   73,D47ST1,R,6005.0,G01084,WD,   74,D47ST1,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",12/17/2013 2:48:58 PM,12/31/2013 2:23:02 PM
-13935,177194042102,2375,2039.0,D040,0,2,168,Revised Sidetrack,97,H,11/20/2013,N,D,404.0,20.0,WD,73,G01083,,2520359.932016,105808.106392,28.94746197,-89.70653598,1518,E,2816,S,WD,73,G01083,,R,5920.0,G01083,WD,   73,D040ST02,R,5920.0,G01083,WD,   73,D040ST02,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",12/4/2013 2:49:06 PM,12/4/2013 4:32:28 PM
-13881,177190084501,2375,2215.0,B018,0,1,180,Sidetrack,90,H,4/20/2014,N,D,465.0,20.0,WD,74,G01084,,2529012.97282,103830.066648,28.94168254,-89.67957701,3315,E,838,S,WD,74,G01084,,R,6076.0,G01084,WD,   74,B018ST01,R,6076.0,G01084,WD,   74,B018ST01,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",3/17/2014 3:15:24 PM,4/2/2014 6:06:38 PM
-13784,177194042102,2375,2500.0,D040,0,2,168,Sidetrack,97,H,11/20/2013,N,D,404.0,20.0,WD,73,G01083,,2520359.932016,105808.106392,28.94746197,-89.70653598,1518,E,2816,S,WD,73,G01083,,R,5920.0,G01083,WD,   73,D040ST02,R,5920.0,G01083,WD,   73,D040ST02,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",10/29/2013 2:49:31 PM,11/14/2013 2:15:39 PM
-13646,177190096901,2375,0.0,D011,0,1,168,Revised Sidetrack,97,H,7/15/2013,N,D,465.0,20.0,WD,73,G01083,,2520372.930798,105796.107411,28.94742847,-89.70649588,1505,E,2804,S,WD,73,G01083,,R,5886.0,G01083,WD,   73,D011ST01,R,5886.0,G01083,WD,   73,D011ST01,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",9/23/2013 5:15:20 PM,9/23/2013 5:47:17 PM
-13594,177190096901,2375,0.0,D011,0,1,168,Revised Sidetrack,97,H,7/15/2013,N,D,465.0,20.0,WD,73,G01083,,2520372.930798,105796.107411,28.94742847,-89.70649588,1505,E,2804,S,WD,73,G01083,,R,5886.0,G01083,WD,   73,D011ST01,R,5886.0,G01083,WD,   73,D011ST01,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",9/10/2013 9:42:09 AM,9/10/2013 2:45:47 PM
-13579,177190096901,2375,0.0,D011,0,1,168,Revised Sidetrack,97,H,7/15/2013,N,D,465.0,20.0,WD,73,G01083,,2520372.930798,105796.107411,28.94742847,-89.70649588,1505,E,2804,S,WD,73,G01083,,R,5886.0,G01083,WD,   73,D011ST01,R,5886.0,G01083,WD,   73,D011ST01,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",9/4/2013 2:27:52 PM,9/4/2013 3:16:47 PM
-13565,177190095903,2375,3300.0,D016,0,3,168,Sidetrack,97,H,10/5/2013,N,D,442.0,20.0,WD,73,G01083,,2520358.996826,105798.040787,28.94743433,-89.70653935,1519,E,2806,S,WD,73,G01083,,R,5666.0,G01083,WD,   73,D016,R,5666.0,G01083,WD,   73,D016,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",9/18/2013 10:20:02 AM,10/7/2013 10:15:56 AM
-13393,177190092402,2375,9669.0,D009,0,2,168,Sidetrack,97,H,7/21/2013,N,D,447.0,20.0,WD,73,G01083,,2520379.931885,105795.104841,28.94742544,-89.70647404,1498,E,2803,S,WD,74,G01084,,R,5732.0,G01083,WD,   73,D009,R,5732.0,G01084,WD,   74,D009,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",7/17/2013 10:42:22 AM,7/17/2013 2:13:26 PM
-13340,177190092401,2375,0.0,D009,0,1,168,Revised Sidetrack,97,H,6/5/2013,N,D,465.0,20.0,WD,73,G01083,,2520379.931885,105795.104841,28.94742544,-89.70647404,1498,E,2803,S,WD,74,G01084,,R,5732.0,G01083,WD,   73,D009,R,5732.0,G01084,WD,   74,D009,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",7/1/2013 10:48:14 AM,7/1/2013 1:11:29 PM
-13316,177190096901,2375,0.0,D011,0,1,168,Sidetrack,97,H,7/15/2013,N,D,465.0,20.0,WD,73,G01083,,2520372.930798,105796.107411,28.94742847,-89.70649588,1505,E,2804,S,WD,73,G01083,,R,5886.0,G01083,WD,   73,D011ST01,R,5886.0,G01083,WD,   73,D011ST01,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",6/28/2013 12:16:36 PM,8/6/2013 10:16:16 AM
-13173,177194044604,2375,4600.0,D045,0,3,168,Revised Sidetrack,97,H,5/14/2013,N,D,431.0,20.0,WD,73,G01083,,2520380.931967,105805.105904,28.9474529,-89.70647047,1497,E,2813,S,WD,73,G01083,,R,5827.0,G01083,WD,   73,D045ST02,R,5827.0,G01083,WD,   73,D045ST02,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",5/24/2013 9:39:20 AM,5/25/2013 2:04:13 PM
-13118,177194044604,2375,4600.0,D045,0,3,168,Sidetrack,97,H,5/14/2013,N,D,431.0,20.0,WD,73,G01083,,2520380.931967,105805.105904,28.9474529,-89.70647047,1497,E,2813,S,WD,73,G01083,,R,5827.0,G01083,WD,   73,D045ST02,R,5827.0,G01083,WD,   73,D045ST02,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",5/14/2013 12:19:22 PM,5/14/2013 1:15:49 PM
-13086,177190092401,2375,0.0,D009,0,1,168,Sidetrack,97,H,6/5/2013,N,D,465.0,20.0,WD,73,G01083,,2520379.931885,105795.104841,28.94742544,-89.70647404,1498,E,2803,S,WD,74,G01084,,R,5732.0,G01083,WD,   73,D009,R,5732.0,G01084,WD,   74,D009,N,NABORS 17,PLATFORM,92502.0,D,1955.0,NEW IBERIA,,0.0,22000.0,12/31/2016,12/31/2016,,,"CG and ABS Cert Not required - platform rig, ABS and Coast Guard Letter not Applicable","Energy XXI GOM, LLC",5/13/2013 2:27:28 PM,6/10/2013 4:37:48 PM
-16496,608174132400,1834,,007,0,0,2009,New Well,87,H,11/1/2015,Y,D,2416.0,36.0,MC,29,G13997,,1145884.223752,10508977.067936,28.94898333,-88.54668611,5404,W,7057,S,MC,29,G13997,,S,7725.0,G13997,MC,   29,M,S,7725.0,G13997,MC,   29,M,N,VALARIS 8503 (ENSCO 8503),DP SEMISUBMERSIBLE,50541.0,D,2010.0,SINGAPORE,,8500.0,37500.0,9/27/2020,7/9/2021,1/19/2012,GOMR Houma District,"Need Current USCG and ABS Certs which should be completed after sea trails.

7-13-11 - ABS Certificate has been recieved and attached. (MR)
12-19-11 - USCG Certificate has been recieved and attached. (MR)

SWA Approval 19-JAN-2012 Houma District...BN",Stone Energy Corporation,9/24/2015 9:06:43 AM,10/22/2015 8:20:44 AM
-16455,608054007800,1834,,001,0,0,8035,New Well,87,H,3/1/2016,Y,E,8452.0,36.0,AC,943,G31205,,990654.034559,9450200.028956,26.03073861,-94.97917944,7266,E,6280,N,AC,943,G31205,,R,6344.0,G31205,AC,  943,C,R,6344.0,G31205,AC,  943,C,N,VALARIS 8503 (ENSCO 8503),DP SEMISUBMERSIBLE,50541.0,D,2010.0,SINGAPORE,,8500.0,37500.0,9/27/2020,7/9/2021,1/19/2012,GOMR Houma District,"Need Current USCG and ABS Certs which should be completed after sea trails.

7-13-11 - ABS Certificate has been recieved and attached. (MR)
12-19-11 - USCG Certificate has been recieved and attached. (MR)

SWA Approval 19-JAN-2012 Houma District...BN",Stone Energy Corporation,11/10/2015 8:50:58 AM,2/3/2016 7:12:52 AM
-16281,608174130900,1834,,006,0,0,2121,Revised New Well,87,H,4/1/2015,Y,D,2528.0,36.0,MC,29,G13997,,1147038.003579,10502731.963472,28.93184917,-88.54282417,6558,W,812,S,MC,29,G13997,,S,7725.0,G13997,MC,   29,L,S,7725.0,G13997,MC,   29,L,N,VALARIS 8503 (ENSCO 8503),DP SEMISUBMERSIBLE,50541.0,D,2010.0,SINGAPORE,,8500.0,37500.0,9/27/2020,7/9/2021,1/19/2012,GOMR Houma District,"Need Current USCG and ABS Certs which should be completed after sea trails.

7-13-11 - ABS Certificate has been recieved and attached. (MR)
12-19-11 - USCG Certificate has been recieved and attached. (MR)

SWA Approval 19-JAN-2012 Houma District...BN",Stone Energy Corporation,6/19/2015 2:30:27 PM,6/24/2015 5:01:52 PM
-16274,608174130900,1834,,006,0,0,2121,Revised New Well,87,H,4/1/2015,Y,D,2528.0,36.0,MC,29,G13997,,1147038.003579,10502731.963472,28.93184917,-88.54282417,6558,W,812,S,MC,29,G13997,,S,7725.0,G13997,MC,   29,L,S,7725.0,G13997,MC,   29,L,N,VALARIS 8503 (ENSCO 8503),DP SEMISUBMERSIBLE,50541.0,D,2010.0,SINGAPORE,,8500.0,37500.0,9/27/2020,7/9/2021,1/19/2012,GOMR Houma District,"Need Current USCG and ABS Certs which should be completed after sea trails.

7-13-11 - ABS Certificate has been recieved and attached. (MR)
12-19-11 - USCG Certificate has been recieved and attached. (MR)

SWA Approval 19-JAN-2012 Houma District...BN",Stone Energy Corporation,6/18/2015 7:58:45 AM,6/18/2015 2:39:22 PM
