ID,UPA,EventDate,Employer,Address1,Address2,City,State,Zip,Latitude,Longitude,Primary NAICS,Hospitalized,Amputation,Loss of Eye,Inspection,Final Narrative,Nature,NatureTitle,Part of Body,Part of Body Title,Event,EventTitle,Source,SourceTitle,Secondary Source,Secondary Source Title,FederalState
20171010313,1278903,10/27/2017,Williams,100 Teletech Drive,,MOUNDSVILLE,WEST VIRGINIA,26041,39.90,-80.74,213112,0.00,1.00,0.00,,"On October 27, 2017, at approximately 2:45 p.m., an employee was adjusting the forks of a lift. While holding onto the side of the forklift assembly, he boomed up and kicked the fork over with his foot. As the fork moved, it dropped into place, along with the bar that supports the forks. The employee's gloved finger was then pinched between the fork and fork assembly, amputating his right middle fingertip.",1311,Amputations,4422,Fingertip(s),640,"Caught in or compressed by equipment or objects, unspecified",8629,"Industrial vehicle, material hauling and transport-powered, n.e.c",,,1
20171010351,1278981,10/28/2017,"MBI Energy Services, Inc.",Pyramid Pad Fort Berthold 147-94-2A-11-1H,Near BIA 17,MANDAREE,NORTH DAKOTA,58757,47.72,-102.67,213112,1.00,0.00,0.00,,"An employee was changing the heads of tongs. The rig operator lost control of the power swivel and it struck the employee's leg, breaking it.",111,Fractures,510,"Leg(s), unspecified",640,"Caught in or compressed by equipment or objects, unspecified",3244,Oil drilling rigs and machinery,,,1
20171010355,1269261,10/29/2017,"Top Roustabour & Backhoe Services, LLC","Concho Alex 49.09, Rig 13",,RANKIN,TEXAS,79778,31.22,-101.93,213112,1.00,0.00,0.00,,"A rig crew was tripping rod out of a hole. When the operations were complete, the derrick man removed the screw from the clevis that supports the safety transfer to clean it. The safety transfer then slipped from his hand and hit an employee that was standing on the rig floor on the head. The employee suffered a laceration and possible concussion.",132,"Cuts, lacerations",10,"Head, unspecified",6232,Struck by object or equipment dropped by other person,4429,"Machine and appliance parts, n.e.c.",,,1
20171010360,1278946,10/29/2017,"LRP One Trucking, LLC",15412 Highway 14,,AULT,COLORADO,80610,40.58,-104.76,213112,1.00,1.00,0.00,,"An employee was getting ready to load a truck. He was behind the winch truck, pulling on the chain that goes to the winch, when the driver in the truck pulled the lever that moves the chain that goes to the winch. The chain and the tail roll of the trailer trapped the employee's finger causing a partial amputation of the right ring fingertip.",1311,Amputations,4422,Fingertip(s),6412,Caught in running equipment or machinery during regular operation,8429,"Truck-motorized freight hauling and utility, n.e.c",,,1
20171010364,1279680,10/30/2017,Summit Oilfield Services,"40.20, -104.9876",,LONGMONT,COLORADO,80504,40.13,-105.05,213112,1.00,0.00,0.00,1274510,"An employee was operating a slick line truck to pull production tools out of an existing well. He was in the cab and the truck was stationary, when one of the slick line cables snapped under tension. The cable shot back into the cab of the truck and lacerated an artery in the employee's neck.",132,"Cuts, lacerations",20,"Neck, except internal location of diseases or disorders",6241,"Struck by dislodged flying object, particle",4226,"Wire, cables-nonelectrical",,,1
20171010475,1280966,10/31/2017,"U.S. Department of Agriculture, Agricultural Research Service, North Central Soil Conservation Resea",803 Iowa Avenue,,MORRIS,MINNESOTA,56267,45.59,-95.90,541710,0.00,1.00,0.00,1275029,"On October 31, 2017, an employee was attempting to clear corn stalks from a combine because the retrofitted blower was not working correctly. The employee's right hand was inside the combine when the still-rotating chopper blades amputated it.",1311,Amputations,449,"Hand(s), n.e.c.",640,"Caught in or compressed by equipment or objects, unspecified",3112,Combines,,,0
20171010478,1280083,10/31/2017,"Turner Industries, LLC",4663 W Airline Hwy,,GARYVILLE,LOUISIANA,70051,30.07,-90.60,213112,1.00,0.00,0.00,,"Two employees were removing ball valves. When the employees began to install the gaskets, a flash fire occurred. One employee suffered burns to the face.",1520,"Heat (thermal) burns, unspecified",130,"Face, unspecified",317,"Ignition of vapors, gases, or liquids",160,"Coal, natural gas, petroleum fuels and products, unspecified",,,1
20171110563,1280299,11/1/2017,Force Drilling,16815 Dunnings Highway,,DUNCANSVILLE,PENNSYLVANIA,16635,40.40,-78.43,238910,1.00,0.00,0.00,,"An employee was positioning drill rods on a high, flat trailer when he lost his footing and fell to a lower level, breaking his arm and wrist. He was hospitalized.",111,Fractures,4830,"Wrist(s) and arm(s), unspecified",4330,"Other fall to lower level, unspecified",483,Trailers,,,1
20171110579,1281033,11/2/2017,Patterson-UTI Drilling Company LLC,Rig 279,,CALDWELL,TEXAS,77836,30.53,-96.69,213111,1.00,1.00,0.00,,An employee was unwrapping a wire rope from a spool when the wire rope slipped and pinched his left middle fingertip between the rope and spool. His fingertip was amputated.,1311,Amputations,4422,Fingertip(s),640,"Caught in or compressed by equipment or objects, unspecified",4226,"Wire, cables-nonelectrical",2133,"Reels, rolls, spools, coils, cones",1
20171112302,1297219,11/2/2017,T & L WELL SERVICE,I-35 and HWY 15 towards Billings.  Go 2-3 miles West to Blue water tank.  Directly south in plowed ,field is a red and white pumping unit.,BILLINGS,OKLAHOMA,74630,36.53,-97.34,213112,1.00,0.00,0.00,1287167,"An employee was picking up trash when he stumbled into an unguarded pumping unit and was struck by the horse head, suffering pelvic, sternum, and rib fractures.",111,Fractures,38,Multiple trunk locations,6419,"Caught in running equipment or machinery, n.e.c.",3244,Oil drilling rigs and machinery,,,1
20171110596,1281431,11/3/2017,Watson,4015 S. Freeway,,FORT WORTH,TEXAS,76110,32.68,-97.31,213111,1.00,1.00,0.00,,"An employee was prepping a mast to be moved to platforms when his left middle and ring fingers were caught between the chain/hook and mast, amputating his fingertips.",1311,Amputations,4422,Fingertip(s),640,"Caught in or compressed by equipment or objects, unspecified",3244,Oil drilling rigs and machinery,,,1
20171110613,1281969,11/3/2017,DAN DARLING DRILLING,8 miles east of Kingfisher,,KINGFISHER,OKLAHOMA,73750,35.86,-97.93,213111,1.00,0.00,0.00,,"An employee was standing on the ground near a pipe rack while other employees picked up a joint from a catwalk. The joint came off its cradle, rolling back onto the pipe rack and hitting the employee. He was pinned between two joints, suffering bleeding in his abdominal cavity.",194,Internal injuries to organs and blood vessels of the trunk,330,"Abdomen, except internal location of diseases or disorders",642,Compressed or pinched by shifting objects or equipment,4120,"Pipes, ducts, tubing, unspecified",,,1
20171110629,1281550,11/4/2017,"Sundown Energy, LP","Hutchings Stock Association, Well #529",,MONAHANS,TEXAS,79756,31.59,-102.89,213111,1.00,0.00,0.00,,An employee was up on a stairway opening valves on a wellhead when the stairs gave way. The employee suffered a broken left leg.,111,Fractures,510,"Leg(s), unspecified",4310,"Fall from collapsing structure or equipment, unspecified",6610,"Stairs, steps, unspecified",,,1
20171110647,1291902,11/5/2017,Cartel Drilling LLC,Lauden Pad,WCR 23 and Hwy 14,SEVERANCE,COLORADO,80524,40.58,-104.85,213111,1.00,1.00,0.00,1283661,"An employee was picking up a mud motor to trip in a hole when a plate fell off the top drive and struck the employee, causing a right index finger amputation.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6233,Struck by object falling from vehicle or machinery-other than vehicle part,4429,"Machine and appliance parts, n.e.c.",3244,Oil drilling rigs and machinery,1
20171110656,1282007,11/5/2017,"Mid-Central Energy Services, LLC",State Rudd Draw 26-25 2H,,KERMIT,TEXAS,79745,31.72,-103.51,213112,1.00,1.00,0.00,,"Employees were performing pressure services, hydrostatic testing on a blowout preventer. When one of the employees attempted to loosen bolts on the wellhead spool, the hydraulic torque hammer wrench and wellhead spool struck the employee s left hand, partially amputating the index finger.",1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",6252,Injured by slipping or swinging object held by injured worker,7259,"Turning handtools-powered, n.e.c.",,,1
20171110657,1281589,11/5/2017,"Hydro-Bolt, USA,  LLC/dba Quad Pipeline","5601 Hwy 90 E,",,BROUSSARD,LOUISIANA,70518,30.11,-91.93,332312,1.00,0.00,0.00,,"A backhoe operator was digging a hole with the assistance of a spotter. As the operator began to set down the bucket, the spotter slipped into the hole. The spotter's foot was then crushed by the backhoe bucket, breaking a toe.",111,Fractures,532,"Toes(s), toenail(s)",4320,"Fall through surface or existing opening, unspecified",6639,"Ground, n.e.c.",,,1
20171110770,1284012,11/8/2017,"Pro Petro Services, Inc.","Surge Energy, Elrod Antell 11-02 #AH",,KNOTT,TEXAS,79748,32.42,-101.60,213112,0.00,1.00,0.00,,An employee was performing housekeeping when he went to pick up a plunger at a frac site. The plunger then slipped and amputated his middle fingertip. Impact gloves were not worn at the time of the incident.,1311,Amputations,4422,Fingertip(s),6231,Struck by object or equipment dropped by injured worker,4429,"Machine and appliance parts, n.e.c.",,,1
20171110788,1284069,11/9/2017,Trinidad Drilling,Unknown,,MIDLAND,TEXAS,79701,31.99,-102.08,213111,1.00,0.00,0.00,,"An employee was hammering one end of a hose when the opposite end blew off under pressure, striking the employee and causing a laceration.",132,"Cuts, lacerations",344,Groin,6241,"Struck by dislodged flying object, particle",2122,Hoses,,,1
20171110830,1283245,11/10/2017,Consolidated Wellsite Services LLC,9542 South Side Road,,CANTON,PENNSYLVANIA,17724,41.68,-76.66,213112,0.00,1.00,0.00,1276896,"An employee was working removing a set of elevators at a gas well drill site when a second employee started a power swivel. The employee's left arm became entangled in the power swivel, breaking it and partially amputating the left ring finger. The employee was hospitalized.",1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",6419,"Caught in running equipment or machinery, n.e.c.",3244,Oil drilling rigs and machinery,,,1
20171110837,1283392,11/10/2017,"Cade Drilling, LLC",Highway 34,,KERSEY,COLORADO,80644,40.39,-104.56,213111,0.00,1.00,0.00,1277031,"An employee was hoisting up into a rig derrick when his foot was caught between two braces, amputating his left big toe.",1311,Amputations,532,"Toes(s), toenail(s)",644,Entangled in other object or equipment,3244,Oil drilling rigs and machinery,3460,"Elevators, hoists, aerial lifts, personnel platforms-except truck-mounted, unspecified",1
20171110863,1283965,11/11/2017,TechnipFMC,Texaco-McMurry B 50 #205HL,,STANTON,TEXAS,79782,32.12,-101.78,213112,0.00,1.00,0.00,,"An employee was removing a flange from a client's oil/gas well with a hydraulic torque wrench. While the employee was placing the torque wrench on the nut, the employee's finger was in a pinch point between the torque wrench and nut. The employee then inadvertently stepped on the controller, which activated the torque wrench, amputating the employee's right index fingertip and nail.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6252,Injured by slipping or swinging object held by injured worker,7259,"Turning handtools-powered, n.e.c.",,,1
20171110873,1284919,11/11/2017,"MOR Drilling, LLC",MOR Rig #5,,SNYDER,TEXAS,79549,32.73,-100.91,213111,1.00,0.00,0.00,,"An employee was installing a rotating head bearing when the bearing slipped and smashed the employee's right hand, breaking it.",111,Fractures,440,"Hand(s), unspecified",60,"Contact with objects and equipment, unspecified",4429,"Machine and appliance parts, n.e.c.",,,1
20171110875,1283311,11/11/2017,Ashton Sawing & Drilling LLC,12255 Center Rd,,SAN ANTONIO,TEXAS,78223,29.29,-98.43,238990,1.00,0.00,0.00,,"An employee was installing rebar when adjacent rebar fell and hit the employee, who suffered bruises and a broken arm.",111,Fractures,420,"Arm(s), unspecified",6230,"Struck by falling object or equipment, unspecified",4132,"Bars, rods, reinforcing bar (rebar)",,,1
20171110889,1284591,11/13/2017,"Stream-flo USA, LLC",Reeves County Rig #H&P 625 ,,PECOS,TEXAS,79772,31.43,-103.72,213112,1.00,1.00,0.00,,"An employee was sitting on a casing head valve to hold himself up while working in a cellar. He was holding onto a stud with his left hand for support. He was cutting approximately 14 inches off of the casing using a torch when the blowout preventer became off-center and shifted to the side. His left index, middle, and ring fingers were then caught and smashed between the stud and casing, requiring surgical amputation of two fingertips at the base of the nail and one fingertip at the first knuckle.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,3244,Oil drilling rigs and machinery,40,"Parts and materials, unspecified",1
20171110938,1285440,11/14/2017,"Bison Drilling and Field Services, LLC",Dragon #1 SWD (Surge Energy America),,GAIL,TEXAS,79738,32.77,-101.44,211111,1.00,0.00,0.00,,"An employee was walking down vee-door stairs, using the railing hand method on the hand rails. He was almost to the bottom when the roller assembly shifted and struck his left hand against the handrail, fracturing his pinky finger.",111,Fractures,4420,"Finger(s), fingernail(s), unspecified",640,"Caught in or compressed by equipment or objects, unspecified",3244,Oil drilling rigs and machinery,,,1
20171110941,1284380,11/14/2017,"Cactus Drilling Co., LLC","Culberson County, Rig 163 - Hwy 652, 12 miles West of Orla TX -> go Sth 1.4 miles.",GPS (31.80361-104.11755),ORLA,TEXAS,79770,31.34,-104.47,213111,1.00,1.00,0.00,1278430,"An employee was watching a sub-winch cable run through sheaves to ensure that the cable was running smoothly when he noticed slack due to the cable coming off the sheave. He grabbed the cable with his left hand for balance and placed his right foot on the lower section of the cable to push it into the sheave. The cable then broke free into the sheave, consequently creating tension on the cable, which cut his right foot and three left-hand fingers. His three middle left-hand fingers were amputated, and his right foot was partially amputated.",1311,Amputations,87,Upper and lower limb(s),6411,"Caught in running equipment or machinery during maintenance, cleaning ",3244,Oil drilling rigs and machinery,,,1
20171110965,1285416,11/14/2017,"Dragon Rigs Sales and Services, LLC",906 S. Pagewood Ave.,,ODESSA,TEXAS,79761,31.85,-102.32,213112,0.00,1.00,0.00,,"An employee was repairing a metal platform that was supported by metal saw horses and jack stands. A metal shim was in place on the saw horse to level the platform. The employee noticed the shim had turned slightly, so he used a 4 lb. maul to tap the shim into its original position. The force of the strike caused the shim to dislodge, and the corner of the platform came down on the employee's index finger. The employee suffered an amputation.",1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",6239,"Struck by falling object or equipment, n.e.c.",6340,"Scaffolds-staging, unspecified",2232,"Benches, workbenches, saw horses",1
20171110971,1284975,11/15/2017,BASIC ENERGY SERVICES,Oil Well Site-Smithers 4738-6H,,PECOS,TEXAS,79772,31.40,-103.48,213112,1.00,0.00,0.00,,"During well-servicing operations, an employee was removing an on/off tool when it slipped. His finger was then caught and smashed between the tool.",1971,Crushing injuries,4420,"Finger(s), fingernail(s), unspecified",642,Compressed or pinched by shifting objects or equipment,4429,"Machine and appliance parts, n.e.c.",,,1
20171110975,1285173,11/15/2017,"Tiger Well Service, LLP",Well Site,Kari 30-19 #3H,WILLISTON,NORTH DAKOTA,58801,48.14,-103.61,213112,1.00,0.00,0.00,1278973,"An employee was working from a servicing rig platform while tripping out pipe. The pipe became unstable and swung over the edge of the servicing platform while the employee was holding onto it. The pipe pulled the employee from the platform, and he fell approximately 15 feet to the ground. He suffered lacerations and fractures to the eye socket, jaw, nasal bones, and one of his legs. The platform was unguarded at the time.",111,Fractures,899,"Multiple body parts, n.e.c.",4333,Other fall to lower level 11 to 15 feet ,3244,Oil drilling rigs and machinery,4120,"Pipes, ducts, tubing, unspecified",1
20171111004,1285299,11/16/2017,"Cactus Drilling Co., LLC","Reeves County, Rig #153",,PECOS,TEXAS,79772,31.39,-103.50,213111,1.00,0.00,0.00,,"An employee tripped and fell while walking across a rig floor, suffering multiple fractures to the left elbow.",111,Fractures,422,Elbow(s),4210,"Fall on same level due to tripping, unspecified",6620,"Floor, unspecified",,,1
20171111011,1285210,11/16/2017,DCP Midstream LP,Highway 392 and Weld County Road 71,"N 0.9, W 0.2",BRIGGSDALE,COLORADO,80611,40.53,-104.39,211111,1.00,0.00,0.00,1279160,"On 11/16/2017, an employee was attempting to clear a hydrate formation in a gas pipeline at a tank battery when flammable gases and vapors ignited, causing first and third degree burns to his face, the back of his head, his back, and his hands.",1523,Third or fourth degree heat (thermal) burns,899,"Multiple body parts, n.e.c.",317,"Ignition of vapors, gases, or liquids",1852,"Flammable gas, unspecified",,,1
20171111012,1285392,11/16/2017,"Complete Energy Services, Inc. ",Highway 392 and Weld County Road 71,"N 0.9, W 0.2",BRIGGSDALE,COLORADO,80611,40.53,-104.39,213112,2.00,0.00,0.00,1279159,"On 11/16/2017, two employees were attempting to clear a hydrate formation in a gas pipeline at a tank battery when flammable gases and vapors ignited, causing significant burns to both employees.",1520,"Heat (thermal) burns, unspecified",9999,Nonclassifiable,317,"Ignition of vapors, gases, or liquids",1852,"Flammable gas, unspecified",,,1
20171111024,1285860,11/16/2017,"5J OILFIELD SERVICES, LLC",Parsley Energy Savannah 644,,GARDEN CITY,TEXAS,79739,32.08,-81.09,484110,1.00,0.00,0.00,,"An employee was flagging loads on location when a substructure shifted and pinned the employee's left foot, crushing it.",1971,Crushing injuries,530,"Foot (feet), unspecified",642,Compressed or pinched by shifting objects or equipment,9999,Nonclassifiable,,,1
20171111034,1285245,11/16/2017,"Submersible Pumps, Inc.",100 Judy Adams Blvd.,,CUSHING,OKLAHOMA,74023,35.98,-96.77,213112,1.00,1.00,0.00,,"Employees were setting, aligning, and starting a compressor. The injured employee was attempting to diagnose a squeak heard while the compressor was running when his left hand entered the rotating area of the compressor, amputating his left thumb.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6419,"Caught in running equipment or machinery, n.e.c.",3797,Pumps,,,1
20171110996,1285693,11/17/2017,Cimarex Energy Co,Arvine 28A-2H,"Approximately 17 miles from Orla, TX",ORLA,TEXAS,79770,31.82,-103.90,211111,1.00,0.00,0.00,,"An employee was draining a plug catcher when the valve arm became loose, spun closed, and hit his right leg, fracturing it. He was hospitalized.",111,Fractures,510,"Leg(s), unspecified",6269,"Struck by swinging or slipping object, other than handheld, n.e.c.",423,"Valves, nozzles",,,1
20171111050,1286290,11/17/2017,Pioneer Energy Services,Phluger 25 wd oil field Lease,,GARDEN CITY,TEXAS,79739,31.98,-102.04,211111,1.00,0.00,0.00,,"An employee was using a tool to install a thread protector on a tubular when the tool's lithium battery exploded in the non-mag tubular, sending up debris and chemicals that struck employees on the rig floor. An employee was hospitalized with face and wrist burns.",150,"Burns and corrosions, unspecified ",899,"Multiple body parts, n.e.c.",329,"Explosion, n.e.c.",720,"Handtools-powered, unspecified",,,1
20171111119,1286242,11/20/2017,AMERICAN SUGAR REFINING INC.,2075 EAST 65TH ST.,,CLEVELAND,OHIO,44103,41.50,-81.64,311312,0.00,1.00,0.00,,"An employee was supporting a shaft that was in a vice during repairs when the shaft fell through the vice, hitting and partially amputating the employee's left ring finger.",1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",6230,"Struck by falling object or equipment, unspecified",4429,"Machine and appliance parts, n.e.c.",,,1
20171111225,1287042,11/23/2017,"Nabors Drilling Technologies USA, Inc. ",Rig X25 12 Miles North of Watford,,WATFORD CITY,NORTH DAKOTA,58854,47.79,-103.29,213111,1.00,0.00,0.00,,An employee was tripping out pipes when a pipe swung and crushed his right arm between two hanging pipes. His arm broke.,111,Fractures,420,"Arm(s), unspecified",642,Compressed or pinched by shifting objects or equipment,4120,"Pipes, ducts, tubing, unspecified",,,1
20171111228,1288507,11/23/2017,QES Directional Drilling,Patterson 255-Parsley Energy-Sabastion 19 30A 4401H,,MIDLAND,TEXAS,79706,31.99,-102.07,213112,0.00,1.00,0.00,,"An employee was trying to loosen a tool with a wrench when his finger was caught between the wrench and the object he was loosening, resulting in an amputation.",1311,Amputations,4420,"Finger(s), fingernail(s), unspecified",6252,Injured by slipping or swinging object held by injured worker,7352,Wrenches-power not determined,,,1
20171111266,1287663,11/27/2017,Rural Gas Company,818 White Birch Road,,GUILFORD,CONNECTICUT,06437,41.31,-72.67,454312,0.00,1.00,0.00,,"An employee was removing a 120-gallon propane tank from a residential location. Two additional employees were assisting him. The employee determined that laying the tank down and rolling it out was the safest way to remove it. While rolling the tank, they needed to maneuver it between a shed and a tree. The space was just slightly wider than the tank (approximately 57 inches). As they approached the tree, the tank slid down against the shed, pinning the employee's finger between the tank and the shed. His left pinky fingertip was amputated.",1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,2125,Propane tanks and cylinders,629,"Building, n.e.c.",1
20171111286,1289746,11/28/2017,"TODPAT, LLC",Blaines #1,,BIG LAKE,TEXAS,76932,31.19,-101.46,211111,0.00,1.00,0.00,,"An employee was tightening bolts on a pump jack with an impact wrench and 18-inch crescent wrench when it slipped. While trying to grab the wrench, the employee's hand was slammed against the pump jack, severing the last two digits of the left pinky finger.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",60,"Contact with objects and equipment, unspecified",9999,Nonclassifiable,,,1
20171111322,1287969,11/28/2017,"Southern Petroleum Laboratories, Inc.",On CR 1105 near CR 110,,CARTHAGE,TEXAS,75633,32.13,-94.42,213112,1.00,0.00,0.00,1280175,A crew had just installed a high volume separator in an oil field when a blowout occurred. One employee sustained head injuries and was hospitalized.,160,"Intracranial injuries, unspecified",111,Brain,323,"Explosion of pressure vessel, piping, or tire",3244,Oil drilling rigs and machinery,,,1
20171111327,1298298,11/29/2017,Frontier Oil Tools,6230 Bingle road,,HOUSTON,TEXAS,77092,29.85,-95.48,424710,1.00,0.00,0.00,,"An employee was standing on a pallet being lifted by a forklift to change out a light fixture. He tried to cut into a live cable with wire cutters and was shocked. He then lost his balance and fell 20 feet onto metal pipes below, suffering a head fracture, shoulder fracture, and left hand burns.",1833,Fractures and burns,899,"Multiple body parts, n.e.c.",4334,Other fall to lower level 16 to 20 feet,8621,"Forklift, order picker, platform truck-powered",2241,"Lamps, light fixtures",1
20171111337,1288528,11/29/2017,"Lone Star Well Service, LLC",Patterson 5-8 2801H,,GARDEN CITY,TEXAS,79739,30.33,-97.83,213112,1.00,0.00,0.00,,"A crew was pulling a second string of tubing out of a hole and was warming up a collar to break the connection. A swivel operator was spinning the swivel when an employee placed a 36-inch pipe wrench on the top part of the swivel, then placed a cheater bar on the pipe wrench. The swivel continued to turn clockwise with the pipe wrench and cheater bar attached. The employee was still holding onto the cheater bar when it started turning. The employee was then pulled and thrown off the rig floor, suffering a broken clavicle, broken ribs, collapsed right lung, and broken back.",1839,"Fractures and other injuries, n.e.c.",899,"Multiple body parts, n.e.c.",4330,"Other fall to lower level, unspecified",3244,Oil drilling rigs and machinery,,,1
20171111381,1289884,11/30/2017,"QES Pressure Pumping, LLC",DAN D Drilling Rig,"Canadian County, 10-12N-9W",CALUMET,OKLAHOMA,73014,35.60,-98.11,213112,1.00,0.00,0.00,,"A cement crew had finished a surface cement job and was preparing to rig down the cement head and equipment. An employee was preparing to remove the cementing head and manifold from the casing. The drilling rig crew loosened the chain boomer and lifted the casing to remove the slips. When the rig operator lifted the casing, the hook on the chain boomer broke, striking the employee in the hard hat and knocking him to the rig floor. He hit his head on the floor, losing consciousness and suffering a head laceration.",160,"Intracranial injuries, unspecified",111,Brain,429,"Fall on same level, n.e.c. ",6629,"Floor, n.e.c.",432,"Hooks, shackles, magnets, clamshells",1
20171211419,1289205,12/1/2017,TETRA Technologies Inc. ,Sentinal State 55-28 Unit 1H,18 Miles North of Pecos,PECOS,TEXAS,79772,31.43,-103.50,213112,1.00,0.00,0.00,,"An employee was securing a flat hose to a reel on a deployment vehicle when the hose rotated. The employee was then caught between the reel and the deployment vehicle, fracturing the skull, jaw, and cheekbones.",111,Fractures,18,Multiple head locations,640,"Caught in or compressed by equipment or objects, unspecified",3244,Oil drilling rigs and machinery,,,1
20171211420,1290156,12/1/2017,"ROBINSON DRILLING OF TEXAS, LTD",Robinson Drilling Rig 12,,SEMINOLE,TEXAS,79360,32.26,-101.44,213111,1.00,0.00,0.00,,"An employee was attempting to climb up an angle iron piece of a substructure when he slipped and fell backward 4 feet to the ground, suffering a spiral fracture to his right ankle.",111,Fractures,52,Ankle(s),4331,Other fall to lower level less than 6 feet,9999,Nonclassifiable,,,1
20171211428,1288818,12/1/2017,National Oilwell Varco,8018 Breen Road,,HOUSTON,TEXAS,77064,29.89,-95.51,333132,0.00,1.00,0.00,,"An employee was cleaning pipe rollers next to a pipe threading machine when his hand was caught between a pipe and the rollers, amputating his right middle fingertip.",1311,Amputations,4422,Fingertip(s),6411,"Caught in running equipment or machinery during maintenance, cleaning ",350,"Metal, woodworking, and special material machinery, unspecified",,,1
20171211511,1289828,12/4/2017,Key Energy Services,Well Site Slemmers 8-1 Mercer County,Five miles East and two miles North on County Road 5,DODGE,NORTH DAKOTA,58625,47.28,-102.06,211111,1.00,1.00,0.00,,"An employee was positioning an iron roughneck when his left middle finger was pinched between the lift nubbin and the roughneck, amputating his fingertip.",1311,Amputations,4422,Fingertip(s),640,"Caught in or compressed by equipment or objects, unspecified",3244,Oil drilling rigs and machinery,,,1
20171211524,1290074,12/4/2017,Lamons Gasket,7300 Airport Blvd,,HOUSTON,TEXAS,77061,29.65,-95.29,339991,1.00,1.00,0.00,,"An employee was using a small bending machine to bend a stainless 1/4 inch wide by 8 feet long metal rod into a circle. He was routing the material into the rollers when his fingers were caught in the rollers, resulting in a right middle finger amputation, first index (nail section).",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6412,Caught in running equipment or machinery during regular operation,3511,"Bending, crimping machines",,,1
20171211544,1290714,12/5/2017,Covenant Testing Technologies,WCR 72 and WCR 19,"W 2/10, S 2/10",WINDSOR,COLORADO,80550,40.48,-104.91,213112,2.00,0.00,0.00,1282486,Two employees were attempting to light a pilot light on an incinerator when the gases ignited and back-flashed on them. They sustained facial and hand burns.,1520,"Heat (thermal) burns, unspecified",899,"Multiple body parts, n.e.c.",317,"Ignition of vapors, gases, or liquids",160,"Coal, natural gas, petroleum fuels and products, unspecified",,,1
20171211584,1290447,12/6/2017,"Gaston Electrical Company, Inc.",Edan's South Bay AMC Theater,21-39 District Avenue,BOSTON,MASSACHUSETTS,02125,42.32,-71.06,238210,1.00,0.00,0.00,,"An employee was working on a ladder when it slipped. As he attempted to stop the ladder from falling, his finger was caught in a clamp.",1972,"Soreness, pain, hurt-nonspecified injury",4420,"Finger(s), fingernail(s), unspecified",642,Compressed or pinched by shifting objects or equipment,4211,"Clamps, couplings",,,1
20171211606,1291614,12/7/2017,"Integrated Production Services, Inc.",3014 Felts Road,,ARCADIA,LOUISIANA,71001,32.53,-92.90,213112,1.00,0.00,0.00,,"An employee was removing a fitting from an accumulator. Pressure was still in the safety bottle at the time. When he got down to the final threads, the fitting blew off, striking him in the face and neck. He suffered a facial contusion, orbital fracture, eye hematoma, and eyelid and neck lacerations.",111,Fractures,132,Eye(s),6241,"Struck by dislodged flying object, particle",40,"Parts and materials, unspecified",3244,Oil drilling rigs and machinery,1
20171211655,1293233,12/8/2017,"Warfab Oilfield Services, Inc.",607 Fisher Road,,LONGVIEW,TEXAS,75606,32.49,-94.81,213112,1.00,0.00,0.00,,"An employee was using his right hand to feed a piece of metal into an iron worker metal forming machine and his left hand to operate the foot pedal, which had been moved up to the work surface near the machine. His left hand then entered the vertical metal forming device and was compressed, fractured, and lacerated.",111,Fractures,440,"Hand(s), unspecified",6412,Caught in running equipment or machinery during regular operation,3599,"Metal, woodworking, and special material machinery, n.e.c.",,,1
20171211664,1291347,12/8/2017,"Gesell's Pump Sales and Service, Inc. ",Benton Oil Field,,BENTON,ILLINOIS,62812,37.97,-88.94,213111,1.00,0.00,0.00,,"On 12/8/2017, at 4:00 p.m., employee #1 was on a truck containing racks of 25-foot sucker rods helping to offload the rods to employee #2, who was stationed on the ground. Employee #1 dropped his end of the sucker rod, which struck the ground. The impact caused a wave motion to propagate through the sucker rod, which then caused the end that employee #2 was holding to fling out of his hands in an upward motion, striking and lacerating his nose and forehead.",132,"Cuts, lacerations",138,Multiple face locations,6259,"Injured by handheld object or equipment, n.e.c.",4429,"Machine and appliance parts, n.e.c.",,,1
20171211670,1291462,12/8/2017,"Savanna Drilling, LLC","Rig #635, Sarah 3601NH",,PLAINS,TEXAS,79355,33.18,-102.82,213111,0.00,1.00,0.00,,"An employee was rigging down a top drive on a drilling rig when a slide that was connected to a torque tube came down on the employee's left hand, amputating the middle finger just above the middle knuckle.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",640,"Caught in or compressed by equipment or objects, unspecified",3244,Oil drilling rigs and machinery,,,1
